UTC time,nat_gas,coal,wind
2019-01-07 02:00:00,324.0,1396.0,401.0
2019-01-07 03:00:00,317.0,1340.0,370.0
2019-01-07 04:00:00,307.0,1286.0,371.0
2019-01-07 05:00:00,304.0,1111.0,361.0
2019-01-07 06:00:00,267.0,1051.0,381.0
2019-01-07 07:00:00,153.0,1156.0,388.0
2019-01-07 08:00:00,151.0,1197.0,369.0
2019-01-07 09:00:00,150.0,1236.0,377.0
2019-01-07 10:00:00,151.0,1212.0,355.0
2019-01-07 11:00:00,150.0,1178.0,319.0
2019-01-07 12:00:00,157.0,1379.0,309.0
2019-01-07 13:00:00,160.0,1506.0,286.0
2019-01-07 14:00:00,163.0,1627.0,300.0
2019-01-07 15:00:00,174.0,1643.0,278.0
2019-01-07 16:00:00,186.0,1670.0,199.0
2019-01-07 17:00:00,204.0,1683.0,162.0
2019-01-07 18:00:00,208.0,1747.0,123.0
2019-01-07 19:00:00,205.0,1782.0,64.0
2019-01-07 20:00:00,220.0,1774.0,109.0
2019-01-07 21:00:00,219.0,1816.0,133.0
2019-01-07 22:00:00,220.0,1862.0,106.0
2019-01-07 23:00:00,219.0,1854.0,86.0
2019-01-08 00:00:00,198.0,1833.0,79.0
2019-01-08 01:00:00,185.0,1899.0,133.0
2019-01-08 02:00:00,207.0,1877.0,117.0
2019-01-08 03:00:00,207.0,1931.0,163.0
2019-01-08 04:00:00,206.0,1905.0,210.0
2019-01-08 05:00:00,201.0,1882.0,236.0
2019-01-08 06:00:00,204.0,1880.0,270.0
2019-01-08 07:00:00,206.0,1712.0,317.0
2019-01-08 08:00:00,206.0,1547.0,326.0
2019-01-08 09:00:00,169.0,1516.0,308.0
2019-01-08 10:00:00,177.0,1421.0,398.0
2019-01-08 11:00:00,189.0,1490.0,440.0
2019-01-08 12:00:00,196.0,1642.0,439.0
2019-01-08 13:00:00,186.0,1783.0,432.0
2019-01-08 14:00:00,182.0,1956.0,374.0
2019-01-08 15:00:00,177.0,2010.0,325.0
2019-01-08 16:00:00,184.0,2051.0,273.0
2019-01-08 17:00:00,175.0,1964.0,318.0
2019-01-08 18:00:00,196.0,1979.0,294.0
2019-01-08 19:00:00,180.0,1847.0,313.0
2019-01-08 20:00:00,175.0,1797.0,221.0
2019-01-08 21:00:00,162.0,1820.0,247.0
2019-01-08 22:00:00,172.0,1819.0,238.0
2019-01-08 23:00:00,239.0,1977.0,216.0
2019-01-09 00:00:00,341.0,2076.0,240.0
2019-01-09 01:00:00,352.0,2267.0,216.0
2019-01-09 02:00:00,375.0,2211.0,236.0
2019-01-09 03:00:00,420.0,2031.0,265.0
2019-01-09 04:00:00,420.0,1910.0,288.0
2019-01-09 05:00:00,387.0,1743.0,309.0
2019-01-09 06:00:00,392.0,1617.0,299.0
2019-01-09 07:00:00,396.0,1799.0,251.0
2019-01-09 08:00:00,429.0,1874.0,284.0
2019-01-09 09:00:00,494.0,1939.0,304.0
2019-01-09 10:00:00,533.0,2096.0,284.0
2019-01-09 11:00:00,603.0,2172.0,309.0
2019-01-09 12:00:00,803.0,2127.0,307.0
2019-01-09 13:00:00,953.0,2171.0,237.0
2019-01-09 14:00:00,879.0,2288.0,176.0
2019-01-09 15:00:00,836.0,2325.0,152.0
2019-01-09 16:00:00,830.0,2341.0,198.0
2019-01-09 17:00:00,829.0,2336.0,159.0
2019-01-09 18:00:00,847.0,2344.0,110.0
2019-01-09 19:00:00,872.0,2329.0,78.0
2019-01-09 20:00:00,795.0,2349.0,58.0
2019-01-09 21:00:00,780.0,2329.0,69.0
2019-01-09 22:00:00,793.0,2291.0,53.0
2019-01-09 23:00:00,835.0,2334.0,29.0
2019-01-10 00:00:00,844.0,2331.0,20.0
2019-01-10 01:00:00,837.0,2336.0,19.0
2019-01-10 02:00:00,845.0,2343.0,17.0
2019-01-10 03:00:00,876.0,2337.0,19.0
2019-01-10 04:00:00,783.0,2338.0,31.0
2019-01-10 05:00:00,799.0,2334.0,28.0
2019-01-10 06:00:00,859.0,2330.0,28.0
2019-01-10 07:00:00,851.0,2335.0,35.0
2019-01-10 08:00:00,822.0,2338.0,42.0
2019-01-10 09:00:00,811.0,2339.0,57.0
2019-01-10 10:00:00,850.0,2342.0,56.0
2019-01-10 11:00:00,752.0,2345.0,60.0
2019-01-10 12:00:00,801.0,2331.0,110.0
2019-01-10 13:00:00,954.0,2314.0,133.0
2019-01-10 14:00:00,925.0,2333.0,155.0
2019-01-10 15:00:00,971.0,2315.0,125.0
2019-01-10 16:00:00,925.0,2332.0,123.0
2019-01-10 17:00:00,917.0,2333.0,99.0
2019-01-10 18:00:00,911.0,2330.0,73.0
2019-01-10 19:00:00,773.0,2329.0,58.0
2019-01-10 20:00:00,664.0,2238.0,74.0
2019-01-10 21:00:00,664.0,2019.0,83.0
2019-01-10 22:00:00,661.0,1943.0,101.0
2019-01-10 23:00:00,687.0,2180.0,145.0
2019-01-11 00:00:00,761.0,2343.0,201.0
2019-01-11 01:00:00,836.0,2339.0,215.0
2019-01-11 02:00:00,855.0,2337.0,220.0
2019-01-11 03:00:00,784.0,2249.0,267.0
2019-01-11 04:00:00,844.0,2189.0,234.0
2019-01-11 05:00:00,776.0,1885.0,233.0
2019-01-11 06:00:00,809.0,1815.0,184.0
2019-01-11 07:00:00,812.0,2089.0,129.0
2019-01-11 08:00:00,796.0,2012.0,134.0
2019-01-11 09:00:00,820.0,2128.0,146.0
2019-01-11 10:00:00,832.0,2224.0,142.0
2019-01-11 11:00:00,841.0,2230.0,162.0
2019-01-11 12:00:00,907.0,2248.0,146.0
2019-01-11 13:00:00,880.0,2306.0,150.0
2019-01-11 14:00:00,931.0,2290.0,152.0
2019-01-11 15:00:00,944.0,2293.0,135.0
2019-01-11 16:00:00,927.0,2320.0,127.0
2019-01-11 17:00:00,927.0,2340.0,151.0
2019-01-11 18:00:00,896.0,2334.0,145.0
2019-01-11 19:00:00,879.0,2340.0,118.0
2019-01-11 20:00:00,820.0,2336.0,121.0
2019-01-11 21:00:00,915.0,2337.0,95.0
2019-01-11 22:00:00,888.0,2351.0,103.0
2019-01-11 23:00:00,889.0,2332.0,129.0
2019-01-12 00:00:00,893.0,2342.0,107.0
2019-01-12 01:00:00,826.0,2339.0,104.0
2019-01-12 02:00:00,856.0,2339.0,109.0
2019-01-12 03:00:00,846.0,2326.0,96.0
2019-01-12 04:00:00,683.0,2327.0,115.0
2019-01-12 05:00:00,691.0,2154.0,98.0
2019-01-12 06:00:00,687.0,1986.0,94.0
2019-01-12 07:00:00,686.0,1842.0,95.0
2019-01-12 08:00:00,677.0,1992.0,100.0
2019-01-12 09:00:00,677.0,2128.0,136.0
2019-01-12 10:00:00,701.0,2191.0,121.0
2019-01-12 11:00:00,804.0,2248.0,106.0
2019-01-12 12:00:00,760.0,2272.0,108.0
2019-01-12 13:00:00,760.0,2276.0,152.0
2019-01-12 14:00:00,748.0,2275.0,179.0
2019-01-12 15:00:00,861.0,2267.0,198.0
2019-01-12 16:00:00,892.0,2279.0,215.0
2019-01-12 17:00:00,835.0,2290.0,233.0
2019-01-12 18:00:00,840.0,2321.0,226.0
2019-01-12 19:00:00,798.0,2335.0,221.0
2019-01-12 20:00:00,852.0,2335.0,234.0
2019-01-12 21:00:00,839.0,2337.0,250.0
2019-01-12 22:00:00,836.0,2342.0,276.0
2019-01-12 23:00:00,879.0,2276.0,268.0
2019-01-13 00:00:00,871.0,2272.0,264.0
2019-01-13 01:00:00,847.0,2351.0,283.0
2019-01-13 02:00:00,893.0,2360.0,299.0
2019-01-13 03:00:00,908.0,2361.0,295.0
2019-01-13 04:00:00,865.0,2361.0,259.0
2019-01-13 05:00:00,742.0,2309.0,236.0
2019-01-13 06:00:00,678.0,2328.0,209.0
2019-01-13 07:00:00,671.0,1981.0,188.0
2019-01-13 08:00:00,671.0,2324.0,142.0
2019-01-13 09:00:00,672.0,2327.0,154.0
2019-01-13 10:00:00,672.0,2325.0,156.0
2019-01-13 11:00:00,673.0,2327.0,166.0
2019-01-13 12:00:00,680.0,2328.0,139.0
2019-01-13 13:00:00,747.0,2332.0,127.0
2019-01-13 14:00:00,860.0,2332.0,125.0
2019-01-13 15:00:00,927.0,2325.0,69.0
2019-01-13 16:00:00,936.0,2329.0,100.0
2019-01-13 17:00:00,919.0,2332.0,85.0
2019-01-13 18:00:00,937.0,2341.0,61.0
2019-01-13 19:00:00,950.0,2344.0,29.0
2019-01-13 20:00:00,928.0,2346.0,25.0
2019-01-13 21:00:00,910.0,2349.0,27.0
2019-01-13 22:00:00,941.0,2347.0,27.0
2019-01-13 23:00:00,926.0,2351.0,19.0
2019-01-14 00:00:00,932.0,2352.0,15.0
2019-01-14 01:00:00,904.0,2340.0,10.0
2019-01-14 02:00:00,926.0,2352.0,6.0
2019-01-14 03:00:00,937.0,2344.0,1.0
2019-01-14 04:00:00,882.0,2348.0,0.0
2019-01-14 05:00:00,751.0,2348.0,0.0
2019-01-14 06:00:00,698.0,2279.0,2.0
2019-01-14 07:00:00,700.0,2038.0,5.0
2019-01-14 08:00:00,697.0,2055.0,14.0
2019-01-14 09:00:00,685.0,2184.0,20.0
2019-01-14 10:00:00,701.0,2171.0,22.0
2019-01-14 11:00:00,696.0,2210.0,28.0
2019-01-14 12:00:00,749.0,2313.0,38.0
2019-01-14 13:00:00,843.0,2338.0,22.0
2019-01-14 14:00:00,810.0,2342.0,8.0
2019-01-14 15:00:00,852.0,2338.0,19.0
2019-01-14 16:00:00,916.0,2345.0,24.0
2019-01-14 17:00:00,886.0,2361.0,28.0
2019-01-14 18:00:00,879.0,2355.0,33.0
2019-01-14 19:00:00,829.0,2324.0,50.0
2019-01-14 20:00:00,865.0,2292.0,60.0
2019-01-14 21:00:00,908.0,2288.0,54.0
2019-01-14 22:00:00,914.0,2295.0,40.0
2019-01-14 23:00:00,886.0,2288.0,42.0
2019-01-15 00:00:00,903.0,2286.0,32.0
2019-01-15 01:00:00,864.0,2213.0,36.0
2019-01-15 02:00:00,902.0,2193.0,42.0
2019-01-15 03:00:00,899.0,2183.0,61.0
2019-01-15 04:00:00,895.0,2176.0,58.0
2019-01-15 05:00:00,785.0,2170.0,88.0
2019-01-15 06:00:00,833.0,2101.0,58.0
2019-01-15 07:00:00,917.0,1960.0,52.0
2019-01-15 08:00:00,903.0,1975.0,37.0
2019-01-15 09:00:00,828.0,2153.0,56.0
2019-01-15 10:00:00,901.0,2165.0,50.0
2019-01-15 11:00:00,872.0,2170.0,47.0
2019-01-15 12:00:00,902.0,2168.0,57.0
2019-01-15 13:00:00,925.0,2179.0,64.0
2019-01-15 14:00:00,928.0,2177.0,75.0
2019-01-15 15:00:00,917.0,2186.0,71.0
2019-01-15 16:00:00,933.0,2185.0,66.0
2019-01-15 17:00:00,874.0,2181.0,81.0
2019-01-15 18:00:00,871.0,2183.0,85.0
2019-01-15 19:00:00,851.0,2182.0,93.0
2019-01-15 20:00:00,877.0,2189.0,88.0
2019-01-15 21:00:00,856.0,2188.0,84.0
2019-01-15 22:00:00,826.0,2180.0,72.0
2019-01-15 23:00:00,872.0,2194.0,83.0
2019-01-16 00:00:00,882.0,2188.0,62.0
2019-01-16 01:00:00,883.0,2189.0,76.0
2019-01-16 02:00:00,898.0,2184.0,75.0
2019-01-16 03:00:00,894.0,2188.0,71.0
2019-01-16 04:00:00,818.0,2181.0,50.0
2019-01-16 05:00:00,658.0,2073.0,39.0
2019-01-16 06:00:00,653.0,2004.0,43.0
2019-01-16 07:00:00,653.0,1923.0,47.0
2019-01-16 08:00:00,653.0,2027.0,58.0
2019-01-16 09:00:00,653.0,2107.0,51.0
2019-01-16 10:00:00,653.0,2050.0,53.0
2019-01-16 11:00:00,661.0,2140.0,51.0
2019-01-16 12:00:00,798.0,2181.0,39.0
2019-01-16 13:00:00,844.0,2179.0,36.0
2019-01-16 14:00:00,800.0,2181.0,33.0
2019-01-16 15:00:00,899.0,2182.0,23.0
2019-01-16 16:00:00,763.0,2176.0,28.0
2019-01-16 17:00:00,734.0,2181.0,25.0
2019-01-16 18:00:00,532.0,2181.0,28.0
2019-01-16 19:00:00,501.0,2139.0,26.0
2019-01-16 20:00:00,500.0,2078.0,41.0
2019-01-16 21:00:00,467.0,2081.0,44.0
2019-01-16 22:00:00,470.0,2096.0,34.0
2019-01-16 23:00:00,643.0,2176.0,23.0
2019-01-17 00:00:00,627.0,2180.0,26.0
2019-01-17 01:00:00,636.0,2176.0,20.0
2019-01-17 02:00:00,667.0,2180.0,18.0
2019-01-17 03:00:00,658.0,2180.0,6.0
2019-01-17 04:00:00,575.0,2184.0,0.0
2019-01-17 05:00:00,479.0,2125.0,5.0
2019-01-17 06:00:00,479.0,2086.0,0.0
2019-01-17 07:00:00,467.0,1983.0,0.0
2019-01-17 08:00:00,465.0,2001.0,0.0
2019-01-17 09:00:00,465.0,2169.0,0.0
2019-01-17 10:00:00,466.0,2140.0,3.0
2019-01-17 11:00:00,467.0,2114.0,42.0
2019-01-17 12:00:00,476.0,2174.0,58.0
2019-01-17 13:00:00,592.0,2194.0,42.0
2019-01-17 14:00:00,632.0,2195.0,20.0
2019-01-17 15:00:00,577.0,2192.0,35.0
2019-01-17 16:00:00,543.0,2199.0,53.0
2019-01-17 17:00:00,639.0,2192.0,24.0
2019-01-17 18:00:00,627.0,2198.0,11.0
2019-01-17 19:00:00,664.0,2199.0,4.0
2019-01-17 20:00:00,668.0,2194.0,2.0
2019-01-17 21:00:00,528.0,2203.0,9.0
2019-01-17 22:00:00,621.0,2193.0,11.0
2019-01-17 23:00:00,664.0,2188.0,13.0
2019-01-18 00:00:00,609.0,2198.0,5.0
2019-01-18 01:00:00,616.0,2189.0,4.0
2019-01-18 02:00:00,654.0,2196.0,0.0
2019-01-18 03:00:00,659.0,2200.0,0.0
2019-01-18 04:00:00,634.0,2195.0,0.0
2019-01-18 05:00:00,503.0,2183.0,3.0
2019-01-18 06:00:00,339.0,2173.0,16.0
2019-01-18 07:00:00,325.0,2066.0,34.0
2019-01-18 08:00:00,326.0,2015.0,60.0
2019-01-18 09:00:00,326.0,2071.0,79.0
2019-01-18 10:00:00,325.0,2063.0,87.0
2019-01-18 11:00:00,326.0,2058.0,82.0
2019-01-18 12:00:00,325.0,2163.0,135.0
2019-01-18 13:00:00,331.0,2185.0,217.0
2019-01-18 14:00:00,369.0,2185.0,262.0
2019-01-18 15:00:00,384.0,2184.0,244.0
2019-01-18 16:00:00,335.0,2184.0,281.0
2019-01-18 17:00:00,335.0,2174.0,344.0
2019-01-18 18:00:00,374.0,2138.0,274.0
2019-01-18 19:00:00,329.0,2133.0,263.0
2019-01-18 20:00:00,327.0,2153.0,197.0
2019-01-18 21:00:00,348.0,2116.0,189.0
2019-01-18 22:00:00,360.0,2176.0,114.0
2019-01-18 23:00:00,391.0,2186.0,61.0
2019-01-19 00:00:00,385.0,2188.0,55.0
2019-01-19 01:00:00,336.0,2174.0,92.0
2019-01-19 02:00:00,349.0,2180.0,123.0
2019-01-19 03:00:00,355.0,2151.0,234.0
2019-01-19 04:00:00,340.0,2123.0,325.0
2019-01-19 05:00:00,333.0,2079.0,333.0
2019-01-19 06:00:00,370.0,2032.0,293.0
2019-01-19 07:00:00,346.0,2115.0,283.0
2019-01-19 08:00:00,363.0,2133.0,333.0
2019-01-19 09:00:00,380.0,2172.0,356.0
2019-01-19 10:00:00,379.0,2148.0,339.0
2019-01-19 11:00:00,378.0,2097.0,350.0
2019-01-19 12:00:00,498.0,2138.0,346.0
2019-01-19 13:00:00,526.0,2170.0,358.0
2019-01-19 14:00:00,713.0,2197.0,366.0
2019-01-19 15:00:00,844.0,2193.0,366.0
2019-01-19 16:00:00,948.0,2191.0,355.0
2019-01-19 17:00:00,984.0,2197.0,353.0
2019-01-19 18:00:00,1043.0,2195.0,339.0
2019-01-19 19:00:00,1038.0,2196.0,297.0
2019-01-19 20:00:00,1003.0,2191.0,330.0
2019-01-19 21:00:00,879.0,2193.0,360.0
2019-01-19 22:00:00,924.0,2188.0,266.0
2019-01-19 23:00:00,880.0,2206.0,249.0
2019-01-20 00:00:00,1008.0,2211.0,242.0
2019-01-20 01:00:00,1014.0,2217.0,205.0
2019-01-20 02:00:00,1081.0,2244.0,166.0
2019-01-20 03:00:00,978.0,2245.0,124.0
2019-01-20 04:00:00,1027.0,2271.0,124.0
2019-01-20 05:00:00,977.0,2300.0,66.0
2019-01-20 06:00:00,959.0,2289.0,65.0
2019-01-20 07:00:00,905.0,2127.0,63.0
2019-01-20 08:00:00,900.0,2116.0,28.0
2019-01-20 09:00:00,908.0,2250.0,10.0
2019-01-20 10:00:00,914.0,2260.0,19.0
2019-01-20 11:00:00,907.0,2243.0,1.0
2019-01-20 12:00:00,908.0,2255.0,0.0
2019-01-20 13:00:00,891.0,2263.0,3.0
2019-01-20 14:00:00,918.0,2312.0,10.0
2019-01-20 15:00:00,913.0,2318.0,0.0
2019-01-20 16:00:00,727.0,2309.0,2.0
2019-01-20 17:00:00,695.0,2239.0,16.0
2019-01-20 18:00:00,700.0,2313.0,26.0
2019-01-20 19:00:00,706.0,2308.0,56.0
2019-01-20 20:00:00,714.0,2318.0,73.0
2019-01-20 21:00:00,701.0,2315.0,106.0
2019-01-20 22:00:00,733.0,2232.0,105.0
2019-01-20 23:00:00,754.0,2277.0,60.0
2019-01-21 00:00:00,764.0,2297.0,74.0
2019-01-21 01:00:00,786.0,2300.0,70.0
2019-01-21 02:00:00,885.0,2303.0,77.0
2019-01-21 03:00:00,862.0,2300.0,118.0
2019-01-21 04:00:00,861.0,2297.0,157.0
2019-01-21 05:00:00,778.0,2304.0,172.0
2019-01-21 06:00:00,753.0,2274.0,196.0
2019-01-21 07:00:00,742.0,2277.0,218.0
2019-01-21 08:00:00,802.0,2283.0,234.0
2019-01-21 09:00:00,788.0,2295.0,232.0
2019-01-21 10:00:00,784.0,2290.0,227.0
2019-01-21 11:00:00,795.0,2297.0,246.0
2019-01-21 12:00:00,789.0,2326.0,266.0
2019-01-21 13:00:00,890.0,2352.0,263.0
2019-01-21 14:00:00,882.0,2362.0,301.0
2019-01-21 15:00:00,884.0,2355.0,327.0
2019-01-21 16:00:00,794.0,2355.0,350.0
2019-01-21 17:00:00,795.0,2361.0,385.0
2019-01-21 18:00:00,844.0,2366.0,389.0
2019-01-21 19:00:00,844.0,2415.0,391.0
2019-01-21 20:00:00,785.0,2296.0,408.0
2019-01-21 21:00:00,775.0,2245.0,408.0
2019-01-21 22:00:00,779.0,2279.0,409.0
2019-01-21 23:00:00,841.0,2362.0,391.0
2019-01-22 00:00:00,897.0,2354.0,342.0
2019-01-22 01:00:00,860.0,2357.0,367.0
2019-01-22 02:00:00,813.0,2363.0,385.0
2019-01-22 03:00:00,878.0,2373.0,370.0
2019-01-22 04:00:00,786.0,2355.0,373.0
2019-01-22 05:00:00,557.0,2363.0,394.0
2019-01-22 06:00:00,435.0,2348.0,416.0
2019-01-22 07:00:00,347.0,2337.0,410.0
2019-01-22 08:00:00,331.0,2305.0,394.0
2019-01-22 09:00:00,336.0,2316.0,322.0
2019-01-22 10:00:00,342.0,2316.0,279.0
2019-01-22 11:00:00,326.0,2310.0,292.0
2019-01-22 12:00:00,331.0,2293.0,294.0
2019-01-22 13:00:00,390.0,2321.0,280.0
2019-01-22 14:00:00,393.0,2343.0,235.0
2019-01-22 15:00:00,413.0,2345.0,184.0
2019-01-22 16:00:00,378.0,2343.0,152.0
2019-01-22 17:00:00,366.0,2330.0,166.0
2019-01-22 18:00:00,391.0,2345.0,124.0
2019-01-22 19:00:00,371.0,2346.0,149.0
2019-01-22 20:00:00,354.0,2336.0,186.0
2019-01-22 21:00:00,382.0,2336.0,223.0
2019-01-22 22:00:00,387.0,2347.0,246.0
2019-01-22 23:00:00,354.0,2332.0,227.0
2019-01-23 00:00:00,382.0,1819.0,223.0
2019-01-23 01:00:00,368.0,2324.0,228.0
2019-01-23 02:00:00,336.0,2304.0,252.0
2019-01-23 03:00:00,372.0,2301.0,281.0
2019-01-23 04:00:00,341.0,2281.0,269.0
2019-01-23 05:00:00,345.0,2234.0,243.0
2019-01-23 06:00:00,344.0,2103.0,275.0
2019-01-23 07:00:00,378.0,1986.0,285.0
