UTC time,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_other_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2021-07-03 01:00:00,11519.57719,519.19586,1108.94712,205.38075,47.31792,1023.97439
2021-07-03 02:00:00,11938.23744,513.98123,1114.82711,204.16133,34.66459,996.71509
2021-07-03 03:00:00,12196.83821,517.09579,1117.04803,203.12108,25.03774,947.84574
2021-07-03 04:00:00,12060.06583,514.96307,1119.25999,203.42047,16.77404,884.94567
2021-07-03 05:00:00,11483.87574,520.24616,1118.68229,203.22609,6.24307,835.36638
2021-07-03 06:00:00,10703.57695,537.59091,1116.94252,203.92848,0.2414,793.28214
2021-07-03 07:00:00,9904.14601,549.24187,1119.53715,205.34508,5.29174,759.52105
2021-07-03 08:00:00,9000.49652,558.34908,1121.769,207.10285,4.96384,736.30982
2021-07-03 09:00:00,8160.39653,559.85525,1121.11059,206.62524,0,702.21772
2021-07-03 10:00:00,7814.27143,557.78447,1115.89455,206.08095,0,710.99026
2021-07-03 11:00:00,7912.91106,554.68868,1113.90448,205.39628,0,718.17978
2021-07-03 12:00:00,8669.39183,549.75108,1117.51716,205.3381,0,710.65851
2021-07-03 13:00:00,9307.36391,538.97484,1117.1573,205.75473,14.13852,708.0843
2021-07-03 14:00:00,9702.19086,534.80691,1118.85423,205.75428,29.80738,700.33555
2021-07-03 15:00:00,10189.75891,530.82311,1119.66148,205.67013,45.96107,664.03665
2021-07-03 16:00:00,10504.3601,525.31388,1118.43078,205.15988,63.97641,641.09019
2021-07-03 17:00:00,10630.70757,532.18985,1115.05831,203.91081,79.80901,624.84951
2021-07-03 18:00:00,10869.6838,516.3796,1116.18812,203.61136,96.66782,608.98131
2021-07-03 19:00:00,10703.49124,518.16443,1115.50854,206.15513,104.39084,597.74015
2021-07-03 20:00:00,10532.17359,527.40872,1111.38899,205.28284,109.09857,588.24257
2021-07-03 21:00:00,10598.55241,520.03683,1107.75492,205.32691,101.10373,602.3332
2021-07-03 22:00:00,10935.61543,529.43913,1104.00014,204.03693,91.93272,607.99405
2021-07-03 23:00:00,11356.62858,528.76591,1107.16671,204.58938,77.93529,613.82585
2021-07-04 00:00:00,11092.33328,530.15752,1128.04353,201.56647,57.03332,876.38364
2021-07-04 01:00:00,11693.47099,523.25601,1128.8046,201.49814,49.0006,853.60401
2021-07-04 02:00:00,12211.29647,517.97512,1134.68488,200.40167,37.8241,832.1191
2021-07-04 03:00:00,12517.81966,521.09194,1136.8945,199.47207,28.66322,792.59901
2021-07-04 04:00:00,12391.50475,518.93631,1139.07072,199.77245,20.06179,740.71594
2021-07-04 05:00:00,11760.05247,524.19218,1138.44222,199.60198,9.12581,701.63643
2021-07-04 06:00:00,10954.89178,541.58897,1136.67162,200.28839,2.10826,670.66126
2021-07-04 07:00:00,10111.2156,553.24594,1139.28976,201.65368,5.69452,647.5186
2021-07-04 08:00:00,9147.65195,562.41485,1141.51337,203.25775,4.62552,633.18272
2021-07-04 09:00:00,8254.81675,563.90488,1140.78733,202.81715,0,609.73705
2021-07-04 10:00:00,7873.04005,561.83539,1135.50699,202.23776,0,626.46874
2021-07-04 11:00:00,8059.46248,558.71724,1133.4649,201.69435,0,641.36607
2021-07-04 12:00:00,8892.55627,553.78184,1137.02508,201.54265,0,643.63448
2021-07-04 13:00:00,9596.29918,542.85384,1136.61002,201.94491,13.02019,651.60141
2021-07-04 14:00:00,10103.93231,538.58773,1138.31405,201.9308,27.83203,653.21132
2021-07-04 15:00:00,10565.85172,534.53449,1139.14077,201.82748,43.17092,627.3059
2021-07-04 16:00:00,10899.30466,528.99041,1137.88605,201.3127,60.02849,614.60539
2021-07-04 17:00:00,11018.45855,535.90177,1134.43259,200.10861,74.98198,604.59995
2021-07-04 18:00:00,11174.06607,519.96275,1135.5705,199.92135,91.39212,594.26917
2021-07-04 19:00:00,10970.33545,521.70135,1134.90613,202.35995,99.1256,587.42052
2021-07-04 20:00:00,10743.55162,530.94525,1130.7139,201.62158,103.93296,583.32647
2021-07-04 21:00:00,10730.91535,523.49712,1127.01652,201.59899,96.83119,600.53657
2021-07-04 22:00:00,11077.70359,532.90906,1123.1963,200.50674,88.73821,609.51231
2021-07-04 23:00:00,11511.61614,532.15831,1126.35903,201.12562,76.03163,616.02088
2021-07-02 00:00:00,9969.71417,599.93322,1120.95478,217.85397,49.51308,2147.74425
2021-07-02 01:00:00,10377.00529,592.13375,1121.72147,217.18758,39.90243,2082.51045
2021-07-02 02:00:00,10617.88458,585.73021,1127.60161,215.59426,27.32199,2019.37431
2021-07-02 03:00:00,10757.29757,588.885,1129.81527,214.21754,18.12185,1912.41731
2021-07-02 04:00:00,10586.76068,586.34039,1132.00421,214.51394,11.10823,1781.06669
2021-07-02 05:00:00,10117.80185,591.13439,1131.39383,214.24682,2.74986,1666.24952
2021-07-02 06:00:00,9483.51094,609.41426,1129.63424,214.99781,0,1555.14377
2021-07-02 07:00:00,8828.68983,621.17324,1132.244,216.57044,4.29251,1455.40906
2021-07-02 08:00:00,8085.59486,631.38866,1134.47053,218.79559,4.82752,1377.05334
2021-07-02 09:00:00,7373.81582,632.60493,1133.76864,218.20545,0,1276.81372
2021-07-02 10:00:00,7055.27464,630.55782,1128.51124,217.7679,0,1236.13454
2021-07-02 11:00:00,7059.23191,627.06042,1126.4877,216.65371,0,1195.4348
2021-07-02 12:00:00,7629.15037,622.16276,1130.06657,216.87985,0,1127.08868
2021-07-02 13:00:00,8093.42168,608.66004,1129.67126,217.34023,12.41551,1059.02106
2021-07-02 14:00:00,8358.35188,602.72702,1131.37273,217.38129,25.96387,993.125
2021-07-02 15:00:00,8810.99891,597.49693,1132.19249,217.35549,39.96578,892.25042
2021-07-02 16:00:00,9135.96055,591.3611,1130.94637,216.85898,55.81986,805.64445
2021-07-02 17:00:00,9348.99711,598.87226,1127.52182,215.4731,69.84869,750.66305
2021-07-02 18:00:00,9699.71039,580.74916,1128.65675,214.83252,84.95736,700.38989
2021-07-02 19:00:00,9678.13031,581.70363,1127.98697,217.69609,92.09751,661.8578
2021-07-02 20:00:00,9655.34754,590.94114,1123.82068,216.41656,96.89377,618.78714
2021-07-02 21:00:00,9808.81878,582.1993,1120.14589,216.66334,90.47817,613.49573
2021-07-02 22:00:00,10108.67399,591.77578,1116.34905,214.77204,82.48484,598.56083
2021-07-02 23:00:00,10421.98411,589.70878,1119.51313,215.12251,69.71376,600.18792
2021-07-03 00:00:00,10188.64061,562.42402,1116.50955,213.28824,53.27584,1007.39893
2021-07-03 01:00:00,10676.35019,555.10725,1117.27972,212.7895,43.94822,980.24447
2021-07-03 02:00:00,10995.70834,549.30721,1123.15985,211.33546,31.58466,954.46735
2021-07-03 03:00:00,11183.2843,552.44155,1125.376,210.08408,22.26424,907.99772
2021-07-03 04:00:00,11029.57252,550.10608,1127.57297,210.38159,14.57912,847.92548
2021-07-03 05:00:00,10525.39664,555.14835,1126.97396,210.14155,5.00657,801.04113
2021-07-03 06:00:00,9840.94005,572.95352,1125.22126,210.87444,0,761.80835
2021-07-03 07:00:00,9135.14923,584.65768,1127.82576,212.38896,4.88445,730.77274
2021-07-03 08:00:00,8337.97151,594.3105,1130.05414,214.44001,4.8604,709.83958
2021-07-03 09:00:00,7582.99843,595.67393,1129.36731,213.89177,0,678.4802
2021-07-03 10:00:00,7249.73619,593.61481,1124.12434,213.41446,0,689.29563
2021-07-03 11:00:00,7280.6262,590.32131,1122.11238,212.46028,0,698.46362
2021-07-03 12:00:00,7899.31994,585.40335,1125.70304,212.58051,0,693.45508
2021-07-03 13:00:00,8405.98327,573.28471,1125.32009,213.02459,13.23826,693.58654
2021-07-03 14:00:00,8704.81021,568.24772,1127.02,213.05019,27.85673,688.23988
2021-07-03 15:00:00,9141.34477,563.65033,1127.83543,213.00266,42.9382,654.60876
2021-07-03 16:00:00,9435.70746,557.83258,1126.59456,212.50102,59.83537,634.29221
2021-07-03 17:00:00,9597.79956,565.0213,1123.18813,211.16611,74.72166,619.65196
2021-07-03 18:00:00,9888.3588,548.07231,1124.32136,210.6526,90.6719,605.20504
2021-07-03 19:00:00,9814.84953,549.44832,1123.64817,213.39704,98.05876,595.09139
2021-07-03 20:00:00,9748.35244,558.68925,1119.49807,212.26921,102.7327,586.98076
2021-07-03 21:00:00,9881.2031,550.64285,1115.83743,212.44048,95.49458,601.87206
2021-07-03 22:00:00,10215.64876,560.13089,1112.05522,210.77318,86.95047,608.38371
2021-07-03 23:00:00,10590.50831,558.77149,1115.22023,211.19888,73.6711,614.38926
2021-07-04 00:00:00,10293.2864,560.2429,1134.97789,207.93544,54.11707,931.26536
2021-07-04 01:00:00,10745.42942,552.95422,1135.73356,207.63325,45.30534,906.65316
2021-07-04 02:00:00,11148.00811,547.18928,1141.61391,206.34249,33.36244,883.37012
2021-07-04 03:00:00,11396.30291,550.32242,1143.81962,205.23806,24.06211,840.93891
2021-07-04 04:00:00,11294.28178,547.99909,1145.98334,205.53687,16.05046,785.6255
2021-07-04 05:00:00,10788.13175,553.05581,1145.33708,205.32861,6.28781,743.27658
2021-07-04 06:00:00,10146.97552,570.83338,1143.55567,206.04027,0.59769,708.84233
2021-07-04 07:00:00,9451.28004,582.53432,1146.18206,207.48664,5.05009,682.39331
2021-07-04 08:00:00,8622.61695,592.15449,1148.40276,209.33358,4.68714,665.29388
2021-07-04 09:00:00,7819.03171,593.52647,1147.65312,208.8345,0,638.53321
2021-07-04 10:00:00,7431.79969,591.46663,1142.35033,208.31057,0,652.78663
2021-07-04 11:00:00,7525.38666,588.18499,1140.29013,207.54397,0,665.28394
2021-07-04 12:00:00,8182.97032,583.26583,1143.83198,207.54002,0,664.50407
2021-07-04 13:00:00,8723.44136,571.2277,1143.39773,207.965,12.5269,669.18877
2021-07-04 14:00:00,9124.60339,566.24281,1145.10418,207.97247,26.55201,667.88457
2021-07-04 15:00:00,9536.37439,561.68219,1145.93772,207.89946,41.11254,638.74293
2021-07-04 16:00:00,9880.40839,555.88297,1144.67455,207.39182,57.31704,622.85206
2021-07-04 17:00:00,10077.34278,563.05292,1141.19287,206.11666,71.76678,610.90513
2021-07-04 18:00:00,10317.80145,546.1722,1142.33363,205.75213,87.65875,598.85015
2021-07-04 19:00:00,10233.88587,547.5727,1141.67451,208.3569,95.32533,590.63376
2021-07-04 20:00:00,10111.02888,556.81387,1137.45692,207.40693,100.40934,584.85721
2021-07-04 21:00:00,10134.42695,548.80789,1133.73752,207.48967,93.9742,601.09602
2021-07-04 22:00:00,10435.26226,558.2908,1129.89449,206.08497,86.18265,609.03956
2021-07-04 23:00:00,10762.80206,556.9725,1133.05588,206.59888,73.58547,615.33737
2021-07-05 00:00:00,10463.52361,558.50992,1150.4879,203.48088,53.28254,968.60915
2021-07-05 01:00:00,11026.44551,551.24347,1151.23135,203.34227,44.72448,942.74991
2021-07-05 02:00:00,11541.87357,545.50648,1157.11191,202.18739,33.11563,918.24363
2021-07-05 03:00:00,11856.82693,548.63865,1159.30888,201.20525,24.029,873.83156
2021-07-05 04:00:00,11761.1163,546.32498,1161.44468,201.50515,16.17432,816.18384
2021-07-05 05:00:00,11189.89713,551.39317,1160.7587,201.32332,6.44387,771.61035
2021-07-05 06:00:00,10446.345,569.1488,1158.95328,202.01733,0.71297,734.82239
2021-07-05 07:00:00,9640.92848,580.84724,1161.598,203.40698,5.06967,706.12367
2021-07-05 08:00:00,8710.88282,590.44139,1163.8123,205.08406,4.67387,687.1437
2021-07-05 09:00:00,7836.36814,591.82019,1163.00988,204.62587,0,658.12734
2021-07-05 10:00:00,7435.77058,589.75977,1157.65686,204.06316,0,670.69442
2021-07-05 11:00:00,7590.2857,586.4875,1155.55609,203.45266,0,681.55865
2021-07-05 12:00:00,8362.76331,581.56747,1159.05701,203.34538,0,678.70465
2021-07-05 13:00:00,9024.13779,569.59329,1158.57964,203.75446,12.56859,681.15601
2021-07-05 14:00:00,9533.98494,564.64983,1160.2917,203.74684,26.64574,677.86891
2021-07-05 15:00:00,9998.71109,560.1184,1161.14038,203.65263,41.21475,646.52518
2021-07-05 16:00:00,10355.35678,554.33388,1159.85844,203.14001,57.41438,628.46353
2021-07-05 17:00:00,10504.35678,561.48894,1156.31354,201.91454,71.77872,615.1955
2021-07-05 18:00:00,10657.55891,544.66243,1157.46048,201.67401,87.46242,601.96725
2021-07-05 19:00:00,10468.85135,546.08242,1156.81344,204.16255,94.87633,592.82022
2021-07-05 20:00:00,10247.34476,555.32373,1152.53914,203.36057,99.65506,585.89881
2021-07-05 21:00:00,10207.13753,547.34993,1148.77029,203.36964,92.98898,601.47665
2021-07-05 22:00:00,10505.57077,556.82875,1144.87618,202.18348,85.08639,608.71788
2021-07-05 23:00:00,10880.80043,555.54315,1148.03451,202.77081,72.54065,614.87232
2021-07-03 00:00:00,10047.44351,840.21649,1123.61236,221.05057,57.35132,1480.63259
2021-07-03 01:00:00,10439.69164,829.32497,1124.37699,220.26678,48.92773,1439.26819
2021-07-03 02:00:00,10628.56597,819.05521,1130.25719,218.57597,37.36663,1400.82006
2021-07-03 03:00:00,10717.81926,822.34064,1132.4693,217.11148,28.07432,1331.92543
2021-07-03 04:00:00,10493.75113,818.4566,1134.65348,217.40711,19.51118,1245.89518
2021-07-03 05:00:00,9993.31358,821.66012,1134.03628,217.12102,8.54713,1174.52969
2021-07-03 06:00:00,9320.8155,842.9809,1132.27256,217.88468,1.68691,1108.75511
2021-07-03 07:00:00,8638.16693,855.09114,1134.88552,219.49799,5.64932,1052.52034
2021-07-03 08:00:00,7887.64781,868.91059,1137.11091,221.84505,4.7328,1010.24797
2021-07-03 09:00:00,7177.58643,869.18406,1136.4,221.22555,0,952.95571
2021-07-03 10:00:00,6866.77905,867.21415,1131.13394,220.81584,0,945.40067
2021-07-03 11:00:00,6853.10254,862.41069,1129.10343,219.58964,0,937.00564
2021-07-03 12:00:00,7417.95374,857.64285,1132.67534,219.88993,0,909.24001
2021-07-03 13:00:00,7884.47462,835.2736,1132.27263,220.36172,13.47904,883.27801
2021-07-03 14:00:00,8135.78048,823.60037,1133.9751,220.4136,28.70233,854.55267
2021-07-03 15:00:00,8623.41365,814.31753,1134.79749,220.40303,44.43501,794.29304
2021-07-03 16:00:00,8968.07292,806.14404,1133.54803,219.91009,61.78607,748.13718
2021-07-03 17:00:00,9208.70568,815.721,1130.11268,218.48853,77.11187,717.49364
2021-07-03 18:00:00,9608.22846,790.0764,1131.24875,217.75899,93.74253,688.26776
2021-07-03 19:00:00,9619.24076,788.3308,1130.58103,220.70596,101.47112,665.70152
2021-07-03 20:00:00,9642.0747,797.54623,1126.405,219.32024,106.19096,643.17068
2021-07-03 21:00:00,9848.40008,784.34949,1122.72169,219.61987,98.67487,649.89918
2021-07-03 22:00:00,10162.9202,794.49231,1118.91611,217.57175,90.1616,647.22275
2021-07-03 23:00:00,10483.92026,787.89274,1122.0797,217.86953,76.99605,650.67489
2021-07-04 00:00:00,10127.90515,789.97361,1140.88403,214.36334,57.43475,999.33989
2021-07-04 01:00:00,10539.06019,779.72857,1141.63508,213.82512,48.54108,972.45453
2021-07-04 02:00:00,10867.95418,770.26732,1147.5155,212.33828,36.36229,946.94143
2021-07-04 03:00:00,11048.3226,773.52539,1149.71787,211.05739,26.72615,900.89924
2021-07-04 04:00:00,10890.2871,769.92135,1151.87093,211.35464,18.08518,841.33065
2021-07-04 05:00:00,10374.1959,773.4575,1151.20954,211.10824,7.56483,794.9265
2021-07-04 06:00:00,9729.65351,794.14245,1149.41904,211.84537,1.19614,756.20163
2021-07-04 07:00:00,9043.45667,806.17919,1152.05239,213.37357,5.38598,725.65153
2021-07-04 08:00:00,8248.91491,819.24514,1154.27067,215.46563,4.696,705.12426
2021-07-04 09:00:00,7484.60831,819.71566,1153.50093,214.90752,0,674.25161
2021-07-04 10:00:00,7119.81121,817.72961,1148.17903,214.43957,0,685.43099
2021-07-04 11:00:00,7192.6879,813.19924,1146.10334,213.44771,0,694.95141
2021-07-04 12:00:00,7811.59361,808.40433,1149.62963,213.59288,0,690.39048
2021-07-04 13:00:00,8314.58573,787.88909,1149.17889,214.0408,12.83101,691.00393
2021-07-04 14:00:00,8672.60522,777.4161,1150.88755,214.07004,27.30532,686.08521
2021-07-04 15:00:00,9083.83534,768.98061,1151.72684,214.02764,42.38671,652.92929
2021-07-04 16:00:00,9423.66854,761.23328,1150.45649,213.5272,59.08199,633.08125
2021-07-04 17:00:00,9640.10321,770.37823,1146.95073,212.18028,74.05869,618.72606
2021-07-04 18:00:00,9923.81107,746.30639,1148.09384,211.63685,90.6823,604.53238
2021-07-04 19:00:00,9889.72828,745.12536,1147.43934,214.40934,98.85166,594.61951
2021-07-04 20:00:00,9835.68008,754.34545,1143.20014,213.2458,104.31604,586.75593
2021-07-04 21:00:00,9925.74602,742.08013,1139.46191,213.43484,97.83076,601.78989
2021-07-04 22:00:00,10246.38925,752.10456,1135.59942,211.7148,89.9833,608.45319
2021-07-04 23:00:00,10574.3696,746.45273,1138.75967,212.12278,77.13769,614.48961
2021-07-05 00:00:00,10200.40177,748.49414,1155.39914,208.80377,56.10914,1047.59908
2021-07-05 01:00:00,10644.36647,738.78289,1156.13876,208.4697,47.06994,1019.10206
2021-07-05 02:00:00,11057.58801,729.989,1162.01939,207.15246,34.7516,992.00801
2021-07-05 03:00:00,11315.66584,733.22459,1164.21352,206.02418,25.1209,943.406
2021-07-05 04:00:00,11218.31463,729.85178,1166.34043,206.32279,16.70691,880.82096
2021-07-05 05:00:00,10714.0517,733.66246,1165.64195,206.10937,6.66747,831.54189
2021-07-05 06:00:00,10073.14198,753.82246,1163.82893,206.82447,0.76473,789.77534
2021-07-05 07:00:00,9370.63765,765.7986,1166.4794,208.2819,5.14742,756.31795
2021-07-05 08:00:00,8534.5431,778.24233,1168.69172,210.16195,4.67758,733.36051
2021-07-05 09:00:00,7727.16373,778.87565,1167.8726,209.65489,0,699.57295
2021-07-05 10:00:00,7340.80748,776.8763,1162.50366,209.13853,0,708.57307
2021-07-05 11:00:00,7453.04155,772.5714,1160.39003,208.3415,0,715.98308
2021-07-05 12:00:00,8134.18541,767.75401,1163.87795,208.3577,0,708.74165
2021-07-05 13:00:00,8703.67994,748.76939,1163.38694,208.78578,12.45425,706.46899
2021-07-05 14:00:00,9142.07104,739.2873,1165.10077,208.79618,26.45383,698.98783
2021-07-05 15:00:00,9583.10276,731.55149,1165.95428,208.7273,41.06899,662.98623
2021-07-05 16:00:00,9956.2061,724.15589,1164.66638,208.22065,57.30802,640.33279
2021-07-05 17:00:00,10165.25848,732.94421,1161.10151,206.93578,71.93263,624.27038
2021-07-05 18:00:00,10395.33543,710.17075,1162.25044,206.54708,88.25323,608.56053
2021-07-05 19:00:00,10292.01261,709.45586,1161.60709,209.17451,96.38705,597.44501
2021-07-05 20:00:00,10140.27165,718.67969,1157.31483,208.19569,101.98354,588.10199
2021-07-05 21:00:00,10129.00286,707.18352,1153.53042,208.29279,95.91856,602.28181
2021-07-05 22:00:00,10395.73279,717.11014,1149.62011,206.84549,88.35306,608.0374
2021-07-05 23:00:00,10693.24773,712.24077,1152.77751,207.34509,75.73497,613.88863
2021-07-06 00:00:00,10616.03734,685.49411,1145.61026,205.72799,59.24035,880.15363
2021-07-06 01:00:00,11250.01262,676.59364,1146.35755,205.50686,50.90543,857.24811
2021-07-06 02:00:00,11723.99088,668.81337,1152.23804,204.28344,39.35788,835.63972
2021-07-06 03:00:00,12012.2969,672.01468,1154.43771,203.23961,29.93467,795.91959
2021-07-06 04:00:00,11881.10941,668.99312,1156.58231,203.53896,20.99986,743.80096
2021-07-06 05:00:00,11294.36551,673.22078,1155.90884,203.3438,9.54054,704.49687
2021-07-06 06:00:00,10483.14615,692.58345,1154.11103,204.0467,2.18748,673.28406
2021-07-06 07:00:00,9645.10602,704.4675,1156.74992,205.46498,5.8888,649.91424
2021-07-06 08:00:00,8716.52154,715.96632,1158.96628,207.22774,4.71992,635.38856
2021-07-06 09:00:00,7868.52429,716.8468,1158.18048,206.74893,0,611.71516
2021-07-06 10:00:00,7526.13685,714.82715,1152.84323,206.20578,0,628.27664
2021-07-06 11:00:00,7653.32023,710.86475,1150.75518,205.51653,0,643.00905
2021-07-06 12:00:00,8444.80442,706.01328,1154.26897,205.46137,0,645.06808
2021-07-06 13:00:00,9123.76615,689.35338,1153.80516,205.87848,13.63949,652.80955
2021-07-06 14:00:00,9567.52021,681.37635,1155.51545,205.87847,29.131,654.21926
2021-07-06 15:00:00,10069.95584,674.70313,1156.35936,205.79495,45.16653,628.09151
2021-07-06 16:00:00,10378.11164,667.84176,1155.08333,205.28484,62.78228,615.17187
2021-07-06 17:00:00,10468.80617,676.08846,1151.55832,204.03431,78.38345,605.03305
2021-07-06 18:00:00,10641.12251,655.28712,1152.70334,203.73122,95.40221,594.58386
2021-07-06 19:00:00,10416.263,655.28016,1152.05246,206.2784,103.37773,587.64127
2021-07-06 20:00:00,10197.4236,664.5098,1147.796,205.40176,108.25351,583.43161
2021-07-06 21:00:00,10228.55348,654.18166,1144.04271,205.448,100.673,600.57501
2021-07-06 22:00:00,10553.00149,663.95978,1140.16466,204.1516,92.13616,609.47981
2021-07-06 23:00:00,10986.06418,660.27883,1143.32398,204.70188,78.88184,615.97391
2021-07-04 00:00:00,9598.4534,895.51052,1141.29028,226.15742,50.5814,1866.28342
2021-07-04 01:00:00,9931.76082,883.90747,1142.04098,225.18612,41.48414,1810.4483
2021-07-04 02:00:00,10110.76907,872.74805,1147.9214,223.33953,29.43033,1756.53312
2021-07-04 03:00:00,10160.02908,876.06354,1150.12356,221.73485,20.37876,1664.50582
2021-07-04 04:00:00,9919.7651,871.87117,1152.27591,222.02924,13.12311,1550.74805
2021-07-04 05:00:00,9426.46132,874.70875,1151.61345,221.71283,4.23516,1452.69831
2021-07-04 06:00:00,8819.17126,896.72934,1149.82231,222.49673,0,1359.33201
2021-07-04 07:00:00,8187.23989,908.92043,1152.45616,224.17506,4.60644,1276.55378
2021-07-04 08:00:00,7484.75549,923.56923,1154.6743,226.71686,4.77155,1212.37123
2021-07-04 09:00:00,6797.98787,923.62569,1153.90314,226.05046,0,1129.13269
2021-07-04 10:00:00,6441.52491,921.67354,1148.57988,225.68522,0,1101.16345
2021-07-04 11:00:00,6398.62523,916.56953,1146.5032,224.28006,0,1072.77202
2021-07-04 12:00:00,6840.33005,911.83166,1150.02842,224.69882,0,1020.05895
2021-07-04 13:00:00,7173.55109,887.42201,1149.57655,225.18884,12.55218,968.82424
2021-07-04 14:00:00,7372.12307,874.42788,1151.28535,225.25801,26.38653,917.87302
2021-07-04 15:00:00,7717.93155,864.21237,1152.125,225.27175,40.66341,833.59555
2021-07-04 16:00:00,8005.61861,855.57,1150.85422,224.78454,56.70862,763.3512
2021-07-04 17:00:00,8258.93449,865.62228,1147.34676,223.30598,70.86594,718.3268
2021-07-04 18:00:00,8647.33333,838.24686,1148.49001,222.43431,86.11242,676.89633
2021-07-04 19:00:00,8765.06724,835.87999,1147.83586,225.51453,93.22029,645.37853
2021-07-04 20:00:00,8909.35746,845.09033,1143.59517,223.95913,97.83,610.93666
2021-07-04 21:00:00,9179.03366,830.86826,1139.85567,224.34321,91.13912,610.62679
