,Solar,Wind Onshore
2019-01-07 00:00:00+02:00,0.0,377.0
2019-01-07 01:00:00+02:00,0.0,382.0
2019-01-07 02:00:00+02:00,0.0,400.0
2019-01-07 03:00:00+02:00,0.0,428.0
2019-01-07 04:00:00+02:00,0.0,440.0
2019-01-07 05:00:00+02:00,0.0,438.0
2019-01-07 06:00:00+02:00,0.0,441.0
2019-01-07 07:00:00+02:00,0.0,444.0
2019-01-07 08:00:00+02:00,12.0,465.0
2019-01-07 09:00:00+02:00,56.0,475.0
2019-01-07 10:00:00+02:00,122.0,461.0
2019-01-07 11:00:00+02:00,184.0,445.0
2019-01-07 12:00:00+02:00,216.0,460.0
2019-01-07 13:00:00+02:00,211.0,475.0
2019-01-07 14:00:00+02:00,167.0,471.0
2019-01-07 15:00:00+02:00,91.0,467.0
2019-01-07 16:00:00+02:00,15.0,483.0
2019-01-07 17:00:00+02:00,0.0,485.0
2019-01-07 18:00:00+02:00,0.0,485.0
2019-01-07 19:00:00+02:00,0.0,495.0
2019-01-07 20:00:00+02:00,0.0,479.0
2019-01-07 21:00:00+02:00,0.0,498.0
2019-01-07 22:00:00+02:00,0.0,495.0
2019-01-07 23:00:00+02:00,0.0,502.0
2019-01-08 00:00:00+02:00,0.0,592.0
2019-01-08 01:00:00+02:00,0.0,569.0
2019-01-08 02:00:00+02:00,0.0,556.0
2019-01-08 03:00:00+02:00,0.0,541.0
2019-01-08 04:00:00+02:00,0.0,510.0
2019-01-08 05:00:00+02:00,0.0,453.0
2019-01-08 06:00:00+02:00,0.0,383.0
2019-01-08 07:00:00+02:00,0.0,314.0
2019-01-08 08:00:00+02:00,49.0,213.0
2019-01-08 09:00:00+02:00,188.0,159.0
2019-01-08 10:00:00+02:00,316.0,108.0
2019-01-08 11:00:00+02:00,400.0,73.0
2019-01-08 12:00:00+02:00,423.0,49.0
2019-01-08 13:00:00+02:00,389.0,45.0
2019-01-08 14:00:00+02:00,299.0,51.0
2019-01-08 15:00:00+02:00,167.0,38.0
2019-01-08 16:00:00+02:00,29.0,27.0
2019-01-08 17:00:00+02:00,0.0,65.0
2019-01-08 18:00:00+02:00,0.0,104.0
2019-01-08 19:00:00+02:00,0.0,146.0
2019-01-08 20:00:00+02:00,0.0,169.0
2019-01-08 21:00:00+02:00,0.0,233.0
2019-01-08 22:00:00+02:00,0.0,267.0
2019-01-08 23:00:00+02:00,0.0,256.0
2019-01-09 00:00:00+02:00,0.0,286.0
2019-01-09 01:00:00+02:00,0.0,293.0
