OPR_DT,OPR_HR,OPR_INTERVAL,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,TRADING_HUB,RENEWABLE_TYPE,LABEL,XML_DATA_ITEM,MARKET_RUN_ID_POS,RENEW_POS,MW
2020-01-01,7,0,2020-01-01T14:00:00-00:00,2020-01-01T15:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4.04
2020-01-01,7,0,2020-01-01T14:00:00-00:00,2020-01-01T15:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,8,0,2020-01-01T15:00:00-00:00,2020-01-01T16:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,82.84
2020-01-01,8,0,2020-01-01T15:00:00-00:00,2020-01-01T16:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,837.07
2020-01-01,8,0,2020-01-01T15:00:00-00:00,2020-01-01T16:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,101.96
2020-01-01,9,0,2020-01-01T16:00:00-00:00,2020-01-01T17:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,392.99
2020-01-01,9,0,2020-01-01T16:00:00-00:00,2020-01-01T17:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2840.83
2020-01-01,9,0,2020-01-01T16:00:00-00:00,2020-01-01T17:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,507.88
2020-01-01,10,0,2020-01-01T17:00:00-00:00,2020-01-01T18:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,690.85
2020-01-01,10,0,2020-01-01T17:00:00-00:00,2020-01-01T18:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4273.51
2020-01-01,10,0,2020-01-01T17:00:00-00:00,2020-01-01T18:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,945.99
2020-01-01,11,0,2020-01-01T18:00:00-00:00,2020-01-01T19:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,776.68
2020-01-01,11,0,2020-01-01T18:00:00-00:00,2020-01-01T19:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4741.84
2020-01-01,11,0,2020-01-01T18:00:00-00:00,2020-01-01T19:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1139.27
2020-01-01,12,0,2020-01-01T19:00:00-00:00,2020-01-01T20:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,785.26
2020-01-01,12,0,2020-01-01T19:00:00-00:00,2020-01-01T20:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4844.18
2020-01-01,12,0,2020-01-01T19:00:00-00:00,2020-01-01T20:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1194.34
2020-01-01,13,0,2020-01-01T20:00:00-00:00,2020-01-01T21:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,801.9
2020-01-01,13,0,2020-01-01T20:00:00-00:00,2020-01-01T21:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4818.07
2020-01-01,13,0,2020-01-01T20:00:00-00:00,2020-01-01T21:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1219.8
2020-01-01,14,0,2020-01-01T21:00:00-00:00,2020-01-01T22:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,813.46
2020-01-01,14,0,2020-01-01T21:00:00-00:00,2020-01-01T22:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4713.28
2020-01-01,14,0,2020-01-01T21:00:00-00:00,2020-01-01T22:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1204.88
2020-01-01,15,0,2020-01-01T22:00:00-00:00,2020-01-01T23:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,756.38
2020-01-01,15,0,2020-01-01T22:00:00-00:00,2020-01-01T23:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4086.11
2020-01-01,15,0,2020-01-01T22:00:00-00:00,2020-01-01T23:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1058.24
2020-01-01,16,0,2020-01-01T23:00:00-00:00,2020-01-02T00:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,466.9
2020-01-01,16,0,2020-01-01T23:00:00-00:00,2020-01-02T00:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2312.1
2020-01-01,16,0,2020-01-01T23:00:00-00:00,2020-01-02T00:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,652.38
2020-01-01,17,0,2020-01-02T00:00:00-00:00,2020-01-02T01:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,109.23
2020-01-01,17,0,2020-01-02T00:00:00-00:00,2020-01-02T01:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,505.96
2020-01-01,17,0,2020-01-02T00:00:00-00:00,2020-01-02T01:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,165.7
2020-01-01,18,0,2020-01-02T01:00:00-00:00,2020-01-02T02:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,18,0,2020-01-02T01:00:00-00:00,2020-01-02T02:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0.25
2020-01-01,18,0,2020-01-02T01:00:00-00:00,2020-01-02T02:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,19,0,2020-01-02T02:00:00-00:00,2020-01-02T03:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,19,0,2020-01-02T02:00:00-00:00,2020-01-02T03:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,19,0,2020-01-02T02:00:00-00:00,2020-01-02T03:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,20,0,2020-01-02T03:00:00-00:00,2020-01-02T04:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,20,0,2020-01-02T03:00:00-00:00,2020-01-02T04:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,20,0,2020-01-02T03:00:00-00:00,2020-01-02T04:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,21,0,2020-01-02T04:00:00-00:00,2020-01-02T05:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,21,0,2020-01-02T04:00:00-00:00,2020-01-02T05:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,21,0,2020-01-02T04:00:00-00:00,2020-01-02T05:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,22,0,2020-01-02T05:00:00-00:00,2020-01-02T06:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,22,0,2020-01-02T05:00:00-00:00,2020-01-02T06:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,22,0,2020-01-02T05:00:00-00:00,2020-01-02T06:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,23,0,2020-01-02T06:00:00-00:00,2020-01-02T07:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,23,0,2020-01-02T06:00:00-00:00,2020-01-02T07:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,23,0,2020-01-02T06:00:00-00:00,2020-01-02T07:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,24,0,2020-01-02T07:00:00-00:00,2020-01-02T08:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,24,0,2020-01-02T07:00:00-00:00,2020-01-02T08:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-01,24,0,2020-01-02T07:00:00-00:00,2020-01-02T08:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,1,0,2020-01-02T08:00:00-00:00,2020-01-02T09:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,1,0,2020-01-02T08:00:00-00:00,2020-01-02T09:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,1,0,2020-01-02T08:00:00-00:00,2020-01-02T09:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,2,0,2020-01-02T09:00:00-00:00,2020-01-02T10:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,2,0,2020-01-02T09:00:00-00:00,2020-01-02T10:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,2,0,2020-01-02T09:00:00-00:00,2020-01-02T10:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,3,0,2020-01-02T10:00:00-00:00,2020-01-02T11:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,3,0,2020-01-02T10:00:00-00:00,2020-01-02T11:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,3,0,2020-01-02T10:00:00-00:00,2020-01-02T11:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,4,0,2020-01-02T11:00:00-00:00,2020-01-02T12:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,4,0,2020-01-02T11:00:00-00:00,2020-01-02T12:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,4,0,2020-01-02T11:00:00-00:00,2020-01-02T12:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,5,0,2020-01-02T12:00:00-00:00,2020-01-02T13:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,5,0,2020-01-02T12:00:00-00:00,2020-01-02T13:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,5,0,2020-01-02T12:00:00-00:00,2020-01-02T13:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,6,0,2020-01-02T13:00:00-00:00,2020-01-02T14:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,6,0,2020-01-02T13:00:00-00:00,2020-01-02T14:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,6,0,2020-01-02T13:00:00-00:00,2020-01-02T14:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,7,0,2020-01-02T14:00:00-00:00,2020-01-02T15:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,7,0,2020-01-02T14:00:00-00:00,2020-01-02T15:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4.54
2020-01-02,7,0,2020-01-02T14:00:00-00:00,2020-01-02T15:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,8,0,2020-01-02T15:00:00-00:00,2020-01-02T16:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,63.89
2020-01-02,8,0,2020-01-02T15:00:00-00:00,2020-01-02T16:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,958.42
2020-01-02,8,0,2020-01-02T15:00:00-00:00,2020-01-02T16:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,70.29
2020-01-02,9,0,2020-01-02T16:00:00-00:00,2020-01-02T17:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,323.55
2020-01-02,9,0,2020-01-02T16:00:00-00:00,2020-01-02T17:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,3262
2020-01-02,9,0,2020-01-02T16:00:00-00:00,2020-01-02T17:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,337.57
2020-01-02,10,0,2020-01-02T17:00:00-00:00,2020-01-02T18:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,562.44
2020-01-02,10,0,2020-01-02T17:00:00-00:00,2020-01-02T18:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4921.07
2020-01-02,10,0,2020-01-02T17:00:00-00:00,2020-01-02T18:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,673.04
2020-01-02,11,0,2020-01-02T18:00:00-00:00,2020-01-02T19:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,637.66
2020-01-02,11,0,2020-01-02T18:00:00-00:00,2020-01-02T19:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,5417.29
2020-01-02,11,0,2020-01-02T18:00:00-00:00,2020-01-02T19:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,897.39
2020-01-02,12,0,2020-01-02T19:00:00-00:00,2020-01-02T20:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,661.87
2020-01-02,12,0,2020-01-02T19:00:00-00:00,2020-01-02T20:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,5469.5
2020-01-02,12,0,2020-01-02T19:00:00-00:00,2020-01-02T20:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,988.23
2020-01-02,13,0,2020-01-02T20:00:00-00:00,2020-01-02T21:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,691.44
2020-01-02,13,0,2020-01-02T20:00:00-00:00,2020-01-02T21:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,5490.69
2020-01-02,13,0,2020-01-02T20:00:00-00:00,2020-01-02T21:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,1016.34
2020-01-02,14,0,2020-01-02T21:00:00-00:00,2020-01-02T22:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,715.04
2020-01-02,14,0,2020-01-02T21:00:00-00:00,2020-01-02T22:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,5368.23
2020-01-02,14,0,2020-01-02T21:00:00-00:00,2020-01-02T22:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,993.02
2020-01-02,15,0,2020-01-02T22:00:00-00:00,2020-01-02T23:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,651.96
2020-01-02,15,0,2020-01-02T22:00:00-00:00,2020-01-02T23:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,4591.45
2020-01-02,15,0,2020-01-02T22:00:00-00:00,2020-01-02T23:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,851.09
2020-01-02,16,0,2020-01-02T23:00:00-00:00,2020-01-03T00:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,416.02
2020-01-02,16,0,2020-01-02T23:00:00-00:00,2020-01-03T00:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,2619.5
2020-01-02,16,0,2020-01-02T23:00:00-00:00,2020-01-03T00:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,524.9
2020-01-02,17,0,2020-01-03T00:00:00-00:00,2020-01-03T01:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,111.8
2020-01-02,17,0,2020-01-03T00:00:00-00:00,2020-01-03T01:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,600.06
2020-01-02,17,0,2020-01-03T00:00:00-00:00,2020-01-03T01:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,140.26
2020-01-02,18,0,2020-01-03T01:00:00-00:00,2020-01-03T02:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,18,0,2020-01-03T01:00:00-00:00,2020-01-03T02:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,5.42
2020-01-02,18,0,2020-01-03T01:00:00-00:00,2020-01-03T02:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,19,0,2020-01-03T02:00:00-00:00,2020-01-03T03:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,19,0,2020-01-03T02:00:00-00:00,2020-01-03T03:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,19,0,2020-01-03T02:00:00-00:00,2020-01-03T03:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,20,0,2020-01-03T03:00:00-00:00,2020-01-03T04:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,20,0,2020-01-03T03:00:00-00:00,2020-01-03T04:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,20,0,2020-01-03T03:00:00-00:00,2020-01-03T04:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,21,0,2020-01-03T04:00:00-00:00,2020-01-03T05:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,21,0,2020-01-03T04:00:00-00:00,2020-01-03T05:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,21,0,2020-01-03T04:00:00-00:00,2020-01-03T05:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,22,0,2020-01-03T05:00:00-00:00,2020-01-03T06:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,22,0,2020-01-03T05:00:00-00:00,2020-01-03T06:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,22,0,2020-01-03T05:00:00-00:00,2020-01-03T06:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,23,0,2020-01-03T06:00:00-00:00,2020-01-03T07:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,23,0,2020-01-03T06:00:00-00:00,2020-01-03T07:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,23,0,2020-01-03T06:00:00-00:00,2020-01-03T07:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,24,0,2020-01-03T07:00:00-00:00,2020-01-03T08:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,24,0,2020-01-03T07:00:00-00:00,2020-01-03T08:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-02,24,0,2020-01-03T07:00:00-00:00,2020-01-03T08:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-03,1,0,2020-01-03T08:00:00-00:00,2020-01-03T09:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-03,1,0,2020-01-03T08:00:00-00:00,2020-01-03T09:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-03,1,0,2020-01-03T08:00:00-00:00,2020-01-03T09:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-03,2,0,2020-01-03T09:00:00-00:00,2020-01-03T10:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-03,2,0,2020-01-03T09:00:00-00:00,2020-01-03T10:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-03,2,0,2020-01-03T09:00:00-00:00,2020-01-03T10:00:00-00:00,ZP26,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-03,3,0,2020-01-03T10:00:00-00:00,2020-01-03T11:00:00-00:00,NP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
2020-01-03,3,0,2020-01-03T10:00:00-00:00,2020-01-03T11:00:00-00:00,SP15,Solar,Renewable Forecast Day Ahead,RENEW_FCST_DA_MW,1,2,0
