UTC time,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_other_production_forecast,avg_wind_production_forecast
2021-07-02 04:00:00,2857.94915,13024.2897,3324.43369,1118.90248,224.4434,98.71527
2021-07-02 05:00:00,2632.34432,11683.42287,3312.10929,1112.5794,196.48683,103.63979
2021-07-02 06:00:00,2289.89857,10288.58565,3300.00659,1146.17169,206.23386,110.25832
2021-07-02 07:00:00,2062.63231,9411.86094,3293.50357,1065.93076,229.75152,114.97329
2021-07-02 08:00:00,1962.74666,8815.57373,3282.42472,1066.54445,196.54822,124.889
2021-07-02 09:00:00,1905.39136,8394.26914,3281.76148,1083.62833,227.89967,127.92964
2021-07-02 10:00:00,2060.17487,8360.09665,3281.41585,1027.46157,230.11631,119.27916
2021-07-02 11:00:00,2267.40223,8445.12752,3275.34421,1011.38742,222.06868,106.42293
2021-07-02 12:00:00,2613.98217,8855.70583,3273.78282,1030.13126,224.16064,106.95473
2021-07-02 13:00:00,2857.01517,9806.77171,3264.72109,1028.13994,213.78699,117.52361
2021-07-02 14:00:00,3128.55496,10374.06341,3268.96917,1027.00212,222.66531,114.75728
2021-07-02 15:00:00,3391.24061,11128.82748,3278.17791,1042.98943,223.9452,124.28234
2021-07-02 16:00:00,3545.98018,11655.42766,3290.05661,1042.60789,222.75681,126.6526
2021-07-02 17:00:00,3641.79964,12190.53124,3289.64768,1063.5255,203.85113,129.69598
2021-07-02 18:00:00,3606.39611,12686.24647,3280.56096,1071.30933,200.99262,139.15833
2021-07-02 19:00:00,3532.26617,13270.10041,3277.18641,1026.54437,199.49366,139.57443
2021-07-02 20:00:00,3415.80518,13875.97561,3276.74463,1033.8662,229.49679,130.94361
2021-07-02 21:00:00,3321.83168,14481.69428,3281.00134,999.08894,237.16227,123.70125
2021-07-02 22:00:00,3395.42413,14990.98384,3268.09309,993.37924,251.42982,118.7452
2021-07-02 23:00:00,3466.68069,15507.53386,3265.19635,958.81077,255.36516,128.03343
2021-07-03 00:00:00,3302.38461,15462.58369,3304.00962,969.8539,215.483,181.83051
2021-07-03 01:00:00,3289.53834,15156.90732,3306.27065,945.65497,223.93494,171.40695
2021-07-03 02:00:00,3247.02987,14371.63804,3316.45047,909.83915,218.03962,159.02832
2021-07-03 03:00:00,3056.28801,13124.50231,3333.35591,940.31905,223.02954,150.7899
2021-07-03 04:00:00,2872.84235,12148.79312,3333.05061,956.04994,224.4434,151.30315
2021-07-03 05:00:00,2661.02581,10907.20068,3320.764,956.21632,196.48683,149.47428
2021-07-03 06:00:00,2337.84841,9569.25879,3308.59827,974.62843,206.23386,149.74176
2021-07-03 07:00:00,2128.17745,8656.53281,3302.03373,908.9771,229.75152,148.36265
2021-07-03 08:00:00,2039.89442,7981.68098,3290.96591,911.83453,196.54822,152.02426
2021-07-03 09:00:00,1988.31926,7477.21088,3290.27198,925.06302,227.89967,147.43409
2021-07-03 10:00:00,2133.7067,7348.66035,3289.89222,879.8727,230.11631,131.94926
2021-07-03 11:00:00,2328.84783,7363.36558,3283.79154,866.5194,222.06868,112.62112
2021-07-03 12:00:00,2652.03435,7720.63062,3282.20821,880.63342,224.16064,106.43021
2021-07-03 13:00:00,2871.05565,8605.77446,3273.02724,876.74332,213.78699,110.61624
2021-07-03 14:00:00,3126.02377,9181.4575,3277.31604,882.95039,222.66531,102.79363
2021-07-03 15:00:00,3378.35271,9912.72767,3286.61801,898.99802,223.9452,109.44339
2021-07-03 16:00:00,3526.88938,10422.50904,3298.58816,895.95055,222.75681,110.48298
2021-07-03 17:00:00,3624.70858,10914.73436,3298.17707,911.26131,203.85113,113.51726
2021-07-03 18:00:00,3599.51994,11366.92576,3289.02427,918.40124,200.99262,123.35736
2021-07-03 19:00:00,3535.77688,11891.85137,3285.58821,884.28566,199.49366,123.06194
2021-07-03 20:00:00,3426.99309,12418.44784,3285.1515,894.74938,229.49679,114.15695
2021-07-03 21:00:00,3337.23812,12969.00224,3289.40871,865.90965,237.16227,108.08548
2021-07-03 22:00:00,3409.55072,13473.1792,3276.39874,860.877,251.42982,105.17532
2021-07-03 23:00:00,3479.23243,14002.84231,3273.53993,834.14466,255.36516,114.92313
2021-07-04 00:00:00,3178.45366,14276.15088,3301.2245,863.4797,215.483,87.75001
2021-07-04 01:00:00,3153.87395,13897.91257,3303.47931,843.05777,223.93494,79.76812
2021-07-04 02:00:00,3097.85256,13105.78758,3313.63097,813.1864,218.03962,71.21498
2021-07-04 03:00:00,2912.76179,11969.45183,3330.56153,838.43833,223.02954,68.15516
2021-07-04 04:00:00,2747.47424,11156.63838,3330.24012,856.6911,224.4434,76.8092
2021-07-04 05:00:00,2567.88539,10155.66811,3317.94108,860.8168,196.48683,81.86704
2021-07-04 06:00:00,2297.06241,9103.67273,3305.79589,869.96734,206.23386,87.31235
2021-07-04 07:00:00,2135.47684,8424.24549,3299.2514,813.21729,229.75152,91.22121
2021-07-04 08:00:00,2081.29846,7929.53889,3288.1799,817.44372,196.54822,100.18541
2021-07-04 09:00:00,2058.98628,7525.38931,3287.49599,828.31986,227.89967,103.20764
2021-07-04 10:00:00,2201.54552,7424.72471,3287.12739,789.82652,230.11631,95.00242
2021-07-04 11:00:00,2373.37733,7418.66924,3281.03635,778.13324,222.06868,82.84731
2021-07-04 12:00:00,2648.20237,7685.82601,3279.46,789.42253,224.16064,84.55989
2021-07-04 13:00:00,2828.47148,8413.73223,3270.31797,784.37404,213.78699,96.18003
2021-07-04 14:00:00,3039.92109,8868.22152,3274.59345,795.06239,222.66531,94.17226
2021-07-04 15:00:00,3244.83024,9516.97591,3283.8651,811.14667,223.9452,104.93175
2021-07-04 16:00:00,3365.11444,10013.23482,3295.80544,806.4728,222.75681,108.86757
2021-07-04 17:00:00,3459.90199,10507.55056,3295.39499,818.36268,203.85113,113.10549
2021-07-04 18:00:00,3449.94803,10968.97706,3286.26375,825.10978,200.99262,123.89608
2021-07-04 19:00:00,3418.53426,11491.33526,3282.84773,797.49143,199.49366,126.59422
2021-07-04 20:00:00,3346.34136,11989.85408,3282.40938,809.87207,229.49679,120.4149
2021-07-04 21:00:00,3278.28608,12435.76679,3286.66634,784.65498,237.16227,114.94016
2021-07-04 22:00:00,3340.30526,12775.98473,3273.6896,780.03542,251.42982,111.16607
2021-07-04 23:00:00,3396.49698,13130.04004,3270.81835,758.08392,255.36516,121.41359
2021-07-02 00:00:00,3196.75147,12072.4347,3293.18673,617.50174,215.483,131.886
2021-07-02 01:00:00,3194.6732,11795.41486,3295.4234,605.81379,223.93494,125.3867
2021-07-02 02:00:00,3155.83584,11130.46314,3305.49338,589.68849,218.03962,117.03635
2021-07-02 03:00:00,2971.67999,10066.12527,3322.49661,602.85109,223.02954,113.32919
2021-07-02 04:00:00,2796.47953,9122.33976,3322.12827,626.93564,224.4434,120.82192
2021-07-02 05:00:00,2595.6387,8073.85514,3309.79385,640.21685,196.48683,125.22607
2021-07-02 06:00:00,2287.99962,7048.82227,3297.70802,627.95077,206.23386,132.47873
2021-07-02 07:00:00,2089.27539,6459.15783,3291.22149,591.78405,229.75152,137.52564
2021-07-02 08:00:00,2005.31983,6133.9892,3280.1396,599.17615,196.54822,147.88949
2021-07-02 09:00:00,1958.65789,6017.65289,3279.4846,604.61286,227.89967,150.48842
2021-07-02 10:00:00,2102.78169,6260.70401,3279.1481,581.60527,230.11631,141.0428
2021-07-02 11:00:00,2286.98946,6568.20359,3273.0842,573.75063,222.06868,127.19181
2021-07-02 12:00:00,2595.14403,7055.41031,3271.52865,578.50817,224.16064,126.29884
2021-07-02 13:00:00,2810.85783,7858.04763,3262.49875,570.78089,213.78699,135.57538
2021-07-02 14:00:00,3053.44798,8327.06895,3266.73592,591.83162,222.66531,131.84949
2021-07-02 15:00:00,3286.58617,8769.37042,3275.9198,608.00085,223.9452,140.13411
2021-07-02 16:00:00,3426.77071,8990.00572,3287.77402,599.56582,222.75681,141.07008
2021-07-02 17:00:00,3523.80213,9105.93728,3287.3656,603.54548,203.85113,143.07945
2021-07-02 18:00:00,3501.34234,9155.76944,3278.29663,609.38417,200.99262,151.41525
2021-07-02 19:00:00,3449.94046,9384.52332,3274.93845,596.79007,199.49366,149.81432
2021-07-02 20:00:00,3358.85194,9667.32355,3274.4954,613.60333,229.49679,139.04607
2021-07-02 21:00:00,3279.83988,9999.96983,3278.75198,596.76313,237.16227,130.34462
2021-07-02 22:00:00,3345.73077,10354.0659,3265.87101,593.09875,251.42982,124.48865
2021-07-02 23:00:00,3406.90586,10749.2008,3262.96412,582.20246,255.36516,132.97448
2021-07-03 00:00:00,3248.50181,10930.21666,3301.85818,569.91951,215.483,176.5064
2021-07-03 01:00:00,3247.39324,10558.9554,3304.11439,559.92107,223.93494,166.221
2021-07-03 02:00:00,3213.0292,9854.11239,3314.27239,546.45478,218.03962,154.05887
2021-07-03 03:00:00,3031.68287,8866.58493,3331.19724,557.2788,223.02954,146.11352
2021-07-03 04:00:00,2856.81065,8076.91529,3330.87951,582.49147,224.4434,147.08746
2021-07-03 05:00:00,2653.85985,7201.68268,3318.58339,597.54374,196.48683,145.6483
2021-07-03 06:00:00,2338.35621,6327.60319,3306.43351,581.13484,206.23386,146.2088
2021-07-03 07:00:00,2130.51986,5777.55542,3299.88445,548.94978,229.75152,145.12896
2021-07-03 08:00:00,2037.3585,5388.74921,3288.81384,556.95424,196.54822,149.09065
2021-07-03 09:00:00,1979.1655,5155.23792,3288.12764,561.33874,227.89967,144.93125
2021-07-03 10:00:00,2114.92801,5273.70587,3287.75651,541.32668,230.11631,129.85839
2021-07-03 11:00:00,2296.88912,5513.7362,3281.66318,534.21467,222.06868,110.93619
2021-07-03 12:00:00,2606.21389,5954.9906,3280.08531,537.7086,224.16064,105.19254
2021-07-03 13:00:00,2822.16095,6710.58455,3270.93441,529.46325,213.78699,109.79929
2021-07-03 14:00:00,3071.00804,7222.81756,3275.21293,552.51841,222.66531,102.30574
2021-07-03 15:00:00,3315.79108,7784.68082,3284.49143,568.70408,223.9452,109.18808
2021-07-03 16:00:00,3464.53428,8208.03601,3296.43862,559.54153,222.75681,110.39156
2021-07-03 17:00:00,3565.27206,8553.87596,3296.02792,561.99102,203.85113,113.49396
2021-07-03 18:00:00,3544.28112,8781.74903,3286.89185,567.65393,200.99262,123.38785
2021-07-03 19:00:00,3487.9484,9077.87909,3283.47127,557.96616,199.49366,123.26183
2021-07-03 20:00:00,3389.10296,9328.47176,3283.03329,575.63691,229.49679,114.51109
2021-07-03 21:00:00,3305.28118,9539.33523,3287.29025,560.41717,237.16227,108.47339
2021-07-03 22:00:00,3373.48053,9742.61129,3274.30603,556.93755,251.42982,105.51434
2021-07-03 23:00:00,3437.73743,9985.97593,3271.43758,548.17972,255.36516,115.29042
2021-07-04 00:00:00,3184.06181,10722.41242,3299.16692,559.80293,215.483,128.27905
2021-07-04 01:00:00,3173.68156,10257.57752,3301.41691,550.16364,223.93494,119.2453
2021-07-04 02:00:00,3129.1038,9458.03276,3311.54765,537.26268,218.03962,109.04418
2021-07-04 03:00:00,2947.62097,8424.32839,3328.49685,547.58957,223.02954,103.75346
2021-07-04 04:00:00,2779.96074,7633.45932,3328.16326,573.04204,224.4434,108.90052
2021-07-04 05:00:00,2592.09333,6806.94696,3315.85534,588.47088,196.48683,110.99162
2021-07-04 06:00:00,2303.92474,6008.82763,3303.72525,571.18112,206.23386,114.20637
2021-07-04 07:00:00,2122.98508,5542.4645,3297.19559,539.84263,229.75152,115.83723
2021-07-04 08:00:00,2051.15401,5224.29236,3286.12156,547.9773,196.54822,122.51713
2021-07-04 09:00:00,2012.81498,5051.78964,3285.44501,552.13808,227.89967,122.25999
2021-07-04 10:00:00,2151.68372,5237.28736,3285.08466,532.76296,230.11631,110.91879
2021-07-04 11:00:00,2325.40384,5541.74207,3279.00046,525.80877,222.06868,95.6736
2021-07-04 12:00:00,2612.75318,6025.47787,3277.42956,529.03414,224.16064,93.98142
2021-07-04 13:00:00,2809.27352,6803.01711,3268.3162,520.67848,213.78699,102.39902
2021-07-04 14:00:00,3035.4078,7330.33463,3272.58191,544.1599,222.66531,97.88627
2021-07-04 15:00:00,3254.40284,7916.70273,3281.83099,560.34909,223.9452,106.87533
2021-07-04 16:00:00,3386.18841,8388.32388,3293.74926,551.03181,222.75681,109.56348
2021-07-04 17:00:00,3483.65843,8779.5771,3293.33945,553.15601,203.85113,113.28287
2021-07-04 18:00:00,3469.15403,9021.11157,3284.22406,558.78154,200.99262,123.664
2021-07-04 19:00:00,3429.05457,9311.24172,3280.82288,549.71171,199.49366,125.07255
2021-07-04 20:00:00,3348.7629,9534.54772,3280.38338,567.56474,229.49679,117.71903
2021-07-04 21:00:00,3275.98898,9669.69739,3284.64021,552.68952,237.16227,111.98723
2021-07-04 22:00:00,3339.26434,9773.21098,3271.68795,549.24916,251.42982,108.58531
2021-07-04 23:00:00,3397.06167,9915.83969,3268.80758,540.94605,255.36516,118.61756
2021-07-05 00:00:00,3145.52868,10686.29261,3296.03071,552.27175,215.483,224.90334
2021-07-05 01:00:00,3136.07673,10165.8785,3298.27372,542.89993,223.93494,216.88947
2021-07-05 02:00:00,3096.17551,9298.37315,3308.37249,530.41983,218.03962,201.98277
2021-07-05 03:00:00,2934.69912,8209.67353,3325.34998,540.37659,223.02954,194.01938
2021-07-05 04:00:00,2792.31778,7377.63317,3324.99825,566.00757,224.4434,194.14048
2021-07-05 05:00:00,2637.52889,6545.43166,3312.67638,581.71674,196.48683,192.88246
2021-07-05 06:00:00,2386.78829,5764.87301,3300.5695,563.7713,206.23386,197.77808
2021-07-05 07:00:00,2231.32222,5343.47672,3294.06255,533.06295,229.75152,198.67142
2021-07-05 08:00:00,2165.79139,5080.0076,3282.98433,541.29458,196.54822,207.58316
2021-07-05 09:00:00,2122.07345,4974.73471,3282.31907,545.2888,227.89967,208.63623
2021-07-05 10:00:00,2230.05869,5245.00443,3281.97127,526.38781,230.11631,198.63146
2021-07-05 11:00:00,2365.11414,5629.96322,3275.89773,519.55115,222.06868,186.24751
2021-07-05 12:00:00,2597.54854,6177.16386,3274.33482,522.57648,224.16064,186.66065
2021-07-05 13:00:00,2755.06994,7002.37444,3265.26522,514.1389,213.78699,199.31771
2021-07-05 14:00:00,2949.63289,7555.14477,3269.51597,537.93754,222.66531,201.29181
2021-07-05 15:00:00,3145.12864,8150.65073,3278.73093,554.12928,223.9452,215.3313
2021-07-05 16:00:00,3270.7442,8630.96562,3290.61558,544.69695,222.75681,220.41958
2021-07-05 17:00:00,3376.6889,9016.86311,3290.20653,546.57887,203.85113,230.09637
2021-07-05 18:00:00,3383.77207,9227.96739,3281.11549,552.17667,200.99262,243.92169
2021-07-05 19:00:00,3368.83475,9489.48547,3277.73689,543.56677,199.49366,245.10125
2021-07-05 20:00:00,3313.0698,9683.02999,3277.29537,561.55554,229.49679,236.91829
2021-07-05 21:00:00,3254.36948,9769.47099,3281.55207,546.9368,237.16227,229.01846
2021-07-05 22:00:00,3309.95038,9820.08578,3268.63723,543.5257,251.42982,224.19917
2021-07-05 23:00:00,3357.77104,9912.6934,3265.7429,535.5611,255.36516,234.78395
2021-07-03 00:00:00,3179.49481,9130.65099,3287.07615,571.87266,215.483,270.75186
2021-07-03 01:00:00,3146.98454,8736.13246,3289.29887,561.80486,223.93494,258.0205
2021-07-03 02:00:00,3084.14967,8046.42073,3299.3067,548.22942,218.03962,242.02621
2021-07-03 03:00:00,2894.92245,7116.01228,3316.36523,559.14949,223.02954,228.89315
2021-07-03 04:00:00,2728.23121,6319.53694,3315.96125,584.3158,224.4434,221.712
2021-07-03 05:00:00,2549.65903,5531.81648,3303.59993,599.29538,196.48683,213.37408
2021-07-03 06:00:00,2284.38683,4822.78012,3291.55914,583.0565,206.23386,208.74767
2021-07-03 07:00:00,2130.74235,4433.80535,3285.11675,550.70803,229.75152,202.37058
2021-07-03 08:00:00,2085.62403,4209.97536,3274.02699,558.68737,196.54822,201.02039
2021-07-03 09:00:00,2072.72809,4162.00185,3273.39381,563.11507,227.89967,189.23525
2021-07-03 10:00:00,2220.63667,4454.68645,3273.08179,542.98002,230.11631,166.87001
2021-07-03 11:00:00,2395.57524,4844.62123,3267.03868,535.83749,222.06868,140.7622
2021-07-03 12:00:00,2669.38493,5342.83163,3265.49886,539.38336,224.16064,127.10121
2021-07-03 13:00:00,2844.87542,6020.19391,3256.5542,531.15919,213.78699,124.2608
2021-07-03 14:00:00,3051.61337,6444.87264,3260.7622,554.13213,222.66531,110.94222
2021-07-03 15:00:00,3251.27513,6847.48844,3269.87949,570.31707,223.9452,113.70762
2021-07-03 16:00:00,3365.87809,7132.52775,3281.66826,561.18443,222.75681,112.0098
2021-07-03 17:00:00,3458.27674,7335.15085,3281.26136,563.69673,203.85113,113.90647
2021-07-03 18:00:00,3448.51654,7413.03565,3272.23958,569.36686,200.99262,122.84818
2021-07-03 19:00:00,3419.19335,7603.77889,3268.92554,559.55979,199.49366,119.72336
2021-07-03 20:00:00,3348.83529,7767.40957,3268.47881,577.19535,229.49679,108.24216
2021-07-03 21:00:00,3281.87273,7915.55981,3272.73501,561.90911,237.16227,101.6067
2021-07-03 22:00:00,3344.02462,8090.72118,3259.92684,558.42185,251.42982,99.51309
2021-07-03 23:00:00,3400.40111,8295.5565,3256.99281,549.57628,255.36516,108.78858
2021-07-04 00:00:00,3168.40721,9209.23645,3285.02809,561.28601,215.483,106.55581
2021-07-04 01:00:00,3143.94366,8686.55362,3287.24611,551.59411,223.93494,98.08584
2021-07-04 02:00:00,3089.03486,7853.03506,3297.23314,538.61027,218.03962,88.76803
2021-07-04 03:00:00,2909.10286,6831.04012,3314.31019,549.01003,223.02954,84.67305
2021-07-04 04:00:00,2750.39459,6015.1216,3313.89429,574.4273,224.4434,91.69982
2021-07-04 05:00:00,2579.46033,5252.02523,3301.52396,589.80099,196.48683,95.38108
2021-07-04 06:00:00,2318.50023,4586.54628,3289.49839,572.64029,206.23386,99.79139
2021-07-04 07:00:00,2163.69371,4248.35486,3283.07059,541.17772,229.75152,102.64324
2021-07-04 08:00:00,2111.3051,4054.08744,3271.97829,549.29328,196.54822,110.54751
2021-07-04 09:00:00,2087.73815,4028.19515,3271.35247,553.48694,227.89967,112.04808
2021-07-04 10:00:00,2222.31762,4363.54083,3271.04856,534.01838,230.11631,102.38774
2021-07-04 11:00:00,2384.10144,4813.89095,3265.01231,527.04101,222.06868,88.79881
2021-07-04 12:00:00,2644.56936,5368.72253,3263.47781,530.30582,224.16064,88.93156
2021-07-04 13:00:00,2814.57767,6100.6804,3254.56182,521.9663,213.78699,99.06569
2021-07-04 14:00:00,3017.70721,6575.25426,3258.76018,545.38528,222.66531,95.89559
2021-07-04 15:00:00,3216.39584,7057.62022,3267.85502,561.57392,223.9452,105.83359
2021-07-04 16:00:00,3334.97839,7452.48004,3279.62184,552.27934,222.75681,109.19048
2021-07-04 17:00:00,3431.94073,7771.76038,3279.21545,554.45117,203.85113,113.1878
2021-07-04 18:00:00,3427.62757,7920.38112,3270.20952,560.08223,200.99262,123.78839
2021-07-04 19:00:00,3402.81839,8137.79975,3266.9102,550.9218,199.49366,125.88816
2021-07-04 20:00:00,3337.05974,8289.60568,3266.46233,568.74807,229.49679,119.16399
2021-07-04 21:00:00,3272.69733,8364.43172,3270.7184,553.82237,237.16227,113.56998
2021-07-04 22:00:00,3332.7092,8435.79887,3257.93458,550.37625,251.42982,109.96858
2021-07-04 23:00:00,3386.29841,8534.38555,3254.99142,542.00651,255.36516,120.1162
2021-07-05 00:00:00,3137.73698,9448.41607,3282.50717,553.39781,215.483,200.60455
2021-07-05 01:00:00,3125.68098,8869.39826,3284.71949,543.986,223.93494,193.67594
2021-07-05 02:00:00,3084.36376,7962.46935,3294.68089,531.44298,218.03962,180.33412
2021-07-05 03:00:00,2925.66294,6878.27985,3311.78078,541.45508,223.02954,173.99955
2021-07-05 04:00:00,2788.13875,6028.90896,3311.35016,567.05941,224.4434,176.69857
2021-07-05 05:00:00,2640.71325,5255.36394,3298.9688,582.72659,196.48683,177.64735
2021-07-05 06:00:00,2399.85824,4597.31516,3286.96174,564.87915,206.23386,184.52538
2021-07-05 07:00:00,2252.59064,4288.0396,3280.55208,534.07669,229.75152,187.42147
2021-07-05 08:00:00,2191.59322,4127.71405,3269.45648,542.29376,196.54822,198.21067
2021-07-05 09:00:00,2150.06179,4136.5245,3268.83979,546.31292,227.89967,201.44648
2021-07-05 10:00:00,2253.3964,4512.83307,3268.54603,527.341,230.11631,193.30382
2021-07-05 11:00:00,2381.36183,5001.03916,3262.51828,520.48674,222.06868,182.52696
2021-07-05 12:00:00,2601.80965,5583.5001,3260.99025,523.54204,224.16064,184.58727
2021-07-05 13:00:00,2749.38538,6337.17404,3252.10939,515.11666,213.78699,198.67069
2021-07-05 14:00:00,2935.59927,6815.78381,3256.2957,538.86791,222.66531,201.57865
2021-07-05 15:00:00,3124.26593,7310.48948,3265.36314,555.05928,223.9452,215.91571
2021-07-05 16:00:00,3246.56879,7723.68846,3277.10295,545.64413,222.75681,220.96125
2021-07-05 17:00:00,3353.46427,8067.39862,3276.6972,547.56227,203.85113,230.0305
2021-07-05 18:00:00,3365.18707,8230.09894,3267.7108,553.1642,200.99262,243.27776
2021-07-05 19:00:00,3356.31613,8458.41566,3264.42961,544.48555,199.49366,244.2795
2021-07-05 20:00:00,3306.39259,8618.51522,3263.98022,562.45399,229.49679,235.79887
2021-07-05 21:00:00,3251.05796,8684.59842,3268.23617,547.79697,237.16227,227.38283
2021-07-05 22:00:00,3305.05667,8732.15862,3255.48241,544.38143,251.42982,221.84096
2021-07-05 23:00:00,3350.83006,8802.13832,3252.52808,536.36623,255.36516,232.08223
2021-07-06 00:00:00,3173.83107,9436.08746,3291.22035,521.6958,215.483,442.72823
2021-07-06 01:00:00,3182.47726,8904.34365,3293.45259,513.40962,223.93494,468.53975
2021-07-06 02:00:00,3155.02558,8028.19087,3303.50252,502.6382,218.03962,467.84233
2021-07-06 03:00:00,2987.39669,6925.11761,3320.52351,511.09216,223.02954,475.16916
2021-07-06 04:00:00,2828.15992,6005.48082,3320.14376,537.44811,224.4434,495.90041
2021-07-06 05:00:00,2644.53659,5137.08099,3307.80058,554.29529,196.48683,517.94168
2021-07-06 06:00:00,2350.71691,4378.67257,3295.72934,533.68774,206.23386,577.12215
2021-07-06 07:00:00,2156.04159,3974.71379,3289.25702,505.53798,229.75152,619.8046
2021-07-06 08:00:00,2063.9571,3738.36463,3278.17258,514.16305,196.54822,679.77071
2021-07-06 09:00:00,2002.16681,3712.68722,3277.52456,517.4812,227.89967,720.32647
2021-07-06 10:00:00,2122.11154,4077.92774,3277.19592,500.50515,230.11631,737.96336
2021-07-06 11:00:00,2280.66746,4581.54157,3271.13874,494.14563,222.06868,750.07647
2021-07-06 12:00:00,2559.37334,5191.08196,3269.58827,496.35905,224.16064,766.29406
2021-07-06 13:00:00,2759.39433,5960.90344,3260.58576,487.58848,213.78699,799.67235
2021-07-06 14:00:00,2990.36518,6448.7673,3264.81368,512.67524,222.66531,825.63555
2021-07-06 15:00:00,3217.0942,6925.76872,3273.976,528.87753,223.9452,842.02361
2021-07-06 16:00:00,3361.13366,7300.93344,3285.80929,518.97763,222.75681,830.95997
2021-07-06 17:00:00,3465.9847,7618.7842,3285.40137,519.87633,203.85113,831.77341
2021-07-06 18:00:00,3455.36598,7765.02323,3276.3475,525.36115,200.99262,827.50292
2021-07-06 19:00:00,3415.36611,7991.94046,3273.00353,518.61884,199.49366,791.77532
2021-07-06 20:00:00,3335.65285,8166.34652,3272.55921,537.15862,229.49679,740.4254
2021-07-06 21:00:00,3263.11669,8308.48481,3276.81566,523.58111,237.16227,691.69443
2021-07-06 22:00:00,3324.52764,8477.2156,3263.95815,520.28875,251.42982,653.58756
2021-07-06 23:00:00,3379.87764,8663.00832,3261.04251,513.69838,255.36516,646.32572
2021-07-04 00:00:00,3125.83605,7443.80992,3259.88752,563.04396,215.483,101.06595
2021-07-04 01:00:00,3084.32461,7003.03667,3262.04885,553.28962,223.93494,92.73847
2021-07-04 02:00:00,3019.29507,6324.47126,3271.78029,540.20755,218.03962,83.64389
2021-07-04 03:00:00,2853.24518,5490.91888,3289.08477,550.69371,223.02954,79.85109
2021-07-04 04:00:00,2720.8172,4791.83358,3288.52211,576.0693,224.4434,87.35291
2021-07-04 05:00:00,2590.79574,4156.98904,3276.04119,591.37751,196.48683,91.43601
2021-07-04 06:00:00,2386.18764,3634.40995,3264.20105,574.36996,206.23386,96.14847
2021-07-04 07:00:00,2279.25241,3353.39056,3257.9545,542.76025,229.75152,99.30888
2021-07-04 08:00:00,2254.92572,3177.80233,3246.82973,550.85317,196.54822,107.52257
2021-07-04 09:00:00,2246.61132,3149.75096,3246.29422,555.08568,227.89967,109.46735
2021-07-04 10:00:00,2357.39176,3431.69585,3246.09077,535.50649,230.11631,100.23179
2021-07-04 11:00:00,2481.1739,3826.17223,3240.13975,528.50176,222.06868,87.06143
