UTC time,solar,nat_gas,other,oil,hydro,wind
2019-01-02 03:00:00,0.0,284.0,54.0,0.0,874.0,32.0
2019-01-02 04:00:00,0.0,283.0,56.0,0.0,881.0,41.0
2019-01-02 05:00:00,0.0,284.0,56.0,0.0,802.0,50.0
2019-01-02 06:00:00,0.0,283.0,55.0,0.0,835.0,50.0
2019-01-02 07:00:00,0.0,284.0,57.0,0.0,661.0,60.0
2019-01-02 08:00:00,0.0,283.0,56.0,0.0,622.0,81.0
2019-01-02 09:00:00,0.0,282.0,52.0,0.0,534.0,76.0
2019-01-02 10:00:00,0.0,284.0,55.0,0.0,504.0,116.0
2019-01-02 11:00:00,0.0,283.0,55.0,0.0,541.0,154.0
2019-01-02 12:00:00,0.0,283.0,53.0,0.0,590.0,138.0
2019-01-02 13:00:00,0.0,284.0,54.0,0.0,657.0,163.0
2019-01-02 14:00:00,0.0,284.0,52.0,0.0,748.0,184.0
2019-01-02 15:00:00,0.0,283.0,56.0,0.0,903.0,203.0
2019-01-02 16:00:00,4.0,284.0,56.0,0.0,904.0,237.0
2019-01-02 17:00:00,46.0,280.0,57.0,0.0,892.0,238.0
2019-01-02 18:00:00,92.0,282.0,55.0,0.0,757.0,241.0
2019-01-02 19:00:00,91.0,283.0,54.0,0.0,640.0,198.0
2019-01-02 20:00:00,126.0,283.0,56.0,0.0,605.0,154.0
2019-01-02 21:00:00,134.0,280.0,54.0,0.0,580.0,122.0
2019-01-02 22:00:00,127.0,272.0,54.0,0.0,573.0,112.0
2019-01-02 23:00:00,139.0,275.0,54.0,0.0,581.0,103.0
2019-01-03 00:00:00,35.0,275.0,53.0,0.0,585.0,96.0
2019-01-03 01:00:00,1.0,285.0,55.0,0.0,650.0,121.0
2019-01-03 02:00:00,0.0,283.0,57.0,0.0,835.0,164.0
2019-01-03 03:00:00,0.0,285.0,54.0,0.0,913.0,178.0
2019-01-03 04:00:00,0.0,284.0,56.0,0.0,908.0,215.0
2019-01-03 05:00:00,0.0,283.0,54.0,0.0,790.0,267.0
2019-01-03 06:00:00,0.0,285.0,56.0,0.0,640.0,266.0
2019-01-03 07:00:00,0.0,284.0,55.0,0.0,612.0,303.0
2019-01-03 08:00:00,0.0,283.0,56.0,0.0,600.0,338.0
2019-01-03 09:00:00,0.0,284.0,56.0,0.0,465.0,343.0
2019-01-03 10:00:00,0.0,285.0,54.0,0.0,457.0,377.0
2019-01-03 11:00:00,0.0,284.0,55.0,0.0,459.0,400.0
2019-01-03 12:00:00,0.0,284.0,56.0,0.0,498.0,391.0
2019-01-03 13:00:00,0.0,283.0,55.0,0.0,672.0,376.0
2019-01-03 14:00:00,0.0,284.0,55.0,0.0,890.0,401.0
2019-01-03 15:00:00,0.0,283.0,54.0,0.0,1005.0,395.0
2019-01-03 16:00:00,4.0,284.0,56.0,0.0,1027.0,430.0
2019-01-03 17:00:00,90.0,280.0,57.0,0.0,932.0,493.0
2019-01-03 18:00:00,146.0,281.0,55.0,0.0,825.0,445.0
2019-01-03 19:00:00,133.0,276.0,56.0,0.0,747.0,457.0
2019-01-03 20:00:00,129.0,270.0,55.0,0.0,615.0,402.0
2019-01-03 21:00:00,119.0,272.0,55.0,0.0,565.0,357.0
2019-01-03 22:00:00,125.0,248.0,56.0,0.0,559.0,316.0
2019-01-03 23:00:00,105.0,252.0,55.0,0.0,560.0,364.0
2019-01-04 00:00:00,35.0,268.0,58.0,0.0,656.0,398.0
2019-01-04 01:00:00,0.0,283.0,56.0,0.0,703.0,453.0
2019-01-04 02:00:00,0.0,284.0,58.0,0.0,828.0,471.0
2019-01-04 03:00:00,0.0,283.0,55.0,0.0,843.0,512.0
2019-01-04 04:00:00,0.0,283.0,57.0,0.0,795.0,491.0
2019-01-04 05:00:00,0.0,285.0,56.0,0.0,764.0,458.0
2019-01-04 06:00:00,0.0,284.0,55.0,0.0,555.0,479.0
2019-01-04 07:00:00,0.0,284.0,55.0,0.0,582.0,468.0
2019-01-04 08:00:00,0.0,281.0,54.0,0.0,588.0,501.0
2019-01-04 09:00:00,0.0,284.0,58.0,0.0,560.0,481.0
2019-01-04 10:00:00,0.0,283.0,56.0,0.0,563.0,422.0
2019-01-04 11:00:00,0.0,281.0,57.0,0.0,567.0,516.0
2019-01-04 12:00:00,0.0,282.0,53.0,0.0,562.0,506.0
2019-01-04 13:00:00,0.0,281.0,55.0,0.0,593.0,498.0
2019-01-04 14:00:00,0.0,283.0,55.0,0.0,684.0,513.0
2019-01-04 15:00:00,0.0,284.0,56.0,0.0,760.0,482.0
2019-01-04 16:00:00,7.0,282.0,57.0,0.0,718.0,495.0
2019-01-04 17:00:00,65.0,280.0,56.0,0.0,710.0,522.0
2019-01-04 18:00:00,95.0,283.0,56.0,0.0,650.0,526.0
2019-01-04 19:00:00,95.0,285.0,53.0,0.0,644.0,480.0
2019-01-04 20:00:00,84.0,283.0,57.0,0.0,656.0,454.0
2019-01-04 21:00:00,88.0,281.0,44.0,0.0,627.0,408.0
2019-01-04 22:00:00,86.0,275.0,48.0,0.0,654.0,338.0
2019-01-04 23:00:00,63.0,283.0,55.0,0.0,620.0,308.0
2019-01-05 00:00:00,34.0,280.0,55.0,0.0,626.0,300.0
2019-01-05 01:00:00,2.0,284.0,57.0,0.0,806.0,250.0
2019-01-05 02:00:00,0.0,282.0,56.0,0.0,891.0,245.0
2019-01-05 03:00:00,0.0,284.0,59.0,0.0,895.0,289.0
2019-01-05 04:00:00,0.0,283.0,55.0,0.0,871.0,256.0
2019-01-05 05:00:00,0.0,283.0,56.0,0.0,856.0,276.0
2019-01-05 06:00:00,0.0,283.0,56.0,0.0,779.0,308.0
2019-01-05 07:00:00,0.0,284.0,56.0,0.0,766.0,332.0
2019-01-05 08:00:00,0.0,283.0,55.0,0.0,635.0,348.0
2019-01-05 09:00:00,0.0,283.0,55.0,0.0,584.0,425.0
2019-01-05 10:00:00,0.0,283.0,56.0,0.0,591.0,433.0
2019-01-05 11:00:00,0.0,283.0,56.0,0.0,596.0,427.0
2019-01-05 12:00:00,0.0,284.0,55.0,0.0,530.0,408.0
2019-01-05 13:00:00,0.0,283.0,55.0,0.0,558.0,499.0
2019-01-05 14:00:00,0.0,283.0,55.0,0.0,559.0,521.0
2019-01-05 15:00:00,0.0,284.0,56.0,0.0,680.0,546.0
2019-01-05 16:00:00,5.0,283.0,56.0,0.0,700.0,525.0
2019-01-05 17:00:00,36.0,283.0,56.0,0.0,851.0,516.0
2019-01-05 18:00:00,69.0,284.0,56.0,0.0,876.0,526.0
2019-01-05 19:00:00,64.0,283.0,56.0,0.0,738.0,592.0
2019-01-05 20:00:00,63.0,283.0,57.0,0.0,807.0,614.0
2019-01-05 21:00:00,43.0,283.0,54.0,0.0,676.0,604.0
2019-01-05 22:00:00,25.0,283.0,57.0,0.0,621.0,611.0
2019-01-05 23:00:00,12.0,284.0,56.0,0.0,575.0,623.0
2019-01-06 00:00:00,4.0,281.0,55.0,0.0,566.0,594.0
2019-01-06 01:00:00,1.0,277.0,57.0,0.0,598.0,600.0
2019-01-06 02:00:00,0.0,268.0,57.0,0.0,597.0,610.0
2019-01-06 03:00:00,0.0,263.0,54.0,0.0,619.0,577.0
2019-01-06 04:00:00,0.0,283.0,57.0,0.0,628.0,493.0
2019-01-06 05:00:00,0.0,284.0,55.0,0.0,625.0,461.0
2019-01-06 06:00:00,0.0,280.0,56.0,0.0,619.0,533.0
2019-01-06 07:00:00,0.0,280.0,50.0,0.0,507.0,543.0
2019-01-06 08:00:00,0.0,272.0,52.0,0.0,503.0,528.0
2019-01-06 09:00:00,0.0,236.0,51.0,0.0,567.0,513.0
2019-01-06 10:00:00,0.0,255.0,51.0,0.0,567.0,436.0
2019-01-06 11:00:00,0.0,234.0,51.0,0.0,591.0,395.0
2019-01-06 12:00:00,0.0,237.0,49.0,0.0,598.0,254.0
2019-01-06 13:00:00,0.0,246.0,50.0,0.0,579.0,158.0
2019-01-06 14:00:00,0.0,242.0,48.0,0.0,614.0,177.0
2019-01-06 15:00:00,0.0,244.0,52.0,0.0,625.0,260.0
2019-01-06 16:00:00,2.0,268.0,50.0,0.0,697.0,286.0
2019-01-06 17:00:00,23.0,254.0,52.0,0.0,708.0,284.0
2019-01-06 18:00:00,87.0,266.0,49.0,0.0,708.0,265.0
2019-01-06 19:00:00,128.0,269.0,51.0,0.0,637.0,277.0
2019-01-06 20:00:00,122.0,267.0,46.0,0.0,615.0,410.0
2019-01-06 21:00:00,78.0,274.0,49.0,0.0,551.0,359.0
2019-01-06 22:00:00,63.0,272.0,47.0,0.0,546.0,318.0
2019-01-06 23:00:00,35.0,268.0,51.0,0.0,542.0,252.0
2019-01-07 00:00:00,16.0,273.0,48.0,0.0,548.0,229.0
2019-01-07 01:00:00,1.0,275.0,47.0,0.0,646.0,273.0
2019-01-07 02:00:00,0.0,279.0,50.0,0.0,794.0,268.0
2019-01-07 03:00:00,0.0,270.0,47.0,0.0,809.0,273.0
2019-01-07 04:00:00,0.0,278.0,50.0,0.0,811.0,279.0
2019-01-07 05:00:00,0.0,275.0,47.0,0.0,705.0,332.0
2019-01-07 06:00:00,0.0,256.0,48.0,0.0,587.0,309.0
2019-01-07 07:00:00,0.0,231.0,50.0,0.0,569.0,262.0
2019-01-07 08:00:00,0.0,231.0,49.0,0.0,548.0,205.0
2019-01-07 09:00:00,0.0,238.0,54.0,0.0,547.0,191.0
2019-01-07 10:00:00,0.0,244.0,50.0,0.0,500.0,166.0
2019-01-07 11:00:00,0.0,265.0,53.0,0.0,499.0,193.0
2019-01-07 12:00:00,0.0,271.0,51.0,0.0,510.0,423.0
2019-01-07 13:00:00,0.0,271.0,52.0,0.0,588.0,537.0
2019-01-07 14:00:00,0.0,284.0,52.0,0.0,787.0,483.0
2019-01-07 15:00:00,0.0,283.0,52.0,0.0,908.0,439.0
2019-01-07 16:00:00,3.0,283.0,53.0,0.0,914.0,470.0
2019-01-07 17:00:00,74.0,284.0,51.0,0.0,862.0,444.0
2019-01-07 18:00:00,134.0,267.0,51.0,0.0,668.0,280.0
2019-01-07 19:00:00,129.0,255.0,54.0,0.0,603.0,343.0
2019-01-07 20:00:00,129.0,222.0,50.0,0.0,552.0,355.0
2019-01-07 21:00:00,136.0,251.0,48.0,0.0,539.0,275.0
2019-01-07 22:00:00,166.0,261.0,50.0,0.0,544.0,200.0
2019-01-07 23:00:00,168.0,257.0,49.0,0.0,572.0,102.0
2019-01-08 00:00:00,67.0,266.0,49.0,0.0,706.0,77.0
2019-01-08 01:00:00,1.0,283.0,53.0,0.0,870.0,48.0
2019-01-08 02:00:00,0.0,283.0,51.0,0.0,902.0,64.0
2019-01-08 03:00:00,0.0,283.0,54.0,0.0,908.0,68.0
2019-01-08 04:00:00,0.0,284.0,52.0,0.0,908.0,78.0
2019-01-08 05:00:00,0.0,282.0,52.0,0.0,723.0,95.0
2019-01-08 06:00:00,0.0,284.0,51.0,0.0,610.0,101.0
2019-01-08 07:00:00,0.0,284.0,50.0,0.0,522.0,122.0
2019-01-08 08:00:00,0.0,282.0,55.0,0.0,488.0,184.0
2019-01-08 09:00:00,0.0,284.0,51.0,0.0,514.0,239.0
2019-01-08 10:00:00,0.0,283.0,55.0,0.0,522.0,260.0
2019-01-08 11:00:00,0.0,283.0,51.0,0.0,521.0,235.0
2019-01-08 12:00:00,0.0,284.0,53.0,0.0,528.0,266.0
2019-01-08 13:00:00,0.0,284.0,53.0,0.0,609.0,347.0
2019-01-08 14:00:00,0.0,281.0,51.0,0.0,775.0,379.0
2019-01-08 15:00:00,0.0,282.0,52.0,0.0,898.0,396.0
2019-01-08 16:00:00,11.0,283.0,50.0,0.0,901.0,409.0
2019-01-08 17:00:00,79.0,282.0,50.0,0.0,799.0,417.0
2019-01-08 18:00:00,142.0,265.0,49.0,0.0,639.0,467.0
2019-01-08 19:00:00,125.0,278.0,51.0,0.0,622.0,532.0
2019-01-08 20:00:00,108.0,284.0,49.0,0.0,603.0,543.0
2019-01-08 21:00:00,114.0,284.0,52.0,0.0,569.0,519.0
2019-01-08 22:00:00,86.0,279.0,50.0,0.0,581.0,527.0
2019-01-08 23:00:00,38.0,279.0,50.0,0.0,575.0,552.0
2019-01-09 00:00:00,13.0,283.0,52.0,0.0,601.0,573.0
2019-01-09 01:00:00,0.0,285.0,49.0,0.0,665.0,577.0
2019-01-09 02:00:00,0.0,283.0,49.0,0.0,664.0,587.0
2019-01-09 03:00:00,0.0,283.0,49.0,0.0,652.0,556.0
2019-01-09 04:00:00,0.0,285.0,51.0,0.0,605.0,583.0
2019-01-09 05:00:00,0.0,283.0,51.0,0.0,597.0,592.0
2019-01-09 06:00:00,0.0,284.0,51.0,0.0,597.0,573.0
2019-01-09 07:00:00,0.0,279.0,48.0,0.0,593.0,562.0
2019-01-09 08:00:00,0.0,284.0,50.0,0.0,558.0,551.0
2019-01-09 09:00:00,0.0,282.0,49.0,0.0,549.0,535.0
2019-01-09 10:00:00,0.0,284.0,50.0,0.0,552.0,524.0
2019-01-09 11:00:00,0.0,283.0,51.0,0.0,533.0,517.0
2019-01-09 12:00:00,0.0,283.0,49.0,0.0,539.0,548.0
2019-01-09 13:00:00,0.0,284.0,50.0,0.0,554.0,605.0
2019-01-09 14:00:00,0.0,283.0,48.0,0.0,655.0,595.0
2019-01-09 15:00:00,0.0,283.0,54.0,0.0,793.0,564.0
2019-01-09 16:00:00,3.0,284.0,53.0,0.0,759.0,594.0
2019-01-09 17:00:00,24.0,282.0,60.0,0.0,625.0,566.0
2019-01-09 18:00:00,35.0,283.0,50.0,0.0,626.0,538.0
2019-01-09 19:00:00,39.0,281.0,51.0,0.0,539.0,512.0
2019-01-09 20:00:00,52.0,274.0,51.0,0.0,537.0,531.0
2019-01-09 21:00:00,59.0,274.0,48.0,0.0,533.0,530.0
2019-01-09 22:00:00,52.0,275.0,50.0,0.0,536.0,430.0
2019-01-09 23:00:00,37.0,280.0,48.0,0.0,544.0,420.0
2019-01-10 00:00:00,14.0,283.0,52.0,0.0,620.0,414.0
2019-01-10 01:00:00,2.0,275.0,51.0,0.0,655.0,421.0
2019-01-10 02:00:00,0.0,284.0,49.0,0.0,696.0,384.0
2019-01-10 03:00:00,0.0,282.0,50.0,0.0,695.0,343.0
2019-01-10 04:00:00,0.0,284.0,49.0,0.0,719.0,291.0
2019-01-10 05:00:00,0.0,284.0,51.0,0.0,668.0,265.0
2019-01-10 06:00:00,0.0,280.0,51.0,0.0,572.0,253.0
2019-01-10 07:00:00,0.0,278.0,48.0,0.0,568.0,228.0
2019-01-10 08:00:00,0.0,272.0,53.0,0.0,563.0,205.0
2019-01-10 09:00:00,0.0,267.0,51.0,0.0,534.0,194.0
2019-01-10 10:00:00,0.0,265.0,51.0,0.0,535.0,92.0
2019-01-10 11:00:00,0.0,266.0,49.0,0.0,539.0,67.0
2019-01-10 12:00:00,0.0,273.0,52.0,0.0,547.0,62.0
2019-01-10 13:00:00,0.0,284.0,49.0,0.0,622.0,33.0
2019-01-10 14:00:00,0.0,279.0,52.0,0.0,804.0,20.0
2019-01-10 15:00:00,0.0,283.0,50.0,0.0,782.0,17.0
2019-01-10 16:00:00,1.0,283.0,52.0,0.0,782.0,11.0
2019-01-10 17:00:00,28.0,283.0,53.0,0.0,774.0,14.0
2019-01-10 18:00:00,80.0,284.0,52.0,0.0,667.0,8.0
2019-01-10 19:00:00,137.0,272.0,52.0,0.0,670.0,2.0
2019-01-10 20:00:00,138.0,261.0,48.0,0.0,652.0,4.0
2019-01-10 21:00:00,134.0,255.0,50.0,0.0,588.0,11.0
2019-01-10 22:00:00,139.0,266.0,48.0,0.0,539.0,26.0
2019-01-10 23:00:00,157.0,255.0,52.0,0.0,543.0,109.0
2019-01-11 00:00:00,74.0,276.0,45.0,0.0,713.0,76.0
2019-01-11 01:00:00,2.0,282.0,41.0,0.0,783.0,66.0
2019-01-11 02:00:00,0.0,283.0,50.0,0.0,825.0,87.0
2019-01-11 03:00:00,0.0,283.0,53.0,0.0,829.0,80.0
2019-01-11 04:00:00,0.0,284.0,51.0,0.0,833.0,97.0
2019-01-11 05:00:00,0.0,284.0,52.0,0.0,781.0,79.0
2019-01-11 06:00:00,0.0,283.0,50.0,0.0,781.0,59.0
2019-01-11 07:00:00,0.0,283.0,49.0,0.0,667.0,38.0
2019-01-11 08:00:00,0.0,284.0,54.0,0.0,568.0,41.0
2019-01-11 09:00:00,0.0,284.0,51.0,0.0,640.0,56.0
2019-01-11 10:00:00,0.0,283.0,53.0,0.0,627.0,104.0
2019-01-11 11:00:00,0.0,284.0,50.0,0.0,631.0,110.0
2019-01-11 12:00:00,0.0,283.0,54.0,0.0,631.0,145.0
2019-01-11 13:00:00,0.0,283.0,51.0,0.0,663.0,170.0
2019-01-11 14:00:00,0.0,283.0,51.0,0.0,792.0,233.0
2019-01-11 15:00:00,0.0,282.0,53.0,0.0,869.0,218.0
2019-01-11 16:00:00,11.0,284.0,53.0,0.0,871.0,201.0
2019-01-11 17:00:00,84.0,283.0,53.0,0.0,714.0,289.0
2019-01-11 18:00:00,148.0,283.0,52.0,0.0,599.0,317.0
2019-01-11 19:00:00,142.0,283.0,51.0,0.0,505.0,358.0
2019-01-11 20:00:00,141.0,284.0,51.0,0.0,494.0,363.0
2019-01-11 21:00:00,130.0,277.0,51.0,0.0,480.0,406.0
2019-01-11 22:00:00,152.0,275.0,51.0,0.0,492.0,432.0
2019-01-11 23:00:00,155.0,283.0,51.0,0.0,529.0,431.0
2019-01-12 00:00:00,68.0,283.0,52.0,0.0,656.0,404.0
2019-01-12 01:00:00,0.0,283.0,50.0,0.0,806.0,381.0
2019-01-12 02:00:00,0.0,284.0,52.0,0.0,825.0,333.0
2019-01-12 03:00:00,0.0,282.0,53.0,0.0,702.0,327.0
2019-01-12 04:00:00,0.0,284.0,56.0,0.0,711.0,364.0
2019-01-12 05:00:00,0.0,283.0,53.0,0.0,565.0,380.0
2019-01-12 06:00:00,0.0,283.0,52.0,0.0,523.0,437.0
2019-01-12 07:00:00,0.0,284.0,50.0,0.0,525.0,473.0
2019-01-12 08:00:00,0.0,283.0,50.0,0.0,511.0,490.0
2019-01-12 09:00:00,0.0,282.0,51.0,0.0,512.0,488.0
2019-01-12 10:00:00,0.0,284.0,50.0,0.0,516.0,486.0
2019-01-12 11:00:00,0.0,282.0,52.0,0.0,513.0,492.0
2019-01-12 12:00:00,0.0,283.0,50.0,0.0,511.0,513.0
2019-01-12 13:00:00,0.0,283.0,53.0,0.0,578.0,515.0
2019-01-12 14:00:00,0.0,284.0,51.0,0.0,612.0,471.0
2019-01-12 15:00:00,0.0,283.0,52.0,0.0,636.0,382.0
2019-01-12 16:00:00,10.0,283.0,54.0,0.0,638.0,346.0
2019-01-12 17:00:00,65.0,282.0,52.0,0.0,658.0,401.0
2019-01-12 18:00:00,106.0,283.0,53.0,0.0,609.0,423.0
2019-01-12 19:00:00,114.0,280.0,51.0,0.0,602.0,452.0
2019-01-12 20:00:00,121.0,273.0,52.0,0.0,578.0,377.0
2019-01-12 21:00:00,133.0,282.0,52.0,0.0,581.0,303.0
2019-01-12 22:00:00,165.0,266.0,53.0,0.0,605.0,271.0
2019-01-12 23:00:00,173.0,272.0,51.0,0.0,619.0,216.0
2019-01-13 00:00:00,79.0,277.0,51.0,0.0,634.0,170.0
2019-01-13 01:00:00,3.0,284.0,53.0,0.0,808.0,170.0
2019-01-13 02:00:00,0.0,284.0,51.0,0.0,787.0,202.0
2019-01-13 03:00:00,0.0,282.0,51.0,0.0,789.0,224.0
2019-01-13 04:00:00,0.0,284.0,52.0,0.0,842.0,212.0
2019-01-13 05:00:00,0.0,283.0,55.0,0.0,833.0,132.0
2019-01-13 06:00:00,0.0,282.0,53.0,0.0,772.0,104.0
2019-01-13 07:00:00,0.0,284.0,52.0,0.0,761.0,105.0
2019-01-13 08:00:00,0.0,266.0,53.0,0.0,663.0,117.0
2019-01-13 09:00:00,0.0,284.0,51.0,0.0,647.0,85.0
2019-01-13 10:00:00,0.0,285.0,52.0,0.0,597.0,78.0
2019-01-13 11:00:00,0.0,286.0,51.0,0.0,612.0,52.0
2019-01-13 12:00:00,0.0,290.0,52.0,0.0,608.0,45.0
2019-01-13 13:00:00,0.0,289.0,53.0,0.0,633.0,41.0
2019-01-13 14:00:00,0.0,289.0,53.0,0.0,740.0,43.0
2019-01-13 15:00:00,0.0,282.0,53.0,0.0,731.0,21.0
2019-01-13 16:00:00,5.0,280.0,51.0,0.0,789.0,32.0
2019-01-13 17:00:00,51.0,278.0,53.0,0.0,764.0,49.0
2019-01-13 18:00:00,99.0,279.0,50.0,0.0,686.0,56.0
2019-01-13 19:00:00,112.0,273.0,53.0,0.0,682.0,45.0
2019-01-13 20:00:00,125.0,271.0,52.0,0.0,667.0,29.0
2019-01-13 21:00:00,139.0,280.0,52.0,0.0,646.0,26.0
2019-01-13 22:00:00,156.0,285.0,51.0,0.0,668.0,15.0
2019-01-13 23:00:00,161.0,283.0,53.0,0.0,668.0,10.0
2019-01-14 00:00:00,76.0,281.0,50.0,0.0,693.0,13.0
2019-01-14 01:00:00,3.0,283.0,52.0,0.0,770.0,23.0
2019-01-14 02:00:00,0.0,282.0,52.0,0.0,801.0,32.0
2019-01-14 03:00:00,0.0,285.0,53.0,0.0,807.0,64.0
2019-01-14 04:00:00,0.0,283.0,51.0,0.0,849.0,47.0
2019-01-14 05:00:00,0.0,283.0,52.0,0.0,789.0,33.0
2019-01-14 06:00:00,0.0,283.0,52.0,0.0,755.0,34.0
2019-01-14 07:00:00,0.0,283.0,51.0,0.0,608.0,25.0
2019-01-14 08:00:00,0.0,283.0,51.0,0.0,575.0,29.0
2019-01-14 09:00:00,0.0,283.0,52.0,0.0,616.0,98.0
2019-01-14 10:00:00,0.0,284.0,41.0,0.0,618.0,131.0
2019-01-14 11:00:00,0.0,282.0,43.0,0.0,623.0,159.0
2019-01-14 12:00:00,0.0,318.0,41.0,0.0,721.0,205.0
2019-01-14 13:00:00,0.0,431.0,43.0,0.0,632.0,228.0
2019-01-14 14:00:00,0.0,417.0,42.0,0.0,898.0,215.0
2019-01-14 15:00:00,0.0,434.0,50.0,0.0,913.0,210.0
2019-01-14 16:00:00,6.0,460.0,51.0,0.0,980.0,233.0
2019-01-14 17:00:00,83.0,460.0,53.0,0.0,805.0,208.0
2019-01-14 18:00:00,153.0,450.0,51.0,0.0,735.0,218.0
2019-01-14 19:00:00,139.0,444.0,48.0,0.0,622.0,274.0
2019-01-14 20:00:00,143.0,453.0,53.0,0.0,643.0,291.0
2019-01-14 21:00:00,155.0,453.0,48.0,0.0,630.0,282.0
2019-01-14 22:00:00,132.0,453.0,47.0,0.0,552.0,327.0
2019-01-14 23:00:00,125.0,450.0,48.0,0.0,550.0,353.0
2019-01-15 00:00:00,69.0,432.0,49.0,0.0,595.0,341.0
2019-01-15 01:00:00,4.0,405.0,51.0,0.0,749.0,393.0
2019-01-15 02:00:00,0.0,405.0,48.0,0.0,840.0,441.0
2019-01-15 03:00:00,0.0,424.0,51.0,0.0,855.0,451.0
2019-01-15 04:00:00,0.0,435.0,50.0,0.0,791.0,449.0
2019-01-15 05:00:00,0.0,417.0,51.0,0.0,657.0,480.0
2019-01-15 06:00:00,0.0,410.0,49.0,0.0,632.0,452.0
2019-01-15 07:00:00,0.0,376.0,49.0,0.0,578.0,405.0
2019-01-15 08:00:00,0.0,280.0,52.0,0.0,525.0,373.0
2019-01-15 09:00:00,0.0,284.0,49.0,0.0,481.0,393.0
2019-01-15 10:00:00,0.0,283.0,50.0,0.0,510.0,393.0
2019-01-15 11:00:00,0.0,283.0,49.0,0.0,509.0,416.0
2019-01-15 12:00:00,0.0,284.0,49.0,0.0,567.0,403.0
2019-01-15 13:00:00,0.0,283.0,50.0,0.0,612.0,402.0
2019-01-15 14:00:00,0.0,281.0,48.0,0.0,702.0,429.0
2019-01-15 15:00:00,0.0,285.0,50.0,0.0,815.0,437.0
2019-01-15 16:00:00,1.0,283.0,48.0,0.0,738.0,446.0
2019-01-15 17:00:00,8.0,283.0,50.0,0.0,764.0,459.0
2019-01-15 18:00:00,21.0,281.0,56.0,0.0,731.0,451.0
2019-01-15 19:00:00,67.0,282.0,49.0,0.0,683.0,476.0
2019-01-15 20:00:00,86.0,283.0,48.0,0.0,614.0,439.0
2019-01-15 21:00:00,113.0,282.0,57.0,0.0,613.0,462.0
2019-01-15 22:00:00,146.0,282.0,49.0,0.0,562.0,441.0
2019-01-15 23:00:00,143.0,281.0,53.0,0.0,516.0,424.0
2019-01-16 00:00:00,67.0,282.0,58.0,0.0,511.0,397.0
2019-01-16 01:00:00,4.0,282.0,47.0,0.0,615.0,432.0
2019-01-16 02:00:00,0.0,285.0,51.0,0.0,703.0,386.0
2019-01-16 03:00:00,0.0,283.0,48.0,0.0,718.0,403.0
2019-01-16 04:00:00,0.0,284.0,52.0,0.0,703.0,380.0
2019-01-16 05:00:00,0.0,283.0,47.0,0.0,625.0,343.0
2019-01-16 06:00:00,0.0,283.0,50.0,0.0,551.0,377.0
2019-01-16 07:00:00,0.0,283.0,49.0,0.0,457.0,433.0
2019-01-16 08:00:00,0.0,284.0,51.0,0.0,440.0,427.0
2019-01-16 09:00:00,0.0,284.0,53.0,0.0,471.0,390.0
2019-01-16 10:00:00,0.0,282.0,48.0,0.0,509.0,372.0
2019-01-16 11:00:00,0.0,284.0,52.0,0.0,532.0,372.0
2019-01-16 12:00:00,0.0,282.0,49.0,0.0,537.0,345.0
2019-01-16 13:00:00,0.0,284.0,49.0,0.0,654.0,289.0
2019-01-16 14:00:00,0.0,283.0,49.0,0.0,772.0,366.0
2019-01-16 15:00:00,0.0,283.0,50.0,0.0,896.0,360.0
