UTC time,nat_gas,coal,solar,hydro,biomass,unknown,wind
2019-01-03 21:00,2871.0,1758.0,0.0,1677.0,330.0,22.0,2013.0
2019-01-03 22:00,2088.0,1758.0,0.0,1248.0,333.0,22.0,2168.0
2019-01-03 23:00,1692.0,1752.0,0.0,1143.0,335.0,22.0,2149.0
2019-01-04 00:00,1336.0,1554.0,0.0,621.0,332.0,23.0,2274.0
2019-01-04 01:00,1120.0,1393.0,0.0,376.0,326.0,23.0,2363.0
2019-01-04 02:00,1154.0,1402.0,0.0,308.0,328.0,24.0,2228.0
2019-01-04 03:00,1235.0,1455.0,0.0,398.0,326.0,24.0,1948.0
2019-01-04 04:00,1175.0,1541.0,0.0,320.0,326.0,24.0,1794.0
2019-01-04 05:00,1311.0,1545.0,0.0,304.0,328.0,23.0,1675.0
2019-01-04 06:00,1769.0,1724.0,0.0,548.0,325.0,21.0,1490.0
2019-01-04 07:00,2286.0,1756.0,0.0,698.0,323.0,20.0,1356.0
2019-01-04 08:00,3015.0,1756.0,39.0,1314.0,324.0,23.0,1202.0
2019-01-04 09:00,2968.0,1756.0,160.0,1460.0,328.0,23.0,1082.0
2019-01-04 10:00,2954.0,1756.0,258.0,1638.0,328.0,23.0,1052.0
2019-01-04 11:00,3000.0,1757.0,312.0,1652.0,331.0,24.0,908.0
2019-01-04 12:00,2969.0,1755.0,326.0,1181.0,333.0,24.0,808.0
2019-01-04 13:00,2814.0,1755.0,317.0,1249.0,333.0,24.0,780.0
2019-01-04 14:00,3014.0,1756.0,277.0,1234.0,332.0,23.0,590.0
2019-01-04 15:00,2982.0,1756.0,182.0,1177.0,330.0,24.0,553.0
2019-01-04 16:00,2915.0,1756.0,73.0,1377.0,327.0,23.0,618.0
2019-01-04 17:00,2872.0,1756.0,2.0,1948.0,330.0,26.0,791.0
2019-01-04 18:00,2913.0,1755.0,0.0,2091.0,339.0,32.0,978.0
2019-01-04 19:00,2863.0,1755.0,0.0,1852.0,336.0,33.0,1131.0
2019-01-04 20:00,2668.0,1756.0,0.0,1625.0,338.0,32.0,1178.0
2019-01-04 21:00,2609.0,1756.0,0.0,1541.0,335.0,31.0,1277.0
2019-01-04 22:00,2182.0,1755.0,0.0,1415.0,331.0,31.0,1308.0
2019-01-04 23:00,1857.0,1755.0,0.0,1296.0,328.0,31.0,1258.0
2019-01-05 00:00,1342.0,1755.0,0.0,650.0,334.0,31.0,1153.0
2019-01-05 01:00,1294.0,1755.0,0.0,407.0,334.0,33.0,1006.0
2019-01-05 02:00,1210.0,1659.0,0.0,291.0,331.0,33.0,1037.0
2019-01-05 03:00,1222.0,1632.0,0.0,299.0,335.0,32.0,979.0
2019-01-05 04:00,1198.0,1638.0,0.0,364.0,338.0,33.0,1012.0
2019-01-05 05:00,1185.0,1637.0,0.0,337.0,337.0,30.0,1177.0
2019-01-05 06:00,1319.0,1630.0,0.0,430.0,336.0,29.0,1379.0
2019-01-05 07:00,1501.0,1630.0,0.0,558.0,341.0,32.0,1537.0
2019-01-05 08:00,1781.0,1630.0,54.0,967.0,336.0,32.0,1674.0
2019-01-05 09:00,1787.0,1675.0,207.0,1292.0,339.0,31.0,1525.0
2019-01-05 10:00,2007.0,1709.0,314.0,1297.0,343.0,31.0,1300.0
2019-01-05 11:00,2059.0,1757.0,368.0,1117.0,344.0,32.0,981.0
2019-01-05 12:00,2056.0,1755.0,384.0,762.0,346.0,33.0,724.0
2019-01-05 13:00,1975.0,1756.0,378.0,784.0,345.0,33.0,541.0
2019-01-05 14:00,1847.0,1741.0,340.0,653.0,345.0,33.0,458.0
2019-01-05 15:00,1931.0,1708.0,254.0,669.0,341.0,32.0,457.0
2019-01-05 16:00,2086.0,1759.0,101.0,1368.0,343.0,32.0,593.0
2019-01-05 17:00,1985.0,1716.0,3.0,1735.0,344.0,33.0,775.0
2019-01-05 18:00,2160.0,1756.0,0.0,1868.0,337.0,33.0,781.0
2019-01-05 19:00,2203.0,1756.0,0.0,2009.0,341.0,34.0,809.0
2019-01-05 20:00,2070.0,1756.0,0.0,1572.0,339.0,33.0,891.0
2019-01-05 21:00,2016.0,1757.0,0.0,1376.0,341.0,33.0,1106.0
2019-01-05 22:00,1651.0,1757.0,0.0,821.0,335.0,34.0,1238.0
2019-01-05 23:00,1032.0,1483.0,0.0,641.0,333.0,33.0,1294.0
2019-01-06 00:00,619.0,1075.0,0.0,347.0,335.0,33.0,1382.0
2019-01-06 01:00,465.0,1000.0,0.0,248.0,332.0,33.0,1523.0
2019-01-06 02:00,465.0,947.0,0.0,205.0,334.0,34.0,1635.0
2019-01-06 03:00,462.0,958.0,0.0,156.0,332.0,34.0,1724.0
2019-01-06 04:00,460.0,962.0,0.0,159.0,332.0,33.0,1596.0
2019-01-06 05:00,460.0,960.0,0.0,157.0,329.0,32.0,1406.0
2019-01-06 06:00,459.0,954.0,0.0,196.0,331.0,30.0,1382.0
2019-01-06 07:00,458.0,950.0,0.0,271.0,334.0,31.0,1417.0
2019-01-06 08:00,462.0,964.0,57.0,413.0,337.0,33.0,1480.0
2019-01-06 09:00,546.0,1147.0,205.0,712.0,339.0,32.0,1474.0
2019-01-06 10:00,702.0,1188.0,308.0,841.0,338.0,32.0,1346.0
2019-01-06 11:00,692.0,1186.0,371.0,854.0,338.0,32.0,1246.0
2019-01-06 12:00,684.0,1188.0,384.0,924.0,335.0,33.0,1188.0
2019-01-06 13:00,715.0,1186.0,371.0,599.0,336.0,33.0,1171.0
2019-01-06 14:00,655.0,1175.0,334.0,603.0,339.0,32.0,1213.0
2019-01-06 15:00,664.0,1094.0,251.0,671.0,341.0,32.0,1181.0
2019-01-06 16:00,687.0,1187.0,104.0,712.0,337.0,32.0,1363.0
2019-01-06 17:00,705.0,1187.0,4.0,1171.0,338.0,32.0,1676.0
2019-01-06 18:00,770.0,1186.0,0.0,1355.0,337.0,32.0,1821.0
2019-01-06 19:00,769.0,1186.0,0.0,1345.0,335.0,32.0,1957.0
2019-01-06 20:00,772.0,1186.0,0.0,1427.0,331.0,32.0,2038.0
2019-01-06 21:00,771.0,1187.0,0.0,1340.0,331.0,32.0,2135.0
2019-01-06 22:00,773.0,1187.0,0.0,1038.0,332.0,32.0,2231.0
2019-01-06 23:00,603.0,1129.0,0.0,553.0,332.0,33.0,2289.0
2019-01-07 00:00,453.0,946.0,0.0,348.0,335.0,32.0,2270.0
2019-01-07 01:00,455.0,947.0,0.0,199.0,339.0,33.0,2336.0
2019-01-07 02:00,454.0,949.0,0.0,162.0,339.0,33.0,2374.0
2019-01-07 03:00,456.0,1008.0,0.0,185.0,333.0,33.0,2280.0
2019-01-07 04:00,542.0,1083.0,0.0,213.0,337.0,33.0,2178.0
2019-01-07 05:00,816.0,1214.0,0.0,262.0,337.0,31.0,2063.0
2019-01-07 06:00,1339.0,1572.0,0.0,699.0,337.0,31.0,1972.0
2019-01-07 07:00,1975.0,1733.0,0.0,906.0,335.0,32.0,1920.0
2019-01-07 08:00,2528.0,1758.0,58.0,1095.0,330.0,33.0,1825.0
2019-01-07 09:00,2618.0,1758.0,213.0,1300.0,334.0,32.0,1796.0
2019-01-07 10:00,2598.0,1757.0,322.0,1188.0,331.0,33.0,1658.0
2019-01-07 11:00,2648.0,1756.0,372.0,1192.0,336.0,36.0,1391.0
2019-01-07 12:00,2609.0,1756.0,384.0,1120.0,340.0,35.0,1089.0
2019-01-07 13:00,2628.0,1757.0,374.0,873.0,335.0,35.0,875.0
2019-01-07 14:00,2624.0,1756.0,338.0,883.0,338.0,35.0,776.0
2019-01-07 15:00,2639.0,1757.0,255.0,882.0,334.0,37.0,761.0
2019-01-07 16:00,2711.0,1756.0,107.0,789.0,325.0,36.0,951.0
2019-01-07 17:00,2698.0,1754.0,4.0,1632.0,332.0,36.0,1239.0
2019-01-07 18:00,2613.0,1755.0,0.0,1771.0,336.0,36.0,1500.0
2019-01-07 19:00,2577.0,1756.0,0.0,1480.0,341.0,36.0,1728.0
2019-01-07 20:00,2541.0,1757.0,0.0,1087.0,343.0,36.0,1926.0
2019-01-07 21:00,2209.0,1756.0,0.0,810.0,341.0,36.0,2008.0
2019-01-07 22:00,1889.0,1756.0,0.0,652.0,344.0,36.0,2015.0
2019-01-07 23:00,1378.0,1697.0,0.0,492.0,344.0,36.0,2108.0
2019-01-08 00:00,927.0,1463.0,0.0,406.0,344.0,36.0,2221.0
2019-01-08 01:00,894.0,1348.0,0.0,197.0,343.0,36.0,2308.0
2019-01-08 02:00,884.0,1279.0,0.0,196.0,343.0,36.0,2286.0
2019-01-08 03:00,890.0,1214.0,0.0,200.0,343.0,35.0,2275.0
2019-01-08 04:00,901.0,1207.0,0.0,211.0,339.0,36.0,2084.0
2019-01-08 05:00,1188.0,1366.0,0.0,263.0,328.0,35.0,1901.0
2019-01-08 06:00,1450.0,1665.0,0.0,412.0,313.0,33.0,1760.0
2019-01-08 07:00,2043.0,1757.0,0.0,718.0,312.0,35.0,1848.0
2019-01-08 08:00,2207.0,1756.0,62.0,1164.0,312.0,35.0,1910.0
2019-01-08 09:00,2371.0,1756.0,217.0,1325.0,304.0,36.0,1637.0
2019-01-08 10:00,2216.0,1756.0,319.0,1343.0,308.0,35.0,1410.0
2019-01-08 11:00,2173.0,1756.0,364.0,1286.0,307.0,33.0,1219.0
2019-01-08 12:00,2074.0,1689.0,375.0,1159.0,285.0,14.0,1020.0
2019-01-08 13:00,1950.0,1621.0,362.0,830.0,285.0,14.0,821.0
2019-01-08 14:00,2177.0,1543.0,327.0,906.0,286.0,14.0,655.0
2019-01-08 15:00,2157.0,1531.0,247.0,843.0,302.0,29.0,638.0
2019-01-08 16:00,2224.0,1609.0,105.0,1172.0,305.0,30.0,737.0
2019-01-08 17:00,2271.0,1543.0,4.0,1598.0,312.0,36.0,806.0
2019-01-08 18:00,2263.0,1729.0,0.0,1670.0,315.0,36.0,938.0
2019-01-08 19:00,2392.0,1756.0,0.0,1506.0,316.0,36.0,1175.0
2019-01-08 20:00,2244.0,1756.0,0.0,1376.0,313.0,36.0,1381.0
2019-01-08 21:00,2186.0,1756.0,0.0,942.0,308.0,36.0,1497.0
2019-01-08 22:00,1785.0,1756.0,0.0,729.0,306.0,35.0,1584.0
2019-01-08 23:00,1368.0,1597.0,0.0,411.0,308.0,35.0,1514.0
2019-01-09 00:00,1011.0,1309.0,0.0,163.0,304.0,34.0,1438.0
2019-01-09 01:00,934.0,1264.0,0.0,138.0,294.0,35.0,1468.0
2019-01-09 02:00,934.0,1187.0,0.0,140.0,292.0,34.0,1582.0
2019-01-09 03:00,961.0,1176.0,0.0,140.0,290.0,35.0,1491.0
2019-01-09 04:00,981.0,1293.0,0.0,150.0,285.0,34.0,1315.0
2019-01-09 05:00,1086.0,1432.0,0.0,154.0,285.0,33.0,1165.0
2019-01-09 06:00,1467.0,1752.0,0.0,631.0,278.0,30.0,1080.0
2019-01-09 07:00,2112.0,1758.0,0.0,1264.0,267.0,27.0,1165.0
2019-01-09 08:00,2197.0,1758.0,58.0,1169.0,265.0,31.0,1301.0
2019-01-09 09:00,2200.0,1759.0,207.0,1317.0,256.0,32.0,1376.0
2019-01-09 10:00,2133.0,1637.0,308.0,1276.0,256.0,34.0,1155.0
2019-01-09 11:00,2142.0,1561.0,356.0,1083.0,252.0,35.0,900.0
2019-01-09 12:00,2121.0,1499.0,363.0,969.0,255.0,36.0,702.0
2019-01-09 13:00,2095.0,1425.0,362.0,785.0,260.0,36.0,667.0
2019-01-09 14:00,2129.0,1444.0,328.0,925.0,260.0,36.0,674.0
2019-01-09 15:00,2019.0,1568.0,249.0,737.0,269.0,37.0,739.0
2019-01-09 16:00,2293.0,1657.0,107.0,1123.0,274.0,36.0,896.0
2019-01-09 17:00,2222.0,1700.0,4.0,1134.0,277.0,36.0,1189.0
2019-01-09 18:00,2208.0,1757.0,0.0,1093.0,279.0,35.0,1406.0
2019-01-09 19:00,2250.0,1758.0,0.0,711.0,269.0,37.0,1614.0
2019-01-09 20:00,2273.0,1758.0,0.0,626.0,273.0,37.0,1842.0
2019-01-09 21:00,1833.0,1757.0,0.0,527.0,280.0,36.0,2130.0
2019-01-09 22:00,1203.0,1620.0,0.0,399.0,278.0,36.0,2443.0
2019-01-09 23:00,1108.0,1504.0,0.0,270.0,272.0,35.0,2821.0
2019-01-10 00:00,919.0,1163.0,0.0,76.0,270.0,35.0,2845.0
2019-01-10 01:00,930.0,1273.0,0.0,141.0,273.0,35.0,2720.0
2019-01-10 02:00,892.0,1077.0,0.0,85.0,273.0,35.0,2884.0
2019-01-10 03:00,902.0,986.0,0.0,87.0,281.0,36.0,2902.0
2019-01-10 04:00,885.0,1384.0,0.0,100.0,281.0,35.0,2859.0
2019-01-10 05:00,1119.0,1737.0,0.0,419.0,279.0,36.0,2879.0
2019-01-10 06:00,1557.0,1756.0,0.0,647.0,280.0,36.0,2945.0
2019-01-10 07:00,2274.0,1757.0,0.0,865.0,281.0,36.0,2998.0
2019-01-10 08:00,2666.0,1758.0,57.0,1130.0,265.0,36.0,3099.0
2019-01-10 09:00,2669.0,1758.0,201.0,1242.0,264.0,35.0,3042.0
2019-01-10 10:00,2616.0,1757.0,293.0,1183.0,269.0,36.0,2934.0
2019-01-10 11:00,2647.0,1757.0,354.0,1064.0,273.0,36.0,2919.0
2019-01-10 12:00,2659.0,1751.0,379.0,1025.0,277.0,37.0,2703.0
2019-01-10 13:00,2672.0,1754.0,371.0,703.0,281.0,37.0,2442.0
2019-01-10 14:00,2493.0,1747.0,335.0,779.0,283.0,37.0,2481.0
2019-01-10 15:00,2360.0,1634.0,251.0,840.0,282.0,37.0,2576.0
2019-01-10 16:00,2376.0,1720.0,107.0,1376.0,284.0,36.0,2562.0
2019-01-10 17:00,2596.0,1729.0,5.0,1394.0,284.0,36.0,2712.0
2019-01-10 18:00,2840.0,1756.0,0.0,1947.0,285.0,36.0,2878.0
2019-01-10 19:00,2765.0,1754.0,0.0,2126.0,287.0,36.0,3046.0
2019-01-10 20:00,2522.0,1754.0,0.0,1206.0,276.0,36.0,2973.0
2019-01-10 21:00,2340.0,1754.0,0.0,846.0,275.0,36.0,3097.0
2019-01-10 22:00,2105.0,1754.0,0.0,547.0,278.0,36.0,3174.0
2019-01-10 23:00,1400.0,1754.0,0.0,647.0,293.0,36.0,3252.0
2019-01-11 00:00,957.0,1694.0,0.0,638.0,298.0,36.0,3267.0
2019-01-11 01:00,938.0,1620.0,0.0,220.0,308.0,36.0,3334.0
2019-01-11 02:00,933.0,1447.0,0.0,76.0,301.0,36.0,3552.0
2019-01-11 03:00,963.0,1250.0,0.0,82.0,308.0,36.0,3705.0
2019-01-11 04:00,964.0,1298.0,0.0,148.0,297.0,36.0,3636.0
2019-01-11 05:00,1085.0,1579.0,0.0,362.0,295.0,36.0,3614.0
2019-01-11 06:00,1703.0,1698.0,0.0,615.0,303.0,36.0,3566.0
2019-01-11 07:00,2685.0,1699.0,0.0,1191.0,310.0,36.0,3403.0
2019-01-11 08:00,2757.0,1699.0,63.0,1740.0,308.0,36.0,3301.0
2019-01-11 09:00,2751.0,1699.0,219.0,1674.0,319.0,36.0,3083.0
2019-01-11 10:00,2688.0,1699.0,320.0,1416.0,322.0,36.0,2777.0
2019-01-11 11:00,2736.0,1700.0,367.0,1085.0,318.0,36.0,2378.0
2019-01-11 12:00,2605.0,1697.0,386.0,922.0,326.0,36.0,2000.0
2019-01-11 13:00,2588.0,1735.0,378.0,906.0,325.0,36.0,1661.0
2019-01-11 14:00,2614.0,1751.0,345.0,913.0,323.0,35.0,1475.0
2019-01-11 15:00,2570.0,1753.0,266.0,823.0,319.0,34.0,1410.0
2019-01-11 16:00,2563.0,1754.0,119.0,882.0,318.0,33.0,1533.0
2019-01-11 17:00,2658.0,1756.0,6.0,1229.0,321.0,33.0,1771.0
2019-01-11 18:00,2705.0,1757.0,0.0,1652.0,328.0,34.0,2040.0
2019-01-11 19:00,2706.0,1757.0,0.0,1207.0,334.0,34.0,2264.0
2019-01-11 20:00,2682.0,1757.0,0.0,1084.0,337.0,33.0,2434.0
2019-01-11 21:00,2232.0,1757.0,0.0,1041.0,335.0,33.0,2600.0
2019-01-11 22:00,1883.0,1758.0,0.0,766.0,334.0,34.0,2666.0
2019-01-11 23:00,1445.0,1679.0,0.0,419.0,331.0,33.0,2798.0
2019-01-12 00:00,932.0,1479.0,0.0,226.0,330.0,33.0,2835.0
2019-01-12 01:00,921.0,1173.0,0.0,73.0,324.0,34.0,2819.0
2019-01-12 02:00,921.0,1144.0,0.0,74.0,324.0,34.0,2805.0
2019-01-12 03:00,896.0,1169.0,0.0,77.0,327.0,34.0,2701.0
2019-01-12 04:00,888.0,1157.0,0.0,81.0,327.0,34.0,2622.0
2019-01-12 05:00,890.0,1170.0,0.0,79.0,321.0,34.0,2415.0
2019-01-12 06:00,1007.0,1250.0,0.0,73.0,323.0,33.0,2345.0
2019-01-12 07:00,1329.0,1574.0,0.0,196.0,329.0,33.0,2373.0
2019-01-12 08:00,1496.0,1684.0,64.0,599.0,337.0,34.0,2366.0
2019-01-12 09:00,1689.0,1757.0,225.0,799.0,338.0,33.0,2122.0
2019-01-12 10:00,1839.0,1756.0,330.0,832.0,337.0,34.0,1654.0
2019-01-12 11:00,1902.0,1756.0,376.0,683.0,331.0,34.0,1154.0
2019-01-12 12:00,1938.0,1754.0,390.0,760.0,332.0,34.0,777.0
2019-01-12 13:00,1776.0,1715.0,381.0,453.0,323.0,34.0,672.0
2019-01-12 14:00,1684.0,1643.0,346.0,210.0,322.0,34.0,548.0
2019-01-12 15:00,1683.0,1651.0,267.0,143.0,323.0,34.0,522.0
2019-01-12 16:00,1689.0,1610.0,121.0,127.0,326.0,35.0,637.0
2019-01-12 17:00,1742.0,1700.0,6.0,243.0,327.0,34.0,971.0
2019-01-12 18:00,1782.0,1755.0,0.0,439.0,323.0,33.0,1437.0
2019-01-12 19:00,1788.0,1756.0,0.0,735.0,322.0,34.0,1736.0
2019-01-12 20:00,1817.0,1756.0,0.0,607.0,321.0,34.0,1982.0
2019-01-12 21:00,1731.0,1756.0,0.0,564.0,322.0,34.0,2115.0
2019-01-12 22:00,1529.0,1756.0,0.0,643.0,322.0,34.0,2206.0
2019-01-12 23:00,1247.0,1325.0,0.0,373.0,325.0,34.0,2375.0
2019-01-13 00:00,864.0,958.0,0.0,67.0,326.0,34.0,2460.0
2019-01-13 01:00,713.0,955.0,0.0,62.0,324.0,34.0,2316.0
2019-01-13 02:00,681.0,944.0,0.0,61.0,325.0,33.0,2340.0
2019-01-13 03:00,718.0,958.0,0.0,68.0,322.0,34.0,2376.0
2019-01-13 04:00,781.0,978.0,0.0,71.0,320.0,34.0,2087.0
2019-01-13 05:00,747.0,963.0,0.0,66.0,320.0,32.0,1854.0
2019-01-13 06:00,765.0,963.0,0.0,67.0,323.0,33.0,1752.0
2019-01-13 07:00,723.0,954.0,0.0,189.0,329.0,33.0,1660.0
2019-01-13 08:00,863.0,972.0,66.0,300.0,319.0,33.0,1597.0
2019-01-13 09:00,1098.0,1087.0,224.0,461.0,320.0,34.0,1473.0
2019-01-13 10:00,1287.0,1122.0,329.0,472.0,314.0,32.0,1216.0
2019-01-13 11:00,1288.0,1188.0,375.0,571.0,318.0,34.0,844.0
2019-01-13 12:00,1342.0,1186.0,386.0,580.0,313.0,34.0,523.0
2019-01-13 13:00,1241.0,1186.0,378.0,528.0,317.0,34.0,366.0
2019-01-13 14:00,1313.0,1186.0,344.0,462.0,313.0,34.0,261.0
2019-01-13 15:00,1238.0,1185.0,269.0,422.0,303.0,34.0,244.0
2019-01-13 16:00,1240.0,1185.0,125.0,455.0,300.0,33.0,293.0
2019-01-13 17:00,1165.0,1186.0,7.0,749.0,304.0,34.0,456.0
2019-01-13 18:00,1199.0,1185.0,0.0,1027.0,304.0,33.0,524.0
2019-01-13 19:00,1361.0,1186.0,0.0,1272.0,300.0,33.0,542.0
2019-01-13 20:00,1461.0,1186.0,0.0,1234.0,302.0,33.0,710.0
2019-01-13 21:00,1329.0,1186.0,0.0,1096.0,305.0,34.0,812.0
2019-01-13 22:00,1362.0,1185.0,0.0,1041.0,303.0,33.0,748.0
2019-01-13 23:00,1037.0,1186.0,0.0,723.0,305.0,34.0,738.0
2019-01-14 00:00,778.0,1189.0,0.0,536.0,302.0,34.0,653.0
2019-01-14 01:00,759.0,1196.0,0.0,448.0,299.0,34.0,533.0
2019-01-14 02:00,768.0,1200.0,0.0,278.0,301.0,34.0,469.0
2019-01-14 03:00,677.0,1230.0,0.0,224.0,303.0,34.0,481.0
2019-01-14 04:00,722.0,1313.0,0.0,244.0,304.0,35.0,449.0
2019-01-14 05:00,864.0,1445.0,0.0,251.0,303.0,34.0,452.0
2019-01-14 06:00,1526.0,1574.0,0.0,608.0,305.0,34.0,484.0
2019-01-14 07:00,2261.0,1740.0,0.0,778.0,305.0,34.0,444.0
2019-01-14 08:00,2470.0,1754.0,64.0,839.0,303.0,34.0,398.0
2019-01-14 09:00,2455.0,1754.0,220.0,860.0,297.0,36.0,293.0
2019-01-14 10:00,2468.0,1753.0,318.0,944.0,295.0,34.0,198.0
2019-01-14 11:00,2478.0,1755.0,364.0,1009.0,311.0,35.0,125.0
2019-01-14 12:00,2502.0,1755.0,380.0,937.0,321.0,35.0,109.0
2019-01-14 13:00,2407.0,1755.0,374.0,811.0,316.0,36.0,111.0
2019-01-14 14:00,2422.0,1756.0,341.0,621.0,314.0,35.0,108.0
2019-01-14 15:00,2544.0,1754.0,264.0,462.0,328.0,36.0,122.0
2019-01-14 16:00,2582.0,1754.0,123.0,627.0,324.0,36.0,155.0
2019-01-14 17:00,2585.0,1754.0,7.0,1291.0,323.0,36.0,276.0
2019-01-14 18:00,2720.0,1755.0,0.0,1710.0,321.0,36.0,483.0
2019-01-14 19:00,2558.0,1756.0,0.0,1565.0,317.0,37.0,715.0
2019-01-14 20:00,2662.0,1756.0,0.0,1449.0,314.0,37.0,936.0
2019-01-14 21:00,2282.0,1756.0,0.0,1007.0,315.0,37.0,1137.0
