,UTC time,carbon_intensity,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
70,2019-01-03 22:00:00,213.55,4036.0,3481.0,0.0,33.0,0.0,0.0,614.0,692.0
71,2019-01-03 23:00:00,213.18,3918.0,3456.0,0.0,31.0,0.0,0.0,612.0,717.0
72,2019-01-04 00:00:00,214.94,3883.0,3477.0,0.0,25.0,0.0,0.0,626.0,792.0
73,2019-01-04 01:00:00,210.95,3738.0,3509.0,0.0,23.0,0.0,0.0,629.0,778.0
74,2019-01-04 02:00:00,207.65,3609.0,3533.0,0.0,22.0,0.0,0.0,627.0,769.0
75,2019-01-04 03:00:00,207.46,3647.0,3564.0,0.0,26.0,0.0,0.0,628.0,768.0
76,2019-01-04 04:00:00,208.18,3712.0,3594.0,0.0,32.0,0.0,0.0,625.0,775.0
77,2019-01-04 05:00:00,215.14,4127.0,3613.0,0.0,31.0,0.0,0.0,638.0,784.0
78,2019-01-04 06:00:00,225.76,4714.0,3616.0,0.0,25.0,0.0,0.0,647.0,825.0
79,2019-01-04 07:00:00,228.15,4810.0,3611.0,0.0,21.0,0.0,0.0,643.0,845.0
80,2019-01-04 08:00:00,226.2,4776.0,3608.0,0.0,25.0,56.0,0.0,644.0,841.0
81,2019-01-04 09:00:00,223.11,4738.0,3608.0,0.0,30.0,163.0,0.0,645.0,841.0
82,2019-01-04 10:00:00,223.45,4803.0,3608.0,0.0,33.0,224.0,0.0,641.0,862.0
83,2019-01-04 11:00:00,224.68,4785.0,3610.0,0.0,35.0,169.0,0.0,639.0,871.0
84,2019-01-04 12:00:00,226.99,4841.0,3605.0,0.0,35.0,115.0,0.0,641.0,878.0
85,2019-01-04 13:00:00,232.2,5170.0,3609.0,0.0,31.0,74.0,0.0,649.0,877.0
86,2019-01-04 14:00:00,235.05,5301.0,3610.0,0.0,22.0,28.0,0.0,646.0,873.0
87,2019-01-04 15:00:00,236.14,5331.0,3612.0,0.0,14.0,4.0,0.0,649.0,876.0
88,2019-01-04 16:00:00,235.28,5291.0,3631.0,0.0,16.0,0.0,0.0,646.0,875.0
89,2019-01-04 17:00:00,234.2,5278.0,3642.0,0.0,24.0,0.0,0.0,656.0,867.0
90,2019-01-04 18:00:00,231.62,5131.0,3643.0,0.0,33.0,0.0,0.0,657.0,855.0
91,2019-01-04 19:00:00,227.4,4969.0,3662.0,0.0,38.0,0.0,0.0,642.0,802.0
92,2019-01-04 20:00:00,221.19,4536.0,3669.0,0.0,34.0,0.0,0.0,633.0,803.0
93,2019-01-04 21:00:00,217.21,4327.0,3667.0,0.0,32.0,0.0,0.0,631.0,781.0
94,2019-01-04 22:00:00,214.22,4129.0,3668.0,0.0,30.0,0.0,0.0,625.0,784.0
95,2019-01-04 23:00:00,197.93,3281.0,3689.0,0.0,27.0,0.0,0.0,628.0,783.0
96,2019-01-05 00:00:00,190.4,2908.0,3701.0,0.0,24.0,0.0,0.0,632.0,799.0
97,2019-01-05 01:00:00,190.13,2866.0,3700.0,0.0,19.0,0.0,0.0,632.0,810.0
98,2019-01-05 02:00:00,190.43,2961.0,3704.0,0.0,12.0,0.0,0.0,627.0,768.0
99,2019-01-05 03:00:00,189.65,2834.0,3703.0,0.0,13.0,0.0,0.0,625.0,810.0
100,2019-01-05 04:00:00,190.0,2874.0,3714.0,0.0,15.0,0.0,0.0,627.0,806.0
101,2019-01-05 05:00:00,188.22,2851.0,3731.0,0.0,19.0,0.0,0.0,633.0,793.0
102,2019-01-05 06:00:00,186.96,2853.0,3733.0,0.0,28.0,0.0,0.0,647.0,778.0
103,2019-01-05 07:00:00,185.79,2844.0,3732.0,0.0,30.0,0.0,0.0,652.0,761.0
104,2019-01-05 08:00:00,189.79,2976.0,3729.0,0.0,32.0,15.0,0.0,649.0,788.0
105,2019-01-05 09:00:00,195.24,3166.0,3730.0,0.0,32.0,44.0,0.0,646.0,832.0
106,2019-01-05 10:00:00,198.04,3266.0,3732.0,0.0,31.0,59.0,0.0,645.0,857.0
107,2019-01-05 11:00:00,196.74,3218.0,3737.0,0.0,30.0,80.0,0.0,650.0,865.0
108,2019-01-05 12:00:00,195.11,3161.0,3737.0,0.0,25.0,79.0,30.3333333333333,654.0,869.0
109,2019-01-05 13:00:00,196.12,3185.0,3738.0,0.0,23.0,60.0,15.1666666666667,657.0,864.0
110,2019-01-05 14:00:00,197.89,3213.0,3741.0,0.0,28.0,26.0,7.58333333333333,642.0,866.0
111,2019-01-05 15:00:00,196.43,3158.0,3764.0,0.0,30.0,2.0,3.79166666666667,646.0,859.0
112,2019-01-05 16:00:00,195.02,3180.0,3772.0,0.0,30.0,0.0,1.89583333333333,641.0,817.0
113,2019-01-05 17:00:00,191.85,3151.0,3771.0,0.0,29.0,0.0,0.947916666666667,639.0,758.0
114,2019-01-05 18:00:00,190.8,3215.0,3782.0,0.0,29.0,0.0,0.473958333333333,644.0,713.0
115,2019-01-05 19:00:00,187.05,3026.0,3807.0,0.0,29.0,0.0,0.236979166666667,619.0,721.0
116,2019-01-05 20:00:00,185.29,2935.0,3808.0,0.0,28.0,0.0,0.118489583333333,602.0,719.0
117,2019-01-05 21:00:00,182.39,2891.0,3808.0,0.0,28.0,0.0,0.0592447916666666,597.0,678.0
118,2019-01-05 22:00:00,178.98,2615.0,3809.0,0.0,28.0,0.0,0.0296223958333333,611.0,749.0
119,2019-01-05 23:00:00,162.01,2041.0,3808.0,0.0,29.0,0.0,0.0148111979166666,621.0,721.0
120,2019-01-06 00:00:00,157.63,1919.0,3808.0,0.0,29.0,0.0,0.0074055989583333,615.0,705.0
121,2019-01-06 01:00:00,160.14,2038.0,3810.0,0.0,29.0,0.0,0.0037027994791666,609.0,686.0
122,2019-01-06 02:00:00,161.14,2094.0,3813.0,0.0,30.0,0.0,0.0018513997395833,610.0,677.0
123,2019-01-06 03:00:00,158.51,1990.0,3827.0,0.0,29.0,0.0,0.0009256998697916,612.0,690.0
124,2019-01-06 04:00:00,158.94,1991.0,3845.0,0.0,28.0,0.0,0.0004628499348958,611.0,703.0
125,2019-01-06 05:00:00,164.09,2102.0,3851.0,0.0,27.0,0.0,0.0002314249674479,608.0,738.0
126,2019-01-06 06:00:00,165.25,2087.0,3851.0,0.0,27.0,0.0,0.0001157124837239,607.0,766.0
127,2019-01-06 07:00:00,173.66,2339.0,3853.0,0.0,26.0,0.0,5.78562418619792e-05,605.0,796.0
128,2019-01-06 08:00:00,174.6,2405.0,3875.0,0.0,25.0,24.0,2.89281209309896e-05,600.0,799.0
129,2019-01-06 09:00:00,181.93,2717.0,3883.0,0.0,26.0,69.0,1.44640604654948e-05,609.0,823.0
130,2019-01-06 10:00:00,185.27,2891.0,3882.0,0.0,28.0,108.0,7.2320302327474e-06,617.0,833.0
131,2019-01-06 11:00:00,184.01,2867.0,3883.0,0.0,29.0,121.0,30.3333357440101,613.0,837.0
132,2019-01-06 12:00:00,184.46,2904.0,3882.0,0.0,29.0,117.0,91.0,612.0,855.0
133,2019-01-06 13:00:00,188.06,2974.0,3882.0,0.0,28.0,83.0,53.0833333333333,609.0,864.0
134,2019-01-06 14:00:00,188.69,2948.0,3883.0,0.0,28.0,40.0,30.3333333333333,612.0,860.0
135,2019-01-06 15:00:00,189.16,2917.0,3883.0,0.0,28.0,5.0,17.0625,610.0,860.0
136,2019-01-06 16:00:00,187.33,2876.0,3882.0,0.0,28.0,0.0,9.47916666666667,611.0,834.0
137,2019-01-06 17:00:00,185.8,2911.0,3896.0,0.0,28.0,0.0,5.21354166666667,620.0,794.0
138,2019-01-06 18:00:00,182.97,2892.0,3908.0,0.0,28.0,0.0,2.84375,622.0,749.0
139,2019-01-06 19:00:00,184.28,2923.0,3909.0,0.0,27.0,0.0,1.54036458333333,628.0,764.0
140,2019-01-06 20:00:00,183.0,2909.0,3908.0,0.0,28.0,0.0,0.829427083333333,625.0,742.0
141,2019-01-06 21:00:00,180.44,2793.0,3906.0,0.0,28.0,0.0,0.4443359375,622.0,742.0
142,2019-01-06 22:00:00,182.44,2852.0,3905.0,0.0,28.0,0.0,0.236979166666667,619.0,753.0
143,2019-01-06 23:00:00,169.95,2510.0,3906.0,0.0,29.0,0.0,0.125895182291667,621.0,672.0
144,2019-01-07 00:00:00,168.06,2465.0,3907.0,0.0,30.0,0.0,0.0666503906249999,618.0,658.0
145,2019-01-07 01:00:00,165.43,2408.0,3935.0,0.0,31.0,0.0,0.0351765950520833,621.0,650.0
146,2019-01-07 02:00:00,166.13,2426.0,3950.0,0.0,31.0,0.0,0.0185139973958333,618.0,659.0
147,2019-01-07 03:00:00,166.72,2397.0,3949.0,0.0,30.0,0.0,0.0097198486328125,604.0,678.0
148,2019-01-07 04:00:00,173.03,2631.0,3963.0,0.0,30.0,0.0,0.0050913492838541,612.0,693.0
149,2019-01-07 05:00:00,187.75,3244.0,3986.0,0.0,29.0,0.0,0.002661387125651,617.0,719.0
150,2019-01-07 06:00:00,203.82,3890.0,3987.0,0.0,28.0,0.0,0.0013885498046875,617.0,802.0
151,2019-01-07 07:00:00,209.71,4185.0,3987.0,0.0,28.0,0.0,0.0007232030232747,626.0,828.0
152,2019-01-07 08:00:00,208.97,4173.0,3992.0,0.0,28.0,29.0,0.0003760655721028,624.0,832.0
153,2019-01-07 09:00:00,203.86,4027.0,4010.0,0.0,28.0,83.0,0.0001952648162841,623.0,803.0
154,2019-01-07 10:00:00,204.41,4083.0,4011.0,0.0,28.0,125.0,0.0001012484232584,621.0,815.0
155,2019-01-07 11:00:00,205.15,4077.0,4011.0,0.0,27.0,152.0,15.1667184962167,589.0,842.0
156,2019-01-07 12:00:00,201.57,3905.0,4009.0,0.0,24.0,177.0,53.0833592481083,560.0,842.0
157,2019-01-07 13:00:00,201.32,3799.0,4007.0,0.0,24.0,114.0,53.0833462907208,559.0,848.0
158,2019-01-07 14:00:00,203.42,3810.0,4007.0,0.0,25.0,45.0,41.7083398120271,552.0,849.0
159,2019-01-07 15:00:00,203.66,3780.0,4011.0,0.0,27.0,4.0,29.3854199060135,555.0,844.0
160,2019-01-07 16:00:00,204.97,3841.0,4012.0,0.0,25.0,0.0,19.4322932863401,558.0,843.0
161,2019-01-07 17:00:00,202.59,3782.0,4020.0,0.0,23.0,0.0,12.3229174765034,559.0,810.0
162,2019-01-07 18:00:00,197.51,3638.0,4043.0,0.0,22.0,0.0,7.58333373825169,563.0,763.0
163,2019-01-07 19:00:00,187.7,3285.0,4049.0,0.0,23.0,0.0,4.56184916079251,542.0,692.0
164,2019-01-07 20:00:00,182.2,2960.0,4051.0,0.0,24.0,0.0,2.69563812206292,532.0,723.0
165,2019-01-07 21:00:00,181.89,2930.0,4055.0,0.0,25.0,0.0,1.56998702978146,535.0,734.0
166,2019-01-07 22:00:00,175.42,2697.0,4055.0,0.0,24.0,0.0,0.903483098224064,531.0,711.0
167,2019-01-07 23:00:00,165.1,2319.0,4052.0,0.0,24.0,0.0,0.514689140257865,532.0,697.0
168,2019-01-08 00:00:00,162.21,2240.0,4055.0,0.0,22.0,0.0,0.290669765441433,533.0,684.0
169,2019-01-08 01:00:00,163.35,2288.0,4063.0,0.0,24.0,0.0,0.162923180246758,526.0,682.0
170,2019-01-08 02:00:00,162.38,2268.0,4071.0,0.0,32.0,0.0,0.0907185888212956,530.0,682.0
171,2019-01-08 03:00:00,163.22,2323.0,4072.0,0.0,38.0,0.0,0.050219218727054,531.0,673.0
172,2019-01-08 04:00:00,169.91,2543.0,4072.0,0.0,32.0,0.0,0.0276552840054541,531.0,688.0
173,2019-01-08 05:00:00,188.36,3239.0,4073.0,0.0,20.0,0.0,0.0151583355655525,531.0,731.0
174,2019-01-08 06:00:00,198.09,3599.0,4074.0,0.0,11.0,0.0,0.00827344268512,532.0,785.0
175,2019-01-08 07:00:00,201.88,3749.0,4071.0,0.0,12.0,0.0,0.0044983228541973,538.0,811.0
176,2019-01-08 08:00:00,200.02,3783.0,4071.0,0.0,15.0,64.0,0.0024371942131501,546.0,790.0
177,2019-01-08 09:00:00,196.81,3775.0,4072.0,0.0,22.0,213.0,0.0013162295147171,552.0,800.0
178,2019-01-08 10:00:00,192.11,3693.0,4073.0,0.0,28.0,377.0,0.0007087389689878,542.0,803.0
179,2019-01-08 11:00:00,184.84,3428.0,4075.0,0.0,30.0,411.0,7.58371361759283,546.0,775.0
180,2019-01-08 12:00:00,187.73,3591.0,4082.0,0.0,30.0,357.0,30.3335364328506,551.0,758.0
181,2019-01-08 13:00:00,190.92,3649.0,4082.0,0.0,31.0,278.0,41.7084413617857,547.0,774.0
182,2019-01-08 14:00:00,193.26,3612.0,4080.0,0.0,32.0,145.0,41.7083905869064,549.0,782.0
183,2019-01-08 15:00:00,197.75,3684.0,4082.0,0.0,31.0,30.0,35.54690524646,549.0,796.0
184,2019-01-08 16:00:00,196.15,3540.0,4082.0,0.0,29.0,0.0,27.4895992664,548.0,802.0
185,2019-01-08 17:00:00,192.84,3430.0,4081.0,0.0,28.0,0.0,19.9062583714517,548.0,770.0
186,2019-01-08 18:00:00,193.41,3428.0,4081.0,0.0,26.0,0.0,13.7447960548517,548.0,780.0
187,2019-01-08 19:00:00,187.5,3129.0,4079.0,0.0,28.0,0.0,9.15332260782211,531.0,775.0
188,2019-01-08 20:00:00,185.35,3015.0,4081.0,0.0,28.0,0.0,5.92448036494252,520.0,776.0
189,2019-01-08 21:00:00,181.58,2956.0,4083.0,0.0,29.0,0.0,3.74723369736199,529.0,728.0
190,2019-01-08 22:00:00,181.4,2906.0,4082.0,0.0,30.0,0.0,2.32535839779303,528.0,747.0
191,2019-01-08 23:00:00,174.8,2613.0,4081.0,0.0,31.0,0.0,1.42002376902545,526.0,752.0
192,2019-01-09 00:00:00,171.01,2467.0,4082.0,0.0,35.0,0.0,0.855346767233439,527.0,751.0
193,2019-01-09 01:00:00,166.24,2346.0,4086.0,0.0,36.0,0.0,0.509134973740099,521.0,719.0
194,2019-01-09 02:00:00,166.45,2357.0,4085.0,0.0,32.0,0.0,0.299926781280697,525.0,717.0
195,2019-01-09 03:00:00,166.94,2357.0,4086.0,0.0,24.0,0.0,0.175073000003876,529.0,725.0
196,2019-01-09 04:00:00,175.82,2696.0,4086.0,0.0,15.0,0.0,0.101364142004665,536.0,731.0
197,2019-01-09 05:00:00,185.93,3063.0,4086.0,0.0,17.0,0.0,0.0582612387851087,551.0,775.0
198,2019-01-09 06:00:00,202.98,3783.0,4086.0,0.0,23.0,0.0,0.0332673407351143,556.0,847.0
199,2019-01-09 07:00:00,208.71,4112.0,4083.0,0.0,34.0,0.0,43.6792552211964,565.0,882.0
200,2019-01-09 08:00:00,210.12,4301.0,4082.0,0.0,38.0,73.0,21.8408462077048,593.0,884.0
201,2019-01-09 09:00:00,206.82,4328.0,4076.0,0.0,34.0,265.0,10.9210812186098,606.0,886.0
202,2019-01-09 10:00:00,198.66,4242.0,4084.0,0.0,25.0,602.0,5.46089497878937,613.0,882.0
203,2019-01-09 11:00:00,190.45,3951.0,4088.0,0.0,16.0,767.0,6.5223042981911,612.0,874.0
204,2019-01-09 12:00:00,189.57,3991.0,4084.0,0.0,19.0,727.0,18.4279203655208,611.0,817.0
205,2019-01-09 13:00:00,193.13,3998.0,4080.0,0.0,27.0,516.0,30.0681808636533,616.0,813.0
206,2019-01-09 14:00:00,197.39,3970.0,4084.0,0.0,34.0,256.0,35.8882857252798,621.0,815.0
207,2019-01-09 15:00:00,199.44,3860.0,4087.0,0.0,37.0,55.0,35.7175954858699,619.0,814.0
208,2019-01-09 16:00:00,206.62,4210.0,4090.0,0.0,36.0,0.0,31.603597376135,621.0,813.0
209,2019-01-09 17:00:00,209.14,4314.0,4093.0,0.0,33.0,0.0,25.7549278737933,622.0,832.0
210,2019-01-09 18:00:00,200.99,3849.0,4092.0,0.0,27.0,0.0,19.7498619643225,633.0,825.0
211,2019-01-09 19:00:00,197.69,3702.0,4091.0,0.0,27.0,0.0,14.4515922860723,642.0,811.0
212,2019-01-09 20:00:00,197.24,3727.0,4090.0,0.0,27.0,0.0,10.1880363255074,616.0,772.0
213,2019-01-09 21:00:00,194.98,3611.0,4090.0,0.0,29.0,0.0,6.9676350114347,612.0,768.0
214,2019-01-09 22:00:00,183.16,3148.0,4090.0,0.0,30.0,0.0,4.64649670461386,612.0,713.0
215,2019-01-09 23:00:00,185.11,3175.0,4091.0,0.0,30.0,0.0,3.03326023681965,612.0,743.0
216,2019-01-10 00:00:00,180.97,2980.0,4092.0,0.0,31.0,0.0,1.94430350202655,610.0,745.0
217,2019-01-10 01:00:00,182.32,2991.0,4091.0,0.0,34.0,0.0,1.22671923788332,609.0,769.0
218,2019-01-10 02:00:00,185.06,3106.0,4092.0,0.0,33.0,0.0,0.76332300958201,609.0,774.0
219,2019-01-10 03:00:00,184.64,3087.0,4093.0,0.0,36.0,0.0,0.469198004792943,610.0,776.0
220,2019-01-10 04:00:00,193.69,3510.0,4093.0,0.0,39.0,0.0,0.285281073398804,614.0,788.0
221,2019-01-10 05:00:00,203.62,3971.0,4093.0,0.0,39.0,0.0,0.171771156091956,608.0,820.0
222,2019-01-10 06:00:00,209.35,4268.0,4090.0,0.0,34.0,0.0,43.7350128322757,627.0,870.0
223,2019-01-10 07:00:00,211.59,4506.0,4088.0,0.0,25.0,0.0,131.0,634.0,876.0
224,2019-01-10 08:00:00,215.44,4746.0,4090.0,0.0,18.0,43.0,76.4204231038524,638.0,875.0
225,2019-01-10 09:00:00,214.9,4793.0,4093.0,0.0,15.0,120.0,43.6707521612311,637.0,865.0
226,2019-01-10 10:00:00,213.47,4754.0,4092.0,0.0,20.0,184.0,24.5658235700102,642.0,872.0
227,2019-01-10 11:00:00,211.66,4708.0,4091.0,0.0,26.0,250.0,15.5440639341007,645.0,877.0
228,2019-01-10 12:00:00,211.26,4721.0,4090.0,0.0,30.0,285.0,16.9859921498108,642.0,881.0
229,2019-01-10 13:00:00,212.94,4700.0,4088.0,12.0,36.0,196.0,23.527086506732,644.0,888.0
230,2019-01-10 14:00:00,215.96,4785.0,4087.0,0.0,36.0,102.0,29.7076861160059,638.0,890.0
231,2019-01-10 15:00:00,218.74,4817.0,4088.0,0.0,35.0,17.0,32.7126408009379,634.0,906.0
232,2019-01-10 16:00:00,219.7,4841.0,4090.0,0.0,33.0,0.0,32.1581190885364,633.0,913.0
233,2019-01-10 17:00:00,219.01,4808.0,4090.0,0.0,31.0,0.0,28.9565234811649,636.0,905.0
234,2019-01-10 18:00:00,219.17,4825.0,4091.0,0.0,29.0,0.0,24.3531927227437,642.0,903.0
235,2019-01-10 19:00:00,212.87,4578.0,4089.0,0.0,28.0,0.0,19.402392504408,631.0,816.0
236,2019-01-10 20:00:00,209.22,4375.0,4089.0,0.0,28.0,0.0,14.7952144149577,615.0,792.0
237,2019-01-10 21:00:00,209.46,4353.0,4088.0,0.0,29.0,0.0,10.8814247131962,615.0,806.0
238,2019-01-10 22:00:00,209.8,4336.0,4087.0,0.0,31.0,0.0,7.76396070890504,616.0,822.0
239,2019-01-10 23:00:00,207.08,4175.0,4088.0,0.0,32.0,0.0,5.39861047286234,611.0,817.0
240,2019-01-11 00:00:00,204.89,4043.0,4087.0,0.0,31.0,0.0,3.67145698744445,616.0,819.0
241,2019-01-11 01:00:00,202.96,3971.0,4087.0,0.0,30.0,0.0,2.44908811266388,619.0,802.0
242,2019-01-11 02:00:00,198.74,3740.0,4088.0,0.0,30.0,0.0,1.60620556112295,616.0,799.0
243,2019-01-11 03:00:00,191.96,3397.0,4088.0,0.0,31.0,0.0,1.03770178295795,619.0,796.0
244,2019-01-11 04:00:00,201.35,3870.0,4088.0,0.0,31.0,0.0,0.661491428178374,614.0,804.0
245,2019-01-11 05:00:00,205.98,4074.0,4087.0,0.0,31.0,0.0,0.416631292135165,616.0,832.0
246,2019-01-11 06:00:00,209.75,4231.0,4086.0,0.0,32.0,0.0,22.0758220622054,625.0,880.0
247,2019-01-11 07:00:00,207.65,4178.0,4091.0,0.0,32.0,0.0,76.5379110311027,624.0,880.0
248,2019-01-11 08:00:00,208.62,4320.0,4094.0,0.0,31.0,38.0,76.4791670674776,623.0,866.0
249,2019-01-11 09:00:00,205.38,4279.0,4091.0,0.0,28.0,172.0,60.0749596143543,623.0,858.0
250,2019-01-11 10:00:00,202.98,4191.0,4091.0,0.0,28.0,231.0,42.3203915921823,625.0,856.0
