,Wind Onshore
2019-01-08 01:00:00+01:00,2183.0
2019-01-08 02:00:00+01:00,2082.0
2019-01-08 03:00:00+01:00,2050.0
2019-01-08 04:00:00+01:00,2042.0
2019-01-08 05:00:00+01:00,2061.0
2019-01-08 06:00:00+01:00,2164.0
2019-01-08 07:00:00+01:00,2324.0
2019-01-08 08:00:00+01:00,2516.0
2019-01-08 09:00:00+01:00,2723.0
2019-01-08 10:00:00+01:00,2954.0
2019-01-08 11:00:00+01:00,3181.0
2019-01-08 12:00:00+01:00,3447.0
2019-01-08 13:00:00+01:00,3747.0
2019-01-08 14:00:00+01:00,4050.0
2019-01-08 15:00:00+01:00,4332.0
2019-01-08 16:00:00+01:00,4573.0
2019-01-08 17:00:00+01:00,4785.0
2019-01-08 18:00:00+01:00,4976.0
2019-01-08 19:00:00+01:00,4273.0
2019-01-08 20:00:00+01:00,4355.0
2019-01-08 21:00:00+01:00,4409.0
2019-01-08 22:00:00+01:00,4446.0
2019-01-08 23:00:00+01:00,4463.0
2019-01-09 00:00:00+01:00,5379.0
