UTC time,geothermal,oil,coal,unknown,hydro,biomass,solar,wind,nat_gas,nuclear
2023-01-09 04:45:00+01:00,24.0,8.0,10421.0,292.0,1143.0,5586.0,0.0,25270.0,2800.0,2408.0
2023-01-09 05:00:00+01:00,24.0,8.0,11123.0,292.0,1148.0,5587.0,0.0,24820.0,2975.0,2406.0
2023-01-09 05:15:00+01:00,24.0,8.0,11962.0,292.0,1203.0,5604.0,0.0,24599.0,3051.0,2407.0
2023-01-09 05:30:00+01:00,24.0,8.0,12463.0,292.0,1290.0,5608.0,0.0,24769.0,3074.0,2408.0
2023-01-09 05:45:00+01:00,24.0,8.0,13118.0,292.0,1281.0,5608.0,0.0,24684.0,3131.0,2407.0
2023-01-09 06:00:00+01:00,24.0,8.0,14466.0,292.0,1291.0,5604.0,0.0,24712.0,3628.0,2407.0
2023-01-09 06:15:00+01:00,24.0,8.0,15412.0,292.0,1298.0,5605.0,0.0,24593.0,3533.0,2405.0
2023-01-09 06:30:00+01:00,24.0,8.0,16447.0,292.0,1237.0,5605.0,0.0,24830.0,3572.0,2403.0
2023-01-09 06:45:00+01:00,24.0,8.0,17386.0,302.0,1222.0,5627.0,0.0,25087.0,3656.0,2402.0
2023-01-09 07:00:00+01:00,24.0,8.0,18439.0,313.0,1233.0,5646.0,0.0,25704.0,4108.0,2401.0
2023-01-09 07:15:00+01:00,24.0,8.0,19006.0,313.0,1226.0,5660.0,0.0,26133.0,4463.0,2401.0
2023-01-09 07:30:00+01:00,24.0,8.0,19380.0,314.0,1218.0,5650.0,0.0,26178.0,4383.0,2401.0
2023-01-09 07:45:00+01:00,24.0,8.0,19459.0,327.0,1219.0,5684.0,3.0,26457.0,4319.0,2400.0
2023-01-09 08:00:00+01:00,24.0,8.0,19812.0,335.0,1251.0,5721.0,12.0,26440.0,4433.0,2397.0
2023-01-09 08:15:00+01:00,24.0,8.0,20048.0,335.0,1265.0,5722.0,48.0,26716.0,4375.0,2397.0
2023-01-09 08:30:00+01:00,24.0,8.0,20279.0,335.0,1249.0,5723.0,169.0,27191.0,4371.0,2394.0
2023-01-09 08:45:00+01:00,24.0,8.0,20411.0,340.0,1251.0,5731.0,429.0,27387.0,4437.0,2392.0
2023-01-09 09:00:00+01:00,24.0,8.0,20743.0,356.0,1304.0,5719.0,829.0,26816.0,4540.0,2393.0
2023-01-09 09:15:00+01:00,24.0,8.0,21088.0,357.0,1279.0,5721.0,1320.0,26363.0,4486.0,2393.0
2023-01-09 09:30:00+01:00,24.0,8.0,21277.0,357.0,1278.0,5720.0,1869.0,25713.0,4556.0,2392.0
2023-01-09 09:45:00+01:00,24.0,8.0,21453.0,357.0,1239.0,5740.0,2484.0,25502.0,4561.0,2393.0
2023-01-09 10:00:00+01:00,24.0,8.0,21763.0,357.0,1259.0,5746.0,3043.0,25474.0,4772.0,2397.0
2023-01-09 10:15:00+01:00,24.0,8.0,21750.0,357.0,1256.0,5745.0,3510.0,25206.0,4984.0,2396.0
2023-01-09 10:30:00+01:00,24.0,8.0,21738.0,357.0,1293.0,5743.0,3916.0,25151.0,4970.0,2397.0
2023-01-09 10:45:00+01:00,24.0,8.0,21763.0,357.0,1274.0,5740.0,4325.0,25254.0,4982.0,2397.0
2023-01-09 11:00:00+01:00,24.0,8.0,21871.0,357.0,1255.0,5769.0,4708.0,25284.0,5020.0,2397.0
2023-01-09 11:15:00+01:00,24.0,8.0,22045.0,356.0,1282.0,5770.0,4964.0,25066.0,4995.0,2397.0
2023-01-09 11:30:00+01:00,24.0,8.0,22077.0,357.0,1310.0,5774.0,5213.0,24703.0,5003.0,2398.0
2023-01-09 11:45:00+01:00,24.0,8.0,21972.0,357.0,1310.0,5765.0,5424.0,24119.0,5012.0,2398.0
2023-01-09 12:00:00+01:00,24.0,8.0,21840.0,346.0,1268.0,5780.0,5331.0,23545.0,5161.0,2400.0
2023-01-09 12:15:00+01:00,24.0,8.0,21355.0,335.0,1318.0,5783.0,5337.0,23068.0,5064.0,2400.0
2023-01-09 12:30:00+01:00,24.0,8.0,21829.0,335.0,1267.0,5780.0,5277.0,22310.0,5079.0,2399.0
2023-01-09 12:45:00+01:00,24.0,8.0,22192.0,334.0,1265.0,5779.0,5236.0,21933.0,5089.0,2397.0
2023-01-09 13:00:00+01:00,24.0,8.0,22539.0,334.0,1261.0,5768.0,5185.0,21110.0,5163.0,2395.0
2023-01-09 13:15:00+01:00,24.0,8.0,22653.0,335.0,1264.0,5779.0,5164.0,20290.0,5289.0,2395.0
2023-01-09 13:30:00+01:00,24.0,8.0,22742.0,335.0,1263.0,5777.0,4928.0,19529.0,5415.0,2396.0
2023-01-09 13:45:00+01:00,24.0,8.0,22703.0,339.0,1277.0,5764.0,4575.0,18825.0,5485.0,2394.0
2023-01-09 14:00:00+01:00,24.0,8.0,22735.0,360.0,1302.0,5779.0,4268.0,18080.0,5630.0,2394.0
2023-01-09 14:15:00+01:00,24.0,8.0,22820.0,371.0,1294.0,5792.0,3910.0,17689.0,5671.0,2392.0
2023-01-09 14:30:00+01:00,24.0,8.0,22864.0,372.0,1291.0,5790.0,3603.0,17311.0,5527.0,2393.0
2023-01-09 14:45:00+01:00,24.0,8.0,22760.0,373.0,1440.0,5750.0,3016.0,16960.0,5529.0,2393.0
2023-01-09 15:00:00+01:00,24.0,8.0,22714.0,373.0,1443.0,5757.0,2394.0,16451.0,5613.0,2396.0
2023-01-09 15:15:00+01:00,24.0,8.0,22754.0,373.0,1516.0,5757.0,1839.0,16241.0,5606.0,2396.0
2023-01-09 15:30:00+01:00,24.0,8.0,22646.0,373.0,1576.0,5767.0,1298.0,15995.0,5607.0,2397.0
2023-01-09 15:45:00+01:00,24.0,8.0,22658.0,373.0,1559.0,5736.0,789.0,15669.0,5579.0,2398.0
2023-01-09 16:00:00+01:00,24.0,8.0,22679.0,373.0,1508.0,5763.0,359.0,15672.0,5494.0,2399.0
2023-01-09 16:15:00+01:00,24.0,8.0,22702.0,373.0,1579.0,5763.0,135.0,15857.0,5505.0,2398.0
2023-01-09 16:30:00+01:00,24.0,8.0,22724.0,373.0,1552.0,5775.0,31.0,16171.0,5548.0,2397.0
2023-01-09 16:45:00+01:00,24.0,8.0,22751.0,375.0,1528.0,5748.0,3.0,16372.0,5549.0,2397.0
2023-01-09 17:00:00+01:00,24.0,8.0,22680.0,379.0,1519.0,5756.0,0.0,16441.0,5555.0,2397.0
2023-01-09 17:15:00+01:00,24.0,8.0,22638.0,379.0,1547.0,5771.0,0.0,16361.0,5576.0,2395.0
2023-01-09 17:30:00+01:00,24.0,8.0,22596.0,381.0,1557.0,5785.0,0.0,16587.0,5603.0,2397.0
2023-01-09 17:45:00+01:00,24.0,8.0,22637.0,379.0,1539.0,5773.0,0.0,17280.0,5606.0,2398.0
2023-01-09 18:00:00+01:00,24.0,8.0,22737.0,379.0,1528.0,5800.0,0.0,17376.0,5602.0,2399.0
2023-01-09 18:15:00+01:00,24.0,8.0,22808.0,379.0,1539.0,5805.0,0.0,17675.0,5601.0,2398.0
2023-01-09 18:30:00+01:00,24.0,8.0,22863.0,379.0,1549.0,5798.0,0.0,18202.0,5592.0,2396.0
2023-01-09 18:45:00+01:00,24.0,8.0,23005.0,379.0,1556.0,5795.0,0.0,18420.0,5557.0,2395.0
2023-01-09 19:00:00+01:00,24.0,8.0,23131.0,379.0,1577.0,5808.0,0.0,18511.0,5500.0,2395.0
2023-01-09 19:15:00+01:00,24.0,8.0,23166.0,379.0,1461.0,5821.0,0.0,18596.0,5457.0,2394.0
2023-01-09 19:30:00+01:00,24.0,8.0,23185.0,379.0,1460.0,5823.0,0.0,18964.0,5338.0,2392.0
2023-01-09 19:45:00+01:00,24.0,8.0,23219.0,379.0,1461.0,5817.0,0.0,19444.0,5163.0,2394.0
2023-01-09 20:00:00+01:00,24.0,8.0,23067.0,379.0,1504.0,5826.0,0.0,19410.0,4810.0,2396.0
2023-01-09 20:15:00+01:00,24.0,8.0,22934.0,379.0,1472.0,5829.0,0.0,19655.0,4829.0,2391.0
2023-01-09 20:30:00+01:00,24.0,8.0,22860.0,379.0,1498.0,5849.0,0.0,20067.0,4792.0,2392.0
2023-01-09 20:45:00+01:00,24.0,8.0,22808.0,379.0,1482.0,5840.0,0.0,20042.0,4738.0,2392.0
2023-01-09 21:00:00+01:00,24.0,8.0,22662.0,379.0,1536.0,5866.0,0.0,20281.0,4448.0,2394.0
2023-01-09 21:15:00+01:00,24.0,8.0,22563.0,379.0,1527.0,5859.0,0.0,20643.0,4540.0,2394.0
2023-01-09 21:30:00+01:00,24.0,8.0,22357.0,379.0,1512.0,5882.0,0.0,20379.0,4568.0,2395.0
2023-01-09 21:45:00+01:00,24.0,8.0,22038.0,378.0,1459.0,5900.0,0.0,20582.0,4478.0,2392.0
2023-01-09 22:00:00+01:00,24.0,8.0,21784.0,374.0,1542.0,5886.0,0.0,20483.0,4071.0,2398.0
2023-01-09 22:15:00+01:00,24.0,8.0,21532.0,373.0,1493.0,5894.0,0.0,20841.0,4192.0,2399.0
2023-01-09 22:30:00+01:00,24.0,8.0,21281.0,373.0,1551.0,5891.0,0.0,20997.0,4215.0,2399.0
2023-01-09 22:45:00+01:00,24.0,8.0,20948.0,367.0,1477.0,5891.0,0.0,21124.0,4024.0,2397.0
2023-01-09 23:00:00+01:00,24.0,8.0,20332.0,357.0,1569.0,5865.0,0.0,21070.0,3593.0,2397.0
2023-01-09 23:15:00+01:00,24.0,8.0,20106.0,357.0,1506.0,5857.0,0.0,21092.0,3537.0,2398.0
2023-01-09 23:30:00+01:00,24.0,8.0,19959.0,357.0,1490.0,5855.0,0.0,21111.0,3531.0,2397.0
2023-01-09 23:45:00+01:00,24.0,8.0,19765.0,354.0,1469.0,5822.0,0.0,20954.0,3521.0,2398.0
2023-01-10 00:00:00+01:00,24.0,8.0,19270.0,340.0,1526.0,5763.0,0.0,20492.0,3345.0,2399.0
2023-01-10 00:15:00+01:00,24.0,8.0,19029.0,337.0,1504.0,5740.0,0.0,20719.0,3249.0,2398.0
2023-01-10 00:30:00+01:00,24.0,8.0,18918.0,337.0,1495.0,5742.0,0.0,21083.0,3159.0,2397.0
2023-01-10 00:45:00+01:00,24.0,8.0,18748.0,337.0,1496.0,5705.0,0.0,21090.0,3077.0,2397.0
