UTC time,oil,wind,biomass,nat_gas,solar,coal
2023-01-07 17:00,47.0,3899.0,824.0,266.0,0.0,557.0
2023-01-07 18:00,47.0,4218.0,827.0,257.0,0.0,516.0
2023-01-07 19:00,45.0,4490.0,736.0,216.0,0.0,397.0
2023-01-07 20:00,45.0,4787.0,665.0,189.0,0.0,313.0
2023-01-07 21:00,44.0,4902.0,587.0,177.0,0.0,297.0
2023-01-07 22:00,44.0,4883.0,530.0,155.0,0.0,301.0
2023-01-07 23:00,35.0,4902.0,482.0,138.0,0.0,247.0
2023-01-08 00:00,22.0,4963.0,466.0,124.0,0.0,206.0
2023-01-08 01:00,21.0,5024.0,467.0,124.0,0.0,204.0
2023-01-08 02:00,21.0,4986.0,471.0,124.0,0.0,202.0
2023-01-08 03:00,21.0,5033.0,465.0,125.0,0.0,203.0
2023-01-08 04:00,22.0,4934.0,467.0,127.0,0.0,206.0
2023-01-08 05:00,25.0,4730.0,469.0,129.0,0.0,221.0
2023-01-08 06:00,24.0,4259.0,470.0,129.0,0.0,218.0
2023-01-08 07:00,32.0,3904.0,494.0,138.0,1.0,248.0
2023-01-08 08:00,40.0,3526.0,704.0,179.0,15.0,284.0
2023-01-08 09:00,41.0,3325.0,794.0,204.0,61.0,345.0
2023-01-08 10:00,41.0,3280.0,682.0,202.0,90.0,368.0
2023-01-08 11:00,42.0,3193.0,807.0,207.0,109.0,370.0
2023-01-08 12:00,42.0,3167.0,753.0,215.0,119.0,368.0
2023-01-08 13:00,41.0,3004.0,811.0,239.0,101.0,367.0
2023-01-08 14:00,46.0,2873.0,849.0,317.0,43.0,387.0
2023-01-08 15:00,48.0,2839.0,902.0,319.0,1.0,403.0
2023-01-08 16:00,47.0,2951.0,896.0,322.0,0.0,398.0
2023-01-08 17:00,46.0,2879.0,907.0,320.0,0.0,393.0
2023-01-08 18:00,47.0,2833.0,873.0,336.0,0.0,396.0
2023-01-08 19:00,47.0,2760.0,835.0,301.0,0.0,396.0
2023-01-08 20:00,46.0,2612.0,783.0,273.0,0.0,392.0
2023-01-08 21:00,39.0,2454.0,687.0,222.0,0.0,377.0
2023-01-08 22:00,34.0,2524.0,616.0,205.0,0.0,395.0
2023-01-08 23:00,32.0,2632.0,527.0,195.0,0.0,379.0
2023-01-09 00:00,32.0,2742.0,526.0,197.0,0.0,366.0
2023-01-09 01:00,31.0,2821.0,442.0,202.0,0.0,354.0
2023-01-09 02:00,33.0,2951.0,432.0,198.0,0.0,362.0
2023-01-09 03:00,34.0,2757.0,472.0,199.0,0.0,377.0
2023-01-09 04:00,35.0,2924.0,532.0,195.0,0.0,391.0
2023-01-09 05:00,38.0,2781.0,768.0,245.0,0.0,503.0
2023-01-09 06:00,44.0,2629.0,920.0,375.0,0.0,599.0
2023-01-09 07:00,52.0,2374.0,1052.0,489.0,0.0,751.0
2023-01-09 08:00,54.0,2195.0,1087.0,479.0,13.0,670.0
2023-01-09 09:00,55.0,2014.0,1106.0,446.0,86.0,596.0
2023-01-09 10:00,55.0,1676.0,1082.0,448.0,189.0,589.0
2023-01-09 11:00,52.0,1454.0,1051.0,415.0,250.0,666.0
2023-01-09 12:00,51.0,1527.0,1038.0,419.0,213.0,674.0
2023-01-09 13:00,50.0,1563.0,1040.0,467.0,104.0,679.0
2023-01-09 14:00,56.0,1423.0,1159.0,573.0,25.0,763.0
2023-01-09 15:00,54.0,1412.0,1192.0,554.0,1.0,705.0
2023-01-09 16:00,55.0,1483.0,1180.0,596.0,0.0,711.0
2023-01-09 17:00,54.0,1396.0,1173.0,588.0,0.0,704.0
2023-01-09 18:00,53.0,1410.0,1164.0,581.0,0.0,712.0
2023-01-09 19:00,51.0,1421.0,1141.0,507.0,0.0,711.0
2023-01-09 20:00,50.0,1489.0,1044.0,378.0,0.0,616.0
2023-01-09 21:00,49.0,1450.0,992.0,354.0,0.0,599.0
2023-01-09 22:00,48.0,1349.0,950.0,333.0,0.0,527.0
2023-01-09 23:00,40.0,1452.0,873.0,230.0,0.0,479.0
2023-01-10 00:00,37.0,1450.0,888.0,209.0,0.0,461.0
2023-01-10 01:00,37.0,1400.0,782.0,218.0,0.0,410.0
2023-01-10 02:00,36.0,1517.0,674.0,216.0,0.0,404.0
2023-01-10 03:00,35.0,1721.0,701.0,209.0,0.0,468.0
2023-01-10 04:00,36.0,1691.0,894.0,271.0,0.0,537.0
2023-01-10 05:00,41.0,1778.0,995.0,401.0,0.0,698.0
2023-01-10 06:00,43.0,1832.0,1016.0,484.0,0.0,737.0
2023-01-10 07:00,52.0,1877.0,1067.0,567.0,2.0,801.0
2023-01-10 08:00,51.0,1756.0,1086.0,581.0,71.0,700.0
2023-01-10 09:00,51.0,1808.0,1019.0,569.0,236.0,651.0
2023-01-10 10:00,48.0,2144.0,913.0,498.0,323.0,613.0
2023-01-10 11:00,50.0,2421.0,991.0,489.0,277.0,596.0
2023-01-10 12:00,50.0,2508.0,914.0,428.0,193.0,576.0
2023-01-10 13:00,50.0,2708.0,998.0,422.0,84.0,566.0
2023-01-10 14:00,50.0,2735.0,830.0,397.0,29.0,562.0
2023-01-10 15:00,50.0,2814.0,871.0,448.0,5.0,490.0
2023-01-10 16:00,50.0,3543.0,861.0,421.0,3.0,492.0
2023-01-10 17:00,47.0,3857.0,729.0,393.0,5.0,458.0
2023-01-10 18:00,46.0,4354.0,741.0,332.0,1.0,527.0
2023-01-10 19:00,45.0,4699.0,757.0,276.0,0.0,535.0
2023-01-10 20:00,38.0,5335.0,800.0,204.0,0.0,376.0
2023-01-10 21:00,37.0,5612.0,677.0,193.0,0.0,330.0
2023-01-10 22:00,36.0,5816.0,539.0,189.0,0.0,298.0
2023-01-10 23:00,27.0,5894.0,474.0,156.0,0.0,234.0
2023-01-11 00:00,17.0,5790.0,475.0,125.0,0.0,168.0
2023-01-11 01:00,17.0,5651.0,466.0,123.0,0.0,163.0
2023-01-11 02:00,17.0,5289.0,449.0,125.0,0.0,165.0
2023-01-11 03:00,21.0,5283.0,461.0,137.0,0.0,184.0
2023-01-11 04:00,26.0,5271.0,498.0,154.0,0.0,208.0
2023-01-11 05:00,36.0,5253.0,625.0,180.0,0.0,276.0
2023-01-11 06:00,38.0,5059.0,755.0,231.0,0.0,316.0
2023-01-11 07:00,42.0,4367.0,774.0,289.0,5.0,357.0
2023-01-11 08:00,42.0,3930.0,796.0,248.0,19.0,374.0
2023-01-11 09:00,46.0,3698.0,738.0,317.0,107.0,457.0
2023-01-11 10:00,45.0,3813.0,805.0,289.0,222.0,580.0
2023-01-11 11:00,47.0,4114.0,811.0,270.0,256.0,591.0
2023-01-11 12:00,48.0,4166.0,829.0,239.0,225.0,464.0
2023-01-11 13:00,47.0,3946.0,806.0,283.0,153.0,527.0
2023-01-11 14:00,48.0,4078.0,808.0,287.0,59.0,564.0
2023-01-11 15:00,49.0,3723.0,746.0,323.0,4.0,535.0
2023-01-11 16:00,49.0,4113.0,635.0,298.0,0.0,601.0
2023-01-11 17:00,49.0,4223.0,638.0,310.0,0.0,573.0
2023-01-11 18:00,48.0,4616.0,728.0,300.0,0.0,489.0
2023-01-11 19:00,48.0,4702.0,704.0,290.0,0.0,397.0
2023-01-11 20:00,47.0,4615.0,727.0,214.0,0.0,313.0
2023-01-11 21:00,38.0,4696.0,661.0,193.0,0.0,271.0
2023-01-11 22:00,33.0,4675.0,534.0,186.0,0.0,258.0
2023-01-11 23:00,29.0,4439.0,457.0,164.0,0.0,230.0
2023-01-12 00:00,26.0,4283.0,463.0,142.0,0.0,216.0
2023-01-12 01:00,24.0,4211.0,436.0,132.0,0.0,203.0
2023-01-12 02:00,22.0,3886.0,431.0,137.0,0.0,191.0
2023-01-12 03:00,22.0,3796.0,462.0,140.0,0.0,196.0
2023-01-12 04:00,30.0,3610.0,467.0,159.0,0.0,245.0
2023-01-12 05:00,35.0,3432.0,710.0,192.0,0.0,311.0
2023-01-12 06:00,38.0,3084.0,954.0,231.0,0.0,377.0
2023-01-12 07:00,44.0,2974.0,943.0,235.0,1.0,390.0
2023-01-12 08:00,48.0,2761.0,955.0,271.0,10.0,374.0
2023-01-12 09:00,47.0,2329.0,989.0,270.0,37.0,413.0
2023-01-12 10:00,48.0,2109.0,919.0,270.0,63.0,413.0
2023-01-12 11:00,49.0,2035.0,1000.0,275.0,108.0,403.0
2023-01-12 12:00,49.0,1824.0,909.0,259.0,152.0,393.0
2023-01-12 13:00,48.0,1926.0,898.0,244.0,114.0,393.0
2023-01-12 14:00,49.0,2237.0,989.0,276.0,30.0,404.0
2023-01-12 15:00,50.0,2533.0,952.0,280.0,2.0,401.0
2023-01-12 16:00,52.0,2547.0,859.0,303.0,0.0,419.0
2023-01-12 17:00,51.0,2357.0,936.0,326.0,0.0,414.0
2023-01-12 18:00,51.0,2357.0,877.0,306.0,0.0,423.0
2023-01-12 19:00,48.0,2696.0,834.0,259.0,0.0,419.0
2023-01-12 20:00,42.0,3170.0,801.0,206.0,0.0,333.0
2023-01-12 21:00,37.0,3793.0,739.0,183.0,0.0,306.0
2023-01-12 22:00,37.0,4248.0,641.0,168.0,0.0,285.0
2023-01-12 23:00,33.0,4565.0,555.0,158.0,0.0,263.0
2023-01-13 00:00,32.0,4549.0,517.0,147.0,0.0,256.0
2023-01-13 01:00,31.0,4476.0,467.0,145.0,0.0,256.0
2023-01-13 02:00,31.0,4382.0,473.0,143.0,0.0,244.0
2023-01-13 03:00,31.0,4422.0,488.0,147.0,0.0,249.0
2023-01-13 04:00,32.0,4446.0,491.0,154.0,0.0,286.0
2023-01-13 05:00,36.0,4612.0,597.0,188.0,0.0,352.0
2023-01-13 06:00,40.0,4768.0,670.0,247.0,0.0,461.0
2023-01-13 07:00,47.0,4855.0,776.0,277.0,4.0,451.0
2023-01-13 08:00,48.0,5099.0,782.0,282.0,44.0,450.0
2023-01-13 09:00,48.0,5187.0,721.0,261.0,97.0,449.0
2023-01-13 10:00,48.0,5339.0,719.0,250.0,105.0,447.0
2023-01-13 11:00,48.0,5335.0,692.0,231.0,114.0,450.0
2023-01-13 12:00,48.0,5307.0,759.0,201.0,93.0,452.0
2023-01-13 13:00,47.0,5331.0,664.0,193.0,58.0,444.0
2023-01-13 14:00,48.0,5300.0,639.0,193.0,31.0,447.0
2023-01-13 15:00,49.0,5210.0,701.0,208.0,2.0,453.0
2023-01-13 16:00,49.0,5041.0,753.0,220.0,0.0,454.0
2023-01-13 17:00,49.0,4898.0,704.0,217.0,0.0,456.0
2023-01-13 18:00,49.0,4886.0,692.0,215.0,0.0,456.0
2023-01-13 19:00,49.0,5153.0,686.0,202.0,0.0,455.0
2023-01-13 20:00,41.0,5352.0,603.0,193.0,0.0,450.0
2023-01-13 21:00,37.0,5428.0,573.0,194.0,5.0,444.0
2023-01-13 22:00,35.0,5413.0,546.0,194.0,5.0,425.0
2023-01-13 23:00,35.0,5363.0,617.0,162.0,0.0,454.0
2023-01-14 00:00,35.0,5363.0,560.0,158.0,0.0,497.0
2023-01-14 01:00,35.0,5156.0,555.0,160.0,0.0,416.0
2023-01-14 02:00,35.0,4971.0,556.0,160.0,0.0,442.0
2023-01-14 03:00,35.0,4726.0,561.0,158.0,0.0,484.0
2023-01-14 04:00,34.0,4611.0,581.0,156.0,0.0,432.0
2023-01-14 05:00,36.0,4314.0,610.0,159.0,0.0,463.0
2023-01-14 06:00,37.0,3831.0,700.0,158.0,0.0,464.0
2023-01-14 07:00,46.0,3597.0,724.0,186.0,4.0,535.0
2023-01-14 08:00,46.0,3448.0,715.0,189.0,55.0,500.0
2023-01-14 09:00,46.0,3324.0,708.0,189.0,156.0,552.0
2023-01-14 10:00,46.0,3512.0,726.0,190.0,194.0,617.0
2023-01-14 11:00,46.0,3641.0,726.0,166.0,165.0,704.0
2023-01-14 12:00,46.0,3887.0,720.0,160.0,93.0,637.0
2023-01-14 13:00,45.0,4234.0,598.0,153.0,40.0,490.0
2023-01-14 14:00,45.0,4671.0,546.0,159.0,9.0,504.0
2023-01-14 15:00,45.0,5111.0,542.0,161.0,0.0,506.0
2023-01-14 16:00,45.0,5441.0,537.0,159.0,0.0,482.0
2023-01-14 17:00,44.0,5536.0,535.0,164.0,0.0,525.0
2023-01-14 18:00,44.0,5454.0,518.0,163.0,0.0,492.0
2023-01-14 19:00,44.0,5276.0,519.0,165.0,0.0,398.0
2023-01-14 20:00,37.0,5253.0,516.0,165.0,0.0,347.0
2023-01-14 21:00,33.0,5097.0,533.0,163.0,0.0,329.0
2023-01-14 22:00,32.0,5092.0,543.0,161.0,0.0,297.0
2023-01-14 23:00,29.0,5121.0,525.0,154.0,0.0,233.0
2023-01-15 00:00,29.0,5049.0,534.0,152.0,0.0,237.0
2023-01-15 01:00,24.0,5122.0,527.0,138.0,0.0,223.0
2023-01-15 02:00,19.0,5356.0,479.0,115.0,0.0,190.0
2023-01-15 03:00,20.0,5442.0,417.0,121.0,0.0,193.0
2023-01-15 04:00,19.0,5527.0,454.0,116.0,5.0,190.0
2023-01-15 05:00,19.0,5674.0,523.0,116.0,3.0,191.0
2023-01-15 06:00,19.0,5788.0,524.0,112.0,0.0,190.0
2023-01-15 07:00,20.0,5782.0,557.0,116.0,2.0,215.0
2023-01-15 08:00,20.0,5816.0,558.0,113.0,53.0,218.0
2023-01-15 09:00,20.0,5759.0,559.0,110.0,166.0,215.0
2023-01-15 10:00,20.0,5846.0,552.0,108.0,230.0,212.0
2023-01-15 11:00,19.0,5759.0,554.0,116.0,223.0,211.0
2023-01-15 12:00,18.0,5719.0,537.0,117.0,156.0,207.0
2023-01-15 13:00,18.0,5647.0,531.0,117.0,110.0,212.0
2023-01-15 14:00,19.0,5462.0,520.0,119.0,35.0,260.0
2023-01-15 15:00,29.0,5614.0,488.0,147.0,2.0,324.0
2023-01-15 16:00,33.0,5678.0,485.0,165.0,0.0,347.0
2023-01-15 17:00,33.0,5620.0,474.0,156.0,0.0,343.0
2023-01-15 18:00,32.0,5901.0,505.0,148.0,0.0,340.0
2023-01-15 19:00,31.0,5831.0,585.0,151.0,0.0,334.0
2023-01-15 20:00,31.0,5743.0,551.0,151.0,0.0,334.0
2023-01-15 21:00,32.0,5616.0,521.0,148.0,0.0,348.0
2023-01-15 22:00,32.0,5350.0,514.0,146.0,0.0,420.0
2023-01-15 23:00,33.0,4992.0,561.0,148.0,0.0,415.0
2023-01-16 00:00,34.0,4600.0,615.0,150.0,0.0,399.0
2023-01-16 01:00,34.0,4107.0,634.0,151.0,0.0,401.0
2023-01-16 02:00,36.0,3505.0,639.0,157.0,0.0,480.0
2023-01-16 03:00,36.0,2950.0,645.0,182.0,0.0,535.0
2023-01-16 04:00,36.0,2467.0,752.0,253.0,0.0,613.0
2023-01-16 05:00,40.0,2097.0,902.0,402.0,0.0,743.0
2023-01-16 06:00,42.0,2080.0,906.0,551.0,0.0,748.0
2023-01-16 07:00,49.0,2491.0,962.0,550.0,3.0,721.0
2023-01-16 08:00,52.0,2470.0,950.0,540.0,62.0,630.0
2023-01-16 09:00,51.0,2454.0,935.0,543.0,182.0,593.0
2023-01-16 10:00,50.0,2441.0,968.0,562.0,256.0,706.0
2023-01-16 11:00,49.0,2483.0,910.0,512.0,302.0,602.0
2023-01-16 12:00,49.0,2385.0,951.0,511.0,218.0,681.0
2023-01-16 13:00,47.0,2132.0,958.0,501.0,132.0,650.0
2023-01-16 14:00,50.0,2430.0,998.0,570.0,44.0,661.0
2023-01-16 15:00,47.0,2776.0,887.0,443.0,6.0,615.0
2023-01-16 16:00,48.0,3274.0,823.0,481.0,6.0,570.0
2023-01-16 17:00,49.0,3538.0,781.0,493.0,10.0,508.0
2023-01-16 18:00,51.0,3473.0,793.0,411.0,10.0,542.0
2023-01-16 19:00,50.0,3500.0,760.0,414.0,5.0,544.0
2023-01-16 20:00,49.0,3708.0,872.0,459.0,0.0,639.0
2023-01-16 21:00,46.0,3619.0,846.0,413.0,0.0,610.0
2023-01-16 22:00,45.0,3485.0,699.0,360.0,0.0,617.0
2023-01-16 23:00,45.0,3126.0,659.0,239.0,0.0,603.0
2023-01-17 00:00,38.0,2952.0,595.0,217.0,0.0,579.0
2023-01-17 01:00,35.0,2772.0,504.0,217.0,0.0,606.0
