,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,avg_coal_production_forecast
35,01/02/2019 11:00:00,2019-01-02 06:00:00,357.86,20477,24826,34784,85,2584,7,208,582,0
36,01/02/2019 12:00:00,2019-01-02 07:00:00,376.78,23632,27732,34782,86,3024,7,193,589,0
37,01/02/2019 13:00:00,2019-01-02 08:00:00,377.48,24056,27461,34809,89,3056,52,337,570,0
38,01/02/2019 14:00:00,2019-01-02 09:00:00,375.83,23932,27966,34791,87,3185,119,594,579,0
39,01/02/2019 15:00:00,2019-01-02 10:00:00,377.14,24188,29230,34792,81,3502,199,573,568,0
40,01/02/2019 16:00:00,2019-01-02 11:00:00,378.41,23994,29499,34798,80,2523,310,921,551,0
41,01/02/2019 17:00:00,2019-01-02 12:00:00,372.59,23391,28529,34792,76,2152,284,1750,567,0
42,01/02/2019 18:00:00,2019-01-02 13:00:00,371.78,23517,28848,34773,76,2163,226,2267,554,0
43,01/02/2019 19:00:00,2019-01-02 14:00:00,366.8,22849,28526,34782,124,2138,148,2724,558,0
44,01/02/2019 20:00:00,2019-01-02 15:00:00,359.53,22076,27517,34782,150,2136,90,3338,580,0
45,01/02/2019 21:00:00,2019-01-02 16:00:00,361.93,22757,28708,34782,168,2881,8,3411,577,0
46,01/02/2019 22:00:00,2019-01-02 17:00:00,359.26,23967,29493,34766,184,5586,4,3446,573,0
47,01/02/2019 23:00:00,2019-01-02 18:00:00,358.67,24311,29728,34748,184,6147,4,3642,578,0
48,01/03/2019 00:00:00,2019-01-02 19:00:00,361.75,23914,29209,34756,197,4378,4,3767,579,0
49,01/03/2019 01:00:00,2019-01-02 20:00:00,357.93,23480,28621,34752,203,4813,4,3622,580,0
50,01/03/2019 02:00:00,2019-01-02 21:00:00,361.18,22382,27492,34622,212,2167,4,3564,582,0
51,01/03/2019 03:00:00,2019-01-02 22:00:00,350.08,21096,24211,34559,214,2164,4,3458,566,0
52,01/03/2019 04:00:00,2019-01-02 23:00:00,340.38,20243,20407,34606,217,2143,4,3013,574,0
53,01/03/2019 05:00:00,2019-01-03 00:00:00,332.15,18394,16882,34771,76,2082,7,301,571,0
54,01/03/2019 06:00:00,2019-01-03 01:00:00,321.02,18013,17143,34753,215,1994,4,2723,584,0
55,01/03/2019 07:00:00,2019-01-03 02:00:00,318.64,17774,16803,34761,221,1995,4,2719,579,0
56,01/03/2019 08:00:00,2019-01-03 03:00:00,315.4,17587,16519,34795,223,1996,4,3011,580,0
57,01/03/2019 09:00:00,2019-01-03 04:00:00,317.29,17767,16746,34767,223,1996,4,2986,568,0
58,01/03/2019 10:00:00,2019-01-03 05:00:00,324.44,18329,18248,34786,226,2044,4,2870,548,0
59,01/03/2019 11:00:00,2019-01-03 06:00:00,336.57,19147,22958,34770,225,2756,4,2798,576,0
60,01/03/2019 12:00:00,2019-01-03 07:00:00,343.8,20458,26152,34770,226,4305,4,2772,569,0
61,01/03/2019 13:00:00,2019-01-03 08:00:00,353.58,21316,26776,34779,224,3352,12,2542,571,0
62,01/03/2019 14:00:00,2019-01-03 09:00:00,351.59,21094,26124,34784,221,3405,58,2385,560,0
63,01/03/2019 15:00:00,2019-01-03 10:00:00,356.83,21374,27315,34758,221,3000,116,2229,550,0
64,01/03/2019 16:00:00,2019-01-03 11:00:00,357.75,21034,27119,34777,222,2314,190,2048,560,0
65,01/03/2019 17:00:00,2019-01-03 12:00:00,358.98,20966,27124,34768,217,2138,196,1810,553,0
66,01/03/2019 18:00:00,2019-01-03 13:00:00,358.11,20741,27056,34775,215,2114,162,1753,557,0
67,01/03/2019 19:00:00,2019-01-03 14:00:00,351.22,20210,26088,34764,217,2158,133,2375,539,0
68,01/03/2019 20:00:00,2019-01-03 15:00:00,348.99,19762,26332,34784,211,2172,75,2438,540,0
69,01/03/2019 21:00:00,2019-01-03 16:00:00,348.23,19990,26827,34788,213,2985,8,2455,558,0
70,01/03/2019 22:00:00,2019-01-03 17:00:00,343.75,20816,28217,34775,209,5686,1,2856,565,0
71,01/03/2019 23:00:00,2019-01-03 18:00:00,343.42,21656,28848,34781,210,6079,1,4042,559,0
72,01/04/2019 00:00:00,2019-01-03 19:00:00,351.47,22133,29305,34785,207,4583,1,4036,553,0
73,01/04/2019 01:00:00,2019-01-03 20:00:00,353.68,21817,28906,34760,208,2882,1,4515,574,0
74,01/04/2019 02:00:00,2019-01-03 21:00:00,354.58,21430,28520,34756,209,2003,1,4449,578,0
75,01/04/2019 03:00:00,2019-01-03 22:00:00,341.99,20482,25024,34784,211,1963,1,5031,582,0
76,01/04/2019 04:00:00,2019-01-03 23:00:00,333.98,18899,23923,34781,211,1970,1,4290,575,0
77,01/04/2019 05:00:00,2019-01-04 00:00:00,327.42,18956,17967,34719,214,2056,4,3043,568,0
78,01/04/2019 06:00:00,2019-01-04 01:00:00,319.23,17334,20926,34799,212,1992,1,4089,567,0
79,01/04/2019 07:00:00,2019-01-04 02:00:00,325.43,17676,21470,34817,212,1990,1,3326,573,0
80,01/04/2019 08:00:00,2019-01-04 03:00:00,326.93,17744,21462,34807,218,2002,1,3059,579,0
81,01/04/2019 09:00:00,2019-01-04 04:00:00,329.83,18155,22004,34799,222,2003,1,3264,592,0
82,01/04/2019 10:00:00,2019-01-04 05:00:00,339.91,18836,24223,34807,220,2068,1,2717,594,0
83,01/04/2019 11:00:00,2019-01-04 06:00:00,355.78,21544,27361,34813,220,3680,1,2181,590,0
84,01/04/2019 12:00:00,2019-01-04 07:00:00,361.72,23190,29270,34794,221,5052,1,2191,582,0
85,01/04/2019 13:00:00,2019-01-04 08:00:00,374.4,24394,29287,34804,220,3850,23,1482,591,0
86,01/04/2019 14:00:00,2019-01-04 09:00:00,377.74,24338,29124,34793,220,3031,124,1221,600,0
87,01/04/2019 15:00:00,2019-01-04 10:00:00,380.43,24171,28501,34814,219,2131,218,930,614,0
88,01/04/2019 16:00:00,2019-01-04 11:00:00,376.44,23171,28311,34798,220,2158,253,606,601,0
89,01/04/2019 17:00:00,2019-01-04 12:00:00,370.66,22023,27852,34798,220,2166,225,481,598,0
90,01/04/2019 18:00:00,2019-01-04 13:00:00,370.43,21915,27666,34716,220,2146,137,523,600,0
91,01/04/2019 19:00:00,2019-01-04 14:00:00,367.64,21339,27850,34669,219,2162,75,631,600,0
92,01/04/2019 20:00:00,2019-01-04 15:00:00,365.8,21153,27512,34645,217,2158,28,798,600,0
93,01/04/2019 21:00:00,2019-01-04 16:00:00,364.67,21293,27820,34646,217,2399,4,1146,592,0
94,01/04/2019 22:00:00,2019-01-04 17:00:00,372.28,23241,28671,34646,216,3210,1,1198,589,0
95,01/04/2019 23:00:00,2019-01-04 18:00:00,377.36,24284,29180,34637,213,3182,1,1386,599,0
96,01/05/2019 00:00:00,2019-01-04 19:00:00,369.44,22772,28585,34647,212,2695,1,1806,596,0
97,01/05/2019 01:00:00,2019-01-04 20:00:00,363.37,21406,28096,34650,210,2202,1,1911,603,0
98,01/05/2019 02:00:00,2019-01-04 21:00:00,350.23,20019,26172,34644,209,2139,1,2700,592,0
99,01/05/2019 03:00:00,2019-01-04 22:00:00,343.46,19134,24628,34478,212,2178,1,2628,577,0
100,01/05/2019 04:00:00,2019-01-04 23:00:00,335.75,18498,22592,34205,213,2157,1,2996,576,0
101,01/05/2019 05:00:00,2019-01-05 00:00:00,327.73,18307,21776,34802,211,1988,1,3909,582,0
102,01/05/2019 06:00:00,2019-01-05 01:00:00,334.95,19243,20034,34404,157,2046,1,2928,564,0
103,01/05/2019 07:00:00,2019-01-05 02:00:00,333.76,19355,19013,34424,83,2048,1,2813,575,0
104,01/05/2019 08:00:00,2019-01-05 03:00:00,327.36,17942,19586,34426,83,2088,1,2454,578,0
105,01/05/2019 09:00:00,2019-01-05 04:00:00,332.49,18436,20118,34455,85,2068,1,2222,576,0
106,01/05/2019 10:00:00,2019-01-05 05:00:00,335.73,18927,20043,34486,87,2072,1,2107,575,0
107,01/05/2019 11:00:00,2019-01-05 06:00:00,337.2,19168,20334,34463,87,2031,1,2283,550,0
108,01/05/2019 12:00:00,2019-01-05 07:00:00,337.52,19199,22285,34483,86,2176,1,3005,553,0
109,01/05/2019 13:00:00,2019-01-05 08:00:00,347.44,20847,22888,34499,87,2103,100,3154,576,0
110,01/05/2019 14:00:00,2019-01-05 09:00:00,350.91,21376,23552,34498,86,2108,249,3159,579,0
111,01/05/2019 15:00:00,2019-01-05 10:00:00,358.36,22209,24189,34503,86,2018,346,2669,582,0
112,01/05/2019 16:00:00,2019-01-05 11:00:00,354.85,21463,24086,34514,97,2035,347,2490,587,0
113,01/05/2019 17:00:00,2019-01-05 12:00:00,346.5,20388,23414,34543,87,2078,260,2816,587,0
114,01/05/2019 18:00:00,2019-01-05 13:00:00,339.32,19380,22630,34538,83,2043,305,2822,593,0
115,01/05/2019 19:00:00,2019-01-05 14:00:00,330.28,18580,21347,34546,81,1980,431,3215,587,0
116,01/05/2019 20:00:00,2019-01-05 15:00:00,322.98,17524,21646,34528,81,2008,342,3652,586,0
117,01/05/2019 21:00:00,2019-01-05 16:00:00,324.24,17548,21784,34525,78,1989,85,3690,587,0
118,01/05/2019 22:00:00,2019-01-05 17:00:00,335.31,19273,24356,34546,76,3098,1,3740,585,0
119,01/05/2019 23:00:00,2019-01-05 18:00:00,338.89,20793,23915,34573,75,3143,1,4743,571,0
120,01/06/2019 00:00:00,2019-01-05 19:00:00,334.22,19884,23918,34572,73,2560,1,5210,574,0
121,01/06/2019 01:00:00,2019-01-05 20:00:00,331.35,19188,23607,34381,74,2150,1,5375,590,0
122,01/06/2019 02:00:00,2019-01-05 21:00:00,329.72,19012,22575,34119,75,2116,1,5321,594,0
123,01/06/2019 03:00:00,2019-01-05 22:00:00,331.93,19181,21603,33753,77,2130,1,4869,587,0
124,01/06/2019 04:00:00,2019-01-05 23:00:00,326.67,18590,19351,33591,78,2103,1,4342,591,0
125,01/06/2019 05:00:00,2019-01-06 00:00:00,333.9,18769,20769,34288,191,2101,1,2928,568,0
126,01/06/2019 06:00:00,2019-01-06 01:00:00,325,18286,17835,33716,80,2037,1,3419,586,0
127,01/06/2019 07:00:00,2019-01-06 02:00:00,328.83,18486,18272,33720,83,2003,1,3063,584,0
128,01/06/2019 08:00:00,2019-01-06 03:00:00,327.23,18289,18256,33718,84,1991,1,3154,588,0
129,01/06/2019 09:00:00,2019-01-06 04:00:00,328.51,18511,18360,33714,89,2003,1,3252,597,0
130,01/06/2019 10:00:00,2019-01-06 05:00:00,327.47,18564,18340,33712,88,2001,1,3576,595,0
131,01/06/2019 11:00:00,2019-01-06 06:00:00,326.86,18678,18381,33722,90,1955,1,3951,588,0
132,01/06/2019 12:00:00,2019-01-06 07:00:00,330.56,19236,19312,33722,88,2006,1,4330,593,0
133,01/06/2019 13:00:00,2019-01-06 08:00:00,332.92,20023,19607,33728,87,2011,148,4944,598,0
134,01/06/2019 14:00:00,2019-01-06 09:00:00,333.11,19982,19983,33724,87,1985,451,4763,586,0
135,01/06/2019 15:00:00,2019-01-06 10:00:00,331.35,19360,20008,33590,86,2020,522,4301,578,0
136,01/06/2019 16:00:00,2019-01-06 11:00:00,323.5,18229,19530,33640,85,2023,591,4176,595,0
137,01/06/2019 17:00:00,2019-01-06 12:00:00,320.43,17724,19362,33650,87,2002,649,4035,615,0
138,01/06/2019 18:00:00,2019-01-06 13:00:00,316.76,17166,18764,33680,83,1985,602,3720,599,0
139,01/06/2019 19:00:00,2019-01-06 14:00:00,315.83,16888,18967,33683,81,2033,552,3606,601,0
140,01/06/2019 20:00:00,2019-01-06 15:00:00,317.04,16832,19303,33688,79,1951,297,3713,611,0
141,01/06/2019 21:00:00,2019-01-06 16:00:00,329.06,18108,20965,33717,78,2001,105,3676,569,0
142,01/06/2019 22:00:00,2019-01-06 17:00:00,339.38,20414,23388,33711,77,3610,1,4240,582,0
143,01/06/2019 23:00:00,2019-01-06 18:00:00,355.48,23350,24483,33732,75,3312,1,4880,590,0
144,01/07/2019 00:00:00,2019-01-06 19:00:00,353.6,23150,24009,33723,74,2621,1,5594,595,0
145,01/07/2019 01:00:00,2019-01-06 20:00:00,352.01,22841,23805,33723,74,2331,1,5786,598,0
146,01/07/2019 02:00:00,2019-01-06 21:00:00,344.69,21581,23185,33753,75,2134,1,5858,616,0
147,01/07/2019 03:00:00,2019-01-06 22:00:00,335.37,20389,21290,33661,77,2111,1,5786,609,0
148,01/07/2019 04:00:00,2019-01-06 23:00:00,325.93,19188,19725,33729,78,2050,1,5597,612,0
149,01/07/2019 05:00:00,2019-01-07 00:00:00,320.97,17874,18281,33722,78,2042,1,3980,591,0
150,01/07/2019 06:00:00,2019-01-07 01:00:00,313.73,17314,18827,33748,84,1974,1,5226,582,0
151,01/07/2019 07:00:00,2019-01-07 02:00:00,313.04,17206,18978,33751,85,1987,1,5304,587,0
152,01/07/2019 08:00:00,2019-01-07 03:00:00,315.89,17419,19310,33753,89,1997,1,5124,598,0
153,01/07/2019 09:00:00,2019-01-07 04:00:00,317.89,17302,20542,33750,91,2001,1,5098,584,0
154,01/07/2019 10:00:00,2019-01-07 05:00:00,328.86,18266,23482,33774,92,2066,1,5261,592,0
155,01/07/2019 11:00:00,2019-01-07 06:00:00,341.51,21203,26023,33763,90,4007,1,5611,600,0
156,01/07/2019 12:00:00,2019-01-07 07:00:00,349.3,22917,28328,33777,89,5025,2,5850,592,0
157,01/07/2019 13:00:00,2019-01-07 08:00:00,354.07,23469,28697,33766,88,4251,99,6069,590,0
158,01/07/2019 14:00:00,2019-01-07 09:00:00,356.62,23441,28769,33775,87,3256,314,6071,565,0
159,01/07/2019 15:00:00,2019-01-07 10:00:00,351.73,22976,27938,33783,87,3355,516,6212,586,0
160,01/07/2019 16:00:00,2019-01-07 11:00:00,356.48,23321,27586,33786,87,2184,520,6359,596,0
161,01/07/2019 17:00:00,2019-01-07 12:00:00,353.12,22744,27019,33768,87,2171,440,6363,585,0
162,01/07/2019 18:00:00,2019-01-07 13:00:00,352.09,22472,27117,33745,85,2260,325,6347,582,0
163,01/07/2019 19:00:00,2019-01-07 14:00:00,350.53,22236,26996,33811,83,2202,288,6426,588,0
164,01/07/2019 20:00:00,2019-01-07 15:00:00,351.26,22348,27077,33912,83,2223,151,6408,580,0
165,01/07/2019 21:00:00,2019-01-07 16:00:00,345.12,22349,26632,33893,81,3719,28,6632,600,0
166,01/07/2019 22:00:00,2019-01-07 17:00:00,347.13,23627,28404,33919,78,5926,1,6471,577,0
167,01/07/2019 23:00:00,2019-01-07 18:00:00,356.12,24438,29179,33918,78,4470,1,6687,577,0
168,01/08/2019 00:00:00,2019-01-07 19:00:00,351.77,23761,28205,33916,74,4542,1,6560,580,0
169,01/08/2019 01:00:00,2019-01-07 20:00:00,353.13,23419,27726,33933,76,3751,1,6260,580,0
170,01/08/2019 02:00:00,2019-01-07 21:00:00,357.27,22928,26231,33935,78,2604,1,4991,580,0
171,01/08/2019 03:00:00,2019-01-07 22:00:00,354.5,22303,23351,33937,80,2072,1,4271,595,0
172,01/08/2019 04:00:00,2019-01-07 23:00:00,343.6,21015,20576,33959,78,2071,1,4029,603,0
173,01/08/2019 05:00:00,2019-01-08 00:00:00,314.24,17713,18368,33759,79,1975,1,5486,588,0
174,01/08/2019 06:00:00,2019-01-08 01:00:00,331.14,18989,19025,34120,82,1934,1,3326,587,0
175,01/08/2019 07:00:00,2019-01-08 02:00:00,321.99,17804,18286,34348,83,1967,1,3081,598,0
176,01/08/2019 08:00:00,2019-01-08 03:00:00,321.57,17667,18756,34436,87,1981,1,3124,599,0
177,01/08/2019 09:00:00,2019-01-08 04:00:00,327.93,18904,18590,34565,91,2010,1,3266,596,0
178,01/08/2019 10:00:00,2019-01-08 05:00:00,335.21,20034,19656,34603,88,2084,1,3616,610,0
179,01/08/2019 11:00:00,2019-01-08 06:00:00,343.25,21644,22088,34646,93,3210,1,3908,593,0
180,01/08/2019 12:00:00,2019-01-08 07:00:00,359.76,23967,24305,34648,92,3034,1,3897,600,0
181,01/08/2019 13:00:00,2019-01-08 08:00:00,360.28,23979,24223,34659,145,2357,36,4404,605,0
182,01/08/2019 14:00:00,2019-01-08 09:00:00,349.94,23012,22773,34565,272,2359,98,5354,590,0
183,01/08/2019 15:00:00,2019-01-08 10:00:00,346.02,22642,22486,34549,272,2210,202,5814,588,0
184,01/08/2019 16:00:00,2019-01-08 11:00:00,346.19,22831,22039,34558,270,1989,367,5909,598,0
185,01/08/2019 17:00:00,2019-01-08 12:00:00,336.55,21806,20535,34584,268,2007,419,6210,600,0
186,01/08/2019 18:00:00,2019-01-08 13:00:00,336.11,21747,20651,34602,291,2031,399,6278,586,0
187,01/08/2019 19:00:00,2019-01-08 14:00:00,328.54,20718,20397,34590,339,2147,358,6618,597,0
188,01/08/2019 20:00:00,2019-01-08 15:00:00,325.82,19892,21014,34595,376,2118,269,6520,592,0
189,01/08/2019 21:00:00,2019-01-08 16:00:00,331.84,20970,20726,34583,396,2332,87,6403,591,0
190,01/08/2019 22:00:00,2019-01-08 17:00:00,342.5,23133,22362,34608,402,3396,1,6518,594,0
191,01/08/2019 23:00:00,2019-01-08 18:00:00,345.42,23598,23696,34602,399,3845,1,6529,592,0
192,01/09/2019 00:00:00,2019-01-08 19:00:00,343.65,23465,22919,34615,408,3628,1,6700,594,0
193,01/09/2019 01:00:00,2019-01-08 20:00:00,343.69,23295,22172,34618,400,2798,1,6908,598,0
194,01/09/2019 02:00:00,2019-01-08 21:00:00,342.35,22617,21445,34633,400,2162,1,6566,596,0
195,01/09/2019 03:00:00,2019-01-08 22:00:00,330.68,21160,19242,34635,209,2161,1,6290,609,0
196,01/09/2019 04:00:00,2019-01-08 23:00:00,309.07,19144,15754,34634,209,2131,1,6806,569,0
197,01/09/2019 05:00:00,2019-01-09 00:00:00,340.1,20121,20448,34050,79,1968,1,3546,598,0
198,01/09/2019 06:00:00,2019-01-09 01:00:00,296.15,17319,15740,34629,214,1998,1,7160,560,0
199,01/09/2019 07:00:00,2019-01-09 02:00:00,294.77,16704,16651,34660,217,1991,1,7004,559,0
200,01/09/2019 08:00:00,2019-01-09 03:00:00,295.1,16750,16456,34658,221,1937,1,6897,540,0
201,01/09/2019 09:00:00,2019-01-09 04:00:00,298.65,17231,16819,34660,222,2000,1,6977,529,0
202,01/09/2019 10:00:00,2019-01-09 05:00:00,317.78,19209,19245,34660,225,1961,1,6782,574,0
203,01/09/2019 11:00:00,2019-01-09 06:00:00,339.65,22262,21883,34659,225,2750,1,6226,603,0
204,01/09/2019 12:00:00,2019-01-09 07:00:00,352.84,24640,23805,34688,223,2724,1,6839,618,0
205,01/09/2019 13:00:00,2019-01-09 08:00:00,353.9,24541,24606,34677,220,2631,155,6717,642,0
206,01/09/2019 14:00:00,2019-01-09 09:00:00,352.31,24469,24224,34688,220,2396,551,6731,613,0
207,01/09/2019 15:00:00,2019-01-09 10:00:00,351.81,24686,23265,34679,217,2278,583,6872,615,0
208,01/09/2019 16:00:00,2019-01-09 11:00:00,352.94,24695,23292,34658,217,2124,622,6725,621,0
209,01/09/2019 17:00:00,2019-01-09 12:00:00,351.24,24390,23308,34698,215,2217,564,6704,626,0
210,01/09/2019 18:00:00,2019-01-09 13:00:00,355.19,24879,23793,34687,213,2128,431,6685,607,0
211,01/09/2019 19:00:00,2019-01-09 14:00:00,356.96,24887,24027,34694,211,2070,369,6426,622,0
212,01/09/2019 20:00:00,2019-01-09 15:00:00,359.78,25120,24508,34720,213,2173,301,6129,656,0
213,01/09/2019 21:00:00,2019-01-09 16:00:00,364.23,25714,25677,34688,214,2671,84,5908,687,0
214,01/09/2019 22:00:00,2019-01-09 17:00:00,361.39,26541,27917,34706,214,5795,10,5645,704,0
215,01/09/2019 23:00:00,2019-01-09 18:00:00,374.41,28405,29172,34708,263,5374,10,5142,714,0
216,01/10/2019 00:00:00,2019-01-09 19:00:00,374.97,28983,27577,34696,473,5590,10,5122,685,0
217,01/10/2019 01:00:00,2019-01-09 20:00:00,378.92,29171,27767,34713,365,4704,10,5061,690,0
218,01/10/2019 02:00:00,2019-01-09 21:00:00,386.59,29206,26799,34706,259,2633,10,4671,686,0
219,01/10/2019 03:00:00,2019-01-09 22:00:00,381.76,28172,24592,34709,208,2257,10,4412,681,0
220,01/10/2019 04:00:00,2019-01-09 23:00:00,371.19,26083,23009,34723,207,2099,10,4215,682,0
221,01/10/2019 05:00:00,2019-01-10 00:00:00,300.17,17633,16324,34643,212,2001,1,7018,565,0
222,01/10/2019 06:00:00,2019-01-10 01:00:00,368.42,25067,22467,34736,213,2107,10,3445,693,0
223,01/10/2019 07:00:00,2019-01-10 02:00:00,367.31,24634,22686,34726,213,2108,10,3250,686,0
224,01/10/2019 08:00:00,2019-01-10 03:00:00,369.44,24910,22473,34711,214,2048,10,3075,687,0
225,01/10/2019 09:00:00,2019-01-10 04:00:00,375.84,25915,23390,34717,217,2047,10,3018,665,0
226,01/10/2019 10:00:00,2019-01-10 05:00:00,383.49,27131,24778,34721,216,2012,10,3010,653,0
227,01/10/2019 11:00:00,2019-01-10 06:00:00,390.11,28528,27198,34716,385,2711,10,3059,649,0
228,01/10/2019 12:00:00,2019-01-10 07:00:00,393.5,30393,30829,34727,550,5279,10,2854,703,0
229,01/10/2019 13:00:00,2019-01-10 08:00:00,403.76,31415,31577,34712,386,3687,230,2612,717,0
230,01/10/2019 14:00:00,2019-01-10 09:00:00,401.95,31427,29518,34715,386,3437,599,2556,726,0
231,01/10/2019 15:00:00,2019-01-10 10:00:00,405.42,31726,28053,34700,383,2794,631,2396,918,0
232,01/10/2019 16:00:00,2019-01-10 11:00:00,411.3,32418,26984,34690,381,2062,620,2239,1075,0
233,01/10/2019 17:00:00,2019-01-10 12:00:00,407.71,31974,25270,34701,215,2013,609,2239,1024,0
234,01/10/2019 18:00:00,2019-01-10 13:00:00,406.7,31657,24928,34704,217,1998,600,2154,1086,0
235,01/10/2019 19:00:00,2019-01-10 14:00:00,405.5,31760,23822,34688,232,2071,603,2271,1082,0
236,01/10/2019 20:00:00,2019-01-10 15:00:00,403.94,31276,24065,34687,216,2092,501,2251,1073,0
237,01/10/2019 21:00:00,2019-01-10 16:00:00,403.76,31398,24974,34677,216,2916,127,2188,1085,0
238,01/10/2019 22:00:00,2019-01-10 17:00:00,397.4,31952,27389,34688,215,6205,10,1907,1098,0
239,01/10/2019 23:00:00,2019-01-10 18:00:00,406.49,33447,29408,34451,210,6085,10,1852,1077,0
240,01/11/2019 00:00:00,2019-01-10 19:00:00,409.84,33721,29400,34168,207,5716,10,1875,1078,0
241,01/11/2019 01:00:00,2019-01-10 20:00:00,410.41,33823,29183,33994,205,5753,10,1778,880,0
242,01/11/2019 02:00:00,2019-01-10 21:00:00,415.57,33308,28466,33965,208,3716,10,1789,885,0
243,01/11/2019 03:00:00,2019-01-10 22:00:00,410.98,32195,25120,33965,205,3110,10,1893,1083,0
244,01/11/2019 04:00:00,2019-01-10 23:00:00,412.8,32112,23248,33972,207,2190,10,1887,1079,0
245,01/11/2019 05:00:00,2019-01-11 00:00:00,370.08,25327,23001,34730,210,1958,10,3690,697,0
246,01/11/2019 06:00:00,2019-01-11 01:00:00,399.97,30289,19876,33966,212,2017,10,2272,862,0
247,01/11/2019 07:00:00,2019-01-11 02:00:00,398.17,30008,20077,33971,208,2081,10,2239,706,0
248,01/11/2019 08:00:00,2019-01-11 03:00:00,401.3,30643,20344,33976,210,2194,10,2139,690,0
249,01/11/2019 09:00:00,2019-01-11 04:00:00,405.7,31550,20421,34034,217,2097,10,2146,695,0
250,01/11/2019 10:00:00,2019-01-11 05:00:00,409.15,31806,22566,34144,223,2111,10,2208,1068,0
251,01/11/2019 11:00:00,2019-01-11 06:00:00,404.06,32144,26362,34220,224,4495,10,2243,1078,0
