,UTC time,carbon_intensity,biomass,hydro,coal,nat_gas,nuclear,unknown,wind,solar,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_wind_production_forecast,avg_nat_gas_production_forecast,avg_biomass_production_forecast,avg_hydro_production_forecast
8795,2020-01-02 11:00:00,235.72,4321,1320,6572,20217,13857,287,24306,1298,10.905909523981,280.156474903933,275.333658728441,37.3883085351729,0.398639106461841,21635.113,21317.568,4428.848,1272.5765
8796,2020-01-02 12:00:00,234.18,4558,1243,6832,19845,13830,250,25149,1215,10.905909523981,280.156474903933,275.333658728441,37.3883085351729,0.398639106461841,21673.344,21081.883,4502.135,1169.0582
8797,2020-01-02 13:00:00,236.32,4122,1223,6859,20526,13845,246,25512,965,10.2915483283098,280.088683997912,275.451503328961,106.349610441388,0.196464151312419,22172.672,21058.97,4426.0596,1163.2609
8798,2020-01-02 14:00:00,233.6,4612,1215,6843,19774,13860,251,25807,595,10.2915483283098,280.088683997912,275.451503328961,106.349610441388,0.196464151312419,21374.504,20618.621,4510.2134,1186.2684
8799,2020-01-02 15:00:00,237.31,4589,1229,6781,20665,13850,253,25787,199,10.2915483283098,280.088683997912,275.451503328961,106.349610441388,0.196464151312419,21731.877,23705.68,4383.377,1253.4004
8800,2020-01-02 16:00:00,237.28,4599,1271,6690,20873,13860,300,25997,13,10.0083349852323,279.737363140512,275.554904228496,56.8645715146777,0.454924239535596,22101.057,24757.424,4450.5728,1473.716
8801,2020-01-02 17:00:00,233.81,4649,1481,6524,20699,13855,322,26372,0,10.0083349852323,279.737363140512,275.554904228496,56.8645715146777,0.454924239535596,21295.738,28090.545,4446.58,1555.5892
8802,2020-01-02 18:00:00,224.92,4681,1665,5908,20385,13866,363,27246,1,10.0083349852323,279.737363140512,275.554904228496,56.8645715146777,0.454924239535596,20571.746,28025.227,4387.219,1629.7391
8803,2020-01-02 19:00:00,218.08,4674,1203,5408,19259,13853,345,27166,1,9.83337418091689,279.687261510772,275.776903021103,0,0.17082676718253,20632.148,27481.943,4410.1396,1580.1536
8804,2020-01-02 20:00:00,198.03,4671,1137,4353,16328,13857,261,26625,0,9.83337418091689,279.687261510772,275.776903021103,0,0.17082676718253,20090.111,25960.662,4272.099,1383.3817
8805,2020-01-02 21:00:00,168.49,4371,1001,2571,13406,13851,253,25882,0,9.83337418091689,279.687261510772,275.776903021103,0,0.17082676718253,19829.164,24812,4012.7031,1262.2452
8806,2020-01-02 22:00:00,154.82,4009,964,2476,10693,13861,253,24785,0,9.38057474107875,279.656533645096,275.958209962418,0,0.343898669192306,19495.623,18997.096,3870.2437,1203.6946
8807,2020-01-02 23:00:00,137.59,3500,1018,1436,9701,13859,264,23813,0,9.38057474107875,279.656533645096,275.958209962418,0,0.343898669192306,19052.588,15194.713,3506.0076,1158.8918
8808,2020-01-03 00:00:00,119.36,2657,1017,1441,7124,13889,257,23120,0,9.38057474107875,279.656533645096,275.958209962418,0,0.343898669192306,22510.346,8529.204,3432.71,1048.8088
8809,2020-01-03 01:00:00,124.07,3143,977,1435,7776,13866,258,23650,0,9.42839309691383,279.819158174534,276.674731661256,0,0.252955482116984,22287.602,6369.771,3240.8088,964.9595
8810,2020-01-03 02:00:00,122.03,3311,951,1442,7248,13861,250,23033,0,9.42839309691383,279.819158174534,276.674731661256,0,0.252955482116984,21216.012,6053.1035,3020.6943,932.3146
8811,2020-01-03 03:00:00,121.01,3010,952,1447,6959,13850,246,22248,0,9.42839309691383,279.819158174534,276.674731661256,0,0.252955482116984,20663.535,4390.1675,3020.481,849.52747
8812,2020-01-03 04:00:00,121,2399,906,1444,6898,13846,251,21497,0,8.01325394375484,279.831924337027,276.450400526556,0,0.567587422232966,19505.238,5553.839,3262.1575,813.46643
8813,2020-01-03 05:00:00,128.69,2769,940,1450,7306,13849,251,19982,0,8.01325394375484,279.831924337027,276.450400526556,0,0.567587422232966,19139.53,7180.558,3459.9941,948.54016
8814,2020-01-03 06:00:00,140.28,3381,939,1905,7821,13861,245,19982,0,8.01325394375484,279.831924337027,276.450400526556,0,0.567587422232966,16963.334,10767.593,3848.2043,1104.8124
8815,2020-01-03 07:00:00,182.92,4038,1109,4042,9557,13854,249,19105,0,6.8575414469909,279.854184033868,276.470127154878,1.10940063387602,0.179052324355837,16950.742,15542.647,4263.212,1280.0991
8816,2020-01-03 08:00:00,213.38,4640,1278,5303,14027,13864,242,21039,1,6.8575414469909,279.854184033868,276.470127154878,1.10940063387602,0.179052324355837,16358.956,18205.56,4489.857,1446.0144
8817,2020-01-03 09:00:00,234.37,4646,1314,6507,16744,13859,285,21461,270,6.8575414469909,279.854184033868,276.470127154878,1.10940063387602,0.179052324355837,15802.451,19666.18,4571.739,1539.1842
8818,2020-01-03 10:00:00,240.05,4683,1601,6657,19142,13856,291,21570,1464,6.25578142311975,280.579714947884,276.916523088296,30.8990318093202,0.313790101622654,15611.948,21970.252,4759.2456,1544.8502
8819,2020-01-03 11:00:00,232.81,4696,1673,6403,19411,13867,245,21435,3660,6.25578142311975,280.579714947884,276.916523088296,30.8990318093202,0.313790101622654,13711.765,22027.81,4672.776,1409.6686
8820,2020-01-03 12:00:00,221.66,4694,1592,6348,18464,13887,243,22561,5260,6.25578142311975,280.579714947884,276.916523088296,30.8990318093202,0.313790101622654,13657.912,22004.309,4751.777,1357.4231
8821,2020-01-03 13:00:00,216.3,4635,1510,6238,17101,13856,241,22293,5420,6.30836434609991,280.843959200442,277.599811462266,68.4969088805951,0.093675921469177,14448.69,21826.184,4664.648,1410.8357
8822,2020-01-03 14:00:00,214.09,4632,1339,5781,16754,13855,242,22355,4270,6.30836434609991,280.843959200442,277.599811462266,68.4969088805951,0.093675921469177,13267.978,21416.14,4707.442,1413.4144
8823,2020-01-03 15:00:00,220.68,4646,1347,5513,17649,13867,243,22420,2033,6.30836434609991,280.843959200442,277.599811462266,68.4969088805951,0.093675921469177,13731.216,24083.018,4537.483,1454.4109
8824,2020-01-03 16:00:00,235.93,4651,1537,5848,20045,13853,275,22879,179,7.01844830304509,280.816141114519,278.224919794242,36.0703248055521,0.241826443003051,13439.102,25317.793,4612.7554,1702.7842
8825,2020-01-03 17:00:00,255.76,4697,1601,6146,24473,13848,396,22506,0,7.01844830304509,280.816141114519,278.224919794242,36.0703248055521,0.241826443003051,13576.179,28490.383,4623.166,1787.3488
8826,2020-01-03 18:00:00,256.75,4677,1900,6484,24940,13832,325,23033,0,7.01844830304509,280.816141114519,278.224919794242,36.0703248055521,0.241826443003051,12891.647,28865.021,4578.104,1898.9758
8827,2020-01-03 19:00:00,242.12,4668,1867,6011,23064,13850,221,24408,0,7.99286541813486,280.952504817745,278.740594805778,0,0.332216391397295,13991.78,28283.06,4615.1,1824.8884
8828,2020-01-03 20:00:00,217.61,4669,1529,4574,19589,13850,175,24635,0,7.99286541813486,280.952504817745,278.740594805778,0,0.332216391397295,14171.52,27063.422,4442.1284,1566.7994
8829,2020-01-03 21:00:00,188.44,4676,1086,2972,16071,13852,180,24724,0,7.99286541813486,280.952504817745,278.740594805778,0,0.332216391397295,14182.454,25352.482,4175.0767,1343.8578
8830,2020-01-03 22:00:00,168.98,4673,985,2560,12628,13785,184,24033,0,8.51456303850411,281.148191628153,278.968890213264,0,0.849004711453516,14331.763,19772.96,4017.0833,1217.4574
8831,2020-01-03 23:00:00,155.59,3808,921,2556,10190,13718,226,23662,0,8.51456303850411,281.148191628153,278.968890213264,0,0.849004711453516,14662.56,15694.64,3612.4456,1134.6189
8832,2020-01-04 00:00:00,148.66,3505,880,2560,8855,13724,254,23110,0,8.51456303850411,281.148191628153,278.968890213264,0,0.849004711453516,14920.599,16641.38,3152.8984,1322.299
8833,2020-01-04 01:00:00,149.29,4264,842,2559,8741,13722,250,23044,0,8.80261336327458,281.085663752509,278.957474130767,0,0.450770877197996,15784.565,11409.387,3159.421,1208.5381
8834,2020-01-04 02:00:00,146.51,3922,826,2557,8158,13714,245,22445,0,8.80261336327458,281.085663752509,278.957474130767,0,0.450770877197996,15843.797,10936.399,3003.4446,1119.4984
8835,2020-01-04 03:00:00,145.78,3996,802,2057,8705,13706,249,21715,0,8.80261336327458,281.085663752509,278.957474130767,0,0.450770877197996,16454.273,9592.553,3026.3486,989.8262
8836,2020-01-04 04:00:00,143.77,4479,799,1994,8454,13704,240,21794,0,9.18597074606354,281.243839450884,279.050975567943,0,0.746313536177448,16472.771,9508.079,2979.7124,925.0467
8837,2020-01-04 05:00:00,137.2,3555,863,1995,7915,13704,245,22258,0,9.18597074606354,281.243839450884,279.050975567943,0,0.746313536177448,17042.627,9179.914,3228.0054,1026.9474
8838,2020-01-04 06:00:00,135.14,2994,945,1995,7616,13702,245,21743,0,9.18597074606354,281.243839450884,279.050975567943,0,0.746313536177448,16336.082,11241.728,3460.5642,1154.1975
8839,2020-01-04 07:00:00,144.41,3256,1000,2341,7870,13706,245,20846,0,9.09797876673902,281.485123620442,279.22807122273,0.172028932692541,0.292490346227724,16812.742,14997.983,3767.9587,1328.7997
8840,2020-01-04 08:00:00,161.32,4288,1113,2622,9479,13717,247,20410,9,9.09797876673902,281.485123620442,279.22807122273,0.172028932692541,0.292490346227724,17663.12,18914.744,3935.7043,1516.867
8841,2020-01-04 09:00:00,178.11,4598,1567,3033,11443,13693,265,19803,506,9.09797876673902,281.485123620442,279.22807122273,0.172028932692541,0.292490346227724,17626.242,22081.047,3883.8916,1657.8649
8842,2020-01-04 10:00:00,207.79,4599,1662,4313,14195,13292,254,18952,1449,8.66456801980598,282.07778865008,279.653116782855,25.3445570441155,0.482905878577032,18172.309,24819.973,4094.8926,1674.7466
8843,2020-01-04 11:00:00,219.97,4604,1592,5172,15643,13264,241,18867,2720,8.66456801980598,282.07778865008,279.653116782855,25.3445570441155,0.482905878577032,17208.686,26779.664,4194.076,1533.6218
8844,2020-01-04 12:00:00,217.72,4650,1366,5115,15525,13525,246,18471,3580,8.66456801980598,282.07778865008,279.653116782855,25.3445570441155,0.482905878577032,17951.71,25814.916,4188.775,1373.3157
8845,2020-01-04 13:00:00,221.33,4642,1303,5127,15988,13511,252,17950,3770,8.18952952711899,282.123247624941,279.936636653173,61.1041636787767,0.157558674414715,18177.988,27288.086,4090.795,1287.8918
8846,2020-01-04 14:00:00,229.2,4640,1337,4840,16669,13238,293,16870,2810,8.18952952711899,282.123247624941,279.936636653173,61.1041636787767,0.157558674414715,17941.877,26832.707,4354.8677,1281.4644
8847,2020-01-04 15:00:00,257.43,4601,1340,5268,18956,13245,343,14647,1059,8.18952952711899,282.123247624941,279.936636653173,61.1041636787767,0.157558674414715,17887.635,30418.125,4364.135,1369.1532
8848,2020-01-04 16:00:00,282.17,4674,1737,5375,23422,13616,277,12840,91,8.26157569151722,281.958139061599,279.958551851577,32.1200211611209,0.313236223235793,18195.277,32646.46,4398.5938,1657.331
8849,2020-01-04 17:00:00,295.01,4683,1943,5604,26775,13713,354,12655,0,8.26157569151722,281.958139061599,279.958551851577,32.1200211611209,0.313236223235793,17616.111,35058.445,4285.2773,1842.1239
8850,2020-01-04 18:00:00,299.21,4666,1985,5442,28182,13714,415,12383,2,8.26157569151722,281.958139061599,279.958551851577,32.1200211611209,0.313236223235793,17760.51,35886.6,4429.284,1946.0863
8851,2020-01-04 19:00:00,294.64,3810,1937,4902,27832,13714,266,12248,0,9.08253101339202,281.764622626264,279.750383016321,0,0.277494055782751,17386.732,35384.332,4379.9805,1859.981
8852,2020-01-04 20:00:00,291.65,3372,1741,5284,26631,13723,184,12960,1,9.08253101339202,281.764622626264,279.750383016321,0,0.277494055782751,17533.053,34679.047,4244.38,1582.7263
8853,2020-01-04 21:00:00,269.32,3374,1154,3954,23687,13716,184,13697,2,9.08253101339202,281.764622626264,279.750383016321,0,0.277494055782751,17229.592,33527.95,4088.2131,1389.6393
8854,2020-01-04 22:00:00,230.87,3380,1100,2981,18160,13721,177,15060,0,9.91254975812386,281.609526523771,279.39158410306,0,0.522185888780597,16634.33,29874.127,4037.5774,1320.9847
8855,2020-01-04 23:00:00,193.39,3393,1486,2077,13328,13519,243,15342,0,9.91254975812386,281.609526523771,279.39158410306,0,0.522185888780597,16656.469,24064.855,3825.504,1288.8346
8856,2020-01-05 00:00:00,170.58,3388,1026,2085,9865,13279,259,16214,0,9.91254975812386,281.609526523771,279.39158410306,0,0.522185888780597,19410.44,11531.998,3908.2527,1170.0552
8857,2020-01-05 01:00:00,177.67,3374,1007,2126,10417,13377,257,15353,0,10.7780204358155,281.372261181533,278.959331325925,0,0.081089282987684,20512.014,5070.7305,3878.6887,1074.7474
8858,2020-01-05 02:00:00,180.06,3359,985,2135,10648,13507,250,15027,0,10.7780204358155,281.372261181533,278.959331325925,0,0.081089282987684,20936.43,6979.8667,3652.316,989.9336
8859,2020-01-05 03:00:00,176.7,3355,984,2167,10139,13360,248,15260,0,10.7780204358155,281.372261181533,278.959331325925,0,0.081089282987684,21862.688,7520.1167,3687.4822,898.4007
8860,2020-01-05 04:00:00,168.45,3355,1009,2055,9508,13273,250,15964,0,11.9709645188855,281.263926261619,278.591686058548,0,0.174543844516368,21555.49,5413.877,3534.6655,889.41046
8861,2020-01-05 05:00:00,173.05,3370,1093,2096,9980,13384,258,15604,0,11.9709645188855,281.263926261619,278.591686058548,0,0.174543844516368,22397.729,7244.615,3617.5789,1038.1783
8862,2020-01-05 06:00:00,175.06,3408,1063,2183,10343,13694,249,15786,0,11.9709645188855,281.263926261619,278.591686058548,0,0.174543844516368,22323.998,7856.024,3907.723,1153.9042
8863,2020-01-05 07:00:00,174.83,3479,1090,2396,10790,13710,253,17546,0,12.9224948383025,281.288476548745,278.685101381306,0.867891409059291,0.450603921114433,23111.227,13428.2295,4259.774,1228.6515
8864,2020-01-05 08:00:00,176.46,4478,1168,3429,9466,13702,259,18848,1,12.9224948383025,281.288476548745,278.685101381306,0.867891409059291,0.450603921114433,24239.365,14928.278,4316.2114,1275.8081
8865,2020-01-05 09:00:00,184.05,4804,1211,4540,9175,13708,245,19957,258,12.9224948383025,281.288476548745,278.685101381306,0.867891409059291,0.450603921114433,24695.703,17784.174,4358.111,1311.2006
8866,2020-01-05 10:00:00,195.01,4827,1212,5227,10420,13697,245,20316,1205,12.2000579148206,281.681394020315,278.697403782688,24.5018020805475,1.49516901206106,25086.305,18125.383,4621.651,1299.0442
8867,2020-01-05 11:00:00,196.97,4815,1343,5247,11581,13693,285,21080,1841,12.2000579148206,281.681394020315,278.697403782688,24.5018020805475,1.49516901206106,24904.352,21523.082,4654.6445,1229.7036
8868,2020-01-05 12:00:00,198.98,4813,1504,4965,13112,13521,269,21768,1950,12.2000579148206,281.681394020315,278.697403782688,24.5018020805475,1.49516901206106,25202.521,20790.521,4702.131,1122.224
8869,2020-01-05 13:00:00,213.17,4743,1318,5041,15119,13270,277,21117,1611,11.2673728074663,281.747630031484,278.51206620605,73.1401342702355,0.630270204655839,25304.066,23143.43,4630.076,1030.6085
8870,2020-01-05 14:00:00,225.34,4695,1256,5133,16526,13275,284,20129,1017,11.2673728074663,281.747630031484,278.51206620605,73.1401342702355,0.630270204655839,24975.973,20069.629,4819.684,1029.435
8871,2020-01-05 15:00:00,227.07,4743,1192,4976,16966,13425,251,20118,371,11.2673728074663,281.747630031484,278.51206620605,73.1401342702355,0.630270204655839,24530.055,25124.902,4735.779,1094.7675
8872,2020-01-05 16:00:00,235.66,4816,1456,5094,18753,13512,258,20053,19,9.59879517787385,281.203864745462,278.063728747265,40.0501684980982,1.09220866225944,25000.016,28076.549,4765.86,1402.5226
8873,2020-01-05 17:00:00,253.77,4774,1919,5177,22806,13267,314,19346,3,9.59879517787385,281.203864745462,278.063728747265,40.0501684980982,1.09220866225944,23296.252,32528.209,4662.0127,1680.9438
8874,2020-01-05 18:00:00,254.83,4840,1928,5031,24097,13330,318,19889,0,9.59879517787385,281.203864745462,278.063728747265,40.0501684980982,1.09220866225944,22687.457,33256.355,4805.1147,1803.7919
8875,2020-01-05 19:00:00,236.13,4858,1814,4958,20856,13671,257,21456,0,8.57105387000701,280.770255131736,277.476639900606,0,0.120327116104582,21783.193,31563.332,4692.8477,1747.9235
8876,2020-01-05 20:00:00,211.11,4881,1297,4034,16789,13689,259,21933,0,8.57105387000701,280.770255131736,277.476639900606,0,0.120327116104582,20737.455,30094.043,4615.238,1523.2941
8877,2020-01-05 21:00:00,192.46,4853,1086,4038,12853,13693,258,22140,0,8.57105387000701,280.770255131736,277.476639900606,0,0.120327116104582,19942.887,31241.766,4432.5176,1358.7698
8878,2020-01-05 22:00:00,167.17,4407,1072,3426,9283,13689,275,21638,0,8.27793296739673,280.496363977558,277.267762385349,0,0.127867218825465,18990.973,25355.979,4559.4473,1228.6519
8879,2020-01-05 23:00:00,155.11,3711,1086,2948,7939,13683,304,20551,0,8.27793296739673,280.496363977558,277.267762385349,0,0.127867218825465,18013.79,19851.81,4294.576,1177.2999
8880,2020-01-06 00:00:00,154.04,3596,1061,2224,8738,13702,257,19196,0,8.27793296739673,280.496363977558,277.267762385349,0,0.127867218825465,17213.1,9390.657,3959.7915,1394.7112
8881,2020-01-06 01:00:00,161.75,3603,999,2355,9620,13672,245,19242,0,9.10013044869973,280.803254154019,278.027696325511,0,0.061751204909857,19480.105,7094.1313,3779.9446,1272.8499
8882,2020-01-06 02:00:00,161.96,3599,994,2305,9855,13304,244,19831,0,9.10013044869973,280.803254154019,278.027696325511,0,0.061751204909857,19375.387,6588.2163,3535.3853,1187.0751
8883,2020-01-06 03:00:00,160.12,3581,1024,2303,9821,13325,243,20305,0,9.10013044869973,280.803254154019,278.027696325511,0,0.061751204909857,20457.932,5071.948,3496.31,1145.3713
8884,2020-01-06 04:00:00,143.94,3607,1048,2082,8273,13673,248,20980,0,10.5038461281562,281.149152604021,278.779341279714,0,0.480847711909346,20136.863,6450.554,3689.2432,1196.5306
8885,2020-01-06 05:00:00,148.31,3620,1117,2195,8997,13706,250,21667,0,10.5038461281562,281.149152604021,278.779341279714,0,0.480847711909346,21634.83,7940.395,3833.9673,1295.2123
8886,2020-01-06 06:00:00,168.89,3235,1149,3099,10740,13707,246,22027,0,10.5038461281562,281.149152604021,278.779341279714,0,0.480847711909346,22284.291,11667.44,4106.0483,1356.8341
8887,2020-01-06 07:00:00,213.23,4303,1178,5304,15571,13716,211,23340,0,12.318439017224,281.967818098841,279.969386140422,1.02902393404516,1.34530266711214,23361.672,16331.071,4510.672,1469.6936
8888,2020-01-06 08:00:00,233.13,4767,1424,6845,18786,13707,243,25267,0,12.318439017224,281.967818098841,279.969386140422,1.02902393404516,1.34530266711214,25769.588,19112.229,4738.673,1481.2354
8889,2020-01-06 09:00:00,235.14,4826,1548,6278,20787,13590,240,25313,124,12.318439017224,281.967818098841,279.969386140422,1.02902393404516,1.34530266711214,25566.488,20482.486,4778.5103,1481.3821
8890,2020-01-06 10:00:00,242.47,4846,1510,7220,21170,13253,242,25629,728,13.3903322208039,283.306030979519,281.468759754849,15.7633256191983,3.19643502534866,27325.578,22775.686,5000.1313,1453.5847
8891,2020-01-06 11:00:00,240.18,4841,1523,7413,21036,13334,243,26031,1425,13.3903322208039,283.306030979519,281.468759754849,15.7633256191983,3.19643502534866,26744.887,22641.615,4873.033,1393.181
8892,2020-01-06 12:00:00,232.75,4856,1140,7266,19867,13691,245,26415,1925,13.3903322208039,283.306030979519,281.468759754849,15.7633256191983,3.19643502534866,29278.006,22832.662,5006.589,1298.7427
8893,2020-01-06 13:00:00,230.65,4836,1120,7158,19436,13701,239,26605,1600,13.5109209253958,284.161434616152,282.278793118738,31.2531051074897,1.17731469799249,29518.875,22604.105,4927.9507,1219.8954
8894,2020-01-06 14:00:00,232.92,4849,1097,6992,19436,13697,207,25991,855,13.5109209253958,284.161434616152,282.278793118738,31.2531051074897,1.17731469799249,29065.855,22261.777,4955.443,1137.5776
8895,2020-01-06 15:00:00,240.37,4853,1376,6834,20507,13406,198,24680,515,13.5109209253958,284.161434616152,282.278793118738,31.2531051074897,1.17731469799249,29509.023,24821.705,4770.559,1167.6956
8896,2020-01-06 16:00:00,243.45,4834,1352,6355,22065,13260,224,24763,98,13.6924828343501,284.254633065278,282.181941013175,16.6270339987934,2.01494449686058,30773.201,25985.488,4809.1816,1323.68
8897,2020-01-06 17:00:00,250.61,4835,1845,6258,24536,13469,388,24540,0,13.6924828343501,284.254633065278,282.181941013175,16.6270339987934,2.01494449686058,29962.533,28883.898,4777.8926,1567.5583
