UTC time,biomass,hydro,coal,nat_gas,nuclear,unknown,wind,solar
2019-01-03 05:30:00+00:00,1310,316,1085,17788,5903,67,1458,0
2019-01-03 06:00:00+00:00,1260,313,1491,18474,5912,67,1469,0
2019-01-03 06:30:00+00:00,1606,314,1949,20239,5911,67,1472,0
2019-01-03 07:00:00+00:00,2107,350,2491,21876,5914,66,1494,0
2019-01-03 07:30:00+00:00,2054,365,3436,23280,5911,69,1362,0
2019-01-03 08:00:00+00:00,2056,565,3874,24071,5918,67,1291,1
2019-01-03 08:30:00+00:00,2173,571,5065,24514,5911,66,1210,39
2019-01-03 09:00:00+00:00,2533,584,5684,24979,5914,66,1174,107
2019-01-03 09:30:00+00:00,2631,492,6234,24976,5920,77,1135,356
2019-01-03 10:00:00+00:00,2851,495,6401,24906,5916,65,1223,595
2019-01-03 10:30:00+00:00,2899,496,6484,24924,5914,82,1221,814
2019-01-03 11:00:00+00:00,2895,473,6476,25034,5907,81,1245,936
2019-01-03 11:30:00+00:00,2861,463,6479,25076,5900,67,1191,993
2019-01-03 12:00:00+00:00,2809,422,6474,25078,5893,66,1267,1020
2019-01-03 12:30:00+00:00,2819,489,6433,24349,5896,67,1284,962
2019-01-03 13:00:00+00:00,2824,518,6559,24377,5895,67,1365,876
2019-01-03 13:30:00+00:00,2846,618,6731,24290,5896,67,1278,714
2019-01-03 14:00:00+00:00,2764,712,6963,24401,5895,66,1323,519
2019-01-03 14:30:00+00:00,2750,648,7037,24498,5894,65,1383,309
2019-01-03 15:00:00+00:00,2760,478,6915,24412,5893,65,1381,140
2019-01-03 15:30:00+00:00,2770,744,6887,24501,5890,64,1337,29
2019-01-03 16:00:00+00:00,2684,912,6690,24527,5892,65,1297,1
2019-01-03 16:30:00+00:00,2769,952,6654,24656,5902,65,1430,0
2019-01-03 17:00:00+00:00,2769,980,6396,24459,5892,102,1444,0
2019-01-03 17:30:00+00:00,2771,1017,6310,24659,5857,109,1547,0
2019-01-03 18:00:00+00:00,2773,1010,6258,24605,5713,71,1513,0
2019-01-03 18:30:00+00:00,2676,966,6158,24562,5674,70,1504,0
2019-01-03 19:00:00+00:00,2756,573,6575,24473,5674,70,1617,0
2019-01-03 19:30:00+00:00,2788,514,6360,24431,5677,68,1468,0
2019-01-03 20:00:00+00:00,2793,493,6043,24382,5691,66,1398,0
2019-01-03 20:30:00+00:00,2781,460,5129,24320,5712,65,1480,0
2019-01-03 21:00:00+00:00,2714,395,4422,23869,5748,64,1476,0
2019-01-03 21:30:00+00:00,2353,395,3391,23012,5888,65,1415,0
2019-01-03 22:00:00+00:00,2464,409,2925,21416,5985,63,1329,0
2019-01-03 22:30:00+00:00,2440,409,2233,20506,6008,63,1348,0
2019-01-03 23:00:00+00:00,1930,340,1193,19999,6012,64,1368,0
2019-01-03 23:30:00+00:00,1360,320,1321,19686,6033,65,1392,0
2019-01-04 00:00:00+00:00,1042,293,1227,19393,6056,66,1444,0
2019-01-04 00:30:00+00:00,1043,292,1110,19413,6069,67,1601,0
2019-01-04 01:00:00+00:00,1051,272,938,19626,6078,67,1591,0
2019-01-04 01:30:00+00:00,1043,275,780,19346,6092,67,1545,0
2019-01-04 02:00:00+00:00,1035,272,777,18930,6101,66,1462,0
2019-01-04 02:30:00+00:00,1039,273,782,18727,6127,64,1466,0
2019-01-04 03:00:00+00:00,1047,272,772,18772,6130,64,1342,0
2019-01-04 03:30:00+00:00,1039,269,772,18282,6143,63,1390,0
2019-01-04 04:00:00+00:00,1055,269,777,17902,6127,64,1595,0
2019-01-04 04:30:00+00:00,1057,269,765,17933,5984,64,1729,0
2019-01-04 05:00:00+00:00,988,267,781,18374,5954,64,1890,0
2019-01-04 05:30:00+00:00,1071,268,886,18493,5966,68,2040,0
2019-01-04 06:00:00+00:00,1496,285,1383,18501,5962,70,2070,0
2019-01-04 06:30:00+00:00,1972,284,2124,19412,5966,70,2207,0
2019-01-04 07:00:00+00:00,2443,296,2251,21503,5972,69,2369,0
2019-01-04 07:30:00+00:00,2660,296,3064,23091,5968,69,2578,0
2019-01-04 08:00:00+00:00,2574,395,3508,23564,6060,68,2646,8
2019-01-04 08:30:00+00:00,2795,445,3758,24226,6181,67,2595,172
2019-01-04 09:00:00+00:00,2704,478,4001,24864,6184,64,2609,328
2019-01-04 09:30:00+00:00,2902,489,3951,25075,6197,63,2632,960
2019-01-04 10:00:00+00:00,2700,496,4202,24988,6202,68,2549,1370
2019-01-04 10:30:00+00:00,2762,496,4247,24920,6204,62,2590,1770
2019-01-04 11:00:00+00:00,2612,439,3909,24801,6203,63,2659,1960
2019-01-04 11:30:00+00:00,2610,441,3765,24677,6207,64,2672,2120
2019-01-04 12:00:00+00:00,2591,447,4011,24680,6205,65,2794,1970
2019-01-04 12:30:00+00:00,2717,449,3996,24786,6197,66,2862,2100
2019-01-04 13:00:00+00:00,2734,450,4139,24572,6203,68,2768,2030
2019-01-04 13:30:00+00:00,2715,431,4213,24754,6200,67,2744,1450
2019-01-04 14:00:00+00:00,2726,450,4074,24626,6191,66,2761,1050
2019-01-04 14:30:00+00:00,2724,464,4127,24986,6044,66,2781,665
2019-01-04 15:00:00+00:00,2734,497,4396,25029,5977,65,2767,322
2019-01-04 15:30:00+00:00,2905,511,4776,25043,5971,64,2741,94
2019-01-04 16:00:00+00:00,2904,585,4939,24920,5977,63,2783,4
2019-01-04 16:30:00+00:00,2841,692,4854,24837,5965,66,2857,0
2019-01-04 17:00:00+00:00,2706,744,4666,25068,5979,103,2859,0
2019-01-04 17:30:00+00:00,2792,748,4501,24814,5973,67,2815,1
2019-01-04 18:00:00+00:00,2657,671,4538,24965,5983,67,2976,0
2019-01-04 18:30:00+00:00,2808,650,4529,25112,5976,70,3226,0
2019-01-04 19:00:00+00:00,2844,515,4513,24712,6008,70,3111,0
2019-01-04 19:30:00+00:00,2779,515,4417,24360,6169,71,2968,0
2019-01-04 20:00:00+00:00,2666,505,3697,24059,6220,70,2806,0
2019-01-04 20:30:00+00:00,2645,440,3031,23170,6203,69,2608,0
2019-01-04 21:00:00+00:00,2716,418,2518,22905,6199,68,2588,0
2019-01-04 21:30:00+00:00,2568,398,1882,22000,6194,64,2547,0
2019-01-04 22:00:00+00:00,2660,342,1156,20939,6197,64,2621,0
2019-01-04 22:30:00+00:00,2409,344,1120,19310,6196,63,2566,0
2019-01-04 23:00:00+00:00,1880,325,640,18579,6199,63,2634,0
2019-01-04 23:30:00+00:00,1739,326,326,17772,6200,63,2603,0
2019-01-05 00:00:00+00:00,1263,294,0,17304,6194,65,2797,0
2019-01-05 00:30:00+00:00,1051,288,0,17033,6201,85,2892,0
2019-01-05 01:00:00+00:00,1047,276,0,17242,6206,97,2850,0
2019-01-05 01:30:00+00:00,1046,269,0,16743,6114,69,2779,0
2019-01-05 02:00:00+00:00,1092,269,0,16333,5981,87,2750,0
2019-01-05 02:30:00+00:00,1439,267,0,16475,5979,66,2622,0
2019-01-05 03:00:00+00:00,1436,266,0,16490,5974,66,2467,0
2019-01-05 03:30:00+00:00,1346,266,0,16464,5967,65,2415,0
2019-01-05 04:00:00+00:00,1125,266,0,16176,5983,63,2401,0
2019-01-05 04:30:00+00:00,1227,266,0,16091,5990,63,2358,0
2019-01-05 05:00:00+00:00,1229,302,0,15767,6086,63,2402,0
2019-01-05 05:30:00+00:00,1207,303,0,15848,6204,63,2314,0
2019-01-05 06:00:00+00:00,1094,314,0,16442,6191,64,2303,0
2019-01-05 06:30:00+00:00,1048,315,0,17186,6204,68,2136,0
2019-01-05 07:00:00+00:00,1250,328,74,17867,6196,68,2110,0
2019-01-05 07:30:00+00:00,1562,327,301,19305,6209,67,2168,0
2019-01-05 08:00:00+00:00,1465,344,427,20045,6204,67,2269,0
2019-01-05 08:30:00+00:00,1713,389,519,21388,6206,69,2435,3
2019-01-05 09:00:00+00:00,1716,420,1096,21663,6196,70,2458,46
2019-01-05 09:30:00+00:00,1656,433,1600,22039,6205,70,2541,110
2019-01-05 10:00:00+00:00,1712,434,1958,22239,6195,67,2649,208
2019-01-05 10:30:00+00:00,1749,456,2023,22317,6191,66,2707,295
2019-01-05 11:00:00+00:00,1736,490,1998,22297,6204,63,2976,378
2019-01-05 11:30:00+00:00,1731,494,2012,22275,6194,65,2991,428
2019-01-05 12:00:00+00:00,1728,489,2012,22266,6210,64,3164,445
2019-01-05 12:30:00+00:00,1731,490,2016,22316,6119,82,3254,433
2019-01-05 13:00:00+00:00,1737,486,2233,22498,5988,99,3428,382
2019-01-05 13:30:00+00:00,1715,446,2294,22642,5971,68,3444,310
2019-01-05 14:00:00+00:00,1686,434,2412,22723,5978,67,3276,228
2019-01-05 14:30:00+00:00,1749,435,2485,22900,5967,67,3177,134
2019-01-05 15:00:00+00:00,1750,436,2789,22805,5976,67,3100,49
2019-01-05 15:30:00+00:00,1782,463,3314,22617,5995,65,3248,5
2019-01-05 16:00:00+00:00,1947,757,3630,22351,6143,64,3195,1
2019-01-05 16:30:00+00:00,2042,903,3937,22622,6198,64,3173,0
2019-01-05 17:00:00+00:00,2191,900,4184,22747,6206,66,2880,0
2019-01-05 17:30:00+00:00,2079,919,4010,23328,6207,66,2632,0
2019-01-05 18:00:00+00:00,2051,907,3967,23475,6215,64,2621,0
2019-01-05 18:30:00+00:00,2046,907,3666,23377,6214,67,2766,0
2019-01-05 19:00:00+00:00,2051,737,3985,23317,6214,70,2661,0
2019-01-05 19:30:00+00:00,2020,521,3188,23070,6213,70,2516,0
2019-01-05 20:00:00+00:00,2134,502,2411,22562,6203,70,2418,0
2019-01-05 20:30:00+00:00,1747,483,1794,22144,6211,67,2556,0
2019-01-05 21:00:00+00:00,1723,438,793,22052,6212,67,2594,0
2019-01-05 21:30:00+00:00,1565,424,400,20914,6203,67,2525,0
2019-01-05 22:00:00+00:00,1527,351,10,20705,6206,65,2343,0
2019-01-05 22:30:00+00:00,1565,341,0,20340,6203,64,2384,0
2019-01-05 23:00:00+00:00,1046,327,0,18425,6211,65,2445,0
2019-01-05 23:30:00+00:00,1054,327,0,17189,6071,63,2357,0
2019-01-06 00:00:00+00:00,1023,297,0,16722,5966,64,2230,0
2019-01-06 00:30:00+00:00,1055,299,0,16884,5975,64,2100,0
2019-01-06 01:00:00+00:00,1055,509,0,16564,5964,70,1887,0
2019-01-06 01:30:00+00:00,1211,478,0,16208,5969,66,1899,0
2019-01-06 02:00:00+00:00,1088,462,0,15980,5974,67,1843,0
2019-01-06 02:30:00+00:00,968,459,0,16017,5970,68,1821,0
2019-01-06 03:00:00+00:00,986,454,0,16131,5976,66,1800,0
2019-01-06 03:30:00+00:00,955,442,0,16052,5987,66,1924,0
2019-01-06 04:00:00+00:00,939,272,0,15418,6141,64,1932,0
2019-01-06 04:30:00+00:00,938,271,0,15185,6198,65,1935,0
2019-01-06 05:00:00+00:00,941,298,0,14858,6202,63,1870,0
2019-01-06 05:30:00+00:00,975,297,0,15280,6197,63,2060,0
2019-01-06 06:00:00+00:00,1042,311,0,15556,6193,65,1817,0
2019-01-06 06:30:00+00:00,1053,310,0,16258,6187,65,1578,0
2019-01-06 07:00:00+00:00,1564,310,0,16952,6193,67,1394,0
2019-01-06 07:30:00+00:00,1442,316,0,17411,6192,67,1244,0
2019-01-06 08:00:00+00:00,1497,348,0,17922,6196,67,1018,1
2019-01-06 08:30:00+00:00,1562,393,0,19207,6193,69,969,18
2019-01-06 09:00:00+00:00,1597,445,140,20434,6191,69,991,101
2019-01-06 09:30:00+00:00,1514,450,790,21246,6190,69,1082,232
2019-01-06 10:00:00+00:00,1634,452,1546,21520,6180,81,1087,446
2019-01-06 10:30:00+00:00,1628,546,2205,21576,6035,64,1104,579
2019-01-06 11:00:00+00:00,1634,574,2750,21666,5959,63,1084,739
2019-01-06 11:30:00+00:00,1634,639,3431,21534,5962,63,1001,948
2019-01-06 12:00:00+00:00,1632,640,4119,21556,5959,63,928,1030
2019-01-06 12:30:00+00:00,1638,543,4391,21601,5982,64,896,960
2019-01-06 13:00:00+00:00,1639,532,4420,21915,5985,66,845,856
2019-01-06 13:30:00+00:00,1633,484,4254,22168,6123,66,782,667
2019-01-06 14:00:00+00:00,1631,468,4046,22741,6200,67,860,454
2019-01-06 14:30:00+00:00,1629,465,3589,23063,6203,67,807,261
2019-01-06 15:00:00+00:00,1639,465,3496,23802,6199,68,854,107
2019-01-06 15:30:00+00:00,1635,480,4044,23953,6200,67,845,14
2019-01-06 16:00:00+00:00,1625,637,4856,23795,6194,66,925,0
2019-01-06 16:30:00+00:00,1624,893,5551,23888,6194,66,1053,0
2019-01-06 17:00:00+00:00,1638,909,5865,24061,6194,72,1120,0
2019-01-06 17:30:00+00:00,1651,908,5084,24116,6186,63,1365,0
2019-01-06 18:00:00+00:00,1638,909,4589,23990,6198,64,1452,0
2019-01-06 18:30:00+00:00,1642,908,4190,24014,6188,63,1459,0
2019-01-06 19:00:00+00:00,1633,768,3913,23815,6193,64,1510,0
2019-01-06 19:30:00+00:00,1627,675,4328,23093,6198,67,1551,0
2019-01-06 20:00:00+00:00,1637,462,3359,22620,6187,68,1864,0
2019-01-06 20:30:00+00:00,1640,446,2687,21934,6195,69,2223,0
2019-01-06 21:00:00+00:00,1436,406,1616,21352,6132,68,2704,0
2019-01-06 21:30:00+00:00,1401,413,1231,19463,5986,67,3121,0
2019-01-06 22:00:00+00:00,1436,378,655,18122,5966,66,3429,0
2019-01-06 22:30:00+00:00,1380,375,155,16664,5975,65,3882,0
2019-01-06 23:00:00+00:00,1106,364,0,14968,5961,67,4066,0
2019-01-06 23:30:00+00:00,933,364,0,13386,5976,66,4418,0
2019-01-07 00:00:00+00:00,940,334,0,12583,5964,63,4892,0
2019-01-07 00:30:00+00:00,937,314,0,12620,6034,86,5195,0
2019-01-07 01:00:00+00:00,942,290,0,12646,6178,78,5641,0
2019-01-07 01:30:00+00:00,942,291,0,11747,6201,67,5864,0
2019-01-07 02:00:00+00:00,929,286,0,10940,6211,68,6020,0
2019-01-07 02:30:00+00:00,985,278,0,10395,6199,67,6306,0
2019-01-07 03:00:00+00:00,931,276,0,9786,6208,64,6528,0
2019-01-07 03:30:00+00:00,948,274,0,8723,6212,58,7041,0
2019-01-07 04:00:00+00:00,1003,286,0,8185,6216,54,7386,0
2019-01-07 04:30:00+00:00,1059,282,15,8439,6213,53,7726,0
2019-01-07 05:00:00+00:00,1183,282,271,8736,6186,42,8508,0
2019-01-07 05:30:00+00:00,1349,288,517,8978,6197,36,9006,0
2019-01-07 06:00:00+00:00,1489,288,732,9482,6315,36,9350,0
2019-01-07 06:30:00+00:00,1503,288,1068,12343,6318,37,10032,0
2019-01-07 07:00:00+00:00,2355,333,1092,13077,6319,38,10371,0
2019-01-07 07:30:00+00:00,2548,335,1240,14755,6315,41,10458,0
2019-01-07 08:00:00+00:00,2498,388,1321,15500,6313,43,10719,1
2019-01-07 08:30:00+00:00,2467,425,1535,15103,6313,41,11028,35
2019-01-07 09:00:00+00:00,2418,441,1638,15574,6313,40,11108,82
2019-01-07 09:30:00+00:00,2510,459,1603,16053,6315,41,11240,304
2019-01-07 10:00:00+00:00,2547,428,1412,15717,6316,41,11297,515
2019-01-07 10:30:00+00:00,2447,391,1375,15210,6311,41,11272,626
2019-01-07 11:00:00+00:00,2410,370,1331,15746,6305,39,11489,762
2019-01-07 11:30:00+00:00,2233,354,1334,15752,6334,37,11649,809
2019-01-07 12:00:00+00:00,2090,339,1333,15719,6358,36,11748,709
2019-01-07 12:30:00+00:00,1820,363,1319,15932,6356,36,11574,596
2019-01-07 13:00:00+00:00,1982,420,1454,16397,6380,36,11614,486
2019-01-07 13:30:00+00:00,2247,434,1338,16545,6366,36,11864,381
2019-01-07 14:00:00+00:00,2135,413,1362,16300,6363,36,11808,260
2019-01-07 14:30:00+00:00,2042,451,1365,16043,6392,36,11659,170
2019-01-07 15:00:00+00:00,2440,488,1341,15924,6395,36,11608,62
2019-01-07 15:30:00+00:00,2598,491,1336,16283,6396,37,11810,7
2019-01-07 16:00:00+00:00,2625,604,1638,16492,6399,39,11934,0
2019-01-07 16:30:00+00:00,2720,647,1880,17367,6395,37,11874,0
2019-01-07 17:00:00+00:00,2486,628,2173,17579,6402,37,11841,0
2019-01-07 17:30:00+00:00,2075,912,2166,17582,6452,39,11798,0
2019-01-07 18:00:00+00:00,1971,686,2239,17599,6468,40,11759,0
2019-01-07 18:30:00+00:00,1811,708,2071,17442,6497,38,11995,0
2019-01-07 19:00:00+00:00,1728,707,2069,16216,6487,39,12358,0
2019-01-07 19:30:00+00:00,1917,598,1971,14661,6475,40,12365,0
2019-01-07 20:00:00+00:00,1563,552,1601,14068,6484,38,12433,0
2019-01-07 20:30:00+00:00,1492,462,1283,13143,6487,36,12443,0
2019-01-07 21:00:00+00:00,1550,419,725,11973,6479,37,12192,0
2019-01-07 21:30:00+00:00,1612,404,723,9972,6485,36,11980,0
2019-01-07 22:00:00+00:00,1775,356,715,8753,6483,36,12041,0
2019-01-07 22:30:00+00:00,1776,406,480,7235,6498,40,12016,0
2019-01-07 23:00:00+00:00,1378,434,254,5538,6517,40,11847,0
2019-01-07 23:30:00+00:00,747,419,0,4745,6537,42,11592,0
2019-01-08 00:00:00+00:00,864,399,0,4625,6551,40,11597,0
2019-01-08 00:30:00+00:00,921,397,0,4615,6544,40,11496,0
2019-01-08 01:00:00+00:00,925,396,0,5058,6547,40,11395,0
2019-01-08 01:30:00+00:00,902,401,0,4701,6567,40,11448,0
2019-01-08 02:00:00+00:00,902,403,0,4485,6582,40,11482,0
2019-01-08 02:30:00+00:00,914,401,0,4601,6587,40,11501,0
2019-01-08 03:00:00+00:00,878,392,0,4448,6615,40,11489,0
2019-01-08 03:30:00+00:00,916,392,0,4647,6627,40,11324,0
2019-01-08 04:00:00+00:00,935,391,0,4790,6632,41,11180,0
2019-01-08 04:30:00+00:00,930,389,0,4777,6620,42,11065,0
2019-01-08 05:00:00+00:00,896,390,0,4491,6636,40,10755,0
2019-01-08 05:30:00+00:00,897,391,139,4670,6656,41,10537,0
2019-01-08 06:00:00+00:00,880,390,289,6298,6670,40,10710,0
2019-01-08 06:30:00+00:00,893,390,541,8756,6684,40,10631,0
2019-01-08 07:00:00+00:00,976,406,1067,12245,6695,40,10188,0
2019-01-08 07:30:00+00:00,1289,424,1349,15081,6687,40,9926,0
2019-01-08 08:00:00+00:00,1516,421,1712,15635,6688,48,9670,7
2019-01-08 08:30:00+00:00,1510,440,1893,16494,6693,49,9516,171
2019-01-08 09:00:00+00:00,1539,430,1957,16781,6696,44,9606,638
2019-01-08 09:30:00+00:00,1534,438,1950,17315,6707,43,9553,1380
2019-01-08 10:00:00+00:00,1529,434,1548,17647,6724,42,9480,2170
2019-01-08 10:30:00+00:00,1535,429,1477,17661,6721,42,9317,2740
2019-01-08 11:00:00+00:00,1397,424,1224,17940,6731,42,9141,3150
2019-01-08 11:30:00+00:00,1426,413,1329,17562,6736,42,9055,3360
2019-01-08 12:00:00+00:00,1209,418,1276,17507,6738,40,9187,3440
2019-01-08 12:30:00+00:00,1028,417,1099,17458,6749,41,9042,3290
2019-01-08 13:00:00+00:00,950,432,1127,17504,6761,40,9249,3000
2019-01-08 13:30:00+00:00,992,422,1103,17364,6758,41,9325,2540
2019-01-08 14:00:00+00:00,1007,428,1134,17332,6776,43,9138,1950
2019-01-08 14:30:00+00:00,987,426,1190,17960,6777,44,8872,1260
2019-01-08 15:00:00+00:00,987,509,1241,19268,6793,44,8643,632
2019-01-08 15:30:00+00:00,1316,526,1418,20251,6791,45,8440,180
2019-01-08 16:00:00+00:00,1540,532,2124,20276,6812,45,8441,8
2019-01-08 16:30:00+00:00,1465,831,2233,21751,6818,63,8592,0
