,UTC time,carbon_intensity,biomass,hydro,coal,nat_gas,nuclear,unknown,wind,solar,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean
26,2019-01-02 02:00:00,286.03,1817,756,629,25332,12628,126,6525,0,4.46984072796028,278.067449024781,274.793442303759,0,0.00330567101954
27,2019-01-02 03:00:00,289.34,1883,752,635,25594,12632,126,6143,0,4.46984072796028,278.067449024781,274.793442303759,0,0.00330567101954
28,2019-01-02 04:00:00,285.71,1980,763,599,24748,12637,132,6049,0,4.51540273543966,278.042229952889,274.86226939035,0,0.021453532867505
29,2019-01-02 05:00:00,286.76,2162,796,726,24600,12650,134,5928,0,4.51540273543966,278.042229952889,274.86226939035,0,0.021453532867505
30,2019-01-02 06:00:00,300.75,2535,834,1596,26069,12645,134,6054,0,4.51540273543966,278.042229952889,274.86226939035,0,0.021453532867505
31,2019-01-02 07:00:00,342.81,3190,860,2931,33572,11663,134,5714,0,4.54058807852541,278.102974952979,274.92058751953,0.711925812516769,0
32,2019-01-02 08:00:00,361.23,4916,972,3230,42247,11660,133,5484,4,4.54058807852541,278.102974952979,274.92058751953,0.711925812516769,0
33,2019-01-02 09:00:00,368.5,5301,1103,3887,45000,11661,140,5195,435,4.54058807852541,278.102974952979,274.92058751953,0.711925812516769,0
34,2019-01-02 10:00:00,378.5,5630,1103,5869,46185,11465,141,4506,2102,4.69756345820646,279.096572624115,275.363025854175,41.1496593177708,0.013211919702889
35,2019-01-02 11:00:00,380.49,5639,1045,6508,46454,11381,133,3792,3500,4.69756345820646,279.096572624115,275.363025854175,41.1496593177708,0.013211919702889
36,2019-01-02 12:00:00,383.15,5645,1125,6628,46575,11377,144,3386,3450,4.69756345820646,279.096572624115,275.363025854175,41.1496593177708,0.013211919702889
37,2019-01-02 13:00:00,389.27,5645,1615,7274,46772,11437,131,3055,2690,4.65629116175247,279.12693713134,275.538498388416,103.422603809424,0
38,2019-01-02 14:00:00,396.21,5644,1547,7677,47327,11769,129,2844,1709,4.65629116175247,279.12693713134,275.538498388416,103.422603809424,0
39,2019-01-02 15:00:00,411.36,5642,1299,8957,48197,11835,128,2515,621,4.65629116175247,279.12693713134,275.538498388416,103.422603809424,0
40,2019-01-02 16:00:00,425.07,5404,1199,10431,49254,11842,130,2205,37,4.78391085507221,278.531670781383,275.433318232701,54.8929121177695,0
41,2019-01-02 17:00:00,427.2,5413,1670,11378,51264,11844,139,2565,2,4.78391085507221,278.531670781383,275.433318232701,54.8929121177695,0
42,2019-01-02 18:00:00,424.32,5478,1744,11002,51323,11846,148,2704,1,4.78391085507221,278.531670781383,275.433318232701,54.8929121177695,0
43,2019-01-02 19:00:00,425.03,5411,1787,11272,50312,11851,136,2636,0,4.98692689672303,278.496996670992,275.590436117506,0,0
44,2019-01-02 20:00:00,427.68,4839,1221,11325,49050,11852,135,2785,0,4.98692689672303,278.496996670992,275.590436117506,0,0
45,2019-01-02 21:00:00,422.65,3608,1040,9688,47272,11831,125,2671,0,4.98692689672303,278.496996670992,275.590436117506,0,0
46,2019-01-02 22:00:00,397.51,3076,947,5441,44530,11829,127,2656,0,5.2050178063856,278.533008705053,275.77587749838,0,0.001689467461304
47,2019-01-02 23:00:00,372.78,2978,854,2459,40600,11836,130,2510,0,5.2050178063856,278.533008705053,275.77587749838,0,0.001689467461304
48,2019-01-03 00:00:00,356.59,2568,751,1075,37984,11698,134,2911,0,5.2050178063856,278.533008705053,275.77587749838,0,0.001689467461304
49,2019-01-03 01:00:00,358.34,2445,669,847,37793,11388,132,2679,0,5.52233405132843,278.50657863297,275.918187130278,0,0.000482026437776
50,2019-01-03 02:00:00,355.07,2438,646,599,37223,11384,130,2678,0,5.52233405132843,278.50657863297,275.918187130278,0,0.000482026437776
51,2019-01-03 03:00:00,355.81,2524,646,600,37709,11346,126,2753,0,5.52233405132843,278.50657863297,275.918187130278,0,0.000482026437776
52,2019-01-03 04:00:00,352.98,2546,642,600,36546,11552,127,2540,0,5.60955920352615,278.505091592062,276.042784079857,0,0.015052236162861
53,2019-01-03 05:00:00,349.39,2570,636,799,35940,11809,129,2886,0,5.60955920352615,278.505091592062,276.042784079857,0,0.015052236162861
54,2019-01-03 06:00:00,364.67,2570,629,2576,36262,11815,134,2927,0,5.60955920352615,278.505091592062,276.042784079857,0,0.015052236162861
55,2019-01-03 07:00:00,385.91,3713,664,4440,42115,11825,133,2966,0,5.6131853877118,278.629551082834,276.157977489621,1.2008782662592,0.030073911185235
56,2019-01-03 08:00:00,409.45,4110,930,7310,47351,11829,136,2653,1,5.6131853877118,278.629551082834,276.157977489621,1.2008782662592,0.030073911185235
57,2019-01-03 09:00:00,427.38,4706,1155,10749,49493,11825,132,2384,146,5.6131853877118,278.629551082834,276.157977489621,1.2008782662592,0.030073911185235
58,2019-01-03 10:00:00,431.9,5482,987,12635,49882,11836,142,2358,951,5.78861790242255,279.690766075803,276.674531874788,43.1571987875171,0.056842168971267
59,2019-01-03 11:00:00,428.78,5794,969,12960,49958,11821,163,2466,1750,5.78861790242255,279.690766075803,276.674531874788,43.1571987875171,0.056842168971267
60,2019-01-03 12:00:00,428.48,5670,885,12953,50154,11793,133,2458,2013,5.78861790242255,279.690766075803,276.674531874788,43.1571987875171,0.056842168971267
61,2019-01-03 13:00:00,426.97,5643,1007,12992,48726,11791,134,2649,1838,5.7750319485146,279.683937407301,276.814152075327,106.629896194768,0.010037128160526
62,2019-01-03 14:00:00,431.68,5610,1330,13694,48691,11791,133,2601,1233,5.7750319485146,279.683937407301,276.814152075327,106.629896194768,0.010037128160526
63,2019-01-03 15:00:00,437.02,5510,1126,13952,48910,11787,130,2764,449,5.7750319485146,279.683937407301,276.814152075327,106.629896194768,0.010037128160526
64,2019-01-03 16:00:00,435.56,5454,1656,13577,49028,11782,129,2634,30,5.678563315017,278.985562514226,276.418065867331,56.9583018266813,0.010472347764612
65,2019-01-03 17:00:00,430.66,5538,1932,13050,49115,11794,167,2874,0,5.678563315017,278.985562514226,276.418065867331,56.9583018266813,0.010472347764612
66,2019-01-03 18:00:00,428.29,5544,2027,12568,49264,11570,180,3060,0,5.678563315017,278.985562514226,276.418065867331,56.9583018266813,0.010472347764612
67,2019-01-03 19:00:00,432.2,5432,1539,12733,49035,11348,140,3121,0,5.59897485507534,278.8224253018,276.314923586616,0,0
68,2019-01-03 20:00:00,433.95,5581,1007,12403,48813,11368,134,2866,0,5.59897485507534,278.8224253018,276.314923586616,0,0
69,2019-01-03 21:00:00,419.52,5495,855,9551,48189,11460,129,2956,0,5.59897485507534,278.8224253018,276.314923586616,0,0
70,2019-01-03 22:00:00,398.51,4817,804,6316,44428,11873,128,2744,0,5.45156394315566,278.704360939913,276.269536535752,0,0.00181856833486
71,2019-01-03 23:00:00,374.62,4370,749,3426,40505,12020,127,2716,0,5.45156394315566,278.704360939913,276.269536535752,0,0.00181856833486
72,2019-01-04 00:00:00,369.75,2402,613,2548,39079,12089,131,2836,0,5.45156394315566,278.704360939913,276.269536535752,0,0.00181856833486
73,2019-01-04 01:00:00,364.39,2094,564,2048,39039,12147,134,3192,0,5.7960055279213,278.850874266969,276.524935327666,0,0
74,2019-01-04 02:00:00,359.84,2078,547,1557,38276,12193,133,3007,0,5.7960055279213,278.850874266969,276.524935327666,0,0
75,2019-01-04 03:00:00,358.83,2086,545,1554,37499,12257,128,2808,0,5.7960055279213,278.850874266969,276.524935327666,0,0
76,2019-01-04 04:00:00,354.53,2094,538,1549,36184,12270,127,2985,0,5.78120700713759,278.670202608374,276.434602988603,0,0.020223816755233
77,2019-01-04 05:00:00,353.07,2045,536,1546,36307,11938,128,3619,0,5.78120700713759,278.670202608374,276.434602988603,0,0.020223816755233
78,2019-01-04 06:00:00,356.5,2567,553,2269,36994,11928,138,4110,0,5.78120700713759,278.670202608374,276.434602988603,0,0.020223816755233
79,2019-01-04 07:00:00,372.82,4415,580,4375,40915,11938,139,4576,0,5.74182054562048,278.723471784355,276.505300023551,1.05254378308141,0.001298847079782
80,2019-01-04 08:00:00,388.88,5234,691,6572,46655,12028,137,5224,8,5.74182054562048,278.723471784355,276.505300023551,1.05254378308141,0.001298847079782
81,2019-01-04 09:00:00,393.06,5499,923,7759,49090,12365,131,5204,500,5.74182054562048,278.723471784355,276.505300023551,1.05254378308141,0.001298847079782
82,2019-01-04 10:00:00,388.13,5602,985,8153,50063,12399,131,5181,2330,5.90312427393781,279.752264545844,277.069942026494,39.6630280424697,0.029329446109132
83,2019-01-04 11:00:00,382.41,5374,935,8156,49721,12407,125,5249,3730,5.90312427393781,279.752264545844,277.069942026494,39.6630280424697,0.029329446109132
84,2019-01-04 12:00:00,378.14,5201,888,7776,49357,12412,129,5466,4090,5.90312427393781,279.752264545844,277.069942026494,39.6630280424697,0.029329446109132
85,2019-01-04 13:00:00,378.72,5451,899,8135,49358,12400,134,5630,4130,5.68221029046143,279.866148089925,277.342506509083,91.6355047166242,0
86,2019-01-04 14:00:00,386.65,5441,881,8287,49380,12391,133,5505,2500,5.68221029046143,279.866148089925,277.342506509083,91.6355047166242,0
87,2019-01-04 15:00:00,395.92,5458,961,8523,50015,12021,131,5548,987,5.68221029046143,279.866148089925,277.342506509083,91.6355047166242,0
88,2019-01-04 16:00:00,404.7,5809,1096,9715,49963,11948,127,5524,98,5.60163280229235,279.553662643281,277.34929283661,48.8016002351123,0.082467641216525
89,2019-01-04 17:00:00,402.37,5547,1436,9520,49905,11944,169,5716,0,5.60163280229235,279.553662643281,277.34929283661,48.8016002351123,0.082467641216525
90,2019-01-04 18:00:00,399.58,5449,1419,9039,49779,11956,134,5791,1,5.60163280229235,279.553662643281,277.34929283661,48.8016002351123,0.082467641216525
91,2019-01-04 19:00:00,397.74,5652,1165,9042,49824,11984,140,6337,0,5.47542163064212,279.624135840478,277.541992734852,0,0.150485839479847
92,2019-01-04 20:00:00,393.18,5445,1020,8114,48419,12389,141,5774,0,5.47542163064212,279.624135840478,277.541992734852,0,0.150485839479847
93,2019-01-04 21:00:00,379.51,5361,858,5549,46075,12402,137,5196,0,5.47542163064212,279.624135840478,277.541992734852,0,0.150485839479847
94,2019-01-04 22:00:00,359.7,5228,740,3038,42939,12391,128,5168,0,5.48114870132543,279.807810138623,277.751537837319,0,0.333436501273696
95,2019-01-04 23:00:00,341.83,4289,669,1760,37889,12395,126,5200,0,5.48114870132543,279.807810138623,277.751537837319,0,0.333436501273696
96,2019-01-05 00:00:00,324.13,3002,620,326,35076,12394,128,5400,0,5.48114870132543,279.807810138623,277.751537837319,0,0.333436501273696
97,2019-01-05 01:00:00,319,2098,564,0,34275,12407,182,5742,0,5.21765415297648,280.223338194546,278.039653155538,0,0.101300280033064
98,2019-01-05 02:00:00,318.07,2138,538,0,33076,12095,156,5529,0,5.21765415297648,280.223338194546,278.039653155538,0,0.101300280033064
99,2019-01-05 03:00:00,319.69,2875,533,0,32965,11953,132,5089,0,5.21765415297648,280.223338194546,278.039653155538,0,0.101300280033064
100,2019-01-05 04:00:00,320.93,2471,532,0,32640,11950,128,4816,0,5.03487669776818,280.27773458162,277.958497913038,0,0.163883540508025
101,2019-01-05 05:00:00,317.77,2456,568,0,31858,12076,126,4760,0,5.03487669776818,280.27773458162,277.958497913038,0,0.163883540508025
102,2019-01-05 06:00:00,318.16,2301,617,0,32290,12395,127,4617,0,5.03487669776818,280.27773458162,277.958497913038,0,0.163883540508025
103,2019-01-05 07:00:00,329.47,2298,643,74,35053,12400,136,4246,0,4.60730512457135,280.320247111789,277.82385527154,0.033208857364176,0.022081954703404
104,2019-01-05 08:00:00,343.69,3027,671,728,39350,12413,134,4437,0,4.60730512457135,280.320247111789,277.82385527154,0.033208857364176,0.022081954703404
105,2019-01-05 09:00:00,354.43,3429,809,1615,43051,12402,139,4893,49,4.60730512457135,280.320247111789,277.82385527154,0.033208857364176,0.022081954703404
106,2019-01-05 10:00:00,366.9,3368,867,3558,44278,12400,137,5190,318,4.32176195804412,281.035436411819,278.125950224278,34.8858585684499,0.040249943438365
107,2019-01-05 11:00:00,365.75,3485,946,4021,44614,12395,129,5683,673,4.32176195804412,281.035436411819,278.125950224278,34.8858585684499,0.040249943438365
108,2019-01-05 12:00:00,362.28,3459,983,4024,44541,12404,129,6155,873,4.32176195804412,281.035436411819,278.125950224278,34.8858585684499,0.040249943438365
109,2019-01-05 13:00:00,363.56,3468,976,4249,44814,12107,181,6682,815,4.07955871467195,280.968339046877,278.08691470742,90.6743138773689,0.018420343239558
110,2019-01-05 14:00:00,369.46,3401,880,4706,45365,11949,135,6720,538,4.07955871467195,280.968339046877,278.08691470742,90.6743138773689,0.018420343239558
111,2019-01-05 15:00:00,377.07,3499,871,5274,45705,11943,134,6277,183,4.07955871467195,280.968339046877,278.08691470742,90.6743138773689,0.018420343239558
112,2019-01-05 16:00:00,382.69,3729,1220,6944,44968,12138,129,6443,6,3.93157101008647,280.581941488234,277.758760385657,48.0880090595482,0.054194971933106
113,2019-01-05 17:00:00,386.79,4233,1803,8121,45369,12404,130,6053,0,3.93157101008647,280.581941488234,277.758760385657,48.0880090595482,0.054194971933106
114,2019-01-05 18:00:00,391.72,4130,1826,7977,46803,12422,130,5253,0,3.93157101008647,280.581941488234,277.758760385657,48.0880090595482,0.054194971933106
115,2019-01-05 19:00:00,389.87,4097,1644,7651,46694,12428,137,5427,0,4.29061056341293,280.560120812872,278.00408116153,0,0.034463957110936
116,2019-01-05 20:00:00,382.04,4154,1023,5599,45632,12416,140,4934,0,4.29061056341293,280.560120812872,278.00408116153,0,0.034463957110936
117,2019-01-05 21:00:00,361.45,3470,921,2587,44196,12423,134,5150,0,4.29061056341293,280.560120812872,278.00408116153,0,0.034463957110936
118,2019-01-05 22:00:00,343.64,3092,775,410,41619,12409,132,4868,0,5.80304440389328,280.816450071953,278.636030188174,0,0.134160546344564
119,2019-01-05 23:00:00,334.99,2611,668,0,38765,12414,129,4829,0,5.80304440389328,280.816450071953,278.636030188174,0,0.134160546344564
120,2019-01-06 00:00:00,325.94,2077,624,0,33911,12037,127,4587,0,5.80304440389328,280.816450071953,278.636030188174,0,0.134160546344564
121,2019-01-06 01:00:00,327.61,2110,808,0,33448,11939,134,3987,0,7.7758682613592,281.582766703269,279.832802654646,0,0.352286410822652
122,2019-01-06 02:00:00,323.95,2299,940,0,32188,11943,133,3742,0,7.7758682613592,281.582766703269,279.832802654646,0,0.352286410822652
123,2019-01-06 03:00:00,325.36,1954,913,0,32148,11946,134,3621,0,7.7758682613592,281.582766703269,279.832802654646,0,0.352286410822652
124,2019-01-06 04:00:00,321.8,1894,714,0,31470,12128,130,3856,0,9.46857315810022,282.043859560728,280.251616669481,0,0.797698816224329
125,2019-01-06 05:00:00,316.38,1879,569,0,30043,12400,128,3805,0,9.46857315810022,282.043859560728,280.251616669481,0,0.797698816224329
126,2019-01-06 06:00:00,318.3,2017,608,0,30836,12390,128,3877,0,9.46857315810022,282.043859560728,280.251616669481,0,0.797698816224329
127,2019-01-06 07:00:00,330.5,2617,620,0,33210,12380,132,2972,0,10.9880385162424,282.325567462638,280.094828642944,0.973351057274644,0.499389057468214
128,2019-01-06 08:00:00,340.14,2939,664,0,35333,12388,134,2262,1,10.9880385162424,282.325567462638,280.094828642944,0.973351057274644,0.499389057468214
129,2019-01-06 09:00:00,352.14,3159,838,140,39641,12384,138,1960,119,10.9880385162424,282.325567462638,280.094828642944,0.973351057274644,0.499389057468214
130,2019-01-06 10:00:00,370.81,3148,902,2336,42766,12370,150,2169,678,12.3033065888403,282.725611540247,279.867285602931,25.9836027922255,0.860047140910834
131,2019-01-06 11:00:00,386.26,3262,1120,4955,43242,11994,127,2188,1318,12.3033065888403,282.725611540247,279.867285602931,25.9836027922255,0.860047140910834
132,2019-01-06 12:00:00,399.62,3266,1279,7550,43090,11921,126,1929,1978,12.3033065888403,282.725611540247,279.867285602931,25.9836027922255,0.860047140910834
133,2019-01-06 13:00:00,410.09,3277,1075,8811,43516,11967,130,1741,1816,12.8928157784113,282.578046360748,279.397254602473,62.4446417411339,0.276732074814467
134,2019-01-06 14:00:00,411.52,3264,952,8300,44909,12323,133,1642,1121,12.8928157784113,282.578046360748,279.397254602473,62.4446417411339,0.276732074814467
135,2019-01-06 15:00:00,410.18,3268,930,7085,46865,12402,135,1661,368,12.8928157784113,282.578046360748,279.397254602473,62.4446417411339,0.276732074814467
136,2019-01-06 16:00:00,421.22,3260,1117,8900,47748,12394,133,1770,14,12.9447410757932,282.203840217304,278.775233968824,33.5380304693973,0.49828467547494
137,2019-01-06 17:00:00,428.66,3262,1802,11416,47949,12388,138,2173,0,12.9447410757932,282.203840217304,278.775233968824,33.5380304693973,0.49828467547494
138,2019-01-06 18:00:00,416.46,3289,1817,9673,48106,12384,127,2817,0,12.9447410757932,282.203840217304,278.775233968824,33.5380304693973,0.49828467547494
139,2019-01-06 19:00:00,407.86,3275,1676,8103,47829,12381,127,2969,0,12.587733981319,281.755869453847,278.147131415455,0,0.054441523402746
140,2019-01-06 20:00:00,403.62,3264,1137,7687,45713,12385,135,3415,0,12.587733981319,281.755869453847,278.147131415455,0,0.054441523402746
141,2019-01-06 21:00:00,373.9,3076,852,4303,43286,12327,137,4927,0,12.587733981319,281.755869453847,278.147131415455,0,0.054441523402746
142,2019-01-06 22:00:00,339.25,2837,791,1886,37585,11952,133,6550,0,11.8347198807789,281.234238425911,277.603675918848,0,0.133890090639865
143,2019-01-06 23:00:00,300.56,2486,739,155,31632,11936,132,7948,0,11.8347198807789,281.234238425911,277.603675918848,0,0.133890090639865
144,2019-01-07 00:00:00,270.61,1873,698,0,25969,11940,129,9310,0,11.8347198807789,281.234238425911,277.603675918848,0,0.133890090639865
145,2019-01-07 01:00:00,259.17,1879,604,0,25266,12212,164,10836,0,11.5197962444144,280.828057541619,277.172826912937,0,0.044402678451397
146,2019-01-07 02:00:00,240.79,1871,577,0,22687,12412,135,11884,0,11.5197962444144,280.828057541619,277.172826912937,0,0.044402678451397
147,2019-01-07 03:00:00,223.32,1916,554,0,20181,12407,131,12834,0,11.5197962444144,280.828057541619,277.172826912937,0,0.044402678451397
148,2019-01-07 04:00:00,196.9,1951,560,0,16908,12428,112,14427,0,10.7828306370506,280.260278707777,276.423386740853,0,0.128900504971482
149,2019-01-07 05:00:00,195.39,2242,564,286,17175,12399,95,16234,0,10.7828306370506,280.260278707777,276.423386740853,0,0.128900504971482
150,2019-01-07 06:00:00,206.03,2838,576,1249,18460,12512,72,18356,0,10.7828306370506,280.260278707777,276.423386740853,0,0.128900504971482
151,2019-01-07 07:00:00,238.71,3858,621,2160,25420,12637,75,20403,0,9.97402171381408,279.814247422972,275.877469729717,1.22479388252072,0.012780502441335
152,2019-01-07 08:00:00,255.9,5046,723,2561,30255,12628,84,21177,1,9.97402171381408,279.814247422972,275.877469729717,1.22479388252072,0.012780502441335
153,2019-01-07 09:00:00,257.98,4885,866,3173,30677,12626,81,22136,117,9.97402171381408,279.814247422972,275.877469729717,1.22479388252072,0.012780502441335
154,2019-01-07 10:00:00,256.75,5057,887,3015,31770,12631,82,22537,819,9.72435593485065,280.238363876566,275.684355820412,43.4079556338105,0.076382016383646
155,2019-01-07 11:00:00,250.15,4857,761,2706,30956,12616,80,22761,1388,9.72435593485065,280.238363876566,275.684355820412,43.4079556338105,0.076382016383646
156,2019-01-07 12:00:00,249.21,4323,693,2667,31471,12692,73,23397,1518,9.72435593485065,280.238363876566,275.684355820412,43.4079556338105,0.076382016383646
157,2019-01-07 13:00:00,254.22,3802,783,2773,32329,12736,72,23188,1082,9.15220775998807,279.908612706224,275.397206823483,109.766550053976,0.008724689911106
158,2019-01-07 14:00:00,254.58,4382,847,2700,32845,12729,72,23672,641,9.15220775998807,279.908612706224,275.397206823483,109.766550053976,0.008724689911106
159,2019-01-07 15:00:00,253.84,4482,939,2706,31967,12787,72,23267,232,9.15220775998807,279.908612706224,275.397206823483,109.766550053976,0.008724689911106
160,2019-01-07 16:00:00,256.63,5223,1095,2974,32775,12795,76,23744,7,8.532689196605,279.057567718935,274.876252085329,59.2957496490631,0.097076692083079
161,2019-01-07 17:00:00,269.8,5206,1275,4053,34946,12797,74,23715,0,8.532689196605,279.057567718935,274.876252085329,59.2957496490631,0.097076692083079
162,2019-01-07 18:00:00,272.53,4046,1598,4405,35181,12920,79,23557,0,8.532689196605,279.057567718935,274.876252085329,59.2957496490631,0.097076692083079
163,2019-01-07 19:00:00,264.61,3539,1415,4140,33658,12984,77,24353,0,7.79920917628933,278.723260697693,274.457019061185,0,0.001053176679029
164,2019-01-07 20:00:00,244.99,3480,1150,3572,28729,12959,78,24798,0,7.79920917628933,278.723260697693,274.457019061185,0,0.001053176679029
165,2019-01-07 21:00:00,220.48,3042,881,2008,25116,12966,73,24635,0,7.79920917628933,278.723260697693,274.457019061185,0,0.001053176679029
166,2019-01-07 22:00:00,189.37,3387,760,1438,18725,12968,72,24021,0,7.02840946929085,278.425297127084,274.03464062811,0,0.083068371938738
167,2019-01-07 23:00:00,148.39,3154,840,734,12773,13015,80,23863,0,7.02840946929085,278.425297127084,274.03464062811,0,0.083068371938738
168,2019-01-08 00:00:00,113.19,1611,818,0,9370,13088,82,23189,0,7.02840946929085,278.425297127084,274.03464062811,0,0.083068371938738
169,2019-01-08 01:00:00,116.76,1846,793,0,9673,13091,80,22891,0,6.62594994113647,278.614430390183,274.584817371228,0,0.006996460743555
170,2019-01-08 02:00:00,112.64,1804,804,0,9186,13149,80,22930,0,6.62594994113647,278.614430390183,274.584817371228,0,0.006996460743555
171,2019-01-08 03:00:00,111.31,1792,793,0,9049,13202,80,22990,0,6.62594994113647,278.614430390183,274.584817371228,0,0.006996460743555
172,2019-01-08 04:00:00,115.45,1851,783,0,9437,13259,81,22504,0,6.33609633905237,278.547409387619,274.69973180505,0,0.053675627671495
173,2019-01-08 05:00:00,115.59,1826,779,0,9268,13256,82,21820,0,6.33609633905237,278.547409387619,274.69973180505,0,0.053675627671495
174,2019-01-08 06:00:00,135.84,1777,781,428,10968,13326,81,21247,0,6.33609633905237,278.547409387619,274.69973180505,0,0.053675627671495
175,2019-01-08 07:00:00,209.96,1869,796,1608,21001,13379,80,20819,0,5.88588119555344,278.59647614797,274.928052404891,1.23438748354197,0.040044463891571
176,2019-01-08 08:00:00,264.77,2805,845,3061,30716,13375,88,19596,7,5.88588119555344,278.59647614797,274.928052404891,1.23438748354197,0.040044463891571
177,2019-01-08 09:00:00,277.43,3049,870,3850,33275,13389,93,19122,809,5.88588119555344,278.59647614797,274.928052404891,1.23438748354197,0.040044463891571
178,2019-01-08 10:00:00,271.55,3063,872,3498,34962,13431,85,19033,3550,5.53585966681616,279.457285917237,275.388148606473,37.1964264026212,0.179373914189637
179,2019-01-08 11:00:00,263.13,2932,853,2701,35601,13452,84,18458,5890,5.53585966681616,279.457285917237,275.388148606473,37.1964264026212,0.179373914189637
180,2019-01-08 12:00:00,259.24,2635,831,2605,35069,13474,82,18242,6800,5.53585966681616,279.457285917237,275.388148606473,37.1964264026212,0.179373914189637
181,2019-01-08 13:00:00,257.52,1978,849,2226,34962,13510,81,18291,6290,5.10383883714017,279.596022154437,275.814139753267,83.6733429158136,0.170531198115511
182,2019-01-08 14:00:00,261.18,1999,850,2237,34696,13534,84,18463,4490,5.10383883714017,279.596022154437,275.814139753267,83.6733429158136,0.170531198115511
183,2019-01-08 15:00:00,280.48,1974,935,2431,37228,13570,88,17515,1892,5.10383883714017,279.596022154437,275.814139753267,83.6733429158136,0.170531198115511
184,2019-01-08 16:00:00,303.07,2856,1058,3542,40527,13603,90,16881,188,4.89449454622548,279.344624455174,276.140871324557,45.1762309364438,0.388299399915544
