UTC time,oil,wind,hydro,nat_gas,coal
2023-01-02 21:00,158.0,1.0,421.0,200.0,296.0
2023-01-02 22:00,158.0,0.0,428.0,170.0,295.0
2023-01-02 23:00,158.0,1.0,336.0,0.0,294.0
2023-01-03 00:00,158.0,2.0,272.0,0.0,296.0
2023-01-03 01:00,158.0,2.0,203.0,0.0,293.0
2023-01-03 02:00,158.0,7.0,150.0,0.0,289.0
2023-01-03 03:00,158.0,18.0,131.0,0.0,286.0
2023-01-03 04:00,158.0,18.0,148.0,0.0,288.0
2023-01-03 05:00,158.0,19.0,174.0,100.0,289.0
2023-01-03 06:00,158.0,13.0,178.0,200.0,288.0
2023-01-03 07:00,158.0,20.0,241.0,200.0,288.0
2023-01-03 08:00,157.0,15.0,273.0,200.0,289.0
2023-01-03 09:00,158.0,25.0,317.0,200.0,285.0
2023-01-03 10:00,158.0,23.0,319.0,200.0,281.0
2023-01-03 11:00,158.0,17.0,319.0,200.0,279.0
2023-01-03 12:00,158.0,20.0,319.0,200.0,282.0
2023-01-03 13:00,158.0,22.0,307.0,200.0,283.0
2023-01-03 14:00,158.0,28.0,323.0,200.0,283.0
2023-01-03 15:00,159.0,22.0,349.0,200.0,279.0
2023-01-03 16:00,158.0,23.0,371.0,200.0,278.0
2023-01-03 17:00,159.0,28.0,368.0,200.0,279.0
2023-01-03 18:00,159.0,30.0,351.0,200.0,277.0
2023-01-03 19:00,159.0,32.0,355.0,200.0,282.0
2023-01-03 20:00,159.0,35.0,355.0,200.0,281.0
2023-01-03 21:00,159.0,36.0,403.0,200.0,278.0
2023-01-03 22:00,159.0,36.0,403.0,175.0,281.0
2023-01-03 23:00,158.0,36.0,410.0,0.0,273.0
2023-01-04 00:00,158.0,36.0,305.0,0.0,278.0
2023-01-04 01:00,158.0,36.0,211.0,0.0,277.0
2023-01-04 02:00,158.0,36.0,155.0,0.0,279.0
2023-01-04 03:00,158.0,36.0,163.0,0.0,263.0
2023-01-04 04:00,158.0,36.0,319.0,100.0,147.0
2023-01-04 05:00,158.0,36.0,333.0,193.0,148.0
2023-01-04 06:00,158.0,36.0,337.0,200.0,148.0
2023-01-04 07:00,158.0,36.0,387.0,200.0,147.0
2023-01-04 08:00,157.0,36.0,429.0,201.0,147.0
2023-01-04 09:00,158.0,36.0,430.0,201.0,146.0
2023-01-04 10:00,158.0,36.0,431.0,201.0,147.0
2023-01-04 11:00,158.0,36.0,431.0,201.0,139.0
2023-01-04 12:00,158.0,36.0,427.0,201.0,138.0
2023-01-04 13:00,158.0,36.0,342.0,194.0,138.0
2023-01-04 14:00,159.0,36.0,364.0,190.0,137.0
2023-01-04 15:00,159.0,36.0,413.0,193.0,139.0
2023-01-04 16:00,158.0,36.0,430.0,206.0,139.0
2023-01-04 17:00,159.0,36.0,428.0,206.0,139.0
2023-01-04 18:00,159.0,36.0,404.0,204.0,139.0
2023-01-04 19:00,159.0,36.0,385.0,199.0,138.0
2023-01-04 20:00,160.0,35.0,377.0,190.0,139.0
2023-01-04 21:00,160.0,35.0,429.0,201.0,138.0
2023-01-04 22:00,160.0,29.0,430.0,199.0,140.0
2023-01-04 23:00,159.0,19.0,320.0,6.0,138.0
2023-01-05 00:00,159.0,11.0,205.0,0.0,138.0
2023-01-05 01:00,159.0,10.0,109.0,0.0,139.0
2023-01-05 02:00,160.0,12.0,57.0,0.0,140.0
2023-01-05 03:00,159.0,9.0,50.0,0.0,140.0
2023-01-05 04:00,159.0,11.0,71.0,100.0,139.0
2023-01-05 05:00,159.0,10.0,90.0,200.0,143.0
2023-01-05 06:00,160.0,15.0,111.0,190.0,143.0
2023-01-05 07:00,159.0,15.0,185.0,190.0,143.0
2023-01-05 08:00,160.0,9.0,246.0,190.0,143.0
2023-01-05 09:00,159.0,5.0,282.0,194.0,144.0
2023-01-05 10:00,158.0,7.0,276.0,190.0,143.0
2023-01-05 11:00,159.0,12.0,275.0,190.0,142.0
2023-01-05 12:00,159.0,9.0,271.0,190.0,142.0
2023-01-05 13:00,159.0,7.0,276.0,190.0,143.0
2023-01-05 14:00,160.0,8.0,278.0,190.0,168.0
2023-01-05 15:00,160.0,17.0,290.0,190.0,186.0
2023-01-05 16:00,161.0,23.0,317.0,190.0,205.0
2023-01-05 17:00,160.0,24.0,271.0,190.0,254.0
2023-01-05 18:00,161.0,32.0,218.0,190.0,268.0
2023-01-05 19:00,161.0,35.0,179.0,190.0,273.0
2023-01-05 20:00,161.0,35.0,168.0,190.0,271.0
2023-01-05 21:00,161.0,36.0,317.0,200.0,272.0
2023-01-05 22:00,161.0,36.0,336.0,200.0,242.0
2023-01-05 23:00,161.0,36.0,427.0,7.0,148.0
2023-01-06 00:00,161.0,36.0,425.0,0.0,153.0
2023-01-06 01:00,161.0,36.0,326.0,0.0,161.0
2023-01-06 02:00,161.0,36.0,251.0,0.0,161.0
2023-01-06 03:00,161.0,36.0,232.0,0.0,161.0
2023-01-06 04:00,161.0,36.0,260.0,0.0,157.0
2023-01-06 05:00,161.0,36.0,311.0,16.0,157.0
2023-01-06 06:00,160.0,36.0,316.0,177.0,157.0
2023-01-06 07:00,160.0,35.0,371.0,188.0,159.0
2023-01-06 08:00,160.0,35.0,403.0,200.0,161.0
2023-01-06 09:00,160.0,36.0,422.0,200.0,157.0
2023-01-06 10:00,160.0,36.0,425.0,201.0,161.0
2023-01-06 11:00,161.0,36.0,409.0,201.0,165.0
2023-01-06 12:00,161.0,36.0,395.0,201.0,185.0
2023-01-06 13:00,161.0,36.0,423.0,201.0,186.0
2023-01-06 14:00,161.0,36.0,425.0,201.0,198.0
2023-01-06 15:00,161.0,36.0,425.0,211.0,202.0
2023-01-06 16:00,160.0,36.0,424.0,204.0,209.0
2023-01-06 17:00,161.0,36.0,411.0,204.0,206.0
2023-01-06 18:00,160.0,31.0,367.0,201.0,222.0
2023-01-06 19:00,160.0,36.0,359.0,201.0,223.0
2023-01-06 20:00,160.0,36.0,341.0,201.0,229.0
2023-01-06 21:00,160.0,36.0,364.0,201.0,236.0
2023-01-06 22:00,160.0,36.0,364.0,200.0,238.0
2023-01-06 23:00,159.0,0.0,318.0,7.0,234.0
2023-01-07 00:00,159.0,0.0,278.0,0.0,236.0
2023-01-07 01:00,159.0,0.0,191.0,0.0,237.0
2023-01-07 02:00,159.0,0.0,143.0,0.0,236.0
2023-01-07 03:00,159.0,0.0,126.0,0.0,233.0
2023-01-07 04:00,159.0,0.0,131.0,0.0,233.0
2023-01-07 05:00,159.0,0.0,169.0,0.0,230.0
2023-01-07 06:00,159.0,0.0,207.0,100.0,228.0
2023-01-07 07:00,159.0,0.0,220.0,200.0,229.0
2023-01-07 08:00,159.0,0.0,257.0,205.0,226.0
2023-01-07 09:00,159.0,0.0,285.0,201.0,235.0
2023-01-07 10:00,159.0,0.0,296.0,193.0,251.0
2023-01-07 11:00,159.0,0.0,279.0,170.0,280.0
2023-01-07 12:00,160.0,0.0,259.0,170.0,282.0
2023-01-07 13:00,159.0,0.0,221.0,170.0,338.0
2023-01-07 14:00,159.0,0.0,218.0,170.0,363.0
2023-01-07 15:00,159.0,0.0,242.0,170.0,356.0
2023-01-07 16:00,158.0,0.0,274.0,170.0,353.0
2023-01-07 17:00,159.0,0.0,291.0,170.0,343.0
2023-01-07 18:00,159.0,0.0,284.0,170.0,337.0
2023-01-07 19:00,159.0,0.0,277.0,170.0,332.0
2023-01-07 20:00,159.0,0.0,279.0,170.0,324.0
2023-01-07 21:00,159.0,0.0,356.0,192.0,333.0
2023-01-07 22:00,159.0,0.0,361.0,200.0,337.0
2023-01-07 23:00,158.0,0.0,281.0,7.0,337.0
2023-01-08 00:00,158.0,0.0,186.0,0.0,340.0
2023-01-08 01:00,159.0,0.0,105.0,0.0,340.0
2023-01-08 02:00,159.0,1.0,56.0,0.0,338.0
2023-01-08 03:00,159.0,0.0,49.0,0.0,338.0
2023-01-08 04:00,158.0,0.0,53.0,0.0,342.0
2023-01-08 05:00,158.0,0.0,88.0,0.0,341.0
2023-01-08 06:00,158.0,0.0,138.0,51.0,340.0
2023-01-08 07:00,158.0,0.0,254.0,40.0,339.0
2023-01-08 08:00,157.0,0.0,289.0,171.0,339.0
2023-01-08 09:00,158.0,0.0,325.0,170.0,341.0
2023-01-08 10:00,159.0,0.0,325.0,170.0,342.0
2023-01-08 11:00,159.0,0.0,316.0,170.0,342.0
2023-01-08 12:00,159.0,3.0,323.0,170.0,341.0
2023-01-08 13:00,159.0,5.0,314.0,170.0,336.0
2023-01-08 14:00,159.0,4.0,325.0,170.0,344.0
2023-01-08 15:00,158.0,5.0,386.0,170.0,349.0
2023-01-08 16:00,159.0,5.0,420.0,188.0,352.0
2023-01-08 17:00,159.0,4.0,399.0,200.0,348.0
2023-01-08 18:00,159.0,4.0,367.0,200.0,354.0
2023-01-08 19:00,159.0,6.0,367.0,201.0,352.0
2023-01-08 20:00,159.0,4.0,365.0,201.0,356.0
2023-01-08 21:00,159.0,2.0,345.0,201.0,355.0
2023-01-08 22:00,159.0,1.0,300.0,200.0,355.0
2023-01-08 23:00,159.0,1.0,249.0,7.0,347.0
2023-01-09 00:00,158.0,1.0,150.0,0.0,353.0
2023-01-09 01:00,159.0,0.0,84.0,0.0,352.0
2023-01-09 02:00,159.0,1.0,49.0,0.0,349.0
2023-01-09 03:00,159.0,1.0,48.0,0.0,347.0
2023-01-09 04:00,158.0,2.0,56.0,0.0,350.0
2023-01-09 05:00,158.0,2.0,117.0,0.0,346.0
2023-01-09 06:00,158.0,2.0,158.0,100.0,350.0
2023-01-09 07:00,158.0,2.0,212.0,200.0,343.0
2023-01-09 08:00,158.0,1.0,267.0,205.0,336.0
2023-01-09 09:00,158.0,6.0,290.0,204.0,340.0
2023-01-09 10:00,159.0,11.0,297.0,200.0,344.0
2023-01-09 11:00,158.0,9.0,298.0,200.0,345.0
2023-01-09 12:00,158.0,9.0,298.0,201.0,343.0
2023-01-09 13:00,158.0,7.0,298.0,203.0,346.0
2023-01-09 14:00,159.0,5.0,299.0,204.0,345.0
2023-01-09 15:00,159.0,10.0,339.0,203.0,346.0
2023-01-09 16:00,159.0,15.0,346.0,203.0,344.0
2023-01-09 17:00,159.0,8.0,341.0,203.0,342.0
2023-01-09 18:00,158.0,10.0,316.0,200.0,342.0
2023-01-09 19:00,158.0,14.0,289.0,200.0,344.0
2023-01-09 20:00,159.0,14.0,283.0,200.0,342.0
2023-01-09 21:00,158.0,11.0,383.0,201.0,341.0
2023-01-09 22:00,158.0,16.0,393.0,200.0,340.0
2023-01-09 23:00,158.0,22.0,310.0,7.0,342.0
2023-01-10 00:00,158.0,25.0,166.0,0.0,342.0
2023-01-10 01:00,158.0,19.0,95.0,0.0,343.0
2023-01-10 02:00,158.0,14.0,51.0,0.0,343.0
2023-01-10 03:00,158.0,14.0,50.0,0.0,341.0
2023-01-10 04:00,158.0,7.0,49.0,0.0,337.0
2023-01-10 05:00,158.0,16.0,91.0,0.0,334.0
2023-01-10 06:00,158.0,8.0,133.0,100.0,332.0
2023-01-10 07:00,159.0,7.0,188.0,200.0,332.0
2023-01-10 08:00,159.0,1.0,263.0,200.0,333.0
2023-01-10 09:00,159.0,0.0,295.0,200.0,334.0
2023-01-10 10:00,160.0,0.0,300.0,201.0,333.0
2023-01-10 11:00,160.0,2.0,281.0,201.0,333.0
2023-01-10 12:00,159.0,6.0,265.0,190.0,334.0
2023-01-10 13:00,160.0,4.0,271.0,170.0,334.0
2023-01-10 14:00,160.0,7.0,296.0,173.0,333.0
2023-01-10 15:00,160.0,6.0,339.0,200.0,332.0
2023-01-10 16:00,160.0,8.0,345.0,201.0,339.0
2023-01-10 17:00,161.0,20.0,328.0,200.0,358.0
2023-01-10 18:00,161.0,36.0,275.0,200.0,369.0
2023-01-10 19:00,161.0,36.0,244.0,200.0,381.0
2023-01-10 20:00,161.0,36.0,221.0,200.0,397.0
2023-01-10 21:00,161.0,36.0,323.0,200.0,428.0
2023-01-10 22:00,160.0,36.0,282.0,200.0,460.0
2023-01-10 23:00,161.0,36.0,160.0,11.0,480.0
2023-01-11 00:00,160.0,36.0,50.0,0.0,473.0
2023-01-11 01:00,160.0,36.0,3.0,0.0,466.0
2023-01-11 02:00,160.0,36.0,2.0,0.0,464.0
2023-01-11 03:00,160.0,36.0,2.0,0.0,476.0
2023-01-11 04:00,160.0,36.0,2.0,100.0,476.0
2023-01-11 05:00,161.0,36.0,2.0,200.0,475.0
2023-01-11 06:00,161.0,36.0,3.0,179.0,472.0
2023-01-11 07:00,161.0,36.0,39.0,200.0,476.0
2023-01-11 08:00,160.0,36.0,90.0,200.0,485.0
2023-01-11 09:00,161.0,36.0,109.0,180.0,496.0
2023-01-11 10:00,161.0,36.0,123.0,170.0,507.0
2023-01-11 11:00,161.0,36.0,67.0,170.0,564.0
2023-01-11 12:00,161.0,36.0,67.0,170.0,565.0
2023-01-11 13:00,161.0,36.0,96.0,170.0,557.0
2023-01-11 14:00,161.0,36.0,102.0,170.0,562.0
2023-01-11 15:00,160.0,36.0,132.0,170.0,571.0
2023-01-11 16:00,160.0,36.0,146.0,170.0,572.0
2023-01-11 17:00,160.0,36.0,121.0,170.0,574.0
2023-01-11 18:00,160.0,36.0,117.0,170.0,562.0
2023-01-11 19:00,160.0,36.0,97.0,170.0,564.0
2023-01-11 20:00,160.0,36.0,75.0,170.0,575.0
2023-01-11 21:00,160.0,36.0,210.0,170.0,569.0
2023-01-11 22:00,160.0,36.0,194.0,169.0,533.0
2023-01-11 23:00,161.0,36.0,142.0,0.0,506.0
2023-01-12 00:00,160.0,36.0,46.0,0.0,499.0
2023-01-12 01:00,161.0,36.0,2.0,0.0,502.0
2023-01-12 02:00,160.0,36.0,2.0,0.0,500.0
2023-01-12 03:00,160.0,36.0,2.0,100.0,496.0
2023-01-12 04:00,161.0,36.0,3.0,200.0,500.0
2023-01-12 05:00,161.0,36.0,22.0,194.0,515.0
2023-01-12 06:00,161.0,36.0,19.0,170.0,509.0
2023-01-12 07:00,161.0,36.0,43.0,170.0,502.0
2023-01-12 08:00,161.0,36.0,92.0,170.0,507.0
2023-01-12 09:00,160.0,36.0,107.0,170.0,510.0
2023-01-12 10:00,161.0,36.0,122.0,170.0,501.0
2023-01-12 11:00,160.0,36.0,97.0,200.0,502.0
2023-01-12 12:00,160.0,36.0,92.0,187.0,541.0
2023-01-12 13:00,160.0,36.0,83.0,170.0,545.0
2023-01-12 14:00,161.0,36.0,111.0,170.0,526.0
2023-01-12 15:00,160.0,36.0,165.0,170.0,513.0
2023-01-12 16:00,160.0,36.0,186.0,170.0,517.0
2023-01-12 17:00,160.0,36.0,182.0,170.0,512.0
2023-01-12 18:00,160.0,36.0,157.0,170.0,509.0
2023-01-12 19:00,160.0,36.0,149.0,170.0,497.0
2023-01-12 20:00,160.0,36.0,145.0,170.0,491.0
2023-01-12 21:00,160.0,36.0,276.0,185.0,489.0
2023-01-12 22:00,160.0,36.0,247.0,170.0,489.0
2023-01-12 23:00,159.0,36.0,147.0,0.0,489.0
2023-01-13 00:00,160.0,36.0,46.0,0.0,491.0
2023-01-13 01:00,160.0,36.0,1.0,0.0,491.0
2023-01-13 02:00,160.0,36.0,1.0,0.0,494.0
2023-01-13 03:00,160.0,36.0,1.0,100.0,496.0
2023-01-13 04:00,160.0,36.0,1.0,200.0,503.0
2023-01-13 05:00,160.0,36.0,19.0,177.0,502.0
2023-01-13 06:00,160.0,36.0,18.0,181.0,503.0
2023-01-13 07:00,160.0,36.0,31.0,170.0,496.0
2023-01-13 08:00,159.0,36.0,51.0,170.0,499.0
2023-01-13 09:00,160.0,36.0,64.0,170.0,494.0
2023-01-13 10:00,160.0,36.0,74.0,170.0,496.0
2023-01-13 11:00,160.0,35.0,63.0,170.0,498.0
2023-01-13 12:00,160.0,34.0,53.0,170.0,492.0
2023-01-13 13:00,160.0,35.0,61.0,170.0,491.0
2023-01-13 14:00,160.0,35.0,84.0,170.0,485.0
2023-01-13 15:00,159.0,35.0,145.0,170.0,478.0
2023-01-13 16:00,159.0,32.0,186.0,179.0,485.0
2023-01-13 17:00,159.0,27.0,158.0,187.0,492.0
2023-01-13 18:00,160.0,21.0,152.0,170.0,495.0
2023-01-13 19:00,159.0,10.0,143.0,170.0,481.0
2023-01-13 20:00,159.0,11.0,124.0,170.0,481.0
2023-01-13 21:00,159.0,14.0,223.0,180.0,488.0
2023-01-13 22:00,160.0,7.0,225.0,175.0,490.0
2023-01-13 23:00,160.0,2.0,148.0,0.0,484.0
2023-01-14 00:00,159.0,4.0,60.0,0.0,490.0
2023-01-14 01:00,159.0,5.0,0.0,0.0,493.0
2023-01-14 02:00,160.0,1.0,0.0,0.0,492.0
2023-01-14 03:00,160.0,1.0,0.0,100.0,484.0
2023-01-14 04:00,160.0,3.0,0.0,200.0,486.0
2023-01-14 05:00,159.0,4.0,1.0,200.0,489.0
2023-01-14 06:00,160.0,1.0,1.0,185.0,489.0
2023-01-14 07:00,160.0,2.0,16.0,200.0,489.0
2023-01-14 08:00,159.0,3.0,70.0,176.0,500.0
2023-01-14 09:00,160.0,5.0,123.0,160.0,501.0
2023-01-14 10:00,159.0,8.0,139.0,183.0,483.0
2023-01-14 11:00,160.0,14.0,130.0,200.0,485.0
2023-01-14 12:00,159.0,21.0,129.0,200.0,476.0
2023-01-14 13:00,159.0,33.0,128.0,200.0,472.0
2023-01-14 14:00,160.0,36.0,134.0,200.0,476.0
2023-01-14 15:00,159.0,36.0,163.0,200.0,477.0
2023-01-14 16:00,160.0,36.0,184.0,200.0,475.0
2023-01-14 17:00,160.0,36.0,162.0,200.0,473.0
2023-01-14 18:00,160.0,36.0,134.0,200.0,471.0
2023-01-14 19:00,160.0,36.0,116.0,200.0,471.0
2023-01-14 20:00,160.0,36.0,110.0,200.0,456.0
2023-01-14 21:00,159.0,36.0,242.0,201.0,427.0
2023-01-14 22:00,159.0,36.0,278.0,175.0,409.0
2023-01-14 23:00,159.0,36.0,208.0,0.0,409.0
2023-01-15 00:00,159.0,36.0,137.0,0.0,409.0
2023-01-15 01:00,159.0,36.0,50.0,0.0,406.0
2023-01-15 02:00,159.0,36.0,50.0,0.0,403.0
2023-01-15 03:00,160.0,36.0,50.0,0.0,402.0
2023-01-15 04:00,160.0,36.0,50.0,100.0,405.0
2023-01-15 05:00,160.0,33.0,50.0,200.0,405.0
2023-01-15 06:00,160.0,29.0,95.0,160.0,408.0
2023-01-15 07:00,160.0,21.0,122.0,160.0,408.0
2023-01-15 08:00,159.0,10.0,197.0,190.0,402.0
2023-01-15 09:00,159.0,3.0,264.0,200.0,402.0
2023-01-15 10:00,160.0,0.0,282.0,201.0,404.0
2023-01-15 11:00,160.0,0.0,277.0,201.0,416.0
2023-01-15 12:00,160.0,0.0,256.0,200.0,421.0
2023-01-15 13:00,160.0,2.0,230.0,200.0,435.0
2023-01-15 14:00,159.0,4.0,243.0,200.0,431.0
2023-01-15 15:00,159.0,4.0,303.0,200.0,418.0
2023-01-15 16:00,159.0,3.0,347.0,205.0,425.0
2023-01-15 17:00,159.0,3.0,330.0,202.0,430.0
2023-01-15 18:00,159.0,3.0,323.0,200.0,419.0
2023-01-15 19:00,159.0,4.0,320.0,200.0,417.0
2023-01-15 20:00,159.0,4.0,313.0,200.0,411.0
2023-01-15 21:00,159.0,5.0,310.0,200.0,418.0
2023-01-15 22:00,159.0,5.0,245.0,175.0,417.0
2023-01-15 23:00,159.0,3.0,169.0,0.0,416.0
2023-01-16 00:00,159.0,3.0,63.0,0.0,417.0
2023-01-16 01:00,159.0,2.0,37.0,0.0,419.0
2023-01-16 02:00,160.0,2.0,25.0,0.0,419.0
2023-01-16 03:00,160.0,3.0,29.0,0.0,412.0
2023-01-16 04:00,160.0,3.0,58.0,100.0,422.0
2023-01-16 05:00,160.0,2.0,77.0,200.0,416.0
2023-01-16 06:00,160.0,3.0,102.0,200.0,416.0
2023-01-16 07:00,160.0,3.0,138.0,200.0,412.0
2023-01-16 08:00,160.0,5.0,189.0,200.0,417.0
2023-01-16 09:00,159.0,5.0,205.0,200.0,408.0
2023-01-16 10:00,160.0,6.0,188.0,200.0,400.0
2023-01-16 11:00,158.0,16.0,205.0,200.0,400.0
2023-01-16 12:00,157.0,16.0,218.0,200.0,403.0
2023-01-16 13:00,156.0,15.0,217.0,200.0,410.0
2023-01-16 14:00,155.0,9.0,245.0,185.0,410.0
2023-01-16 15:00,155.0,7.0,276.0,167.0,405.0
2023-01-16 16:00,155.0,6.0,267.0,200.0,411.0
2023-01-16 17:00,155.0,5.0,246.0,200.0,414.0
2023-01-16 18:00,156.0,6.0,229.0,200.0,411.0
2023-01-16 19:00,157.0,7.0,194.0,200.0,410.0
2023-01-16 20:00,157.0,8.0,189.0,200.0,414.0
2023-01-16 21:00,157.0,6.0,311.0,200.0,414.0
2023-01-16 22:00,157.0,7.0,311.0,55.0,404.0
2023-01-16 23:00,156.0,7.0,212.0,0.0,404.0
2023-01-17 00:00,156.0,8.0,97.0,0.0,407.0
2023-01-17 01:00,156.0,11.0,45.0,0.0,410.0
2023-01-17 02:00,156.0,10.0,31.0,0.0,404.0
2023-01-17 03:00,156.0,7.0,25.0,0.0,407.0
2023-01-17 04:00,156.0,7.0,54.0,100.0,409.0
2023-01-17 05:00,156.0,11.0,68.0,199.0,408.0
2023-01-17 06:00,157.0,7.0,80.0,175.0,405.0
2023-01-17 07:00,157.0,6.0,87.0,190.0,410.0
2023-01-17 08:00,157.0,12.0,123.0,200.0,410.0
2023-01-17 09:00,157.0,8.0,136.0,200.0,407.0
2023-01-17 10:00,156.0,9.0,137.0,200.0,407.0
2023-01-17 11:00,156.0,8.0,139.0,200.0,406.0
2023-01-17 12:00,156.0,9.0,160.0,200.0,411.0
2023-01-17 13:00,157.0,6.0,185.0,201.0,408.0
2023-01-17 14:00,157.0,6.0,193.0,200.0,399.0
2023-01-17 15:00,157.0,8.0,221.0,200.0,403.0
2023-01-17 16:00,156.0,6.0,235.0,200.0,406.0
2023-01-17 17:00,157.0,9.0,227.0,183.0,407.0
2023-01-17 18:00,157.0,19.0,219.0,161.0,401.0
2023-01-17 19:00,157.0,26.0,182.0,178.0,398.0
2023-01-17 20:00,157.0,26.0,187.0,160.0,400.0
2023-01-17 21:00,158.0,19.0,303.0,180.0,399.0
2023-01-17 22:00,157.0,13.0,272.0,55.0,400.0
2023-01-17 23:00,157.0,14.0,162.0,0.0,404.0
2023-01-18 00:00,156.0,18.0,57.0,0.0,401.0
2023-01-18 01:00,157.0,14.0,9.0,0.0,411.0
2023-01-18 02:00,157.0,21.0,9.0,0.0,412.0
2023-01-18 03:00,157.0,33.0,9.0,0.0,411.0
2023-01-18 04:00,157.0,29.0,10.0,100.0,410.0
2023-01-18 05:00,157.0,27.0,27.0,200.0,416.0
2023-01-18 06:00,157.0,32.0,27.0,160.0,416.0
2023-01-18 07:00,157.0,30.0,55.0,160.0,412.0
2023-01-18 08:00,157.0,26.0,55.0,160.0,408.0
2023-01-18 09:00,157.0,31.0,58.0,160.0,408.0
2023-01-18 10:00,157.0,36.0,55.0,160.0,409.0
2023-01-18 11:00,157.0,36.0,65.0,160.0,404.0
2023-01-18 12:00,157.0,35.0,73.0,160.0,408.0
2023-01-18 13:00,158.0,35.0,90.0,160.0,402.0
2023-01-18 14:00,158.0,33.0,95.0,160.0,407.0
2023-01-18 15:00,158.0,20.0,128.0,160.0,402.0
2023-01-18 16:00,158.0,22.0,178.0,174.0,400.0
2023-01-18 17:00,157.0,25.0,171.0,164.0,394.0
2023-01-18 18:00,157.0,27.0,150.0,160.0,403.0
2023-01-18 19:00,157.0,20.0,126.0,160.0,404.0
2023-01-18 20:00,157.0,29.0,115.0,160.0,398.0
2023-01-18 21:00,157.0,31.0,196.0,180.0,405.0
2023-01-18 22:00,157.0,35.0,203.0,200.0,398.0
2023-01-18 23:00,157.0,31.0,123.0,7.0,391.0
2023-01-19 00:00,156.0,24.0,30.0,0.0,388.0
2023-01-19 01:00,157.0,24.0,9.0,0.0,386.0
2023-01-19 02:00,157.0,22.0,9.0,0.0,390.0
2023-01-19 03:00,157.0,34.0,9.0,0.0,395.0
2023-01-19 04:00,157.0,33.0,9.0,0.0,394.0
2023-01-19 05:00,157.0,32.0,9.0,100.0,395.0
2023-01-19 06:00,157.0,34.0,9.0,199.0,399.0
2023-01-19 07:00,157.0,36.0,36.0,160.0,401.0
2023-01-19 08:00,157.0,35.0,37.0,160.0,402.0
2023-01-19 09:00,157.0,36.0,59.0,160.0,401.0
2023-01-19 10:00,156.0,36.0,84.0,160.0,400.0
2023-01-19 11:00,157.0,36.0,87.0,160.0,401.0
2023-01-19 12:00,157.0,36.0,113.0,160.0,398.0
2023-01-19 13:00,157.0,35.0,129.0,160.0,393.0
2023-01-19 14:00,156.0,15.0,138.0,160.0,398.0
2023-01-19 15:00,155.0,24.0,159.0,160.0,396.0
2023-01-19 16:00,156.0,13.0,178.0,160.0,396.0
2023-01-19 17:00,156.0,7.0,168.0,160.0,400.0
