,UTC time,carbon_intensity,nat_gas,nuclear,solar,other
39,2020-01-02 15:00:00,335.32,8258,3717,652,312
40,2020-01-02 16:00:00,333.47,8584,3719,934,331
41,2020-01-02 17:00:00,334.02,8912,3718,1080,326
42,2020-01-02 18:00:00,337.54,9264,3714,1110,335
43,2020-01-02 19:00:00,342.55,9701,3715,1090,341
44,2020-01-02 20:00:00,351.25,10326,3714,980,365
45,2020-01-02 21:00:00,360.04,10680,3712,689,356
46,2020-01-02 22:00:00,370.63,11013,3712,286,333
47,2020-01-02 23:00:00,378.71,11277,3714,34,368
48,2020-01-03 00:00:00,382.23,11703,3710,5,359
49,2020-01-03 01:00:00,378.0,11187,3711,4,331
50,2020-01-03 02:00:00,374.16,10648,3710,0,338
51,2020-01-03 03:00:00,367.43,9826,3713,0,347
52,2020-01-03 04:00:00,357.71,8867,3714,0,324
53,2020-01-03 05:00:00,348.66,7991,3714,0,344
54,2020-01-03 06:00:00,332.79,7010,3716,0,245
55,2020-01-03 07:00:00,324.41,6458,3714,0,242
56,2020-01-03 08:00:00,317.89,6071,3717,0,241
57,2020-01-03 09:00:00,312.09,5726,3714,0,247
58,2020-01-03 10:00:00,310.75,5681,3720,0,239
59,2020-01-03 11:00:00,319.79,6064,3718,0,295
60,2020-01-03 12:00:00,331.75,6891,3718,0,267
61,2020-01-03 13:00:00,342.03,7675,3721,23,277
62,2020-01-03 14:00:00,351.82,8828,3719,229,328
63,2020-01-03 15:00:00,356.24,9915,3718,543,357
64,2020-01-03 16:00:00,361.23,10807,3719,692,372
65,2020-01-03 17:00:00,364.27,11654,3716,891,382
66,2020-01-03 18:00:00,366.14,12092,3717,984,403
67,2020-01-03 19:00:00,370.67,12767,3715,981,390
68,2020-01-03 20:00:00,375.72,13219,3709,873,392
69,2020-01-03 21:00:00,380.22,13254,3708,629,379
70,2020-01-03 22:00:00,388.13,13412,3709,265,384
71,2020-01-03 23:00:00,390.09,12937,3711,38,399
72,2020-01-04 00:00:00,390.93,12926,3710,5,411
73,2020-01-04 01:00:00,388.07,12425,3710,3,416
74,2020-01-04 02:00:00,381.66,11490,3711,0,399
75,2020-01-04 03:00:00,374.54,10590,3711,0,377
76,2020-01-04 04:00:00,367.17,9587,3712,0,423
77,2020-01-04 05:00:00,355.69,8589,3713,0,356
78,2020-01-04 06:00:00,346.36,7826,3712,0,331
79,2020-01-04 07:00:00,339.8,6866,3713,0,516
80,2020-01-04 08:00:00,336.82,6053,3712,0,767
81,2020-01-04 09:00:00,340.78,5417,3713,0,1148
82,2020-01-04 10:00:00,340.34,5240,3714,0,1210
83,2020-01-04 11:00:00,344.5,5401,3715,0,1264
84,2020-01-04 12:00:00,349.37,5734,3711,0,1271
85,2020-01-04 13:00:00,356.24,6290,3716,30,1301
86,2020-01-04 14:00:00,368.79,7676,3717,181,1372
87,2020-01-04 15:00:00,378.33,9200,3716,353,1404
88,2020-01-04 16:00:00,380.92,10196,3716,555,1395
89,2020-01-04 17:00:00,383.88,10983,3713,667,1396
90,2020-01-04 18:00:00,388.35,11619,3714,645,1406
91,2020-01-04 19:00:00,392.18,11981,3713,546,1394
92,2020-01-04 20:00:00,396.71,11962,3711,344,1427
93,2020-01-04 21:00:00,398.19,11664,3709,218,1453
94,2020-01-04 22:00:00,401.58,10975,3710,110,1723
95,2020-01-04 23:00:00,405.69,10490,3710,18,1980
96,2020-01-05 00:00:00,404.2,10192,3711,3,1968
97,2020-01-05 01:00:00,406.75,6549,2835,0,1957
98,2020-01-05 02:00:00,377.49,3692,2837,0,1927
99,2020-01-05 03:00:00,390.74,4911,2837,0,1898
100,2020-01-05 04:00:00,377.66,4018,2837,0,1818
101,2020-01-05 05:00:00,308.81,1399,2839,0,1506
102,2020-01-05 06:00:00,343.42,5266,3716,0,1289
103,2020-01-05 07:00:00,324.21,4694,3718,0,1018
104,2020-01-05 08:00:00,312.86,4344,3717,0,901
105,2020-01-05 09:00:00,302.97,4270,3719,0,714
106,2020-01-05 10:00:00,297.26,4217,3719,0,616
107,2020-01-05 11:00:00,299.05,4384,3718,0,574
108,2020-01-05 12:00:00,314.94,4815,3718,0,736
109,2020-01-05 13:00:00,335.5,5360,3713,42,1057
110,2020-01-05 14:00:00,345.53,5953,3712,411,1415
111,2020-01-05 15:00:00,342.15,6406,3718,817,1462
112,2020-01-05 16:00:00,335.11,6521,3720,1088,1391
113,2020-01-05 17:00:00,333.39,6580,3719,1140,1346
114,2020-01-05 18:00:00,333.52,6586,3723,1139,1351
115,2020-01-05 19:00:00,332.84,6520,3718,1140,1352
116,2020-01-05 20:00:00,331.4,6463,3724,1126,1321
117,2020-01-05 21:00:00,339.35,6587,3722,885,1349
118,2020-01-05 22:00:00,358.18,7052,3722,358,1378
119,2020-01-05 23:00:00,372.29,7684,3724,53,1387
120,2020-01-06 00:00:00,381.5,8513,3727,6,1430
121,2020-01-06 01:00:00,380.23,8316,3724,5,1439
122,2020-01-06 02:00:00,375.39,7810,3728,0,1416
123,2020-01-06 03:00:00,368.66,7184,3727,0,1381
124,2020-01-06 04:00:00,360.47,6433,3726,0,1370
125,2020-01-06 05:00:00,350.29,5608,3727,0,1365
126,2020-01-06 06:00:00,337.08,5165,3728,0,1163
127,2020-01-06 07:00:00,326.24,5174,3730,0,869
128,2020-01-06 08:00:00,324.74,5142,3731,0,845
129,2020-01-06 09:00:00,327.19,5165,3730,0,898
130,2020-01-06 10:00:00,334.39,5462,3733,0,967
131,2020-01-06 11:00:00,355.38,6263,3735,0,1275
132,2020-01-06 12:00:00,378.36,7485,3733,0,1654
133,2020-01-06 13:00:00,392.21,8454,3737,43,1979
134,2020-01-06 14:00:00,382.97,8089,3734,343,2004
135,2020-01-06 15:00:00,361.99,7623,3736,793,1725
136,2020-01-06 16:00:00,347.89,7386,3735,1065,1498
137,2020-01-06 17:00:00,341.17,7164,3737,1156,1411
138,2020-01-06 18:00:00,338.94,6986,3739,1155,1403
139,2020-01-06 19:00:00,334.88,6986,3735,1136,1237
140,2020-01-06 20:00:00,336.79,6838,3737,1095,1337
141,2020-01-06 21:00:00,347.37,6829,3735,829,1501
142,2020-01-06 22:00:00,373.0,6958,3737,340,1977
143,2020-01-06 23:00:00,387.13,7635,3738,50,2026
144,2020-01-07 00:00:00,393.78,8424,3734,6,2015
145,2020-01-07 01:00:00,393.29,8388,3739,5,2009
146,2020-01-07 02:00:00,387.98,8155,3733,0,1832
147,2020-01-07 03:00:00,384.44,7206,3737,0,2000
148,2020-01-07 04:00:00,376.3,6256,3734,0,2005
149,2020-01-07 05:00:00,357.95,5622,3731,0,1603
150,2020-01-07 06:00:00,332.48,5075,3734,0,1081
151,2020-01-07 07:00:00,326.18,4636,3731,0,1104
152,2020-01-07 08:00:00,325.38,4513,3731,0,1138
153,2020-01-07 09:00:00,325.57,4549,3736,0,1131
154,2020-01-07 10:00:00,331.78,4887,3734,0,1143
155,2020-01-07 11:00:00,345.22,5722,3735,0,1173
156,2020-01-07 12:00:00,376.63,6622,3736,0,1891
157,2020-01-07 13:00:00,384.24,7325,3735,33,1985
158,2020-01-07 14:00:00,375.34,7215,3708,374,1982
159,2020-01-07 15:00:00,361.21,6829,3735,762,1965
160,2020-01-07 16:00:00,352.33,6557,3734,1022,1962
161,2020-01-07 17:00:00,345.83,6257,3733,1145,1944
162,2020-01-07 18:00:00,344.24,6317,3734,1115,1837
163,2020-01-07 19:00:00,345.1,6355,3732,1043,1790
164,2020-01-07 20:00:00,345.43,6401,3731,1020,1763
165,2020-01-07 21:00:00,354.98,6695,3731,807,1814
166,2020-01-07 22:00:00,374.79,7147,3732,333,1969
167,2020-01-07 23:00:00,385.97,7608,3734,53,1984
168,2020-01-08 00:00:00,394.11,8497,3732,6,2005
169,2020-01-08 01:00:00,392.42,8306,3731,5,1985
170,2020-01-08 02:00:00,386.72,7626,3733,0,1951
171,2020-01-08 03:00:00,377.69,6877,3733,0,1839
172,2020-01-08 04:00:00,357.65,6174,3732,0,1381
173,2020-01-08 05:00:00,329.85,5529,3736,0,816
174,2020-01-08 06:00:00,320.7,5113,3733,0,756
175,2020-01-08 07:00:00,313.26,4685,3732,0,766
176,2020-01-08 08:00:00,313.21,4580,3736,0,816
177,2020-01-08 09:00:00,313.71,4525,3736,0,853
178,2020-01-08 10:00:00,321.59,4862,3735,0,892
179,2020-01-08 11:00:00,343.99,5574,3736,0,1198
180,2020-01-08 12:00:00,377.17,6478,3738,0,1964
181,2020-01-08 13:00:00,385.64,7326,3737,41,2054
182,2020-01-08 14:00:00,375.36,7230,3739,400,2039
183,2020-01-08 15:00:00,362.46,6896,3734,813,2036
184,2020-01-08 16:00:00,351.74,6568,3736,1082,1990
185,2020-01-08 17:00:00,277.38,5262,2889,2152,350
186,2020-01-08 18:00:00,331.61,5575,3673,1282,1787
187,2020-01-08 19:00:00,345.5,6352,3735,1120,1874
188,2020-01-08 20:00:00,348.49,6507,3732,1031,1843
189,2020-01-08 21:00:00,355.75,6877,3727,818,1778
190,2020-01-08 22:00:00,376.2,7234,3728,322,1980
191,2020-01-08 23:00:00,388.93,7878,3731,54,2021
192,2020-01-09 00:00:00,397.22,8797,3730,5,2056
193,2020-01-09 01:00:00,395.37,8561,3729,5,2039
194,2020-01-09 02:00:00,392.1,8030,3732,0,2054
195,2020-01-09 03:00:00,388.08,7578,3734,0,2026
196,2020-01-09 04:00:00,371.17,6714,3732,0,1650
197,2020-01-09 05:00:00,343.98,6242,3730,0,918
198,2020-01-09 06:00:00,334.05,5604,3733,0,897
199,2020-01-09 07:00:00,329.54,5287,3732,0,909
200,2020-01-09 08:00:00,326.76,5145,3732,0,897
201,2020-01-09 09:00:00,326.16,5102,3733,0,901
202,2020-01-09 10:00:00,329.85,5333,3734,0,899
203,2020-01-09 11:00:00,353.48,5964,3734,0,1330
204,2020-01-09 12:00:00,377.92,6654,3736,0,1929
205,2020-01-09 13:00:00,385.83,7398,3735,20,2013
206,2020-01-09 14:00:00,382.55,7629,3734,219,2009
207,2020-01-09 15:00:00,374.6,7547,3733,514,2004
208,2020-01-09 16:00:00,364.48,7318,3731,832,1974
209,2020-01-09 17:00:00,364.45,7340,3732,824,1958
210,2020-01-09 18:00:00,361.46,7327,3731,863,1876
211,2020-01-09 19:00:00,358.46,7400,3724,967,1815
212,2020-01-09 20:00:00,360.38,7400,3733,952,1889
213,2020-01-09 21:00:00,369.02,7557,3731,680,1928
214,2020-01-09 22:00:00,381.54,7852,3734,288,1963
215,2020-01-09 23:00:00,392.07,8402,3733,50,1992
216,2020-01-10 00:00:00,398.53,9205,3733,5,1999
217,2020-01-10 01:00:00,397.02,9009,3733,5,1985
218,2020-01-10 02:00:00,393.8,8547,3732,0,1968
219,2020-01-10 03:00:00,386.33,7676,3734,0,1919
220,2020-01-10 04:00:00,376.16,6721,3733,0,1835
221,2020-01-10 05:00:00,361.66,6040,3736,0,1570
222,2020-01-10 06:00:00,333.36,4898,3736,0,1182
223,2020-01-10 07:00:00,316.21,4506,3735,0,920
224,2020-01-10 08:00:00,308.91,4232,3739,0,879
225,2020-01-10 09:00:00,304.75,4196,3738,0,802
226,2020-01-10 10:00:00,310.16,4312,3737,0,869
227,2020-01-10 11:00:00,324.97,4902,3740,0,964
228,2020-01-10 12:00:00,352.98,5812,3737,0,1377
229,2020-01-10 13:00:00,364.22,6681,3739,29,1447
230,2020-01-10 14:00:00,362.85,7137,3740,218,1406
231,2020-01-10 15:00:00,357.91,7500,3735,546,1380
232,2020-01-10 16:00:00,356.23,7846,3739,804,1419
233,2020-01-10 17:00:00,362.98,8057,3735,830,1636
234,2020-01-10 18:00:00,371.01,7965,3738,796,1987
235,2020-01-10 19:00:00,374.64,8096,3734,721,2022
236,2020-01-10 20:00:00,374.7,8401,3735,530,1724
237,2020-01-10 21:00:00,372.5,9018,3736,353,1230
238,2020-01-10 22:00:00,374.31,9041,3735,147,1092
239,2020-01-10 23:00:00,378.85,9218,3736,22,1100
240,2020-01-11 00:00:00,381.15,9785,3736,4,989
241,2020-01-11 01:00:00,378.37,9875,3734,2,828
242,2020-01-11 02:00:00,372.07,9649,3736,0,632
243,2020-01-11 03:00:00,365.26,9064,3736,0,565
244,2020-01-11 04:00:00,355.9,8283,3734,0,504
245,2020-01-11 05:00:00,345.41,7261,3735,0,551
246,2020-01-11 06:00:00,344.16,6179,3734,0,953
247,2020-01-11 07:00:00,342.42,5414,3734,0,1216
248,2020-01-11 08:00:00,336.99,4982,3734,0,1243
249,2020-01-11 09:00:00,329.01,4929,3732,0,1050
250,2020-01-11 10:00:00,328.34,4925,3734,0,1036
251,2020-01-11 11:00:00,333.56,5036,3731,0,1124
252,2020-01-11 12:00:00,342.05,5422,3734,0,1202
253,2020-01-11 13:00:00,351.72,6047,3731,20,1256
254,2020-01-11 14:00:00,364.39,7190,3732,200,1418
255,2020-01-11 15:00:00,370.77,8415,3730,405,1418
256,2020-01-11 16:00:00,373.95,9332,3733,607,1435
257,2020-01-11 17:00:00,376.72,9941,3729,674,1415
258,2020-01-11 18:00:00,378.73,10374,3728,711,1401
259,2020-01-11 19:00:00,379.35,10604,3727,764,1407
260,2020-01-11 20:00:00,380.45,10719,3724,741,1397
261,2020-01-11 21:00:00,384.91,10838,3726,573,1413
262,2020-01-11 22:00:00,391.75,10836,3724,273,1441
263,2020-01-11 23:00:00,396.8,10557,3721,47,1532
264,2020-01-12 00:00:00,399.96,10574,3725,5,1649
265,2020-01-12 01:00:00,407.14,7591,2845,5,1697
266,2020-01-12 02:00:00,404.5,6749,2844,0,1825
267,2020-01-12 03:00:00,399.66,5922,2846,0,1892
268,2020-01-12 04:00:00,364.69,3410,2845,0,1718
269,2020-01-12 05:00:00,372.06,4949,2848,0,1347
270,2020-01-12 06:00:00,357.75,6325,3722,0,1316
271,2020-01-12 07:00:00,347.83,5569,3726,0,1305
272,2020-01-12 08:00:00,339.99,5022,3726,0,1302
273,2020-01-12 09:00:00,332.41,4819,3724,0,1180
274,2020-01-12 10:00:00,328.84,4799,3726,0,1097
275,2020-01-12 11:00:00,331.06,4801,3726,0,1154
276,2020-01-12 12:00:00,339.84,5072,3726,0,1277
277,2020-01-12 13:00:00,352.8,5886,3723,21,1347
278,2020-01-12 14:00:00,362.65,7226,3725,274,1402
279,2020-01-12 15:00:00,364.82,8300,3725,593,1387
280,2020-01-12 16:00:00,369.8,9230,3722,738,1399
281,2020-01-12 17:00:00,374.37,9872,3721,774,1418
282,2020-01-12 18:00:00,379.75,10224,3723,804,1596
283,2020-01-12 19:00:00,386.52,10181,3719,777,1929
284,2020-01-12 20:00:00,388.83,10358,3719,754,1969
285,2020-01-12 21:00:00,392.61,10526,3717,629,1979
286,2020-01-12 22:00:00,401.35,10656,3715,263,1994
287,2020-01-12 23:00:00,406.76,10661,3714,37,2019
288,2020-01-13 00:00:00,409.37,11074,3714,4,2011
289,2020-01-13 01:00:00,407.09,10673,3712,4,1991
290,2020-01-13 02:00:00,403.76,10024,3716,0,1996
291,2020-01-13 03:00:00,398.18,9082,3714,0,1989
292,2020-01-13 04:00:00,390.14,8076,3716,0,1932
293,2020-01-13 05:00:00,377.21,6686,3714,0,1866
294,2020-01-13 06:00:00,366.35,5590,3717,0,1876
295,2020-01-13 07:00:00,352.37,4858,3716,0,1715
296,2020-01-13 08:00:00,342.76,4458,3718,0,1605
297,2020-01-13 09:00:00,336.16,4381,3718,0,1460
298,2020-01-13 10:00:00,336.99,4390,3721,0,1481
299,2020-01-13 11:00:00,352.36,4845,3719,0,1723
300,2020-01-13 12:00:00,371.51,5972,3718,0,1915
301,2020-01-13 13:00:00,377.68,6664,3720,29,1928
302,2020-01-13 14:00:00,375.08,7086,3719,286,1940
303,2020-01-13 15:00:00,371.46,7627,3718,650,1962
304,2020-01-13 16:00:00,371.32,8232,3721,880,1969
305,2020-01-13 17:00:00,373.99,8847,3717,989,1977
306,2020-01-13 18:00:00,380.31,9483,3712,928,1996
307,2020-01-13 19:00:00,384.07,10043,3720,944,2027
308,2020-01-13 20:00:00,386.99,10190,3721,892,2079
309,2020-01-13 21:00:00,393.11,10578,3715,662,2025
310,2020-01-13 22:00:00,401.1,10833,3716,332,2011
311,2020-01-13 23:00:00,407.53,10918,3714,58,2016
312,2020-01-14 00:00:00,410.75,11351,3717,4,2019
313,2020-01-14 01:00:00,408.27,11044,3712,4,1953
314,2020-01-14 02:00:00,403.48,10246,3714,0,1914
315,2020-01-14 03:00:00,396.7,9125,3719,0,1910
316,2020-01-14 04:00:00,389.35,8012,3716,0,1918
317,2020-01-14 05:00:00,376.98,6614,3718,0,1887
318,2020-01-14 06:00:00,365.49,5585,3716,0,1848
319,2020-01-14 07:00:00,347.72,5116,3718,0,1477
320,2020-01-14 08:00:00,340.37,4600,3718,0,1481
321,2020-01-14 09:00:00,337.31,4494,3718,0,1443
322,2020-01-14 10:00:00,336.38,4596,3719,0,1376
323,2020-01-14 11:00:00,354.84,5023,3717,0,1725
324,2020-01-14 12:00:00,374.48,6125,3715,0,1963
325,2020-01-14 13:00:00,380.73,6821,3719,26,1988
326,2020-01-14 14:00:00,378.18,7513,3714,236,1860
327,2020-01-14 15:00:00,377.92,8205,3720,534,1923
328,2020-01-14 16:00:00,383.01,8838,3717,624,2033
329,2020-01-14 17:00:00,387.96,9496,3720,598,2034
330,2020-01-14 18:00:00,388.38,9816,3717,681,2039
331,2020-01-14 19:00:00,387.97,10181,3715,807,2034
332,2020-01-14 20:00:00,390.55,10394,3715,734,2024
333,2020-01-14 21:00:00,397.64,10719,3714,488,2032
334,2020-01-14 22:00:00,402.98,10836,3713,264,2031
335,2020-01-14 23:00:00,407.06,10735,3713,55,2036
336,2020-01-15 00:00:00,409.91,11094,3712,4,2034
337,2020-01-15 01:00:00,407.09,10549,3712,4,2026
338,2020-01-15 02:00:00,402.68,9696,3712,0,2030
339,2020-01-15 03:00:00,396.85,8740,3712,0,2027
340,2020-01-15 04:00:00,387.23,7686,3713,0,1929
341,2020-01-15 05:00:00,375.37,6554,3714,0,1843
342,2020-01-15 06:00:00,362.89,5898,3713,0,1641
343,2020-01-15 07:00:00,347.46,5248,3715,0,1413
344,2020-01-15 08:00:00,339.4,4937,3716,0,1312
345,2020-01-15 09:00:00,321.29,4092,3716,0,1212
346,2020-01-15 10:00:00,321.46,4226,3718,0,1158
347,2020-01-15 11:00:00,325.92,5190,3716,0,842
348,2020-01-15 12:00:00,352.38,6190,3717,0,1189
349,2020-01-15 13:00:00,360.75,6624,3718,33,1329
350,2020-01-15 14:00:00,358.63,7155,3718,319,1315
351,2020-01-15 15:00:00,356.81,7780,3716,693,1344
352,2020-01-15 16:00:00,353.19,7778,3715,895,1382
353,2020-01-15 17:00:00,362.48,9087,3713,1082,1440
354,2020-01-15 18:00:00,368.69,9718,3714,1051,1467
355,2020-01-15 19:00:00,371.57,10158,3711,1089,1483
356,2020-01-15 20:00:00,376.89,10624,3709,1016,1513
357,2020-01-15 21:00:00,388.12,10819,3710,789,1808
358,2020-01-15 22:00:00,400.63,10891,3704,357,1981
359,2020-01-15 23:00:00,406.86,10778,3706,63,2013
360,2020-01-16 00:00:00,408.67,10886,3703,4,2008
361,2020-01-16 01:00:00,405.23,10307,3704,4,1982
362,2020-01-16 02:00:00,399.09,9385,3702,0,1927
363,2020-01-16 03:00:00,390.35,8428,3706,0,1816
364,2020-01-16 04:00:00,377.37,7430,3704,0,1601
365,2020-01-16 05:00:00,358.67,6248,3708,0,1362
366,2020-01-16 06:00:00,337.56,5227,3711,0,1135
367,2020-01-16 07:00:00,315.11,4769,3709,0,754
368,2020-01-16 08:00:00,307.56,4392,3707,0,750
369,2020-01-16 09:00:00,304.05,4238,3707,0,744
370,2020-01-16 10:00:00,303.84,4236,3712,0,744
371,2020-01-16 11:00:00,324.28,4870,3708,0,934
372,2020-01-16 12:00:00,351.64,5796,3713,0,1318
373,2020-01-16 13:00:00,360.05,6349,3713,36,1408
374,2020-01-16 14:00:00,357.05,6782,3713,339,1415
375,2020-01-16 15:00:00,353.38,7283,3713,792,1491
376,2020-01-16 16:00:00,357.11,7668,3714,1062,1733
377,2020-01-16 17:00:00,363.12,8105,3715,1227,1978
378,2020-01-16 18:00:00,370.4,8809,3713,1185,2011
379,2020-01-16 19:00:00,376.27,9497,3714,1128,1997
380,2020-01-16 20:00:00,381.17,10031,3711,1064,1995
381,2020-01-16 21:00:00,389.05,10594,3711,842,1992
382,2020-01-16 22:00:00,399.77,10877,3709,384,1975
383,2020-01-16 23:00:00,406.79,10833,3711,53,1988
384,2020-01-17 00:00:00,408.14,10888,3705,5,1981
385,2020-01-17 01:00:00,405.25,10343,3707,5,1978
386,2020-01-17 02:00:00,400.48,9481,3712,0,1981
387,2020-01-17 03:00:00,393.1,8480,3708,0,1927
388,2020-01-17 04:00:00,378.38,7547,3709,0,1606
389,2020-01-17 05:00:00,359.96,6421,3712,0,1343
390,2020-01-17 06:00:00,337.88,5691,3711,0,949
391,2020-01-17 07:00:00,321.4,5137,3712,0,746
392,2020-01-17 08:00:00,313.7,4717,3713,0,747
393,2020-01-17 09:00:00,311.71,4571,3713,0,767
394,2020-01-17 10:00:00,312.88,4560,3711,0,798
395,2020-01-17 11:00:00,332.54,4924,3712,0,1128
396,2020-01-17 12:00:00,358.46,6160,3714,0,1395
397,2020-01-17 13:00:00,366.6,6968,3712,29,1397
398,2020-01-17 14:00:00,367.31,7283,3713,275,1546
399,2020-01-17 15:00:00,369.62,7485,3710,602,1880
400,2020-01-17 16:00:00,364.99,7916,3713,875,1794
401,2020-01-17 17:00:00,368.57,8147,3711,945,1930
402,2020-01-17 18:00:00,373.07,8434,3709,911,1994
403,2020-01-17 19:00:00,374.74,8574,3707,878,1986
404,2020-01-17 20:00:00,375.32,8594,3710,798,1928
405,2020-01-17 21:00:00,377.95,8499,3706,705,1983
406,2020-01-17 22:00:00,384.69,8675,3708,359,1872
407,2020-01-17 23:00:00,386.96,9161,3709,75,1509
408,2020-01-18 00:00:00,391.26,9688,3711,5,1466
409,2020-01-18 01:00:00,387.96,9276,3710,2,1439
410,2020-01-18 02:00:00,382.19,8617,3707,0,1395
411,2020-01-18 03:00:00,375.38,7919,3710,0,1357
412,2020-01-18 04:00:00,368.77,7153,3709,0,1377
413,2020-01-18 05:00:00,356.18,6107,3710,0,1337
414,2020-01-18 06:00:00,344.25,5120,3712,0,1369
415,2020-01-18 07:00:00,331.02,4560,3710,0,1243
416,2020-01-18 08:00:00,321.53,4276,3715,0,1135
417,2020-01-18 09:00:00,308.43,4349,3714,0,795
418,2020-01-18 10:00:00,308.62,4248,3714,0,846
419,2020-01-18 11:00:00,319.88,4272,3716,0,1098
420,2020-01-18 12:00:00,328.65,4685,3716,0,1133
421,2020-01-18 13:00:00,349.06,5527,3719,39,1386
422,2020-01-18 14:00:00,351.68,6370,3717,388,1437
423,2020-01-18 15:00:00,349.21,7110,3721,847,1458
424,2020-01-18 16:00:00,349.65,7607,3718,1066,1463
425,2020-01-18 17:00:00,349.95,7807,3719,1225,1534
426,2020-01-18 18:00:00,358.03,7935,3721,1146,1752
427,2020-01-18 19:00:00,360.62,7993,3721,1162,1856
428,2020-01-18 20:00:00,364.91,8107,3719,1113,1953
429,2020-01-18 21:00:00,370.12,8215,3716,953,1988
430,2020-01-18 22:00:00,384.02,8595,3718,459,1987
431,2020-01-18 23:00:00,394.41,8792,3718,94,2010
432,2020-01-19 00:00:00,398.14,9046,3721,4,2012
433,2020-01-19 01:00:00,394.29,8481,3715,5,1996
434,2020-01-19 02:00:00,386.91,7830,3718,0,1874
435,2020-01-19 03:00:00,374.18,7551,3720,0,1451
436,2020-01-19 04:00:00,360.68,6931,3721,0,1182
437,2020-01-19 05:00:00,341.52,6283,3723,0,820
438,2020-01-19 06:00:00,328.23,5486,3720,0,777
439,2020-01-19 07:00:00,313.79,5058,3721,0,600
440,2020-01-19 08:00:00,302.99,4705,3725,0,514
441,2020-01-19 09:00:00,297.3,4436,3723,0,515
442,2020-01-19 10:00:00,296.94,4344,3724,0,552
443,2020-01-19 11:00:00,304.51,4176,3723,0,795
444,2020-01-19 12:00:00,313.48,4577,3726,0,816
445,2020-01-19 13:00:00,329.59,5076,3726,45,1031
446,2020-01-19 14:00:00,349.46,5813,3725,284,1502
447,2020-01-19 15:00:00,360.7,6594,3725,593,1867
448,2020-01-19 16:00:00,366.13,7322,3725,774,1979
449,2020-01-19 17:00:00,364.97,7744,3724,1008,1996
450,2020-01-19 18:00:00,370.51,8421,3726,1032,2020
451,2020-01-19 19:00:00,375.29,8902,3724,961,1999
452,2020-01-19 20:00:00,381.59,9429,3724,832,1992
453,2020-01-19 21:00:00,387.46,9591,3724,626,2013
454,2020-01-19 22:00:00,396.46,9772,3720,257,1998
455,2020-01-19 23:00:00,401.34,9751,3721,56,2023
456,2020-01-20 00:00:00,403.46,9948,3721,5,2015
457,2020-01-20 01:00:00,400.24,9439,3718,5,1995
458,2020-01-20 02:00:00,396.0,8843,3721,0,1966
459,2020-01-20 03:00:00,391.16,8159,3720,0,1956
460,2020-01-20 04:00:00,377.12,7542,3720,0,1570
461,2020-01-20 05:00:00,358.74,6686,3721,0,1209
462,2020-01-20 06:00:00,340.27,6034,3723,0,886
463,2020-01-20 07:00:00,330.39,5385,3721,0,880
464,2020-01-20 08:00:00,324.16,4982,3722,0,893
465,2020-01-20 09:00:00,321.36,4762,3723,0,921
466,2020-01-20 10:00:00,326.02,4940,3724,0,961
