UTC Time,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore,Wind Offshore
2019-01-02 19:00:00+00:00,501.0,,14684.0,2244.0,67.0,675.0,3116.0,858.0,3467.0,0.0,40.0,5079.0,
2019-01-02 20:00:00+00:00,515.0,,13684.0,2316.0,65.0,675.0,2480.0,558.0,3366.0,1.0,39.0,4975.0,
2019-01-02 21:00:00+00:00,508.0,,11918.0,2111.0,8.0,674.0,2176.0,543.0,3145.0,1.0,40.0,4908.0,
2019-01-02 22:00:00+00:00,490.0,,9750.0,1752.0,8.0,674.0,1760.0,382.0,2781.0,1.0,42.0,5276.0,
2019-01-02 23:00:00+00:00,510.0,,8309.0,1551.0,21.0,674.0,1525.0,219.0,,0.0,40.0,5709.0,
2019-01-03 00:00:00+00:00,518.0,,8002.0,1462.0,21.0,676.0,1451.0,264.0,,1.0,39.0,5544.0,
2019-01-03 01:00:00+00:00,521.0,,7925.0,1458.0,21.0,675.0,1426.0,331.0,,1.0,40.0,4954.0,
2019-01-03 02:00:00+00:00,509.0,,7908.0,1457.0,21.0,676.0,1357.0,329.0,,0.0,41.0,4964.0,
2019-01-03 03:00:00+00:00,509.0,,7954.0,1455.0,21.0,676.0,1416.0,332.0,,0.0,42.0,5075.0,
2019-01-03 04:00:00+00:00,515.0,,8716.0,1474.0,21.0,676.0,1418.0,368.0,,0.0,43.0,5142.0,
2019-01-03 05:00:00+00:00,516.0,,9691.0,1624.0,21.0,676.0,1427.0,327.0,,0.0,39.0,5830.0,
2019-01-03 06:00:00+00:00,515.0,,12132.0,2011.0,21.0,676.0,2144.0,794.0,,13.0,38.0,5724.0,
2019-01-03 07:00:00+00:00,516.0,,13001.0,2250.0,21.0,676.0,3140.0,1113.0,,871.0,39.0,5577.0,
2019-01-03 08:00:00+00:00,516.0,,13252.0,2216.0,21.0,673.0,3251.0,1158.0,,2972.0,40.0,5465.0,
2019-01-03 09:00:00+00:00,481.0,,13109.0,2168.0,21.0,673.0,2868.0,800.0,,5060.0,41.0,5957.0,
2019-01-03 10:00:00+00:00,503.0,,13605.0,2038.0,21.0,672.0,2166.0,423.0,,5804.0,42.0,6084.0,
2019-01-03 11:00:00+00:00,516.0,,14164.0,2002.0,21.0,673.0,1873.0,460.0,,5616.0,42.0,6168.0,
2019-01-03 12:00:00+00:00,519.0,,14305.0,1896.0,21.0,673.0,1752.0,459.0,,5266.0,41.0,6092.0,
2019-01-03 13:00:00+00:00,521.0,,14538.0,2032.0,21.0,672.0,1969.0,515.0,,3922.0,40.0,5965.0,
2019-01-03 14:00:00+00:00,520.0,,15875.0,2081.0,21.0,672.0,2132.0,576.0,,1728.0,41.0,5864.0,
2019-01-03 15:00:00+00:00,516.0,,16875.0,2176.0,29.0,674.0,2960.0,874.0,,212.0,38.0,5860.0,
2019-01-03 16:00:00+00:00,520.0,,17414.0,2204.0,71.0,674.0,4240.0,1027.0,,1.0,38.0,5745.0,
2019-01-03 17:00:00+00:00,519.0,,17230.0,2195.0,83.0,674.0,4639.0,1244.0,,0.0,39.0,5786.0,
2019-01-03 18:00:00+00:00,520.0,,17105.0,2182.0,85.0,675.0,4511.0,1107.0,,0.0,40.0,5638.0,
2019-01-03 19:00:00+00:00,523.0,,16573.0,2196.0,101.0,674.0,3070.0,703.0,,0.0,39.0,5703.0,
2019-01-03 20:00:00+00:00,527.0,,15006.0,2166.0,137.0,674.0,2362.0,542.0,,0.0,41.0,5557.0,
2019-01-03 21:00:00+00:00,524.0,,12773.0,2065.0,148.0,674.0,2033.0,287.0,,1.0,40.0,5616.0,
2019-01-03 22:00:00+00:00,506.0,,11492.0,1863.0,81.0,675.0,1649.0,317.0,,1.0,39.0,5424.0,
2019-01-03 23:00:00+00:00,518.0,,9580.0,1732.0,79.0,675.0,1588.0,387.0,,0.0,39.0,5332.0,
2019-01-04 00:00:00+00:00,523.0,,9163.0,1584.0,79.0,676.0,1533.0,415.0,,1.0,38.0,4709.0,
2019-01-04 01:00:00+00:00,523.0,,9265.0,1487.0,79.0,676.0,1363.0,127.0,,1.0,39.0,4172.0,
2019-01-04 02:00:00+00:00,511.0,,9038.0,1458.0,79.0,677.0,1350.0,117.0,,0.0,38.0,4138.0,
2019-01-04 03:00:00+00:00,504.0,,8937.0,1477.0,78.0,677.0,1360.0,134.0,,0.0,39.0,4432.0,
2019-01-04 04:00:00+00:00,507.0,,9613.0,1617.0,78.0,676.0,1423.0,160.0,,0.0,37.0,4850.0,
2019-01-04 05:00:00+00:00,506.0,,11284.0,1765.0,78.0,677.0,1694.0,254.0,,0.0,39.0,4875.0,
2019-01-04 06:00:00+00:00,506.0,,14532.0,1990.0,79.0,676.0,2284.0,689.0,,33.0,40.0,4548.0,
2019-01-04 07:00:00+00:00,510.0,,16850.0,2024.0,92.0,673.0,3005.0,1030.0,,948.0,37.0,4434.0,
2019-01-04 08:00:00+00:00,510.0,,16866.0,2023.0,111.0,671.0,2980.0,981.0,,2903.0,36.0,4566.0,
2019-01-04 09:00:00+00:00,507.0,,16911.0,2021.0,146.0,671.0,2738.0,994.0,,4740.0,36.0,4663.0,
2019-01-04 10:00:00+00:00,501.0,,16916.0,2020.0,121.0,672.0,2621.0,932.0,,5949.0,37.0,4788.0,
2019-01-04 11:00:00+00:00,486.0,,16541.0,2163.0,109.0,674.0,2511.0,823.0,,5774.0,37.0,4900.0,
2019-01-04 12:00:00+00:00,487.0,,16093.0,2274.0,81.0,675.0,2271.0,789.0,,4907.0,39.0,4999.0,
2019-01-04 13:00:00+00:00,490.0,,16698.0,2375.0,136.0,670.0,2323.0,721.0,,3447.0,37.0,4748.0,
2019-01-04 14:00:00+00:00,478.0,,17517.0,2425.0,140.0,670.0,2325.0,747.0,,1702.0,37.0,4252.0,
2019-01-04 15:00:00+00:00,458.0,,18356.0,2544.0,131.0,670.0,3297.0,1156.0,,190.0,37.0,4060.0,
2019-01-04 16:00:00+00:00,471.0,,18572.0,2722.0,128.0,670.0,4697.0,1363.0,,0.0,36.0,4058.0,
2019-01-04 17:00:00+00:00,468.0,,18739.0,2623.0,126.0,670.0,5001.0,1467.0,,0.0,38.0,3995.0,
2019-01-04 18:00:00+00:00,467.0,,19131.0,2349.0,122.0,670.0,4815.0,1360.0,,0.0,39.0,3921.0,
2019-01-04 19:00:00+00:00,475.0,,18887.0,2303.0,122.0,669.0,3700.0,1283.0,,1.0,37.0,3638.0,
2019-01-04 20:00:00+00:00,482.0,,18285.0,2309.0,136.0,669.0,2812.0,867.0,,1.0,38.0,3606.0,
2019-01-04 21:00:00+00:00,513.0,,16474.0,2246.0,124.0,669.0,2405.0,823.0,,1.0,40.0,3463.0,
2019-01-04 22:00:00+00:00,513.0,,15676.0,2194.0,118.0,669.0,2050.0,804.0,,1.0,41.0,3454.0,
2019-01-04 23:00:00+00:00,521.0,,12740.0,1625.0,20.0,674.0,2085.0,759.0,,1.0,41.0,3179.0,
2019-01-05 00:00:00+00:00,522.0,,11658.0,1702.0,20.0,674.0,1655.0,551.0,,1.0,42.0,3357.0,
2019-01-05 01:00:00+00:00,522.0,,10576.0,1714.0,20.0,674.0,1487.0,278.0,,1.0,43.0,3438.0,
2019-01-05 02:00:00+00:00,524.0,,9190.0,1672.0,20.0,674.0,1462.0,193.0,,1.0,42.0,3681.0,
2019-01-05 03:00:00+00:00,524.0,,9010.0,1641.0,20.0,674.0,1458.0,192.0,,0.0,41.0,3677.0,
2019-01-05 04:00:00+00:00,526.0,,9557.0,1651.0,20.0,675.0,1473.0,233.0,,0.0,40.0,3804.0,
2019-01-05 05:00:00+00:00,527.0,,10748.0,1703.0,20.0,675.0,1485.0,306.0,,0.0,38.0,3905.0,
2019-01-05 06:00:00+00:00,512.0,,11838.0,1738.0,20.0,674.0,2144.0,761.0,,23.0,37.0,3836.0,
2019-01-05 07:00:00+00:00,507.0,,12907.0,1791.0,20.0,673.0,2835.0,839.0,,606.0,37.0,3631.0,
2019-01-05 08:00:00+00:00,522.0,,13325.0,1894.0,20.0,674.0,2977.0,824.0,,1971.0,37.0,3569.0,
2019-01-05 09:00:00+00:00,525.0,,13268.0,1929.0,20.0,673.0,2547.0,652.0,,3897.0,38.0,3551.0,
2019-01-05 10:00:00+00:00,521.0,,13404.0,1948.0,20.0,672.0,2383.0,691.0,,4711.0,36.0,3502.0,
2019-01-05 11:00:00+00:00,518.0,,12679.0,1961.0,27.0,672.0,2055.0,674.0,,4958.0,37.0,3806.0,
2019-01-05 12:00:00+00:00,523.0,,12516.0,1958.0,67.0,672.0,1918.0,493.0,,4591.0,43.0,3838.0,
2019-01-05 13:00:00+00:00,522.0,,12005.0,1961.0,79.0,668.0,1822.0,352.0,,3229.0,44.0,3570.0,
2019-01-05 14:00:00+00:00,520.0,,12539.0,1943.0,79.0,669.0,1938.0,359.0,,1624.0,43.0,3110.0,
2019-01-05 15:00:00+00:00,520.0,,14329.0,1999.0,81.0,663.0,2480.0,667.0,,168.0,41.0,3204.0,
2019-01-05 16:00:00+00:00,521.0,,14959.0,2209.0,85.0,657.0,4055.0,1243.0,,1.0,44.0,3345.0,
2019-01-05 17:00:00+00:00,527.0,,15469.0,2241.0,81.0,664.0,4966.0,1331.0,,0.0,41.0,3248.0,
2019-01-05 18:00:00+00:00,529.0,,15424.0,2292.0,81.0,669.0,4888.0,1230.0,,0.0,38.0,3122.0,
2019-01-05 19:00:00+00:00,531.0,,14850.0,2319.0,79.0,669.0,4130.0,1137.0,,0.0,39.0,2925.0,
2019-01-05 20:00:00+00:00,531.0,,14958.0,2452.0,79.0,669.0,2987.0,933.0,,0.0,38.0,2814.0,
2019-01-05 21:00:00+00:00,530.0,,13737.0,2274.0,84.0,669.0,2193.0,703.0,,1.0,40.0,2910.0,
2019-01-05 22:00:00+00:00,525.0,,12355.0,2092.0,76.0,667.0,1894.0,450.0,,1.0,41.0,2785.0,
2019-01-05 23:00:00+00:00,520.0,,9268.0,2116.0,20.0,666.0,1502.0,247.0,,1.0,41.0,2801.0,
2019-01-06 00:00:00+00:00,524.0,,7401.0,1983.0,20.0,666.0,1433.0,183.0,,1.0,41.0,3034.0,
2019-01-06 01:00:00+00:00,523.0,,7016.0,1843.0,20.0,666.0,1396.0,150.0,,1.0,41.0,3476.0,
2019-01-06 02:00:00+00:00,517.0,,6936.0,1848.0,20.0,666.0,1349.0,134.0,,0.0,42.0,3739.0,
2019-01-06 03:00:00+00:00,531.0,,7472.0,1915.0,20.0,667.0,1374.0,150.0,,0.0,41.0,3724.0,
2019-01-06 04:00:00+00:00,531.0,,7890.0,2100.0,20.0,667.0,1391.0,185.0,,0.0,43.0,3421.0,
2019-01-06 05:00:00+00:00,534.0,,8215.0,2040.0,20.0,666.0,1479.0,183.0,,0.0,40.0,2965.0,
2019-01-06 06:00:00+00:00,531.0,,8677.0,2152.0,20.0,666.0,1620.0,265.0,,38.0,37.0,2669.0,
2019-01-06 07:00:00+00:00,529.0,,8964.0,2323.0,20.0,666.0,2320.0,437.0,,957.0,38.0,2296.0,
2019-01-06 08:00:00+00:00,528.0,,9250.0,2428.0,26.0,666.0,2420.0,497.0,,3389.0,38.0,2167.0,
2019-01-06 09:00:00+00:00,519.0,,9369.0,2309.0,36.0,666.0,2316.0,434.0,,5272.0,39.0,1870.0,
2019-01-06 10:00:00+00:00,513.0,,10783.0,2352.0,49.0,666.0,2184.0,602.0,,6086.0,39.0,1820.0,
2019-01-06 11:00:00+00:00,509.0,,10820.0,2359.0,74.0,666.0,1882.0,377.0,,6484.0,37.0,1832.0,
2019-01-06 12:00:00+00:00,508.0,,9706.0,2292.0,79.0,665.0,1781.0,246.0,,5339.0,39.0,1994.0,
2019-01-06 13:00:00+00:00,512.0,,9149.0,2101.0,111.0,667.0,1681.0,162.0,,3642.0,40.0,1785.0,
2019-01-06 14:00:00+00:00,507.0,,10762.0,2555.0,121.0,667.0,1836.0,248.0,,1765.0,41.0,1759.0,
2019-01-06 15:00:00+00:00,506.0,,11956.0,2841.0,130.0,668.0,2733.0,604.0,,268.0,39.0,1831.0,
2019-01-06 16:00:00+00:00,509.0,,13965.0,2848.0,132.0,668.0,3826.0,1181.0,,0.0,39.0,2062.0,
2019-01-06 17:00:00+00:00,511.0,,14330.0,2602.0,160.0,655.0,3797.0,1259.0,,0.0,41.0,2290.0,
2019-01-06 18:00:00+00:00,513.0,,14154.0,2488.0,188.0,654.0,3641.0,1149.0,,0.0,38.0,1986.0,
2019-01-06 19:00:00+00:00,512.0,,14143.0,2409.0,190.0,669.0,3063.0,1175.0,,0.0,39.0,2176.0,
2019-01-06 20:00:00+00:00,512.0,,14310.0,2399.0,192.0,670.0,2433.0,842.0,,0.0,41.0,2439.0,
2019-01-06 21:00:00+00:00,513.0,,13298.0,2181.0,195.0,670.0,2095.0,583.0,,0.0,41.0,2623.0,
2019-01-06 22:00:00+00:00,512.0,,11280.0,2035.0,176.0,669.0,1822.0,396.0,,0.0,41.0,2722.0,
2019-01-06 23:00:00+00:00,503.0,,11426.0,1962.0,79.0,668.0,1559.0,312.0,,0.0,38.0,2119.0,
2019-01-07 00:00:00+00:00,503.0,,10889.0,1639.0,79.0,668.0,1398.0,187.0,,0.0,39.0,1884.0,
2019-01-07 01:00:00+00:00,508.0,,10385.0,1560.0,79.0,669.0,1363.0,187.0,,0.0,39.0,1943.0,
2019-01-07 02:00:00+00:00,503.0,,10678.0,1807.0,78.0,672.0,1366.0,191.0,,0.0,41.0,1966.0,
2019-01-07 03:00:00+00:00,504.0,,11135.0,1943.0,78.0,668.0,1406.0,187.0,,0.0,40.0,2098.0,
2019-01-07 04:00:00+00:00,509.0,,12291.0,2244.0,79.0,669.0,1428.0,221.0,,0.0,39.0,2326.0,
2019-01-07 05:00:00+00:00,507.0,,16174.0,2840.0,79.0,667.0,1917.0,751.0,,0.0,39.0,2600.0,
2019-01-07 06:00:00+00:00,496.0,,20009.0,3032.0,113.0,664.0,3358.0,997.0,,30.0,38.0,2614.0,
2019-01-07 07:00:00+00:00,508.0,,21049.0,3001.0,153.0,653.0,4486.0,1351.0,,776.0,38.0,2568.0,
2019-01-07 08:00:00+00:00,511.0,,21170.0,3046.0,148.0,652.0,4111.0,1310.0,,2634.0,33.0,2590.0,
2019-01-07 09:00:00+00:00,517.0,,20180.0,2976.0,159.0,652.0,3667.0,1095.0,,4575.0,35.0,2968.0,
2019-01-07 10:00:00+00:00,517.0,,19824.0,2607.0,134.0,652.0,3375.0,819.0,,5629.0,33.0,3068.0,
2019-01-07 11:00:00+00:00,500.0,,19629.0,2505.0,120.0,653.0,2280.0,664.0,,6153.0,32.0,3350.0,
2019-01-07 12:00:00+00:00,506.0,,19093.0,2414.0,122.0,652.0,2121.0,471.0,,5365.0,37.0,3623.0,
2019-01-07 13:00:00+00:00,539.0,,20158.0,2742.0,123.0,658.0,2525.0,752.0,,3865.0,36.0,3383.0,
2019-01-07 14:00:00+00:00,537.0,,22119.0,3068.0,139.0,663.0,2999.0,1201.0,,1939.0,40.0,3054.0,
2019-01-07 15:00:00+00:00,538.0,,22772.0,3153.0,137.0,664.0,4170.0,1439.0,,299.0,39.0,3064.0,
2019-01-07 16:00:00+00:00,538.0,,23242.0,3156.0,137.0,664.0,4948.0,1490.0,,1.0,38.0,3009.0,
2019-01-07 17:00:00+00:00,542.0,,22826.0,3037.0,142.0,665.0,4870.0,1144.0,,0.0,35.0,2889.0,
2019-01-07 18:00:00+00:00,532.0,,22578.0,2949.0,146.0,665.0,4416.0,1089.0,,0.0,35.0,3024.0,
2019-01-07 19:00:00+00:00,522.0,,21681.0,2832.0,136.0,666.0,3933.0,1006.0,,0.0,40.0,3138.0,
2019-01-07 20:00:00+00:00,522.0,,21061.0,2737.0,149.0,666.0,2747.0,786.0,,0.0,37.0,2911.0,
2019-01-07 21:00:00+00:00,523.0,,18199.0,2711.0,139.0,666.0,2130.0,566.0,,0.0,40.0,2814.0,
2019-01-07 22:00:00+00:00,522.0,,14720.0,2760.0,127.0,665.0,1738.0,333.0,,0.0,41.0,2647.0,
2019-01-07 23:00:00+00:00,521.0,,14748.0,3014.0,94.0,669.0,1961.0,581.0,2605.0,0.0,40.0,2486.0,
2019-01-08 00:00:00+00:00,520.0,,13920.0,3064.0,80.0,669.0,1682.0,415.0,2445.0,0.0,40.0,2217.0,
2019-01-08 01:00:00+00:00,521.0,,14084.0,3131.0,78.0,668.0,1479.0,376.0,2337.0,0.0,39.0,1766.0,
2019-01-08 02:00:00+00:00,523.0,,13998.0,3273.0,78.0,667.0,1459.0,361.0,2296.0,0.0,38.0,1533.0,
2019-01-08 03:00:00+00:00,522.0,,13978.0,3515.0,78.0,667.0,1522.0,392.0,2358.0,0.0,36.0,1442.0,
2019-01-08 04:00:00+00:00,523.0,,15161.0,3651.0,82.0,667.0,1891.0,554.0,2610.0,0.0,35.0,1424.0,
2019-01-08 05:00:00+00:00,505.0,,17577.0,3721.0,79.0,667.0,3003.0,1176.0,3086.0,0.0,31.0,1549.0,
2019-01-08 06:00:00+00:00,478.0,,21708.0,3891.0,87.0,667.0,3502.0,1166.0,3587.0,56.0,28.0,1467.0,
2019-01-08 07:00:00+00:00,481.0,,23036.0,4003.0,94.0,667.0,4612.0,1488.0,3663.0,885.0,29.0,1253.0,
2019-01-08 08:00:00+00:00,472.0,,22809.0,3984.0,85.0,666.0,4518.0,1416.0,3764.0,2254.0,29.0,1214.0,
2019-01-08 09:00:00+00:00,480.0,,23020.0,3977.0,116.0,666.0,4419.0,1386.0,3713.0,3192.0,28.0,1684.0,
2019-01-08 10:00:00+00:00,477.0,,22447.0,3806.0,127.0,660.0,3965.0,1281.0,3656.0,3940.0,32.0,2370.0,
2019-01-08 11:00:00+00:00,477.0,,21517.0,3748.0,124.0,666.0,3007.0,780.0,3629.0,3589.0,30.0,3302.0,
2019-01-08 12:00:00+00:00,487.0,,20757.0,3785.0,121.0,665.0,2746.0,707.0,3596.0,2795.0,28.0,4303.0,
2019-01-08 13:00:00+00:00,504.0,,21712.0,3800.0,127.0,666.0,3209.0,1361.0,3665.0,1866.0,29.0,4400.0,
2019-01-08 14:00:00+00:00,499.0,,22226.0,3809.0,127.0,662.0,4094.0,1301.0,3677.0,778.0,32.0,4484.0,
2019-01-08 15:00:00+00:00,496.0,,22862.0,3808.0,129.0,667.0,4335.0,1295.0,3685.0,87.0,33.0,4656.0,
2019-01-08 16:00:00+00:00,505.0,,22661.0,3752.0,122.0,667.0,4717.0,1337.0,3842.0,2.0,31.0,4856.0,
2019-01-08 17:00:00+00:00,518.0,,21904.0,3784.0,122.0,667.0,4483.0,1290.0,3700.0,0.0,33.0,4639.0,
2019-01-08 18:00:00+00:00,531.0,,21939.0,3745.0,130.0,667.0,4109.0,1060.0,3482.0,0.0,32.0,4236.0,
2019-01-08 19:00:00+00:00,539.0,,21443.0,3769.0,61.0,667.0,3551.0,749.0,3306.0,0.0,39.0,4257.0,
2019-01-08 20:00:00+00:00,535.0,,19328.0,3674.0,61.0,671.0,2481.0,482.0,3229.0,1.0,41.0,4187.0,
2019-01-08 21:00:00+00:00,536.0,,16704.0,3471.0,62.0,670.0,2075.0,342.0,2919.0,1.0,39.0,3957.0,
2019-01-08 22:00:00+00:00,532.0,,13782.0,2903.0,62.0,671.0,1809.0,284.0,2609.0,1.0,40.0,4195.0,
2019-01-08 23:00:00+00:00,530.0,,10828.0,2463.0,20.0,670.0,1506.0,222.0,2504.0,1.0,39.0,4498.0,
2019-01-09 00:00:00+00:00,537.0,,9537.0,2152.0,20.0,670.0,1402.0,135.0,2381.0,1.0,40.0,4405.0,
2019-01-09 01:00:00+00:00,539.0,,9318.0,2035.0,20.0,669.0,1329.0,115.0,2212.0,1.0,40.0,4042.0,
2019-01-09 02:00:00+00:00,541.0,,10291.0,2087.0,20.0,672.0,1293.0,112.0,2194.0,1.0,40.0,3331.0,
2019-01-09 03:00:00+00:00,541.0,,11039.0,2430.0,20.0,673.0,1321.0,127.0,2242.0,0.0,39.0,2938.0,
2019-01-09 04:00:00+00:00,541.0,,12778.0,2653.0,20.0,672.0,1351.0,223.0,2434.0,0.0,38.0,2770.0,
2019-01-09 05:00:00+00:00,539.0,,16331.0,3319.0,20.0,672.0,1996.0,351.0,2767.0,0.0,35.0,2974.0,
2019-01-09 06:00:00+00:00,538.0,,20921.0,3576.0,20.0,674.0,2725.0,849.0,3280.0,4.0,36.0,3371.0,
2019-01-09 07:00:00+00:00,544.0,,23056.0,3631.0,30.0,677.0,4086.0,1331.0,3496.0,308.0,33.0,3825.0,
2019-01-09 08:00:00+00:00,553.0,,23370.0,3526.0,69.0,674.0,4501.0,1479.0,3483.0,1333.0,34.0,4077.0,
2019-01-09 09:00:00+00:00,546.0,,23095.0,3444.0,79.0,676.0,3843.0,1019.0,3450.0,2316.0,35.0,4155.0,
2019-01-09 10:00:00+00:00,522.0,,21877.0,3554.0,79.0,678.0,3183.0,889.0,3471.0,2907.0,36.0,4431.0,
2019-01-09 11:00:00+00:00,528.0,,20992.0,3628.0,79.0,677.0,2295.0,612.0,3403.0,2901.0,38.0,4639.0,
2019-01-09 12:00:00+00:00,554.0,,20829.0,3688.0,79.0,677.0,1993.0,523.0,3399.0,2909.0,39.0,4893.0,
2019-01-09 13:00:00+00:00,552.0,,21498.0,3743.0,123.0,676.0,2480.0,760.0,3467.0,2046.0,37.0,4924.0,
2019-01-09 14:00:00+00:00,561.0,,22146.0,3745.0,122.0,674.0,3181.0,953.0,3625.0,1092.0,37.0,4815.0,
