UTC time,solar,nat_gas,other,hydro,coal,wind
2019-01-02 02:00:00,0.0,1614.0,103.0,43.0,4327.0,1004.0
2019-01-02 03:00:00,0.0,1642.0,103.0,46.0,4315.0,1016.0
2019-01-02 04:00:00,0.0,1646.0,102.0,41.0,4292.0,995.0
2019-01-02 05:00:00,0.0,1747.0,103.0,45.0,4127.0,994.0
2019-01-02 06:00:00,0.0,1650.0,101.0,42.0,4108.0,1011.0
2019-01-02 07:00:00,0.0,1504.0,102.0,43.0,4106.0,998.0
2019-01-02 08:00:00,0.0,1369.0,102.0,44.0,4071.0,897.0
2019-01-02 09:00:00,0.0,1153.0,101.0,42.0,4078.0,859.0
2019-01-02 10:00:00,0.0,1165.0,100.0,42.0,4059.0,871.0
2019-01-02 11:00:00,0.0,1160.0,101.0,42.0,4060.0,815.0
2019-01-02 12:00:00,0.0,1062.0,100.0,42.0,4079.0,835.0
2019-01-02 13:00:00,0.0,1102.0,98.0,39.0,4049.0,896.0
2019-01-02 14:00:00,0.0,1021.0,99.0,41.0,4042.0,941.0
2019-01-02 15:00:00,1.0,1064.0,98.0,43.0,4006.0,962.0
2019-01-02 16:00:00,148.0,1055.0,99.0,39.0,4031.0,922.0
2019-01-02 17:00:00,554.0,1000.0,100.0,37.0,4068.0,882.0
2019-01-02 18:00:00,633.0,944.0,102.0,38.0,4118.0,833.0
2019-01-02 19:00:00,581.0,944.0,101.0,42.0,4171.0,878.0
2019-01-02 20:00:00,558.0,1051.0,101.0,40.0,4082.0,903.0
2019-01-02 21:00:00,576.0,873.0,102.0,40.0,3984.0,881.0
2019-01-02 22:00:00,657.0,960.0,103.0,43.0,3969.0,913.0
2019-01-02 23:00:00,602.0,1069.0,100.0,42.0,3982.0,926.0
2019-01-03 00:00:00,224.0,1190.0,100.0,42.0,3960.0,923.0
2019-01-03 01:00:00,3.0,1281.0,98.0,41.0,3974.0,979.0
2019-01-03 02:00:00,0.0,1362.0,98.0,42.0,3963.0,928.0
2019-01-03 03:00:00,0.0,1372.0,97.0,42.0,3960.0,894.0
2019-01-03 04:00:00,0.0,1384.0,98.0,37.0,3941.0,860.0
2019-01-03 05:00:00,0.0,1394.0,97.0,42.0,3954.0,951.0
2019-01-03 06:00:00,0.0,1371.0,96.0,42.0,3915.0,984.0
2019-01-03 07:00:00,0.0,1287.0,97.0,39.0,3915.0,1044.0
2019-01-03 08:00:00,0.0,1199.0,97.0,39.0,3960.0,1081.0
2019-01-03 09:00:00,0.0,1309.0,96.0,41.0,3861.0,1068.0
2019-01-03 10:00:00,0.0,1373.0,96.0,38.0,3818.0,1066.0
2019-01-03 11:00:00,0.0,1298.0,96.0,40.0,3797.0,1090.0
2019-01-03 12:00:00,0.0,1299.0,95.0,40.0,3813.0,1109.0
2019-01-03 13:00:00,0.0,1258.0,96.0,38.0,3797.0,1095.0
2019-01-03 14:00:00,0.0,1347.0,95.0,39.0,3773.0,1151.0
2019-01-03 15:00:00,1.0,1383.0,96.0,37.0,3756.0,1194.0
2019-01-03 16:00:00,160.0,1367.0,96.0,34.0,3736.0,1234.0
2019-01-03 17:00:00,575.0,1254.0,94.0,39.0,3657.0,1189.0
2019-01-03 18:00:00,649.0,1151.0,98.0,43.0,3485.0,1154.0
2019-01-03 19:00:00,602.0,1138.0,96.0,39.0,3319.0,1090.0
2019-01-03 20:00:00,571.0,1122.0,96.0,41.0,3587.0,1038.0
2019-01-03 21:00:00,608.0,1111.0,94.0,42.0,3661.0,1052.0
2019-01-03 22:00:00,678.0,1091.0,95.0,41.0,3612.0,1009.0
2019-01-03 23:00:00,633.0,1089.0,93.0,46.0,3559.0,1029.0
2019-01-04 00:00:00,258.0,1183.0,95.0,42.0,3617.0,979.0
2019-01-04 01:00:00,5.0,1346.0,94.0,42.0,3633.0,956.0
2019-01-04 02:00:00,0.0,1426.0,96.0,40.0,3618.0,926.0
2019-01-04 03:00:00,0.0,1445.0,94.0,41.0,3594.0,948.0
2019-01-04 04:00:00,0.0,1441.0,94.0,44.0,3567.0,942.0
2019-01-04 05:00:00,0.0,1410.0,92.0,41.0,3626.0,962.0
2019-01-04 06:00:00,0.0,1408.0,94.0,41.0,3570.0,993.0
2019-01-04 07:00:00,0.0,1305.0,93.0,42.0,3621.0,1043.0
2019-01-04 08:00:00,0.0,1027.0,97.0,44.0,3652.0,986.0
2019-01-04 09:00:00,0.0,988.0,94.0,42.0,3718.0,1016.0
2019-01-04 10:00:00,0.0,959.0,96.0,41.0,3705.0,1115.0
2019-01-04 11:00:00,0.0,916.0,97.0,40.0,3727.0,1091.0
2019-01-04 12:00:00,0.0,907.0,96.0,42.0,3644.0,1103.0
2019-01-04 13:00:00,0.0,982.0,97.0,39.0,3670.0,1061.0
2019-01-04 14:00:00,0.0,1145.0,94.0,41.0,3676.0,996.0
2019-01-04 15:00:00,1.0,1196.0,96.0,40.0,3713.0,1031.0
2019-01-04 16:00:00,172.0,1144.0,97.0,40.0,3807.0,931.0
2019-01-04 17:00:00,620.0,1041.0,97.0,40.0,3757.0,872.0
2019-01-04 18:00:00,689.0,1040.0,96.0,42.0,3697.0,865.0
2019-01-04 19:00:00,622.0,994.0,98.0,43.0,3695.0,824.0
2019-01-04 20:00:00,578.0,994.0,97.0,46.0,3724.0,823.0
2019-01-04 21:00:00,600.0,996.0,97.0,43.0,3713.0,805.0
2019-01-04 22:00:00,659.0,1002.0,98.0,51.0,3736.0,803.0
2019-01-04 23:00:00,615.0,1102.0,98.0,49.0,3815.0,711.0
2019-01-05 00:00:00,274.0,1365.0,96.0,49.0,3811.0,588.0
2019-01-05 01:00:00,2.0,1649.0,96.0,50.0,3754.0,598.0
2019-01-05 02:00:00,0.0,1656.0,96.0,47.0,3744.0,686.0
2019-01-05 03:00:00,0.0,1671.0,94.0,50.0,3763.0,684.0
2019-01-05 04:00:00,0.0,1715.0,97.0,47.0,3775.0,581.0
2019-01-05 05:00:00,0.0,1605.0,97.0,47.0,3804.0,622.0
2019-01-05 06:00:00,0.0,1600.0,97.0,50.0,3783.0,544.0
2019-01-05 07:00:00,0.0,1471.0,96.0,47.0,3774.0,470.0
2019-01-05 08:00:00,0.0,1225.0,97.0,47.0,3775.0,562.0
2019-01-05 09:00:00,0.0,1067.0,97.0,49.0,3828.0,690.0
2019-01-05 10:00:00,0.0,1125.0,97.0,49.0,3813.0,722.0
2019-01-05 11:00:00,0.0,1121.0,96.0,46.0,3808.0,705.0
2019-01-05 12:00:00,0.0,1123.0,97.0,47.0,3794.0,666.0
2019-01-05 13:00:00,0.0,1123.0,96.0,48.0,3779.0,702.0
2019-01-05 14:00:00,0.0,1113.0,97.0,49.0,3787.0,833.0
2019-01-05 15:00:00,0.0,1054.0,96.0,48.0,3784.0,933.0
2019-01-05 16:00:00,51.0,1146.0,96.0,49.0,3790.0,1020.0
2019-01-05 17:00:00,135.0,1156.0,97.0,48.0,3792.0,911.0
2019-01-05 18:00:00,188.0,1117.0,97.0,49.0,3857.0,733.0
2019-01-05 19:00:00,257.0,1118.0,98.0,50.0,3903.0,762.0
2019-01-05 20:00:00,315.0,1081.0,96.0,51.0,3927.0,800.0
2019-01-05 21:00:00,252.0,1050.0,97.0,54.0,3929.0,903.0
2019-01-05 22:00:00,180.0,1208.0,98.0,51.0,3855.0,868.0
2019-01-05 23:00:00,134.0,1356.0,97.0,51.0,3857.0,657.0
2019-01-06 00:00:00,63.0,1370.0,98.0,55.0,3986.0,509.0
2019-01-06 01:00:00,6.0,1288.0,96.0,52.0,4024.0,586.0
2019-01-06 02:00:00,0.0,1233.0,98.0,54.0,4034.0,587.0
2019-01-06 03:00:00,0.0,1225.0,94.0,55.0,4049.0,501.0
2019-01-06 04:00:00,0.0,1277.0,95.0,54.0,4046.0,620.0
2019-01-06 05:00:00,0.0,1494.0,96.0,55.0,4034.0,590.0
2019-01-06 06:00:00,0.0,1320.0,95.0,52.0,4075.0,694.0
2019-01-06 07:00:00,0.0,1262.0,94.0,51.0,4132.0,670.0
2019-01-06 08:00:00,0.0,953.0,96.0,49.0,4123.0,683.0
2019-01-06 09:00:00,0.0,789.0,95.0,53.0,4012.0,665.0
2019-01-06 10:00:00,0.0,798.0,94.0,50.0,4018.0,625.0
2019-01-06 11:00:00,0.0,827.0,94.0,51.0,3827.0,824.0
2019-01-06 12:00:00,0.0,874.0,94.0,56.0,3762.0,895.0
2019-01-06 13:00:00,0.0,854.0,93.0,49.0,3914.0,1078.0
2019-01-06 14:00:00,0.0,847.0,95.0,53.0,3837.0,1245.0
2019-01-06 15:00:00,1.0,860.0,92.0,53.0,3904.0,1388.0
2019-01-06 16:00:00,19.0,782.0,94.0,51.0,3968.0,1538.0
2019-01-06 17:00:00,85.0,779.0,93.0,53.0,3887.0,1601.0
2019-01-06 18:00:00,187.0,810.0,93.0,52.0,3876.0,1627.0
2019-01-06 19:00:00,299.0,771.0,93.0,53.0,3908.0,1602.0
2019-01-06 20:00:00,386.0,763.0,94.0,53.0,3949.0,1633.0
2019-01-06 21:00:00,407.0,852.0,96.0,51.0,3977.0,1589.0
2019-01-06 22:00:00,453.0,910.0,96.0,54.0,4015.0,1588.0
2019-01-06 23:00:00,398.0,1116.0,98.0,52.0,4076.0,1573.0
2019-01-07 00:00:00,206.0,1265.0,95.0,52.0,4082.0,1552.0
2019-01-07 01:00:00,2.0,1324.0,94.0,55.0,4093.0,1656.0
2019-01-07 02:00:00,0.0,1278.0,94.0,52.0,4022.0,1640.0
2019-01-07 03:00:00,0.0,1247.0,94.0,53.0,3999.0,1607.0
2019-01-07 04:00:00,0.0,1257.0,93.0,51.0,4004.0,1541.0
2019-01-07 05:00:00,0.0,1314.0,94.0,52.0,3990.0,1670.0
2019-01-07 06:00:00,0.0,1244.0,93.0,51.0,3857.0,1684.0
2019-01-07 07:00:00,0.0,1237.0,95.0,54.0,3523.0,1602.0
2019-01-07 08:00:00,0.0,1017.0,96.0,52.0,3476.0,1488.0
2019-01-07 09:00:00,0.0,901.0,96.0,52.0,3483.0,1425.0
2019-01-07 10:00:00,0.0,895.0,94.0,52.0,3713.0,1322.0
2019-01-07 11:00:00,0.0,877.0,95.0,53.0,3935.0,1434.0
2019-01-07 12:00:00,0.0,875.0,93.0,51.0,3979.0,1570.0
2019-01-07 13:00:00,0.0,882.0,91.0,51.0,3907.0,1707.0
2019-01-07 14:00:00,0.0,1039.0,90.0,52.0,3942.0,1694.0
2019-01-07 15:00:00,0.0,1093.0,90.0,52.0,4036.0,1592.0
2019-01-07 16:00:00,50.0,1063.0,91.0,51.0,4059.0,1569.0
2019-01-07 17:00:00,246.0,982.0,90.0,55.0,4006.0,1590.0
2019-01-07 18:00:00,419.0,939.0,90.0,55.0,3840.0,1575.0
2019-01-07 19:00:00,484.0,923.0,92.0,52.0,3785.0,1401.0
2019-01-07 20:00:00,500.0,906.0,95.0,54.0,3588.0,1282.0
2019-01-07 21:00:00,410.0,905.0,95.0,47.0,3479.0,1202.0
2019-01-07 22:00:00,431.0,1004.0,97.0,50.0,3462.0,1149.0
2019-01-07 23:00:00,284.0,1146.0,97.0,50.0,3455.0,1052.0
2019-01-08 00:00:00,103.0,1301.0,96.0,52.0,3877.0,1242.0
2019-01-08 01:00:00,6.0,1547.0,98.0,50.0,4097.0,1307.0
2019-01-08 02:00:00,0.0,1634.0,96.0,51.0,4079.0,1387.0
2019-01-08 03:00:00,0.0,1583.0,97.0,52.0,4075.0,1314.0
2019-01-08 04:00:00,0.0,1628.0,94.0,53.0,4090.0,1217.0
2019-01-08 05:00:00,0.0,1623.0,95.0,50.0,4195.0,1163.0
2019-01-08 06:00:00,0.0,1567.0,96.0,50.0,4207.0,1102.0
2019-01-08 07:00:00,0.0,1147.0,93.0,49.0,4229.0,1003.0
2019-01-08 08:00:00,0.0,1047.0,95.0,52.0,4238.0,904.0
2019-01-08 09:00:00,0.0,903.0,91.0,49.0,4244.0,948.0
2019-01-08 10:00:00,0.0,831.0,95.0,49.0,4263.0,974.0
2019-01-08 11:00:00,0.0,833.0,91.0,50.0,4263.0,901.0
2019-01-08 12:00:00,0.0,877.0,93.0,48.0,4261.0,832.0
2019-01-08 13:00:00,0.0,1015.0,93.0,53.0,4266.0,844.0
2019-01-08 14:00:00,0.0,995.0,91.0,49.0,4291.0,994.0
2019-01-08 15:00:00,2.0,1070.0,93.0,51.0,4346.0,939.0
2019-01-08 16:00:00,123.0,1105.0,96.0,49.0,4334.0,922.0
2019-01-08 17:00:00,448.0,995.0,94.0,49.0,4304.0,874.0
2019-01-08 18:00:00,553.0,881.0,93.0,51.0,4192.0,919.0
2019-01-08 19:00:00,511.0,892.0,97.0,53.0,3984.0,820.0
2019-01-08 20:00:00,519.0,882.0,96.0,48.0,3654.0,790.0
2019-01-08 21:00:00,500.0,914.0,96.0,52.0,3852.0,708.0
2019-01-08 22:00:00,512.0,1010.0,96.0,51.0,4046.0,597.0
2019-01-08 23:00:00,395.0,1141.0,96.0,50.0,4177.0,546.0
2019-01-09 00:00:00,118.0,1412.0,94.0,52.0,4345.0,453.0
2019-01-09 01:00:00,2.0,1501.0,93.0,50.0,4407.0,457.0
2019-01-09 02:00:00,0.0,1651.0,93.0,51.0,4433.0,371.0
2019-01-09 03:00:00,0.0,1652.0,94.0,52.0,4433.0,267.0
2019-01-09 04:00:00,0.0,1647.0,93.0,50.0,4431.0,212.0
2019-01-09 05:00:00,0.0,1601.0,93.0,48.0,4437.0,195.0
2019-01-09 06:00:00,0.0,1421.0,93.0,49.0,4419.0,256.0
2019-01-09 07:00:00,0.0,1290.0,93.0,49.0,4331.0,303.0
2019-01-09 08:00:00,0.0,1047.0,95.0,48.0,4348.0,388.0
2019-01-09 09:00:00,0.0,953.0,92.0,50.0,4254.0,359.0
2019-01-09 10:00:00,0.0,836.0,93.0,47.0,4297.0,378.0
2019-01-09 11:00:00,0.0,834.0,92.0,49.0,4326.0,374.0
2019-01-09 12:00:00,0.0,838.0,94.0,50.0,4336.0,439.0
2019-01-09 13:00:00,0.0,917.0,92.0,49.0,4306.0,428.0
2019-01-09 14:00:00,0.0,963.0,89.0,51.0,4303.0,454.0
2019-01-09 15:00:00,0.0,1018.0,92.0,47.0,4302.0,468.0
2019-01-09 16:00:00,59.0,1089.0,92.0,50.0,4288.0,542.0
2019-01-09 17:00:00,221.0,963.0,91.0,50.0,4231.0,638.0
2019-01-09 18:00:00,287.0,905.0,93.0,48.0,4101.0,632.0
2019-01-09 19:00:00,398.0,855.0,97.0,47.0,3705.0,738.0
2019-01-09 20:00:00,475.0,853.0,96.0,50.0,3452.0,858.0
2019-01-09 21:00:00,535.0,880.0,99.0,50.0,3270.0,955.0
2019-01-09 22:00:00,632.0,993.0,99.0,49.0,3121.0,913.0
2019-01-09 23:00:00,624.0,1099.0,98.0,51.0,3477.0,821.0
2019-01-10 00:00:00,256.0,1198.0,96.0,50.0,3897.0,774.0
2019-01-10 01:00:00,8.0,1310.0,99.0,52.0,3985.0,826.0
2019-01-10 02:00:00,0.0,1431.0,96.0,48.0,4013.0,943.0
2019-01-10 03:00:00,0.0,1607.0,96.0,48.0,4093.0,847.0
2019-01-10 04:00:00,0.0,1639.0,95.0,49.0,4178.0,699.0
2019-01-10 05:00:00,0.0,1592.0,97.0,50.0,4158.0,617.0
2019-01-10 06:00:00,0.0,1353.0,93.0,47.0,4142.0,662.0
2019-01-10 07:00:00,0.0,1290.0,97.0,48.0,4144.0,704.0
2019-01-10 08:00:00,0.0,987.0,97.0,50.0,4022.0,717.0
2019-01-10 09:00:00,0.0,827.0,97.0,46.0,3902.0,767.0
2019-01-10 10:00:00,0.0,805.0,95.0,45.0,3854.0,752.0
2019-01-10 11:00:00,0.0,804.0,98.0,50.0,3867.0,679.0
2019-01-10 12:00:00,0.0,828.0,97.0,48.0,3934.0,607.0
2019-01-10 13:00:00,0.0,895.0,96.0,48.0,4059.0,621.0
2019-01-10 14:00:00,0.0,933.0,97.0,47.0,4045.0,609.0
2019-01-10 15:00:00,0.0,1008.0,95.0,47.0,4052.0,674.0
2019-01-10 16:00:00,151.0,1001.0,94.0,50.0,4043.0,627.0
2019-01-10 17:00:00,484.0,875.0,96.0,48.0,3884.0,499.0
2019-01-10 18:00:00,584.0,874.0,95.0,48.0,3848.0,517.0
2019-01-10 19:00:00,463.0,874.0,95.0,44.0,3688.0,532.0
2019-01-10 20:00:00,409.0,873.0,95.0,48.0,3372.0,550.0
2019-01-10 21:00:00,532.0,861.0,97.0,46.0,3059.0,533.0
2019-01-10 22:00:00,567.0,999.0,96.0,46.0,2939.0,443.0
2019-01-10 23:00:00,433.0,1188.0,96.0,48.0,3019.0,390.0
2019-01-11 00:00:00,168.0,1310.0,97.0,49.0,3497.0,405.0
2019-01-11 01:00:00,5.0,1382.0,96.0,49.0,3941.0,491.0
2019-01-11 02:00:00,0.0,1575.0,96.0,50.0,4018.0,368.0
2019-01-11 03:00:00,0.0,1634.0,96.0,47.0,4076.0,260.0
2019-01-11 04:00:00,0.0,1631.0,95.0,50.0,4079.0,252.0
2019-01-11 05:00:00,0.0,1611.0,96.0,46.0,4036.0,240.0
2019-01-11 06:00:00,0.0,1460.0,96.0,49.0,4056.0,205.0
2019-01-11 07:00:00,0.0,1371.0,97.0,48.0,4058.0,130.0
2019-01-11 08:00:00,0.0,1089.0,96.0,48.0,4058.0,110.0
2019-01-11 09:00:00,0.0,980.0,98.0,47.0,4059.0,191.0
2019-01-11 10:00:00,0.0,843.0,98.0,47.0,4062.0,228.0
2019-01-11 11:00:00,0.0,901.0,98.0,49.0,4052.0,243.0
2019-01-11 12:00:00,0.0,850.0,99.0,48.0,3992.0,193.0
2019-01-11 13:00:00,0.0,873.0,97.0,46.0,3980.0,119.0
2019-01-11 14:00:00,0.0,1002.0,98.0,48.0,4000.0,100.0
2019-01-11 15:00:00,0.0,1033.0,98.0,49.0,3995.0,108.0
2019-01-11 16:00:00,131.0,968.0,99.0,48.0,3991.0,136.0
2019-01-11 17:00:00,424.0,965.0,99.0,49.0,3888.0,107.0
2019-01-11 18:00:00,475.0,977.0,97.0,49.0,3793.0,105.0
2019-01-11 19:00:00,477.0,1170.0,96.0,46.0,3829.0,132.0
2019-01-11 20:00:00,451.0,1053.0,96.0,48.0,3772.0,148.0
2019-01-11 21:00:00,485.0,1203.0,96.0,50.0,3701.0,176.0
2019-01-11 22:00:00,538.0,1286.0,98.0,50.0,3697.0,170.0
2019-01-11 23:00:00,416.0,1304.0,98.0,47.0,3924.0,132.0
2019-01-12 00:00:00,260.0,1367.0,98.0,50.0,3992.0,101.0
2019-01-12 01:00:00,6.0,1559.0,98.0,49.0,3987.0,94.0
2019-01-12 02:00:00,0.0,1661.0,97.0,49.0,3987.0,81.0
2019-01-12 03:00:00,0.0,1617.0,97.0,49.0,4009.0,69.0
2019-01-12 04:00:00,0.0,1650.0,100.0,48.0,3989.0,41.0
2019-01-12 05:00:00,0.0,1608.0,99.0,47.0,3983.0,55.0
2019-01-12 06:00:00,0.0,1540.0,100.0,50.0,3992.0,86.0
2019-01-12 07:00:00,0.0,1484.0,98.0,48.0,3983.0,127.0
2019-01-12 08:00:00,0.0,1185.0,99.0,49.0,3983.0,160.0
2019-01-12 09:00:00,0.0,1107.0,97.0,46.0,4035.0,180.0
2019-01-12 10:00:00,0.0,1056.0,96.0,51.0,4045.0,204.0
2019-01-12 11:00:00,0.0,1062.0,99.0,49.0,4048.0,221.0
2019-01-12 12:00:00,0.0,1037.0,97.0,48.0,4020.0,232.0
2019-01-12 13:00:00,0.0,1160.0,98.0,52.0,4048.0,213.0
2019-01-12 14:00:00,0.0,1136.0,98.0,50.0,4083.0,206.0
2019-01-12 15:00:00,0.0,1275.0,96.0,49.0,4049.0,190.0
2019-01-12 16:00:00,21.0,1373.0,97.0,53.0,4016.0,166.0
2019-01-12 17:00:00,99.0,1454.0,98.0,50.0,4021.0,127.0
2019-01-12 18:00:00,162.0,1396.0,98.0,49.0,4168.0,72.0
2019-01-12 19:00:00,213.0,1231.0,98.0,49.0,4182.0,60.0
2019-01-12 20:00:00,240.0,1214.0,98.0,51.0,4110.0,63.0
2019-01-12 21:00:00,243.0,1239.0,98.0,48.0,4118.0,94.0
2019-01-12 22:00:00,235.0,1233.0,100.0,52.0,4039.0,106.0
2019-01-12 23:00:00,203.0,1231.0,101.0,50.0,4049.0,94.0
2019-01-13 00:00:00,112.0,1412.0,100.0,50.0,4207.0,98.0
2019-01-13 01:00:00,5.0,1502.0,97.0,53.0,4240.0,104.0
2019-01-13 02:00:00,0.0,1558.0,98.0,51.0,4247.0,92.0
2019-01-13 03:00:00,0.0,1441.0,97.0,48.0,4243.0,81.0
2019-01-13 04:00:00,0.0,1670.0,96.0,49.0,4214.0,67.0
2019-01-13 05:00:00,0.0,1639.0,95.0,50.0,4216.0,57.0
2019-01-13 06:00:00,0.0,1615.0,94.0,50.0,4239.0,67.0
2019-01-13 07:00:00,0.0,1600.0,96.0,52.0,4315.0,97.0
2019-01-13 08:00:00,0.0,1304.0,93.0,50.0,4321.0,176.0
2019-01-13 09:00:00,0.0,1270.0,95.0,52.0,4324.0,232.0
2019-01-13 10:00:00,0.0,1273.0,93.0,48.0,4319.0,176.0
2019-01-13 11:00:00,0.0,1289.0,94.0,51.0,4325.0,126.0
2019-01-13 12:00:00,0.0,1295.0,93.0,51.0,4203.0,113.0
2019-01-13 13:00:00,0.0,1274.0,94.0,47.0,4318.0,160.0
2019-01-13 14:00:00,0.0,1183.0,94.0,50.0,4346.0,188.0
2019-01-13 15:00:00,0.0,1341.0,92.0,50.0,4334.0,230.0
2019-01-13 16:00:00,13.0,1369.0,95.0,47.0,4324.0,221.0
2019-01-13 17:00:00,42.0,1232.0,95.0,48.0,4292.0,192.0
2019-01-13 18:00:00,97.0,1259.0,96.0,49.0,4129.0,151.0
2019-01-13 19:00:00,167.0,1236.0,98.0,47.0,3914.0,149.0
2019-01-13 20:00:00,205.0,1230.0,99.0,49.0,3743.0,180.0
2019-01-13 21:00:00,185.0,1283.0,99.0,48.0,3928.0,196.0
2019-01-13 22:00:00,134.0,1269.0,102.0,47.0,4180.0,182.0
2019-01-13 23:00:00,103.0,1359.0,100.0,48.0,4245.0,162.0
2019-01-14 00:00:00,54.0,1458.0,101.0,46.0,4273.0,187.0
2019-01-14 01:00:00,5.0,1565.0,98.0,47.0,4273.0,224.0
2019-01-14 02:00:00,0.0,1677.0,97.0,46.0,4278.0,242.0
2019-01-14 03:00:00,0.0,1682.0,98.0,47.0,4291.0,226.0
2019-01-14 04:00:00,0.0,1672.0,97.0,49.0,4297.0,231.0
2019-01-14 05:00:00,0.0,1633.0,97.0,45.0,4295.0,271.0
2019-01-14 06:00:00,0.0,1552.0,96.0,50.0,4337.0,286.0
2019-01-14 07:00:00,0.0,1365.0,96.0,48.0,4335.0,390.0
2019-01-14 08:00:00,0.0,1131.0,95.0,47.0,4333.0,444.0
2019-01-14 09:00:00,0.0,1292.0,96.0,51.0,4336.0,488.0
2019-01-14 10:00:00,0.0,1294.0,94.0,49.0,4310.0,510.0
2019-01-14 11:00:00,0.0,1188.0,94.0,46.0,4338.0,571.0
2019-01-14 12:00:00,0.0,1226.0,95.0,48.0,4344.0,616.0
2019-01-14 13:00:00,0.0,1200.0,92.0,46.0,4308.0,593.0
2019-01-14 14:00:00,0.0,1290.0,93.0,44.0,4280.0,549.0
2019-01-14 15:00:00,0.0,1344.0,91.0,46.0,4291.0,514.0
2019-01-14 16:00:00,23.0,1432.0,93.0,45.0,4325.0,494.0
2019-01-14 17:00:00,61.0,1467.0,93.0,45.0,4299.0,489.0
2019-01-14 18:00:00,123.0,1630.0,94.0,46.0,4279.0,514.0
2019-01-14 19:00:00,220.0,1662.0,96.0,46.0,4270.0,572.0
2019-01-14 20:00:00,342.0,1667.0,96.0,46.0,4230.0,587.0
2019-01-14 21:00:00,303.0,1643.0,98.0,48.0,4237.0,589.0
2019-01-14 22:00:00,267.0,1642.0,98.0,46.0,4036.0,541.0
2019-01-14 23:00:00,208.0,1660.0,98.0,46.0,4046.0,507.0
2019-01-15 00:00:00,97.0,1651.0,100.0,44.0,4208.0,471.0
2019-01-15 01:00:00,2.0,1586.0,96.0,47.0,4289.0,504.0
2019-01-15 02:00:00,0.0,1685.0,97.0,46.0,4275.0,509.0
2019-01-15 03:00:00,0.0,1691.0,97.0,42.0,4200.0,577.0
2019-01-15 04:00:00,0.0,1661.0,96.0,45.0,4139.0,631.0
2019-01-15 05:00:00,0.0,1647.0,95.0,44.0,4116.0,656.0
2019-01-15 06:00:00,0.0,1545.0,94.0,45.0,4079.0,694.0
2019-01-15 07:00:00,0.0,1541.0,96.0,48.0,4166.0,761.0
2019-01-15 08:00:00,0.0,1194.0,94.0,46.0,4142.0,860.0
2019-01-15 09:00:00,0.0,1150.0,96.0,43.0,3978.0,866.0
2019-01-15 10:00:00,0.0,1235.0,93.0,46.0,3987.0,883.0
2019-01-15 11:00:00,0.0,1190.0,93.0,48.0,4094.0,879.0
2019-01-15 12:00:00,0.0,1269.0,93.0,44.0,4125.0,869.0
2019-01-15 13:00:00,0.0,1257.0,93.0,43.0,4100.0,885.0
2019-01-15 14:00:00,0.0,1270.0,91.0,46.0,4077.0,975.0
2019-01-15 15:00:00,0.0,1308.0,91.0,40.0,4018.0,969.0
2019-01-15 16:00:00,16.0,1410.0,94.0,44.0,4061.0,971.0
2019-01-15 17:00:00,45.0,1437.0,93.0,43.0,4065.0,897.0
2019-01-15 18:00:00,116.0,1637.0,93.0,44.0,4060.0,816.0
2019-01-15 19:00:00,232.0,1646.0,94.0,47.0,4081.0,728.0
2019-01-15 20:00:00,216.0,1668.0,93.0,46.0,4090.0,634.0
2019-01-15 21:00:00,174.0,1668.0,95.0,38.0,4170.0,481.0
