,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
47,2019-01-02 23:00:00,257.0,339.0,124.0,45.0,84.0,84.0
48,2019-01-03 00:00:00,256.62,339.0,124.0,46.0,84.0,84.0
49,2019-01-03 01:00:00,257.38,339.0,124.0,45.0,83.0,84.0
50,2019-01-03 02:00:00,258.31,340.0,124.0,42.0,84.0,84.0
51,2019-01-03 03:00:00,258.14,339.0,124.0,43.0,83.0,84.0
52,2019-01-03 04:00:00,257.84,340.0,124.0,43.0,83.0,83.0
53,2019-01-03 05:00:00,257.84,340.0,125.0,41.0,84.0,83.0
54,2019-01-03 06:00:00,258.68,366.0,133.0,40.0,86.0,83.0
55,2019-01-03 07:00:00,262.82,386.0,131.0,37.0,88.0,83.0
56,2019-01-03 08:00:00,261.85,379.0,134.0,35.0,88.0,84.0
57,2019-01-03 09:00:00,269.04,409.0,126.0,35.0,88.0,84.0
58,2019-01-03 10:00:00,268.18,458.0,150.0,31.0,89.0,84.0
59,2019-01-03 11:00:00,264.86,445.0,157.0,29.0,89.0,84.0
60,2019-01-03 12:00:00,237.69,438.0,249.0,25.0,89.0,84.0
61,2019-01-03 13:00:00,226.9,437.0,297.0,20.0,89.0,85.0
62,2019-01-03 14:00:00,195.87,437.0,443.0,21.0,89.0,85.0
63,2019-01-03 15:00:00,178.22,431.0,543.0,21.0,89.0,85.0
64,2019-01-03 16:00:00,170.82,427.0,593.0,17.0,89.0,85.0
65,2019-01-03 17:00:00,185.53,423.0,496.0,13.0,90.0,85.0
66,2019-01-03 18:00:00,243.07,425.0,238.0,10.0,90.0,85.0
67,2019-01-03 19:00:00,283.59,432.0,121.0,9.0,90.0,86.0
68,2019-01-03 20:00:00,326.37,460.0,32.0,6.0,89.0,86.0
69,2019-01-03 21:00:00,333.55,446.0,19.0,4.0,88.0,86.0
70,2019-01-03 22:00:00,326.8,444.0,35.0,1.0,88.0,86.0
71,2019-01-03 23:00:00,327.56,448.0,35.0,0.0,88.0,86.0
72,2019-01-04 00:00:00,330.06,456.0,31.0,0.0,88.0,86.0
73,2019-01-04 01:00:00,332.24,459.0,27.0,1.0,87.0,86.0
74,2019-01-04 02:00:00,330.5,455.0,27.0,3.0,88.0,86.0
75,2019-01-04 03:00:00,332.0,435.0,18.0,5.0,89.0,85.0
76,2019-01-04 04:00:00,325.32,406.0,26.0,6.0,89.0,85.0
77,2019-01-04 05:00:00,318.72,408.0,35.0,10.0,89.0,85.0
78,2019-01-04 06:00:00,308.1,410.0,56.0,11.0,89.0,85.0
79,2019-01-04 07:00:00,312.33,409.0,50.0,7.0,90.0,85.0
80,2019-01-04 08:00:00,302.01,405.0,72.0,7.0,89.0,85.0
81,2019-01-04 09:00:00,284.29,395.0,111.0,6.0,89.0,85.0
82,2019-01-04 10:00:00,225.64,332.0,245.0,10.0,89.0,85.0
83,2019-01-04 11:00:00,219.64,325.0,264.0,7.0,89.0,85.0
84,2019-01-04 12:00:00,221.38,334.0,264.0,7.0,89.0,85.0
85,2019-01-04 13:00:00,213.75,343.0,294.0,9.0,88.0,83.0
86,2019-01-04 14:00:00,211.42,354.0,310.0,11.0,89.0,84.0
87,2019-01-04 15:00:00,205.69,362.0,339.0,12.0,89.0,84.0
88,2019-01-04 16:00:00,217.94,366.0,296.0,8.0,89.0,84.0
89,2019-01-04 17:00:00,218.57,358.0,291.0,5.0,89.0,84.0
90,2019-01-04 18:00:00,240.57,338.0,205.0,6.0,89.0,85.0
91,2019-01-04 19:00:00,221.76,330.0,263.0,7.0,86.0,85.0
92,2019-01-04 20:00:00,253.38,306.0,158.0,9.0,83.0,86.0
93,2019-01-04 21:00:00,243.42,292.0,176.0,11.0,82.0,86.0
94,2019-01-04 22:00:00,243.28,292.0,176.0,10.0,82.0,85.0
95,2019-01-04 23:00:00,292.92,297.0,69.0,8.0,83.0,85.0
96,2019-01-05 00:00:00,295.39,307.0,68.0,8.0,82.0,85.0
97,2019-01-05 01:00:00,296.59,320.0,67.0,10.0,82.0,85.0
98,2019-01-05 02:00:00,296.96,331.0,67.0,12.0,82.0,85.0
99,2019-01-05 03:00:00,328.67,382.0,11.0,18.0,82.0,84.0
100,2019-01-05 04:00:00,336.36,374.0,0.0,15.0,82.0,84.0
101,2019-01-05 05:00:00,334.62,375.0,0.0,17.0,83.0,84.0
102,2019-01-05 06:00:00,334.8,378.0,0.0,17.0,83.0,84.0
103,2019-01-05 07:00:00,334.71,386.0,0.0,15.0,86.0,84.0
104,2019-01-05 08:00:00,335.6,391.0,0.0,13.0,87.0,84.0
105,2019-01-05 09:00:00,336.52,437.0,0.0,15.0,88.0,84.0
106,2019-01-05 10:00:00,333.43,439.0,0.0,21.0,88.0,84.0
107,2019-01-05 11:00:00,331.4,440.0,0.0,24.0,89.0,84.0
108,2019-01-05 12:00:00,332.58,440.0,0.0,21.0,89.0,83.0
109,2019-01-05 13:00:00,336.3,440.0,0.0,14.0,89.0,83.0
110,2019-01-05 14:00:00,333.32,480.0,13.0,11.0,89.0,83.0
111,2019-01-05 15:00:00,209.95,481.0,403.0,19.0,89.0,83.0
112,2019-01-05 16:00:00,251.97,481.0,229.0,15.0,89.0,84.0
113,2019-01-05 17:00:00,266.53,476.0,180.0,13.0,89.0,84.0
114,2019-01-05 18:00:00,334.8,397.0,4.0,9.0,89.0,84.0
115,2019-01-05 19:00:00,341.24,480.0,0.0,9.0,89.0,84.0
116,2019-01-05 20:00:00,341.59,480.0,0.0,9.0,89.0,85.0
117,2019-01-05 21:00:00,342.65,489.0,0.0,7.0,89.0,84.0
118,2019-01-05 22:00:00,344.19,489.0,0.0,4.0,89.0,84.0
119,2019-01-05 23:00:00,345.44,490.0,0.0,2.0,88.0,83.0
120,2019-01-06 00:00:00,346.34,491.0,0.0,1.0,88.0,84.0
121,2019-01-06 01:00:00,346.0,491.0,0.0,1.0,88.0,83.0
122,2019-01-06 02:00:00,347.04,491.0,0.0,1.0,86.0,83.0
123,2019-01-06 03:00:00,347.19,490.0,0.0,1.0,85.0,82.0
124,2019-01-06 04:00:00,347.19,490.0,0.0,0.0,86.0,82.0
125,2019-01-06 05:00:00,346.7,491.0,0.0,0.0,87.0,82.0
126,2019-01-06 06:00:00,346.7,491.0,0.0,0.0,87.0,82.0
127,2019-01-06 07:00:00,346.88,491.0,0.0,0.0,86.0,81.0
128,2019-01-06 08:00:00,345.65,472.0,0.0,1.0,86.0,81.0
129,2019-01-06 09:00:00,345.97,471.0,0.0,1.0,86.0,82.0
130,2019-01-06 10:00:00,345.93,470.0,0.0,0.0,87.0,82.0
131,2019-01-06 11:00:00,333.34,444.0,21.0,0.0,88.0,83.0
132,2019-01-06 12:00:00,309.67,399.0,61.0,0.0,87.0,82.0
133,2019-01-06 13:00:00,306.6,403.0,68.0,0.0,88.0,83.0
134,2019-01-06 14:00:00,312.18,411.0,58.0,0.0,88.0,83.0
135,2019-01-06 15:00:00,266.43,419.0,171.0,0.0,88.0,83.0
136,2019-01-06 16:00:00,243.47,431.0,247.0,2.0,88.0,83.0
137,2019-01-06 17:00:00,251.58,451.0,228.0,3.0,88.0,83.0
138,2019-01-06 18:00:00,278.62,487.0,155.0,5.0,88.0,83.0
139,2019-01-06 19:00:00,296.07,492.0,108.0,7.0,87.0,84.0
140,2019-01-06 20:00:00,344.2,507.0,3.0,5.0,87.0,85.0
141,2019-01-06 21:00:00,342.56,491.0,0.0,8.0,89.0,85.0
142,2019-01-06 22:00:00,341.24,492.0,0.0,10.0,89.0,84.0
143,2019-01-06 23:00:00,340.24,492.0,0.0,12.0,89.0,84.0
144,2019-01-07 00:00:00,339.28,482.0,0.0,14.0,88.0,84.0
145,2019-01-07 01:00:00,336.98,463.0,0.0,16.0,88.0,83.0
146,2019-01-07 02:00:00,334.56,447.0,0.0,19.0,88.0,83.0
147,2019-01-07 03:00:00,336.68,437.0,0.0,14.0,88.0,83.0
148,2019-01-07 04:00:00,335.46,415.0,0.0,14.0,88.0,83.0
149,2019-01-07 05:00:00,335.9,413.0,0.0,13.0,88.0,83.0
150,2019-01-07 06:00:00,259.97,457.0,196.0,10.0,88.0,83.0
151,2019-01-07 07:00:00,214.12,426.0,352.0,11.0,87.0,83.0
152,2019-01-07 08:00:00,190.74,435.0,467.0,21.0,88.0,83.0
153,2019-01-07 09:00:00,212.18,433.0,356.0,20.0,88.0,83.0
154,2019-01-07 10:00:00,252.51,447.0,210.0,16.0,88.0,83.0
155,2019-01-07 11:00:00,221.55,365.0,273.0,18.0,86.0,83.0
156,2019-01-07 12:00:00,229.18,343.0,239.0,11.0,86.0,83.0
157,2019-01-07 13:00:00,248.96,340.0,180.0,7.0,87.0,83.0
158,2019-01-07 14:00:00,234.71,336.0,220.0,6.0,88.0,83.0
159,2019-01-07 15:00:00,196.18,335.0,363.0,7.0,89.0,84.0
160,2019-01-07 16:00:00,212.71,343.0,300.0,7.0,88.0,83.0
161,2019-01-07 17:00:00,254.73,355.0,167.0,10.0,88.0,83.0
162,2019-01-07 18:00:00,238.01,368.0,222.0,13.0,88.0,84.0
163,2019-01-07 19:00:00,329.88,383.0,7.0,16.0,86.0,84.0
164,2019-01-07 20:00:00,335.4,378.0,0.0,15.0,84.0,84.0
165,2019-01-07 21:00:00,328.88,345.0,0.0,23.0,83.0,84.0
166,2019-01-07 22:00:00,323.78,342.0,0.0,31.0,83.0,84.0
167,2019-01-07 23:00:00,325.66,387.0,0.0,34.0,83.0,84.0
168,2019-01-08 00:00:00,324.01,387.0,0.0,37.0,83.0,84.0
169,2019-01-08 01:00:00,322.44,381.0,4.0,35.0,83.0,84.0
170,2019-01-08 02:00:00,312.55,367.0,18.0,37.0,83.0,84.0
171,2019-01-08 03:00:00,312.3,369.0,18.0,37.0,83.0,83.0
172,2019-01-08 04:00:00,311.67,368.0,17.0,39.0,83.0,83.0
173,2019-01-08 05:00:00,319.74,380.0,10.0,32.0,84.0,83.0
174,2019-01-08 06:00:00,325.24,387.0,4.0,28.0,85.0,83.0
175,2019-01-08 07:00:00,262.31,383.0,140.0,29.0,86.0,82.0
176,2019-01-08 08:00:00,261.79,382.0,143.0,28.0,85.0,82.0
177,2019-01-08 09:00:00,262.62,390.0,143.0,27.0,87.0,82.0
178,2019-01-08 10:00:00,264.43,395.0,142.0,25.0,87.0,82.0
179,2019-01-08 11:00:00,267.75,400.0,141.0,20.0,87.0,83.0
180,2019-01-08 12:00:00,269.42,403.0,141.0,17.0,90.0,86.0
181,2019-01-08 13:00:00,269.55,402.0,141.0,15.0,89.0,84.0
182,2019-01-08 14:00:00,271.39,405.0,141.0,11.0,88.0,83.0
183,2019-01-08 15:00:00,280.73,434.0,130.0,7.0,88.0,83.0
184,2019-01-08 16:00:00,290.89,441.0,106.0,7.0,88.0,83.0
185,2019-01-08 17:00:00,293.53,443.0,101.0,6.0,88.0,83.0
186,2019-01-08 18:00:00,302.54,450.0,83.0,5.0,88.0,84.0
187,2019-01-08 19:00:00,303.68,449.0,81.0,4.0,89.0,85.0
188,2019-01-08 20:00:00,341.79,396.0,0.0,4.0,86.0,84.0
189,2019-01-08 21:00:00,341.8,384.0,0.0,3.0,86.0,84.0
190,2019-01-08 22:00:00,341.9,386.0,0.0,3.0,86.0,84.0
191,2019-01-08 23:00:00,344.35,426.0,0.0,2.0,86.0,84.0
192,2019-01-09 00:00:00,344.92,426.0,0.0,2.0,85.0,84.0
193,2019-01-09 01:00:00,345.5,426.0,0.0,0.0,86.0,84.0
194,2019-01-09 02:00:00,345.08,425.0,0.0,0.0,86.0,83.0
195,2019-01-09 03:00:00,345.12,426.0,0.0,0.0,86.0,83.0
196,2019-01-09 04:00:00,345.12,426.0,0.0,0.0,86.0,83.0
197,2019-01-09 05:00:00,322.02,455.0,45.0,0.0,88.0,83.0
198,2019-01-09 06:00:00,265.34,548.0,226.0,0.0,87.0,83.0
199,2019-01-09 07:00:00,270.94,574.0,216.0,0.0,87.0,83.0
200,2019-01-09 08:00:00,291.65,634.0,163.0,0.0,87.0,82.0
201,2019-01-09 09:00:00,328.36,707.0,65.0,0.0,87.0,83.0
202,2019-01-09 10:00:00,312.99,777.0,123.0,0.0,88.0,83.0
203,2019-01-09 11:00:00,315.38,795.0,118.0,0.0,88.0,83.0
204,2019-01-09 12:00:00,347.93,880.0,22.0,0.0,88.0,83.0
205,2019-01-09 13:00:00,348.79,891.0,19.0,1.0,88.0,83.0
206,2019-01-09 14:00:00,349.46,892.0,17.0,1.0,88.0,83.0
207,2019-01-09 15:00:00,325.94,892.0,95.0,1.0,88.0,83.0
208,2019-01-09 16:00:00,315.9,893.0,132.0,1.0,88.0,83.0
209,2019-01-09 17:00:00,349.65,891.0,17.0,1.0,88.0,84.0
210,2019-01-09 18:00:00,343.21,862.0,33.0,2.0,89.0,84.0
211,2019-01-09 19:00:00,289.61,689.0,185.0,1.0,89.0,85.0
212,2019-01-09 20:00:00,347.83,520.0,0.0,0.0,88.0,84.0
213,2019-01-09 21:00:00,345.38,479.0,0.0,2.0,88.0,84.0
214,2019-01-09 22:00:00,344.92,481.0,0.0,4.0,87.0,84.0
215,2019-01-09 23:00:00,344.89,480.0,0.0,5.0,86.0,84.0
216,2019-01-10 00:00:00,343.97,479.0,0.0,6.0,86.0,83.0
217,2019-01-10 01:00:00,344.05,481.0,0.0,6.0,86.0,83.0
218,2019-01-10 02:00:00,346.16,481.0,0.0,2.0,86.0,83.0
219,2019-01-10 03:00:00,346.16,481.0,0.0,2.0,86.0,83.0
220,2019-01-10 04:00:00,345.28,481.0,0.0,2.0,87.0,82.0
221,2019-01-10 05:00:00,333.66,493.0,24.0,2.0,87.0,82.0
222,2019-01-10 06:00:00,277.81,700.0,229.0,4.0,87.0,82.0
223,2019-01-10 07:00:00,239.99,887.0,507.0,2.0,86.0,82.0
224,2019-01-10 08:00:00,228.09,915.0,607.0,1.0,86.0,82.0
225,2019-01-10 09:00:00,243.34,915.0,501.0,1.0,86.0,82.0
226,2019-01-10 10:00:00,263.92,914.0,376.0,1.0,87.0,82.0
227,2019-01-10 11:00:00,293.96,903.0,228.0,0.0,84.0,82.0
228,2019-01-10 12:00:00,307.88,902.0,176.0,0.0,78.0,83.0
229,2019-01-10 13:00:00,295.94,914.0,223.0,0.0,84.0,83.0
230,2019-01-10 14:00:00,291.24,914.0,241.0,0.0,88.0,84.0
231,2019-01-10 15:00:00,296.38,914.0,218.0,0.0,88.0,84.0
232,2019-01-10 16:00:00,291.89,910.0,236.0,0.0,89.0,84.0
233,2019-01-10 17:00:00,276.49,814.0,277.0,0.0,89.0,84.0
234,2019-01-10 18:00:00,257.05,712.0,328.0,1.0,89.0,85.0
235,2019-01-10 19:00:00,260.13,604.0,263.0,6.0,89.0,85.0
236,2019-01-10 20:00:00,339.86,487.0,0.0,13.0,89.0,85.0
237,2019-01-10 21:00:00,337.52,480.0,0.0,17.0,89.0,85.0
238,2019-01-10 22:00:00,334.14,482.0,0.0,24.0,89.0,85.0
239,2019-01-10 23:00:00,335.06,500.0,0.0,24.0,89.0,85.0
240,2019-01-11 00:00:00,334.24,500.0,0.0,26.0,88.0,84.0
241,2019-01-11 01:00:00,333.29,500.0,0.0,28.0,88.0,84.0
242,2019-01-11 02:00:00,331.39,500.0,0.0,33.0,87.0,84.0
243,2019-01-11 03:00:00,333.36,499.0,0.0,29.0,86.0,83.0
244,2019-01-11 04:00:00,330.52,499.0,0.0,34.0,87.0,83.0
245,2019-01-11 05:00:00,307.63,463.0,34.0,45.0,87.0,83.0
246,2019-01-11 06:00:00,268.51,390.0,102.0,52.0,87.0,82.0
247,2019-01-11 07:00:00,238.72,350.0,170.0,51.0,87.0,82.0
248,2019-01-11 08:00:00,228.87,347.0,199.0,52.0,87.0,82.0
249,2019-01-11 09:00:00,229.46,347.0,201.0,48.0,87.0,82.0
250,2019-01-11 10:00:00,233.45,342.0,189.0,44.0,87.0,82.0
251,2019-01-11 11:00:00,240.7,339.0,180.0,29.0,87.0,82.0
252,2019-01-11 12:00:00,250.49,351.0,171.0,17.0,87.0,83.0
253,2019-01-11 13:00:00,308.82,360.0,47.0,8.0,87.0,82.0
254,2019-01-11 14:00:00,323.92,375.0,25.0,5.0,90.0,86.0
255,2019-01-11 15:00:00,254.27,384.0,184.0,9.0,89.0,85.0
256,2019-01-11 16:00:00,257.99,390.0,173.0,15.0,87.0,86.0
257,2019-01-11 17:00:00,306.64,395.0,54.0,17.0,85.0,85.0
258,2019-01-11 18:00:00,319.66,388.0,27.0,17.0,85.0,85.0
259,2019-01-11 19:00:00,330.55,372.0,5.0,18.0,85.0,86.0
260,2019-01-11 20:00:00,311.71,331.0,30.0,18.0,84.0,83.0
261,2019-01-11 21:00:00,306.2,327.0,35.0,23.0,83.0,83.0
262,2019-01-11 22:00:00,308.55,333.0,35.0,20.0,83.0,83.0
263,2019-01-11 23:00:00,327.91,323.0,0.0,21.0,83.0,83.0
264,2019-01-12 00:00:00,324.03,294.0,0.0,23.0,83.0,83.0
265,2019-01-12 01:00:00,325.87,292.0,0.0,20.0,83.0,83.0
266,2019-01-12 02:00:00,327.15,291.0,0.0,17.0,84.0,83.0
267,2019-01-12 03:00:00,329.14,290.0,0.0,13.0,85.0,83.0
268,2019-01-12 04:00:00,329.49,292.0,0.0,12.0,85.0,82.0
269,2019-01-12 05:00:00,329.4,291.0,0.0,10.0,87.0,82.0
270,2019-01-12 06:00:00,331.26,305.0,0.0,10.0,86.0,82.0
271,2019-01-12 07:00:00,334.03,321.0,0.0,8.0,85.0,81.0
272,2019-01-12 08:00:00,333.43,322.0,0.0,10.0,84.0,81.0
273,2019-01-12 09:00:00,333.84,321.0,0.0,9.0,85.0,82.0
274,2019-01-12 10:00:00,333.25,322.0,0.0,10.0,85.0,82.0
275,2019-01-12 11:00:00,331.25,322.0,0.0,15.0,83.0,82.0
276,2019-01-12 12:00:00,330.77,322.0,0.0,16.0,82.0,81.0
277,2019-01-12 13:00:00,332.58,322.0,0.0,14.0,82.0,82.0
278,2019-01-12 14:00:00,333.84,321.0,0.0,11.0,83.0,82.0
279,2019-01-12 15:00:00,336.55,321.0,0.0,7.0,83.0,82.0
280,2019-01-12 16:00:00,336.55,321.0,0.0,6.0,84.0,82.0
281,2019-01-12 17:00:00,339.79,321.0,0.0,2.0,84.0,83.0
282,2019-01-12 18:00:00,339.09,321.0,0.0,1.0,86.0,83.0
283,2019-01-12 19:00:00,340.48,321.0,0.0,2.0,83.0,83.0
284,2019-01-12 20:00:00,341.18,321.0,0.0,1.0,83.0,83.0
285,2019-01-12 21:00:00,341.6,320.0,0.0,1.0,83.0,84.0
286,2019-01-12 22:00:00,341.71,322.0,0.0,1.0,83.0,84.0
287,2019-01-12 23:00:00,340.93,344.0,0.0,3.0,84.0,84.0
288,2019-01-13 00:00:00,341.71,346.0,0.0,2.0,84.0,84.0
289,2019-01-13 01:00:00,342.37,346.0,0.0,1.0,84.0,84.0
290,2019-01-13 02:00:00,342.32,345.0,0.0,1.0,84.0,84.0
291,2019-01-13 03:00:00,342.32,345.0,0.0,2.0,83.0,84.0
292,2019-01-13 04:00:00,339.93,346.0,0.0,2.0,86.0,83.0
293,2019-01-13 05:00:00,339.87,345.0,0.0,2.0,86.0,83.0
294,2019-01-13 06:00:00,340.53,345.0,0.0,1.0,86.0,83.0
295,2019-01-13 07:00:00,340.74,345.0,0.0,1.0,85.0,82.0
296,2019-01-13 08:00:00,311.93,300.0,38.0,2.0,85.0,82.0
297,2019-01-13 09:00:00,281.44,278.0,86.0,3.0,84.0,82.0
298,2019-01-13 10:00:00,320.23,333.0,31.0,3.0,83.0,82.0
299,2019-01-13 11:00:00,328.26,341.0,18.0,6.0,81.0,82.0
300,2019-01-13 12:00:00,295.88,298.0,62.0,10.0,80.0,82.0
301,2019-01-13 13:00:00,290.3,290.0,71.0,10.0,81.0,84.0
302,2019-01-13 14:00:00,294.72,298.0,67.0,7.0,82.0,84.0
303,2019-01-13 15:00:00,299.21,311.0,61.0,8.0,82.0,84.0
304,2019-01-13 16:00:00,317.22,323.0,31.0,9.0,82.0,84.0
305,2019-01-13 17:00:00,326.18,327.0,16.0,10.0,82.0,84.0
306,2019-01-13 18:00:00,327.09,338.0,18.0,8.0,82.0,84.0
307,2019-01-13 19:00:00,325.75,331.0,18.0,9.0,83.0,85.0
308,2019-01-13 20:00:00,321.96,323.0,18.0,14.0,83.0,85.0
309,2019-01-13 21:00:00,322.45,308.0,18.0,10.0,84.0,85.0
310,2019-01-13 22:00:00,330.31,225.0,2.0,4.0,84.0,85.0
311,2019-01-13 23:00:00,333.28,221.0,0.0,3.0,83.0,85.0
312,2019-01-14 00:00:00,332.8,220.0,0.0,3.0,82.0,83.0
313,2019-01-14 01:00:00,324.29,221.0,0.0,14.0,79.0,80.0
314,2019-01-14 02:00:00,326.14,221.0,0.0,12.0,78.0,79.0
315,2019-01-14 03:00:00,328.46,225.0,0.0,9.0,78.0,78.0
316,2019-01-14 04:00:00,273.91,267.0,84.0,18.0,84.0,84.0
317,2019-01-14 05:00:00,310.57,337.0,27.0,25.0,84.0,84.0
318,2019-01-14 06:00:00,317.71,345.0,1.0,39.0,84.0,83.0
319,2019-01-14 07:00:00,315.32,344.0,0.0,45.0,83.0,83.0
320,2019-01-14 08:00:00,243.24,345.0,168.0,42.0,83.0,83.0
321,2019-01-14 09:00:00,247.01,345.0,158.0,41.0,83.0,83.0
322,2019-01-14 10:00:00,240.42,346.0,179.0,40.0,83.0,83.0
323,2019-01-14 11:00:00,298.42,388.0,45.0,41.0,84.0,83.0
324,2019-01-14 12:00:00,319.17,430.0,13.0,38.0,84.0,83.0
325,2019-01-14 13:00:00,329.12,479.0,0.0,38.0,85.0,85.0
326,2019-01-14 14:00:00,295.27,480.0,78.0,39.0,85.0,85.0
327,2019-01-14 15:00:00,217.47,478.0,352.0,37.0,86.0,85.0
328,2019-01-14 16:00:00,220.02,456.0,336.0,26.0,86.0,85.0
329,2019-01-14 17:00:00,263.34,480.0,185.0,23.0,87.0,85.0
330,2019-01-14 18:00:00,216.1,480.0,375.0,21.0,87.0,85.0
331,2019-01-14 19:00:00,267.24,484.0,179.0,16.0,89.0,85.0
332,2019-01-14 20:00:00,318.81,378.0,0.0,39.0,90.0,85.0
333,2019-01-14 21:00:00,283.1,278.0,45.0,39.0,90.0,86.0
334,2019-01-14 22:00:00,303.57,229.0,1.0,36.0,90.0,86.0
335,2019-01-14 23:00:00,306.64,231.0,0.0,33.0,90.0,86.0
336,2019-01-15 00:00:00,309.55,231.0,0.0,29.0,89.0,85.0
337,2019-01-15 01:00:00,309.67,237.0,0.0,30.0,89.0,85.0
338,2019-01-15 02:00:00,314.5,315.0,0.0,38.0,88.0,85.0
339,2019-01-15 03:00:00,325.49,401.0,0.0,33.0,87.0,85.0
340,2019-01-15 04:00:00,321.82,395.0,0.0,40.0,86.0,85.0
341,2019-01-15 05:00:00,321.05,384.0,0.0,39.0,86.0,84.0
342,2019-01-15 06:00:00,320.55,391.0,0.0,39.0,88.0,84.0
343,2019-01-15 07:00:00,323.98,443.0,1.0,39.0,88.0,84.0
344,2019-01-15 08:00:00,262.71,446.0,156.0,38.0,88.0,84.0
345,2019-01-15 09:00:00,230.49,427.0,265.0,31.0,88.0,84.0
346,2019-01-15 10:00:00,255.35,405.0,180.0,21.0,86.0,84.0
347,2019-01-15 11:00:00,298.44,368.0,51.0,30.0,86.0,85.0
348,2019-01-15 12:00:00,278.41,354.0,95.0,27.0,85.0,85.0
349,2019-01-15 13:00:00,289.4,363.0,70.0,29.0,85.0,84.0
350,2019-01-15 14:00:00,268.52,384.0,133.0,22.0,86.0,84.0
351,2019-01-15 15:00:00,198.4,395.0,398.0,17.0,88.0,85.0
352,2019-01-15 16:00:00,181.8,403.0,491.0,21.0,89.0,85.0
353,2019-01-15 17:00:00,205.0,407.0,380.0,12.0,89.0,85.0
354,2019-01-15 18:00:00,293.89,395.0,91.0,8.0,98.0,99.0
355,2019-01-15 19:00:00,337.32,405.0,2.0,9.0,98.0,99.0
356,2019-01-15 20:00:00,340.03,400.0,0.0,8.0,86.0,85.0
