UTC time,nat_gas,coal,solar,hydro,biomass,oil,unknown,wind,geothermal
2019-01-03 19:00:00,300.0,199.0,0.0,891.0,40.0,21.0,46.0,290.0,0.0
2019-01-03 20:00:00,304.0,199.0,0.0,843.0,40.0,19.0,46.0,237.0,0.0
2019-01-03 21:00:00,304.0,199.0,0.0,790.0,40.0,18.0,46.0,255.0,0.0
2019-01-03 22:00:00,305.0,199.0,0.0,625.0,40.0,20.0,46.0,288.0,0.0
2019-01-03 23:00:00,306.0,200.0,0.0,217.0,40.0,20.0,44.0,333.0,0.0
2019-01-04 00:00:00,307.0,199.0,0.0,187.0,40.0,19.0,44.0,374.0,0.0
2019-01-04 01:00:00,307.0,199.0,0.0,181.0,40.0,20.0,44.0,386.0,0.0
2019-01-04 02:00:00,306.0,200.0,0.0,185.0,40.0,20.0,44.0,386.0,0.0
2019-01-04 03:00:00,305.0,199.0,0.0,193.0,40.0,21.0,44.0,405.0,0.0
2019-01-04 04:00:00,302.0,199.0,0.0,227.0,40.0,27.0,44.0,385.0,0.0
2019-01-04 05:00:00,301.0,199.0,0.0,386.0,40.0,27.0,44.0,396.0,0.0
2019-01-04 06:00:00,302.0,199.0,0.0,597.0,40.0,26.0,44.0,406.0,0.0
2019-01-04 07:00:00,303.0,199.0,6.0,682.0,40.0,23.0,44.0,430.0,0.0
2019-01-04 08:00:00,302.0,199.0,14.0,716.0,40.0,21.0,44.0,440.0,0.0
2019-01-04 09:00:00,307.0,199.0,18.0,697.0,40.0,18.0,44.0,446.0,0.0
2019-01-04 10:00:00,310.0,200.0,21.0,700.0,40.0,18.0,44.0,439.0,0.0
2019-01-04 11:00:00,309.0,199.0,19.0,710.0,40.0,18.0,44.0,435.0,0.0
2019-01-04 12:00:00,310.0,200.0,14.0,691.0,40.0,18.0,44.0,418.0,0.0
2019-01-04 13:00:00,302.0,199.0,9.0,685.0,40.0,18.0,44.0,434.0,0.0
2019-01-04 14:00:00,302.0,200.0,3.0,718.0,40.0,18.0,44.0,436.0,0.0
2019-01-04 15:00:00,301.0,199.0,0.0,779.0,40.0,18.0,44.0,423.0,0.0
2019-01-04 16:00:00,294.0,199.0,0.0,829.0,40.0,20.0,44.0,419.0,0.0
2019-01-04 17:00:00,272.0,199.0,0.0,790.0,40.0,20.0,44.0,426.0,0.0
2019-01-04 18:00:00,302.0,199.0,0.0,751.0,40.0,20.0,44.0,408.0,0.0
2019-01-04 19:00:00,302.0,199.0,0.0,704.0,40.0,20.0,44.0,402.0,0.0
2019-01-04 20:00:00,302.0,199.0,0.0,695.0,40.0,19.0,44.0,365.0,0.0
2019-01-04 21:00:00,301.0,199.0,0.0,645.0,40.0,21.0,44.0,356.0,0.0
2019-01-04 22:00:00,301.0,199.0,0.0,534.0,40.0,20.0,44.0,334.0,0.0
2019-01-04 23:00:00,303.0,199.0,0.0,317.0,40.0,20.0,46.0,333.0,0.0
2019-01-05 00:00:00,303.0,199.0,0.0,170.0,40.0,20.0,46.0,384.0,0.0
2019-01-05 01:00:00,302.0,199.0,0.0,159.0,40.0,17.0,46.0,375.0,0.0
2019-01-05 02:00:00,301.0,199.0,0.0,182.0,40.0,17.0,46.0,349.0,0.0
2019-01-05 03:00:00,300.0,200.0,0.0,186.0,40.0,23.0,46.0,326.0,0.0
2019-01-05 04:00:00,302.0,199.0,0.0,185.0,40.0,24.0,46.0,298.0,0.0
2019-01-05 05:00:00,303.0,200.0,0.0,403.0,40.0,24.0,46.0,262.0,0.0
2019-01-05 06:00:00,320.0,199.0,0.0,546.0,40.0,22.0,46.0,214.0,0.0
2019-01-05 07:00:00,319.0,200.0,1.0,691.0,40.0,21.0,46.0,157.0,0.0
2019-01-05 08:00:00,319.0,200.0,3.0,737.0,40.0,21.0,46.0,124.0,0.0
2019-01-05 09:00:00,304.0,200.0,4.0,817.0,40.0,19.0,46.0,102.0,0.0
2019-01-05 10:00:00,318.0,200.0,4.0,823.0,40.0,19.0,46.0,89.0,0.0
2019-01-05 11:00:00,329.0,200.0,3.0,766.0,40.0,18.0,46.0,100.0,0.0
2019-01-05 12:00:00,338.0,199.0,2.0,771.0,40.0,18.0,46.0,111.0,0.0
2019-01-05 13:00:00,385.0,199.0,1.0,756.0,40.0,18.0,46.0,139.0,0.0
2019-01-05 14:00:00,460.0,199.0,0.0,666.0,40.0,18.0,46.0,170.0,0.0
2019-01-05 15:00:00,530.0,199.0,0.0,677.0,40.0,18.0,46.0,113.0,0.0
2019-01-05 16:00:00,529.0,200.0,0.0,751.0,40.0,18.0,46.0,99.0,0.0
2019-01-05 17:00:00,529.0,199.0,0.0,714.0,40.0,17.0,46.0,105.0,0.0
2019-01-05 18:00:00,529.0,200.0,0.0,731.0,40.0,16.0,46.0,118.0,0.0
2019-01-05 19:00:00,528.0,200.0,0.0,693.0,40.0,17.0,46.0,164.0,0.0
2019-01-05 20:00:00,528.0,199.0,0.0,687.0,40.0,18.0,46.0,168.0,0.0
2019-01-05 21:00:00,521.0,200.0,0.0,618.0,40.0,21.0,46.0,183.0,0.0
2019-01-05 22:00:00,511.0,200.0,0.0,370.0,40.0,22.0,46.0,195.0,0.0
2019-01-05 23:00:00,429.0,199.0,0.0,221.0,40.0,21.0,46.0,193.0,0.0
2019-01-06 00:00:00,429.0,198.0,0.0,248.0,40.0,21.0,46.0,155.0,0.0
2019-01-06 01:00:00,428.0,199.0,0.0,244.0,40.0,21.0,46.0,138.0,0.0
2019-01-06 02:00:00,429.0,199.0,0.0,243.0,40.0,21.0,46.0,129.0,0.0
2019-01-06 03:00:00,439.0,199.0,0.0,228.0,40.0,21.0,46.0,168.0,0.0
2019-01-06 04:00:00,438.0,199.0,0.0,209.0,40.0,24.0,46.0,204.0,0.0
2019-01-06 05:00:00,456.0,199.0,0.0,315.0,40.0,24.0,46.0,181.0,0.0
2019-01-06 06:00:00,457.0,199.0,0.0,450.0,40.0,21.0,46.0,171.0,0.0
2019-01-06 07:00:00,458.0,200.0,4.0,488.0,40.0,16.0,46.0,159.0,0.0
2019-01-06 08:00:00,458.0,200.0,8.0,542.0,40.0,17.0,46.0,173.0,0.0
2019-01-06 09:00:00,458.0,200.0,13.0,649.0,40.0,17.0,46.0,193.0,0.0
2019-01-06 10:00:00,459.0,199.0,16.0,644.0,40.0,18.0,46.0,244.0,0.0
2019-01-06 11:00:00,458.0,200.0,16.0,580.0,40.0,17.0,46.0,308.0,0.0
2019-01-06 12:00:00,458.0,199.0,13.0,416.0,40.0,17.0,46.0,372.0,0.0
2019-01-06 13:00:00,458.0,199.0,8.0,365.0,40.0,17.0,46.0,383.0,0.0
2019-01-06 14:00:00,458.0,199.0,3.0,333.0,40.0,17.0,46.0,369.0,0.0
2019-01-06 15:00:00,456.0,198.0,0.0,390.0,40.0,17.0,46.0,373.0,0.0
2019-01-06 16:00:00,442.0,199.0,0.0,498.0,40.0,18.0,46.0,344.0,0.0
2019-01-06 17:00:00,442.0,200.0,0.0,525.0,40.0,19.0,46.0,336.0,0.0
2019-01-06 18:00:00,442.0,199.0,0.0,518.0,40.0,18.0,46.0,362.0,0.0
2019-01-06 19:00:00,442.0,199.0,0.0,541.0,40.0,19.0,46.0,318.0,0.0
2019-01-06 20:00:00,441.0,200.0,0.0,575.0,40.0,18.0,46.0,273.0,0.0
2019-01-06 21:00:00,433.0,200.0,0.0,492.0,40.0,20.0,46.0,309.0,0.0
2019-01-06 22:00:00,432.0,200.0,0.0,218.0,40.0,20.0,46.0,351.0,0.0
2019-01-06 23:00:00,432.0,199.0,0.0,198.0,40.0,20.0,46.0,305.0,0.0
2019-01-07 00:00:00,433.0,198.0,0.0,176.0,40.0,19.0,46.0,306.0,0.0
2019-01-07 01:00:00,433.0,152.0,0.0,179.0,40.0,19.0,46.0,353.0,0.0
2019-01-07 02:00:00,433.0,146.0,0.0,190.0,40.0,19.0,46.0,370.0,0.0
2019-01-07 03:00:00,433.0,146.0,0.0,219.0,40.0,22.0,46.0,323.0,0.0
2019-01-07 04:00:00,442.0,146.0,0.0,208.0,40.0,27.0,46.0,324.0,0.0
2019-01-07 05:00:00,487.0,159.0,0.0,425.0,40.0,27.0,46.0,333.0,0.0
2019-01-07 06:00:00,528.0,198.0,0.0,609.0,40.0,25.0,46.0,356.0,0.0
2019-01-07 07:00:00,527.0,200.0,4.0,687.0,40.0,25.0,46.0,354.0,0.0
2019-01-07 08:00:00,528.0,198.0,9.0,763.0,40.0,22.0,46.0,345.0,0.0
2019-01-07 09:00:00,528.0,199.0,14.0,783.0,40.0,20.0,46.0,316.0,0.0
2019-01-07 10:00:00,528.0,201.0,17.0,821.0,40.0,18.0,46.0,297.0,0.0
2019-01-07 11:00:00,529.0,199.0,16.0,847.0,40.0,18.0,46.0,279.0,0.0
2019-01-07 12:00:00,529.0,199.0,13.0,755.0,40.0,19.0,46.0,313.0,0.0
2019-01-07 13:00:00,529.0,200.0,8.0,701.0,40.0,19.0,46.0,341.0,0.0
2019-01-07 14:00:00,530.0,200.0,3.0,696.0,40.0,19.0,46.0,320.0,0.0
2019-01-07 15:00:00,529.0,200.0,0.0,813.0,40.0,21.0,46.0,295.0,0.0
2019-01-07 16:00:00,530.0,200.0,0.0,835.0,40.0,23.0,46.0,258.0,0.0
2019-01-07 17:00:00,530.0,199.0,0.0,841.0,40.0,23.0,46.0,243.0,0.0
2019-01-07 18:00:00,530.0,200.0,0.0,848.0,40.0,24.0,46.0,235.0,0.0
2019-01-07 19:00:00,530.0,200.0,0.0,827.0,40.0,24.0,46.0,200.0,0.0
2019-01-07 20:00:00,530.0,199.0,0.0,740.0,40.0,22.0,46.0,194.0,0.0
2019-01-07 21:00:00,504.0,200.0,0.0,664.0,40.0,18.0,46.0,158.0,0.0
2019-01-07 22:00:00,459.0,200.0,0.0,551.0,40.0,20.0,46.0,165.0,0.0
2019-01-07 23:00:00,441.0,199.0,0.0,225.0,40.0,19.0,44.0,151.0,0.0
2019-01-08 00:00:00,439.0,200.0,0.0,217.0,40.0,19.0,44.0,127.0,0.0
2019-01-08 01:00:00,439.0,200.0,0.0,213.0,40.0,20.0,44.0,112.0,0.0
2019-01-08 02:00:00,439.0,200.0,0.0,223.0,40.0,19.0,44.0,65.0,0.0
2019-01-08 03:00:00,439.0,199.0,0.0,258.0,40.0,21.0,44.0,32.0,0.0
2019-01-08 04:00:00,442.0,200.0,0.0,250.0,40.0,27.0,44.0,29.0,0.0
2019-01-08 05:00:00,488.0,201.0,0.0,472.0,40.0,26.0,44.0,19.0,0.0
2019-01-08 06:00:00,529.0,200.0,0.0,726.0,40.0,25.0,44.0,19.0,0.0
2019-01-08 07:00:00,528.0,199.0,2.0,738.0,40.0,24.0,44.0,23.0,0.0
2019-01-08 08:00:00,529.0,200.0,4.0,749.0,40.0,22.0,44.0,17.0,0.0
2019-01-08 09:00:00,529.0,200.0,5.0,774.0,40.0,20.0,44.0,16.0,0.0
2019-01-08 10:00:00,529.0,200.0,5.0,799.0,40.0,18.0,44.0,32.0,0.0
2019-01-08 11:00:00,529.0,198.0,5.0,842.0,40.0,18.0,44.0,57.0,0.0
2019-01-08 12:00:00,529.0,200.0,4.0,841.0,40.0,18.0,44.0,92.0,0.0
2019-01-08 13:00:00,530.0,199.0,3.0,869.0,40.0,18.0,44.0,128.0,0.0
2019-01-08 14:00:00,530.0,200.0,1.0,848.0,40.0,18.0,44.0,163.0,0.0
2019-01-08 15:00:00,530.0,200.0,0.0,941.0,40.0,19.0,44.0,188.0,0.0
2019-01-08 16:00:00,530.0,200.0,0.0,857.0,40.0,19.0,44.0,198.0,0.0
2019-01-08 17:00:00,531.0,200.0,0.0,856.0,40.0,19.0,44.0,227.0,0.0
2019-01-08 18:00:00,531.0,199.0,0.0,840.0,40.0,19.0,44.0,228.0,0.0
2019-01-08 19:00:00,531.0,199.0,0.0,786.0,40.0,19.0,44.0,243.0,0.0
2019-01-08 20:00:00,531.0,198.0,0.0,774.0,40.0,19.0,44.0,263.0,0.0
2019-01-08 21:00:00,530.0,199.0,0.0,578.0,40.0,21.0,44.0,263.0,0.0
2019-01-08 22:00:00,483.0,199.0,0.0,413.0,40.0,20.0,44.0,274.0,0.0
2019-01-08 23:00:00,436.0,198.0,0.0,195.0,40.0,20.0,44.0,312.0,0.0
2019-01-09 00:00:00,435.0,197.0,0.0,168.0,40.0,20.0,44.0,288.0,0.0
2019-01-09 01:00:00,435.0,197.0,0.0,142.0,40.0,17.0,44.0,268.0,0.0
2019-01-09 02:00:00,436.0,198.0,0.0,170.0,40.0,17.0,44.0,207.0,0.0
2019-01-09 03:00:00,436.0,198.0,0.0,181.0,40.0,21.0,44.0,163.0,0.0
2019-01-09 04:00:00,439.0,198.0,0.0,225.0,40.0,22.0,44.0,107.0,0.0
2019-01-09 05:00:00,485.0,199.0,0.0,482.0,40.0,22.0,44.0,102.0,0.0
2019-01-09 06:00:00,528.0,198.0,0.0,741.0,40.0,22.0,44.0,109.0,0.0
2019-01-09 07:00:00,529.0,198.0,3.0,788.0,40.0,20.0,44.0,113.0,0.0
2019-01-09 08:00:00,530.0,200.0,7.0,762.0,40.0,18.0,44.0,134.0,0.0
2019-01-09 09:00:00,530.0,199.0,12.0,753.0,40.0,18.0,44.0,134.0,0.0
2019-01-09 10:00:00,530.0,198.0,15.0,781.0,40.0,19.0,44.0,107.0,0.0
2019-01-09 11:00:00,529.0,198.0,15.0,822.0,40.0,20.0,44.0,94.0,0.0
2019-01-09 12:00:00,528.0,198.0,14.0,789.0,40.0,18.0,44.0,99.0,0.0
2019-01-09 13:00:00,529.0,199.0,10.0,823.0,40.0,18.0,44.0,116.0,0.0
2019-01-09 14:00:00,529.0,200.0,4.0,812.0,40.0,17.0,44.0,192.0,0.0
2019-01-09 15:00:00,529.0,200.0,0.0,783.0,40.0,17.0,44.0,273.0,0.0
2019-01-09 16:00:00,530.0,199.0,0.0,823.0,40.0,18.0,44.0,311.0,0.0
2019-01-09 17:00:00,530.0,200.0,0.0,798.0,40.0,18.0,44.0,321.0,0.0
2019-01-09 18:00:00,531.0,200.0,0.0,787.0,40.0,18.0,44.0,328.0,0.0
2019-01-09 19:00:00,531.0,200.0,0.0,671.0,40.0,18.0,44.0,330.0,0.0
2019-01-09 20:00:00,531.0,200.0,0.0,637.0,40.0,17.0,44.0,343.0,0.0
2019-01-09 21:00:00,526.0,199.0,0.0,512.0,40.0,20.0,44.0,388.0,0.0
2019-01-09 22:00:00,477.0,200.0,0.0,345.0,40.0,21.0,44.0,386.0,0.0
2019-01-09 23:00:00,432.0,201.0,0.0,221.0,40.0,20.0,44.0,376.0,0.0
2019-01-10 00:00:00,432.0,200.0,0.0,187.0,40.0,21.0,44.0,390.0,0.0
2019-01-10 01:00:00,434.0,200.0,0.0,187.0,40.0,21.0,44.0,405.0,0.0
2019-01-10 02:00:00,433.0,199.0,0.0,170.0,40.0,20.0,44.0,411.0,0.0
2019-01-10 03:00:00,431.0,199.0,0.0,164.0,40.0,22.0,44.0,415.0,0.0
2019-01-10 04:00:00,439.0,198.0,0.0,167.0,40.0,27.0,44.0,427.0,0.0
2019-01-10 05:00:00,488.0,198.0,0.0,422.0,40.0,26.0,44.0,422.0,0.0
2019-01-10 06:00:00,530.0,199.0,0.0,647.0,40.0,24.0,44.0,432.0,0.0
2019-01-10 07:00:00,531.0,199.0,2.0,646.0,40.0,22.0,44.0,440.0,0.0
2019-01-10 08:00:00,531.0,200.0,5.0,689.0,40.0,22.0,44.0,445.0,0.0
2019-01-10 09:00:00,534.0,199.0,7.0,684.0,40.0,21.0,44.0,440.0,0.0
2019-01-10 10:00:00,490.0,196.0,9.0,705.0,40.0,20.0,44.0,418.0,0.0
2019-01-10 11:00:00,447.0,196.0,8.0,744.0,40.0,19.0,44.0,409.0,0.0
2019-01-10 12:00:00,449.0,198.0,7.0,721.0,40.0,18.0,44.0,432.0,0.0
2019-01-10 13:00:00,449.0,198.0,4.0,821.0,40.0,17.0,44.0,431.0,0.0
2019-01-10 14:00:00,449.0,198.0,2.0,864.0,40.0,17.0,44.0,433.0,0.0
2019-01-10 15:00:00,449.0,199.0,0.0,917.0,40.0,19.0,44.0,430.0,0.0
2019-01-10 16:00:00,449.0,199.0,0.0,951.0,40.0,20.0,44.0,413.0,0.0
2019-01-10 17:00:00,457.0,201.0,0.0,954.0,40.0,19.0,44.0,413.0,0.0
2019-01-10 18:00:00,508.0,200.0,0.0,892.0,40.0,17.0,44.0,395.0,0.0
2019-01-10 19:00:00,531.0,199.0,0.0,757.0,40.0,17.0,44.0,386.0,0.0
2019-01-10 20:00:00,532.0,199.0,0.0,630.0,40.0,19.0,44.0,390.0,0.0
2019-01-10 21:00:00,517.0,199.0,0.0,572.0,40.0,21.0,44.0,373.0,0.0
2019-01-10 22:00:00,448.0,199.0,0.0,369.0,40.0,20.0,44.0,392.0,0.0
2019-01-10 23:00:00,430.0,199.0,0.0,214.0,40.0,20.0,44.0,381.0,0.0
2019-01-11 00:00:00,430.0,198.0,0.0,226.0,40.0,20.0,44.0,364.0,0.0
2019-01-11 01:00:00,429.0,152.0,0.0,200.0,40.0,18.0,44.0,385.0,0.0
2019-01-11 02:00:00,429.0,153.0,0.0,189.0,40.0,19.0,44.0,390.0,0.0
2019-01-11 03:00:00,433.0,152.0,0.0,197.0,40.0,21.0,44.0,388.0,0.0
2019-01-11 04:00:00,439.0,152.0,0.0,197.0,40.0,24.0,44.0,396.0,0.0
2019-01-11 05:00:00,489.0,159.0,0.0,329.0,40.0,23.0,44.0,406.0,0.0
2019-01-11 06:00:00,531.0,197.0,0.0,518.0,40.0,21.0,44.0,392.0,0.0
2019-01-11 07:00:00,530.0,199.0,6.0,651.0,40.0,19.0,44.0,413.0,0.0
2019-01-11 08:00:00,530.0,199.0,13.0,651.0,40.0,18.0,44.0,415.0,0.0
2019-01-11 09:00:00,529.0,199.0,19.0,637.0,40.0,18.0,44.0,412.0,0.0
2019-01-11 10:00:00,448.0,199.0,22.0,704.0,40.0,17.0,44.0,399.0,0.0
2019-01-11 11:00:00,457.0,198.0,20.0,706.0,40.0,18.0,44.0,376.0,0.0
2019-01-11 12:00:00,518.0,199.0,16.0,677.0,40.0,18.0,44.0,358.0,0.0
2019-01-11 13:00:00,522.0,197.0,11.0,643.0,40.0,17.0,44.0,339.0,0.0
2019-01-11 14:00:00,530.0,199.0,4.0,629.0,40.0,17.0,44.0,340.0,0.0
2019-01-11 15:00:00,528.0,199.0,0.0,734.0,40.0,18.0,44.0,337.0,0.0
2019-01-11 16:00:00,523.0,199.0,0.0,799.0,40.0,20.0,44.0,304.0,0.0
2019-01-11 17:00:00,530.0,200.0,0.0,804.0,40.0,20.0,44.0,280.0,0.0
2019-01-11 18:00:00,531.0,200.0,0.0,794.0,40.0,20.0,44.0,261.0,0.0
2019-01-11 19:00:00,530.0,198.0,0.0,760.0,40.0,22.0,44.0,235.0,0.0
2019-01-11 20:00:00,531.0,199.0,0.0,667.0,40.0,20.0,44.0,233.0,0.0
2019-01-11 21:00:00,529.0,200.0,0.0,533.0,40.0,19.0,44.0,249.0,0.0
2019-01-11 22:00:00,488.0,200.0,0.0,356.0,40.0,20.0,44.0,238.0,0.0
2019-01-11 23:00:00,460.0,201.0,0.0,268.0,40.0,20.0,44.0,215.0,0.0
2019-01-12 00:00:00,459.0,201.0,0.0,196.0,40.0,20.0,44.0,221.0,0.0
2019-01-12 01:00:00,456.0,199.0,0.0,205.0,40.0,20.0,44.0,223.0,0.0
2019-01-12 02:00:00,456.0,199.0,0.0,202.0,40.0,20.0,44.0,217.0,0.0
2019-01-12 03:00:00,456.0,200.0,0.0,201.0,40.0,21.0,44.0,220.0,0.0
2019-01-12 04:00:00,459.0,199.0,0.0,204.0,40.0,26.0,44.0,240.0,0.0
2019-01-12 05:00:00,489.0,198.0,0.0,273.0,40.0,25.0,44.0,254.0,0.0
2019-01-12 06:00:00,530.0,199.0,0.0,392.0,40.0,22.0,44.0,284.0,0.0
2019-01-12 07:00:00,530.0,200.0,2.0,420.0,40.0,20.0,44.0,270.0,0.0
2019-01-12 08:00:00,531.0,198.0,7.0,440.0,40.0,19.0,44.0,288.0,0.0
2019-01-12 09:00:00,532.0,198.0,11.0,460.0,40.0,18.0,44.0,236.0,0.0
2019-01-12 10:00:00,532.0,198.0,13.0,475.0,40.0,17.0,44.0,199.0,0.0
2019-01-12 11:00:00,532.0,198.0,12.0,434.0,40.0,17.0,44.0,209.0,0.0
2019-01-12 12:00:00,531.0,198.0,11.0,396.0,40.0,17.0,44.0,219.0,0.0
2019-01-12 13:00:00,531.0,199.0,8.0,411.0,40.0,17.0,44.0,205.0,0.0
2019-01-12 14:00:00,531.0,199.0,3.0,383.0,40.0,17.0,44.0,193.0,0.0
2019-01-12 15:00:00,530.0,199.0,0.0,384.0,40.0,17.0,44.0,188.0,0.0
2019-01-12 16:00:00,531.0,199.0,0.0,422.0,40.0,17.0,44.0,179.0,0.0
2019-01-12 17:00:00,531.0,199.0,0.0,394.0,40.0,17.0,44.0,175.0,0.0
2019-01-12 18:00:00,530.0,199.0,0.0,425.0,40.0,17.0,44.0,140.0,0.0
2019-01-12 19:00:00,530.0,199.0,0.0,436.0,40.0,17.0,44.0,114.0,0.0
