,UTC time,carbon_intensity,coal,solar,wind,nuclear,other,nat_gas,hydro
61,2019-01-03 13:00:00,402.33,11404.0,0.0,3744.0,3915.0,20.0,27151.0,306.0
62,2019-01-03 14:00:00,400.53,11503.0,1.0,3914.0,3915.0,16.0,28761.0,308.0
63,2019-01-03 15:00:00,397.03,11493.0,287.0,4040.0,3916.0,12.0,28814.0,308.0
64,2019-01-03 16:00:00,392.68,11328.0,957.0,3757.0,3916.0,12.0,28793.0,309.0
65,2019-01-03 17:00:00,382.25,10924.0,1106.0,4586.0,3915.0,15.0,28525.0,282.0
66,2019-01-03 18:00:00,372.3,10452.0,1126.0,5425.0,3916.0,13.0,27574.0,254.0
67,2019-01-03 19:00:00,360.84,9800.0,1104.0,6259.0,3915.0,12.0,26452.0,241.0
68,2019-01-03 20:00:00,349.25,9085.0,1092.0,6977.0,3916.0,12.0,25316.0,212.0
69,2019-01-03 21:00:00,331.96,8233.0,1128.0,8084.0,3915.0,14.0,23932.0,242.0
70,2019-01-03 22:00:00,333.03,7945.0,1121.0,7580.0,3915.0,18.0,23950.0,242.0
71,2019-01-03 23:00:00,355.08,8714.0,842.0,6009.0,3916.0,19.0,25266.0,243.0
72,2019-01-04 00:00:00,379.44,9575.0,167.0,4548.0,3916.0,20.0,28129.0,283.0
73,2019-01-04 01:00:00,392.2,10621.0,0.0,4118.0,3915.0,17.0,29662.0,256.0
74,2019-01-04 02:00:00,385.91,10839.0,0.0,5165.0,3915.0,19.0,28610.0,257.0
75,2019-01-04 03:00:00,381.35,10908.0,0.0,5835.0,3915.0,18.0,27991.0,257.0
76,2019-01-04 04:00:00,383.12,10969.0,0.0,5742.0,3916.0,20.0,27048.0,216.0
77,2019-01-04 05:00:00,384.72,10684.0,0.0,5275.0,3916.0,17.0,26014.0,244.0
78,2019-01-04 06:00:00,371.62,9854.0,0.0,6039.0,3919.0,16.0,24261.0,243.0
79,2019-01-04 07:00:00,345.08,8425.0,0.0,7605.0,3922.0,16.0,22916.0,269.0
80,2019-01-04 08:00:00,323.19,7328.0,0.0,8968.0,3920.0,16.0,22197.0,244.0
81,2019-01-04 09:00:00,309.78,6809.0,0.0,9935.0,3916.0,17.0,21524.0,243.0
82,2019-01-04 10:00:00,302.51,6665.0,0.0,10675.0,3916.0,17.0,21244.0,244.0
83,2019-01-04 11:00:00,301.98,6615.0,0.0,10854.0,3916.0,17.0,22046.0,244.0
84,2019-01-04 12:00:00,316.37,7210.0,0.0,10122.0,3916.0,17.0,24531.0,244.0
85,2019-01-04 13:00:00,338.13,8642.0,0.0,9085.0,3916.0,17.0,26676.0,307.0
86,2019-01-04 14:00:00,359.54,9932.0,2.0,7670.0,3916.0,18.0,28374.0,310.0
87,2019-01-04 15:00:00,364.17,10103.0,356.0,6852.0,3917.0,18.0,27690.0,310.0
88,2019-01-04 16:00:00,382.13,10168.0,1120.0,3833.0,3916.0,18.0,27801.0,312.0
89,2019-01-04 17:00:00,405.88,10623.0,1241.0,1429.0,3917.0,19.0,27639.0,246.0
90,2019-01-04 18:00:00,406.68,10202.0,1237.0,1090.0,3917.0,17.0,26429.0,243.0
91,2019-01-04 19:00:00,395.06,8873.0,1217.0,1204.0,3917.0,17.0,25566.0,245.0
92,2019-01-04 20:00:00,384.69,7894.0,1221.0,1393.0,3917.0,18.0,24472.0,245.0
93,2019-01-04 21:00:00,377.28,7456.0,1236.0,1724.0,3917.0,17.0,23362.0,245.0
94,2019-01-04 22:00:00,375.55,7208.0,1200.0,1724.0,3914.0,20.0,22737.0,215.0
95,2019-01-04 23:00:00,383.23,7312.0,918.0,1326.0,3911.0,18.0,23122.0,245.0
96,2019-01-05 00:00:00,397.66,8050.0,189.0,1259.0,3911.0,20.0,24421.0,286.0
97,2019-01-05 01:00:00,404.3,9248.0,0.0,1817.0,3911.0,17.0,25095.0,286.0
98,2019-01-05 02:00:00,390.53,8899.0,0.0,2967.0,3910.0,17.0,24801.0,246.0
99,2019-01-05 03:00:00,381.81,8606.0,0.0,3613.0,3911.0,18.0,24663.0,247.0
100,2019-01-05 04:00:00,373.37,8287.0,0.0,4217.0,3911.0,20.0,24217.0,246.0
101,2019-01-05 05:00:00,367.58,7919.0,0.0,4462.0,3910.0,16.0,23445.0,246.0
102,2019-01-05 06:00:00,363.86,7622.0,0.0,4530.0,3911.0,16.0,22495.0,246.0
103,2019-01-05 07:00:00,359.74,7183.0,0.0,4450.0,3910.0,16.0,22048.0,270.0
104,2019-01-05 08:00:00,355.27,7174.0,0.0,4918.0,3910.0,18.0,21480.0,246.0
105,2019-01-05 09:00:00,351.44,7131.0,0.0,5263.0,3910.0,21.0,21138.0,247.0
106,2019-01-05 10:00:00,352.16,7258.0,0.0,5348.0,3911.0,20.0,21475.0,247.0
107,2019-01-05 11:00:00,360.65,7662.0,0.0,4919.0,3911.0,17.0,22472.0,247.0
108,2019-01-05 12:00:00,380.58,8857.0,0.0,4024.0,3911.0,17.0,23610.0,247.0
109,2019-01-05 13:00:00,392.74,10003.0,0.0,3751.0,3911.0,18.0,24653.0,273.0
110,2019-01-05 14:00:00,393.37,10401.0,2.0,4001.0,3911.0,19.0,25510.0,273.0
111,2019-01-05 15:00:00,391.27,10437.0,312.0,3986.0,3911.0,16.0,25050.0,272.0
112,2019-01-05 16:00:00,388.14,10136.0,1080.0,3371.0,3911.0,16.0,23196.0,273.0
113,2019-01-05 17:00:00,390.15,9488.0,1133.0,2553.0,3911.0,19.0,22393.0,250.0
114,2019-01-05 18:00:00,381.81,8788.0,1107.0,2804.0,3911.0,19.0,20847.0,247.0
115,2019-01-05 19:00:00,370.1,8854.0,1100.0,4074.0,3911.0,17.0,17939.0,247.0
116,2019-01-05 20:00:00,348.53,8161.0,1104.0,5382.0,3911.0,18.0,16204.0,248.0
117,2019-01-05 21:00:00,329.81,7357.0,1116.0,6217.0,3911.0,19.0,15435.0,247.0
118,2019-01-05 22:00:00,316.82,6870.0,1063.0,6905.0,3911.0,18.0,14901.0,247.0
119,2019-01-05 23:00:00,316.87,6821.0,779.0,7125.0,3911.0,16.0,14978.0,248.0
120,2019-01-06 00:00:00,325.06,7484.0,132.0,7842.0,3911.0,19.0,15212.0,247.0
121,2019-01-06 01:00:00,288.16,6962.0,0.0,11310.0,3911.0,16.0,14274.0,248.0
122,2019-01-06 02:00:00,249.61,6198.0,0.0,14340.0,3911.0,15.0,12041.0,249.0
123,2019-01-06 03:00:00,229.23,5785.0,0.0,15763.0,3911.0,16.0,10591.0,249.0
124,2019-01-06 04:00:00,226.28,5862.0,0.0,16005.0,3911.0,18.0,9935.0,249.0
125,2019-01-06 05:00:00,227.62,6050.0,0.0,15767.0,3911.0,17.0,9196.0,250.0
126,2019-01-06 06:00:00,224.98,6021.0,0.0,15669.0,3911.0,17.0,8509.0,249.0
127,2019-01-06 07:00:00,222.97,5835.0,0.0,15335.0,3911.0,17.0,8249.0,274.0
128,2019-01-06 08:00:00,221.45,5613.0,0.0,14913.0,3910.0,17.0,8048.0,253.0
129,2019-01-06 09:00:00,219.4,5515.0,0.0,14914.0,3910.0,16.0,7951.0,249.0
130,2019-01-06 10:00:00,219.69,5559.0,0.0,15031.0,3910.0,17.0,8026.0,249.0
131,2019-01-06 11:00:00,220.19,5633.0,0.0,15258.0,3910.0,17.0,8201.0,249.0
132,2019-01-06 12:00:00,225.72,5841.0,0.0,15324.0,3910.0,19.0,8805.0,249.0
133,2019-01-06 13:00:00,227.49,6117.0,0.0,15967.0,3911.0,12.0,9283.0,275.0
134,2019-01-06 14:00:00,227.8,6276.0,1.0,16529.0,3910.0,17.0,9654.0,274.0
135,2019-01-06 15:00:00,237.1,6588.0,101.0,16051.0,3910.0,17.0,10318.0,275.0
136,2019-01-06 16:00:00,248.52,6993.0,439.0,14886.0,3910.0,20.0,10414.0,274.0
137,2019-01-06 17:00:00,235.6,6365.0,640.0,15005.0,3910.0,17.0,9837.0,249.0
138,2019-01-06 18:00:00,212.29,5554.0,500.0,16259.0,3910.0,19.0,8824.0,249.0
139,2019-01-06 19:00:00,205.87,5235.0,429.0,16365.0,3911.0,18.0,8566.0,248.0
140,2019-01-06 20:00:00,207.64,5185.0,407.0,16010.0,3910.0,18.0,8632.0,248.0
141,2019-01-06 21:00:00,208.17,5139.0,359.0,15800.0,3910.0,17.0,8572.0,248.0
142,2019-01-06 22:00:00,211.15,5143.0,339.0,15502.0,3910.0,16.0,8779.0,249.0
143,2019-01-06 23:00:00,211.03,5202.0,213.0,15807.0,3910.0,10.0,8800.0,248.0
144,2019-01-07 00:00:00,217.71,5687.0,35.0,16301.0,3910.0,9.0,9025.0,248.0
145,2019-01-07 01:00:00,228.85,6353.0,0.0,16708.0,3911.0,17.0,9884.0,248.0
146,2019-01-07 02:00:00,230.14,6601.0,0.0,16820.0,3910.0,16.0,9473.0,248.0
147,2019-01-07 03:00:00,220.84,6154.0,0.0,17075.0,3910.0,15.0,9157.0,248.0
148,2019-01-07 04:00:00,214.79,5738.0,0.0,16704.0,3910.0,16.0,8675.0,247.0
149,2019-01-07 05:00:00,210.33,5246.0,0.0,15800.0,3910.0,15.0,8197.0,248.0
150,2019-01-07 06:00:00,203.95,4934.0,0.0,15100.0,3910.0,15.0,7098.0,248.0
151,2019-01-07 07:00:00,204.76,4821.0,0.0,14289.0,3910.0,10.0,6670.0,274.0
152,2019-01-07 08:00:00,208.98,4752.0,0.0,13440.0,3910.0,10.0,6556.0,249.0
153,2019-01-07 09:00:00,213.3,4756.0,0.0,12882.0,3910.0,9.0,6581.0,248.0
154,2019-01-07 10:00:00,212.51,4741.0,0.0,12935.0,3910.0,11.0,6558.0,248.0
155,2019-01-07 11:00:00,215.15,4773.0,0.0,13097.0,3910.0,20.0,7135.0,249.0
156,2019-01-07 12:00:00,231.75,4899.0,0.0,12621.0,3911.0,21.0,9359.0,249.0
157,2019-01-07 13:00:00,262.31,5776.0,0.0,11808.0,3911.0,18.0,12210.0,274.0
158,2019-01-07 14:00:00,276.22,6637.0,0.0,11859.0,3910.0,20.0,12956.0,275.0
159,2019-01-07 15:00:00,280.59,6558.0,198.0,11249.0,3892.0,17.0,13781.0,275.0
160,2019-01-07 16:00:00,299.63,7005.0,891.0,9289.0,3903.0,20.0,15229.0,275.0
161,2019-01-07 17:00:00,321.92,7833.0,1071.0,7898.0,3909.0,20.0,16349.0,239.0
162,2019-01-07 18:00:00,340.93,8560.0,1052.0,6737.0,3910.0,23.0,16965.0,285.0
163,2019-01-07 19:00:00,346.3,8961.0,1033.0,6621.0,3910.0,20.0,16619.0,292.0
164,2019-01-07 20:00:00,337.56,8747.0,966.0,7357.0,3913.0,21.0,16290.0,291.0
165,2019-01-07 21:00:00,331.74,8449.0,989.0,7588.0,3915.0,20.0,16140.0,291.0
166,2019-01-07 22:00:00,337.25,8554.0,1075.0,7041.0,3915.0,19.0,16331.0,291.0
167,2019-01-07 23:00:00,344.54,8716.0,852.0,6690.0,3915.0,19.0,16570.0,290.0
168,2019-01-08 00:00:00,357.58,9620.0,179.0,7035.0,3915.0,18.0,16777.0,291.0
169,2019-01-08 01:00:00,353.23,10168.0,0.0,8318.0,3915.0,19.0,16957.0,293.0
170,2019-01-08 02:00:00,338.48,9555.0,0.0,9234.0,3914.0,17.0,16429.0,293.0
171,2019-01-08 03:00:00,322.55,8871.0,0.0,10085.0,3914.0,16.0,15275.0,292.0
172,2019-01-08 04:00:00,300.44,7727.0,0.0,10914.0,3915.0,16.0,14198.0,292.0
173,2019-01-08 05:00:00,271.65,6260.0,0.0,11654.0,3915.0,16.0,12680.0,293.0
174,2019-01-08 06:00:00,263.09,5538.0,0.0,10971.0,3915.0,16.0,11563.0,292.0
175,2019-01-08 07:00:00,266.31,5285.0,0.0,9958.0,3915.0,19.0,11152.0,288.0
176,2019-01-08 08:00:00,281.47,5530.0,0.0,8786.0,3915.0,19.0,11226.0,251.0
177,2019-01-08 09:00:00,301.49,6083.0,0.0,7701.0,3915.0,16.0,11437.0,249.0
178,2019-01-08 10:00:00,304.31,6114.0,0.0,7499.0,3915.0,17.0,11546.0,249.0
179,2019-01-08 11:00:00,300.92,5990.0,0.0,7778.0,3915.0,17.0,12150.0,250.0
180,2019-01-08 12:00:00,306.55,6757.0,0.0,8563.0,3915.0,18.0,13129.0,250.0
181,2019-01-08 13:00:00,330.16,8191.0,0.0,8405.0,3914.0,17.0,15598.0,240.0
182,2019-01-08 14:00:00,348.2,9397.0,2.0,8000.0,3915.0,17.0,16499.0,240.0
183,2019-01-08 15:00:00,332.72,8687.0,130.0,8714.0,3915.0,16.0,16045.0,206.0
184,2019-01-08 16:00:00,317.58,7953.0,339.0,9272.0,3914.0,17.0,15979.0,205.0
185,2019-01-08 17:00:00,299.21,7539.0,514.0,10631.0,3915.0,17.0,15269.0,179.0
186,2019-01-08 18:00:00,294.22,7734.0,733.0,11104.0,3914.0,18.0,14248.0,179.0
187,2019-01-08 19:00:00,298.5,7775.0,853.0,10544.0,3914.0,18.0,14567.0,215.0
188,2019-01-08 20:00:00,309.07,8057.0,959.0,9652.0,3914.0,18.0,15065.0,215.0
189,2019-01-08 21:00:00,317.92,8242.0,1006.0,8865.0,3914.0,17.0,15417.0,215.0
190,2019-01-08 22:00:00,318.9,8206.0,835.0,8855.0,3913.0,18.0,15312.0,215.0
191,2019-01-08 23:00:00,329.06,8192.0,595.0,8032.0,3913.0,17.0,16182.0,214.0
192,2019-01-09 00:00:00,350.93,8836.0,65.0,7126.0,3913.0,15.0,17939.0,180.0
193,2019-01-09 01:00:00,351.64,9642.0,0.0,8055.0,3913.0,16.0,18083.0,184.0
194,2019-01-09 02:00:00,336.27,9018.0,0.0,9075.0,3913.0,17.0,17894.0,183.0
195,2019-01-09 03:00:00,328.47,8471.0,0.0,9258.0,3913.0,16.0,17496.0,182.0
196,2019-01-09 04:00:00,327.73,8071.0,0.0,8741.0,3912.0,16.0,16883.0,182.0
197,2019-01-09 05:00:00,322.04,7370.0,0.0,8293.0,3912.0,15.0,15799.0,182.0
198,2019-01-09 06:00:00,321.04,6766.0,0.0,7415.0,3912.0,16.0,14723.0,182.0
199,2019-01-09 07:00:00,309.63,6309.0,0.0,7772.0,3912.0,16.0,13725.0,182.0
200,2019-01-09 08:00:00,304.52,5966.0,0.0,7719.0,3912.0,18.0,13363.0,182.0
201,2019-01-09 09:00:00,305.92,5946.0,0.0,7553.0,3912.0,16.0,13447.0,191.0
202,2019-01-09 10:00:00,315.41,6188.0,0.0,7051.0,3912.0,18.0,13956.0,190.0
203,2019-01-09 11:00:00,333.3,6722.0,0.0,6224.0,3912.0,16.0,15208.0,156.0
204,2019-01-09 12:00:00,355.57,7543.0,0.0,5250.0,3913.0,20.0,17919.0,156.0
205,2019-01-09 13:00:00,382.71,9341.0,0.0,4367.0,3913.0,18.0,21199.0,234.0
206,2019-01-09 14:00:00,388.98,10088.0,1.0,4374.0,3913.0,16.0,22154.0,261.0
207,2019-01-09 15:00:00,390.25,9952.0,81.0,4036.0,3912.0,18.0,22073.0,263.0
208,2019-01-09 16:00:00,390.22,9891.0,269.0,3794.0,3912.0,15.0,22041.0,263.0
209,2019-01-09 17:00:00,385.59,9854.0,434.0,4107.0,3913.0,16.0,21256.0,263.0
210,2019-01-09 18:00:00,371.51,8840.0,543.0,4448.0,3913.0,16.0,21046.0,263.0
211,2019-01-09 19:00:00,371.21,8442.0,622.0,3987.0,3912.0,15.0,20953.0,261.0
212,2019-01-09 20:00:00,370.12,8166.0,698.0,3786.0,3913.0,16.0,20722.0,207.0
213,2019-01-09 21:00:00,366.43,7883.0,596.0,4010.0,3913.0,17.0,20422.0,156.0
214,2019-01-09 22:00:00,359.27,7516.0,462.0,4444.0,3906.0,16.0,20126.0,182.0
215,2019-01-09 23:00:00,363.47,7622.0,197.0,4376.0,3904.0,16.0,20614.0,218.0
216,2019-01-10 00:00:00,376.99,8514.0,45.0,4093.0,3904.0,17.0,21445.0,219.0
217,2019-01-10 01:00:00,387.53,9863.0,0.0,4356.0,3904.0,17.0,22351.0,217.0
218,2019-01-10 02:00:00,380.93,9822.0,0.0,4998.0,3904.0,17.0,22207.0,243.0
219,2019-01-10 03:00:00,376.48,9650.0,0.0,5365.0,3904.0,17.0,21933.0,193.0
220,2019-01-10 04:00:00,368.74,9324.0,0.0,5879.0,3904.0,16.0,20854.0,191.0
221,2019-01-10 05:00:00,361.34,8788.0,0.0,6093.0,3912.0,15.0,19054.0,156.0
222,2019-01-10 06:00:00,340.34,7520.0,0.0,6757.0,3912.0,16.0,17678.0,155.0
223,2019-01-10 07:00:00,337.86,7179.0,0.0,6524.0,3913.0,15.0,16953.0,156.0
224,2019-01-10 08:00:00,332.53,7018.0,0.0,6794.0,3913.0,17.0,16231.0,156.0
225,2019-01-10 09:00:00,333.57,6971.0,0.0,6625.0,3913.0,15.0,16231.0,157.0
226,2019-01-10 10:00:00,331.31,6997.0,0.0,6865.0,3913.0,14.0,16233.0,182.0
227,2019-01-10 11:00:00,320.98,6931.0,0.0,7917.0,3914.0,14.0,16341.0,156.0
228,2019-01-10 12:00:00,321.15,7138.0,0.0,8469.0,3913.0,15.0,18230.0,157.0
229,2019-01-10 13:00:00,337.84,8725.0,0.0,8711.0,3913.0,17.0,20421.0,234.0
230,2019-01-10 14:00:00,346.72,9649.0,0.0,8764.0,3912.0,14.0,20837.0,234.0
231,2019-01-10 15:00:00,333.9,8970.0,110.0,9340.0,3912.0,14.0,20045.0,262.0
232,2019-01-10 16:00:00,325.62,8599.0,610.0,9338.0,3913.0,15.0,19367.0,261.0
233,2019-01-10 17:00:00,310.32,8162.0,861.0,10280.0,3914.0,17.0,18067.0,261.0
234,2019-01-10 18:00:00,303.77,7785.0,943.0,10431.0,3914.0,17.0,17462.0,226.0
235,2019-01-10 19:00:00,304.07,7643.0,943.0,10099.0,3913.0,17.0,17096.0,227.0
236,2019-01-10 20:00:00,308.93,7740.0,945.0,9551.0,3914.0,16.0,16799.0,226.0
237,2019-01-10 21:00:00,309.65,7567.0,874.0,9260.0,3914.0,15.0,16694.0,224.0
238,2019-01-10 22:00:00,303.09,7281.0,685.0,9730.0,3914.0,16.0,16399.0,282.0
239,2019-01-10 23:00:00,305.84,7581.0,367.0,10171.0,3914.0,16.0,16366.0,253.0
240,2019-01-11 00:00:00,321.91,8581.0,70.0,10035.0,3913.0,18.0,17019.0,217.0
241,2019-01-11 01:00:00,322.64,9399.0,0.0,11155.0,3913.0,11.0,17256.0,215.0
242,2019-01-11 02:00:00,302.95,8933.0,0.0,12912.0,3913.0,11.0,16062.0,216.0
243,2019-01-11 03:00:00,286.15,8500.0,0.0,14276.0,3913.0,13.0,14746.0,221.0
244,2019-01-11 04:00:00,274.86,8293.0,0.0,15022.0,3913.0,12.0,12966.0,203.0
245,2019-01-11 05:00:00,271.96,8354.0,0.0,14865.0,3912.0,11.0,10901.0,156.0
246,2019-01-11 06:00:00,264.08,7908.0,0.0,14602.0,3912.0,12.0,9480.0,153.0
247,2019-01-11 07:00:00,255.92,7400.0,0.0,14433.0,3912.0,11.0,8682.0,115.0
248,2019-01-11 08:00:00,250.79,7096.0,0.0,14316.0,3912.0,12.0,8246.0,115.0
249,2019-01-11 09:00:00,255.07,7151.0,0.0,13878.0,3912.0,13.0,8284.0,115.0
250,2019-01-11 10:00:00,266.79,7417.0,0.0,13122.0,3913.0,13.0,8850.0,115.0
251,2019-01-11 11:00:00,268.2,7558.0,0.0,13337.0,3913.0,5.0,9381.0,176.0
252,2019-01-11 12:00:00,273.0,7505.0,0.0,13475.0,3913.0,5.0,11676.0,154.0
253,2019-01-11 13:00:00,288.08,8357.0,0.0,13618.0,3913.0,4.0,14315.0,234.0
254,2019-01-11 14:00:00,302.28,9230.0,0.0,13242.0,3914.0,2.0,15234.0,235.0
255,2019-01-11 15:00:00,301.43,8986.0,21.0,12980.0,3909.0,2.0,15386.0,262.0
256,2019-01-11 16:00:00,300.79,9009.0,75.0,13056.0,3905.0,4.0,15386.0,262.0
257,2019-01-11 17:00:00,294.65,8842.0,133.0,13481.0,3905.0,5.0,14904.0,262.0
258,2019-01-11 18:00:00,296.81,8832.0,257.0,13044.0,3904.0,5.0,14784.0,228.0
259,2019-01-11 19:00:00,298.88,8710.0,371.0,12422.0,3904.0,5.0,14639.0,229.0
260,2019-01-11 20:00:00,291.21,8340.0,450.0,12680.0,3904.0,4.0,14168.0,229.0
261,2019-01-11 21:00:00,280.17,7742.0,514.0,13101.0,3904.0,4.0,13985.0,229.0
262,2019-01-11 22:00:00,276.05,7521.0,578.0,13143.0,3903.0,4.0,13763.0,250.0
263,2019-01-11 23:00:00,293.6,8012.0,493.0,11909.0,3903.0,6.0,14823.0,285.0
264,2019-01-12 00:00:00,299.77,8462.0,200.0,12204.0,3911.0,3.0,15291.0,262.0
265,2019-01-12 01:00:00,299.36,8701.0,0.0,12888.0,3914.0,5.0,15383.0,221.0
266,2019-01-12 02:00:00,316.59,9172.0,0.0,11330.0,3914.0,4.0,15672.0,249.0
267,2019-01-12 03:00:00,337.63,9818.0,0.0,9669.0,3915.0,5.0,15832.0,219.0
268,2019-01-12 04:00:00,334.14,9573.0,0.0,9678.0,3915.0,3.0,14753.0,193.0
269,2019-01-12 05:00:00,328.52,9073.0,0.0,9586.0,3915.0,7.0,13761.0,158.0
270,2019-01-12 06:00:00,326.9,9300.0,0.0,9766.0,3914.0,6.0,11471.0,158.0
271,2019-01-12 07:00:00,314.65,8815.0,0.0,10221.0,3914.0,5.0,10279.0,154.0
