,Wind Onshore
2019-01-04 14:00:00+02:00,76.0
2019-01-04 15:00:00+02:00,73.0
2019-01-04 16:00:00+02:00,66.0
2019-01-04 17:00:00+02:00,60.0
2019-01-04 18:00:00+02:00,56.0
2019-01-04 19:00:00+02:00,56.0
2019-01-04 20:00:00+02:00,58.0
2019-01-04 21:00:00+02:00,64.0
2019-01-04 22:00:00+02:00,67.0
2019-01-04 23:00:00+02:00,69.0
2019-01-05 00:00:00+02:00,74.0
2019-01-05 01:00:00+02:00,97.0
2019-01-05 02:00:00+02:00,104.0
2019-01-05 03:00:00+02:00,107.0
2019-01-05 04:00:00+02:00,111.0
2019-01-05 05:00:00+02:00,118.0
2019-01-05 06:00:00+02:00,124.0
2019-01-05 07:00:00+02:00,126.0
2019-01-05 08:00:00+02:00,125.0
2019-01-05 09:00:00+02:00,122.0
2019-01-05 10:00:00+02:00,116.0
2019-01-05 11:00:00+02:00,108.0
2019-01-05 12:00:00+02:00,97.0
2019-01-05 13:00:00+02:00,84.0
2019-01-05 14:00:00+02:00,78.0
2019-01-05 15:00:00+02:00,75.0
2019-01-05 16:00:00+02:00,70.0
2019-01-05 17:00:00+02:00,65.0
2019-01-05 18:00:00+02:00,58.0
2019-01-05 19:00:00+02:00,51.0
2019-01-05 20:00:00+02:00,44.0
2019-01-05 21:00:00+02:00,38.0
2019-01-05 22:00:00+02:00,30.0
2019-01-05 23:00:00+02:00,24.0
2019-01-06 00:00:00+02:00,17.0
2019-01-06 01:00:00+02:00,15.0
2019-01-06 02:00:00+02:00,10.0
2019-01-06 03:00:00+02:00,7.0
2019-01-06 04:00:00+02:00,6.0
2019-01-06 05:00:00+02:00,4.0
2019-01-06 06:00:00+02:00,3.0
2019-01-06 07:00:00+02:00,2.0
2019-01-06 08:00:00+02:00,2.0
2019-01-06 09:00:00+02:00,3.0
2019-01-06 10:00:00+02:00,5.0
2019-01-06 11:00:00+02:00,8.0
2019-01-06 12:00:00+02:00,11.0
2019-01-06 13:00:00+02:00,16.0
2019-01-06 14:00:00+02:00,19.0
2019-01-06 15:00:00+02:00,26.0
2019-01-06 16:00:00+02:00,35.0
2019-01-06 17:00:00+02:00,46.0
2019-01-06 18:00:00+02:00,56.0
2019-01-06 19:00:00+02:00,69.0
2019-01-06 20:00:00+02:00,84.0
2019-01-06 21:00:00+02:00,99.0
2019-01-06 22:00:00+02:00,114.0
2019-01-06 23:00:00+02:00,127.0
2019-01-07 00:00:00+02:00,134.0
2019-01-07 01:00:00+02:00,156.0
2019-01-07 02:00:00+02:00,160.0
2019-01-07 03:00:00+02:00,159.0
2019-01-07 04:00:00+02:00,155.0
2019-01-07 05:00:00+02:00,149.0
2019-01-07 06:00:00+02:00,142.0
2019-01-07 07:00:00+02:00,134.0
2019-01-07 08:00:00+02:00,125.0
2019-01-07 09:00:00+02:00,114.0
2019-01-07 10:00:00+02:00,102.0
2019-01-07 11:00:00+02:00,87.0
2019-01-07 12:00:00+02:00,76.0
2019-01-07 13:00:00+02:00,65.0
2019-01-07 14:00:00+02:00,53.0
2019-01-07 15:00:00+02:00,41.0
2019-01-07 16:00:00+02:00,33.0
2019-01-07 17:00:00+02:00,28.0
2019-01-07 18:00:00+02:00,25.0
2019-01-07 19:00:00+02:00,24.0
2019-01-07 20:00:00+02:00,25.0
2019-01-07 21:00:00+02:00,29.0
2019-01-07 22:00:00+02:00,38.0
2019-01-07 23:00:00+02:00,54.0
2019-01-08 00:00:00+02:00,69.0
2019-01-08 01:00:00+02:00,71.0
2019-01-08 02:00:00+02:00,79.0
2019-01-08 03:00:00+02:00,88.0
2019-01-08 04:00:00+02:00,101.0
2019-01-08 05:00:00+02:00,115.0
2019-01-08 06:00:00+02:00,126.0
2019-01-08 07:00:00+02:00,129.0
2019-01-08 08:00:00+02:00,132.0
2019-01-08 09:00:00+02:00,131.0
2019-01-08 10:00:00+02:00,127.0
2019-01-08 11:00:00+02:00,121.0
2019-01-08 12:00:00+02:00,120.0
2019-01-08 13:00:00+02:00,120.0
2019-01-08 14:00:00+02:00,118.0
2019-01-08 15:00:00+02:00,115.0
2019-01-08 16:00:00+02:00,109.0
2019-01-08 17:00:00+02:00,104.0
2019-01-08 18:00:00+02:00,99.0
2019-01-08 19:00:00+02:00,92.0
2019-01-08 20:00:00+02:00,82.0
2019-01-08 21:00:00+02:00,73.0
2019-01-08 22:00:00+02:00,67.0
2019-01-08 23:00:00+02:00,62.0
2019-01-09 00:00:00+02:00,61.0
2019-01-09 01:00:00+02:00,35.0
