UTC time,avg_coal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_other_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2021-07-03 15:00:00,31758.32081,1078.41948,42652.06892,30643.5405,279.93126,1453.91852,1776.91604,1627.52748
2021-07-03 16:00:00,32784.16827,1807.01135,43728.61905,30676.00959,272.5451,1608.41258,1905.30365,1581.7773
2021-07-03 17:00:00,32472.59683,2535.80742,44000.17949,30653.93822,276.34548,1673.47165,1847.74672,1520.66094
2021-07-03 18:00:00,32596.45151,3570.35378,44472.48649,30625.9668,264.68671,1695.0041,1636.93359,1649.10905
2021-07-03 19:00:00,32478.52136,4372.5457,44856.43347,30586.95237,291.56661,1676.47845,1438.57974,1678.08448
2021-07-03 20:00:00,31620.78156,4786.98213,44208.22008,30672.76912,293.14608,1710.30525,1378.77132,1717.54048
2021-07-03 21:00:00,31918.21306,4694.16727,43946.36572,30576.82225,306.00017,1672.10674,1149.54377,1821.70479
2021-07-03 22:00:00,31906.85908,4147.82835,43652.55436,30579.98015,300.81696,1624.74915,736.21473,1870.72091
2021-07-03 23:00:00,32018.52374,3346.05827,41859.90977,30582.3499,310.87003,1500.22343,299.72528,1870.34359
2021-07-04 00:00:00,30556.90221,2395.46343,44916.37682,30560.91269,219.54512,1451.59464,94.76877,1369.96697
2021-07-04 01:00:00,30445.7186,1517.94376,40852.16286,30586.19056,197.45635,1377.33645,20.78711,1330.7072
2021-07-04 02:00:00,28993.44507,815.07631,38389.6416,30688.39058,216.20702,1368.31603,0,1341.52735
2021-07-04 03:00:00,27560.77831,499.82968,35170.58509,30644.30056,217.56294,1323.83596,0,1396.01738
2021-07-04 04:00:00,27002.84029,423.02476,31956.33099,30645.86223,228.12794,1170.12017,0,1321.52441
2021-07-04 05:00:00,24555.02851,464.57981,29953.59358,30637.57545,251.36309,1067.73562,0,1425.69337
2021-07-04 06:00:00,23857.28255,402.57483,28355.26944,30678.79625,251.51297,993.73352,0,1324.81784
2021-07-04 07:00:00,23702.90499,466.99397,28093.4187,30650.36457,242.34163,918.54037,0,1288.47273
2021-07-04 08:00:00,23349.60496,708.19462,28638.50682,30637.60414,277.07678,919.59187,131.57617,1299.97139
2021-07-04 09:00:00,23487.94752,779.9492,29900.13782,30728.35595,298.26864,963.74616,248.91392,1319.73931
2021-07-04 10:00:00,24504.90469,674.5548,31985.09121,30716.81581,269.29084,1047.55844,274.50112,1312.12385
2021-07-04 11:00:00,26097.99148,456.57304,34747.54258,30719.24294,334.94016,1121.43724,419.15908,1231.41296
2021-07-04 12:00:00,27681.06939,188.03104,37157.54651,30759.24813,274.84902,1256.58335,859.84818,1332.221
2021-07-04 13:00:00,28928.72595,280.60404,39668.58008,30703.76553,276.52773,1306.4392,1326.09777,1181.08619
2021-07-04 14:00:00,30295.20705,471.66845,42521.64079,30661.31213,256.20842,1385.18781,1903.74589,1190.77718
2021-07-04 15:00:00,31816.51291,889.09874,45379.33214,30688.33847,279.93126,1424.20592,2165.85709,1166.0604
2021-07-04 16:00:00,32765.57034,1608.879,47076.44925,30720.50599,272.5451,1562.59203,2314.99731,1078.05051
2021-07-04 17:00:00,32431.20685,2363.60349,47827.33949,30698.15473,276.34548,1614.0441,2233.388,991.11458
2021-07-04 18:00:00,32841.10168,3465.61477,48296.68838,30670.06326,264.68671,1628.45015,1982.07392,1101.32351
2021-07-04 19:00:00,32970.9486,4347.17032,48748.0644,30630.84916,291.56661,1604.3019,1755.21359,1129.16526
2021-07-04 20:00:00,32133.41339,4842.72121,47751.24586,30717.11269,293.14608,1630.1632,1690.61998,1158.77044
2021-07-04 21:00:00,32252.35003,4808.87828,46865.75431,30620.42158,306.00017,1590.23179,1411.14842,1179.1608
2021-07-04 22:00:00,31878.37836,4306.92015,45874.61333,30623.53264,300.81696,1544.68295,898.16435,1237.12043
2021-07-04 23:00:00,31210.3076,3523.76367,43073.05378,30625.59555,310.87003,1428.30991,353.44576,1222.48166
2021-07-02 00:00:00,37110.02811,1123.82,44781.88761,31265.25403,112.36981,2255.75515,0,3466.63354
2021-07-02 01:00:00,35962.78031,840.395,42009.04127,31243.19321,109.715,1984.41495,31.62482,2819.27607
2021-07-02 02:00:00,34464.26649,641.74478,39523.56029,31270.58611,109.25888,1577.36549,73.70107,2815.2005
2021-07-02 03:00:00,31969.71,539.93901,37114.08252,31279.89001,115.68199,1210.02551,0,2820.89349
2021-07-02 04:00:00,29709.15261,587.43746,33255.12463,31270.80686,119.26132,1059.66632,0,2757.53475
2021-07-02 05:00:00,27667.72811,600.1249,31908.87283,31292.55676,116.36557,995.83847,0,2671.87699
2021-07-02 06:00:00,25781.72853,473.32354,29947.07886,31288.27283,118.40852,1049.48603,15.13179,2566.52213
2021-07-02 07:00:00,25824.27679,519.24096,29504.68386,31280.90419,117.74651,1076.69779,40.29991,2502.6734
2021-07-02 08:00:00,25053.6103,585.28312,29105.77455,31270.50179,114.02337,989.05453,0,2360.71223
2021-07-02 09:00:00,24763.80339,606.97912,30221.42383,31254.25202,103.61872,999.93559,0,2294.98966
2021-07-02 10:00:00,24871.52266,606.09924,31056.18449,31268.90029,105.83385,1033.44301,0,2410.32248
2021-07-02 11:00:00,26000.48544,616.7358,33789.71471,31314.99409,100.16005,1154.58664,55.38277,2349.76679
2021-07-02 12:00:00,26706.9594,667.6759,34974.99171,31279.04681,92.57777,1211.33605,466.90259,1867.9803
2021-07-02 13:00:00,27660.51452,819.18949,37438.68826,31260.60999,93.54668,1407.72621,912.04396,2149.53643
2021-07-02 14:00:00,29486.08015,815.2083,40752.89073,31274.10706,93.44582,1624.81244,1191.66504,1991.74208
2021-07-02 15:00:00,31466.37481,977.51779,42964.60174,31342.54275,97.58819,1819.73272,1323.79199,1888.48293
2021-07-02 16:00:00,32050.09399,1670.38205,46937.1504,31282.30718,102.01805,1908.10059,1447.43581,2305.60985
2021-07-02 17:00:00,32764.56618,2536.89305,47998.5411,31217.33798,108.66925,1939.39779,1499.95673,2536.03875
2021-07-02 18:00:00,33785.90895,3237.2936,49589.39402,31235.42815,110.28327,1967.9235,1530.94693,2769.56856
2021-07-02 19:00:00,34433.81716,3815.15655,49195.32509,31222.57227,100.85303,1970.37114,1469.16305,2915.3008
2021-07-02 20:00:00,33106.13391,4036.80328,48875.9756,31255.14617,104.01738,2065.13623,1320.36992,3074.48126
2021-07-02 21:00:00,34950.82992,3661.54861,48968.87405,31279.8982,106.54543,2099.28442,1066.46313,3367.4651
2021-07-02 22:00:00,34267.52398,2700.78327,47694.90071,31241.21286,112.53423,2072.95695,645.51817,3335.18548
2021-07-02 23:00:00,33881.20351,1920.62631,46174.57236,31293.62715,114.4522,2033.96702,207.27261,3368.43019
2021-07-03 00:00:00,29671.78393,1488.15954,43142.05589,31202.84723,219.54512,1657.48523,88.04622,2521.39745
2021-07-03 01:00:00,29991.75994,857.95062,39663.0074,31228.99758,197.45635,1551.17541,25.55067,2494.92614
2021-07-03 02:00:00,29122.14539,419.90451,37523.26205,31341.34353,216.20702,1514.89368,0,2417.57418
2021-07-03 03:00:00,28027.10446,318.28475,34728.62404,31296.01388,217.56294,1438.08287,0,2394.69191
2021-07-03 04:00:00,27399.56663,384.15662,31923.91472,31298.71798,228.12794,1235.60008,0,2321.91322
2021-07-03 05:00:00,25126.52733,467.29422,30201.5289,31288.24765,251.36309,1082.2605,0,2400.06871
2021-07-03 06:00:00,24161.51313,435.70914,29005.45009,31330.86032,251.51297,988.2216,0,2301.08097
2021-07-03 07:00:00,23567.92051,535.06723,29018.72723,31301.02799,242.34163,883.17564,0,2229.13689
2021-07-03 08:00:00,22723.29781,763.25898,29732.93942,31289.14355,277.07678,869.39181,114.74203,2350.0357
2021-07-03 09:00:00,22422.24083,813.88571,30952.83501,31381.75509,298.26864,913.5977,210.30224,2307.12604
2021-07-03 10:00:00,22926.05242,679.93395,32889.24816,31375.66414,269.29084,1003.63154,230.88634,2270.77084
2021-07-03 11:00:00,24134.92631,485.42273,35297.35717,31373.38691,334.94016,1091.25179,353.6741,2164.72032
2021-07-03 12:00:00,25375.04467,324.20175,37238.27439,31415.3338,274.84902,1258.93906,718.91793,2262.24343
2021-07-03 13:00:00,26503.35592,558.27788,39202.83842,31354.59232,276.52773,1338.4522,1096.68189,2172.69982
2021-07-03 14:00:00,27756.4863,866.512,41395.94189,31309.34875,256.20842,1457.05601,1563.92772,2145.43986
2021-07-03 15:00:00,29169.99934,1302.80232,43599.01543,31341.06773,279.93126,1523.94098,1778.69989,2187.50135
2021-07-03 16:00:00,30101.06601,1966.28161,44845.25557,31368.84709,272.5451,1706.99515,1911.99809,2104.32898
2021-07-03 17:00:00,29861.87098,2549.3534,45212.23861,31342.41802,276.34548,1794.47485,1857.24813,1999.65222
2021-07-03 18:00:00,30028.45607,3363.74608,45513.06916,31312.57692,264.68671,1825.7839,1646.69031,2086.40713
2021-07-03 19:00:00,30051.38355,3957.14021,45746.79614,31270.45201,291.56661,1814.31702,1449.2378,2131.89013
2021-07-03 20:00:00,29280.48237,4174.12472,44860.24502,31363.22868,293.14608,1859.89862,1391.79254,2147.21153
2021-07-03 21:00:00,29527.75737,3954.02592,44192.17467,31255.68546,306.00017,1822.33043,1164.32205,2239.11671
2021-07-03 22:00:00,29434.48513,3342.35469,43488.59614,31258.11084,300.81696,1769.78799,748.03895,2287.0463
2021-07-03 23:00:00,29413.38147,2549.10864,41166.34831,31255.71006,310.87003,1627.82523,306.08218,2259.16137
2021-07-04 00:00:00,26640.92085,1835.12285,42782.97802,31226.16466,219.54512,1520.85879,104.31383,1885.05769
2021-07-04 01:00:00,26640.05681,1017.33796,39703.44457,31252.34721,197.45635,1436.14025,50.50236,1840.25706
2021-07-04 02:00:00,25568.79573,413.63392,37709.88707,31365.06147,216.20702,1417.91062,0,1773.34328
2021-07-04 03:00:00,24522.88962,180.63792,34844.80768,31319.68674,217.56294,1362.50404,0,1780.38838
2021-07-04 04:00:00,24079.50147,181.7909,31736.55378,31322.43241,228.12794,1192.50534,0,1680.79573
2021-07-04 05:00:00,22214.13617,330.67118,29620.39376,31311.88303,251.36309,1072.54801,0,1716.74797
2021-07-04 06:00:00,21633.37107,337.23401,27570.38623,31354.54606,251.51297,991.40917,0,1608.4285
2021-07-04 07:00:00,21512.22295,432.82065,26650.49126,31324.66279,242.34163,905.87444,0,1559.3328
2021-07-04 08:00:00,21153.16536,693.65139,26439.86865,31312.81055,277.07678,901.51471,140.8611,1623.2849
2021-07-04 09:00:00,21185.7316,756.04748,27030.68636,31405.48943,298.26864,944.992,267.47566,1616.19728
2021-07-04 10:00:00,21899.98194,569.01354,28544.39512,31399.5964,269.29084,1030.17483,326.7157,1563.58256
2021-07-04 11:00:00,23053.51389,270.29233,30831.75675,31397.14819,334.94016,1108.24451,502.49645,1443.40517
2021-07-04 12:00:00,24229.57167,0,32906.23199,31439.16593,274.84902,1253.80258,954.15522,1521.7646
2021-07-04 13:00:00,25152.26646,18.63133,35275.35938,31378.23297,276.52773,1313.39112,1402.09712,1440.61859
2021-07-04 14:00:00,26174.64841,193.76607,38125.43124,31332.8881,256.20842,1405.33975,1931.44289,1390.24759
2021-07-04 15:00:00,27323.95123,602.18675,41053.37231,31364.77806,279.93126,1453.82951,2156.38472,1422.08719
2021-07-04 16:00:00,28076.90601,1360.2734,42889.47004,31392.39757,272.5451,1607.23578,2259.5893,1380.82392
2021-07-04 17:00:00,27839.90612,2136.5342,43906.46738,31365.82035,276.34548,1671.18757,2140.88996,1294.14607
2021-07-04 18:00:00,28114.26067,3295.73214,44601.65254,31335.91542,264.68671,1691.92274,1875.33517,1413.58117
2021-07-04 19:00:00,28293.79239,4231.07402,45328.96107,31293.68512,291.56661,1672.69561,1628.83092,1426.08438
2021-07-04 20:00:00,27634.15188,4691.98238,44670.23879,31386.69835,293.14608,1705.72277,1544.99024,1477.44053
2021-07-04 21:00:00,27750.80464,4589.70688,44031.97376,31278.76047,306.00017,1667.13713,1266.05029,1556.33511
2021-07-04 22:00:00,27467.66487,3987.61046,43360.72833,31281.16125,300.81696,1619.6829,796.6176,1585.20479
2021-07-04 23:00:00,27016.23528,3063.87204,41163.12621,31278.59886,310.87003,1495.37805,304.90362,1585.96819
2021-07-05 00:00:00,25885.75692,1977.46384,47251.83851,31263.0945,219.54512,1437.0087,107.05429,1768.93423
2021-07-05 01:00:00,25075.84656,1032.87795,43130.63931,31289.32741,197.45635,1365.49452,46.71945,1720.95109
2021-07-05 02:00:00,23061.43973,376.70235,40624.79329,31402.62548,216.20702,1358.34945,0,1683.32549
2021-07-05 03:00:00,21586.50493,168.59955,37206.01542,31357.1793,217.56294,1316.08605,0,1710.34511
2021-07-05 04:00:00,21370.43356,222.84373,33717.41817,31359.99056,228.12794,1166.00585,0,1658.69162
2021-07-05 05:00:00,19547.80099,357.89931,31413.33127,31349.31529,251.36309,1066.59793,0,1773.29797
2021-07-05 06:00:00,19601.3623,315.80181,29340.89199,31392.05912,251.51297,993.4334,0,1708.93747
2021-07-05 07:00:00,20421.0959,409.62594,28600.46724,31362.09446,242.34163,919.91625,0,1699.01532
2021-07-05 08:00:00,21080.63132,730.09428,28683.68312,31350.29258,277.07678,921.40104,140.82789,1871.79414
2021-07-05 09:00:00,21949.79049,823.08781,29607.34263,31443.07862,298.26864,964.53159,265.14884,1865.31887
2021-07-05 10:00:00,23515.6576,654.86367,31463.01706,31437.49944,269.29084,1046.84182,307.78552,1877.56499
2021-07-05 11:00:00,25163.73487,349.79917,34161.04812,31434.7807,334.94016,1119.11254,490.41814,1813.77353
2021-07-05 12:00:00,26767.62686,23.623,36564.60786,31476.9097,274.84902,1251.16683,1002.86455,1957.65278
2021-07-05 13:00:00,27709.14144,143.22502,39356.97484,31415.67459,276.52773,1298.56271,1527.99425,1893.62576
2021-07-05 14:00:00,28723.88712,388.81307,42613.28801,31370.16928,256.20842,1374.18263,2146.88002,1923.82349
2021-07-05 15:00:00,29835.51067,897.36108,45970.40841,31402.3286,279.93126,1411.36885,2413.03876,2006.10039
2021-07-05 16:00:00,30487.83251,1796.29482,48072.4288,31429.69632,272.5451,1546.58095,2539.29266,1943.55899
2021-07-05 17:00:00,30113.66935,2686.90278,49224.50842,31402.88429,276.34548,1596.03827,2420.54268,1891.23642
2021-07-05 18:00:00,30796.26304,3920.21144,50024.29791,31372.87865,264.68671,1610.19092,2140.1861,2013.87581
2021-07-05 19:00:00,31223.48775,4866.66684,50854.45686,31330.48088,291.56661,1586.10655,1887.47813,2063.5998
2021-07-05 20:00:00,30547.78773,5280.51038,49947.32553,31423.86828,293.14608,1611.35187,1801.97599,2083.93556
2021-07-05 21:00:00,30395.76293,5103.7528,49126.59058,31315.30678,306.00017,1572.06228,1475.68482,2207.21479
2021-07-05 22:00:00,29595.32317,4383.20454,48138.74764,31317.66833,300.81696,1527.66628,918.07378,2274.4093
2021-07-05 23:00:00,27949.84737,3319.64011,45257.16357,31314.84887,310.87003,1414.1003,341.81173,2263.67565
2021-07-03 00:00:00,27768.1322,1590.94642,41192.70371,31809.77078,107.17481,1484.25063,35.05962,2211.66423
2021-07-03 01:00:00,26737.20556,1085.86298,38137.61085,31795.22323,103.72447,1379.26086,7.55664,1836.8677
2021-07-03 02:00:00,25832.59728,710.73424,35976.07925,31826.84618,103.46834,1185.65605,57.02956,1875.63668
2021-07-03 03:00:00,23805.02315,502.01963,33853.55459,31830.10422,109.8515,943.77376,20.76786,1947.84794
2021-07-03 04:00:00,21999.40172,565.70631,30047.67274,31821.93981,111.98295,795.21628,0,1980.35249
2021-07-03 05:00:00,20316.73005,616.17265,28674.62436,31839.67806,110.4798,752.83758,5.42602,1937.05263
2021-07-03 06:00:00,18761.51635,534.6173,27052.72573,31836.77487,112.04843,827.39014,18.6138,1817.38994
2021-07-03 07:00:00,18697.44059,631.55174,26832.39343,31830.97318,111.9316,864.60619,19.58619,1949.71115
2021-07-03 08:00:00,18270.02321,617.01622,26370.76347,31811.28328,109.66762,827.34852,0,1848.14927
2021-07-03 09:00:00,17807.55723,594.07199,27870.7991,31798.63527,105.3128,844.4357,0,1905.27096
2021-07-03 10:00:00,17762.46705,675.81189,28590.51164,31818.32986,107.98716,887.50237,11.47904,1949.01696
2021-07-03 11:00:00,18843.90165,777.95229,31526.027,31854.32574,106.92881,987.11931,193.68404,1931.73735
2021-07-03 12:00:00,19484.43981,743.05318,32599.11093,31824.38685,102.69817,1034.15341,563.67577,1741.2369
2021-07-03 13:00:00,20398.9694,831.39231,35155.93737,31799.59382,104.98811,1158.14427,992.02525,1878.46458
2021-07-03 14:00:00,21907.53063,816.12113,38499.85476,31819.06414,103.38035,1285.31161,1323.56512,1789.37548
2021-07-03 15:00:00,23683.79446,948.69738,40498.55461,31886.80712,107.56944,1437.97907,1532.18906,1722.1997
2021-07-03 16:00:00,24223.45915,1700.69807,44647.02954,31815.91795,112.68389,1546.55136,1650.64796,2022.94263
2021-07-03 17:00:00,24740.88992,2603.00995,46184.59667,31746.66775,113.61983,1541.17065,1602.37051,2084.11465
2021-07-03 18:00:00,25519.80684,3343.71694,47945.79776,31766.40392,112.82779,1548.99078,1594.35702,2252.03323
2021-07-03 19:00:00,26259.23352,4034.29911,47462.71426,31750.90191,102.35509,1527.69705,1590.14579,2326.77611
2021-07-03 20:00:00,24765.30963,4380.49606,47556.02858,31786.62024,102.5834,1588.28436,1512.49776,2514.12662
2021-07-03 21:00:00,26148.73647,4141.883,47818.46154,31822.32393,103.46948,1641.85131,1328.08852,2767.31422
2021-07-03 22:00:00,25302.78502,3222.25237,46082.15849,31778.0881,104.93966,1633.23541,1020.46319,2767.35806
2021-07-03 23:00:00,24808.67406,2434.26041,44916.49977,31830.35425,104.82847,1642.00489,634.35646,2606.20624
2021-07-04 00:00:00,21928.35756,1694.70755,45994.68807,31752.31134,219.54512,1444.5415,95.91149,2301.93286
2021-07-04 01:00:00,21394.84159,888.80024,41688.35014,31779.20886,197.45635,1373.52237,34.4471,2269.08034
2021-07-04 02:00:00,19969.56589,370.72526,39106.46474,31900.23919,216.20702,1365.183,0,2185.26733
2021-07-04 03:00:00,18975.49651,289.348,35755.50285,31853.84851,217.56294,1321.47721,0,2167.37417
2021-07-04 04:00:00,18821.5463,416.77039,32448.04111,31857.52991,228.12794,1170.24922,0,2065.93638
2021-07-04 05:00:00,17577.55025,488.85421,30396.11334,31845.19107,251.36309,1066.74635,0,2097.8084
2021-07-04 06:00:00,17613.16866,399.75016,28783.62426,31888.99593,251.51297,990.79864,0,1978.82555
2021-07-04 07:00:00,18253.48847,496.72686,28554.24404,31857.9638,242.34163,914.64286,0,1901.9006
2021-07-04 08:00:00,18681.46397,802.93403,29158.58118,31846.82887,277.07678,913.40842,125.45076,1959.35669
2021-07-04 09:00:00,19263.61504,893.04648,30490.83439,31941.03254,298.26864,952.94688,232.78188,1930.97833
2021-07-04 10:00:00,20341.58062,777.66997,32650.57774,31939.60612,269.29084,1031.74498,262.52237,1864.09458
2021-07-04 11:00:00,21434.18122,565.60175,35506.84066,31933.30261,334.94016,1102.28292,410.06521,1731.50778
2021-07-04 12:00:00,22534.69365,387.85699,37992.87312,31976.91073,274.84902,1232.75649,835.95758,1797.06375
2021-07-04 13:00:00,23147.42832,666.32051,40607.17119,31911.66749,276.52773,1279.97247,1274.2922,1704.68971
2021-07-04 14:00:00,23820.7207,1051.4512,43561.86545,31864.0366,256.20842,1355.97519,1803.64904,1638.30737
2021-07-04 15:00:00,24568.10241,1611.24696,46528.32707,31899.7725,279.93126,1394.68248,2039.35791,1657.62676
2021-07-04 16:00:00,25046.25076,2460.47126,48294.64157,31923.79611,272.5451,1531.49468,2169.5361,1599.53613
2021-07-04 17:00:00,24809.65954,3204.49805,49084.38867,31893.87537,276.34548,1584.23451,2088.35132,1489.65118
2021-07-04 18:00:00,25269.4213,4142.70384,49584.19743,31862.53641,264.68671,1602.33228,1849.0917,1588.69087
2021-07-04 19:00:00,25703.90864,4780.36858,50066.54321,31817.92055,291.56661,1582.10273,1628.88554,1606.91298
2021-07-04 20:00:00,25213.30757,4959.33829,49013.94005,31916.27172,293.14608,1610.82112,1559.79964,1648.47558
2021-07-04 21:00:00,25118.48472,4655.48065,48087.45442,31799.43923,306.00017,1574.46918,1291.62949,1718.71375
