,UTC time,Local time,net_generation,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_wind_production_forecast
12,01/01/2020 12:00:00,2020-01-01 07:00:00,83015,320.8,12272,32508,32961,217,1502,0,3515,40,4.05199224691753,276.817332607096,272.764668463416,0,0.154519239094363,11907.085,2665.5469,33857.695,33374.85,220.43878,5796.0454
13,01/01/2020 13:00:00,2020-01-01 08:00:00,83966,319.73,12094,33202,32960,215,1782,0,3653,60,4.76653513885226,279.363219612735,274.481247916933,74.4179208416327,0.391826771420285,11698.407,2636.5457,34347.86,33588.316,216.66374,5649.8545
14,01/01/2020 14:00:00,2020-01-01 09:00:00,85119,315.46,11992,33347,32968,214,1810,368,4369,50,4.76653513885226,279.363219612735,274.481247916933,74.4179208416327,0.391826771420285,12075.912,2247.844,34547.082,33272.184,215.51266,5485.1704
15,01/01/2020 15:00:00,2020-01-01 10:00:00,85154,309.86,11843,32583,33026,213,1847,835,4751,57,4.76653513885226,279.363219612735,274.481247916933,74.4179208416327,0.391826771420285,11712.831,1791.6284,34088.24,33418.914,205.45384,5316.8374
16,01/01/2020 16:00:00,2020-01-01 11:00:00,85157,314.5,11851,33401,33039,211,1236,911,4444,64,5.20024644075186,281.898345403,276.461217226686,168.455015095108,1.18586854693873,11313.343,1484.8915,33316.797,33570.996,199.34267,5250.734
17,01/01/2020 17:00:00,2020-01-01 12:00:00,85395,311.96,11567,33571,33018,212,1108,974,4878,67,5.20024644075186,281.898345403,276.461217226686,168.455015095108,1.18586854693873,12082.259,1324.6439,32728.63,33505.4,200.59143,5131.051
18,01/01/2020 18:00:00,2020-01-01 13:00:00,84890,305.19,11488,32173,33079,211,1089,984,5788,78,5.20024644075186,281.898345403,276.461217226686,168.455015095108,1.18586854693873,11948.494,1278.765,32806.14,33421.88,203.9352,4976.7886
19,01/01/2020 19:00:00,2020-01-01 14:00:00,83854,299.92,11224,31053,33087,213,1138,924,6132,82,4.25232929671947,281.577937725098,277.856291955161,154.744935208079,1.28454722011312,11736.843,1290.3246,33241.777,33332.887,209.7756,5125.963
20,01/01/2020 20:00:00,2020-01-01 15:00:00,83731,299.27,11216,30889,33062,210,1125,866,6281,81,4.25232929671947,281.577937725098,277.856291955161,154.744935208079,1.28454722011312,12338.832,1319.6588,33187.75,33560.074,215.85167,4947.548
21,01/01/2020 21:00:00,2020-01-01 16:00:00,83603,300.53,11213,31060,33060,209,1179,573,6229,79,4.25232929671947,281.577937725098,277.856291955161,154.744935208079,1.28454722011312,12580.47,1641.9084,33881.074,33405.363,213.8558,4970.1724
22,01/01/2020 22:00:00,2020-01-01 17:00:00,85277,301.74,11165,32377,33076,207,1882,128,6357,85,3.81385023217661,280.965538174992,278.433693829903,81.4683167156877,2.83615551562302,12818.971,2231.1494,34619.56,33353.625,216.99174,4881.1294
23,01/01/2020 23:00:00,2020-01-01 18:00:00,92558,312.93,12344,36930,33074,208,3361,0,6553,89,3.81385023217661,280.965538174992,278.433693829903,81.4683167156877,2.83615551562302,12721.276,3043.061,34809.195,33274.418,224.01825,4966.0576
24,01/02/2020 00:00:00,2020-01-01 19:00:00,95069,315.28,12940,37956,33067,210,3863,0,6945,89,3.81385023217661,280.965538174992,278.433693829903,81.4683167156877,2.83615551562302,13099.86,3445.3645,32213.582,28578.438,170.67703,1947.5417
25,01/02/2020 01:00:00,2020-01-01 20:00:00,95064,318.17,13023,38412,33061,206,3136,0,7138,88,3.72649163284637,281.349225295311,279.110487208933,0,1.69354605744888,13510.424,2830.5042,31727.691,28613.26,168.96945,1891.6748
26,01/02/2020 02:00:00,2020-01-01 21:00:00,95416,324.77,14049,38237,33071,209,2238,0,7524,90,3.72649163284637,281.349225295311,279.110487208933,0,1.69354605744888,12800.704,1985.2083,30637.006,28533.184,169.22333,1850.2241
27,01/02/2020 03:00:00,2020-01-01 22:00:00,93599,322.3,13676,37216,33068,207,1662,0,7683,87,3.72649163284637,281.349225295311,279.110487208933,0,1.69354605744888,13019.334,1464.7467,28709.021,28564.535,181.84753,1734.239
28,01/02/2020 04:00:00,2020-01-01 23:00:00,89985,315.9,13047,34738,33062,209,1146,0,7696,88,3.46134519681141,281.485492415918,279.803852327051,0,3.50491611439827,11575.793,1252.7892,26751.57,28516.816,175.1468,1894.3741
29,01/02/2020 05:00:00,2020-01-02 00:00:00,87333,310.62,12539,32946,32956,210,920,0,7672,90,3.46134519681141,281.485492415918,279.803852327051,0,3.50491611439827,11021.641,1154.4136,24517.283,28564.639,180.08351,1758.1288
30,01/02/2020 06:00:00,2020-01-02 01:00:00,86904,312.36,10078,22691,28859,181,757,0,1792,564,3.46134519681141,281.485492415918,279.803852327051,0,3.50491611439827,10031.112,1104.7587,23346.03,28596.787,179.49669,1649.1746
31,01/02/2020 07:00:00,2020-01-02 02:00:00,86252,313.95,10100,23187,28862,184,711,0,1810,556,3.21434192167525,281.566201861098,280.411272929157,0,1.7987298165338,10368.839,943.6245,22773.21,28516.385,189.88278,1471.3365
32,01/02/2020 08:00:00,2020-01-02 03:00:00,87095,314.14,10144,22908,28909,187,729,0,1606,544,3.21434192167525,281.566201861098,280.411272929157,0,1.7987298165338,10499.239,999.07776,22763.754,28560.459,186.64946,1406.0607
33,01/02/2020 09:00:00,2020-01-02 04:00:00,86394,314.83,10252,23192,28990,188,766,0,1695,551,3.21434192167525,281.566201861098,280.411272929157,0,1.7987298165338,11049.266,1237.9731,23991.096,28552.822,189.22041,1276.4452
34,01/02/2020 10:00:00,2020-01-02 05:00:00,87523,322.63,10810,24853,29003,188,954,0,1653,561,3.18356908603786,281.769752218631,280.868700105439,0,3.36735278752909,11835.785,1964.7661,25667.164,28651.271,183.46042,1041.8019
35,01/02/2020 11:00:00,2020-01-02 06:00:00,91836,320.88,11720,26859,28983,186,4108,0,1592,559,3.18356908603786,281.769752218631,280.868700105439,0,3.36735278752909,12133.85,2752.0825,27371.752,28646.975,187.12614,1080.9143
36,01/02/2020 12:00:00,2020-01-02 07:00:00,98342,329.35,12969,29373,28999,184,5089,0,1857,558,3.18356908603786,281.769752218631,280.868700105439,0,3.36735278752909,12775.832,3208.3752,28588.656,28563.275,190.39124,932.5035
37,01/02/2020 13:00:00,2020-01-02 08:00:00,103770,343.68,13743,29768,29002,183,2910,20,1788,540,3.41229929281554,282.951829346692,281.74351145535,34.1341118369557,0.993238390218684,12742.211,2895.5566,29951.629,28679.486,185.19867,853.1454
38,01/02/2020 14:00:00,2020-01-02 09:00:00,103145,343.89,13279,28926,28977,181,2052,57,1535,554,3.41229929281554,282.951829346692,281.74351145535,34.1341118369557,0.993238390218684,13351.247,2312.7942,30159.805,28751.768,178.9141,942.1248
39,01/02/2020 15:00:00,2020-01-02 10:00:00,100842,343.27,12617,28757,28998,181,1186,93,1436,559,3.41229929281554,282.951829346692,281.74351145535,34.1341118369557,0.993238390218684,13222.035,1792.0197,29979.252,28597.004,174.8155,760.8231
40,01/02/2020 16:00:00,2020-01-02 11:00:00,98400,338.1,11974,28084,28975,181,1143,85,1416,562,3.40716788584337,284.243750578553,282.367788801104,92.4389788389118,1.79362589790156,12771.175,1471.2062,29321.148,28671.348,167.9364,884.97095
41,01/02/2020 17:00:00,2020-01-02 12:00:00,96232,333.76,11483,27398,28986,178,1133,70,1337,571,3.40716788584337,284.243750578553,282.367788801104,92.4389788389118,1.79362589790156,12396.824,1350.1194,29085.992,28591.555,171.88086,939.0557
42,01/02/2020 18:00:00,2020-01-02 13:00:00,94733,333.5,11349,27679,28972,177,1156,50,1343,576,3.40716788584337,284.243750578553,282.367788801104,92.4389788389118,1.79362589790156,12004.345,1382.303,28901.018,28609.387,172.0749,948.3007
43,01/02/2020 19:00:00,2020-01-02 14:00:00,93758,335.06,11403,28043,28984,174,1182,28,1217,559,3.06083224144529,284.073512415201,282.31507568019,117.840048911909,1.08127912934367,12681.211,1424.1396,29549.268,28635.13,179.57126,1179.4968
44,01/02/2020 20:00:00,2020-01-02 15:00:00,93300,340.29,11920,28475,28975,173,1305,24,916,553,3.06083224144529,284.073512415201,282.31507568019,117.840048911909,1.08127912934367,13434.388,1415.891,29996.963,28610.787,185.69049,1113.1104
45,01/02/2020 21:00:00,2020-01-02 16:00:00,93782,340.81,12117,28603,28963,175,1714,0,797,560,3.06083224144529,284.073512415201,282.31507568019,117.840048911909,1.08127912934367,12742.815,1698.9738,30874.182,28518.428,183.21637,1257.334
46,01/02/2020 22:00:00,2020-01-02 17:00:00,95306,346.98,13241,31539,28974,173,3311,0,742,561,3.01792391211554,283.061420075247,281.783671063021,64.6504756624767,2.46602591988988,13677.233,2467.7441,31800.527,28652.816,187.4458,1351.8069
47,01/02/2020 23:00:00,2020-01-02 18:00:00,100137,347.41,13654,31291,28961,174,3798,0,656,554,3.01792391211554,283.061420075247,281.783671063021,64.6504756624767,2.46602591988988,13865.777,3452.0874,32970.957,28666.54,191.9826,1589.6968
48,01/03/2020 00:00:00,2020-01-02 19:00:00,100818,350.12,13799,30707,28960,171,3012,0,726,543,3.01792391211554,283.061420075247,281.783671063021,64.6504756624767,2.46602591988988,12046.658,3219.7883,32504.48,28868.018,172.7413,1367.5645
49,01/03/2020 01:00:00,2020-01-02 20:00:00,99529,347.21,13273,29986,28964,173,2458,0,882,540,3.25722222648575,281.980733484837,280.854207897496,0,1.20114972445113,12442.27,2669.7021,31438.836,28891.172,171.23076,1388.2346
50,01/03/2020 02:00:00,2020-01-02 21:00:00,97196,341.76,12308,28441,28956,174,1549,0,953,559,3.25722222648575,281.980733484837,280.854207897496,0,1.20114972445113,11986.611,1846.395,30049.889,28878.117,171.55032,1382.7686
51,01/03/2020 03:00:00,2020-01-02 22:00:00,93410,339.32,12012,26871,28962,176,995,0,871,561,3.25722222648575,281.980733484837,280.854207897496,0,1.20114972445113,12256.405,1373.9515,28389.049,28904.555,184.35704,1631.8771
52,01/03/2020 04:00:00,2020-01-02 23:00:00,89798,327.2,10756,25174,28959,180,974,0,774,565,3.50432011617587,281.491844314617,280.386995536834,0,2.34348258748884,10388.307,1168.1201,26565.496,28875.816,177.61615,1771.5068
53,01/03/2020 05:00:00,2020-01-03 00:00:00,85868,313.68,10118,23025,28854,178,771,0,1758,563,3.50432011617587,281.491844314617,280.386995536834,0,2.34348258748884,9956.342,1162.0438,24651.893,28879.87,182.76295,1911.3973
54,01/03/2020 06:00:00,2020-01-03 01:00:00,82369,315.68,9576,23594,28965,182,852,0,575,564,3.50432011617587,281.491844314617,280.386995536834,0,2.34348258748884,9067.5205,1037.6927,24111.1,28914.156,182.30177,2164.031
55,01/03/2020 07:00:00,2020-01-03 02:00:00,80852,315.72,9551,23276,28978,182,815,0,367,564,3.7276778050142,280.845991190683,279.733656866536,0,0.886429522691453,9497.677,741.3921,24216.555,28871.404,192.33353,2402.3926
56,01/03/2020 08:00:00,2020-01-03 03:00:00,80443,315.27,9463,23180,28975,184,787,0,294,567,3.7276778050142,280.845991190683,279.733656866536,0,0.886429522691453,9031.832,677.0994,24843.031,28882.406,189.33823,2542.7107
57,01/03/2020 09:00:00,2020-01-03 04:00:00,80072,311.78,9234,22523,28988,189,856,0,266,632,3.7276778050142,280.845991190683,279.733656866536,0,0.886429522691453,10002.199,886.3514,26242.96,28948.686,191.75511,2642.4282
58,01/03/2020 10:00:00,2020-01-03 05:00:00,79493,316.8,9300,23976,28974,188,943,0,297,791,3.93665222422222,280.056881574091,278.846208765972,0,1.59905320271119,10493.486,1577.464,28063.514,28953.465,185.96286,2841.988
59,01/03/2020 11:00:00,2020-01-03 06:00:00,81709,320.16,10173,25344,28972,186,2512,0,336,856,3.93665222422222,280.056881574091,278.846208765972,0,1.59905320271119,11428.943,2440.5164,29715.188,28947.293,188.96661,3069.1594
60,01/03/2020 12:00:00,2020-01-03 07:00:00,86853,322.91,10718,27066,28958,184,3805,0,390,934,3.93665222422222,280.056881574091,278.846208765972,0,1.59905320271119,11837.264,3072.9204,30643.58,28875.73,192.61235,3220.9253
61,01/03/2020 13:00:00,2020-01-03 08:00:00,91337,327.45,11354,27406,28960,183,3927,0,399,931,4.73924473360047,280.183286162487,278.132698518364,43.668783665635,0.384746593324036,12112.289,2905.2712,31114.867,28976.445,187.49774,3532.5308
62,01/03/2020 14:00:00,2020-01-03 09:00:00,92654,335.67,11916,27892,28951,181,3154,3,367,936,4.73924473360047,280.183286162487,278.132698518364,43.668783665635,0.384746593324036,12618.661,2400.7944,31323.547,28964.922,181.35332,3591.9705
63,01/03/2020 15:00:00,2020-01-03 10:00:00,93137,338.47,12454,28662,28971,182,3747,10,297,939,4.73924473360047,280.183286162487,278.132698518364,43.668783665635,0.384746593324036,12579.305,1880.6686,30947.785,28911.016,176.79619,3824.834
64,01/03/2020 16:00:00,2020-01-03 11:00:00,94555,341.58,12403,28934,28964,184,2882,12,465,931,5.44526446868495,280.576700766195,277.246725768814,126.596310230073,0.874821325728544,11806.216,1531.2356,29954.459,28998.342,169.98364,4182.233
65,01/03/2020 17:00:00,2020-01-03 12:00:00,94893,351.57,12397,30233,28970,180,1245,5,370,938,5.44526446868495,280.576700766195,277.246725768814,126.596310230073,0.874821325728544,12165.444,1343.3035,29641.688,28919.322,173.7994,4290.4385
66,01/03/2020 18:00:00,2020-01-03 13:00:00,94872,352.28,12202,31018,28957,177,1266,6,250,933,5.44526446868495,280.576700766195,277.246725768814,126.596310230073,0.874821325728544,11934.214,1299.4178,29652.734,28909.854,174.11008,4457.422
67,01/03/2020 19:00:00,2020-01-03 14:00:00,94479,352.6,12046,31529,28961,176,1308,4,134,939,5.55544856916219,279.450790592613,275.853406198914,182.354433953823,0.650521705952225,11867.616,1361.7114,30369.25,28927.836,181.45221,4843.2656
68,01/03/2020 20:00:00,2020-01-03 15:00:00,93939,349.53,11790,31033,28968,175,1416,14,129,935,5.55544856916219,279.450790592613,275.853406198914,182.354433953823,0.650521705952225,12919.154,1492.487,30589.217,28954.002,187.66847,5051.451
69,01/03/2020 21:00:00,2020-01-03 16:00:00,93622,349.71,12030,31366,28963,174,1917,0,99,938,5.55544856916219,279.450790592613,275.853406198914,182.354433953823,0.650521705952225,12566.685,1910.5487,31676.555,28925.234,185.06363,5217.277
70,01/03/2020 22:00:00,2020-01-03 17:00:00,95067,345.96,12266,32102,28943,178,3492,0,101,936,5.2217833842365,277.281266624774,274.29284085752,102.207927383911,1.26540707135238,13055.539,2615.7395,32702.516,28971.957,189.53177,5402.41
71,01/03/2020 23:00:00,2020-01-03 18:00:00,97845,346.17,12492,31494,28938,174,3392,0,207,934,5.2217833842365,277.281266624774,274.29284085752,102.207927383911,1.26540707135238,13284.225,3431.0554,33155.83,28969.99,194.16676,5570.4556
72,01/04/2020 00:00:00,2020-01-03 19:00:00,97249,347.16,12370,30499,28952,175,2471,0,266,944,5.2217833842365,277.281266624774,274.29284085752,102.207927383911,1.26540707135238,9907.699,2510.0017,29274.52,28673.125,132.5799,2216.2266
73,01/04/2020 01:00:00,2020-01-03 20:00:00,95423,350.86,12716,29702,28948,173,1838,0,202,942,5.93918836114451,275.621685962417,272.592509300972,0,0.469103241421253,9717.762,1913.08,28400.367,28677.922,126.84834,2329.3447
74,01/04/2020 02:00:00,2020-01-03 21:00:00,93919,347.94,12372,27946,28943,177,1308,0,175,972,5.93918836114451,275.621685962417,272.592509300972,0,0.469103241421253,9573.295,1361.1886,27658.404,28660.936,127.00302,2667.7817
75,01/04/2020 03:00:00,2020-01-03 22:00:00,91338,341.17,11656,26797,28814,180,989,0,214,680,5.93918836114451,275.621685962417,272.592509300972,0,0.469103241421253,10544.105,1216.2628,26707.24,28684.219,136.13504,3025.9314
76,01/04/2020 04:00:00,2020-01-03 23:00:00,87566,333.95,11255,24968,28812,180,858,0,303,590,5.94865486136503,274.217572144958,271.109167641984,0,0.802743028375563,8423.963,1159.7982,25180.785,28653.277,130.85597,3516.319
77,01/04/2020 05:00:00,2020-01-04 00:00:00,83708,321.27,10269,23768,28981,183,861,0,603,565,5.94865486136503,274.217572144958,271.109167641984,0,0.802743028375563,8663.58,1137.1378,23323.76,28642.729,131.17337,3880.3335
78,01/04/2020 06:00:00,2020-01-04 01:00:00,79818,312.17,9588,21717,28848,184,812,0,424,588,5.94865486136503,274.217572144958,271.109167641984,0,0.802743028375563,8122.1553,969.1119,22599.979,28676.234,130.0433,4237.766
79,01/04/2020 07:00:00,2020-01-04 02:00:00,78215,306.92,9086,21559,28842,187,883,0,510,594,5.80973344197804,273.4714970458,270.206453605969,0,0.159572718889858,8680.563,674.1152,22727.188,28630.084,144.36467,4492.519
80,01/04/2020 08:00:00,2020-01-04 03:00:00,77124,302.71,8805,20928,28883,189,874,0,467,595,5.80973344197804,273.4714970458,270.206453605969,0,0.159572718889858,7834.052,723.7989,23288.752,28612.068,137.74834,4727.373
81,01/04/2020 09:00:00,2020-01-04 04:00:00,76173,300.68,8585,21040,28883,188,825,0,608,588,5.80973344197804,273.4714970458,270.206453605969,0,0.159572718889858,8554.124,1184.1664,23988,28710.031,141.31033,4872.4326
82,01/04/2020 10:00:00,2020-01-04 05:00:00,75958,301.29,8439,21698,28892,188,852,0,606,584,5.58688381141548,273.097774951021,269.73261223147,0,0.258606559577664,9270.263,1867.8229,25795.072,28732.28,136.23096,4915.1396
83,01/04/2020 11:00:00,2020-01-04 06:00:00,76898,300.95,8365,22397,28909,187,1246,0,598,577,5.58688381141548,273.097774951021,269.73261223147,0,0.258606559577664,10847.044,2434.0576,27215.588,28663.383,148.58502,5135.2065
84,01/04/2020 12:00:00,2020-01-04 07:00:00,78355,309.45,8761,24200,28925,185,1278,0,542,577,5.58688381141548,273.097774951021,269.73261223147,0,0.258606559577664,10721.6,2671.5598,28543.43,28645.516,145.61807,5157.081
85,01/04/2020 13:00:00,2020-01-04 08:00:00,81098,322.36,9884,25862,28944,183,1276,0,547,582,6.29930875707641,275.08226156381,270.04134111261,95.8677517575689,0.008200783961963,11697.395,2358.3853,28904.979,28697.215,140.91843,5184.1855
86,01/04/2020 14:00:00,2020-01-04 09:00:00,84040,325.35,9996,26843,28942,183,1303,2,570,582,6.29930875707641,275.08226156381,270.04134111261,95.8677517575689,0.008200783961963,11939.401,1964.3213,29526.36,28736.125,134.25584,5247.2676
87,01/04/2020 15:00:00,2020-01-04 10:00:00,86637,333.74,10913,27268,28947,181,1119,5,547,582,6.29930875707641,275.08226156381,270.04134111261,95.8677517575689,0.008200783961963,12577.197,1681.0519,29360.057,28622.396,134.93929,4994.4473
88,01/04/2020 16:00:00,2020-01-04 11:00:00,88538,332.29,11008,26821,28934,180,1073,11,824,571,6.66667949814814,278.182471194682,271.256807197404,244.834571704941,0.022085395177452,11147.922,1438.766,28245.49,28699.932,128.57776,5110.763
89,01/04/2020 17:00:00,2020-01-04 12:00:00,89185,330.11,10792,26370,28925,180,1003,8,833,584,6.66667949814814,278.182471194682,271.256807197404,244.834571704941,0.022085395177452,12392.829,1313.6951,27601.473,28643.678,133.02281,5034.055
90,01/04/2020 18:00:00,2020-01-04 13:00:00,88864,324.31,10048,26280,28912,178,1020,3,1014,695,6.66667949814814,278.182471194682,271.256807197404,244.834571704941,0.022085395177452,12024.485,1383.3003,27718.3,28657.871,131.96896,4882.615
91,01/04/2020 19:00:00,2020-01-04 14:00:00,88865,320.13,9551,26061,28916,177,1064,6,1137,839,6.04347991232083,278.815640891295,272.267803841167,327.210050456914,0.028701759497902,11281.672,1581.427,28442.443,28715.63,141.20561,5102.472
92,01/04/2020 20:00:00,2020-01-04 15:00:00,88211,319.4,9598,26119,28920,175,1250,4,1344,936,6.04347991232083,278.815640891295,272.267803841167,327.210050456914,0.028701759497902,12983.202,2017.4546,28512.75,28683.55,146.18355,4901.4253
93,01/04/2020 21:00:00,2020-01-04 16:00:00,88646,321.02,9858,26420,28928,175,1596,0,1264,962,6.04347991232083,278.815640891295,272.267803841167,327.210050456914,0.028701759497902,12700.251,2686.193,29907.922,28654.998,146.10745,5049.315
94,01/04/2020 22:00:00,2020-01-04 17:00:00,90459,321.57,10738,27106,28939,174,3272,0,1297,952,4.86610495008274,276.417690169226,272.263165383664,180.123435931463,0.09212902235535,12407.667,3202.7686,30856.81,28728.822,147.8529,4943.7925
95,01/04/2020 23:00:00,2020-01-04 18:00:00,94184,328.93,11369,27779,28907,172,3008,0,1211,946,4.86610495008274,276.417690169226,272.263165383664,180.123435931463,0.09212902235535,12676.198,3347.8813,30971.484,28719.273,149.60948,4968.2744
96,01/05/2020 00:00:00,2020-01-04 19:00:00,94924,324.94,11166,27223,28897,172,3300,0,1255,942,4.86610495008274,276.417690169226,272.263165383664,180.123435931463,0.09212902235535,10453.386,2524.3623,29565.33,28798.357,133.20853,2110.5288
97,01/05/2020 01:00:00,2020-01-04 20:00:00,94450,328.15,11040,27198,28931,171,2003,0,1520,943,4.4912745538251,276.280146127039,272.707819796098,0,0.112855915630542,10012.597,1985.7323,28841.31,28801.818,127.55886,2178.3774
98,01/05/2020 02:00:00,2020-01-04 21:00:00,93429,332.65,11192,27104,28929,173,1110,0,1509,898,4.4912745538251,276.280146127039,272.707819796098,0,0.112855915630542,10079.312,1411.9003,27984.482,28789.334,127.67067,2332.673
99,01/05/2020 03:00:00,2020-01-04 22:00:00,91695,333.77,11052,26960,28925,177,804,0,1284,898,4.4912745538251,276.280146127039,272.707819796098,0,0.112855915630542,10595.239,1212.7898,27057.56,28802.46,136.8653,2501.0193
100,01/05/2020 04:00:00,2020-01-04 23:00:00,89234,323.31,10132,25614,28932,179,770,0,1231,693,4.55679851573564,275.840030670658,272.709952495447,0,0.214825789450907,8771.169,1128.6091,25473.365,28779.824,131.53554,2810.5498
101,01/05/2020 05:00:00,2020-01-05 00:00:00,85790,320.13,10049,23293,28829,180,874,0,401,596,4.55679851573564,275.840030670658,272.709952495447,0,0.214825789450907,8848.582,1114.1708,24112.104,28768.258,131.95883,2997.5742
102,01/05/2020 06:00:00,2020-01-05 01:00:00,83915,321,9771,25470,28950,182,646,0,1013,558,4.55679851573564,275.840030670658,272.709952495447,0,0.214825789450907,8444.791,954.5,23617.344,28792.787,130.76672,3124.4526
103,01/05/2020 07:00:00,2020-01-05 02:00:00,83504,319.38,9491,25470,28943,186,664,0,899,556,4.47800106526883,275.232980029661,272.265517059775,0,0.047508222317498,8667.028,643.12,23862.152,28748.166,145.12727,3226.578
104,01/05/2020 08:00:00,2020-01-05 03:00:00,82963,321.84,9737,25904,28944,186,674,0,977,542,4.47800106526883,275.232980029661,272.265517059775,0,0.047508222317498,7965.1235,640.5771,24633.082,28734.115,138.5264,3343.49
105,01/05/2020 09:00:00,2020-01-05 04:00:00,83342,318.91,9574,25335,28938,188,658,0,1049,536,4.47800106526883,275.232980029661,272.265517059775,0,0.047508222317498,8758.627,1028.2491,25692.879,28830.191,142.1461,3338.992
106,01/05/2020 10:00:00,2020-01-05 05:00:00,83822,320,9558,25700,28954,188,714,0,942,554,4.05112598051628,274.58962947578,271.704893264878,0,0.105905002764784,9467.853,1675.7948,27189.111,28846.518,137.05208,3271.0925
107,01/05/2020 11:00:00,2020-01-05 06:00:00,84792,319.12,9768,25264,28954,187,1009,0,931,539,4.05112598051628,274.58962947578,271.704893264878,0,0.105905002764784,11001.223,2278.884,28891.238,28778.76,149.40388,3325.796
108,01/05/2020 12:00:00,2020-01-05 07:00:00,86419,324.77,10273,26361,28970,185,1032,0,1065,539,4.05112598051628,274.58962947578,271.704893264878,0,0.105905002764784,10946.572,2616.8958,29760.154,28769.275,146.50806,3237.1765
109,01/05/2020 13:00:00,2020-01-05 08:00:00,89695,323.55,10306,26313,28962,184,1128,10,1259,534,4.42733387116761,276.674981190004,271.671347283409,95.1520224896204,0.018585110706698,11913.939,2384.8203,29992.656,28816.107,141.72307,3218.957
110,01/05/2020 14:00:00,2020-01-05 09:00:00,91511,317.99,9924,26013,28970,184,1225,52,1558,523,4.42733387116761,276.674981190004,271.671347283409,95.1520224896204,0.018585110706698,12343.029,2007.9231,30557.26,28844.934,134.97836,3180.2756
111,01/05/2020 15:00:00,2020-01-05 10:00:00,92548,319.33,9852,26165,28956,182,943,55,1516,530,4.42733387116761,276.674981190004,271.671347283409,95.1520224896204,0.018585110706698,12633.411,1701.3036,29889.355,28735.13,135.73009,2943.1682
