,UTC time,Local time,net_generation,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_wind_production_forecast
16,01/01/2020 16:00:00,2020-01-01 11:00:00,85157,314.5,11851,33401,33039,211,1236,911,4444,64,5.20024644075186,281.898345403,276.461217226686,168.455015095108,1.18586854693873,5250.734
17,01/01/2020 17:00:00,2020-01-01 12:00:00,85395,311.96,11567,33571,33018,212,1108,974,4878,67,5.20024644075186,281.898345403,276.461217226686,168.455015095108,1.18586854693873,5131.051
18,01/01/2020 18:00:00,2020-01-01 13:00:00,84890,305.19,11488,32173,33079,211,1089,984,5788,78,5.20024644075186,281.898345403,276.461217226686,168.455015095108,1.18586854693873,4976.7886
19,01/01/2020 19:00:00,2020-01-01 14:00:00,83854,299.92,11224,31053,33087,213,1138,924,6132,82,4.25232929671947,281.577937725098,277.856291955161,154.744935208079,1.28454722011312,5125.963
20,01/01/2020 20:00:00,2020-01-01 15:00:00,83731,299.27,11216,30889,33062,210,1125,866,6281,81,4.25232929671947,281.577937725098,277.856291955161,154.744935208079,1.28454722011312,4947.548
21,01/01/2020 21:00:00,2020-01-01 16:00:00,83603,300.53,11213,31060,33060,209,1179,573,6229,79,4.25232929671947,281.577937725098,277.856291955161,154.744935208079,1.28454722011312,4970.1724
22,01/01/2020 22:00:00,2020-01-01 17:00:00,85277,301.74,11165,32377,33076,207,1882,128,6357,85,3.81385023217661,280.965538174992,278.433693829903,81.4683167156877,2.83615551562302,4881.1294
23,01/01/2020 23:00:00,2020-01-01 18:00:00,92558,312.93,12344,36930,33074,208,3361,0,6553,89,3.81385023217661,280.965538174992,278.433693829903,81.4683167156877,2.83615551562302,4966.0576
24,01/02/2020 00:00:00,2020-01-01 19:00:00,95069,315.28,12940,37956,33067,210,3863,0,6945,89,3.81385023217661,280.965538174992,278.433693829903,81.4683167156877,2.83615551562302,1947.5417
25,01/02/2020 01:00:00,2020-01-01 20:00:00,95064,318.17,13023,38412,33061,206,3136,0,7138,88,3.72649163284637,281.349225295311,279.110487208933,0,1.69354605744888,1891.6748
26,01/02/2020 02:00:00,2020-01-01 21:00:00,95416,324.77,14049,38237,33071,209,2238,0,7524,90,3.72649163284637,281.349225295311,279.110487208933,0,1.69354605744888,1850.2241
27,01/02/2020 03:00:00,2020-01-01 22:00:00,93599,322.3,13676,37216,33068,207,1662,0,7683,87,3.72649163284637,281.349225295311,279.110487208933,0,1.69354605744888,1734.239
28,01/02/2020 04:00:00,2020-01-01 23:00:00,89985,315.9,13047,34738,33062,209,1146,0,7696,88,3.46134519681141,281.485492415918,279.803852327051,0,3.50491611439827,1894.3741
29,01/02/2020 05:00:00,2020-01-02 00:00:00,87333,310.62,12539,32946,32956,210,920,0,7672,90,3.46134519681141,281.485492415918,279.803852327051,0,3.50491611439827,1758.1288
30,01/02/2020 06:00:00,2020-01-02 01:00:00,86904,312.36,10078,22691,28859,181,757,0,1792,564,3.46134519681141,281.485492415918,279.803852327051,0,3.50491611439827,1649.1746
31,01/02/2020 07:00:00,2020-01-02 02:00:00,86252,313.95,10100,23187,28862,184,711,0,1810,556,3.21434192167525,281.566201861098,280.411272929157,0,1.7987298165338,1471.3365
32,01/02/2020 08:00:00,2020-01-02 03:00:00,87095,314.14,10144,22908,28909,187,729,0,1606,544,3.21434192167525,281.566201861098,280.411272929157,0,1.7987298165338,1406.0607
33,01/02/2020 09:00:00,2020-01-02 04:00:00,86394,314.83,10252,23192,28990,188,766,0,1695,551,3.21434192167525,281.566201861098,280.411272929157,0,1.7987298165338,1276.4452
34,01/02/2020 10:00:00,2020-01-02 05:00:00,87523,322.63,10810,24853,29003,188,954,0,1653,561,3.18356908603786,281.769752218631,280.868700105439,0,3.36735278752909,1041.8019
35,01/02/2020 11:00:00,2020-01-02 06:00:00,91836,320.88,11720,26859,28983,186,4108,0,1592,559,3.18356908603786,281.769752218631,280.868700105439,0,3.36735278752909,1080.9143
36,01/02/2020 12:00:00,2020-01-02 07:00:00,98342,329.35,12969,29373,28999,184,5089,0,1857,558,3.18356908603786,281.769752218631,280.868700105439,0,3.36735278752909,932.5035
37,01/02/2020 13:00:00,2020-01-02 08:00:00,103770,343.68,13743,29768,29002,183,2910,20,1788,540,3.41229929281554,282.951829346692,281.74351145535,34.1341118369557,0.993238390218684,853.1454
38,01/02/2020 14:00:00,2020-01-02 09:00:00,103145,343.89,13279,28926,28977,181,2052,57,1535,554,3.41229929281554,282.951829346692,281.74351145535,34.1341118369557,0.993238390218684,942.1248
39,01/02/2020 15:00:00,2020-01-02 10:00:00,100842,343.27,12617,28757,28998,181,1186,93,1436,559,3.41229929281554,282.951829346692,281.74351145535,34.1341118369557,0.993238390218684,760.8231
40,01/02/2020 16:00:00,2020-01-02 11:00:00,98400,338.1,11974,28084,28975,181,1143,85,1416,562,3.40716788584337,284.243750578553,282.367788801104,92.4389788389118,1.79362589790156,884.97095
41,01/02/2020 17:00:00,2020-01-02 12:00:00,96232,333.76,11483,27398,28986,178,1133,70,1337,571,3.40716788584337,284.243750578553,282.367788801104,92.4389788389118,1.79362589790156,939.0557
42,01/02/2020 18:00:00,2020-01-02 13:00:00,94733,333.5,11349,27679,28972,177,1156,50,1343,576,3.40716788584337,284.243750578553,282.367788801104,92.4389788389118,1.79362589790156,948.3007
43,01/02/2020 19:00:00,2020-01-02 14:00:00,93758,335.06,11403,28043,28984,174,1182,28,1217,559,3.06083224144529,284.073512415201,282.31507568019,117.840048911909,1.08127912934367,1179.4968
44,01/02/2020 20:00:00,2020-01-02 15:00:00,93300,340.29,11920,28475,28975,173,1305,24,916,553,3.06083224144529,284.073512415201,282.31507568019,117.840048911909,1.08127912934367,1113.1104
45,01/02/2020 21:00:00,2020-01-02 16:00:00,93782,340.81,12117,28603,28963,175,1714,0,797,560,3.06083224144529,284.073512415201,282.31507568019,117.840048911909,1.08127912934367,1257.334
46,01/02/2020 22:00:00,2020-01-02 17:00:00,95306,346.98,13241,31539,28974,173,3311,0,742,561,3.01792391211554,283.061420075247,281.783671063021,64.6504756624767,2.46602591988988,1351.8069
47,01/02/2020 23:00:00,2020-01-02 18:00:00,100137,347.41,13654,31291,28961,174,3798,0,656,554,3.01792391211554,283.061420075247,281.783671063021,64.6504756624767,2.46602591988988,1589.6968
48,01/03/2020 00:00:00,2020-01-02 19:00:00,100818,350.12,13799,30707,28960,171,3012,0,726,543,3.01792391211554,283.061420075247,281.783671063021,64.6504756624767,2.46602591988988,1367.5645
49,01/03/2020 01:00:00,2020-01-02 20:00:00,99529,347.21,13273,29986,28964,173,2458,0,882,540,3.25722222648575,281.980733484837,280.854207897496,0,1.20114972445113,1388.2346
50,01/03/2020 02:00:00,2020-01-02 21:00:00,97196,341.76,12308,28441,28956,174,1549,0,953,559,3.25722222648575,281.980733484837,280.854207897496,0,1.20114972445113,1382.7686
51,01/03/2020 03:00:00,2020-01-02 22:00:00,93410,339.32,12012,26871,28962,176,995,0,871,561,3.25722222648575,281.980733484837,280.854207897496,0,1.20114972445113,1631.8771
52,01/03/2020 04:00:00,2020-01-02 23:00:00,89798,327.2,10756,25174,28959,180,974,0,774,565,3.50432011617587,281.491844314617,280.386995536834,0,2.34348258748884,1771.5068
53,01/03/2020 05:00:00,2020-01-03 00:00:00,85868,313.68,10118,23025,28854,178,771,0,1758,563,3.50432011617587,281.491844314617,280.386995536834,0,2.34348258748884,1911.3973
54,01/03/2020 06:00:00,2020-01-03 01:00:00,82369,315.68,9576,23594,28965,182,852,0,575,564,3.50432011617587,281.491844314617,280.386995536834,0,2.34348258748884,2164.031
55,01/03/2020 07:00:00,2020-01-03 02:00:00,80852,315.72,9551,23276,28978,182,815,0,367,564,3.7276778050142,280.845991190683,279.733656866536,0,0.886429522691453,2402.3926
56,01/03/2020 08:00:00,2020-01-03 03:00:00,80443,315.27,9463,23180,28975,184,787,0,294,567,3.7276778050142,280.845991190683,279.733656866536,0,0.886429522691453,2542.7107
57,01/03/2020 09:00:00,2020-01-03 04:00:00,80072,311.78,9234,22523,28988,189,856,0,266,632,3.7276778050142,280.845991190683,279.733656866536,0,0.886429522691453,2642.4282
58,01/03/2020 10:00:00,2020-01-03 05:00:00,79493,316.8,9300,23976,28974,188,943,0,297,791,3.93665222422222,280.056881574091,278.846208765972,0,1.59905320271119,2841.988
59,01/03/2020 11:00:00,2020-01-03 06:00:00,81709,320.16,10173,25344,28972,186,2512,0,336,856,3.93665222422222,280.056881574091,278.846208765972,0,1.59905320271119,3069.1594
60,01/03/2020 12:00:00,2020-01-03 07:00:00,86853,322.91,10718,27066,28958,184,3805,0,390,934,3.93665222422222,280.056881574091,278.846208765972,0,1.59905320271119,3220.9253
61,01/03/2020 13:00:00,2020-01-03 08:00:00,91337,327.45,11354,27406,28960,183,3927,0,399,931,4.73924473360047,280.183286162487,278.132698518364,43.668783665635,0.384746593324036,3532.5308
62,01/03/2020 14:00:00,2020-01-03 09:00:00,92654,335.67,11916,27892,28951,181,3154,3,367,936,4.73924473360047,280.183286162487,278.132698518364,43.668783665635,0.384746593324036,3591.9705
63,01/03/2020 15:00:00,2020-01-03 10:00:00,93137,338.47,12454,28662,28971,182,3747,10,297,939,4.73924473360047,280.183286162487,278.132698518364,43.668783665635,0.384746593324036,3824.834
64,01/03/2020 16:00:00,2020-01-03 11:00:00,94555,341.58,12403,28934,28964,184,2882,12,465,931,5.44526446868495,280.576700766195,277.246725768814,126.596310230073,0.874821325728544,4182.233
65,01/03/2020 17:00:00,2020-01-03 12:00:00,94893,351.57,12397,30233,28970,180,1245,5,370,938,5.44526446868495,280.576700766195,277.246725768814,126.596310230073,0.874821325728544,4290.4385
66,01/03/2020 18:00:00,2020-01-03 13:00:00,94872,352.28,12202,31018,28957,177,1266,6,250,933,5.44526446868495,280.576700766195,277.246725768814,126.596310230073,0.874821325728544,4457.422
67,01/03/2020 19:00:00,2020-01-03 14:00:00,94479,352.6,12046,31529,28961,176,1308,4,134,939,5.55544856916219,279.450790592613,275.853406198914,182.354433953823,0.650521705952225,4843.2656
68,01/03/2020 20:00:00,2020-01-03 15:00:00,93939,349.53,11790,31033,28968,175,1416,14,129,935,5.55544856916219,279.450790592613,275.853406198914,182.354433953823,0.650521705952225,5051.451
69,01/03/2020 21:00:00,2020-01-03 16:00:00,93622,349.71,12030,31366,28963,174,1917,0,99,938,5.55544856916219,279.450790592613,275.853406198914,182.354433953823,0.650521705952225,5217.277
70,01/03/2020 22:00:00,2020-01-03 17:00:00,95067,345.96,12266,32102,28943,178,3492,0,101,936,5.2217833842365,277.281266624774,274.29284085752,102.207927383911,1.26540707135238,5402.41
71,01/03/2020 23:00:00,2020-01-03 18:00:00,97845,346.17,12492,31494,28938,174,3392,0,207,934,5.2217833842365,277.281266624774,274.29284085752,102.207927383911,1.26540707135238,5570.4556
72,01/04/2020 00:00:00,2020-01-03 19:00:00,97249,347.16,12370,30499,28952,175,2471,0,266,944,5.2217833842365,277.281266624774,274.29284085752,102.207927383911,1.26540707135238,2216.2266
73,01/04/2020 01:00:00,2020-01-03 20:00:00,95423,350.86,12716,29702,28948,173,1838,0,202,942,5.93918836114451,275.621685962417,272.592509300972,0,0.469103241421253,2329.3447
74,01/04/2020 02:00:00,2020-01-03 21:00:00,93919,347.94,12372,27946,28943,177,1308,0,175,972,5.93918836114451,275.621685962417,272.592509300972,0,0.469103241421253,2667.7817
75,01/04/2020 03:00:00,2020-01-03 22:00:00,91338,341.17,11656,26797,28814,180,989,0,214,680,5.93918836114451,275.621685962417,272.592509300972,0,0.469103241421253,3025.9314
76,01/04/2020 04:00:00,2020-01-03 23:00:00,87566,333.95,11255,24968,28812,180,858,0,303,590,5.94865486136503,274.217572144958,271.109167641984,0,0.802743028375563,3516.319
77,01/04/2020 05:00:00,2020-01-04 00:00:00,83708,321.27,10269,23768,28981,183,861,0,603,565,5.94865486136503,274.217572144958,271.109167641984,0,0.802743028375563,3880.3335
78,01/04/2020 06:00:00,2020-01-04 01:00:00,79818,312.17,9588,21717,28848,184,812,0,424,588,5.94865486136503,274.217572144958,271.109167641984,0,0.802743028375563,4237.766
79,01/04/2020 07:00:00,2020-01-04 02:00:00,78215,306.92,9086,21559,28842,187,883,0,510,594,5.80973344197804,273.4714970458,270.206453605969,0,0.159572718889858,4492.519
80,01/04/2020 08:00:00,2020-01-04 03:00:00,77124,302.71,8805,20928,28883,189,874,0,467,595,5.80973344197804,273.4714970458,270.206453605969,0,0.159572718889858,4727.373
81,01/04/2020 09:00:00,2020-01-04 04:00:00,76173,300.68,8585,21040,28883,188,825,0,608,588,5.80973344197804,273.4714970458,270.206453605969,0,0.159572718889858,4872.4326
82,01/04/2020 10:00:00,2020-01-04 05:00:00,75958,301.29,8439,21698,28892,188,852,0,606,584,5.58688381141548,273.097774951021,269.73261223147,0,0.258606559577664,4915.1396
83,01/04/2020 11:00:00,2020-01-04 06:00:00,76898,300.95,8365,22397,28909,187,1246,0,598,577,5.58688381141548,273.097774951021,269.73261223147,0,0.258606559577664,5135.2065
84,01/04/2020 12:00:00,2020-01-04 07:00:00,78355,309.45,8761,24200,28925,185,1278,0,542,577,5.58688381141548,273.097774951021,269.73261223147,0,0.258606559577664,5157.081
85,01/04/2020 13:00:00,2020-01-04 08:00:00,81098,322.36,9884,25862,28944,183,1276,0,547,582,6.29930875707641,275.08226156381,270.04134111261,95.8677517575689,0.008200783961963,5184.1855
86,01/04/2020 14:00:00,2020-01-04 09:00:00,84040,325.35,9996,26843,28942,183,1303,2,570,582,6.29930875707641,275.08226156381,270.04134111261,95.8677517575689,0.008200783961963,5247.2676
87,01/04/2020 15:00:00,2020-01-04 10:00:00,86637,333.74,10913,27268,28947,181,1119,5,547,582,6.29930875707641,275.08226156381,270.04134111261,95.8677517575689,0.008200783961963,4994.4473
88,01/04/2020 16:00:00,2020-01-04 11:00:00,88538,332.29,11008,26821,28934,180,1073,11,824,571,6.66667949814814,278.182471194682,271.256807197404,244.834571704941,0.022085395177452,5110.763
89,01/04/2020 17:00:00,2020-01-04 12:00:00,89185,330.11,10792,26370,28925,180,1003,8,833,584,6.66667949814814,278.182471194682,271.256807197404,244.834571704941,0.022085395177452,5034.055
90,01/04/2020 18:00:00,2020-01-04 13:00:00,88864,324.31,10048,26280,28912,178,1020,3,1014,695,6.66667949814814,278.182471194682,271.256807197404,244.834571704941,0.022085395177452,4882.615
91,01/04/2020 19:00:00,2020-01-04 14:00:00,88865,320.13,9551,26061,28916,177,1064,6,1137,839,6.04347991232083,278.815640891295,272.267803841167,327.210050456914,0.028701759497902,5102.472
92,01/04/2020 20:00:00,2020-01-04 15:00:00,88211,319.4,9598,26119,28920,175,1250,4,1344,936,6.04347991232083,278.815640891295,272.267803841167,327.210050456914,0.028701759497902,4901.4253
93,01/04/2020 21:00:00,2020-01-04 16:00:00,88646,321.02,9858,26420,28928,175,1596,0,1264,962,6.04347991232083,278.815640891295,272.267803841167,327.210050456914,0.028701759497902,5049.315
94,01/04/2020 22:00:00,2020-01-04 17:00:00,90459,321.57,10738,27106,28939,174,3272,0,1297,952,4.86610495008274,276.417690169226,272.263165383664,180.123435931463,0.09212902235535,4943.7925
95,01/04/2020 23:00:00,2020-01-04 18:00:00,94184,328.93,11369,27779,28907,172,3008,0,1211,946,4.86610495008274,276.417690169226,272.263165383664,180.123435931463,0.09212902235535,4968.2744
96,01/05/2020 00:00:00,2020-01-04 19:00:00,94924,324.94,11166,27223,28897,172,3300,0,1255,942,4.86610495008274,276.417690169226,272.263165383664,180.123435931463,0.09212902235535,2110.5288
97,01/05/2020 01:00:00,2020-01-04 20:00:00,94450,328.15,11040,27198,28931,171,2003,0,1520,943,4.4912745538251,276.280146127039,272.707819796098,0,0.112855915630542,2178.3774
98,01/05/2020 02:00:00,2020-01-04 21:00:00,93429,332.65,11192,27104,28929,173,1110,0,1509,898,4.4912745538251,276.280146127039,272.707819796098,0,0.112855915630542,2332.673
99,01/05/2020 03:00:00,2020-01-04 22:00:00,91695,333.77,11052,26960,28925,177,804,0,1284,898,4.4912745538251,276.280146127039,272.707819796098,0,0.112855915630542,2501.0193
100,01/05/2020 04:00:00,2020-01-04 23:00:00,89234,323.31,10132,25614,28932,179,770,0,1231,693,4.55679851573564,275.840030670658,272.709952495447,0,0.214825789450907,2810.5498
101,01/05/2020 05:00:00,2020-01-05 00:00:00,85790,320.13,10049,23293,28829,180,874,0,401,596,4.55679851573564,275.840030670658,272.709952495447,0,0.214825789450907,2997.5742
102,01/05/2020 06:00:00,2020-01-05 01:00:00,83915,321,9771,25470,28950,182,646,0,1013,558,4.55679851573564,275.840030670658,272.709952495447,0,0.214825789450907,3124.4526
103,01/05/2020 07:00:00,2020-01-05 02:00:00,83504,319.38,9491,25470,28943,186,664,0,899,556,4.47800106526883,275.232980029661,272.265517059775,0,0.047508222317498,3226.578
104,01/05/2020 08:00:00,2020-01-05 03:00:00,82963,321.84,9737,25904,28944,186,674,0,977,542,4.47800106526883,275.232980029661,272.265517059775,0,0.047508222317498,3343.49
105,01/05/2020 09:00:00,2020-01-05 04:00:00,83342,318.91,9574,25335,28938,188,658,0,1049,536,4.47800106526883,275.232980029661,272.265517059775,0,0.047508222317498,3338.992
106,01/05/2020 10:00:00,2020-01-05 05:00:00,83822,320,9558,25700,28954,188,714,0,942,554,4.05112598051628,274.58962947578,271.704893264878,0,0.105905002764784,3271.0925
107,01/05/2020 11:00:00,2020-01-05 06:00:00,84792,319.12,9768,25264,28954,187,1009,0,931,539,4.05112598051628,274.58962947578,271.704893264878,0,0.105905002764784,3325.796
108,01/05/2020 12:00:00,2020-01-05 07:00:00,86419,324.77,10273,26361,28970,185,1032,0,1065,539,4.05112598051628,274.58962947578,271.704893264878,0,0.105905002764784,3237.1765
109,01/05/2020 13:00:00,2020-01-05 08:00:00,89695,323.55,10306,26313,28962,184,1128,10,1259,534,4.42733387116761,276.674981190004,271.671347283409,95.1520224896204,0.018585110706698,3218.957
110,01/05/2020 14:00:00,2020-01-05 09:00:00,91511,317.99,9924,26013,28970,184,1225,52,1558,523,4.42733387116761,276.674981190004,271.671347283409,95.1520224896204,0.018585110706698,3180.2756
111,01/05/2020 15:00:00,2020-01-05 10:00:00,92548,319.33,9852,26165,28956,182,943,55,1516,530,4.42733387116761,276.674981190004,271.671347283409,95.1520224896204,0.018585110706698,2943.1682
112,01/05/2020 16:00:00,2020-01-05 11:00:00,92702,318.63,9743,26362,28960,182,859,68,1652,516,4.24130138653447,279.586890036424,271.314319178467,251.663306568701,0.03156847642616,2966.5247
113,01/05/2020 17:00:00,2020-01-05 12:00:00,92836,315.77,9719,25677,29073,180,804,53,1818,521,4.24130138653447,279.586890036424,271.314319178467,251.663306568701,0.03156847642616,2853.6465
114,01/05/2020 18:00:00,2020-01-05 13:00:00,92106,313.68,9394,25564,28947,178,1059,60,1705,642,4.24130138653447,279.586890036424,271.314319178467,251.663306568701,0.03156847642616,2715.1484
115,01/05/2020 19:00:00,2020-01-05 14:00:00,91461,314.62,9520,25038,28959,177,1044,32,1596,775,3.51821365701899,279.60037245932,271.458929471056,345.420069319647,0.000369427727578,2780.0708
116,01/05/2020 20:00:00,2020-01-05 15:00:00,90840,315.36,9724,24542,29077,174,1052,19,1423,817,3.51821365701899,279.60037245932,271.458929471056,345.420069319647,0.000369427727578,2604.8564
117,01/05/2020 21:00:00,2020-01-05 16:00:00,90426,317.61,9957,25223,29056,176,1601,3,1302,892,3.51821365701899,279.60037245932,271.458929471056,345.420069319647,0.000369427727578,2647.917
118,01/05/2020 22:00:00,2020-01-05 17:00:00,93236,323.25,11040,26854,29051,174,3127,0,1234,914,2.98474401823489,276.335440052125,271.004573401273,189.181262744404,0.000369427727578,2590.126
119,01/05/2020 23:00:00,2020-01-05 18:00:00,98602,340.59,12783,28719,29176,173,2715,0,1062,900,2.98474401823489,276.335440052125,271.004573401273,189.181262744404,0.000369427727578,2603.4136
120,01/06/2020 00:00:00,2020-01-05 19:00:00,101583,339.15,12773,28214,29255,169,2458,0,1321,910,2.98474401823489,276.335440052125,271.004573401273,189.181262744404,0.000369427727578,753.43604
121,01/06/2020 01:00:00,2020-01-05 20:00:00,101432,347.59,13565,28279,29345,170,1624,0,1300,919,2.79198647874303,276.407979864031,271.179268402384,0,0.019263447182111,679.7335
122,01/06/2020 02:00:00,2020-01-05 21:00:00,100637,340.67,12658,26697,29457,173,1094,0,1224,901,2.79198647874303,276.407979864031,271.179268402384,0,0.019263447182111,668.2815
123,01/06/2020 03:00:00,2020-01-05 22:00:00,97861,336.36,12274,25566,29490,176,774,0,1340,891,2.79198647874303,276.407979864031,271.179268402384,0,0.019263447182111,732.5885
124,01/06/2020 04:00:00,2020-01-05 23:00:00,94324,323.97,11244,24717,29587,176,815,0,1483,533,2.50202096118235,275.801507514856,270.956813234735,0,0.133485611872171,920.44214
125,01/06/2020 05:00:00,2020-01-06 00:00:00,90017,319.99,9695,25559,28940,180,686,0,1128,560,2.50202096118235,275.801507514856,270.956813234735,0,0.133485611872171,954.2527
126,01/06/2020 06:00:00,2020-01-06 01:00:00,88328,319.13,11009,23438,29728,180,616,0,1464,485,2.50202096118235,275.801507514856,270.956813234735,0,0.133485611872171,1123.4353
127,01/06/2020 07:00:00,2020-01-06 02:00:00,87470,319.53,11013,23445,29734,182,636,0,1355,478,2.33433026347905,275.306101142099,270.777546000248,0,0.249121284773831,1232.9489
128,01/06/2020 08:00:00,2020-01-06 03:00:00,86795,320.04,11089,23621,29794,186,656,0,1389,477,2.33433026347905,275.306101142099,270.777546000248,0,0.249121284773831,1328.9618
129,01/06/2020 09:00:00,2020-01-06 04:00:00,86576,321.37,11094,23732,29819,188,654,0,1296,598,2.33433026347905,275.306101142099,270.777546000248,0,0.249121284773831,1539.1941
130,01/06/2020 10:00:00,2020-01-06 05:00:00,87467,325.36,11310,25355,29862,188,1029,0,1381,726,2.59284593437807,275.043448273645,270.928753156423,0,0.595242476159332,1728.5596
131,01/06/2020 11:00:00,2020-01-06 06:00:00,92447,342.19,13339,28624,29884,188,2302,0,1115,858,2.59284593437807,275.043448273645,270.928753156423,0,0.595242476159332,2064.9058
132,01/06/2020 12:00:00,2020-01-06 07:00:00,100317,342.06,14546,29965,29903,187,4767,0,1036,799,2.59284593437807,275.043448273645,270.928753156423,0,0.595242476159332,2275.6304
133,01/06/2020 13:00:00,2020-01-06 08:00:00,105843,356.37,15857,30698,29915,186,3417,11,1033,842,3.92440104731367,276.979878750958,272.045962639833,72.2774720802151,0.448222439641894,2684.2495
134,01/06/2020 14:00:00,2020-01-06 09:00:00,106888,362.05,15883,29477,29904,185,1719,19,947,855,3.92440104731367,276.979878750958,272.045962639833,72.2774720802151,0.448222439641894,2930.1965
135,01/06/2020 15:00:00,2020-01-06 10:00:00,103947,359.98,15084,28920,29916,185,957,76,818,848,3.92440104731367,276.979878750958,272.045962639833,72.2774720802151,0.448222439641894,3235.5972
136,01/06/2020 16:00:00,2020-01-06 11:00:00,101125,349.02,13757,27428,29900,182,898,98,878,840,5.17912134605765,279.15841738423,272.954445751777,195.950955866308,0.921323756271384,3823.7878
137,01/06/2020 17:00:00,2020-01-06 12:00:00,97026,344.77,13194,27032,29902,180,880,65,869,821,5.17912134605765,279.15841738423,272.954445751777,195.950955866308,0.921323756271384,4020.017
138,01/06/2020 18:00:00,2020-01-06 13:00:00,95009,340.6,12664,26688,29883,179,882,62,863,801,5.17912134605765,279.15841738423,272.954445751777,195.950955866308,0.921323756271384,4326.402
139,01/06/2020 19:00:00,2020-01-06 14:00:00,93584,338.96,12646,26349,29850,178,1091,83,818,770,5.61789973494813,278.921531916538,273.099144734025,275.507896315647,0.593364946660619,4841.3774
140,01/06/2020 20:00:00,2020-01-06 15:00:00,92789,339.55,12585,26820,29864,176,1193,40,755,783,5.61789973494813,278.921531916538,273.099144734025,275.507896315647,0.593364946660619,5113.1265
141,01/06/2020 21:00:00,2020-01-06 16:00:00,92849,339.94,12558,26630,29871,176,1185,6,660,860,5.61789973494813,278.921531916538,273.099144734025,275.507896315647,0.593364946660619,5423.3086
142,01/06/2020 22:00:00,2020-01-06 17:00:00,93138,335.66,13091,28406,29891,175,3859,0,680,873,5.11837174719812,275.968352975551,272.257679940475,154.263355170902,1.10619322163209,5702.4575
