UTC time,avg_coal_production_forecast,avg_biomass_production_forecast,avg_geothermal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_solar_production_forecast,avg_unknown_production_forecast,avg_wind_production_forecast
2021-07-02 03:00:00,59346.14722,19289.03289,69.99185,9522.01161,21593.18332,26093.24257,1653.25272,0,1601.07739,33167.54641
2021-07-02 04:00:00,60559.96572,19276.71568,69.79849,9392.69379,21958.53385,26173.24731,1653.70502,0,1598.3656,33086.31283
2021-07-02 05:00:00,60762.4898,19271.07879,68.90405,9283.00516,22361.30387,26233.24063,1669.15413,4918.48996,1588.09169,33188.25826
2021-07-02 06:00:00,61146.45559,19280.82446,68.11727,9289.86597,22619.15976,26292.54713,1693.56603,17247.76096,1578.04194,33271.55807
2021-07-02 07:00:00,61454.77039,19309.70492,67.20156,9274.24808,23310.46634,26345.39456,1713.07281,34588.32199,1576.73978,33248.61724
2021-07-02 08:00:00,62520.79829,19309.70533,64.96122,9227.9915,24163.60976,26442.70725,1736.36757,52137.39797,1575.92411,33425.93416
2021-07-02 09:00:00,63528.96719,19292.6834,62.75314,9310.6341,24745.53592,26452.60774,1731.31287,68556.85622,1580.43106,32633.47152
2021-07-02 10:00:00,64640.47479,19318.10076,60.28068,9382.04443,24914.18326,26417.13987,1741.58117,81265.40942,1588.07526,32015.77958
2021-07-02 11:00:00,65242.52563,19331.10751,58.99266,9497.80817,24743.63262,26331.2796,1731.08417,89851.19812,1583.01693,31368.38263
2021-07-02 12:00:00,65876.86301,19332.25287,57.49193,9492.61505,24976.20558,26370.82457,1712.40842,92416.49013,1584.58736,30652.61562
2021-07-02 13:00:00,66103.03723,19339.26964,56.75398,9414.69024,25557.0009,26363.29874,1712.93253,88748.53023,1592.82931,29502.07086
2021-07-02 14:00:00,66251.29087,19350.84209,56.54516,9396.64659,25914.17119,26396.14206,1704.31412,80061.90815,1588.75395,27768.70332
2021-07-02 15:00:00,66239.57103,19364.72233,56.60261,9405.33826,26214.11963,26431.79552,1686.11328,66456.39855,1583.07923,26752.75246
2021-07-02 16:00:00,66068.30218,19380.81046,56.43809,9335.17696,26422.32708,26435.33924,1683.63557,50985.80856,1579.48341,25927.56411
2021-07-02 17:00:00,66621.9723,19398.96719,57.3628,9370.9052,26751.2918,26418.90662,1680.78954,35860.67681,1575.46959,24906.76633
2021-07-02 18:00:00,66785.40805,19439.92954,58.30537,9416.18022,26784.01594,26365.40597,1689.99667,22513.5684,1579.55032,23888.86235
2021-07-02 19:00:00,66643.6019,19446.9463,59.91915,9368.97623,26993.88301,26373.40674,1704.86703,10823.60883,1578.82475,22922.44972
2021-07-02 20:00:00,66826.88525,19450.54179,61.1327,9370.6857,27199.37327,26345.5027,1709.03929,2748.77335,1583.6663,22143.47544
2021-07-02 21:00:00,66535.20483,19443.80056,62.94449,9388.08793,26670.40045,26356.26245,1706.37664,0,1575.31644,21443.95404
2021-07-02 22:00:00,65476.08394,19415.75805,64.7401,9313.22376,25939.91919,26299.84938,1716.70832,0,1571.53753,21417.68354
2021-07-02 23:00:00,64159.51957,19423.64446,66.2796,9257.85068,25438.33489,26318.45938,1727.22117,0,1564.22737,21991.78212
2021-07-03 00:00:00,65240.35425,19183.90543,65.4893,9545.09029,25115.84938,25938.68678,1697.34935,3591.91436,1669.44679,15819.53581
2021-07-03 01:00:00,65870.83647,19197.6474,66.61632,9475.89639,24677.35134,25937.88158,1665.0816,1807.5557,1665.72682,15342.04194
2021-07-03 02:00:00,66826.57305,19212.60864,67.50393,9356.90558,24747.36596,25894.30627,1674.12916,0,1663.26713,15303.75896
2021-07-03 03:00:00,67964.84579,19248.87196,67.7402,9478.89888,25124.92792,25977.60776,1666.69714,0,1663.29701,15406.39819
2021-07-03 04:00:00,68871.07914,19237.13809,67.52083,9360.11485,25475.01376,26058.37239,1667.74945,0,1659.85593,14643.09848
2021-07-03 05:00:00,68366.25979,19231.19379,66.45485,9246.39456,25753.45563,26119.08906,1683.47213,9668.48459,1648.63929,14268.30591
2021-07-03 06:00:00,67881.72301,19241.78656,65.59206,9225.45963,25847.02507,26178.72436,1707.85367,28680.60277,1637.78531,14013.49612
2021-07-03 07:00:00,67246.01756,19270.94478,64.32855,9207.66674,26331.30919,26231.67701,1727.39082,53299.41901,1636.49756,13708.90949
2021-07-03 08:00:00,67404.93515,19270.44327,61.66241,9140.21539,26921.87588,26328.22104,1750.89201,76793.87656,1635.2807,13646.2567
2021-07-03 09:00:00,67762.39187,19253.24409,59.08324,9212.2864,27142.42377,26337.83658,1745.83287,96349.86471,1639.85285,12847.69334
2021-07-03 10:00:00,68333.55931,19279.25291,56.32211,9269.04951,27059.51922,26302.19627,1755.99225,108899.82162,1647.65468,12534.95217
2021-07-03 11:00:00,68575.80665,19292.66249,54.68758,9373.98692,26560.29534,26216.10949,1744.96904,114476.81393,1641.42959,12494.3671
2021-07-03 12:00:00,69054.82552,19293.55832,52.89738,9356.43678,26437.76378,26255.08308,1726.14492,112135.26191,1642.31128,13101.0645
2021-07-03 13:00:00,69143.8205,19300.47722,51.852,9267.00497,26721.69259,26247.34097,1726.76798,102563.06576,1650.71706,13871.03459
2021-07-03 14:00:00,68889.81474,19311.78003,51.51225,9251.38526,26862.33343,26280.14484,1718.20796,87881.48592,1646.28391,14367.46374
2021-07-03 15:00:00,68416.75575,19325.86716,51.54903,9265.01748,27046.1021,26316.41644,1699.93787,68681.18886,1640.40947,15313.50936
2021-07-03 16:00:00,67567.60618,19343.2298,51.45827,9194.06068,27110.058,26318.76918,1697.57351,49335.25512,1636.38371,16481.69009
2021-07-03 17:00:00,67202.7373,19361.07912,52.50013,9221.18557,27344.22369,26301.99461,1694.74167,32668.09524,1631.85414,17485.76226
2021-07-03 18:00:00,66715.0715,19402.03842,53.69131,9256.81678,27279.00954,26249.66594,1703.9191,19477.54562,1636.10319,18586.37018
2021-07-03 19:00:00,66164.13753,19408.75184,55.64111,9197.13004,27381.61292,26258.49967,1718.80642,8827.61876,1635.36056,19956.45969
2021-07-03 20:00:00,66087.13249,19412.70103,57.17034,9195.57319,27494.99427,26231.13339,1723.0836,2070.1568,1639.59292,21311.23601
2021-07-03 21:00:00,65896.78778,19405.45259,59.29536,9212.12795,26931.60107,26241.62134,1720.59559,0,1630.39131,22082.31645
2021-07-03 22:00:00,65277.6255,19376.74675,61.41487,9152.10178,26232.6494,26186.4314,1731.00816,0,1626.38457,22977.83349
2021-07-03 23:00:00,64705.86172,19384.29265,63.2907,9094.47957,25842.29149,26205.70046,1741.46638,0,1619.30205,24160.04741
2021-07-04 00:00:00,72015.99038,19078.12682,58.63793,9308.99912,25534.60878,26243.82794,1716.05214,4872.78187,1726.54011,14838.72171
2021-07-04 01:00:00,70074.48274,19091.26879,59.89546,9231.24475,24439.18632,26239.96858,1682.51433,4645.27911,1722.55282,14449.47664
2021-07-04 02:00:00,68925.67933,19106.92363,61.19591,9106.43429,23955.82916,26191.17487,1690.53994,1151.6202,1721.30159,14535.44405
2021-07-04 03:00:00,69051.52461,19144.40906,62.01107,9208.23802,24158.48119,26271.92634,1682.27776,0,1722.08408,14750.11015
2021-07-04 04:00:00,69878.16761,19134.19233,62.72864,9087.3026,24606.19155,26350.75617,1684.02549,0,1717.95382,14114.64983
2021-07-04 05:00:00,70164.92647,19127.44825,62.6862,8987.02374,25264.81063,26409.6345,1700.06519,0,1705.84658,13809.30733
2021-07-04 06:00:00,70968.7542,19140.24464,62.82537,9007.58399,25731.77386,26468.42953,1724.41149,9272.18726,1694.23273,13675.67895
2021-07-04 07:00:00,71730.6908,19170.1255,62.43364,8998.4457,26848.00528,26521.11329,1743.98365,24190.04968,1692.95856,13445.41827
2021-07-04 08:00:00,73300.29276,19168.31862,60.58017,8963.93052,28223.8828,26619.61697,1767.72429,40619.47719,1691.36261,13261.23097
2021-07-04 09:00:00,74560.47845,19150.65751,58.75229,9043.88061,29336.93036,26629.9544,1762.66006,58149.507,1695.99643,12260.34916
2021-07-04 10:00:00,75597.47162,19178.2054,56.50105,9112.37676,29877.56193,26594.75687,1772.69323,73943.05851,1703.94711,11653.15383
2021-07-04 11:00:00,75961.34426,19192.66269,55.24241,9224.21895,29974.56528,26509.24586,1761.06026,86543.09073,1696.61964,11158.68331
2021-07-04 12:00:00,76081.91017,19192.90959,53.75253,9228.09653,30649.09568,26549.67201,1742.06395,92715.33443,1696.85057,11320.576
2021-07-04 13:00:00,75838.47717,19199.57367,52.73359,9157.84911,31702.74732,26542.48082,1742.8018,91338.77346,1705.41121,11600.41628
2021-07-04 14:00:00,76115.5648,19210.17557,52.04396,9143.14665,32401.82641,26575.38406,1734.30948,83389.26264,1700.63997,11517.83303
2021-07-04 15:00:00,76815.61885,19224.80037,51.50244,9147.87569,32968.82713,26610.08327,1715.95906,69354.97568,1694.57694,11817.29964
2021-07-04 16:00:00,78139.55679,19245.47829,50.83363,9085.89075,33432.99513,26615.46826,1713.72612,52411.15709,1690.14486,12351.98143
2021-07-04 17:00:00,81073.68289,19262.52742,51.21537,9125.33558,33960.2032,26599.56318,1710.91089,35138.66852,1685.12804,12814.10142
2021-07-04 18:00:00,83266.97932,19303.47901,51.58501,9169.79583,34033.23285,26544.25049,1720.05364,19803.2274,1689.53599,13364.07572
2021-07-04 19:00:00,85066.66328,19309.40361,52.66327,9133.12708,34260.71228,26550.96528,1734.96079,6703.11734,1688.77737,14215.97181
2021-07-04 20:00:00,86923.66605,19314.27299,53.41693,9135.48488,34388.5508,26522.23267,1739.35931,0,1692.43403,15167.7485
2021-07-04 21:00:00,87341.44782,19305.70518,54.73257,9151.0657,33497.01632,26533.4089,1737.07407,0,1682.42769,15692.60127
2021-07-04 22:00:00,85606.96136,19275.27387,56.18064,9075.29736,32297.92973,26475.10487,1747.58005,0,1678.20575,16393.72267
2021-07-04 23:00:00,82921.71951,19281.93369,57.55811,9025.82933,31259.37076,26492.69925,1757.97511,0,1671.3383,17455.97588
2021-07-02 00:00:00,61479.58515,20478.64506,74.20394,9631.19,27068.03234,26684.94121,1644.18333,0,1501.70251,28910.00113
2021-07-02 01:00:00,59126.55379,20494.77481,75.40739,9568.30417,26210.49937,26703.32032,1620.65299,0,1506.41252,27998.99986
2021-07-02 02:00:00,58373.00804,20497.30514,75.62231,9514.49594,26301.66379,26555.69998,1627.61886,0,1513.6063,26807.99969
2021-07-02 03:00:00,59080.28833,20486.91785,75.55927,9579.28386,27373.99969,26789.02131,1645.45415,47,1503.73012,25612.00086
2021-07-02 04:00:00,62087.49765,20524.62501,75.18118,9602.34801,28813.13231,26859.3506,1648.25995,1622.99997,1515.41372,24290.99991
2021-07-02 05:00:00,66842.09894,20508.08592,72.96557,9675.67787,30166.2275,26777.58935,1647.81529,7988.00017,1492.02263,22204.99994
2021-07-02 06:00:00,69943.34055,20507.62298,71.589,9740.64568,31253.24355,26833.74669,1638.58645,20455.99971,1505.53121,20013.99934
2021-07-02 07:00:00,71536.70842,20521.39297,70.62023,9863.08198,31997.06548,26817.3053,1652.84894,37171.99901,1481.71011,19129.99961
2021-07-02 08:00:00,71188.89136,20527.96913,67.77315,9858.87697,31757.89226,26741.76784,1659.06145,54970.99993,1488.36041,19171.99986
2021-07-02 09:00:00,68225.62878,20491.66785,66.13138,9784.48413,30577.12042,26627.1881,1671.61965,70082.00101,1479.5914,19325.9994
2021-07-02 10:00:00,64246.48348,20492.53281,64.83573,9741.50587,29607.59177,26636.03498,1657.1371,81431.0019,1484.31083,19442.00008
2021-07-02 11:00:00,60132.83193,20470.00598,62.91259,9467.18002,28604.25273,26630.97879,1663.11658,88558.9977,1482.32701,19674.00008
2021-07-02 12:00:00,57946.68106,20363.70919,62.28131,9468.02095,27730.43255,26496.67844,1657.46918,92048.00364,1493.4224,20401.00026
2021-07-02 13:00:00,57370.93935,20495.49196,61.761,9476.99207,27742.77139,26437.5137,1658.41745,91031.00134,1475.77047,21472.99973
2021-07-02 14:00:00,58368.79858,20443.68995,61.2633,9540.81187,27633.85445,26485.65127,1676.12986,84999.00133,1489.03449,21572.00032
2021-07-02 15:00:00,61118.89416,20612.59998,60.76494,9559.99917,28746.35252,26612.5573,1663.45675,73214.99608,1503.92149,20906.0005
2021-07-02 16:00:00,65018.28425,20578.89318,62.74829,9744.34701,29647.42742,26588.4644,1671.70785,55899.00059,1493.97359,18954.99995
2021-07-02 17:00:00,69271.73543,20593.26215,63.72688,9877.72193,30399.45985,26532.4795,1648.68135,34549.00026,1479.16923,16039.00057
2021-07-02 18:00:00,71389.01955,20544.30883,65.14683,9781.81017,31285.44368,26628.06344,1630.11674,15304.00037,1469.88801,12386.99957
2021-07-02 19:00:00,72849.29134,20500.37881,67.32155,9685.29696,30913.39256,26604.44986,1630.66112,4481.00003,1478.04347,9807.00011
2021-07-02 20:00:00,71118.35135,20515.83202,70.17043,9827.64483,30433.22722,26543.13988,1637.74433,321.00002,1468.9705,9599.00026
2021-07-02 21:00:00,67793.59098,20510.5468,71.68054,9836.18713,28411.80371,26533.58426,1644.48516,0,1471.99788,10301.00029
2021-07-02 22:00:00,62598.62066,20478.69298,72.84043,9591.32689,26355.02647,26388.17637,1639.34946,0,1487.71299,12357.9994
2021-07-02 23:00:00,58095.26444,20348.40989,74.24226,9472.41384,24759.51368,26374.63718,1640.61075,0,1488.18571,17488.99952
2021-07-03 00:00:00,61417.6149,20268.39827,72.6074,9822.06649,26226.80091,26158.53174,1638.71399,3429.195,1573.04028,15994.8403
2021-07-03 01:00:00,62428.84617,20288.29123,73.64191,9740.87863,25844.57068,26155.52579,1610.42757,1639.49062,1569.77162,15507.13258
2021-07-03 02:00:00,63769.78332,20296.13966,74.29604,9605.38902,25999.32467,26108.19195,1622.67917,0,1565.27137,15455.67021
2021-07-03 03:00:00,65401.10296,20319.87419,74.37233,9723.94738,26448.14198,26189.65509,1617.85007,0,1564.03049,15508.0581
2021-07-03 04:00:00,66837.42644,20292.58681,73.84546,9590.59207,26831.77381,26269.02561,1616.72229,0,1561.75295,14685.98012
2021-07-03 05:00:00,66793.35691,20294.84079,72.50656,9474.07717,27112.97268,26328.41832,1631.45094,9772.06848,1552.04033,14205.41589
2021-07-03 06:00:00,66693.74357,20282.84236,71.2434,9467.82725,27191.20099,26387.44863,1655.94306,28601.29167,1542.46944,13861.58074
2021-07-03 07:00:00,66441.04625,20304.59154,69.88646,9447.59624,27663.40429,26440.20692,1675.36985,52882.3135,1541.15881,13429.73404
2021-07-03 08:00:00,67021.39382,20317.47382,67.16212,9390.4828,28226.47895,26538.16406,1698.121,75954.98988,1540.58197,13113.14319
2021-07-03 09:00:00,67672.40066,20305.00859,64.4192,9473.38196,28376.05021,26548.29982,1693.07771,94979.05108,1545.05012,12031.72574
2021-07-03 10:00:00,68521.3573,20315.24115,61.48011,9544.6066,28237.44645,26512.97663,1703.63278,106971.74089,1552.60043,11420.34142
2021-07-03 11:00:00,68982.93849,20317.90833,59.80279,9661.40605,27638.31249,26427.30486,1694.5215,112046.43313,1548.23684,11012.78382
2021-07-03 12:00:00,69652.13721,20325.45788,57.95108,9648.40653,27419.15983,26467.32623,1676.23679,109393.00374,1550.21738,11290.34478
2021-07-03 13:00:00,69884.33797,20334.9867,56.97819,9563.72375,27630.43328,26459.98014,1676.50006,99769.69517,1558.36171,11723.75632
2021-07-03 14:00:00,69700.47583,20353.47866,56.74157,9543.81327,27704.24177,26492.85561,1667.72784,85275.85883,1554.4994,11832.74318
2021-07-03 15:00:00,69147.04073,20362.05114,56.89151,9555.84903,27841.89148,26527.99468,1649.70962,66459.39754,1548.94358,12350.36073
2021-07-03 16:00:00,68008.0173,20345.42312,56.82075,9480.14756,27845.2808,26532.5321,1646.93329,47606.40393,1545.60378,13110.70318
2021-07-03 17:00:00,67206.3855,20371.476,57.95182,9512.16539,28036.28044,26516.38444,1644.04947,31476.5359,1541.89702,13799.75692
2021-07-03 18:00:00,66259.5414,20412.5151,59.23496,9556.58603,27910.09199,26461.90471,1653.33538,18793.94944,1545.8776,14604.11618
2021-07-03 19:00:00,65123.26815,20427.31654,61.27922,9500.58571,27948.64232,26469.2128,1668.16065,8590.4017,1545.16208,15733.27323
2021-07-03 20:00:00,64588.08457,20421.83235,62.9123,9501.39248,28005.81957,26440.8616,1672.05722,2147.48604,1550.36642,16918.71062
2021-07-03 21:00:00,64052.83434,20428.11004,65.23634,9519.8813,27385.9738,26451.84493,1668.93407,0,1542.52377,17611.86784
2021-07-03 22:00:00,63233.97533,20417.09413,67.52735,9447.76305,26648.2759,26394.41331,1679.05323,0,1538.88044,18450.75558
2021-07-03 23:00:00,62540.12322,20433.72378,69.50922,9388.14717,26255.6388,26412.47386,1689.70979,0,1531.43476,19611.83695
2021-07-04 00:00:00,63385.8035,20238.67315,66.42554,9590.26173,24628.80666,26330.17776,1638.47066,2261.45174,1593.06522,14280.54737
2021-07-04 01:00:00,63185.44729,20258.39758,67.45246,9509.26211,24322.17355,26325.45329,1610.20064,524.53502,1589.7028,13938.18119
2021-07-04 02:00:00,63312.18006,20266.44093,68.25943,9377.15512,24503.20114,26275.18364,1622.46554,0,1585.62643,14089.43037
2021-07-04 03:00:00,63401.86609,20290.51902,68.55266,9486.46652,24926.22267,26355.21322,1617.64729,0,1584.64953,14386.02799
2021-07-04 04:00:00,63286.63215,20263.65762,68.47317,9357.66547,25273.95128,26433.49505,1616.51043,414.34825,1582.13025,13844.92685
2021-07-04 05:00:00,62087.72566,20265.68724,67.64941,9249.28839,25497.86778,26491.85314,1631.23498,9185.96746,1572.10527,13635.24974
2021-07-04 06:00:00,61109.06507,20254.30788,66.96225,9259.06992,25541.99743,26550.40998,1655.72755,25249.50883,1562.26781,13611.09925
2021-07-04 07:00:00,60034.43233,20276.2601,66.03325,9244.32785,25927.16146,26603.01775,1675.15389,45260.01204,1560.96192,13491.67785
2021-07-04 08:00:00,59595.83829,20288.77569,63.74172,9200.45306,26389.80204,26702.07673,1697.90183,63546.94901,1560.25215,13404.10078
2021-07-04 09:00:00,59596.12944,20276.18051,61.4904,9283.261,26464.50086,26712.61875,1692.85865,77241.15776,1564.74197,12479.9284
2021-07-04 10:00:00,59900.6873,20286.84556,58.97114,9354.99841,26276.25345,26677.54544,1703.41549,84176.81219,1572.34447,11916.40574
2021-07-04 11:00:00,59953.10909,20289.80694,57.59975,9470.79267,25680.28741,26592.19809,1694.31208,84972.11416,1567.59421,11433.10701
2021-07-04 12:00:00,60266.91723,20297.17437,56.02622,9467.25452,25420.65564,26633.03634,1676.02958,79873.47324,1569.34647,11587.60862
2021-07-04 13:00:00,60284.74078,20306.63171,55.17404,9390.77862,25568.18343,26625.99858,1676.2913,70130.72806,1577.54515,11843.5991
2021-07-04 14:00:00,60126.73173,20324.92631,54.8667,9373.02279,25602.93989,26658.93251,1667.51831,57569.77775,1573.56431,11726.73703
2021-07-04 15:00:00,59959.61972,20333.64986,54.83602,9381.01271,25703.59377,26693.18602,1649.50108,42461.65466,1567.94228,11985.38477
2021-07-04 16:00:00,59835.63362,20317.95381,54.61659,9311.86606,25681.64919,26699.42735,1646.72298,28267.46206,1564.46,12472.90077
2021-07-04 17:00:00,60419.9942,20343.78213,55.49449,9348.43559,25850.07833,26683.77069,1643.83906,17220.97318,1560.58233,12874.29764
2021-07-04 18:00:00,60866.38977,20384.81879,56.41852,9394.05839,25749.83696,26627.61189,1653.1254,9507.77843,1564.61865,13348.24942
2021-07-04 19:00:00,61426.63015,20399.39851,58.04101,9348.68998,25822.15307,26633.729,1667.95034,3899.04071,1563.89756,14105.8346
2021-07-04 20:00:00,62101.21347,20394.17299,59.26976,9350.62768,25932.21996,26604.60768,1671.84536,931.69255,1568.89997,14973.42183
2021-07-04 21:00:00,62461.3432,20400.07992,61.09498,9367.85111,25433.10756,26615.97973,1668.71955,7.88922,1560.77503,15431.4742
2021-07-04 22:00:00,62306.2983,20388.57915,62.92728,9292.19434,24829.79747,26556.79598,1678.8376,440.13423,1557.05621,16076.91665
2021-07-04 23:00:00,62026.22196,20404.95946,64.53093,9237.6313,24565.73632,26573.91396,1689.49494,0,1549.68596,17096.50202
2021-07-05 00:00:00,67595.90777,20023.16794,60.47638,9524.84984,24654.8541,26071.84144,1694.25346,2846.58992,1622.56238,17057.67144
2021-07-05 01:00:00,66047.3952,20041.67006,61.50579,9442.98167,23907.58232,26069.70352,1662.1959,3153.99284,1619.0619,17452.29448
2021-07-05 02:00:00,65190.15294,20051.127,62.62463,9310.85396,23818.90892,26023.85292,1671.41267,1286.50871,1615.60982,18489.07718
2021-07-05 03:00:00,65318.58353,20077.69459,63.56472,9416.42188,24365.30456,26106.04087,1664.11815,0,1615.02173,19828.57617
2021-07-05 04:00:00,65971.34081,20053.92412,64.59819,9288.19102,25037.84724,26185.96085,1665.05534,0,1612.1465,20338.65782
2021-07-05 05:00:00,66004.30438,20054.32452,65.10235,9182.6529,25796.3541,26245.87526,1680.7255,970.03658,1601.66124,21151.94127
2021-07-05 06:00:00,66495.55524,20047.43445,65.64492,9199.60777,26350.82008,26305.14377,1705.11291,7104.10762,1591.4313,22164.74039
2021-07-05 07:00:00,66945.07984,20070.85914,66.00398,9186.73689,27507.73767,26357.97951,1724.64418,17643.72124,1590.13237,23112.11705
2021-07-05 08:00:00,68146.16823,20080.71486,64.99302,9148.64612,28855.47492,26455.37842,1748.10582,29567.46676,1589.22673,24124.21823
2021-07-05 09:00:00,69194.98998,20067.17919,63.90981,9232.26738,29823.63702,26465.3096,1743.04757,42897.11708,1593.7484,24086.5518
2021-07-05 10:00:00,70152.09463,20080.97902,62.21373,9305.32977,30213.936,26429.86219,1753.22789,55546.48566,1601.42785,24052.21229
2021-07-05 11:00:00,70517.63001,20086.0752,61.55336,9421.67533,30077.28015,26344.02676,1742.30562,66801.03142,1596.10808,23812.08948
2021-07-05 12:00:00,70743.2149,20092.1202,60.55841,9422.04819,30467.24784,26383.63457,1723.50987,73950.94058,1597.52416,23704.77712
2021-07-05 13:00:00,70617.59413,20101.05898,59.97887,9349.02795,31264.85611,26376.13211,1724.11398,75984.45256,1605.80275,23317.29206
2021-07-05 14:00:00,70857.84899,20117.92537,59.36749,9331.74565,31674.47644,26408.97982,1715.54277,73239.65345,1601.64722,22402.71835
2021-07-05 15:00:00,71394.53044,20127.74475,58.68039,9338.09041,31943.87004,26444.5646,1697.28597,65255.18758,1595.92783,21989.52418
2021-07-05 16:00:00,72414.19466,20118.80293,57.73188,9271.03518,32071.75156,26448.23984,1694.8999,53752.28334,1592.2356,21721.09638
2021-07-05 17:00:00,74817.66937,20143.00081,57.74983,9309.69759,32329.27935,26431.84521,1692.06528,40273.24111,1588.10615,21144.29571
2021-07-05 18:00:00,76599.68764,20184.02183,57.52263,9356.4604,32126.41231,26378.2145,1701.24836,26791.3209,1592.22467,20466.26686
2021-07-05 19:00:00,78076.9902,20196.99447,57.86665,9315.3755,32092.84721,26386.12321,1716.13247,13970.45693,1591.49524,19775.8531
2021-07-05 20:00:00,79605.66219,20193.64344,57.94414,9317.92337,32059.03046,26358.16071,1720.38949,4398.66995,1596.20026,19273.71219
2021-07-05 21:00:00,79958.96908,20196.86249,58.57903,9334.823,31095.53028,26368.94969,1717.86801,0,1587.65953,18678.88521
2021-07-05 22:00:00,78583.26883,20181.84643,59.37304,9256.88983,29894.01956,26312.40072,1728.26507,0,1583.82956,18576.05839
2021-07-05 23:00:00,76441.58037,20196.42188,60.1305,9204.06935,29005.26279,26330.93765,1738.73382,0,1576.57039,19040.44735
2021-07-03 00:00:00,61934.15759,20682.32584,73.53871,9276.81812,20649.43452,26717.15178,1648.4686,0,1509.99779,16627.99993
