datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-06-28 04:00:00,3.1929012203929017,300.39170157427515,295.91979554160594,1.7853072462884008,2.1841676764193307,10659.65106,3708.14758,2167.61035,996699.43073
2023-06-28 05:00:00,3.1929012203929017,300.39170157427515,295.91979554160594,1.7853072462884008,2.1841676764193307,9676.93965,3698.34684,782.72607,482136.20471
2023-06-28 06:00:00,3.1929012203929017,300.39170157427515,295.91979554160594,1.7853072462884008,2.1841676764193307,8511.32264,3702.63384,0.0,70143.7931
2023-06-28 07:00:00,2.97332680872561,299.9254300599519,295.83952776676574,0.8930924619224743,2.529379152278031,7618.23425,3666.21398,956.84485,0.0
2023-06-28 08:00:00,2.97332680872561,299.9254300599519,295.83952776676574,0.8930924619224743,2.529379152278031,7129.0393,3667.26129,263.22107,0.0
2023-06-28 09:00:00,2.97332680872561,299.9254300599519,295.83952776676574,0.8930924619224743,2.529379152278031,6852.36001,3671.70269,0.0,0.0
2023-06-28 10:00:00,2.74653726294358,300.4520603836377,295.8521588869376,0.0,2.7460751366670726,7045.73916,3701.71827,0.0,0.0
2023-06-28 11:00:00,2.74653726294358,300.4520603836377,295.8521588869376,0.0,2.7460751366670726,7429.46358,3701.53411,247.70923,37647.41749
2023-06-28 12:00:00,2.74653726294358,300.4520603836377,295.8521588869376,0.0,2.7460751366670726,8161.23245,3703.10225,0.0,256194.73316
2023-06-28 13:00:00,2.616650751942427,302.7555744623561,295.1436672599822,22.750543165690164,2.9868026501301204,9216.48054,3700.43982,0.0,350413.38563
2023-06-28 14:00:00,2.616650751942427,302.7555744623561,295.1436672599822,22.750543165690164,2.9868026501301204,10359.23639,3694.66142,0.0,309156.01038
2023-06-28 15:00:00,2.616650751942427,302.7555744623561,295.1436672599822,22.750543165690164,2.9868026501301204,11368.44782,3695.52434,0.0,147900.56449
2023-06-28 16:00:00,2.8439542049323125,304.16663544741374,294.35089539308035,539.49128662854,3.1386497046590724,12609.54662,3662.71129,0.0,0.0
2023-06-28 17:00:00,2.8439542049323125,304.16663544741374,294.35089539308035,539.49128662854,3.1386497046590724,13469.32915,3688.99398,1174.97546,0.0
2023-06-28 18:00:00,2.8439542049323125,304.16663544741374,294.35089539308035,539.49128662854,3.1386497046590724,14288.03257,3705.68512,0.0,0.0
2023-06-28 19:00:00,3.4763101119007813,304.1303867089241,294.3861501238184,741.3225981278279,3.205446720123554,14721.64479,3676.85497,0.0,0.0
2023-06-28 20:00:00,3.4763101119007813,304.1303867089241,294.3861501238184,741.3225981278279,3.205446720123554,15308.03852,3650.90966,1250.80701,122601.06308
2023-06-28 21:00:00,3.4763101119007813,304.1303867089241,294.3861501238184,741.3225981278279,3.205446720123554,15262.55878,3652.66454,428.00845,480508.08913
2023-06-28 22:00:00,3.580000479734488,302.2299481677329,295.60170671441165,816.3928406805835,3.223069526301799,15259.20837,3651.97161,1203.63672,955212.34598
2023-06-28 23:00:00,3.580000479734488,302.2299481677329,295.60170671441165,816.3928406805835,3.223069526301799,14778.43456,3671.57308,0.0,1482123.34798
2023-06-29 00:00:00,3.580000479734488,302.2299481677329,295.60170671441165,816.3928406805835,3.223069526301799,14330.24918,3673.24769,0.0,1281838.38271
2023-06-29 01:00:00,2.885586314017769,301.091140481221,295.70522229003785,562.0794327652895,3.340682176472283,13560.71465,3678.1287,0.0,1351400.38663
2023-06-29 02:00:00,2.885586314017769,301.091140481221,295.70522229003785,562.0794327652895,3.340682176472283,12621.19243,3687.1312,0.0,1224228.7446
2023-06-29 03:00:00,2.885586314017769,301.091140481221,295.70522229003785,562.0794327652895,3.340682176472283,11577.67742,3691.18021,66.45336,951900.72353
2023-06-29 04:00:00,2.3310272934838574,300.59270329892075,295.51688312527943,1.9291471753252267,3.5789736936563097,10454.16533,3690.90941,0.0,693771.80301
2023-06-29 05:00:00,2.3310272934838574,300.59270329892075,295.51688312527943,1.9291471753252267,3.5789736936563097,9469.98803,3681.4987,77.52046,474749.7853
2023-06-29 06:00:00,2.3310272934838574,300.59270329892075,295.51688312527943,1.9291471753252267,3.5789736936563097,8310.82184,3685.72125,184.64026,285401.13911
2023-06-29 07:00:00,2.2769409082760825,300.1412847712535,295.3892993447617,0.9650329551170986,3.770031537447188,7432.27186,3649.72824,16.83392,151649.76324
2023-06-29 08:00:00,2.2769409082760825,300.1412847712535,295.3892993447617,0.9650329551170986,3.770031537447188,6951.43592,3650.81026,6.25008,24476.7825
2023-06-29 09:00:00,2.2769409082760825,300.1412847712535,295.3892993447617,0.9650329551170986,3.770031537447188,6695.02179,3655.16077,23.45549,0.0
2023-06-29 10:00:00,1.9898176425248604,300.76850179299163,295.48447831999977,0.0,4.023601684399184,6898.1748,3684.87272,116.51613,0.0
2023-06-29 11:00:00,1.9898176425248604,300.76850179299163,295.48447831999977,0.0,4.023601684399184,7291.01559,3684.67582,0.0,12028.56698
2023-06-29 12:00:00,1.9898176425248604,300.76850179299163,295.48447831999977,0.0,4.023601684399184,8021.14993,3686.31738,112.09432,67814.45086
2023-06-29 13:00:00,2.0273019319539087,303.2123539119873,294.886080722729,21.686542667449213,4.346907018752527,9069.98565,3683.69816,0.0,76819.97605
2023-06-29 14:00:00,2.0273019319539087,303.2123539119873,294.886080722729,21.686542667449213,4.346907018752527,10203.56893,3678.13389,0.0,62326.44734
2023-06-29 15:00:00,2.0273019319539087,303.2123539119873,294.886080722729,21.686542667449213,4.346907018752527,11208.17928,3679.05088,0.0,32309.53273
2023-06-29 16:00:00,2.508164338852702,304.5686109987894,294.2737878898207,524.910602381113,4.510432380537006,12444.33383,3646.60826,0.0,0.0
2023-06-29 17:00:00,2.508164338852702,304.5686109987894,294.2737878898207,524.910602381113,4.510432380537006,13303.30131,3672.70467,14.46482,0.0
2023-06-29 18:00:00,2.508164338852702,304.5686109987894,294.2737878898207,524.910602381113,4.510432380537006,14126.13469,3689.18522,40.25304,44971.31933
2023-06-29 19:00:00,3.427857563380452,304.2942772915705,294.4181698602942,729.2546604480242,4.546331694143848,14574.59667,3660.67781,112.9651,165590.31296
2023-06-29 20:00:00,3.427857563380452,304.2942772915705,294.4181698602942,729.2546604480242,4.546331694143848,15161.38092,3635.08451,38.13787,301750.18908
2023-06-29 21:00:00,3.427857563380452,304.2942772915705,294.4181698602942,729.2546604480242,4.546331694143848,15119.12585,3636.85097,0.0,466819.8637
2023-06-29 22:00:00,3.530278264648961,302.43292849911643,295.4892016085438,810.3508750601617,4.570070810000253,15116.39228,3636.25223,161.46768,680729.9422
2023-06-29 23:00:00,3.530278264648961,302.43292849911643,295.4892016085438,810.3508750601617,4.570070810000253,14639.93627,3655.57606,86.19076,913400.28568
2023-06-30 00:00:00,3.530278264648961,302.43292849911643,295.4892016085438,810.3508750601617,4.570070810000253,14188.81319,3657.48369,0.70318,628962.98999
2023-06-30 01:00:00,3.082671348624337,301.18627794931393,295.48269051709656,556.7576958048855,4.736791093990607,13415.63388,3662.48865,0.0,686938.30032
2023-06-30 02:00:00,3.082671348624337,301.18627794931393,295.48269051709656,556.7576958048855,4.736791093990607,12471.42849,3671.4784,9.50463,621797.93652
2023-06-30 03:00:00,3.082671348624337,301.18627794931393,295.48269051709656,556.7576958048855,4.736791093990607,11422.76509,3675.28589,10.56414,457564.08766
2023-06-30 04:00:00,3.1224535008387564,300.5509411794684,295.5288772228831,1.9774569903435808,4.984028500896622,10299.46453,3675.07954,2.72754,284715.47257
2023-06-30 05:00:00,3.1224535008387564,300.5509411794684,295.5288772228831,1.9774569903435808,4.984028500896622,9316.91066,3666.02699,0.0,137728.61541
2023-06-30 06:00:00,3.1224535008387564,300.5509411794684,295.5288772228831,1.9774569903435808,4.984028500896622,8165.50588,3670.19004,0.0,20029.72565
2023-06-30 07:00:00,2.751538891294018,300.10096797593803,295.50085960100137,0.9886776054086784,5.077678944020182,7299.35093,3634.58919,0.91577,0.0
2023-06-30 08:00:00,2.751538891294018,300.10096797593803,295.50085960100137,0.9886776054086784,5.077678944020182,6825.10782,3635.70308,0.0,0.0
2023-06-30 09:00:00,2.751538891294018,300.10096797593803,295.50085960100137,0.9886776054086784,5.077678944020182,6583.00725,3639.97024,8.29466,0.0
2023-06-30 10:00:00,2.342344221458877,300.7067519072866,295.6484507870942,0.0,5.179572951924534,6791.91438,3669.40361,0.0,0.0
2023-06-30 11:00:00,2.342344221458877,300.7067519072866,295.6484507870942,0.0,5.179572951924534,7189.80001,3669.19467,7.05121,10733.40238
2023-06-30 12:00:00,2.342344221458877,300.7067519072866,295.6484507870942,0.0,5.179572951924534,7916.74444,3670.90375,19.13863,73184.69807
2023-06-30 13:00:00,1.7465031521012069,303.13005097641064,294.8585288915544,22.282871629460303,5.262056550224949,8958.38825,3668.32371,0.0,100131.08807
2023-06-30 14:00:00,1.7465031521012069,303.13005097641064,294.8585288915544,22.282871629460303,5.262056550224949,10082.77085,3662.95635,0.0,88394.93262
2023-06-30 15:00:00,1.7465031521012069,303.13005097641064,294.8585288915544,22.282871629460303,5.262056550224949,11081.05388,3663.92292,0.0,42326.28842
2023-06-30 16:00:00,2.841930685731902,304.41863864013146,294.1956723652973,533.726899484004,5.330678184773987,12309.84567,3631.82028,10.8523,0.0
2023-06-30 17:00:00,2.841930685731902,304.41863864013146,294.1956723652973,533.726899484004,5.330678184773987,13165.76746,3657.74576,19.26407,0.0
2023-06-30 18:00:00,2.841930685731902,304.41863864013146,294.1956723652973,533.726899484004,5.330678184773987,13988.23252,3674.03318,3.60203,0.0
2023-06-30 19:00:00,3.741795199682659,304.4125624460853,294.3430377564142,732.743888606024,5.443533161696739,14444.53579,3645.82207,0.0,0.0
2023-06-30 20:00:00,3.741795199682659,304.4125624460853,294.3430377564142,732.743888606024,5.443533161696739,15029.15448,3620.55222,4.36927,35033.0087
2023-06-30 21:00:00,3.741795199682659,304.4125624460853,294.3430377564142,732.743888606024,5.443533161696739,14989.77795,3622.3293,0.0,137273.5799
2023-06-30 22:00:00,4.114078319370437,302.4538284017653,295.54664266107386,809.503035068989,5.519280829279021,14987.11537,3621.81721,8.93989,272851.24965
2023-06-30 23:00:00,4.114078319370437,302.4538284017653,295.54664266107386,809.503035068989,5.519280829279021,14516.1635,3640.88581,5.3841,423333.36237
