UTC time,coal,nat_gas,hydro,wind,biomass,unknown
2023-01-04 02:00:00,2025.0,236.0,749.0,21.0,30.0,27.0
2023-01-04 03:00:00,2053.0,233.0,686.0,8.0,30.0,27.0
2023-01-04 04:00:00,2110.0,226.0,826.0,6.0,30.0,27.0
2023-01-04 05:00:00,2313.0,236.0,831.0,7.0,30.0,27.0
2023-01-04 06:00:00,2370.0,234.0,1007.0,15.0,30.0,27.0
2023-01-04 07:00:00,2373.0,234.0,1387.0,30.0,30.0,27.0
2023-01-04 08:00:00,2398.0,231.0,1594.0,17.0,30.0,27.0
2023-01-04 09:00:00,2398.0,234.0,1655.0,5.0,30.0,27.0
2023-01-04 10:00:00,2350.0,233.0,1680.0,3.0,30.0,27.0
2023-01-04 11:00:00,2319.0,234.0,1729.0,0.0,30.0,27.0
2023-01-04 12:00:00,2288.0,232.0,1692.0,1.0,30.0,27.0
2023-01-04 13:00:00,2290.0,234.0,1637.0,0.0,30.0,27.0
2023-01-04 14:00:00,2327.0,232.0,1641.0,0.0,30.0,27.0
2023-01-04 15:00:00,2369.0,232.0,1834.0,0.0,30.0,27.0
2023-01-04 16:00:00,2363.0,232.0,1822.0,13.0,30.0,27.0
2023-01-04 17:00:00,2358.0,232.0,1786.0,46.0,30.0,27.0
2023-01-04 18:00:00,2312.0,231.0,1661.0,69.0,30.0,27.0
2023-01-04 19:00:00,2357.0,228.0,1386.0,73.0,30.0,27.0
2023-01-04 20:00:00,2335.0,237.0,1279.0,96.0,30.0,27.0
2023-01-04 21:00:00,2265.0,229.0,1215.0,112.0,30.0,27.0
2023-01-04 22:00:00,2163.0,235.0,1314.0,133.0,30.0,27.0
2023-01-04 23:00:00,2012.0,230.0,1128.0,171.0,30.0,27.0
2023-01-05 00:00:00,1774.0,235.0,1070.0,174.0,30.0,27.0
2023-01-05 01:00:00,1767.0,228.0,798.0,153.0,30.0,27.0
2023-01-05 02:00:00,1793.0,233.0,573.0,240.0,30.0,27.0
2023-01-05 03:00:00,1785.0,232.0,561.0,228.0,30.0,27.0
2023-01-05 04:00:00,1768.0,224.0,672.0,239.0,30.0,27.0
2023-01-05 05:00:00,1904.0,230.0,797.0,257.0,30.0,27.0
2023-01-05 06:00:00,1961.0,230.0,1206.0,212.0,30.0,27.0
2023-01-05 07:00:00,1992.0,233.0,1691.0,155.0,30.0,27.0
2023-01-05 08:00:00,2082.0,231.0,1722.0,90.0,30.0,27.0
2023-01-05 09:00:00,2135.0,225.0,1727.0,58.0,30.0,27.0
2023-01-05 10:00:00,2086.0,227.0,1778.0,41.0,30.0,27.0
2023-01-05 11:00:00,2092.0,226.0,1710.0,47.0,30.0,27.0
2023-01-05 12:00:00,2265.0,224.0,1487.0,57.0,30.0,27.0
2023-01-05 13:00:00,2328.0,226.0,1362.0,39.0,30.0,27.0
2023-01-05 14:00:00,2402.0,228.0,1474.0,91.0,30.0,27.0
2023-01-05 15:00:00,2419.0,228.0,1657.0,138.0,30.0,27.0
2023-01-05 16:00:00,2402.0,229.0,1835.0,136.0,30.0,27.0
2023-01-05 17:00:00,2419.0,230.0,1895.0,129.0,30.0,27.0
2023-01-05 18:00:00,2434.0,227.0,1868.0,104.0,30.0,27.0
2023-01-05 19:00:00,2450.0,229.0,1626.0,197.0,30.0,27.0
2023-01-05 20:00:00,2465.0,225.0,1203.0,181.0,30.0,27.0
2023-01-05 21:00:00,2466.0,225.0,1080.0,209.0,30.0,27.0
2023-01-05 22:00:00,2457.0,231.0,943.0,290.0,30.0,27.0
2023-01-05 23:00:00,2446.0,223.0,722.0,354.0,30.0,27.0
2023-01-06 00:00:00,2445.0,225.0,587.0,360.0,30.0,27.0
2023-01-06 01:00:00,2468.0,229.0,556.0,369.0,30.0,27.0
2023-01-06 02:00:00,2464.0,228.0,543.0,362.0,30.0,27.0
2023-01-06 03:00:00,2470.0,229.0,541.0,362.0,30.0,27.0
2023-01-06 04:00:00,2450.0,230.0,658.0,358.0,30.0,27.0
2023-01-06 05:00:00,2457.0,229.0,808.0,356.0,30.0,27.0
2023-01-06 06:00:00,2554.0,231.0,1004.0,332.0,30.0,27.0
2023-01-06 07:00:00,2891.0,229.0,1037.0,261.0,30.0,27.0
2023-01-06 08:00:00,2854.0,226.0,1188.0,188.0,30.0,27.0
2023-01-06 09:00:00,2859.0,225.0,1158.0,207.0,30.0,27.0
2023-01-06 10:00:00,2693.0,228.0,1076.0,284.0,30.0,27.0
2023-01-06 11:00:00,2410.0,226.0,1366.0,220.0,30.0,27.0
2023-01-06 12:00:00,2341.0,227.0,1482.0,144.0,30.0,27.0
2023-01-06 13:00:00,2333.0,226.0,1495.0,111.0,30.0,27.0
2023-01-06 14:00:00,2331.0,229.0,1516.0,65.0,30.0,27.0
2023-01-06 15:00:00,2319.0,226.0,1606.0,57.0,30.0,27.0
2023-01-06 16:00:00,2361.0,227.0,1628.0,38.0,30.0,27.0
2023-01-06 17:00:00,2363.0,229.0,1573.0,8.0,30.0,27.0
2023-01-06 18:00:00,2352.0,228.0,1635.0,0.0,30.0,27.0
2023-01-06 19:00:00,2315.0,228.0,1480.0,0.0,30.0,27.0
2023-01-06 20:00:00,2307.0,232.0,1465.0,0.0,30.0,27.0
2023-01-06 21:00:00,2346.0,233.0,1449.0,0.0,30.0,27.0
2023-01-06 22:00:00,2366.0,228.0,1494.0,11.0,30.0,27.0
2023-01-06 23:00:00,2339.0,230.0,1482.0,30.0,30.0,27.0
2023-01-07 00:00:00,2335.0,223.0,1192.0,65.0,30.0,27.0
2023-01-07 01:00:00,2334.0,231.0,820.0,119.0,30.0,27.0
2023-01-07 02:00:00,2359.0,229.0,763.0,163.0,30.0,27.0
2023-01-07 03:00:00,2352.0,232.0,702.0,172.0,30.0,27.0
2023-01-07 04:00:00,2347.0,231.0,770.0,153.0,30.0,27.0
2023-01-07 05:00:00,2319.0,233.0,876.0,166.0,30.0,27.0
2023-01-07 06:00:00,2317.0,230.0,1108.0,166.0,30.0,27.0
2023-01-07 07:00:00,2305.0,232.0,1398.0,187.0,30.0,27.0
2023-01-07 08:00:00,2300.0,232.0,1523.0,179.0,30.0,27.0
2023-01-07 09:00:00,2297.0,234.0,1478.0,131.0,30.0,27.0
2023-01-07 10:00:00,2266.0,228.0,1303.0,73.0,30.0,27.0
2023-01-07 11:00:00,2257.0,229.0,1193.0,50.0,30.0,27.0
2023-01-07 12:00:00,2267.0,229.0,1037.0,50.0,30.0,27.0
2023-01-07 13:00:00,2265.0,228.0,880.0,51.0,30.0,27.0
2023-01-07 14:00:00,2281.0,227.0,699.0,62.0,30.0,27.0
2023-01-07 15:00:00,2291.0,229.0,907.0,76.0,30.0,27.0
2023-01-07 16:00:00,2303.0,227.0,1085.0,127.0,30.0,27.0
2023-01-07 17:00:00,2296.0,229.0,1057.0,158.0,30.0,27.0
2023-01-07 18:00:00,2303.0,225.0,1076.0,141.0,30.0,27.0
2023-01-07 19:00:00,2325.0,226.0,1069.0,135.0,30.0,27.0
2023-01-07 20:00:00,2375.0,228.0,1033.0,93.0,30.0,27.0
2023-01-07 21:00:00,2365.0,229.0,1077.0,77.0,30.0,27.0
2023-01-07 22:00:00,2364.0,230.0,1114.0,68.0,30.0,27.0
2023-01-07 23:00:00,2358.0,235.0,1229.0,72.0,30.0,27.0
2023-01-08 00:00:00,2354.0,234.0,1015.0,73.0,30.0,27.0
2023-01-08 01:00:00,2383.0,233.0,727.0,80.0,30.0,27.0
2023-01-08 02:00:00,2386.0,231.0,580.0,80.0,30.0,27.0
2023-01-08 03:00:00,2368.0,229.0,795.0,45.0,30.0,27.0
2023-01-08 04:00:00,2355.0,226.0,792.0,33.0,30.0,27.0
2023-01-08 05:00:00,2324.0,230.0,895.0,100.0,30.0,27.0
2023-01-08 06:00:00,2357.0,228.0,920.0,134.0,30.0,27.0
2023-01-08 07:00:00,2356.0,228.0,1090.0,207.0,30.0,27.0
2023-01-08 08:00:00,2333.0,230.0,1230.0,281.0,30.0,27.0
2023-01-08 09:00:00,2337.0,234.0,1341.0,233.0,30.0,27.0
2023-01-08 10:00:00,2277.0,232.0,1137.0,198.0,30.0,27.0
2023-01-08 11:00:00,2136.0,235.0,1188.0,190.0,30.0,27.0
2023-01-08 12:00:00,2133.0,232.0,1162.0,182.0,30.0,27.0
2023-01-08 13:00:00,2147.0,232.0,1107.0,157.0,30.0,27.0
2023-01-08 14:00:00,2122.0,232.0,1145.0,134.0,30.0,27.0
2023-01-08 15:00:00,2117.0,230.0,1379.0,161.0,30.0,27.0
2023-01-08 16:00:00,2119.0,240.0,1499.0,280.0,30.0,27.0
2023-01-08 17:00:00,2115.0,229.0,1450.0,342.0,30.0,27.0
2023-01-08 18:00:00,2103.0,231.0,1476.0,344.0,30.0,27.0
2023-01-08 19:00:00,2074.0,223.0,1542.0,345.0,30.0,27.0
2023-01-08 20:00:00,2098.0,189.0,1447.0,351.0,30.0,27.0
2023-01-08 21:00:00,2153.0,191.0,1434.0,348.0,30.0,27.0
2023-01-08 22:00:00,2127.0,190.0,1403.0,354.0,30.0,27.0
2023-01-08 23:00:00,2115.0,189.0,1364.0,357.0,30.0,27.0
2023-01-09 00:00:00,2108.0,190.0,1136.0,361.0,30.0,27.0
2023-01-09 01:00:00,2152.0,192.0,832.0,367.0,30.0,27.0
2023-01-09 02:00:00,2340.0,204.0,427.0,366.0,30.0,27.0
2023-01-09 03:00:00,2525.0,214.0,433.0,363.0,30.0,27.0
2023-01-09 04:00:00,2546.0,209.0,511.0,367.0,30.0,27.0
2023-01-09 05:00:00,2536.0,228.0,663.0,367.0,30.0,27.0
2023-01-09 06:00:00,2539.0,227.0,1088.0,369.0,30.0,27.0
2023-01-09 07:00:00,2501.0,228.0,1339.0,367.0,30.0,27.0
2023-01-09 08:00:00,2506.0,227.0,1542.0,367.0,30.0,27.0
2023-01-09 09:00:00,2537.0,227.0,1470.0,367.0,30.0,27.0
2023-01-09 10:00:00,2541.0,227.0,1473.0,368.0,30.0,27.0
2023-01-09 11:00:00,2545.0,226.0,1430.0,363.0,30.0,27.0
2023-01-09 12:00:00,2541.0,229.0,1377.0,366.0,30.0,27.0
2023-01-09 13:00:00,2539.0,225.0,1281.0,363.0,30.0,27.0
2023-01-09 14:00:00,2563.0,225.0,1216.0,363.0,30.0,27.0
2023-01-09 15:00:00,2562.0,227.0,1392.0,367.0,30.0,27.0
2023-01-09 16:00:00,2535.0,226.0,1489.0,367.0,30.0,27.0
2023-01-09 17:00:00,2530.0,227.0,1484.0,367.0,30.0,27.0
2023-01-09 18:00:00,2510.0,225.0,1473.0,367.0,30.0,27.0
2023-01-09 19:00:00,2497.0,227.0,1444.0,366.0,30.0,27.0
2023-01-09 20:00:00,2524.0,227.0,1141.0,366.0,30.0,27.0
2023-01-09 21:00:00,2595.0,224.0,1104.0,366.0,30.0,27.0
2023-01-09 22:00:00,2540.0,225.0,1145.0,366.0,30.0,27.0
2023-01-09 23:00:00,2546.0,226.0,1105.0,364.0,30.0,27.0
2023-01-10 00:00:00,2526.0,225.0,849.0,366.0,30.0,27.0
2023-01-10 01:00:00,2529.0,226.0,593.0,366.0,30.0,27.0
2023-01-10 02:00:00,2491.0,226.0,448.0,364.0,30.0,27.0
2023-01-10 03:00:00,2505.0,226.0,443.0,347.0,30.0,27.0
2023-01-10 04:00:00,2532.0,225.0,537.0,243.0,30.0,27.0
2023-01-10 05:00:00,2584.0,223.0,909.0,112.0,30.0,27.0
2023-01-10 06:00:00,2666.0,227.0,1353.0,115.0,30.0,27.0
2023-01-10 07:00:00,2741.0,229.0,1360.0,139.0,30.0,27.0
2023-01-10 08:00:00,2719.0,230.0,1523.0,103.0,30.0,27.0
2023-01-10 09:00:00,2737.0,230.0,1550.0,105.0,30.0,27.0
2023-01-10 10:00:00,2763.0,229.0,1569.0,74.0,30.0,27.0
2023-01-10 11:00:00,2758.0,230.0,1572.0,44.0,30.0,27.0
2023-01-10 12:00:00,2731.0,229.0,1541.0,22.0,30.0,27.0
2023-01-10 13:00:00,2710.0,226.0,1520.0,6.0,30.0,27.0
2023-01-10 14:00:00,2725.0,221.0,1528.0,3.0,30.0,27.0
2023-01-10 15:00:00,2730.0,222.0,1624.0,16.0,30.0,27.0
2023-01-10 16:00:00,2711.0,223.0,1692.0,35.0,30.0,27.0
2023-01-10 17:00:00,2704.0,224.0,1650.0,44.0,30.0,27.0
2023-01-10 18:00:00,2707.0,223.0,1570.0,47.0,30.0,27.0
2023-01-10 19:00:00,2653.0,226.0,1330.0,90.0,30.0,27.0
2023-01-10 20:00:00,2688.0,223.0,1361.0,133.0,30.0,27.0
2023-01-10 21:00:00,2696.0,225.0,1255.0,205.0,30.0,27.0
2023-01-10 22:00:00,2697.0,225.0,1144.0,319.0,30.0,27.0
2023-01-10 23:00:00,2717.0,227.0,1013.0,365.0,30.0,27.0
2023-01-11 00:00:00,2746.0,225.0,754.0,364.0,30.0,27.0
2023-01-11 01:00:00,2733.0,225.0,491.0,356.0,30.0,27.0
2023-01-11 02:00:00,2748.0,227.0,520.0,350.0,30.0,27.0
2023-01-11 03:00:00,2712.0,225.0,563.0,321.0,30.0,27.0
2023-01-11 04:00:00,2715.0,221.0,500.0,267.0,30.0,27.0
2023-01-11 05:00:00,2730.0,220.0,758.0,239.0,30.0,27.0
2023-01-11 06:00:00,2845.0,224.0,1095.0,167.0,30.0,27.0
2023-01-11 07:00:00,2856.0,224.0,1372.0,139.0,30.0,27.0
2023-01-11 08:00:00,2888.0,225.0,1386.0,106.0,30.0,27.0
2023-01-11 09:00:00,2881.0,224.0,1479.0,50.0,30.0,27.0
2023-01-11 10:00:00,2857.0,227.0,1502.0,45.0,30.0,27.0
2023-01-11 11:00:00,2897.0,223.0,1499.0,23.0,30.0,27.0
2023-01-11 12:00:00,2872.0,225.0,1437.0,40.0,30.0,27.0
2023-01-11 13:00:00,2893.0,228.0,1354.0,65.0,30.0,27.0
2023-01-11 14:00:00,2864.0,225.0,1296.0,70.0,30.0,27.0
2023-01-11 15:00:00,2867.0,220.0,1380.0,58.0,30.0,27.0
2023-01-11 16:00:00,2793.0,222.0,1475.0,52.0,30.0,27.0
2023-01-11 17:00:00,2858.0,228.0,1465.0,45.0,30.0,27.0
2023-01-11 18:00:00,2847.0,225.0,1431.0,41.0,30.0,27.0
2023-01-11 19:00:00,2868.0,229.0,1284.0,23.0,30.0,27.0
2023-01-11 20:00:00,2879.0,226.0,1096.0,1.0,30.0,27.0
2023-01-11 21:00:00,2614.0,217.0,1287.0,1.0,30.0,27.0
2023-01-11 22:00:00,2548.0,231.0,1387.0,0.0,30.0,27.0
2023-01-11 23:00:00,2518.0,226.0,1378.0,0.0,30.0,27.0
2023-01-12 00:00:00,2560.0,227.0,1227.0,0.0,30.0,27.0
2023-01-12 01:00:00,2537.0,226.0,1091.0,0.0,30.0,27.0
2023-01-12 02:00:00,2571.0,225.0,834.0,0.0,30.0,27.0
2023-01-12 03:00:00,2704.0,225.0,685.0,0.0,30.0,27.0
2023-01-12 04:00:00,2843.0,218.0,670.0,0.0,30.0,27.0
2023-01-12 05:00:00,2878.0,227.0,901.0,0.0,30.0,27.0
2023-01-12 06:00:00,2985.0,216.0,1489.0,0.0,30.0,27.0
2023-01-12 07:00:00,3165.0,227.0,1662.0,0.0,30.0,27.0
2023-01-12 08:00:00,3160.0,226.0,1591.0,2.0,30.0,27.0
2023-01-12 09:00:00,3240.0,231.0,1464.0,0.0,30.0,27.0
2023-01-12 10:00:00,3113.0,218.0,1473.0,0.0,30.0,27.0
2023-01-12 11:00:00,3126.0,224.0,1383.0,0.0,30.0,27.0
2023-01-12 12:00:00,3212.0,223.0,1298.0,0.0,30.0,27.0
2023-01-12 13:00:00,3227.0,224.0,1242.0,5.0,30.0,27.0
2023-01-12 14:00:00,3277.0,219.0,1192.0,7.0,30.0,27.0
2023-01-12 15:00:00,3306.0,223.0,1385.0,14.0,30.0,27.0
2023-01-12 16:00:00,3162.0,224.0,1570.0,19.0,30.0,27.0
2023-01-12 17:00:00,3061.0,222.0,1635.0,31.0,30.0,27.0
2023-01-12 18:00:00,3047.0,221.0,1550.0,10.0,30.0,27.0
2023-01-12 19:00:00,3153.0,222.0,1449.0,11.0,30.0,27.0
2023-01-12 20:00:00,3070.0,223.0,1237.0,21.0,30.0,27.0
2023-01-12 21:00:00,3072.0,220.0,1184.0,26.0,30.0,27.0
2023-01-12 22:00:00,3030.0,222.0,1258.0,9.0,30.0,27.0
2023-01-12 23:00:00,2820.0,222.0,1403.0,0.0,30.0,27.0
2023-01-13 00:00:00,2772.0,224.0,1220.0,0.0,30.0,27.0
2023-01-13 01:00:00,2801.0,221.0,904.0,0.0,30.0,27.0
2023-01-13 02:00:00,2848.0,220.0,612.0,0.0,30.0,27.0
2023-01-13 03:00:00,2834.0,216.0,555.0,0.0,30.0,27.0
2023-01-13 04:00:00,2850.0,218.0,681.0,0.0,30.0,27.0
2023-01-13 05:00:00,2985.0,215.0,1079.0,0.0,30.0,27.0
2023-01-13 06:00:00,3075.0,219.0,1575.0,0.0,30.0,27.0
2023-01-13 07:00:00,3124.0,220.0,1586.0,0.0,30.0,27.0
2023-01-13 08:00:00,3180.0,219.0,1591.0,13.0,30.0,27.0
2023-01-13 09:00:00,3191.0,224.0,1537.0,15.0,30.0,27.0
2023-01-13 10:00:00,3244.0,224.0,1448.0,11.0,30.0,27.0
2023-01-13 11:00:00,3247.0,225.0,1295.0,20.0,30.0,27.0
2023-01-13 12:00:00,3253.0,228.0,1254.0,39.0,30.0,27.0
2023-01-13 13:00:00,3250.0,223.0,1125.0,57.0,30.0,27.0
2023-01-13 14:00:00,3195.0,227.0,1301.0,63.0,30.0,27.0
2023-01-13 15:00:00,3196.0,228.0,1553.0,98.0,30.0,27.0
2023-01-13 16:00:00,3214.0,225.0,1560.0,169.0,30.0,27.0
2023-01-13 17:00:00,3238.0,224.0,1409.0,312.0,30.0,27.0
2023-01-13 18:00:00,3019.0,228.0,1536.0,360.0,30.0,27.0
2023-01-13 19:00:00,3065.0,226.0,1381.0,345.0,30.0,27.0
2023-01-13 20:00:00,2900.0,228.0,1283.0,268.0,30.0,27.0
2023-01-13 21:00:00,2935.0,226.0,1240.0,203.0,30.0,27.0
2023-01-13 22:00:00,2865.0,226.0,1263.0,126.0,30.0,27.0
2023-01-13 23:00:00,2894.0,227.0,1205.0,118.0,30.0,27.0
2023-01-14 00:00:00,2882.0,226.0,957.0,203.0,30.0,27.0
2023-01-14 01:00:00,2913.0,226.0,682.0,151.0,30.0,27.0
2023-01-14 02:00:00,2894.0,228.0,574.0,47.0,30.0,27.0
2023-01-14 03:00:00,2878.0,227.0,494.0,11.0,30.0,27.0
2023-01-14 04:00:00,2904.0,226.0,469.0,19.0,30.0,27.0
2023-01-14 05:00:00,2936.0,227.0,652.0,29.0,30.0,27.0
2023-01-14 06:00:00,2893.0,227.0,846.0,15.0,30.0,27.0
2023-01-14 07:00:00,2905.0,229.0,1106.0,2.0,30.0,27.0
2023-01-14 08:00:00,2820.0,230.0,1405.0,17.0,30.0,27.0
2023-01-14 09:00:00,2772.0,230.0,1579.0,18.0,30.0,27.0
2023-01-14 10:00:00,2678.0,231.0,1739.0,8.0,30.0,27.0
2023-01-14 11:00:00,2705.0,229.0,1722.0,9.0,30.0,27.0
2023-01-14 12:00:00,2704.0,229.0,1670.0,0.0,30.0,27.0
2023-01-14 13:00:00,2711.0,228.0,1555.0,0.0,30.0,27.0
2023-01-14 14:00:00,2717.0,231.0,1450.0,5.0,30.0,27.0
2023-01-14 15:00:00,2710.0,228.0,1690.0,1.0,30.0,27.0
2023-01-14 16:00:00,2671.0,229.0,1805.0,3.0,30.0,27.0
2023-01-14 17:00:00,2679.0,227.0,1789.0,18.0,30.0,27.0
2023-01-14 18:00:00,2664.0,226.0,1770.0,6.0,30.0,27.0
2023-01-14 19:00:00,2702.0,231.0,1592.0,0.0,30.0,27.0
2023-01-14 20:00:00,2676.0,232.0,1477.0,0.0,30.0,27.0
2023-01-14 21:00:00,2628.0,228.0,1454.0,0.0,30.0,27.0
2023-01-14 22:00:00,2621.0,230.0,1383.0,0.0,30.0,27.0
2023-01-14 23:00:00,2539.0,230.0,1538.0,1.0,30.0,27.0
2023-01-15 00:00:00,2444.0,231.0,1491.0,11.0,30.0,27.0
2023-01-15 01:00:00,2397.0,226.0,1195.0,27.0,30.0,27.0
2023-01-15 02:00:00,2415.0,226.0,925.0,62.0,30.0,27.0
2023-01-15 03:00:00,2386.0,229.0,818.0,95.0,30.0,27.0
2023-01-15 04:00:00,2394.0,224.0,781.0,122.0,30.0,27.0
2023-01-15 05:00:00,2380.0,220.0,822.0,143.0,30.0,27.0
2023-01-15 06:00:00,2336.0,223.0,919.0,178.0,30.0,27.0
2023-01-15 07:00:00,2314.0,226.0,1069.0,268.0,30.0,27.0
2023-01-15 08:00:00,2339.0,230.0,1289.0,303.0,30.0,27.0
2023-01-15 09:00:00,2308.0,230.0,1436.0,311.0,30.0,27.0
2023-01-15 10:00:00,2326.0,231.0,1421.0,362.0,30.0,27.0
2023-01-15 11:00:00,2378.0,231.0,1351.0,360.0,30.0,27.0
2023-01-15 12:00:00,2418.0,230.0,1230.0,361.0,30.0,27.0
2023-01-15 13:00:00,2430.0,228.0,1122.0,357.0,30.0,27.0
2023-01-15 14:00:00,2429.0,231.0,1064.0,358.0,30.0,27.0
2023-01-15 15:00:00,2417.0,229.0,1238.0,357.0,30.0,27.0
2023-01-15 16:00:00,2440.0,230.0,1449.0,361.0,30.0,27.0
2023-01-15 17:00:00,2457.0,231.0,1461.0,363.0,30.0,27.0
2023-01-15 18:00:00,2470.0,230.0,1440.0,360.0,30.0,27.0
2023-01-15 19:00:00,2483.0,230.0,1398.0,361.0,30.0,27.0
2023-01-15 20:00:00,2488.0,230.0,1338.0,358.0,30.0,27.0
2023-01-15 21:00:00,2476.0,227.0,1351.0,351.0,30.0,27.0
2023-01-15 22:00:00,2459.0,231.0,1350.0,354.0,30.0,27.0
