UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown,avg_wind_production_forecast
1/2/2019 2:00,615,1617,0,8649,0,9656,1616,0,88,11336
1/2/2019 3:00,612,1755,0,8928,0,10260,1616,0,88,11464
1/2/2019 4:00,612,2445,0,9839,0,11580,1600,0,88,11576
1/2/2019 5:00,612,3866,0,10499,0,11464,1600,0,88,11512
1/2/2019 6:00,612,5706,0,11498,24,11052,1600,0,88,11280
1/2/2019 7:00,613,6966,0,11728,52,10892,1600,0,88,11004
1/2/2019 8:00,613,8026,0,11372,104,11432,1584,0,88,10840
1/2/2019 9:00,613,8641,0,11009,188,11612,1600,0,88,10848
1/2/2019 10:00,614,9624,0,10955,280,11376,1600,0,88,11060
1/2/2019 11:00,612,9177,0,11173,324,11060,1600,0,88,11288
1/2/2019 12:00,610,8904,0,11115,312,11752,1600,0,88,11412
1/2/2019 13:00,615,8858,0,11088,220,11868,1600,0,88,11416
1/2/2019 14:00,611,8904,0,11499,100,11660,1608,0,88,11356
1/2/2019 15:00,613,8922,0,12030,32,11252,1616,0,88,11288
1/2/2019 16:00,611,8956,0,13431,16,10624,1632,0,88,11224
1/2/2019 17:00,613,9036,0,13462,16,10576,1632,0,88,11160
1/2/2019 18:00,614,8872,0,12887,0,10684,1632,0,88,11120
1/2/2019 19:00,613,8891,0,12238,0,10972,1632,0,88,11148
1/2/2019 20:00,613,8508,0,10968,0,11020,1632,0,88,11176
1/2/2019 21:00,613,8368,0,10729,0,10548,1624,0,88,11176
1/2/2019 22:00,611,7645,0,10535,0,10500,1616,0,88,11156
1/2/2019 23:00,613,5905,0,9771,0,10332,1616,0,88,11092
1/3/2019 0:00,611,5555,0,9785,0,10712,1616,0,88,11104
1/3/2019 1:00,614,5522,0,9700,0,10928,1616,0,88,11092
1/3/2019 2:00,613,5204,0,9589,0,11228,1616,0,88,11112
1/3/2019 3:00,612,5132,0,9480,0,11096,1616,0,88,11136
1/3/2019 4:00,612,5623,0,9625,0,11052,1616,0,88,11132
1/3/2019 5:00,613,7197,0,10313,0,11220,1616,0,88,11100
1/3/2019 6:00,612,7989,0,11128,24,11224,1616,0,88,11028
1/3/2019 7:00,612,8942,0,11438,64,11288,1616,0,88,10904
1/3/2019 8:00,616,9600,0,11250,128,11536,1612,0,88,10788
1/3/2019 9:00,610,9689,0,11344,200,11708,1616,0,88,10768
1/3/2019 10:00,610,9307,0,11925,284,11248,1616,0,88,10792
1/3/2019 11:00,615,9358,0,12158,308,9604,1616,0,88,10776
1/3/2019 12:00,612,9542,0,13036,272,7672,1616,0,88,10612
1/3/2019 13:00,610,9812,0,12531,176,9140,1616,0,88,10304
1/3/2019 14:00,614,9799,0,11962,80,9712,1616,0,88,10004
1/3/2019 15:00,613,9840,0,12801,28,8356,1616,0,88,9840
1/3/2019 16:00,637,9761,0,14448,16,8956,1616,0,88,9744
1/3/2019 17:00,646,9832,0,13283,16,9560,1616,0,88,9632
1/3/2019 18:00,641,9624,0,12433,0,9712,1616,0,88,9484
1/3/2019 19:00,612,9576,0,11332,0,10072,1616,0,88,9304
1/3/2019 20:00,612,9577,0,10623,0,10244,1616,0,88,9116
1/3/2019 21:00,611,9621,0,10372,0,9692,1616,0,88,8972
1/3/2019 22:00,613,9205,0,10104,0,9348,1616,0,88,8904
1/3/2019 23:00,612,8518,0,9527,0,9128,1616,0,88,9440
1/4/2019 0:00,612,8240,0,9118,0,9108,1616,0,88,9528
1/4/2019 1:00,612,7930,0,9155,0,8964,1608,0,88,9584
1/4/2019 2:00,614,7859,0,8931,0,9148,1600,0,88,9612
1/4/2019 3:00,614,7871,0,9066,0,9120,1600,0,88,9640
1/4/2019 4:00,611,8183,0,8999,0,9388,1600,0,88,9636
1/4/2019 5:00,612,9031,0,9548,0,9624,1600,0,88,9540
1/4/2019 6:00,613,9658,0,10968,24,9380,1600,0,88,9352
1/4/2019 7:00,620,9713,0,10712,48,9788,1604,0,88,9112
1/4/2019 8:00,621,9818,0,11342,92,9012,1600,0,88,8860
1/4/2019 9:00,619,9884,0,11675,140,8128,1616,0,88,8616
1/4/2019 10:00,619,9890,0,11732,200,7344,1616,0,88,8396
1/4/2019 11:00,621,9938,0,11434,208,6624,1616,0,88,8012
1/4/2019 12:00,620,9941,0,11365,176,5752,1616,0,88,7256
1/4/2019 13:00,620,10027,0,11236,112,4940,1616,0,88,6128
1/4/2019 14:00,622,10032,0,11435,52,3688,1616,0,88,4912
1/4/2019 15:00,619,10022,0,12062,20,2484,1616,0,88,3968
1/4/2019 16:00,620,10065,0,12034,16,2948,1616,0,88,3384
1/4/2019 17:00,603,10117,0,12036,16,3904,1616,0,88,3096
1/4/2019 18:00,604,9992,0,11108,0,4960,1616,0,88,3024
1/4/2019 19:00,605,8733,0,10990,0,5332,1616,0,88,3144
1/4/2019 20:00,604,7700,0,10887,0,6332,1616,0,88,3392
1/4/2019 21:00,606,6788,0,10112,0,7392,1616,0,88,3744
1/4/2019 22:00,603,6451,0,10013,0,8136,1616,0,88,4224
1/4/2019 23:00,605,5517,0,9456,0,8848,1616,0,88,5768
1/5/2019 0:00,603,4824,0,9197,0,9112,1616,0,88,6164
1/5/2019 1:00,604,3910,0,9258,0,9216,1616,0,88,6532
1/5/2019 2:00,608,3879,0,9110,0,9184,1616,0,88,6992
1/5/2019 3:00,602,3873,0,9010,0,9508,1616,0,88,7520
1/5/2019 4:00,605,3896,0,9334,0,9092,1616,0,88,7988
1/5/2019 5:00,605,3977,0,9641,0,8700,1608,0,88,8408
1/5/2019 6:00,605,4271,0,10282,16,8976,1600,0,88,8812
1/5/2019 7:00,605,4225,0,10178,36,9928,1600,0,88,9216
1/5/2019 8:00,602,4120,0,10808,56,10220,1600,0,88,9576
1/5/2019 9:00,604,4090,0,11086,76,10520,1600,0,88,9932
1/5/2019 10:00,605,4164,0,11456,96,10804,1600,0,88,10288
1/5/2019 11:00,605,4216,0,10893,112,11212,1600,0,88,10544
1/5/2019 12:00,602,4208,0,10476,96,11372,1600,0,88,10628
1/5/2019 13:00,606,4255,0,10226,72,11560,1600,0,88,10580
1/5/2019 14:00,605,4526,0,10284,40,11492,1604,0,88,10448
1/5/2019 15:00,604,4748,0,10407,16,11588,1604,0,88,10284
1/5/2019 16:00,607,4784,0,11734,16,11416,1600,0,88,10128
1/5/2019 17:00,603,4774,0,11684,16,11208,1600,0,88,9996
1/5/2019 18:00,605,4650,0,11638,0,10596,1616,0,88,9880
1/5/2019 19:00,604,4670,0,10606,0,9464,1616,0,88,9796
1/5/2019 20:00,606,4516,0,10887,0,6268,1616,0,88,9744
1/5/2019 21:00,606,4599,0,11088,0,5312,1616,0,88,9728
1/5/2019 22:00,604,4517,0,10384,0,6444,1616,0,88,9704
1/5/2019 23:00,608,4460,0,9490,0,7328,1616,0,88,9408
1/6/2019 0:00,603,4393,0,9186,0,7692,1616,0,88,9272
1/6/2019 1:00,604,4330,0,9181,0,7756,1616,0,88,9108
1/6/2019 2:00,602,4273,0,8939,0,7492,1616,0,88,9000
1/6/2019 3:00,604,4344,0,9093,0,7916,1616,0,88,8944
1/6/2019 4:00,606,4386,0,8772,0,7696,1616,0,88,8936
1/6/2019 5:00,604,4304,0,8929,0,9268,1616,0,88,8840
1/6/2019 6:00,607,4455,0,9475,20,9596,1616,0,88,8632
1/6/2019 7:00,605,4470,0,9891,40,9664,1616,0,88,8472
1/6/2019 8:00,603,4464,0,10031,80,9516,1612,0,88,8472
1/6/2019 9:00,605,4603,0,10348,136,9860,1616,0,88,8632
1/6/2019 10:00,603,4798,0,10750,192,10508,1616,0,88,8844
1/6/2019 11:00,605,4804,0,10666,208,10780,1604,0,88,9044
1/6/2019 12:00,605,4816,0,10285,204,10452,1600,0,88,9108
1/6/2019 13:00,605,4823,0,10148,148,10172,1600,0,88,9016
1/6/2019 14:00,607,4801,0,10429,72,9936,1600,0,88,8856
1/6/2019 15:00,606,4831,0,10326,24,10296,1600,0,88,8724
1/6/2019 16:00,604,4860,0,11539,16,10048,1600,0,88,8628
1/6/2019 17:00,605,4852,0,12582,16,9776,1600,0,88,8516
1/6/2019 18:00,605,4730,0,12082,0,9148,1600,0,88,8272
1/6/2019 19:00,604,4772,0,10823,0,8744,1608,0,88,7856
1/6/2019 20:00,603,4674,0,10456,0,9404,1616,0,88,7320
1/6/2019 21:00,606,4576,0,9855,0,9604,1616,0,88,6716
1/6/2019 22:00,605,4307,0,9302,0,9200,1616,0,88,6096
1/6/2019 23:00,603,4547,0,9159,0,7896,1616,0,88,5944
1/7/2019 0:00,605,4659,0,9828,0,4712,1616,0,88,5608
1/7/2019 1:00,606,5105,0,10069,0,3572,1616,0,88,5036
1/7/2019 2:00,603,5829,0,9926,0,3356,1616,0,88,4408
1/7/2019 3:00,605,7582,0,10086,0,2584,1616,0,88,3856
1/7/2019 4:00,605,8020,0,10321,0,1984,1616,0,88,3352
1/7/2019 5:00,604,8310,0,11105,0,1672,1600,0,88,2888
1/7/2019 6:00,615,8911,0,12636,16,1244,1600,0,88,2376
1/7/2019 7:00,643,9903,0,14650,36,932,1600,0,88,1828
1/7/2019 8:00,650,10333,0,15071,56,520,1600,0,88,1344
1/7/2019 9:00,650,10394,0,15400,92,360,1600,0,88,1036
1/7/2019 10:00,647,10366,0,15345,128,312,1600,0,88,892
1/7/2019 11:00,649,10950,0,13500,136,252,1608,0,88,832
1/7/2019 12:00,633,11767,0,13162,128,192,1616,0,88,776
1/7/2019 13:00,612,11867,0,13050,92,184,1616,0,88,712
1/7/2019 14:00,610,11344,0,13614,44,152,1600,0,88,660
1/7/2019 15:00,607,11714,0,14558,20,132,1600,0,88,648
1/7/2019 16:00,602,11727,0,14642,16,168,1600,0,88,720
1/7/2019 17:00,605,11447,0,14113,16,192,1604,0,88,888
1/7/2019 18:00,604,10884,0,13976,0,268,1616,0,88,1096
1/7/2019 19:00,606,11356,0,12876,0,500,1612,0,88,1312
1/7/2019 20:00,606,11637,0,12355,0,628,1604,0,88,1472
1/7/2019 21:00,607,10545,0,11984,0,716,1600,0,88,1576
1/7/2019 22:00,611,9084,0,11513,0,904,1600,0,88,1628
1/7/2019 23:00,608,7290,0,11266,0,968,1616,0,88,1752
1/8/2019 0:00,611,6856,0,11046,0,948,1616,0,88,1856
1/8/2019 1:00,608,6585,0,11165,0,932,1616,0,88,1960
1/8/2019 2:00,607,6164,0,10844,0,1012,1616,0,88,2144
1/8/2019 3:00,609,6877,0,10973,0,1072,1616,0,88,2440
1/8/2019 4:00,609,7227,0,11373,0,1244,1616,0,88,2808
1/8/2019 5:00,608,8695,0,12457,0,1672,1616,0,88,3232
1/8/2019 6:00,608,10054,0,14207,16,1512,1616,0,88,3680
1/8/2019 7:00,619,10103,0,14467,24,2164,1616,0,88,4112
1/8/2019 8:00,618,10063,0,13973,52,2732,1600,0,88,4460
1/8/2019 9:00,620,10060,0,13865,104,2088,1616,0,88,4748
1/8/2019 10:00,616,10002,0,14036,160,2184,1608,0,88,5264
1/8/2019 11:00,623,10080,0,13935,188,2912,1616,0,88,6072
1/8/2019 12:00,618,10077,0,13784,208,3704,1616,0,88,6816
1/8/2019 13:00,622,10049,0,13734,168,5056,1616,0,88,7412
1/8/2019 14:00,621,9938,0,13379,92,5552,1616,0,88,7908
1/8/2019 15:00,621,10019,0,13981,32,4508,1616,0,88,8336
1/8/2019 16:00,613,9375,0,15188,16,4708,1616,0,88,8656
1/8/2019 17:00,621,9228,0,14696,16,6016,1616,0,88,8872
1/8/2019 18:00,621,8825,0,13749,0,6576,1616,0,88,9000
1/8/2019 19:00,621,8383,0,12431,0,7532,1616,0,88,9048
1/8/2019 20:00,620,8219,0,11859,0,8552,1616,0,88,9068
1/8/2019 21:00,622,7898,0,11522,0,9684,1616,0,88,9100
1/8/2019 22:00,610,6658,0,11090,0,10360,1616,0,88,9136
1/8/2019 23:00,608,5451,0,11063,0,10576,1616,0,88,9200
1/9/2019 0:00,608,5063,0,11037,0,10832,1616,0,88,9020
1/9/2019 1:00,608,4997,0,11132,0,10460,1616,0,88,8624
1/9/2019 2:00,608,4915,0,11245,0,10004,1616,0,88,8048
1/9/2019 3:00,608,5169,0,11754,0,8836,1616,0,88,7448
1/9/2019 4:00,608,6593,0,11937,0,7280,1616,0,88,7112
1/9/2019 5:00,608,8475,0,13390,0,5936,1616,0,88,7144
1/9/2019 6:00,608,9311,0,14689,24,5612,1616,0,88,7248
1/9/2019 7:00,608,9687,0,15101,48,4332,1616,0,88,7288
1/9/2019 8:00,608,9768,0,14966,84,4420,1600,0,88,7344
1/9/2019 9:00,648,9820,0,14678,136,4400,1616,0,88,7316
1/9/2019 10:00,648,9701,0,14051,184,4880,1616,0,88,7280
1/9/2019 11:00,648,9762,0,14231,208,3932,1616,0,88,7388
1/9/2019 12:00,648,9716,0,14108,184,4152,1604,0,88,7528
1/9/2019 13:00,648,9726,0,14312,120,4308,1604,0,88,7556
1/9/2019 14:00,648,10103,0,13562,56,5060,1616,0,88,7548
1/9/2019 15:00,608,11193,0,14024,24,4980,1616,0,88,7604
1/9/2019 16:00,608,11735,0,14607,16,5020,1616,0,88,7712
1/9/2019 17:00,608,11205,0,15943,16,4340,1616,0,88,7816
1/9/2019 18:00,608,10986,0,15530,0,3828,1616,0,88,7840
1/9/2019 19:00,608,10977,0,14734,0,3448,1616,0,88,7816
1/9/2019 20:00,608,10773,0,14485,0,3268,1616,0,88,7716
1/9/2019 21:00,608,10291,0,14885,0,2680,1616,0,88,7576
1/9/2019 22:00,608,10040,0,13170,0,2300,1616,0,88,7356
1/9/2019 23:00,608,9301,0,12882,0,1884,1616,0,88,5704
1/10/2019 0:00,608,8979,0,12221,0,1656,1616,0,88,5168
1/10/2019 1:00,608,8542,0,12441,0,1252,1616,0,88,4620
1/10/2019 2:00,608,8561,0,12095,0,1004,1616,0,88,4184
1/10/2019 3:00,608,8647,0,12501,0,1192,1616,0,88,3912
1/10/2019 4:00,608,8897,0,12131,0,1796,1616,0,88,3896
1/10/2019 5:00,608,9413,0,13274,0,2972,1616,0,88,4284
1/10/2019 6:00,648,9469,0,16503,16,4136,1616,0,88,4956
1/10/2019 7:00,648,9629,0,17592,40,5028,1616,0,88,5772
1/10/2019 8:00,648,9751,0,17424,72,5392,1616,0,88,6584
1/10/2019 9:00,648,9794,0,17588,120,5804,1616,0,88,7216
1/10/2019 10:00,648,9748,0,17336,168,5972,1616,0,88,7724
1/10/2019 11:00,648,9752,0,16707,192,6724,1616,0,88,8120
1/10/2019 12:00,648,9713,0,16590,176,7232,1616,0,88,8360
1/10/2019 13:00,648,9718,0,16576,136,7824,1616,0,88,8464
1/10/2019 14:00,648,9767,0,16746,72,7408,1616,0,88,8468
1/10/2019 15:00,648,9893,0,17177,24,6396,1616,0,88,8464
1/10/2019 16:00,648,9937,0,18029,16,5836,1616,0,88,8496
1/10/2019 17:00,648,9965,0,17917,16,5732,1616,0,88,8516
1/10/2019 18:00,648,9810,0,17468,0,6472,1616,0,88,8436
1/10/2019 19:00,648,9740,0,16107,0,6380,1616,0,88,8280
1/10/2019 20:00,648,9578,0,14375,0,6812,1632,0,88,8104
1/10/2019 21:00,648,9581,0,13426,0,8640,1632,0,88,8024
1/10/2019 22:00,608,9398,0,12282,0,9840,1632,0,88,8064
1/10/2019 23:00,608,8433,0,11473,0,9864,1632,0,88,8024
1/11/2019 0:00,608,8263,0,11250,0,9372,1632,0,88,8040
1/11/2019 1:00,608,8253,0,11246,0,9612,1632,0,88,8192
1/11/2019 2:00,608,8274,0,11049,0,9904,1632,0,88,8460
1/11/2019 3:00,608,8289,0,11413,0,9808,1632,0,88,8648
1/11/2019 4:00,608,8606,0,11330,0,9564,1632,0,88,8656
1/11/2019 5:00,608,9430,0,11877,0,9032,1624,0,88,8520
1/11/2019 6:00,608,9905,0,13251,24,9072,1616,0,88,8372
1/11/2019 7:00,608,10413,0,14011,60,8844,1616,0,88,8252
1/11/2019 8:00,608,11561,0,15393,124,8604,1616,0,88,8152
1/11/2019 9:00,608,12789,0,14472,216,8916,1616,0,88,8104
1/11/2019 10:00,608,12762,0,13138,352,9048,1616,0,88,8060
1/11/2019 11:00,648,13016,0,12855,424,9168,1616,0,88,7912
1/11/2019 12:00,648,11930,0,13053,420,8788,1616,0,88,7552
1/11/2019 13:00,648,11728,0,12631,304,8328,1616,0,88,7060
1/11/2019 14:00,648,11690,0,13106,160,8308,1620,0,88,6624
1/11/2019 15:00,648,12085,0,13137,52,7164,1624,0,88,6392
1/11/2019 16:00,608,11903,0,14708,16,5792,1632,0,88,6424
1/11/2019 17:00,608,11915,0,14053,16,4888,1624,0,88,6616
1/11/2019 18:00,608,11186,0,13267,0,5056,1616,0,88,6788
1/11/2019 19:00,608,10290,0,12663,0,5592,1628,0,88,6832
1/11/2019 20:00,608,9345,0,12554,0,4668,1624,0,88,6788
1/11/2019 21:00,608,8954,0,12830,0,4280,1632,0,88,6792
1/11/2019 22:00,608,8540,0,11374,0,4892,1632,0,88,6880
1/11/2019 23:00,610,7366,0,11482,0,6104,1648,0,88,7176
1/12/2019 0:00,614,6876,0,11341,0,6664,1648,0,88,7528
1/12/2019 1:00,612,5788,0,10811,0,6916,1648,0,88,8032
1/12/2019 2:00,615,5421,0,10958,0,7720,1648,0,88,8696
1/12/2019 3:00,611,5459,0,10575,0,8724,1648,0,88,9336
1/12/2019 4:00,614,5483,0,10297,0,9816,1648,0,88,9720
1/12/2019 5:00,613,6672,0,10500,0,10572,1636,0,88,9744
1/12/2019 6:00,611,7563,0,10962,16,10800,1632,0,88,9564
1/12/2019 7:00,612,7625,0,11068,28,10720,1632,0,88,9288
1/12/2019 8:00,616,7706,0,11042,56,10232,1632,0,88,8996
1/12/2019 9:00,615,7774,0,11870,104,9900,1632,0,88,8732
1/12/2019 10:00,610,7765,0,11850,156,10052,1632,0,88,8480
1/12/2019 11:00,610,7343,0,11146,176,10364,1632,0,88,8160
1/12/2019 12:00,610,7285,0,10757,168,10716,1640,0,88,7712
1/12/2019 13:00,611,7307,0,10956,128,9888,1648,0,88,7168
1/12/2019 14:00,615,7401,0,11512,72,8632,1648,0,88,6624
1/12/2019 15:00,610,7461,0,11531,24,9248,1648,0,88,6380
1/12/2019 16:00,614,7529,0,11689,16,9196,1648,0,88,6424
1/12/2019 17:00,611,7719,0,11913,16,8736,1636,0,88,6408
1/12/2019 18:00,613,7146,0,10535,0,9316,1632,0,88,6304
1/12/2019 19:00,612,6598,0,9847,0,8812,1632,0,88,6100
1/12/2019 20:00,614,5463,0,10788,0,7288,1640,0,88,5840
1/12/2019 21:00,613,5000,0,10294,0,7304,1648,0,88,5620
1/12/2019 22:00,612,4736,0,10053,0,8192,1648,0,88,5488
1/12/2019 23:00,613,4133,0,9774,0,8216,1648,0,88,6672
1/13/2019 0:00,610,3770,0,9805,0,8272,1648,0,88,6788
1/13/2019 1:00,613,3649,0,10206,0,7100,1648,0,88,6704
1/13/2019 2:00,611,3151,0,9699,0,7980,1648,0,88,6648
1/13/2019 3:00,614,2762,0,9616,0,8300,1648,0,88,6768
1/13/2019 4:00,611,3207,0,9523,0,8424,1648,0,88,6964
1/13/2019 5:00,613,3490,0,9816,0,8548,1644,0,88,7184
1/13/2019 6:00,612,4033,0,10599,24,8016,1632,0,88,7296
1/13/2019 7:00,613,4413,0,11238,56,6704,1632,0,88,7284
1/13/2019 8:00,616,5045,0,11842,104,5248,1632,0,88,7360
1/13/2019 9:00,615,4881,0,11244,192,7728,1632,0,88,7660
1/13/2019 10:00,612,4747,0,10942,284,8728,1632,0,88,8088
1/13/2019 11:00,611,4682,0,10792,320,8668,1632,0,88,8368
1/13/2019 12:00,611,4533,0,10928,288,7596,1648,0,88,8420
1/13/2019 13:00,614,4510,0,12221,200,6224,1648,0,88,8208
1/13/2019 14:00,613,4644,0,11970,104,5436,1648,0,88,7652
1/13/2019 15:00,614,4674,0,12232,40,5252,1648,0,88,7012
1/13/2019 16:00,613,4859,0,12242,16,5396,1640,0,88,6656
1/13/2019 17:00,614,4805,0,12266,16,5384,1632,0,88,6596
1/13/2019 18:00,611,4709,0,11887,0,5960,1648,0,88,6736
1/13/2019 19:00,613,4698,0,11935,0,6116,1648,0,88,7048
1/13/2019 20:00,613,4495,0,11567,0,6792,1648,0,88,7488
1/13/2019 21:00,613,3910,0,11325,0,7980,1648,0,88,8016
1/13/2019 22:00,615,3506,0,11676,0,8572,1648,0,88,8588
1/13/2019 23:00,612,2849,0,11747,0,10224,1636,0,88,10256
1/14/2019 0:00,613,2640,0,11585,0,11412,1632,0,88,10564
1/14/2019 1:00,614,2623,0,11761,0,11336,1632,0,88,10720
1/14/2019 2:00,612,2488,0,11888,0,11324,1644,0,88,10752
1/14/2019 3:00,613,2734,0,12098,0,11668,1648,0,88,10820
1/14/2019 4:00,611,4058,0,12229,0,11484,1648,0,88,10932
1/14/2019 5:00,610,5398,0,13525,0,10704,1632,0,88,10964
1/14/2019 6:00,614,7039,0,14813,32,11224,1632,0,88,10984
1/14/2019 7:00,613,8941,0,14938,80,11512,1616,0,88,11016
1/14/2019 8:00,616,9290,0,15094,160,11088,1616,0,88,11104
1/14/2019 9:00,616,8408,0,15136,264,11284,1616,0,88,11216
1/14/2019 10:00,612,7495,0,15185,400,10984,1616,0,88,11288
1/14/2019 11:00,613,6687,0,15137,444,11332,1616,0,88,11332
1/14/2019 12:00,611,6578,0,14704,412,11520,1628,0,88,11332
1/14/2019 13:00,613,6794,0,15469,288,10924,1632,0,88,11240
1/14/2019 14:00,612,7005,0,15876,144,10280,1632,0,88,11044
1/14/2019 15:00,614,7631,0,15942,52,9992,1632,0,88,10744
1/14/2019 16:00,611,7634,0,16026,16,10128,1632,0,88,10424
1/14/2019 17:00,614,7628,0,15817,16,10124,1632,0,88,10160
1/14/2019 18:00,613,7424,0,14928,0,10824,1632,0,88,9960
1/14/2019 19:00,610,6914,0,14478,0,10896,1632,0,88,9872
1/14/2019 20:00,613,6690,0,14015,0,10504,1632,0,88,9824
1/14/2019 21:00,614,6772,0,14799,0,7292,1640,0,88,9720
1/14/2019 22:00,612,6699,0,14519,0,6640,1648,0,88,9668
1/14/2019 23:00,611,5462,0,13593,0,7780,1648,0,88,9768
1/15/2019 0:00,613,4890,0,13098,0,8268,1648,0,88,9808
1/15/2019 1:00,612,4960,0,13276,0,8276,1648,0,88,9976
1/15/2019 2:00,614,4784,0,13298,0,8444,1648,0,88,10160
1/15/2019 3:00,614,4852,0,13282,0,8100,1648,0,88,10408
1/15/2019 4:00,613,5692,0,13767,0,8080,1648,0,88,10528
1/15/2019 5:00,614,6823,0,15257,0,8672,1648,0,88,10472
1/15/2019 6:00,612,7444,0,17101,28,9564,1644,0,88,10180
1/15/2019 7:00,612,7512,0,16437,64,10336,1632,0,88,9864
1/15/2019 8:00,612,7469,0,16555,128,9936,1632,0,88,9848
1/15/2019 9:00,616,7474,0,15414,220,10384,1632,0,88,10140
1/15/2019 10:00,612,7476,0,15171,336,11028,1632,0,88,10468
1/15/2019 11:00,613,7444,0,14660,400,11112,1648,0,88,10644
1/15/2019 12:00,614,7475,0,14914,384,11308,1648,0,88,10680
1/15/2019 13:00,611,7376,0,14627,288,11416,1648,0,88,10500
1/15/2019 14:00,613,8231,0,15367,160,11440,1648,0,88,10088
1/15/2019 15:00,613,8680,0,15350,56,11424,1648,0,88,9668
1/15/2019 16:00,612,9354,0,15607,16,11228,1648,0,88,9376
1/15/2019 17:00,611,10759,0,15247,16,11516,1648,0,88,9208
1/15/2019 18:00,615,10513,0,14549,0,11276,1648,0,88,9160
1/15/2019 19:00,612,9545,0,13963,0,11356,1648,0,88,9112
1/15/2019 20:00,609,9331,0,13683,0,11288,1648,0,88,9064
1/15/2019 21:00,615,9432,0,13854,0,11324,1648,0,88,9012
1/15/2019 22:00,614,8786,0,13193,0,11360,1648,0,88,8976
1/15/2019 23:00,608,6168,0,12919,0,11412,1664,0,88,10740
1/16/2019 0:00,608,5318,0,12742,0,10868,1664,0,88,10632
1/16/2019 1:00,608,5341,0,12656,0,10596,1664,0,88,10512
1/16/2019 2:00,608,5409,0,12756,0,10376,1664,0,88,10368
1/16/2019 3:00,608,5939,0,12797,0,10236,1664,0,88,10204
1/16/2019 4:00,608,7397,0,12814,0,10220,1664,0,88,10024
1/16/2019 5:00,608,9645,0,13333,0,10536,1664,0,88,9724
1/16/2019 6:00,608,11119,0,14424,28,10136,1652,0,88,9132
1/16/2019 7:00,608,11354,0,14921,68,9516,1648,0,88,8216
1/16/2019 8:00,608,11393,0,14719,144,8380,1648,0,88,7100
1/16/2019 9:00,608,11584,0,14386,252,7768,1648,0,88,5876
1/16/2019 10:00,608,12601,0,13996,408,6912,1648,0,88,4684
1/16/2019 11:00,608,14188,0,14373,492,4296,1664,0,88,3624
1/16/2019 12:00,608,14034,0,14105,496,3164,1664,0,88,2672
1/16/2019 13:00,608,14129,0,14229,388,1980,1664,0,88,1900
1/16/2019 14:00,608,14277,0,14066,208,816,1664,0,88,1408
1/16/2019 15:00,608,14191,0,15403,72,420,1664,0,88,1248
1/16/2019 16:00,608,14498,0,15292,20,376,1648,0,88,1336
1/16/2019 17:00,608,14591,0,14942,16,608,1648,0,88,1508
1/16/2019 18:00,608,14187,0,14318,0,916,1648,0,88,1600
1/16/2019 19:00,608,12307,0,13875,0,1564,1648,0,88,1560
1/16/2019 20:00,608,11659,0,12987,0,1896,1648,0,88,1492
1/16/2019 21:00,608,12022,0,13320,0,1528,1648,0,88,1420
1/16/2019 22:00,608,10239,0,12797,0,1252,1648,0,88,1388
1/16/2019 23:00,608,7117,0,12643,0,1152,1648,0,88,1536
1/17/2019 0:00,608,5529,0,12482,0,1352,1648,0,88,1488
1/17/2019 1:00,608,5142,0,12549,0,1280,1648,0,88,1380
1/17/2019 2:00,608,5070,0,12413,0,1232,1648,0,88,1272
