,Wind Onshore
2019-01-06 14:00:00+00:00,167.0
2019-01-06 15:00:00+00:00,173.0
2019-01-06 16:00:00+00:00,191.0
2019-01-06 17:00:00+00:00,222.0
2019-01-06 18:00:00+00:00,262.0
2019-01-06 19:00:00+00:00,301.0
2019-01-06 20:00:00+00:00,337.0
2019-01-06 21:00:00+00:00,376.0
2019-01-06 22:00:00+00:00,425.0
2019-01-06 23:00:00+00:00,485.0
2019-01-07 00:00:00+00:00,1154.0
2019-01-07 01:00:00+00:00,1309.0
2019-01-07 02:00:00+00:00,1452.0
2019-01-07 03:00:00+00:00,1559.0
2019-01-07 04:00:00+00:00,1643.0
2019-01-07 05:00:00+00:00,1716.0
2019-01-07 06:00:00+00:00,1781.0
2019-01-07 07:00:00+00:00,1820.0
2019-01-07 08:00:00+00:00,1816.0
2019-01-07 09:00:00+00:00,1775.0
2019-01-07 10:00:00+00:00,1721.0
2019-01-07 11:00:00+00:00,1658.0
2019-01-07 12:00:00+00:00,1620.0
2019-01-07 13:00:00+00:00,1600.0
2019-01-07 14:00:00+00:00,1551.0
2019-01-07 15:00:00+00:00,1450.0
2019-01-07 16:00:00+00:00,1314.0
2019-01-07 17:00:00+00:00,1178.0
2019-01-07 18:00:00+00:00,1061.0
2019-01-07 19:00:00+00:00,972.0
2019-01-07 20:00:00+00:00,900.0
2019-01-07 21:00:00+00:00,821.0
2019-01-07 22:00:00+00:00,759.0
2019-01-07 23:00:00+00:00,705.0
2019-01-08 00:00:00+00:00,509.0
2019-01-08 01:00:00+00:00,454.0
2019-01-08 02:00:00+00:00,436.0
2019-01-08 03:00:00+00:00,434.0
2019-01-08 04:00:00+00:00,422.0
2019-01-08 05:00:00+00:00,398.0
2019-01-08 06:00:00+00:00,382.0
2019-01-08 07:00:00+00:00,380.0
2019-01-08 08:00:00+00:00,383.0
2019-01-08 09:00:00+00:00,376.0
2019-01-08 10:00:00+00:00,365.0
2019-01-08 11:00:00+00:00,348.0
2019-01-08 12:00:00+00:00,326.0
2019-01-08 13:00:00+00:00,309.0
2019-01-08 14:00:00+00:00,298.0
2019-01-08 15:00:00+00:00,281.0
2019-01-08 16:00:00+00:00,266.0
2019-01-08 17:00:00+00:00,254.0
2019-01-08 18:00:00+00:00,238.0
2019-01-08 19:00:00+00:00,209.0
2019-01-08 20:00:00+00:00,177.0
2019-01-08 21:00:00+00:00,148.0
2019-01-08 22:00:00+00:00,123.0
2019-01-08 23:00:00+00:00,102.0
