UTC time,avg_biomass_production_forecast,avg_coal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2021-07-02 01:00:00,211.05311,10985.84378,124.70193,1552.88026,201.38125,0,1122.16098
2021-07-02 02:00:00,211.72827,11394.89576,126.2392,1556.65915,202.24746,28.97874,1105.73706
2021-07-02 03:00:00,212.28108,12234.03788,122.7621,1559.66763,199.82388,478.56159,1117.66108
2021-07-02 04:00:00,211.32051,13191.88934,121.59346,1565.76177,200.68258,841.00754,1115.70614
2021-07-02 05:00:00,213.42965,13940.61016,120.50414,1549.60469,201.97971,1112.7834,1079.62486
2021-07-02 06:00:00,212.89251,14949.787,129.06486,1547.8304,202.12577,1362.22225,1033.56539
2021-07-02 07:00:00,209.70851,15630.35857,148.55875,1531.72778,201.2966,1570.07801,991.10131
2021-07-02 08:00:00,211.64468,15878.22043,164.54087,1521.47049,201.19346,1735.24853,969.73488
2021-07-02 09:00:00,212.7438,15794.64068,165.64855,1515.12586,201.6196,1870.85299,959.39692
2021-07-02 10:00:00,212.7245,15850.7319,164.78173,1507.56512,201.3557,1906.20621,951.35542
2021-07-02 11:00:00,214.29873,15770.13385,158.17199,1510.69203,202.70761,1797.33659,934.34157
2021-07-02 12:00:00,214.7944,15683.65108,148.62698,1523.18113,203.04053,1657.37039,905.07796
2021-07-02 13:00:00,213.53983,15568.75972,141.83107,1536.36029,203.36125,1401.42039,935.35604
2021-07-02 14:00:00,213.13303,15550.52582,142.84484,1539.14397,204.24797,1213.4368,957.13687
2021-07-02 15:00:00,213.96059,15633.74129,158.15808,1535.29741,204.45847,1109.70974,970.22216
2021-07-02 16:00:00,212.71425,15485.17484,173.56045,1527.60577,203.81257,985.87366,1009.93549
2021-07-02 17:00:00,213.24517,15107.32846,190.95166,1518.09267,202.95508,901.16384,1053.23237
2021-07-02 18:00:00,215.85583,14648.40602,194.22438,1501.10417,202.53,718.91541,1055.53803
2021-07-02 19:00:00,218.25557,13898.40471,183.47537,1489.96662,202.45437,518.89019,1057.95059
2021-07-02 20:00:00,216.68086,13104.66735,162.62585,1489.49164,202.45843,279.25175,1052.42762
2021-07-02 21:00:00,215.8158,12563.86466,139.45583,1503.62097,202.81015,55.3293,1085.74263
2021-07-02 22:00:00,211.87816,12200.66465,128.37045,1511.2848,203.22822,0,1122.45867
2021-07-02 23:00:00,209.67706,11616.99424,122.76325,1508.46877,202.9917,0,1143.27089
2021-07-03 00:00:00,215.20323,10714.85008,123.1444,1544.05828,203.10164,0,1127.82879
2021-07-03 01:00:00,217.62535,10880.78337,127.16675,1554.3181,203.47867,0,1142.41857
2021-07-03 02:00:00,217.9744,11257.70284,128.6246,1558.09254,204.33205,6.68507,1160.18918
2021-07-03 03:00:00,218.30778,12045.6115,125.20146,1561.0969,201.85345,370.43269,1213.76545
2021-07-03 04:00:00,217.09288,12952.90201,124.12311,1567.19622,202.74584,624.26133,1240.21889
2021-07-03 05:00:00,219.1177,13666.17899,123.08841,1551.01524,204.05858,778.40053,1219.78739
2021-07-03 06:00:00,218.44486,14630.41496,131.57611,1549.24465,204.2074,937.95213,1183.69802
2021-07-03 07:00:00,215.09647,15282.21367,150.89522,1533.11348,203.34704,1086.50815,1143.47353
2021-07-03 08:00:00,217.06133,15520.30358,166.38466,1522.83209,203.22582,1241.52346,1119.21671
2021-07-03 09:00:00,218.08313,15439.81583,167.16962,1516.47878,203.6637,1433.23599,1093.39752
2021-07-03 10:00:00,217.95944,15495.56588,166.16504,1508.90462,203.39792,1594.9495,1060.25182
2021-07-03 11:00:00,219.52211,15426.53802,159.53157,1512.0366,204.77618,1667.00034,1007.93264
2021-07-03 12:00:00,219.95129,15344.14172,150.07751,1524.53385,205.11774,1707.37047,934.43628
2021-07-03 13:00:00,218.56367,15227.48118,143.40013,1537.71364,205.42738,1625.19747,927.06254
2021-07-03 14:00:00,218.06624,15200.87511,144.27837,1540.50969,206.31889,1542.20991,902.23224
2021-07-03 15:00:00,218.82972,15274.98561,159.41766,1536.64642,206.53212,1467.34372,864.27284
2021-07-03 16:00:00,217.50761,15139.81668,174.61822,1528.95288,205.8988,1308.27214,851.34065
2021-07-03 17:00:00,218.10617,14784.74642,191.78867,1519.43672,205.02724,1159.65391,840.85044
2021-07-03 18:00:00,220.88683,14351.51768,195.26461,1502.44695,204.56457,902.1987,783.35159
2021-07-03 19:00:00,223.52138,13641.36861,184.93742,1491.29427,204.49587,635.08426,732.43689
2021-07-03 20:00:00,222.02367,12887.90077,164.67179,1490.80872,204.50067,345.99249,690.21876
2021-07-03 21:00:00,221.26567,12377.74102,142.04864,1504.94418,204.86621,92.38429,698.52624
2021-07-03 22:00:00,217.22243,12035.10802,131.12855,1512.61774,205.26435,0,711.04753
2021-07-03 23:00:00,214.87269,11483.69582,125.51641,1509.79293,204.98087,0,706.92767
2021-07-04 00:00:00,220.51819,10733.82833,106.72064,1539.43359,205.8053,0,764.69208
2021-07-04 01:00:00,222.64312,10391.30094,111.33436,1549.66094,206.19594,0,713.73421
2021-07-04 02:00:00,222.74321,10154.34273,113.53778,1553.44977,207.03267,0,648.57577
2021-07-04 03:00:00,222.90907,10385.60263,109.71575,1556.46755,204.48279,284.39993,589.13011
2021-07-04 04:00:00,221.49998,10854.57662,108.92913,1562.55059,205.41883,454.47879,518.30666
2021-07-04 05:00:00,223.46045,11397.00954,107.07014,1546.44649,206.75178,523.27384,436.74097
2021-07-04 06:00:00,222.68395,12213.77828,115.33062,1544.66374,206.90418,616.38428,337.6456
2021-07-04 07:00:00,219.21005,12908.43828,137.14996,1528.62551,206.00343,719.32661,261.96191
2021-07-04 08:00:00,221.19685,13359.13647,158.36644,1518.42205,205.85878,860.76291,220.08588
2021-07-04 09:00:00,222.15962,13489.42798,165.24839,1512.09687,206.31188,1080.68012,198.53669
2021-07-04 10:00:00,221.95621,13708.73759,169.89835,1504.56637,206.04364,1318.27181,187.52784
2021-07-04 11:00:00,223.51006,13809.85006,167.12608,1507.68186,207.45605,1506.02545,180.15683
2021-07-04 12:00:00,223.88849,13755.58787,158.65255,1520.15246,207.8088,1662.48824,189.41414
2021-07-04 13:00:00,222.39928,13604.63658,151.17823,1533.33035,208.10409,1697.8502,234.6373
2021-07-04 14:00:00,221.83268,13522.95171,152.68686,1536.08622,209.0018,1686.28768,290.40181
2021-07-04 15:00:00,222.54721,13637.27444,169.16002,1532.2773,209.21858,1632.92442,352.6005
2021-07-04 16:00:00,221.16724,13737.84308,184.71812,1524.58957,208.60155,1457.67433,424.30378
2021-07-04 17:00:00,221.81745,13684.52406,204.01347,1515.08325,207.71177,1274.12994,500.87023
2021-07-04 18:00:00,224.72792,13585.16451,205.70378,1498.09771,207.20039,978.75623,569.37361
2021-07-04 19:00:00,227.54174,13196.60045,190.14322,1486.99409,207.14069,680.80229,631.11176
2021-07-04 20:00:00,226.10282,12748.24006,163.30407,1486.54301,207.14645,373.74684,675.37579
2021-07-04 21:00:00,225.42657,12425.65119,133.59026,1500.65849,207.52985,113.95794,743.31917
2021-07-04 22:00:00,221.3027,12087.71348,118.92775,1508.30085,207.9022,0,815.90114
2021-07-04 23:00:00,218.83947,11554.57836,110.5786,1505.50396,207.55788,0,876.45841
2021-07-02 00:00:00,238.69572,11053.35514,139.20592,1631.0355,191.06897,0,1212.00001
2021-07-02 01:00:00,239.80432,11310.13984,142.96146,1641.90585,191.38545,0,1129.00004
2021-07-02 02:00:00,239.05287,11824.0902,144.93845,1645.40876,192.31291,4,1030.99997
2021-07-02 03:00:00,238.64585,12823.11501,141.70919,1648.16072,190.15155,88,936.00001
2021-07-02 04:00:00,236.57263,13936.76653,141.14759,1654.56636,190.84965,319,836
2021-07-02 05:00:00,238.31295,14792.20877,139.96563,1636.9429,192.07242,686.99999,788.99996
2021-07-02 06:00:00,237.18206,15935.85081,148.33208,1635.39827,192.20533,1124,795.99998
2021-07-02 07:00:00,233.27887,16700.06026,168.26537,1617.52041,191.52477,1509,821
2021-07-02 08:00:00,235.34067,16972.89156,183.20066,1605.77179,191.50779,1774.0001,896.99997
2021-07-02 09:00:00,236.10149,16876.78049,184.00392,1598.89074,191.87797,1945.99995,982.99996
2021-07-02 10:00:00,235.62545,16931.41721,183.87791,1590.49414,191.6231,2034.99994,1082
2021-07-02 11:00:00,237.14914,16814.01787,177.72082,1593.93562,192.84939,2036.99992,1198.99997
2021-07-02 12:00:00,237.35406,16715.14317,168.00794,1606.93808,193.14114,1981.00002,1327.00003
2021-07-02 13:00:00,235.51734,16605.92788,161.0147,1620.15119,193.51464,1799.00009,1455
2021-07-02 14:00:00,234.71418,16613.05162,161.48933,1623.7057,194.37854,1434.00003,1490.00005
2021-07-02 15:00:00,235.26133,16721.9129,177.27499,1618.81507,194.576,971.99999,1492.99998
2021-07-02 16:00:00,233.68348,16529.08708,192.66082,1611.01431,193.87015,542,1464.99994
2021-07-02 17:00:00,234.51031,16078.42993,210.35282,1601.31427,193.07973,209,1413.00002
2021-07-02 18:00:00,237.86472,15537.96372,214.79086,1584.24678,192.83382,34,1424.00003
2021-07-02 19:00:00,241.29168,14665.22646,204.32222,1572.16932,192.72509,1,1459.00008
2021-07-02 20:00:00,240.05384,13748.1563,183.78688,1571.03516,192.72562,0,1491.00003
2021-07-02 21:00:00,239.65712,13114.71848,160.33388,1585.54779,193.01162,0,1537.99998
2021-07-02 22:00:00,235.25749,12691.83502,148.66224,1593.80661,193.52458,0,1301.00003
2021-07-02 23:00:00,232.40616,12013.62436,142.31648,1590.45692,193.51185,0,1391.00001
2021-07-03 00:00:00,234.48041,10884.84418,140.7705,1622.4142,193.05669,0,1296.70081
2021-07-03 01:00:00,235.82469,11095.41308,145.28699,1633.22397,193.38318,0,1302.92675
2021-07-03 02:00:00,235.27071,11540.10129,147.82306,1636.75384,194.29839,28.97905,1311.16475
2021-07-03 03:00:00,234.99653,12433.32218,144.59605,1639.53096,192.08463,406.15504,1350.03983
2021-07-03 04:00:00,233.07733,13443.80389,143.90593,1645.90605,192.81483,703.1785,1354.352
2021-07-03 05:00:00,234.8687,14228.491,142.564,1628.42566,194.05246,918.76787,1309.01493
2021-07-03 06:00:00,233.82,15282.95332,151.21709,1626.85861,194.18799,1121.91097,1244.75587
2021-07-03 07:00:00,230.01635,15991.60769,171.74832,1609.15373,193.47773,1294.34957,1174.35441
2021-07-03 08:00:00,232.06075,16247.72885,187.25206,1597.55071,193.44352,1437.67143,1118.40394
2021-07-03 09:00:00,232.86841,16159.8121,188.1464,1590.72201,193.8249,1565.86265,1062.35143
2021-07-03 10:00:00,232.45559,16215.32614,187.92715,1582.40693,193.56822,1618.34282,1001.83952
2021-07-03 11:00:00,233.98626,16122.25748,181.32685,1585.81774,194.81962,1553.32169,929.1965
2021-07-03 12:00:00,234.23143,16031.59504,170.85372,1598.77009,195.1196,1459.15139,837.20142
2021-07-03 13:00:00,232.47529,15918.62933,163.32451,1611.97991,195.48254,1262.83559,810.21747
2021-07-03 14:00:00,231.72699,15908.94631,164.00479,1615.45914,196.35101,1112.00513,769.41567
2021-07-03 15:00:00,232.31297,16000.7426,180.65296,1610.67045,196.55108,1023.60857,717.23741
2021-07-03 16:00:00,230.781,15837.12318,196.95562,1602.88026,195.85721,908.62547,688.48359
2021-07-03 17:00:00,231.56687,15434.59039,215.47749,1593.19851,195.05338,824.69521,665.09653
2021-07-03 18:00:00,234.81833,14948.04091,220.00732,1576.13875,194.77166,652.07312,600.76774
2021-07-03 19:00:00,238.10311,14156.58065,208.73424,1564.15285,194.66955,468.80767,547.98391
2021-07-03 20:00:00,236.81864,13321.20647,186.86249,1563.08298,194.67078,254.57431,508.07864
2021-07-03 21:00:00,236.35708,12749.17125,161.99642,1577.55818,194.96993,58.49775,520.21216
2021-07-03 22:00:00,232.02142,12365.93653,149.91889,1585.75906,195.46391,0,538.88633
2021-07-03 23:00:00,229.26009,11750.49618,143.73113,1582.46149,195.40646,0,539.72919
2021-07-04 00:00:00,232.72054,10999.6231,138.85428,1606.64054,195.66015,0,763.97488
2021-07-04 01:00:00,234.16321,10677.12273,141.80067,1617.33959,195.99974,0,713.11687
2021-07-04 02:00:00,233.69166,10441.49846,143.4984,1620.91864,196.89893,14.34596,648.07595
2021-07-04 03:00:00,233.47296,10669.47824,139.89105,1623.74144,194.61653,342.9797,588.78378
2021-07-04 04:00:00,231.61807,11132.10663,139.67369,1630.06112,195.38876,575.75508,518.10918
2021-07-04 05:00:00,233.43075,11660.9834,138.24401,1612.84232,196.64585,720.18174,436.67349
2021-07-04 06:00:00,232.41635,12476.53663,146.32905,1611.23425,196.78483,869.31073,337.70531
2021-07-04 07:00:00,228.65426,13167.03021,167.27963,1593.84627,196.03567,1006.6406,262.13937
2021-07-04 08:00:00,230.6914,13614.32815,184.18541,1582.50929,195.97891,1145.64992,220.37549
2021-07-04 09:00:00,231.51862,13752.14529,187.75115,1575.77627,196.37492,1311.46758,198.90199
2021-07-04 10:00:00,231.1322,13991.18691,190.70162,1567.61029,196.1159,1445.0434,187.93438
2021-07-04 11:00:00,232.66579,14104.35357,186.80574,1570.96495,197.40017,1494.05203,180.55313
2021-07-04 12:00:00,232.92775,14064.52954,177.83828,1583.82573,197.71093,1513.31823,189.77411
2021-07-04 13:00:00,231.20526,13920.48052,170.66716,1597.02953,198.06006,1424.64323,234.979
2021-07-04 14:00:00,230.47986,13840.96929,171.12519,1600.37129,198.9345,1338.72849,290.69083
2021-07-04 15:00:00,231.08204,13943.79365,187.28503,1595.7687,199.13798,1267.62448,352.82072
2021-07-04 16:00:00,229.56923,14006.87094,202.32543,1587.99797,198.4598,1128.56017,424.45519
2021-07-04 17:00:00,230.338,13917.05076,220.61476,1578.34963,197.63841,1002.59785,500.93882
2021-07-04 18:00:00,233.54648,13795.79241,224.61011,1561.30393,197.3098,779.57506,569.32481
2021-07-04 19:00:00,236.77191,13392.29423,212.33286,1549.48584,197.21635,550.46873,630.94207
2021-07-04 20:00:00,235.46796,12942.91971,189.99034,1548.53356,197.2185,301.03919,675.1102
2021-07-04 21:00:00,234.97936,12635.85411,164.35214,1562.94045,197.53485,82.47859,742.97962
2021-07-04 22:00:00,230.67036,12323.97863,151.2191,1571.03516,198.00401,0,815.48086
2021-07-04 23:00:00,227.94662,11805.98114,143.2648,1567.83266,197.88796,0,875.96072
2021-07-05 00:00:00,231.63551,10627.52376,125.62046,1593.17239,198.29811,0,717.51737
2021-07-05 01:00:00,233.13885,10073.16194,130.43477,1603.77703,198.65097,0,683.0491
2021-07-05 02:00:00,232.71813,9682.96102,133.38125,1607.39815,199.53392,4.96024,637.95137
2021-07-05 03:00:00,232.53362,9927.98078,129.59202,1610.25997,197.18196,248.4565,606.17375
2021-07-05 04:00:00,230.71835,10482.88944,129.10041,1616.53217,197.99679,391.22936,563.45286
2021-07-05 05:00:00,232.54419,11191.98717,127.02858,1599.5368,199.27361,448.10655,505.307
2021-07-05 06:00:00,231.55094,12215.30461,135.51909,1597.89373,199.41608,528.06223,430.96224
2021-07-05 07:00:00,227.81448,13129.67568,158.43573,1580.77623,198.6275,616.45834,376.65121
2021-07-05 08:00:00,229.84716,13774.94536,179.39723,1569.66638,198.5479,736.4064,354.06383
2021-07-05 09:00:00,230.68641,13986.83451,186.11042,1563.0151,198.95875,920.82965,346.64835
2021-07-05 10:00:00,230.31626,14243.4978,191.27725,1554.97643,198.69732,1119.19524,344.72687
2021-07-05 11:00:00,231.85166,14324.59437,188.32165,1558.2833,200.01492,1274.0473,338.402
2021-07-05 12:00:00,232.12398,14206.17234,178.70245,1571.06583,200.33659,1400.22888,341.76398
2021-07-05 13:00:00,230.42223,14011.30115,170.38527,1584.26434,200.67172,1425.07232,386.37336
2021-07-05 14:00:00,229.71094,13931.70014,171.68497,1587.48873,201.55221,1408.50498,434.83926
2021-07-05 15:00:00,230.32312,14149.65101,189.64987,1583.04528,201.75915,1359.92615,485.72685
2021-07-05 16:00:00,228.82211,14399.8276,206.32904,1575.29114,201.09688,1212.0183,548.78858
2021-07-05 17:00:00,229.58034,14477.721,226.8538,1565.67125,200.2577,1059.67724,614.658
2021-07-05 18:00:00,232.76234,14473.27796,229.67738,1548.63761,199.88156,811.50588,663.40816
2021-07-05 19:00:00,235.95115,14063.83093,213.47672,1536.96279,199.79689,565.49579,705.17844
2021-07-05 20:00:00,234.63522,13547.09684,185.59238,1536.11085,199.79998,312.43807,732.58003
2021-07-05 21:00:00,234.12991,13107.89017,154.2647,1550.45927,200.13377,100.22341,787.70784
2021-07-05 22:00:00,229.8374,12583.0678,138.82871,1558.46337,200.57774,0,846.24333
2021-07-05 23:00:00,227.13681,11822.36677,130.10167,1555.34218,200.40235,0,892.72539
2021-07-03 00:00:00,239.25049,11139.78147,147.05046,1646.42872,192.84332,0,1470.99998
2021-07-03 01:00:00,240.32806,11401.8596,149.26916,1657.40703,193.16873,0,1520.00005
2021-07-03 02:00:00,239.55064,11914.88646,150.91592,1660.86204,194.08525,3,1511.00008
2021-07-03 03:00:00,239.1261,12911.73165,150.20203,1663.56937,191.87712,84,1426.99996
2021-07-03 04:00:00,237.03262,14022.52419,156.46914,1670.02905,192.60387,309,1273.99996
2021-07-03 05:00:00,238.76624,14873.72177,162.34329,1652.15024,193.83991,675.99998,1175.00001
2021-07-03 06:00:00,237.62453,16016.90804,175.63396,1650.64557,193.97516,1142.99996,1149
2021-07-03 07:00:00,233.70823,16780.03325,194.56125,1632.45863,193.26808,1542.99997,1146.99997
2021-07-03 08:00:00,235.77231,17052.35918,201.5316,1620.45043,193.23573,1776.99996,1142.99997
2021-07-03 09:00:00,236.52698,16959.02117,195.14587,1613.4759,193.61589,1906.00005,1094.99996
2021-07-03 10:00:00,236.04263,17019.61529,190.40618,1604.93391,193.35942,1963.99993,1040.00002
2021-07-03 11:00:00,237.56537,16905.35327,182.09185,1608.43016,194.60811,1961.99995,985
2021-07-03 12:00:00,237.76501,16809.77493,175.16803,1621.52198,194.90722,1917.00002,913.00003
2021-07-03 13:00:00,235.9177,16701.31297,173.19203,1634.741,195.27129,1794.00005,843.99999
2021-07-03 14:00:00,235.1073,16707.95358,178.85786,1638.42959,196.13927,1499.00002,772.99999
2021-07-03 15:00:00,235.64936,16812.74294,196.53051,1633.35731,196.33906,1042.00002,686.00002
2021-07-03 16:00:00,234.06546,16608.77019,207.76695,1625.53751,195.64391,582.99999,584.99998
2021-07-03 17:00:00,234.89769,16147.85454,218.31195,1615.8049,194.84151,231,500.99998
2021-07-03 18:00:00,238.26564,15601.90892,216.24136,1598.72367,194.56363,43,477.00002
2021-07-03 19:00:00,241.71133,14725.7898,201.62605,1586.48252,194.46081,1,485.00001
2021-07-03 20:00:00,240.47961,13809.73548,181.47068,1585.23354,194.46197,0,485.99999
2021-07-03 21:00:00,240.09144,13182.35126,161.81143,1599.81299,194.7597,0,466.99999
2021-07-03 22:00:00,235.68339,12768.31839,155.37247,1608.17544,195.25573,0,470.99999
2021-07-03 23:00:00,232.8202,12095.35027,153.0036,1604.7328,195.20307,0,457.00001
2021-07-04 00:00:00,235.73997,11318.89638,145.88013,1627.238,195.44465,0,764.69208
2021-07-04 01:00:00,237.01382,11016.47475,149.80302,1638.0816,195.78315,0,713.73421
2021-07-04 02:00:00,236.40082,10778.98682,152.34397,1641.59646,196.68367,34.15908,648.57577
2021-07-04 03:00:00,236.08695,11002.01393,148.90346,1644.35941,194.40694,426.02528,589.13011
2021-07-04 04:00:00,234.12174,11457.27017,148.60013,1650.75163,195.1757,743.53917,518.30666
2021-07-04 05:00:00,235.89785,11971.92897,147.02748,1633.19109,196.43118,982.38504,436.74097
2021-07-04 06:00:00,234.82459,12788.64555,155.47801,1631.63662,196.56987,1203.0543,337.6456
2021-07-04 07:00:00,230.9912,13477.30668,176.97119,1613.83499,195.82393,1386.70166,261.96191
2021-07-04 08:00:00,233.04079,13923.70848,193.71994,1602.15056,195.76904,1530.79773,220.08588
2021-07-04 09:00:00,233.83447,14072.14325,196.54756,1595.29245,196.16384,1645.41405,198.53669
2021-07-04 10:00:00,233.40277,14335.53779,198.73751,1586.93191,195.905,1669.77686,187.52784
2021-07-04 11:00:00,234.93134,14462.88009,193.81474,1590.35985,197.18656,1565.89986,180.15683
2021-07-04 12:00:00,235.16448,14439.06417,183.69621,1603.34022,197.49642,1433.1507,189.41414
2021-07-04 13:00:00,233.38427,14302.08759,175.88786,1616.55184,197.8467,1200.78442,234.6373
2021-07-04 14:00:00,232.61957,14224.67303,176.44815,1620.07315,198.72064,1028.25362,290.40181
2021-07-04 15:00:00,233.19394,14314.96864,193.65097,1615.22747,198.92384,934.26356,352.6005
2021-07-04 16:00:00,231.64828,14335.60619,209.86493,1607.43136,198.24436,828.10997,424.30378
2021-07-04 17:00:00,232.44638,14204.60497,229.04801,1597.73946,197.42443,759.08549,500.87023
2021-07-04 18:00:00,235.7286,14059.33488,233.58843,1580.67525,197.0997,604.63654,569.37361
2021-07-04 19:00:00,239.05587,13638.55109,220.94066,1568.63828,197.00553,438.1756,631.11176
2021-07-04 20:00:00,237.78533,13187.95935,197.61669,1567.53225,197.0076,237.27625,675.37579
2021-07-04 21:00:00,237.34316,12898.67103,170.85168,1582.02849,197.32253,50.11781,743.31917
2021-07-04 22:00:00,232.98836,12615.82366,157.49399,1590.26183,197.79374,0,815.90114
2021-07-04 23:00:00,230.20015,12113.1066,149.97404,1586.93508,197.68256,0,876.45841
2021-07-05 00:00:00,233.54678,10843.14238,145.48545,1610.83921,198.08045,0,685.19177
2021-07-05 01:00:00,234.94325,10287.41199,148.47135,1621.56766,198.43222,0,644.45323
2021-07-05 02:00:00,234.43301,9883.42256,150.42295,1625.1338,199.3165,18.63348,591.72996
2021-07-05 03:00:00,234.18826,10122.53088,146.80931,1627.94433,196.97029,347.02112,551.34794
2021-07-05 04:00:00,232.30317,10674.7567,146.7113,1634.27871,197.78161,585.54783,505.37043
2021-07-05 05:00:00,234.10584,11383.06989,145.193,1616.99023,199.0568,739.59737,448.1341
2021-07-05 06:00:00,233.07534,12418.39533,153.34775,1615.39316,199.19897,895.30115,377.03065
2021-07-05 07:00:00,229.29375,13344.5042,174.7392,1597.9208,198.41365,1035.8406,328.5405
2021-07-05 08:00:00,231.3343,14001.70963,191.65745,1586.51297,198.33592,1171.74738,313.52597
2021-07-05 09:00:00,232.15232,14226.7603,195.29975,1579.75448,198.74556,1325.05926,316.9469
2021-07-05 10:00:00,231.75351,14502.54507,198.58095,1571.54884,198.48432,1438.29672,327.98344
2021-07-05 11:00:00,233.28572,14592.07965,194.72682,1574.91852,199.79917,1462.65698,336.00994
2021-07-05 12:00:00,233.53981,14479.64666,185.38624,1587.80362,200.11994,1457.83779,355.81142
2021-07-05 13:00:00,231.80152,14285.38943,177.90525,1601.009,200.45623,1349.5409,415.27773
2021-07-05 14:00:00,231.06537,14205.83544,178.29113,1604.38735,201.33622,1252.03019,480.34095
2021-07-05 15:00:00,231.65994,14420.78666,195.00143,1599.73527,201.54288,1178.92296,548.68201
2021-07-05 16:00:00,230.13814,14652.07093,210.42761,1591.95936,200.87929,1048.68347,630.03838
2021-07-05 17:00:00,230.91494,14711.76293,229.18611,1582.30204,200.04158,935.19228,713.90765
2021-07-05 18:00:00,234.14359,14699.11788,233.55858,1565.25264,199.66937,728.86039,781.00791
2021-07-05 19:00:00,237.39689,14279.28837,220.95999,1553.38992,199.58397,516.53437,838.24871
2021-07-05 20:00:00,236.10209,13760.40886,198.14798,1552.40634,199.58699,282.49386,875.51197
2021-07-05 21:00:00,235.62619,13328.68037,171.82126,1566.83142,199.91933,76.08539,936.88346
2021-07-05 22:00:00,231.30467,12813.76547,158.3405,1574.95437,200.36539,0,1000.93587
2021-07-05 23:00:00,228.56328,12051.09176,150.17636,1571.72648,200.19489,0,1053.38642
2021-07-06 00:00:00,231.30797,10726.19838,140.71937,1605.21084,200.16368,0,1013.87956
2021-07-06 01:00:00,232.82963,10868.84762,144.20959,1615.89986,200.52594,0,959.04322
2021-07-06 02:00:00,232.42427,11222.52708,146.51753,1619.48355,201.39739,0,890.77053
2021-07-06 03:00:00,232.25008,11998.66544,142.79713,1622.31037,198.99626,265.58058,827.8238
2021-07-06 04:00:00,230.44679,12901.123,142.64595,1628.62497,199.84122,421.20077,748.86491
2021-07-06 05:00:00,232.27658,13619.58267,140.89232,1611.42986,201.13198,483.256,653.29215
2021-07-06 06:00:00,231.28973,14593.3144,149.13941,1609.81819,201.27691,569.1714,540.34734
2021-07-06 07:00:00,227.56099,15259.58547,171.27372,1592.45887,200.46046,664.40258,445.50858
2021-07-06 08:00:00,229.59232,15514.3915,189.76311,1581.14589,200.36468,794.92111,380.90324
2021-07-06 09:00:00,230.43521,15444.48376,194.77666,1574.42155,200.78604,997.24975,338.13975
2021-07-06 10:00:00,230.06998,15508.79751,199.14965,1566.2691,200.52291,1215.79674,308.36232
2021-07-06 11:00:00,231.6059,15444.81468,195.8857,1569.6188,201.86408,1388.03426,287.43234
2021-07-06 12:00:00,231.88134,15362.1285,186.44974,1582.47122,202.19347,1530.30124,279.20309
