,UTC time,carbon_intensity,wind,coal,nat_gas,nuclear,hydro,solar,other
11339,2021-04-17 11:00:00,215.26,14345,4354,9798,3741,7,0,19
11340,2021-04-17 12:00:00,217.12,14805,4544,10168,3742,6,0,19
11341,2021-04-17 13:00:00,221.35,15037,4696,10994,3743,7,62,24
11342,2021-04-17 14:00:00,226.85,14742,5282,11299,3743,7,1086,22
11343,2021-04-17 15:00:00,195.15,16525,4365,10768,3743,42,2030,30
11344,2021-04-17 16:00:00,190.67,16566,4195,10984,3743,135,2453,20
11345,2021-04-17 17:00:00,214.56,14581,5048,11602,3744,162,2785,20
11346,2021-04-17 18:00:00,232.08,12654,5480,12056,3745,175,3084,19
11347,2021-04-17 19:00:00,253.39,11134,6039,12524,3746,232,2749,19
11348,2021-04-17 20:00:00,255.26,10651,5903,12645,3745,232,2753,20
11349,2021-04-17 21:00:00,252.9,10497,5591,12869,3745,161,2792,20
11350,2021-04-17 22:00:00,271.32,9526,5852,13989,3745,109,2270,20
11351,2021-04-17 23:00:00,292.36,9006,6474,14779,3746,141,1407,20
11352,2021-04-18 00:00:00,310.18,7905,6713,16053,3746,141,1058,22
11353,2021-04-18 01:00:00,331.51,6515,6742,18544,3746,109,519,30
11354,2021-04-18 02:00:00,349.79,5223,6712,21203,3746,140,12,38
11355,2021-04-18 03:00:00,350.74,5121,6641,21034,3746,58,0,33
11356,2021-04-18 04:00:00,342.3,5965,6711,19311,3746,57,0,23
11357,2021-04-18 05:00:00,335.7,6594,6785,17225,3746,9,0,19
11358,2021-04-18 06:00:00,324.9,7220,6556,15674,3746,6,0,21
11359,2021-04-18 07:00:00,341.89,6000,6903,15777,3747,6,0,21
11360,2021-04-18 08:00:00,355.63,4760,6896,16345,3747,6,0,19
11361,2021-04-18 09:00:00,358.53,4569,6960,16111,3747,6,0,22
11362,2021-04-18 10:00:00,359.2,4583,7025,16158,3747,6,0,20
11363,2021-04-18 11:00:00,357.64,4680,6976,16621,3748,7,0,20
11364,2021-04-18 12:00:00,356.97,4774,6980,17388,3748,6,0,20
11365,2021-04-18 13:00:00,355.09,4841,7003,17892,3748,9,151,20
11366,2021-04-18 14:00:00,346.35,4628,6969,18183,3749,50,1151,20
11367,2021-04-18 15:00:00,334.4,4480,6883,17882,3748,83,2365,17
11368,2021-04-18 16:00:00,295.09,6418,5896,16260,3749,134,3133,18
11369,2021-04-18 17:00:00,260.23,8070,4858,15030,3749,163,3711,19
11370,2021-04-18 18:00:00,266.97,7346,5107,15040,3749,174,3988,18
11371,2021-04-18 19:00:00,277.47,6194,5338,15214,3749,228,4207,20
11372,2021-04-18 20:00:00,288.69,4823,5300,16088,3750,199,4434,22
11373,2021-04-18 21:00:00,301.43,3862,5727,16340,3749,138,4701,22
11374,2021-04-18 22:00:00,311.69,3109,6041,16852,3749,105,4899,24
11375,2021-04-18 23:00:00,329.14,2446,6634,17515,3749,138,4545,26
11376,2021-04-19 00:00:00,348.18,1779,6999,18755,3750,138,3809,35
11377,2021-04-19 01:00:00,380.48,1178,7065,22160,3749,105,1424,37
11378,2021-04-19 02:00:00,395.44,900,6945,25123,3749,138,18,40
11379,2021-04-19 03:00:00,393.05,1306,7038,24581,3750,88,0,32
11380,2021-04-19 04:00:00,386.48,2163,7139,22131,3750,54,0,22
11381,2021-04-19 05:00:00,374.81,3221,7017,19084,3750,5,0,18
11382,2021-04-19 06:00:00,361.13,4024,6650,17110,3750,3,0,20
11383,2021-04-19 07:00:00,350.39,4566,6340,16053,3750,6,0,19
11384,2021-04-19 08:00:00,341.91,4874,5991,15708,3750,6,0,20
11385,2021-04-19 09:00:00,342.47,4879,6033,15757,3750,6,0,19
11386,2021-04-19 10:00:00,340.24,5433,6325,15663,3749,6,0,22
11387,2021-04-19 11:00:00,334.56,6315,6528,16600,3750,9,0,20
11388,2021-04-19 12:00:00,337.9,6970,7209,18366,3750,49,0,27
11389,2021-04-19 13:00:00,336.02,7350,7475,19081,3750,50,226,21
11390,2021-04-19 14:00:00,338.22,6057,7579,19285,3751,50,1423,25
11391,2021-04-19 15:00:00,347.13,3756,7645,19960,3752,83,2831,22
11392,2021-04-19 16:00:00,320.81,4927,7337,17946,3758,135,3994,23
11393,2021-04-19 17:00:00,309.47,5004,7199,17086,3761,163,4916,25
11394,2021-04-19 18:00:00,320.39,4010,7609,17451,3758,199,5195,25
11395,2021-04-19 19:00:00,319.93,3961,7622,17537,3757,230,5299,23
11396,2021-04-19 20:00:00,314.82,4571,7435,17469,3756,228,5041,25
11397,2021-04-19 21:00:00,320.6,4564,7570,18055,3757,157,4699,25
11398,2021-04-19 22:00:00,322.43,4629,7557,18819,3757,106,4563,30
11399,2021-04-19 23:00:00,323.42,4661,7748,18600,3758,139,4606,34
11400,2021-04-20 00:00:00,321.72,5201,7616,18509,3757,139,4093,47
11401,2021-04-20 01:00:00,334.8,6114,7336,20237,3758,105,1493,35
11402,2021-04-20 02:00:00,312.84,9759,7128,18925,3766,112,22,15
11403,2021-04-20 03:00:00,260.72,13843,5918,15323,3870,66,0,20
11404,2021-04-20 04:00:00,224.8,15658,4778,12636,3918,7,0,29
11405,2021-04-20 05:00:00,211.36,15563,4500,10370,3952,4,0,32
11406,2021-04-20 06:00:00,198.47,15566,4294,8515,3995,4,0,30
11407,2021-04-20 07:00:00,193.1,15273,4087,7918,4013,4,0,19
11408,2021-04-20 08:00:00,193.8,14670,3949,7923,4102,4,0,18
11409,2021-04-20 09:00:00,195.13,14434,3975,7926,4207,4,0,18
11410,2021-04-20 10:00:00,203.22,14300,4245,8380,4246,4,0,23
11411,2021-04-20 11:00:00,228.5,13618,4973,10106,4243,4,0,26
11412,2021-04-20 12:00:00,251.33,13916,6317,11328,4244,4,0,24
11413,2021-04-20 13:00:00,256.85,14503,7077,11477,4241,4,204,26
11414,2021-04-20 14:00:00,244.8,14259,6644,11413,4242,4,1344,22
11415,2021-04-20 15:00:00,242.66,14080,6590,11503,4242,4,1807,34
11416,2021-04-20 16:00:00,245.65,13891,6713,11908,4240,82,1900,22
11417,2021-04-20 17:00:00,251.92,13819,6962,12350,4279,120,1635,18
11418,2021-04-20 18:00:00,252.51,13655,6724,13279,4313,188,1558,17
11419,2021-04-20 19:00:00,249.71,13842,6469,13942,4347,178,1593,19
11420,2021-04-20 20:00:00,248.77,13783,6414,14532,4411,192,1898,16
11421,2021-04-20 21:00:00,260.63,13060,7032,15206,4453,141,2221,17
11422,2021-04-20 22:00:00,266.45,11924,7381,15571,4492,141,3196,26
11423,2021-04-20 23:00:00,269.82,11241,7511,15758,4530,107,3650,28
11424,2021-04-21 00:00:00,272.25,11110,7401,15762,4563,142,3144,36
11425,2021-04-21 01:00:00,285.13,11251,7635,16279,4592,143,1617,41
11426,2021-04-21 02:00:00,302.13,11112,7724,18476,4623,115,29,25
11427,2021-04-21 03:00:00,296.71,11533,7692,16978,4641,64,0,36
11428,2021-04-21 04:00:00,293.47,11432,7719,14753,4671,47,0,33
11429,2021-04-21 05:00:00,295.11,10466,7464,13376,4708,8,0,31
11430,2021-04-21 06:00:00,300.75,9413,7314,12778,4716,4,0,24
11431,2021-04-21 07:00:00,316.09,7894,7391,13144,4716,29,0,21
11432,2021-04-21 08:00:00,315.48,7773,7285,12831,4717,7,0,18
11433,2021-04-21 09:00:00,327.39,7072,7611,13270,4718,5,0,14
11434,2021-04-21 10:00:00,335.82,6584,7782,14433,4721,5,0,16
11435,2021-04-21 11:00:00,333.47,7009,7803,16068,4740,6,0,19
11436,2021-04-21 12:00:00,331.1,7219,7501,19369,4744,47,1,25
11437,2021-04-21 13:00:00,328.02,7189,7349,20241,4747,48,297,16
11438,2021-04-21 14:00:00,312.39,7387,7640,18484,4749,68,2165,16
11439,2021-04-21 15:00:00,296.23,8367,7667,16591,4778,73,2941,26
11440,2021-04-21 16:00:00,285.93,8842,7607,15417,4822,151,3350,20
11441,2021-04-21 17:00:00,267.38,9373,6997,14216,4876,188,3932,19
11442,2021-04-21 18:00:00,257.19,9185,6613,13463,4885,206,4580,18
11443,2021-04-21 19:00:00,259.19,8502,6620,13354,4900,171,4951,19
11444,2021-04-21 20:00:00,262.91,7907,6741,13231,4899,175,5175,18
11445,2021-04-21 21:00:00,265.63,7913,6912,13081,4898,158,5058,20
11446,2021-04-21 22:00:00,260.08,8699,6866,12808,4898,141,4899,22
11447,2021-04-21 23:00:00,250.65,9988,6600,12579,4897,107,4440,23
11448,2021-04-22 00:00:00,247.47,11090,6449,12625,4897,117,3553,37
11449,2021-04-22 01:00:00,277.05,11195,7363,13818,4897,81,1346,44
11450,2021-04-22 02:00:00,301.04,10630,7795,16201,4897,73,35,43
11451,2021-04-22 03:00:00,307.03,9952,7857,15954,4899,48,0,40
11452,2021-04-22 04:00:00,306,9725,7871,14040,4907,7,0,28
11453,2021-04-22 05:00:00,299.84,9730,7706,12041,4934,5,0,27
11454,2021-04-22 06:00:00,290.79,9942,7438,10545,4951,5,0,24
11455,2021-04-22 07:00:00,284.51,10097,7279,9701,4979,27,0,22
11456,2021-04-22 08:00:00,278.67,10167,6991,9420,5010,8,0,21
11457,2021-04-22 09:00:00,276.98,10183,6899,9464,5044,5,0,21
11458,2021-04-22 10:00:00,288.56,9734,7307,10115,5072,6,0,19
11459,2021-04-22 11:00:00,288.18,10132,7326,11408,5077,49,0,25
11460,2021-04-22 12:00:00,288.6,10980,7545,13327,5077,48,0,22
11461,2021-04-22 13:00:00,288.35,11291,7614,14336,5075,48,118,18
11462,2021-04-22 14:00:00,281.21,11230,7612,13988,5084,73,1013,22
11463,2021-04-22 15:00:00,268.54,12218,7615,12894,5100,73,1445,24
11464,2021-04-22 16:00:00,245.44,13572,7084,11674,5100,152,1987,26
11465,2021-04-22 17:00:00,223.98,14248,6276,10988,5097,188,2683,21
11466,2021-04-22 18:00:00,215.09,13970,5722,10978,5097,165,3202,19
11467,2021-04-22 19:00:00,220.21,13435,5921,11067,5096,127,3417,21
11468,2021-04-22 20:00:00,235.44,12727,6927,10548,5097,119,3547,20
11469,2021-04-22 21:00:00,234.65,12959,6897,10432,5099,115,3319,23
11470,2021-04-22 22:00:00,244.73,12896,7277,10710,5105,96,2743,27
11471,2021-04-22 23:00:00,249.6,13154,7487,10853,5105,61,2274,38
11472,2021-04-23 00:00:00,258.68,13411,7724,11245,5105,36,1306,41
11473,2021-04-23 01:00:00,255.27,14432,7552,11400,5106,28,529,31
11474,2021-04-23 02:00:00,263.02,14521,7806,11979,5106,24,13,36
11475,2021-04-23 03:00:00,253.72,15084,7622,10804,5108,4,0,28
11476,2021-04-23 04:00:00,226.65,16154,6605,9004,5108,4,0,19
11477,2021-04-23 05:00:00,203,16434,5524,7704,5108,4,0,28
11478,2021-04-23 06:00:00,190.59,16284,4906,7104,5108,5,0,26
11479,2021-04-23 07:00:00,183.18,16055,4574,6614,5107,29,0,20
11480,2021-04-23 08:00:00,180.39,15870,4366,6577,5107,4,0,18
11481,2021-04-23 09:00:00,179.25,15754,4234,6675,5107,4,0,20
11482,2021-04-23 10:00:00,184.15,15833,4456,6905,5107,4,0,19
11483,2021-04-23 11:00:00,195.04,15883,4732,8058,5108,4,0,31
11484,2021-04-23 12:00:00,227.34,15452,6188,9595,5107,4,0,28
11485,2021-04-23 13:00:00,249.69,14831,7354,10443,5107,4,147,21
11486,2021-04-23 14:00:00,240.04,14136,7032,10754,5108,28,1806,17
11487,2021-04-23 15:00:00,227.08,14440,6592,10927,5107,29,2814,28
11488,2021-04-23 16:00:00,229.78,14532,6900,11168,5107,65,3071,25
11489,2021-04-23 17:00:00,239.32,13832,7392,11658,5107,74,3465,21
11490,2021-04-23 18:00:00,238.15,13083,7403,11830,5107,114,4495,20
11491,2021-04-23 19:00:00,247.99,12307,7834,12380,5107,84,4792,19
11492,2021-04-23 20:00:00,244.8,12491,7738,12186,5106,118,4834,23
11493,2021-04-23 21:00:00,243.18,13136,7532,12332,5107,141,4085,22
11494,2021-04-23 22:00:00,242.16,15061,7648,12279,5107,142,2554,20
11495,2021-04-23 23:00:00,225.62,17002,6928,11882,5106,179,1768,27
11496,2021-04-24 00:00:00,205.47,18665,5985,11334,5106,170,1344,32
11497,2021-04-24 01:00:00,198.09,19457,5467,11274,5105,166,639,40
11498,2021-04-24 02:00:00,210.16,19249,5972,11634,5105,137,37,32
11499,2021-04-24 03:00:00,215.15,18706,6219,11191,5105,51,0,35
11500,2021-04-24 04:00:00,220.05,17629,6279,10704,5105,10,0,27
11501,2021-04-24 05:00:00,240.83,15254,6883,10263,5105,7,0,17
11502,2021-04-24 06:00:00,250.22,13486,6803,9860,5105,7,0,14
11503,2021-04-24 07:00:00,258.79,11965,6645,9808,5104,30,0,12
11504,2021-04-24 08:00:00,255.16,11563,6223,9659,5104,9,0,13
11505,2021-04-24 09:00:00,229.02,12495,5141,9210,5104,7,0,11
11506,2021-04-24 10:00:00,217.93,12977,4652,9313,5105,7,0,12
11507,2021-04-24 11:00:00,218.96,12973,4560,9849,5104,7,0,14
11508,2021-04-24 12:00:00,228.37,12674,4764,10748,5105,7,0,20
11509,2021-04-24 13:00:00,246.03,11437,5336,11685,5105,7,506,15
11510,2021-04-24 14:00:00,246.71,8902,5513,12574,5106,32,3724,8
11511,2021-04-24 15:00:00,246.51,8115,5817,13282,5104,74,5513,26
11512,2021-04-24 16:00:00,264.17,7293,6597,14468,5104,153,5640,10
11513,2021-04-24 17:00:00,274.06,6842,6962,15569,5105,189,5668,9
11514,2021-04-24 18:00:00,276.82,6809,7002,16512,5104,210,5668,11
11515,2021-04-24 19:00:00,293.18,5809,7675,17445,5104,208,5681,11
11516,2021-04-24 20:00:00,308.05,4971,8144,18935,5104,102,5591,14
11517,2021-04-24 21:00:00,317.48,4348,8337,20202,5103,82,5442,15
11518,2021-04-24 22:00:00,321.96,4043,8313,21157,5102,75,5265,23
11519,2021-04-24 23:00:00,324.09,3637,8260,21533,5101,100,5345,29
11520,2021-04-25 00:00:00,328.85,3522,8166,21741,5100,101,4725,28
11521,2021-04-25 01:00:00,349.99,3957,8271,22314,5100,101,1830,36
11522,2021-04-25 02:00:00,345.33,6270,8286,21507,5099,79,45,10
11523,2021-04-25 03:00:00,298.02,10679,7579,16861,5100,52,0,10
11524,2021-04-25 04:00:00,243.85,14450,6160,12619,5101,51,0,26
11525,2021-04-25 05:00:00,211.43,16392,5611,9228,5102,10,0,15
11526,2021-04-25 06:00:00,185.59,17218,4935,7067,5102,7,0,15
11527,2021-04-25 07:00:00,170.45,17012,4179,6531,5102,31,0,19
11528,2021-04-25 08:00:00,173.17,16265,4193,6264,5104,9,0,21
11529,2021-04-25 09:00:00,177.14,15631,4236,6227,5104,7,0,11
11530,2021-04-25 10:00:00,179.39,15325,4243,6284,5104,7,0,12
11531,2021-04-25 11:00:00,187.37,15017,4565,6303,5104,7,0,16
11532,2021-04-25 12:00:00,187.77,15254,4626,6425,5105,7,0,16
11533,2021-04-25 13:00:00,175.66,15909,4225,6451,5106,7,199,13
11534,2021-04-25 14:00:00,175.94,15922,4440,6865,5106,31,1286,15
11535,2021-04-25 15:00:00,178.47,16460,4735,7353,5105,31,1762,17
11536,2021-04-25 16:00:00,182.43,17064,4887,8208,5105,74,1699,14
11537,2021-04-25 17:00:00,197.66,17048,5647,9030,5104,146,1669,15
11538,2021-04-25 18:00:00,212.9,16877,6389,10005,5103,167,1677,14
11539,2021-04-25 19:00:00,219.13,17044,6837,10719,5103,208,1922,13
11540,2021-04-25 20:00:00,228.01,17016,7510,11471,5100,135,2439,16
11541,2021-04-25 21:00:00,233.48,16957,7999,12128,5100,83,3007,12
11542,2021-04-25 22:00:00,229.35,17902,7903,12763,5099,76,3062,18
11543,2021-04-25 23:00:00,219.98,19211,7288,13439,5098,99,2691,26
11544,2021-04-26 00:00:00,221.84,20278,7647,12864,5095,101,1717,30
11545,2021-04-26 01:00:00,222.59,20678,7526,12465,5096,101,578,17
11546,2021-04-26 02:00:00,227.6,20550,7583,12726,5096,78,12,24
11547,2021-04-26 03:00:00,221.62,20576,7432,11392,5097,51,0,27
11548,2021-04-26 04:00:00,202.15,20626,6436,9614,5097,50,0,16
11549,2021-04-26 05:00:00,184.17,20169,5595,7662,5097,8,0,23
11550,2021-04-26 06:00:00,169.94,19506,5022,6072,5097,41,0,25
11551,2021-04-26 07:00:00,160.74,18876,4519,5503,5097,72,0,13
11552,2021-04-26 08:00:00,150.59,18600,3972,5242,5097,51,0,13
11553,2021-04-26 09:00:00,150.21,18356,3856,5308,5096,14,0,16
11554,2021-04-26 10:00:00,157.1,18051,4051,5612,5096,48,0,16
11555,2021-04-26 11:00:00,173.16,18105,4716,6307,5096,14,0,27
11556,2021-04-26 12:00:00,186.84,19235,5806,6613,5097,6,1,22
11557,2021-04-26 13:00:00,185.35,20075,5986,6755,5097,6,138,13
11558,2021-04-26 14:00:00,187.69,19913,6281,6985,5097,31,945,24
11559,2021-04-26 15:00:00,186.02,20137,6115,7960,5095,32,1537,29
11560,2021-04-26 16:00:00,185.4,20245,5872,9121,5094,117,1876,25
11561,2021-04-26 17:00:00,193.9,19784,6293,10033,5093,146,2502,20
11562,2021-04-26 18:00:00,205.52,18542,6943,11007,5092,164,3775,18
11563,2021-04-26 19:00:00,214.59,17474,7255,12444,5091,164,4752,18
11564,2021-04-26 20:00:00,225.21,17251,7727,13553,5090,106,4641,16
11565,2021-04-26 21:00:00,230.72,17560,7752,14962,5089,75,4115,15
11566,2021-04-26 22:00:00,233.45,18857,8001,15492,5089,75,3110,15
11567,2021-04-26 23:00:00,232.87,20396,7998,15468,5091,96,1663,22
11568,2021-04-27 00:00:00,226.62,21358,7687,14572,5092,100,801,25
11569,2021-04-27 01:00:00,225.53,21341,7513,13994,5092,100,255,12
11570,2021-04-27 02:00:00,235.6,20753,8010,14158,5092,76,12,19
11571,2021-04-27 03:00:00,232.66,20553,7909,13096,5091,49,0,24
11572,2021-04-27 04:00:00,215.18,20798,7190,10702,5092,49,0,20
11573,2021-04-27 05:00:00,201.86,20454,6713,8343,5093,9,0,25
11574,2021-04-27 06:00:00,190.16,20300,6507,6184,5093,6,0,25
11575,2021-04-27 07:00:00,165.9,20643,5293,5510,5094,30,0,14
11576,2021-04-27 08:00:00,155.39,20475,4716,5211,5093,12,0,12
11577,2021-04-27 09:00:00,155.94,20029,4604,5289,5094,6,0,13
11578,2021-04-27 10:00:00,168.9,19388,5022,5779,5094,6,0,13
11579,2021-04-27 11:00:00,191.27,18691,5762,7092,5094,6,0,15
11580,2021-04-27 12:00:00,222.23,17952,7020,9058,5094,6,0,26
11581,2021-04-27 13:00:00,247.59,16515,7846,10976,5094,39,44,21
11582,2021-04-27 14:00:00,253.55,15628,7704,12432,5094,62,344,24
11583,2021-04-27 15:00:00,247.04,15819,7695,12657,5094,30,1362,21
11584,2021-04-27 16:00:00,236.67,16263,7646,12574,5094,107,2549,15
11585,2021-04-27 17:00:00,238.89,16263,7882,13021,5093,103,2904,16
11586,2021-04-27 18:00:00,246.84,16277,8281,13655,5092,125,2554,15
11587,2021-04-27 19:00:00,255.72,15694,8366,14989,5092,164,2266,16
11588,2021-04-27 20:00:00,258.62,15655,8225,15791,5091,92,1922,11
11589,2021-04-27 21:00:00,238.38,17675,7681,14523,5092,73,1997,7
11590,2021-04-27 22:00:00,224.65,19118,7169,14050,5091,74,1913,14
11591,2021-04-27 23:00:00,225.78,19503,7412,13762,5091,98,1664,18
11592,2021-04-28 00:00:00,225.04,19906,7586,13099,5091,98,1408,21
11593,2021-04-28 01:00:00,236.53,19567,7871,13770,5091,99,472,27
11594,2021-04-28 02:00:00,250.9,18643,8158,15215,5090,75,8,31
11595,2021-04-28 03:00:00,250.3,18409,8120,14610,5090,49,0,20
11596,2021-04-28 04:00:00,257.02,17170,8419,13218,5090,49,0,18
11597,2021-04-28 05:00:00,276.34,14539,8729,12803,5090,8,0,19
11598,2021-04-28 06:00:00,284.54,12900,8568,12217,5090,6,0,9
11599,2021-04-28 07:00:00,280.45,12125,7805,12102,5091,6,0,11
11600,2021-04-28 08:00:00,279.39,11693,7446,12247,5091,6,0,9
11601,2021-04-28 09:00:00,292.44,10683,7736,12833,5092,6,0,9
11602,2021-04-28 10:00:00,304.36,10076,8238,13157,5092,6,0,5
11603,2021-04-28 11:00:00,294.82,10832,7814,14098,5092,6,0,6
11604,2021-04-28 12:00:00,296.12,11431,8045,15706,5093,6,0,10
11605,2021-04-28 13:00:00,296.98,11606,8375,16058,5093,39,273,5
11606,2021-04-28 14:00:00,282.69,11086,7979,16196,5093,38,2264,6
11607,2021-04-28 15:00:00,272.93,11312,7858,16645,5093,6,3549,15
11608,2021-04-28 16:00:00,272.81,11517,7981,17804,5092,49,3941,4
11609,2021-04-28 17:00:00,267.75,12132,8017,18375,5092,112,4430,9
11610,2021-04-28 18:00:00,270.24,12338,8326,19035,5091,164,4535,10
11611,2021-04-28 19:00:00,275.48,12763,8515,20199,5090,221,3847,13
11612,2021-04-28 20:00:00,282.29,12486,8716,21278,5089,146,3659,18
11613,2021-04-28 21:00:00,289.81,12305,8702,22544,5089,146,2829,14
11614,2021-04-28 22:00:00,285.54,12944,8641,22256,5089,146,2770,8
11615,2021-04-28 23:00:00,287.26,13672,8660,22323,5088,147,1802,27
11616,2021-04-29 00:00:00,293.87,13680,8622,22670,5088,147,657,24
11617,2021-04-29 01:00:00,281.23,15228,8178,21344,5089,118,239,13
11618,2021-04-29 02:00:00,269.53,16877,8088,19765,5088,76,53,8
11619,2021-04-29 03:00:00,266.03,16707,7833,18674,5088,34,36,20
11620,2021-04-29 04:00:00,261.41,16464,7787,16092,5088,7,0,18
11621,2021-04-29 05:00:00,237.94,17335,6879,13176,5089,6,0,17
11622,2021-04-29 06:00:00,218.89,18021,6371,10646,5090,6,0,11
11623,2021-04-29 07:00:00,190.98,18954,5287,8836,5090,6,0,7
11624,2021-04-29 08:00:00,176.46,18962,4570,8145,5090,6,0,5
11625,2021-04-29 09:00:00,179.61,18291,4561,8147,5090,6,0,6
11626,2021-04-29 10:00:00,198.8,16949,5112,8836,5090,6,0,3
11627,2021-04-29 11:00:00,228.51,15728,6290,10046,5090,46,0,9
11628,2021-04-29 12:00:00,253,15301,7505,11613,5089,25,0,4
11629,2021-04-29 13:00:00,262.81,14873,7760,13015,5090,6,36,14
11630,2021-04-29 14:00:00,265.71,14696,7789,14048,5090,6,241,25
11631,2021-04-29 15:00:00,255.29,15770,7614,14275,5091,6,624,19
11632,2021-04-29 16:00:00,256.79,15737,7607,15333,5087,50,817,20
11633,2021-04-29 17:00:00,258.97,15121,7608,15956,5086,118,1245,8
11634,2021-04-29 18:00:00,247.04,15498,7198,15672,5086,157,2036,23
11635,2021-04-29 19:00:00,262.69,13602,7178,18007,5085,155,2119,14
11636,2021-04-29 20:00:00,274.64,11991,7565,19018,5085,156,2759,16
11637,2021-04-29 21:00:00,277.18,11602,7496,19523,5085,140,2778,9
11638,2021-04-29 22:00:00,276.22,12067,7723,18922,5085,108,2700,9
11639,2021-04-29 23:00:00,282.5,12059,7825,19298,5086,141,1937,19
11640,2021-04-30 00:00:00,288.85,11452,7810,19455,5085,109,1575,16
11641,2021-04-30 01:00:00,304.64,10239,7858,20740,5085,101,789,21
11642,2021-04-30 02:00:00,326.73,8490,8031,22768,5085,75,21,8
11643,2021-04-30 03:00:00,334.22,7503,8019,22743,5085,73,0,15
11644,2021-04-30 04:00:00,332.35,7530,7990,20514,5085,8,0,25
11645,2021-04-30 05:00:00,324.86,8146,8032,17688,5089,5,0,30
11646,2021-04-30 06:00:00,317.1,8460,7836,15540,5092,5,0,25
11647,2021-04-30 07:00:00,311.48,8707,7748,13994,5088,5,0,16
11648,2021-04-30 08:00:00,301.81,9329,7609,12640,5085,5,0,13
11649,2021-04-30 09:00:00,288.45,10202,7354,11527,5086,5,0,12
11650,2021-04-30 10:00:00,257.77,11918,6265,10991,5086,5,0,14
11651,2021-04-30 11:00:00,258.62,12264,6357,11618,5086,5,0,22
11652,2021-04-30 12:00:00,281.46,11514,7177,13917,5086,5,0,24
11653,2021-04-30 13:00:00,296.56,10425,7457,16014,5086,5,125,23
11654,2021-04-30 14:00:00,299.57,9135,7439,16854,5086,5,1193,25
11655,2021-04-30 15:00:00,298.48,8768,7530,17154,5087,6,1917,26
11656,2021-04-30 16:00:00,291.64,9051,7485,16967,5086,48,2421,27
11657,2021-04-30 17:00:00,293.94,8564,7734,17021,5086,77,2966,27
11658,2021-04-30 18:00:00,296.28,7897,7679,17398,5087,119,3267,24
11659,2021-04-30 19:00:00,305.77,6940,7861,18162,5087,140,3345,21
11660,2021-04-30 20:00:00,316.56,6165,7906,19124,5087,115,2958,26
11661,2021-04-30 21:00:00,325.62,5754,7890,19953,5086,55,2371,27
11662,2021-04-30 22:00:00,328.95,5601,7790,20392,5087,57,2030,30
11663,2021-04-30 23:00:00,332.67,5293,7680,20733,5087,139,1700,37
11664,2021-05-01 00:00:00,345.53,4653,7739,21501,5087,145,944,35
11665,2021-05-01 01:00:00,357.79,4015,7814,22470,5087,117,348,27
11666,2021-05-01 02:00:00,361.09,4149,7909,23064,5087,74,9,21
11667,2021-05-01 03:00:00,358.56,4379,7868,22328,5086,72,0,26
11668,2021-05-01 04:00:00,356.42,4596,7845,20801,5087,8,0,26
11669,2021-05-01 05:00:00,358.23,4391,7878,19199,5087,5,0,27
11670,2021-05-01 06:00:00,358.1,4189,7738,17570,5087,5,0,21
11671,2021-05-01 07:00:00,347.23,4764,7451,15472,5087,33,0,19
11672,2021-05-01 08:00:00,351.45,4351,7473,14966,5087,52,0,20
11673,2021-05-01 09:00:00,356.97,3843,7433,15172,5087,24,0,14
11674,2021-05-01 10:00:00,368.51,3354,7884,15065,5088,5,0,18
11675,2021-05-01 11:00:00,372.28,3174,8019,15317,5088,6,0,19
11676,2021-05-01 12:00:00,375.39,3311,8416,15989,5087,6,0,21
11677,2021-05-01 13:00:00,377.31,3135,8546,16685,5088,6,127,21
11678,2021-05-01 14:00:00,367.98,3129,8513,17349,5088,6,954,23
11679,2021-05-01 15:00:00,363.64,2651,8802,18025,5088,6,2176,21
11680,2021-05-01 16:00:00,360.11,2529,9026,18451,5089,48,2879,25
11681,2021-05-01 17:00:00,349.23,3161,8917,18257,5089,42,3298,24
11682,2021-05-01 18:00:00,341.11,3688,8917,17994,5089,78,3636,25
11683,2021-05-01 19:00:00,335.02,4304,8990,17677,5089,74,3796,19
11684,2021-05-01 20:00:00,333.15,4353,8989,17442,5089,55,3961,16
11685,2021-05-01 21:00:00,341.61,3853,9202,17793,5089,54,3763,15
11686,2021-05-01 22:00:00,343.66,3462,9184,17953,5089,85,3877,16
11687,2021-05-01 23:00:00,342.68,3664,9176,18063,5088,154,3724,23
11688,2021-05-02 00:00:00,345.66,3641,9156,18149,5088,127,3415,26
11689,2021-05-02 01:00:00,362.82,3787,9299,19635,5089,103,1607,31
11690,2021-05-02 02:00:00,368.66,4787,9352,20387,5088,74,69,30
11691,2021-05-02 03:00:00,357.69,5878,9190,19017,5088,39,0,23
11692,2021-05-02 04:00:00,341.81,6949,8676,17198,5088,12,0,23
11693,2021-05-02 05:00:00,327.86,7285,7864,15850,5089,59,0,40
11694,2021-05-02 06:00:00,323.16,7433,7808,14069,5089,98,0,34
11695,2021-05-02 07:00:00,325.35,7205,7957,12728,5089,111,0,37
11696,2021-05-02 08:00:00,311.68,7502,7231,12075,5089,96,0,31
11697,2021-05-02 09:00:00,292.27,8188,6374,11810,5089,96,0,33
11698,2021-05-02 10:00:00,265.56,9232,5268,11625,5089,97,0,32
11699,2021-05-02 11:00:00,256.57,9651,4973,11493,5089,139,0,32
11700,2021-05-02 12:00:00,250.33,10192,4814,11671,5090,140,0,32
11701,2021-05-02 13:00:00,239.46,10545,4527,11725,5090,113,528,31
