UTC time,avg_wind_production_forecast,avg_solar_production_forecast,avg_nat_gas_production_forecast,avg_coal_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_other_production_forecast
2021-07-04 20:00:00,3904.15796,5660.39599,35736.559,12557.1404,4728.64267,116.28505,13.44527
2021-07-04 21:00:00,4316.48537,5294.51456,35743.88156,12578.45941,4735.03276,117.36795,23.82892
2021-07-04 22:00:00,4770.70868,4402.40398,34919.31132,12333.99733,4734.45053,110.36737,13.80695
2021-07-04 23:00:00,5170.09589,3419.82667,33212.43257,12033.56952,4734.99156,108.59846,25.27616
2021-07-02 00:00:00,4577.73893,3924.57642,40040.08889,12107.21152,4975.12057,59.12827,58.28645
2021-07-02 01:00:00,4968.29357,1940.80442,38239.60028,11827.10574,4993.12297,51.27616,86.4505
2021-07-02 02:00:00,5553.15411,367.84518,35510.94419,11211.92543,4984.50625,36.06879,0
2021-07-02 03:00:00,5556.14385,0,32928.20562,10859.29251,4972.53377,34.42949,31.29936
2021-07-02 04:00:00,6081.44733,0,30336.37081,10302.67387,4954.75235,14.96527,40.10655
2021-07-02 05:00:00,6178.7459,0,27888.10015,9983.68297,4945.26034,7.12434,35.96095
2021-07-02 06:00:00,5989.99888,0,25225.31242,9064.81589,4950.75092,8.10472,24.86472
2021-07-02 07:00:00,5985.86771,0,23590.41042,8514.38121,4956.58393,4.03153,45.8787
2021-07-02 08:00:00,5383.50159,0,22557.89583,8057.45171,4953.68494,5.32686,44.82473
2021-07-02 09:00:00,5068.06308,48.81868,22371.12459,7905.62271,4948.60253,8.04786,53.74195
2021-07-02 10:00:00,4559.49661,0,22489.36262,8177.70492,4954.23338,9.25914,0
2021-07-02 11:00:00,4522.17405,0,23152.25411,8473.12536,4954.56007,14.50694,10.97337
2021-07-02 12:00:00,3943.91796,0,23614.469,9118.65295,4975.74,19.05304,59.84943
2021-07-02 13:00:00,3704.14093,747.59683,24547.80755,9598.22609,4980.14604,26.04988,45.1979
2021-07-02 14:00:00,3041.56726,2427.27167,26067.48389,10138.95475,4984.22077,38.50904,78.21786
2021-07-02 15:00:00,2934.23432,4182.16373,28292.24797,10541.44873,4936.25598,63.95836,75.66352
2021-07-02 16:00:00,2498.9146,5046.99417,30713.59044,11056.00116,4966.831,92.05017,87.2132
2021-07-02 17:00:00,2672.72998,5419.92547,33505.88843,11454.63139,4963.45795,106.37682,104.06999
2021-07-02 18:00:00,2505.75954,5465.37336,36088.07327,11643.60974,4956.91756,115.21209,109.39763
2021-07-02 19:00:00,2752.02208,5512.14851,38002.99155,11736.69465,4970.39756,114.29309,110.09813
2021-07-02 20:00:00,2808.95362,5437.38401,39875.38769,12035.82379,4971.85246,100.54119,69.13368
2021-07-02 21:00:00,3238.6861,5429.83083,40762.20971,12110.59467,4979.12802,91.9372,97.65435
2021-07-02 22:00:00,3508.03615,5230.28967,40595.91941,12054.18833,4968.699,79.07911,92.75952
2021-07-02 23:00:00,3948.11182,5017.58605,39344.00798,11892.70803,4943.45176,75.40911,88.81793
2021-07-03 00:00:00,5955.77255,3200.17033,37996.97546,12106.57025,4875.48062,91.19676,48.38092
2021-07-03 01:00:00,5836.09916,2147.53589,35756.93179,11691.60663,4873.95381,70.84885,44.78917
2021-07-03 02:00:00,5815.22501,1149.571,32824.24209,11193.0396,4870.98198,58.28444,37.70803
2021-07-03 03:00:00,5813.43176,430.29639,29961.1325,10591.3624,4876.74972,49.95663,40.26303
2021-07-03 04:00:00,5668.80314,459.53746,27497.45247,10029.00252,4880.37399,34.08314,43.5541
2021-07-03 05:00:00,5588.75937,659.46869,25048.23008,9508.38751,4886.41918,25.83053,42.56309
2021-07-03 06:00:00,5530.98263,192.28698,22734.47348,9136.15873,4898.16359,17.61529,41.27845
2021-07-03 07:00:00,5375.42234,0,21137.92331,8801.29187,4905.66398,14.00888,36.10587
2021-07-03 08:00:00,4910.77092,0,20464.32918,8448.68491,4916.52724,5.41122,29.53583
2021-07-03 09:00:00,4411.85933,0,19910.43962,8353.48746,4927.1865,6.01479,26.92947
2021-07-03 10:00:00,4042.64555,0,20194.79636,8333.96737,4931.98543,16.24427,26.48567
2021-07-03 11:00:00,3822.95154,0,20849.54046,8653.18279,4934.68504,24.35543,23.4291
2021-07-03 12:00:00,3779.89828,312.82674,21467.86215,9179.63586,4937.92754,33.48668,20.2426
2021-07-03 13:00:00,3785.57856,1009.82603,22723.49686,9937.73267,4942.35935,39.49855,52.40848
2021-07-03 14:00:00,3532.70113,1819.69646,24782.12925,10881.33698,4943.86764,60.86545,35.12521
2021-07-03 15:00:00,3370.67971,2907.10579,27813.03749,11709.14468,4933.93414,75.59288,26.63807
2021-07-03 16:00:00,3181.01914,3776.76044,30693.7685,12108.04293,4934.48289,91.58553,34.52721
2021-07-03 17:00:00,3033.10356,4793.75504,33271.30717,12420.46048,4904.30152,99.31467,16.64321
2021-07-03 18:00:00,3118.57185,5698.0834,35191.28692,12496.58125,4880.10486,104.35256,14.65492
2021-07-03 19:00:00,3133.02898,6388.50124,36852.03849,12466.6816,4863.34487,110.08351,37.22511
2021-07-03 20:00:00,3162.43284,6484.12321,37698.02553,12425.12757,4862.656,104.95032,13.44527
2021-07-03 21:00:00,3595.23003,6057.9515,37961.21349,12323.194,4868.9464,105.34328,23.82892
2021-07-03 22:00:00,4045.43925,5036.06529,37373.0155,11943.491,4868.00352,98.69746,13.80695
2021-07-03 23:00:00,4440.41333,3921.87579,35807.06778,11489.31179,4868.262,95.30696,25.27616
2021-07-04 00:00:00,7561.16447,3291.82776,34838.72286,12018.66881,4760.36319,102.07098,48.38092
2021-07-04 01:00:00,7461.46362,2228.549,32713.9337,11589.26683,4758.89641,81.21079,44.78917
2021-07-04 02:00:00,7439.02179,1211.21255,29931.30875,11071.80203,4756.01116,68.18163,37.70803
2021-07-04 03:00:00,7443.41502,467.97706,27141.50256,10455.85487,4761.75312,59.24931,40.26303
2021-07-04 04:00:00,7292.36207,480.8648,24629.47752,9867.49767,4765.76133,42.38545,43.5541
2021-07-04 05:00:00,7179.31369,671.04589,22108.01306,9324.82065,4771.84958,33.5254,42.56309
2021-07-04 06:00:00,7105.26102,189.4028,19781.31869,8931.49597,4783.36251,23.88398,41.27845
2021-07-04 07:00:00,6937.15993,0,18106.13544,8574.76005,4790.76028,17.63747,36.10587
2021-07-04 08:00:00,6450.75863,0,17321.38501,8205.34189,4801.27602,5.51538,29.53583
2021-07-04 09:00:00,5921.38435,0,16747.59276,8098.76509,4811.7183,4.8522,26.92947
2021-07-04 10:00:00,5490.26862,0,17024.47697,8079.51723,4816.63961,14.1123,26.48567
2021-07-04 11:00:00,5197.22186,0,17713.79916,8394.66964,4819.4366,22.22287,23.4291
2021-07-04 12:00:00,5083.52398,312.06352,18470.30195,8921.54158,4822.72215,31.86122,20.2426
2021-07-04 13:00:00,5006.8229,1008.03594,19852.97099,9684.22548,4827.0856,38.60637,52.40848
2021-07-04 14:00:00,4666.90286,1822.60703,21959.97722,10637.99747,4828.90792,61.24975,35.12521
2021-07-04 15:00:00,4440.14929,2921.88094,24916.96632,11484.6875,4819.76529,77.11558,26.63807
2021-07-04 16:00:00,4218.53166,3801.61378,27729.16123,11910.47691,4820.32608,94.65305,34.52721
2021-07-04 17:00:00,4041.61856,4838.35223,30242.33123,12256.82696,4792.18941,104.06803,16.64321
2021-07-04 18:00:00,4099.29712,5774.51797,32196.8559,12368.65949,4769.79485,111.75879,14.65492
2021-07-04 19:00:00,4062.40879,6492.4669,33885.23648,12367.64496,4754.22556,119.03946,37.22511
2021-07-04 20:00:00,4086.76494,6594.61994,34797.02844,12346.7399,4753.8552,114.03904,13.44527
2021-07-04 21:00:00,4522.13856,6167.28956,35115.18313,12261.06676,4760.22646,115.01129,23.82892
2021-07-04 22:00:00,4992.51472,5140.5779,34591.27595,11898.90181,4759.57633,108.14,13.80695
2021-07-04 23:00:00,5394.25777,4019.0721,33173.18092,11455.33791,4760.06428,106.22575,25.27616
2021-07-05 00:00:00,8447.03922,3205.32134,34187.78856,12059.63981,4726.03967,108.43097,48.38092
2021-07-05 01:00:00,8302.24971,2224.21191,31710.89679,11405.29935,4724.59094,86.16578,44.78917
2021-07-05 02:00:00,8207.02502,1257.71766,28641.0599,10701.92082,4721.7313,71.80549,37.70803
2021-07-05 03:00:00,8128.88364,521.88857,25723.46522,9977.63302,4727.46555,61.65236,40.26303
2021-07-05 04:00:00,7892.27682,492.28929,23285.65205,9346.0274,4731.58827,42.94827,43.5541
2021-07-05 05:00:00,7687.31824,631.90531,21030.06634,8806.75318,4737.68932,32.85222,42.56309
2021-07-05 06:00:00,7522.68821,164.25275,19073.53439,8489.81517,4749.13327,22.38763,41.27845
2021-07-05 07:00:00,7262.09907,0,17878.40375,8275.67932,4756.50049,15.78761,36.10587
2021-07-05 08:00:00,6678.62013,0,17654.32901,8021.53859,4766.91253,2.46766,29.53583
2021-07-05 09:00:00,6064.77137,0,17648.65901,8029.1433,4777.29031,1.48753,26.92947
2021-07-05 10:00:00,5573.40297,0,18510.05542,8088.74615,4782.24803,11.21332,26.48567
2021-07-05 11:00:00,5243.5989,0,19770.06953,8495.59851,4785.07419,19.86071,23.4291
2021-07-05 12:00:00,5124.11458,274.46277,20967.19736,9140.47501,4788.37239,29.92481,20.2426
2021-07-05 13:00:00,5071.09861,897.22323,22653.44087,10057.09414,4792.71547,37.34602,52.40848
2021-07-05 14:00:00,4767.14772,1645.07514,24949.41455,11144.79154,4794.63146,61.09579,35.12521
2021-07-05 15:00:00,4589.9258,2661.46947,27988.84221,12114.29634,4785.72463,77.91944,26.63807
2021-07-05 16:00:00,4442.33993,3475.07222,30741.66648,12642.30839,4786.28912,96.64337,34.52721
2021-07-05 17:00:00,4339.70507,4464.00356,33074.69129,13056.40132,4758.762,106.72627,16.64321
2021-07-05 18:00:00,4482.29829,5386.96285,34665.5628,13188.45695,4736.90478,115.14279,14.65492
2021-07-05 19:00:00,4522.30574,6112.96863,35852.4105,13176.74083,4721.69041,122.97476,37.22511
2021-07-05 20:00:00,4616.89056,6234.92746,36210.75704,13126.69876,4721.41511,118.27581,13.44527
2021-07-05 21:00:00,5102.83508,5856.66388,35902.53495,12930.39774,4727.81045,120.15351,23.82892
2021-07-05 22:00:00,5611.28214,4927.91758,34799.22607,12400.59941,4727.2475,113.69797,13.80695
2021-07-05 23:00:00,6019.12808,3897.81473,32845.75984,11731.23265,4727.80381,111.94254,25.27616
2021-07-03 00:00:00,5336.61238,3636.59831,36650.74182,12079.62717,4873.19427,68.34821,58.28645
2021-07-03 01:00:00,5457.02815,1824.09303,34976.19017,11811.13227,4891.52335,50.7886,86.4505
2021-07-03 02:00:00,5954.04697,354.86934,32581.21639,11198.88538,4882.34955,32.50082,0
2021-07-03 03:00:00,5839.43223,0,30507.79757,10769.91488,4875.03804,30.75199,31.29936
2021-07-03 04:00:00,6330.98572,0,28772.63225,10154.80474,4856.4014,10.54973,40.10655
2021-07-03 05:00:00,6105.92788,0,26597.1303,9745.63217,4850.95897,5.30979,35.96095
2021-07-03 06:00:00,5796.05588,0,24820.09174,8804.71501,4858.241,0,24.86472
2021-07-03 07:00:00,5887.68677,0,23382.55547,8242.47861,4860.57967,0,45.8787
2021-07-03 08:00:00,5115.31154,0,22277.14269,7815.64381,4859.82907,0,44.82473
2021-07-03 09:00:00,4893.78015,0,22166.44063,7748.76424,4854.00394,0,53.74195
2021-07-03 10:00:00,4292.96745,0,22653.37743,8106.77603,4863.64054,7.63691,0
2021-07-03 11:00:00,4670.33312,0,22855.8998,8482.46374,4865.13694,24.28528,10.97337
2021-07-03 12:00:00,3954.64893,3.711,23687.21867,9142.70682,4884.14163,47.09972,59.84943
2021-07-03 13:00:00,3757.9925,778.14435,24518.94274,9592.27788,4889.70566,67.37444,45.1979
2021-07-03 14:00:00,3302.76609,2358.14936,25907.56153,10111.28059,4888.94905,90.36916,78.21786
2021-07-03 15:00:00,3146.87044,4149.36336,27979.69983,10463.6869,4847.60937,116.62429,75.66352
2021-07-03 16:00:00,2732.55905,5057.13605,30776.36136,10962.17605,4876.97502,136.26508,87.2132
2021-07-03 17:00:00,2943.43426,5415.38441,33007.33476,11370.7284,4872.89258,137.55978,104.06999
2021-07-03 18:00:00,2789.46587,5417.209,35597.75927,11585.16804,4868.71693,140.22273,109.39763
2021-07-03 19:00:00,2687.38166,5392.34968,37359.42595,11696.60978,4884.33946,133.85881,110.09813
2021-07-03 20:00:00,2760.47682,5266.82297,38716.70254,11978.95649,4882.32964,119.83344,69.13368
2021-07-03 21:00:00,3205.64697,5271.78745,39480.57258,12080.94479,4890.75146,108.74619,97.65435
2021-07-03 22:00:00,3219.20449,5073.09874,38843.87963,12039.63702,4878.92141,98.59149,92.75952
2021-07-03 23:00:00,3551.49145,4774.59334,37338.70131,11919.91071,4861.53998,89.88536,88.81793
2021-07-04 00:00:00,5679.91558,3289.93876,35312.93244,11633.00566,4803.4437,103.69363,48.38092
2021-07-04 01:00:00,5602.25618,2186.8997,33090.95722,11127.97824,4801.9544,75.83434,44.78917
2021-07-04 02:00:00,5639.90116,1151.91439,30289.86005,10574.11482,4799.03689,58.70527,37.70803
2021-07-04 03:00:00,5706.65942,417.60284,27675.75188,9984.43579,4804.78826,47.44605,40.26303
2021-07-04 04:00:00,5629.5573,462.93472,25599.33078,9499.91211,4808.65296,27.7412,43.5541
2021-07-04 05:00:00,5614.87727,686.44702,23653.21883,9072.21854,4814.72501,17.69621,42.56309
2021-07-04 06:00:00,5625.98573,204.91251,21884.84679,8833.73555,4826.32466,10.8023,41.27845
2021-07-04 07:00:00,5541.88609,0,20827.05656,8698.07857,4833.76086,11.29016,36.10587
2021-07-04 08:00:00,5149.87887,0,20645.89619,8514.07321,4844.40654,5.92187,29.53583
2021-07-04 09:00:00,4711.00699,0,20545.9184,8555.52551,4854.9303,9.92188,26.92947
2021-07-04 10:00:00,4373.56485,0,21215.88009,8614.23242,4859.80562,26.22305,26.48567
2021-07-04 11:00:00,4163.4627,0,22178.98328,8991.01042,4862.56618,38.15793,23.4291
2021-07-04 12:00:00,4105.6614,333.32149,22961.28516,9556.25951,4865.83553,51.23634,20.2426
2021-07-04 13:00:00,4069.49388,1070.43536,24220.16729,10348.9006,4870.2246,59.18147,52.40848
2021-07-04 14:00:00,3763.53678,1919.43448,26155.7756,11284.27648,4871.92933,84.73115,35.12521
2021-07-04 15:00:00,3543.58867,3058.19839,28920.70702,12080.93496,4862.49088,101.39743,26.63807
2021-07-04 16:00:00,3285.17492,3969.10849,31435.70838,12456.34343,4863.04703,119.32047,34.52721
2021-07-04 17:00:00,3069.11982,5021.61042,33603.1985,12717.69528,4834.14527,126.51084,16.64321
2021-07-04 18:00:00,3078.16634,5947.78421,35036.33951,12728.49089,4811.07635,129.10852,14.65492
2021-07-04 19:00:00,3016.21662,6646.29621,36129.92921,12632.52729,4795.06139,133.74361,37.22511
2021-07-04 20:00:00,2987.34981,6733.91941,36451.16981,12527.63645,4794.57159,125.60554,13.44527
2021-07-04 21:00:00,3379.89574,6280.01987,36232.28921,12314.13977,4800.91276,124.51229,23.82892
2021-07-04 22:00:00,3804.81736,5201.62807,35277.2541,11805.14617,4800.15321,115.37166,13.80695
2021-07-04 23:00:00,4196.71113,4033.43405,33465.86963,11206.64023,4800.55505,106.73783,25.27616
2021-07-05 00:00:00,6123.21685,3414.59259,31891.82643,11379.02279,4705.45401,119.69866,48.38092
2021-07-05 01:00:00,6035.58578,2311.63413,29678.06204,10805.43791,4704.01593,94.52178,44.78917
2021-07-05 02:00:00,6052.94905,1256.87505,26934.04272,10191.57241,4701.17188,78.89403,37.70803
2021-07-05 03:00:00,6097.69339,486.90743,24334.55081,9576.01184,4706.90165,68.08754,40.26303
2021-07-05 04:00:00,5996.18337,498.3083,22193.21596,9076.62954,4711.09288,48.54972,43.5541
2021-07-05 05:00:00,5952.04872,696.49721,20208.42917,8648.44063,4717.20165,38.59869,42.56309
2021-07-05 06:00:00,5936.14234,195.36448,18496.79177,8430.34211,4728.6041,28.57906,41.27845
2021-07-05 07:00:00,5824.96283,0,17460.7154,8340.43337,4735.95295,22.29938,36.10587
2021-07-05 08:00:00,5403.46915,0,17296.6458,8196.8272,4746.30296,8.77496,29.53583
2021-07-05 09:00:00,4937.50978,0,17319.78438,8276.03784,4756.64216,8.8606,26.92947
2021-07-05 10:00:00,4575.77352,0,18138.32987,8366.59136,4761.62148,20.54287,26.48567
2021-07-05 11:00:00,4346.4412,0,19298.77716,8764.58524,4764.46507,30.47286,23.4291
2021-07-05 12:00:00,4278.29571,324.54904,20362.52579,9353.87838,4767.77099,42.47392,20.2426
2021-07-05 13:00:00,4238.4634,1045.29385,21860.50846,10178.32609,4772.10188,50.66199,52.40848
2021-07-05 14:00:00,3931.65512,1888.11537,23923.10495,11137.90246,4774.07389,76.31095,35.12521
2021-07-05 15:00:00,3717.36209,3028.54671,26659.37344,11962.1446,4765.30857,93.82732,26.63807
2021-07-05 16:00:00,3475.42328,3941.73649,29114.14471,12375.88182,4765.87522,113.35557,34.52721
2021-07-05 17:00:00,3276.27833,5015.20183,31190.25432,12673.01278,4738.71367,123.67591,16.64321
2021-07-05 18:00:00,3305.31996,5988.07299,32586.96138,12712.86402,4717.17882,132.30765,14.65492
2021-07-05 19:00:00,3258.23504,6730.89814,33598.55809,12633.7102,4702.1771,140.38947,37.22511
2021-07-05 20:00:00,3248.1267,6832.64501,33858.47268,12533.82181,4701.9589,133.75991,13.44527
2021-07-05 21:00:00,3654.9493,6386.85193,33538.27609,12296.89008,4708.36889,134.58685,23.82892
2021-07-05 22:00:00,4092.87579,5320.75112,32496.80659,11755.08796,4707.85826,126.17377,13.80695
2021-07-05 23:00:00,4487.29192,4159.66152,30693.61853,11104.36218,4708.45562,123.01706,25.27616
2021-07-06 00:00:00,6607.30145,3065.70123,30618.95099,11326.7854,4685.78422,121.51294,48.38092
2021-07-06 01:00:00,6483.07428,2061.79412,28063.16656,10516.89532,4684.35633,96.04929,44.78917
2021-07-06 02:00:00,6445.33708,1107.1963,25072.48189,9710.7883,4681.52709,80.21667,37.70803
