UTC time,nat_gas,coal,solar,hydro,biomass,nuclear,oil,unknown,geothermal,wind
2019-01-01 22:00,12879.0,29810.0,0.0,5382.0,21962.0,23936.0,,1852.0,72.0,146267.0
2019-01-01 23:00,12488.0,30576.0,0.0,5532.0,21516.0,23181.0,,1880.0,73.0,139972.0
2019-01-02 00:00,11908.0,30199.0,0.0,5346.0,20187.0,22942.0,,1862.0,74.0,136287.0
2019-01-02 01:00,11801.0,31090.0,0.0,5361.0,20259.0,22943.0,,1856.0,76.0,134124.0
2019-01-02 02:00,11919.0,31578.0,0.0,5320.0,20271.0,23004.0,,1856.0,76.0,131805.0
2019-01-02 03:00,11937.0,31819.0,0.0,5183.0,20274.0,23128.0,,1856.0,75.0,132887.0
2019-01-02 04:00,13651.0,32678.0,0.0,5350.0,21607.0,24360.0,,1856.0,72.0,136012.0
2019-01-02 05:00,16964.0,36155.0,0.0,5651.0,21947.0,30645.0,,1956.0,72.0,140987.0
2019-01-02 06:00,19016.0,41434.0,0.0,5603.0,22162.0,34341.0,,2254.0,72.0,141840.0
2019-01-02 07:00,19799.0,47843.0,433.0,5615.0,22508.0,35361.0,,2272.0,70.0,137186.0
2019-01-02 08:00,21685.0,54562.0,5919.0,5519.0,22539.0,36056.0,,2293.0,69.0,132653.0
2019-01-02 09:00,20979.0,56970.0,16593.0,5610.0,22498.0,36052.0,,2313.0,68.0,129815.0
2019-01-02 10:00,21325.0,57253.0,25338.0,5798.0,22499.0,36044.0,,2333.0,68.0,129213.0
2019-01-02 11:00,21699.0,57534.0,27717.0,5867.0,22502.0,36394.0,,2333.0,68.0,129501.0
2019-01-02 12:00,22018.0,56251.0,25083.0,5872.0,22448.0,36032.0,,2332.0,68.0,126529.0
2019-01-02 13:00,21559.0,61559.0,17054.0,5810.0,22568.0,36049.0,,2332.0,68.0,118436.0
2019-01-02 14:00,22009.0,70409.0,6000.0,5943.0,22638.0,36244.0,,2334.0,68.0,109188.0
2019-01-02 15:00,23274.0,80439.0,332.0,5803.0,22681.0,36834.0,,2335.0,73.0,102523.0
2019-01-02 16:00,24023.0,84405.0,0.0,5805.0,22662.0,36990.0,,2351.0,86.0,98202.0
2019-01-02 17:00,25126.0,86621.0,0.0,5957.0,22797.0,36793.0,,2356.0,88.0,90929.0
2019-01-02 18:00,25537.0,87314.0,0.0,6034.0,22778.0,36511.0,,2360.0,88.0,83615.0
2019-01-02 19:00,24750.0,89291.0,0.0,5770.0,22577.0,36850.0,,2359.0,88.0,76950.0
2019-01-02 20:00,24097.0,86291.0,0.0,5530.0,22532.0,37010.0,,2357.0,88.0,71370.0
2019-01-02 21:00,23565.0,85614.0,0.0,5600.0,22306.0,37035.0,,2364.0,89.0,66567.0
2019-01-02 22:00,23423.0,81141.0,0.0,5676.0,22058.0,37154.0,,2363.0,92.0,61656.0
2019-01-02 23:00,22661.0,79381.0,0.0,5730.0,21876.0,37862.0,,2252.0,92.0,60461.0
2019-01-03 00:00,22996.0,80966.0,0.0,5769.0,21830.0,37969.0,,2248.0,92.0,60672.0
2019-01-03 01:00,22610.0,82279.0,0.0,5716.0,21829.0,37974.0,,2248.0,92.0,58858.0
2019-01-03 02:00,23121.0,82075.0,0.0,5582.0,21793.0,37953.0,,2264.0,92.0,60590.0
2019-01-03 03:00,24066.0,80798.0,0.0,5606.0,21889.0,37944.0,,2272.0,92.0,63456.0
2019-01-03 04:00,26087.0,85498.0,0.0,5742.0,21868.0,37960.0,,2272.0,88.0,66180.0
2019-01-03 05:00,32563.0,95437.0,0.0,5873.0,22014.0,37920.0,,2308.0,88.0,66860.0
2019-01-03 06:00,35281.0,99967.0,0.0,5784.0,22320.0,37757.0,,2352.0,88.0,67153.0
2019-01-03 07:00,38007.0,104919.0,722.0,5716.0,22551.0,37922.0,,2320.0,87.0,66653.0
2019-01-03 08:00,39297.0,109630.0,6428.0,5604.0,22544.0,37943.0,,2320.0,88.0,62421.0
2019-01-03 09:00,39345.0,113219.0,14025.0,5596.0,22494.0,37982.0,,2317.0,88.0,53353.0
2019-01-03 10:00,39184.0,114982.0,18964.0,5730.0,22456.0,37972.0,,2319.0,88.0,45132.0
2019-01-03 11:00,39051.0,116431.0,19103.0,5490.0,22414.0,37979.0,,2350.0,88.0,39862.0
2019-01-03 12:00,39207.0,116133.0,16521.0,5483.0,22344.0,37958.0,,2352.0,88.0,35254.0
2019-01-03 13:00,39812.0,114683.0,10810.0,5507.0,22276.0,37958.0,,2352.0,90.0,32555.0
2019-01-03 14:00,39888.0,115564.0,3368.0,5583.0,22476.0,37956.0,,2352.0,91.0,32855.0
2019-01-03 15:00,40102.0,117137.0,174.0,5516.0,22507.0,37938.0,,2352.0,92.0,36192.0
2019-01-03 16:00,40180.0,116785.0,0.0,5545.0,22605.0,37925.0,1900.0,2352.0,88.0,40796.0
2019-01-03 17:00,40254.0,114197.0,0.0,5540.0,22693.0,37916.0,1904.0,2352.0,88.0,42164.0
2019-01-03 18:00,40196.0,114854.0,0.0,5502.0,22654.0,37865.0,1906.0,2354.0,88.0,42051.0
2019-01-03 19:00,40070.0,116991.0,0.0,5616.0,22493.0,37895.0,1907.0,2356.0,88.0,41186.0
2019-01-03 20:00,38515.0,116376.0,0.0,5581.0,22404.0,37897.0,1906.0,2356.0,92.0,38154.0
2019-01-03 21:00,36259.0,113789.0,0.0,5537.0,22282.0,37944.0,1913.0,2355.0,92.0,33926.0
2019-01-03 22:00,33723.0,105778.0,0.0,5526.0,22198.0,37912.0,1914.0,2351.0,84.0,31786.0
2019-01-03 23:00,31529.0,99983.0,0.0,5641.0,21845.0,37919.0,1973.0,2527.0,76.0,32070.0
2019-01-04 00:00,29244.0,97416.0,0.0,5411.0,21839.0,37929.0,1974.0,2524.0,76.0,38175.0
2019-01-04 01:00,27462.0,95744.0,0.0,5452.0,21950.0,37579.0,1971.0,2522.0,76.0,44711.0
2019-01-04 02:00,26974.0,94396.0,0.0,5495.0,21870.0,37515.0,1978.0,2521.0,76.0,52200.0
2019-01-04 03:00,26855.0,92463.0,0.0,5566.0,21949.0,37531.0,1988.0,2523.0,75.0,59380.0
2019-01-04 04:00,28350.0,92069.0,0.0,5575.0,22006.0,37510.0,1979.0,2525.0,72.0,65689.0
2019-01-04 05:00,30320.0,93381.0,0.0,5513.0,22094.0,37379.0,1988.0,2528.0,69.0,72596.0
2019-01-04 06:00,31111.0,97790.0,0.0,5585.0,22343.0,37353.0,2000.0,2530.0,68.0,81132.0
2019-01-04 07:00,31486.0,98983.0,354.0,5621.0,22600.0,37447.0,2000.0,2528.0,77.0,85406.0
2019-01-04 08:00,33045.0,98870.0,2797.0,6105.0,22453.0,37461.0,1996.0,2527.0,84.0,88656.0
2019-01-04 09:00,33049.0,97843.0,6191.0,6027.0,22415.0,36514.0,1993.0,2523.0,84.0,93707.0
2019-01-04 10:00,33030.0,97927.0,8572.0,6050.0,22324.0,36141.0,1991.0,2523.0,84.0,99959.0
2019-01-04 11:00,32400.0,96984.0,8395.0,5916.0,22236.0,36673.0,1991.0,2522.0,84.0,106767.0
2019-01-04 12:00,30550.0,94520.0,6708.0,5952.0,22141.0,36913.0,1987.0,2524.0,86.0,110537.0
2019-01-04 13:00,31839.0,96150.0,3963.0,5987.0,22185.0,36908.0,1983.0,2523.0,85.0,109143.0
2019-01-04 14:00,32745.0,96587.0,1261.0,5841.0,22211.0,36728.0,1980.0,2520.0,84.0,107673.0
2019-01-04 15:00,30390.0,97716.0,83.0,5846.0,22391.0,36642.0,1991.0,2520.0,84.0,109312.0
2019-01-04 16:00,30468.0,99097.0,0.0,5643.0,22373.0,36555.0,1984.0,2520.0,84.0,111172.0
2019-01-04 17:00,30421.0,96548.0,0.0,5872.0,22549.0,36543.0,1989.0,2520.0,84.0,110366.0
2019-01-04 18:00,29748.0,90238.0,0.0,5799.0,22486.0,36544.0,1985.0,2520.0,87.0,108683.0
2019-01-04 19:00,28775.0,85898.0,0.0,5890.0,22375.0,36598.0,1981.0,2514.0,88.0,107852.0
2019-01-04 20:00,25799.0,79022.0,0.0,5714.0,22227.0,36614.0,1988.0,2496.0,88.0,107757.0
2019-01-04 21:00,25174.0,74522.0,0.0,5591.0,22029.0,36583.0,1992.0,2496.0,88.0,108455.0
2019-01-04 22:00,23967.0,64151.0,0.0,5462.0,21949.0,36025.0,1993.0,2496.0,91.0,113729.0
2019-01-04 23:00,20488.0,56099.0,0.0,5601.0,21814.0,35730.0,1997.0,2487.0,92.0,117501.0
2019-01-05 00:00,20364.0,51411.0,0.0,5477.0,21730.0,35720.0,2002.0,2484.0,91.0,119724.0
2019-01-05 01:00,20397.0,50309.0,0.0,5350.0,21678.0,35700.0,2007.0,2484.0,89.0,123471.0
2019-01-05 02:00,20165.0,47929.0,0.0,5452.0,21576.0,35725.0,2003.0,2484.0,88.0,127613.0
2019-01-05 03:00,20139.0,47332.0,0.0,5506.0,21595.0,35734.0,2001.0,2484.0,82.0,130301.0
2019-01-05 04:00,20293.0,49289.0,0.0,5575.0,21581.0,35745.0,2002.0,2501.0,68.0,129112.0
2019-01-05 05:00,20567.0,52085.0,0.0,5644.0,21694.0,35702.0,1996.0,2509.0,66.0,131212.0
2019-01-05 06:00,22336.0,59904.0,0.0,5400.0,21907.0,35576.0,1988.0,2490.0,64.0,126065.0
2019-01-05 07:00,23369.0,66358.0,264.0,5618.0,22192.0,35940.0,1991.0,2504.0,67.0,120452.0
2019-01-05 08:00,23872.0,75165.0,1496.0,5947.0,22175.0,36482.0,1997.0,2504.0,67.0,114954.0
2019-01-05 09:00,25559.0,82300.0,3588.0,5887.0,22130.0,36628.0,2007.0,2504.0,67.0,109359.0
2019-01-05 10:00,25244.0,85061.0,5773.0,5909.0,22113.0,36698.0,2010.0,2504.0,68.0,104693.0
2019-01-05 11:00,25980.0,86779.0,6566.0,5653.0,22095.0,36654.0,2009.0,2504.0,68.0,99434.0
2019-01-05 12:00,25094.0,88915.0,5318.0,5627.0,22093.0,36655.0,2007.0,2504.0,68.0,96494.0
2019-01-05 13:00,25419.0,89094.0,3171.0,5737.0,22113.0,36773.0,2003.0,2509.0,68.0,91134.0
2019-01-05 14:00,26318.0,89634.0,998.0,5722.0,22179.0,36634.0,2010.0,2514.0,68.0,86554.0
2019-01-05 15:00,26485.0,90430.0,49.0,5740.0,22355.0,36518.0,2011.0,2528.0,68.0,84081.0
2019-01-05 16:00,26669.0,93343.0,0.0,5585.0,22327.0,36452.0,2012.0,2541.0,68.0,82319.0
2019-01-05 17:00,27027.0,92370.0,0.0,5614.0,22493.0,37295.0,2012.0,2544.0,68.0,81674.0
2019-01-05 18:00,26577.0,90997.0,0.0,5834.0,22415.0,37664.0,2013.0,2547.0,68.0,78473.0
2019-01-05 19:00,25253.0,88754.0,0.0,5658.0,22197.0,37637.0,2007.0,2548.0,68.0,77501.0
2019-01-05 20:00,25195.0,83087.0,0.0,5714.0,22065.0,37643.0,2000.0,2550.0,68.0,75441.0
2019-01-05 21:00,24771.0,81166.0,0.0,5657.0,21904.0,37671.0,2004.0,2514.0,70.0,71208.0
2019-01-05 22:00,24168.0,77771.0,0.0,5607.0,21769.0,37551.0,2007.0,2516.0,72.0,69086.0
2019-01-05 23:00,22772.0,75063.0,0.0,5835.0,21715.0,37708.0,2009.0,2504.0,72.0,66176.0
2019-01-06 00:00,22438.0,76362.0,0.0,5649.0,21652.0,37727.0,2008.0,2504.0,72.0,62494.0
2019-01-06 01:00,22783.0,78949.0,0.0,5591.0,21641.0,37762.0,2010.0,2516.0,72.0,58022.0
2019-01-06 02:00,22691.0,78225.0,0.0,5857.0,21686.0,37779.0,2012.0,2528.0,72.0,55626.0
2019-01-06 03:00,22913.0,76834.0,0.0,5599.0,21744.0,37737.0,2007.0,2520.0,72.0,53012.0
2019-01-06 04:00,23459.0,78788.0,0.0,5980.0,21794.0,37781.0,2001.0,2523.0,68.0,50290.0
2019-01-06 05:00,23501.0,79911.0,0.0,5872.0,21905.0,36993.0,2003.0,2520.0,68.0,44911.0
2019-01-06 06:00,23724.0,86137.0,0.0,5583.0,21937.0,36758.0,2003.0,2523.0,68.0,40152.0
2019-01-06 07:00,25363.0,89502.0,320.0,5632.0,22144.0,37467.0,2007.0,2534.0,68.0,37797.0
2019-01-06 08:00,28321.0,93500.0,2928.0,5494.0,22203.0,37684.0,2012.0,2535.0,68.0,33394.0
2019-01-06 09:00,28984.0,97042.0,6958.0,5582.0,22290.0,37673.0,2011.0,2536.0,68.0,30924.0
2019-01-06 10:00,30266.0,101109.0,9800.0,5562.0,22335.0,37743.0,2003.0,2558.0,68.0,28959.0
2019-01-06 11:00,31365.0,102989.0,10565.0,5692.0,22345.0,37693.0,2010.0,2564.0,68.0,29178.0
2019-01-06 12:00,31164.0,102919.0,9051.0,5592.0,22265.0,37649.0,2002.0,2563.0,68.0,31289.0
2019-01-06 13:00,29985.0,101940.0,5736.0,5733.0,22128.0,37678.0,2001.0,2564.0,68.0,31421.0
2019-01-06 14:00,31425.0,105627.0,1908.0,5736.0,22183.0,37669.0,2002.0,2564.0,68.0,32404.0
2019-01-06 15:00,31687.0,108079.0,108.0,5876.0,22288.0,37678.0,2005.0,2564.0,68.0,35207.0
2019-01-06 16:00,32205.0,109944.0,0.0,5795.0,22342.0,37638.0,2004.0,2564.0,68.0,39709.0
2019-01-06 17:00,32244.0,110364.0,0.0,5688.0,22366.0,37631.0,2006.0,2564.0,68.0,42664.0
2019-01-06 18:00,32046.0,110124.0,0.0,5734.0,22365.0,37616.0,2002.0,2567.0,68.0,44344.0
2019-01-06 19:00,31361.0,108691.0,0.0,5747.0,22248.0,37595.0,1997.0,2568.0,68.0,42541.0
2019-01-06 20:00,30575.0,107693.0,0.0,5795.0,22148.0,37597.0,1997.0,2566.0,68.0,42144.0
2019-01-06 21:00,29573.0,105498.0,0.0,5806.0,22065.0,37508.0,1997.0,2523.0,72.0,41923.0
2019-01-06 22:00,29033.0,102991.0,0.0,5774.0,21995.0,37382.0,2004.0,2544.0,72.0,41902.0
2019-01-06 23:00,27620.0,100627.0,0.0,5502.0,21879.0,37586.0,2003.0,2538.0,72.0,43304.0
2019-01-07 00:00,27510.0,98551.0,0.0,5574.0,21683.0,37608.0,2007.0,2537.0,72.0,44197.0
2019-01-07 01:00,27597.0,97044.0,0.0,5584.0,21761.0,37580.0,2005.0,2537.0,72.0,45368.0
2019-01-07 02:00,27593.0,95739.0,0.0,5672.0,21734.0,37634.0,2005.0,2532.0,72.0,45217.0
2019-01-07 03:00,28654.0,98213.0,0.0,5600.0,21772.0,37688.0,2008.0,2532.0,72.0,45936.0
2019-01-07 04:00,29866.0,105374.0,0.0,5876.0,21774.0,37557.0,2008.0,2529.0,68.0,47622.0
2019-01-07 05:00,32788.0,113883.0,0.0,5881.0,21873.0,37757.0,2002.0,2524.0,68.0,45830.0
2019-01-07 06:00,,120189.0,0.0,5852.0,22242.0,37784.0,1980.0,2534.0,68.0,40948.0
2019-01-07 07:00,,122157.0,282.0,5861.0,22308.0,37811.0,1980.0,2536.0,68.0,37251.0
2019-01-07 08:00,,122947.0,2623.0,6114.0,22353.0,37834.0,1995.0,2540.0,68.0,34637.0
2019-01-07 09:00,,123347.0,6128.0,6265.0,22316.0,37823.0,2013.0,2540.0,68.0,36171.0
2019-01-07 10:00,,123068.0,8598.0,6126.0,22069.0,37821.0,2011.0,2540.0,81.0,43234.0
2019-01-07 11:00,,121010.0,9180.0,6160.0,21496.0,37820.0,1996.0,2539.0,85.0,53017.0
2019-01-07 12:00,,119546.0,7965.0,5742.0,21612.0,37791.0,1987.0,2536.0,84.0,60490.0
2019-01-07 13:00,,118454.0,5062.0,6407.0,21356.0,37469.0,1994.0,2536.0,87.0,66557.0
2019-01-07 14:00,,116734.0,1748.0,6529.0,21454.0,36880.0,1985.0,2536.0,79.0,74906.0
2019-01-07 15:00,,114878.0,132.0,6752.0,21568.0,36735.0,1979.0,2536.0,68.0,85760.0
2019-01-07 16:00,,112502.0,0.0,6425.0,21693.0,36652.0,1971.0,2536.0,76.0,97844.0
2019-01-07 17:00,,107425.0,0.0,6264.0,21725.0,36166.0,1981.0,2536.0,88.0,111691.0
2019-01-07 18:00,36216.0,91459.0,0.0,6351.0,21681.0,36273.0,1977.0,2539.0,88.0,125878.0
2019-01-07 19:00,30026.0,72982.0,0.0,6399.0,21554.0,36233.0,1977.0,2529.0,88.0,139623.0
2019-01-07 20:00,24452.0,63494.0,0.0,6478.0,21489.0,36266.0,1979.0,2528.0,88.0,147282.0
2019-01-07 21:00,22245.0,52471.0,0.0,6520.0,21274.0,36305.0,1979.0,2525.0,88.0,145622.0
2019-01-07 22:00,20618.0,46753.0,0.0,6444.0,21165.0,36116.0,1975.0,2471.0,91.0,148755.0
2019-01-07 23:00,16672.0,41989.0,0.0,6322.0,21411.0,34702.0,1977.0,2120.0,92.0,149711.0
2019-01-08 00:00,15884.0,40385.0,0.0,6562.0,21356.0,35834.0,1978.0,1936.0,90.0,149208.0
2019-01-08 01:00,16168.0,39922.0,0.0,6236.0,21319.0,34883.0,1980.0,1890.0,88.0,148820.0
2019-01-08 02:00,16815.0,39985.0,0.0,6388.0,21365.0,35515.0,1975.0,1947.0,88.0,149907.0
2019-01-08 03:00,17897.0,40714.0,0.0,6591.0,21361.0,35883.0,1978.0,2093.0,88.0,148703.0
2019-01-08 04:00,20328.0,44373.0,0.0,6486.0,21494.0,36402.0,1978.0,2175.0,85.0,148818.0
2019-01-08 05:00,23256.0,51859.0,0.0,6403.0,21567.0,36465.0,1976.0,2252.0,84.0,155546.0
2019-01-08 06:00,25126.0,60350.0,0.0,6338.0,21682.0,36540.0,1974.0,2274.0,84.0,158455.0
2019-01-08 07:00,26421.0,64593.0,352.0,5980.0,22041.0,36566.0,1957.0,2276.0,83.0,161330.0
2019-01-08 08:00,25976.0,62738.0,3018.0,6067.0,22251.0,36375.0,1967.0,2276.0,84.0,165170.0
2019-01-08 09:00,25680.0,60425.0,7263.0,6082.0,22213.0,36028.0,1969.0,2276.0,84.0,167587.0
2019-01-08 10:00,25780.0,58703.0,10389.0,6195.0,22115.0,36018.0,1960.0,2276.0,84.0,168015.0
2019-01-08 11:00,25821.0,57784.0,12052.0,6228.0,22012.0,36022.0,1955.0,2276.0,84.0,169844.0
2019-01-08 12:00,25803.0,56950.0,11002.0,6226.0,22080.0,36260.0,1966.0,2272.0,84.0,169020.0
2019-01-08 13:00,26260.0,56916.0,7142.0,6170.0,22130.0,36305.0,1980.0,2289.0,84.0,168030.0
2019-01-08 14:00,26396.0,58643.0,2566.0,6122.0,22217.0,36306.0,1977.0,2284.0,84.0,167225.0
2019-01-08 15:00,25931.0,59141.0,196.0,6278.0,22474.0,36226.0,1955.0,2312.0,84.0,168973.0
2019-01-08 16:00,26513.0,60525.0,0.0,6340.0,22629.0,36317.0,1951.0,2329.0,84.0,168564.0
2019-01-08 17:00,26152.0,61003.0,0.0,6258.0,22636.0,36398.0,1969.0,2344.0,84.0,167598.0
2019-01-08 18:00,25263.0,57581.0,0.0,6210.0,22575.0,36352.0,1973.0,2344.0,84.0,166953.0
2019-01-08 19:00,23346.0,55839.0,0.0,6150.0,22481.0,35932.0,1952.0,2345.0,84.0,166071.0
2019-01-08 20:00,22071.0,51825.0,0.0,6092.0,22407.0,35593.0,1958.0,2302.0,84.0,163450.0
2019-01-08 21:00,20693.0,48957.0,0.0,6368.0,22251.0,36186.0,1955.0,2150.0,88.0,156172.0
2019-01-08 22:00,18833.0,43487.0,0.0,6107.0,22200.0,35581.0,1961.0,1998.0,88.0,153073.0
2019-01-08 23:00,18784.0,41803.0,0.0,6113.0,21677.0,36044.0,1965.0,1952.0,92.0,150900.0
2019-01-09 00:00,18529.0,41279.0,0.0,6053.0,21501.0,36273.0,1968.0,1947.0,89.0,145454.0
2019-01-09 01:00,18437.0,41125.0,0.0,5997.0,21384.0,36416.0,1966.0,1944.0,88.0,143218.0
2019-01-09 02:00,18282.0,42015.0,0.0,6192.0,21371.0,36443.0,1969.0,1944.0,88.0,141887.0
2019-01-09 03:00,19021.0,44853.0,0.0,6180.0,21348.0,36639.0,1968.0,1986.0,88.0,140539.0
2019-01-09 04:00,22042.0,53258.0,0.0,6309.0,21484.0,36639.0,1966.0,2287.0,87.0,137487.0
2019-01-09 05:00,24545.0,66077.0,0.0,6302.0,21541.0,36573.0,1968.0,2330.0,81.0,138372.0
2019-01-09 06:00,28425.0,78443.0,0.0,6271.0,21709.0,36584.0,1969.0,2369.0,79.0,138543.0
2019-01-09 07:00,29111.0,83930.0,303.0,6331.0,21947.0,36659.0,1971.0,2372.0,65.0,136809.0
2019-01-09 08:00,29351.0,84820.0,3102.0,6079.0,22091.0,36667.0,1971.0,2376.0,65.0,134074.0
2019-01-09 09:00,29777.0,84404.0,7784.0,6137.0,22136.0,36671.0,1968.0,2349.0,68.0,133671.0
2019-01-09 10:00,29872.0,85501.0,11206.0,5978.0,22088.0,36704.0,1971.0,2508.0,68.0,134577.0
2019-01-09 11:00,29684.0,85400.0,11253.0,6079.0,21906.0,36670.0,1973.0,2529.0,68.0,136028.0
2019-01-09 12:00,29422.0,86390.0,9496.0,5987.0,21952.0,36697.0,1969.0,2536.0,68.0,136822.0
2019-01-09 13:00,29014.0,85627.0,6209.0,6245.0,21994.0,37075.0,1977.0,2536.0,69.0,134889.0
2019-01-09 14:00,30654.0,87146.0,2444.0,6055.0,22166.0,37112.0,1969.0,2536.0,68.0,132655.0
2019-01-09 15:00,31484.0,90297.0,211.0,6184.0,22405.0,37745.0,1966.0,2536.0,78.0,130470.0
2019-01-09 16:00,32701.0,91535.0,0.0,6078.0,22539.0,37786.0,1969.0,2536.0,88.0,126432.0
2019-01-09 17:00,32634.0,91975.0,0.0,6005.0,22457.0,37761.0,1978.0,2548.0,88.0,124472.0
2019-01-09 18:00,31961.0,90233.0,0.0,6035.0,22460.0,37742.0,1979.0,2593.0,88.0,121382.0
2019-01-09 19:00,31950.0,90932.0,0.0,6228.0,22517.0,37801.0,1965.0,2604.0,88.0,114531.0
2019-01-09 20:00,31157.0,90640.0,0.0,6259.0,22447.0,37835.0,1968.0,2608.0,88.0,104088.0
2019-01-09 21:00,30188.0,87707.0,0.0,6124.0,22161.0,37808.0,1989.0,2614.0,91.0,92629.0
2019-01-09 22:00,30170.0,88188.0,0.0,6233.0,22176.0,37865.0,1990.0,2603.0,92.0,83231.0
2019-01-09 23:00,28439.0,91622.0,0.0,6246.0,22165.0,37929.0,1986.0,2616.0,92.0,73727.0
2019-01-10 00:00,28807.0,93649.0,0.0,6220.0,22062.0,37957.0,1978.0,2649.0,92.0,66408.0
2019-01-10 01:00,28407.0,94212.0,0.0,6256.0,22053.0,37972.0,1980.0,2660.0,92.0,59029.0
2019-01-10 02:00,29163.0,98604.0,0.0,6338.0,22056.0,37973.0,1980.0,2653.0,92.0,53048.0
2019-01-10 03:00,30262.0,101956.0,0.0,6241.0,22085.0,37925.0,1977.0,2665.0,92.0,48808.0
2019-01-10 04:00,32198.0,112238.0,0.0,6227.0,22089.0,37966.0,1974.0,2667.0,88.0,43946.0
2019-01-10 05:00,,118411.0,0.0,6626.0,22237.0,37968.0,1995.0,2660.0,85.0,39233.0
2019-01-10 06:00,,120120.0,0.0,7576.0,22456.0,37948.0,1997.0,2660.0,84.0,34010.0
2019-01-10 07:00,,121937.0,352.0,7503.0,22498.0,37967.0,2164.0,2660.0,84.0,29177.0
2019-01-10 08:00,,122466.0,2902.0,7397.0,22476.0,37992.0,,2663.0,86.0,24248.0
2019-01-10 09:00,,121743.0,6456.0,7468.0,22438.0,38005.0,,2660.0,88.0,20042.0
2019-01-10 10:00,,121659.0,8846.0,7455.0,22341.0,37965.0,,2887.0,88.0,17606.0
2019-01-10 11:00,,122374.0,9691.0,7364.0,22173.0,37960.0,,2964.0,88.0,16318.0
2019-01-10 12:00,,122654.0,8297.0,7315.0,22285.0,37959.0,,2965.0,88.0,15517.0
2019-01-10 13:00,,122343.0,5311.0,7185.0,22308.0,37298.0,,2963.0,88.0,14469.0
2019-01-10 14:00,,122421.0,1902.0,7152.0,22357.0,37681.0,,2982.0,88.0,13580.0
2019-01-10 15:00,,122930.0,151.0,7416.0,22557.0,38019.0,,2975.0,88.0,13648.0
2019-01-10 16:00,,123686.0,0.0,7555.0,22641.0,38019.0,,2956.0,88.0,15029.0
2019-01-10 17:00,,124238.0,0.0,6730.0,22690.0,38027.0,,2960.0,88.0,17344.0
2019-01-10 18:00,,124331.0,0.0,6863.0,22619.0,38008.0,,2964.0,88.0,19161.0
2019-01-10 19:00,,123786.0,0.0,6633.0,22522.0,37980.0,,2967.0,89.0,20349.0
2019-01-10 20:00,,122829.0,0.0,6590.0,22449.0,37946.0,1961.0,2968.0,92.0,23118.0
2019-01-10 21:00,,122766.0,0.0,6805.0,22132.0,37959.0,1981.0,2966.0,92.0,26286.0
2019-01-10 22:00,36015.0,120104.0,0.0,6570.0,22152.0,37913.0,1982.0,2972.0,95.0,30252.0
2019-01-10 23:00,33555.0,115302.0,0.0,6523.0,22140.0,37914.0,1983.0,2956.0,96.0,33438.0
2019-01-11 00:00,33256.0,113318.0,0.0,6595.0,22061.0,37850.0,1984.0,2956.0,96.0,36893.0
