UTC time,nat_gas,hydro,solar,wind,biomass
2023-01-06 17:00:00,86.0,88.0,0.0,230.0,139.0
2023-01-06 18:00:00,82.0,88.0,0.0,210.0,125.0
2023-01-06 19:00:00,84.0,88.0,0.0,219.0,135.0
2023-01-06 20:00:00,79.0,88.0,0.0,207.0,153.0
2023-01-06 21:00:00,7.0,67.0,0.0,231.0,139.0
2023-01-06 22:00:00,4.0,68.0,0.0,266.0,143.0
2023-01-06 23:00:00,4.0,67.0,0.0,248.0,144.0
2023-01-07 00:00:00,4.0,67.0,0.0,177.0,135.0
2023-01-07 01:00:00,4.0,67.0,0.0,150.0,132.0
2023-01-07 02:00:00,1.0,68.0,0.0,151.0,105.0
2023-01-07 03:00:00,0.0,67.0,0.0,141.0,113.0
2023-01-07 04:00:00,4.0,68.0,0.0,156.0,110.0
2023-01-07 05:00:00,76.0,68.0,0.0,188.0,108.0
2023-01-07 06:00:00,85.0,69.0,0.0,256.0,109.0
2023-01-07 07:00:00,80.0,88.0,2.0,303.0,107.0
2023-01-07 08:00:00,73.0,88.0,30.0,366.0,111.0
2023-01-07 09:00:00,78.0,88.0,59.0,355.0,112.0
2023-01-07 10:00:00,80.0,88.0,58.0,340.0,115.0
2023-01-07 11:00:00,79.0,68.0,84.0,343.0,130.0
2023-01-07 12:00:00,76.0,69.0,105.0,337.0,132.0
2023-01-07 13:00:00,77.0,70.0,91.0,331.0,140.0
2023-01-07 14:00:00,73.0,72.0,84.0,337.0,138.0
2023-01-07 15:00:00,65.0,72.0,13.0,381.0,135.0
2023-01-07 16:00:00,64.0,72.0,0.0,457.0,134.0
2023-01-07 17:00:00,73.0,88.0,0.0,501.0,134.0
2023-01-07 18:00:00,72.0,88.0,0.0,504.0,134.0
2023-01-07 19:00:00,70.0,88.0,0.0,404.0,136.0
2023-01-07 20:00:00,74.0,88.0,0.0,447.0,140.0
2023-01-07 21:00:00,6.0,71.0,0.0,492.0,142.0
2023-01-07 22:00:00,4.0,71.0,0.0,487.0,137.0
2023-01-07 23:00:00,4.0,71.0,0.0,446.0,142.0
2023-01-08 00:00:00,4.0,70.0,0.0,399.0,151.0
2023-01-08 01:00:00,4.0,70.0,0.0,392.0,147.0
2023-01-08 02:00:00,4.0,70.0,0.0,377.0,137.0
2023-01-08 03:00:00,1.0,70.0,0.0,393.0,150.0
2023-01-08 04:00:00,1.0,70.0,0.0,403.0,153.0
2023-01-08 05:00:00,68.0,67.0,0.0,422.0,156.0
2023-01-08 06:00:00,73.0,70.0,0.0,392.0,159.0
2023-01-08 07:00:00,70.0,88.0,0.0,347.0,153.0
2023-01-08 08:00:00,68.0,88.0,10.0,354.0,154.0
2023-01-08 09:00:00,71.0,88.0,30.0,432.0,141.0
2023-01-08 10:00:00,71.0,88.0,59.0,468.0,142.0
2023-01-08 11:00:00,70.0,65.0,77.0,442.0,141.0
2023-01-08 12:00:00,71.0,64.0,83.0,446.0,153.0
2023-01-08 13:00:00,73.0,64.0,68.0,375.0,138.0
2023-01-08 14:00:00,76.0,64.0,61.0,399.0,134.0
2023-01-08 15:00:00,74.0,64.0,9.0,391.0,133.0
2023-01-08 16:00:00,73.0,65.0,0.0,406.0,131.0
2023-01-08 17:00:00,66.0,88.0,0.0,383.0,131.0
2023-01-08 18:00:00,66.0,88.0,0.0,317.0,145.0
2023-01-08 19:00:00,68.0,88.0,0.0,398.0,129.0
2023-01-08 20:00:00,70.0,88.0,0.0,425.0,130.0
2023-01-08 21:00:00,3.0,88.0,0.0,394.0,138.0
2023-01-08 22:00:00,3.0,88.0,0.0,330.0,139.0
2023-01-08 23:00:00,4.0,88.0,0.0,242.0,87.0
2023-01-09 00:00:00,4.0,88.0,0.0,297.0,85.0
2023-01-09 01:00:00,4.0,85.0,0.0,347.0,86.0
2023-01-09 02:00:00,4.0,84.0,0.0,358.0,86.0
2023-01-09 03:00:00,3.0,84.0,0.0,368.0,84.0
2023-01-09 04:00:00,1.0,84.0,0.0,424.0,84.0
2023-01-09 05:00:00,74.0,84.0,0.0,468.0,84.0
2023-01-09 06:00:00,82.0,84.0,0.0,450.0,84.0
2023-01-09 07:00:00,80.0,84.0,0.0,447.0,83.0
2023-01-09 08:00:00,90.0,84.0,16.0,434.0,87.0
2023-01-09 09:00:00,90.0,84.0,48.0,401.0,79.0
2023-01-09 10:00:00,86.0,84.0,77.0,425.0,83.0
2023-01-09 11:00:00,82.0,83.0,98.0,415.0,89.0
2023-01-09 12:00:00,89.0,80.0,81.0,429.0,84.0
2023-01-09 13:00:00,87.0,84.0,42.0,403.0,88.0
2023-01-09 14:00:00,88.0,84.0,42.0,409.0,89.0
2023-01-09 15:00:00,82.0,84.0,5.0,390.0,91.0
2023-01-09 16:00:00,82.0,84.0,0.0,324.0,89.0
2023-01-09 17:00:00,83.0,84.0,0.0,298.0,89.0
2023-01-09 18:00:00,81.0,84.0,0.0,345.0,89.0
2023-01-09 19:00:00,84.0,84.0,0.0,344.0,88.0
2023-01-09 20:00:00,82.0,82.0,0.0,404.0,89.0
2023-01-09 21:00:00,8.0,80.0,0.0,367.0,88.0
2023-01-09 22:00:00,4.0,80.0,0.0,370.0,85.0
2023-01-09 23:00:00,4.0,80.0,0.0,412.0,128.0
2023-01-10 00:00:00,4.0,80.0,0.0,423.0,133.0
2023-01-10 01:00:00,4.0,80.0,0.0,315.0,135.0
2023-01-10 02:00:00,0.0,80.0,0.0,233.0,132.0
2023-01-10 03:00:00,0.0,80.0,0.0,257.0,143.0
2023-01-10 04:00:00,1.0,80.0,0.0,238.0,143.0
2023-01-10 05:00:00,74.0,80.0,0.0,276.0,133.0
2023-01-10 06:00:00,86.0,80.0,0.0,239.0,137.0
2023-01-10 07:00:00,91.0,80.0,1.0,208.0,128.0
2023-01-10 08:00:00,90.0,80.0,20.0,191.0,126.0
2023-01-10 09:00:00,86.0,80.0,60.0,149.0,126.0
2023-01-10 10:00:00,89.0,80.0,80.0,212.0,131.0
2023-01-10 11:00:00,96.0,77.0,85.0,282.0,130.0
2023-01-10 12:00:00,94.0,76.0,86.0,313.0,140.0
2023-01-10 13:00:00,88.0,76.0,57.0,397.0,143.0
2023-01-10 14:00:00,84.0,76.0,28.0,490.0,139.0
2023-01-10 15:00:00,84.0,76.0,4.0,523.0,122.0
2023-01-10 16:00:00,87.0,76.0,0.0,529.0,119.0
2023-01-10 17:00:00,93.0,76.0,0.0,554.0,126.0
2023-01-10 18:00:00,95.0,76.0,0.0,533.0,105.0
2023-01-10 19:00:00,88.0,76.0,0.0,484.0,118.0
2023-01-10 20:00:00,87.0,76.0,0.0,436.0,133.0
2023-01-10 21:00:00,13.0,76.0,0.0,422.0,135.0
2023-01-10 22:00:00,8.0,76.0,0.0,433.0,138.0
2023-01-10 23:00:00,8.0,76.0,0.0,332.0,135.0
2023-01-11 00:00:00,8.0,76.0,0.0,353.0,136.0
2023-01-11 01:00:00,7.0,76.0,0.0,354.0,138.0
2023-01-11 02:00:00,4.0,76.0,0.0,365.0,135.0
2023-01-11 03:00:00,4.0,74.0,0.0,373.0,138.0
2023-01-11 04:00:00,5.0,72.0,0.0,497.0,139.0
2023-01-11 05:00:00,80.0,72.0,0.0,516.0,142.0
2023-01-11 06:00:00,90.0,72.0,0.0,456.0,143.0
2023-01-11 07:00:00,88.0,72.0,0.0,409.0,145.0
2023-01-11 08:00:00,88.0,72.0,9.0,285.0,138.0
2023-01-11 09:00:00,88.0,73.0,47.0,281.0,156.0
2023-01-11 10:00:00,91.0,72.0,95.0,336.0,152.0
2023-01-11 11:00:00,82.0,72.0,139.0,334.0,154.0
2023-01-11 12:00:00,80.0,72.0,110.0,340.0,152.0
2023-01-11 13:00:00,83.0,72.0,97.0,294.0,153.0
2023-01-11 14:00:00,78.0,69.0,64.0,374.0,144.0
2023-01-11 15:00:00,79.0,68.0,15.0,389.0,118.0
2023-01-11 16:00:00,80.0,68.0,0.0,450.0,140.0
2023-01-11 17:00:00,84.0,68.0,0.0,498.0,152.0
2023-01-11 18:00:00,79.0,68.0,0.0,529.0,153.0
2023-01-11 19:00:00,87.0,69.0,0.0,525.0,152.0
2023-01-11 20:00:00,79.0,72.0,0.0,557.0,142.0
2023-01-11 21:00:00,8.0,72.0,0.0,567.0,137.0
2023-01-11 22:00:00,4.0,72.0,0.0,562.0,138.0
2023-01-11 23:00:00,4.0,72.0,0.0,565.0,140.0
2023-01-12 00:00:00,4.0,72.0,0.0,571.0,138.0
2023-01-12 01:00:00,4.0,72.0,0.0,559.0,136.0
2023-01-12 02:00:00,4.0,72.0,0.0,553.0,143.0
2023-01-12 03:00:00,4.0,72.0,0.0,312.0,144.0
2023-01-12 04:00:00,5.0,72.0,0.0,548.0,139.0
2023-01-12 05:00:00,87.0,72.0,0.0,535.0,136.0
2023-01-12 06:00:00,97.0,72.0,0.0,525.0,134.0
2023-01-12 07:00:00,93.0,71.0,0.0,528.0,133.0
2023-01-12 08:00:00,89.0,70.0,8.0,515.0,134.0
2023-01-12 09:00:00,90.0,72.0,25.0,539.0,137.0
2023-01-12 10:00:00,95.0,75.0,43.0,527.0,136.0
2023-01-12 11:00:00,87.0,76.0,59.0,541.0,135.0
2023-01-12 12:00:00,84.0,76.0,53.0,543.0,137.0
2023-01-12 13:00:00,74.0,76.0,44.0,542.0,136.0
2023-01-12 14:00:00,73.0,76.0,18.0,559.0,138.0
2023-01-12 15:00:00,86.0,76.0,2.0,557.0,138.0
2023-01-12 16:00:00,82.0,76.0,0.0,558.0,138.0
2023-01-12 17:00:00,78.0,76.0,0.0,556.0,137.0
2023-01-12 18:00:00,79.0,76.0,0.0,549.0,137.0
2023-01-12 19:00:00,85.0,76.0,0.0,559.0,119.0
2023-01-12 20:00:00,83.0,76.0,0.0,564.0,101.0
2023-01-12 21:00:00,10.0,76.0,0.0,540.0,98.0
2023-01-12 22:00:00,4.0,76.0,0.0,555.0,100.0
2023-01-12 23:00:00,4.0,75.0,0.0,543.0,99.0
2023-01-13 00:00:00,4.0,72.0,0.0,524.0,99.0
2023-01-13 01:00:00,4.0,72.0,0.0,503.0,111.0
2023-01-13 02:00:00,4.0,72.0,0.0,497.0,110.0
2023-01-13 03:00:00,4.0,72.0,0.0,488.0,134.0
2023-01-13 04:00:00,5.0,72.0,0.0,456.0,127.0
2023-01-13 05:00:00,80.0,72.0,0.0,489.0,122.0
2023-01-13 06:00:00,90.0,72.0,0.0,508.0,119.0
2023-01-13 07:00:00,92.0,71.0,2.0,502.0,132.0
2023-01-13 08:00:00,96.0,70.0,25.0,491.0,152.0
2023-01-13 09:00:00,95.0,69.0,61.0,523.0,150.0
2023-01-13 10:00:00,90.0,72.0,87.0,510.0,140.0
2023-01-13 11:00:00,81.0,72.0,88.0,506.0,137.0
2023-01-13 12:00:00,83.0,72.0,97.0,519.0,137.0
2023-01-13 13:00:00,80.0,69.0,60.0,521.0,135.0
2023-01-13 14:00:00,81.0,72.0,42.0,514.0,132.0
2023-01-13 15:00:00,78.0,72.0,9.0,515.0,136.0
2023-01-13 16:00:00,87.0,72.0,0.0,540.0,134.0
2023-01-13 17:00:00,84.0,72.0,0.0,527.0,135.0
2023-01-13 18:00:00,82.0,72.0,0.0,531.0,134.0
2023-01-13 19:00:00,77.0,72.0,0.0,529.0,137.0
2023-01-13 20:00:00,83.0,72.0,0.0,525.0,134.0
2023-01-13 21:00:00,10.0,72.0,0.0,480.0,145.0
2023-01-13 22:00:00,4.0,72.0,0.0,428.0,146.0
2023-01-13 23:00:00,4.0,72.0,0.0,368.0,147.0
2023-01-14 00:00:00,4.0,72.0,0.0,332.0,144.0
2023-01-14 01:00:00,4.0,72.0,0.0,281.0,145.0
2023-01-14 02:00:00,4.0,72.0,0.0,248.0,145.0
2023-01-14 03:00:00,4.0,72.0,0.0,255.0,147.0
2023-01-14 04:00:00,4.0,72.0,0.0,332.0,146.0
2023-01-14 05:00:00,79.0,72.0,0.0,425.0,143.0
2023-01-14 06:00:00,87.0,72.0,0.0,473.0,147.0
2023-01-14 07:00:00,84.0,72.0,0.0,489.0,144.0
2023-01-14 08:00:00,81.0,71.0,6.0,530.0,134.0
2023-01-14 09:00:00,82.0,66.0,17.0,541.0,128.0
2023-01-14 10:00:00,82.0,68.0,21.0,544.0,118.0
2023-01-14 11:00:00,80.0,68.0,22.0,564.0,137.0
2023-01-14 12:00:00,77.0,68.0,17.0,565.0,144.0
2023-01-14 13:00:00,76.0,68.0,13.0,572.0,145.0
2023-01-14 14:00:00,70.0,68.0,7.0,581.0,132.0
2023-01-14 15:00:00,76.0,68.0,1.0,588.0,142.0
2023-01-14 16:00:00,76.0,68.0,0.0,585.0,145.0
2023-01-14 17:00:00,74.0,68.0,0.0,581.0,145.0
2023-01-14 18:00:00,75.0,67.0,0.0,578.0,148.0
2023-01-14 19:00:00,74.0,64.0,0.0,579.0,149.0
2023-01-14 20:00:00,79.0,64.0,0.0,576.0,150.0
2023-01-14 21:00:00,8.0,64.0,0.0,553.0,152.0
2023-01-14 22:00:00,4.0,64.0,0.0,473.0,152.0
2023-01-14 23:00:00,4.0,62.0,0.0,484.0,157.0
2023-01-15 00:00:00,4.0,61.0,0.0,390.0,147.0
2023-01-15 01:00:00,4.0,60.0,0.0,242.0,148.0
2023-01-15 02:00:00,4.0,60.0,0.0,116.0,142.0
2023-01-15 03:00:00,4.0,60.0,0.0,131.0,144.0
2023-01-15 04:00:00,4.0,56.0,0.0,249.0,147.0
2023-01-15 05:00:00,75.0,56.0,0.0,295.0,150.0
2023-01-15 06:00:00,86.0,56.0,0.0,398.0,163.0
2023-01-15 07:00:00,83.0,56.0,0.0,492.0,161.0
2023-01-15 08:00:00,72.0,56.0,5.0,508.0,155.0
2023-01-15 09:00:00,59.0,54.0,30.0,527.0,150.0
2023-01-15 10:00:00,65.0,52.0,77.0,527.0,140.0
2023-01-15 11:00:00,65.0,52.0,97.0,537.0,138.0
2023-01-15 12:00:00,64.0,52.0,72.0,551.0,142.0
2023-01-15 13:00:00,64.0,52.0,40.0,554.0,141.0
2023-01-15 14:00:00,63.0,52.0,19.0,546.0,138.0
2023-01-15 15:00:00,64.0,52.0,4.0,498.0,139.0
2023-01-15 16:00:00,68.0,52.0,0.0,508.0,139.0
2023-01-15 17:00:00,64.0,52.0,0.0,509.0,142.0
2023-01-15 18:00:00,65.0,52.0,0.0,521.0,151.0
2023-01-15 19:00:00,63.0,52.0,0.0,519.0,158.0
2023-01-15 20:00:00,67.0,52.0,0.0,534.0,155.0
2023-01-15 21:00:00,7.0,52.0,0.0,506.0,141.0
2023-01-15 22:00:00,4.0,52.0,0.0,503.0,140.0
2023-01-15 23:00:00,4.0,52.0,0.0,499.0,142.0
2023-01-16 00:00:00,4.0,52.0,0.0,498.0,142.0
2023-01-16 01:00:00,4.0,52.0,0.0,435.0,153.0
2023-01-16 02:00:00,4.0,52.0,0.0,443.0,158.0
2023-01-16 03:00:00,4.0,50.0,0.0,511.0,152.0
2023-01-16 04:00:00,4.0,48.0,0.0,529.0,154.0
2023-01-16 05:00:00,73.0,48.0,0.0,543.0,161.0
2023-01-16 06:00:00,93.0,48.0,0.0,545.0,153.0
2023-01-16 07:00:00,88.0,48.0,0.0,523.0,148.0
2023-01-16 08:00:00,85.0,47.0,6.0,529.0,151.0
2023-01-16 09:00:00,86.0,52.0,25.0,531.0,150.0
2023-01-16 10:00:00,86.0,60.0,41.0,525.0,152.0
2023-01-16 11:00:00,94.0,58.0,50.0,493.0,156.0
2023-01-16 12:00:00,96.0,56.0,52.0,495.0,163.0
2023-01-16 13:00:00,88.0,54.0,40.0,444.0,156.0
2023-01-16 14:00:00,86.0,55.0,42.0,297.0,165.0
2023-01-16 15:00:00,85.0,54.0,7.0,324.0,166.0
2023-01-16 16:00:00,85.0,52.0,0.0,429.0,166.0
2023-01-16 17:00:00,78.0,52.0,0.0,542.0,167.0
2023-01-16 18:00:00,79.0,52.0,0.0,573.0,166.0
2023-01-16 19:00:00,80.0,52.0,0.0,565.0,156.0
2023-01-16 20:00:00,84.0,52.0,0.0,561.0,147.0
2023-01-16 21:00:00,10.0,52.0,0.0,530.0,149.0
2023-01-16 22:00:00,4.0,52.0,0.0,532.0,156.0
2023-01-16 23:00:00,4.0,52.0,0.0,444.0,153.0
2023-01-17 00:00:00,4.0,48.0,0.0,299.0,168.0
2023-01-17 01:00:00,4.0,45.0,0.0,228.0,172.0
2023-01-17 02:00:00,4.0,44.0,0.0,222.0,161.0
2023-01-17 03:00:00,4.0,48.0,0.0,132.0,157.0
2023-01-17 04:00:00,5.0,48.0,0.0,97.0,144.0
2023-01-17 05:00:00,84.0,48.0,0.0,38.0,152.0
2023-01-17 06:00:00,94.0,48.0,0.0,3.0,151.0
2023-01-17 07:00:00,104.0,48.0,3.0,0.0,157.0
2023-01-17 08:00:00,108.0,47.0,46.0,4.0,163.0
2023-01-17 09:00:00,108.0,53.0,147.0,4.0,157.0
2023-01-17 10:00:00,108.0,56.0,208.0,9.0,156.0
2023-01-17 11:00:00,105.0,56.0,222.0,10.0,155.0
2023-01-17 12:00:00,98.0,56.0,204.0,8.0,150.0
2023-01-17 13:00:00,86.0,54.0,145.0,4.0,146.0
2023-01-17 14:00:00,85.0,56.0,84.0,8.0,150.0
2023-01-17 15:00:00,90.0,56.0,21.0,14.0,145.0
2023-01-17 16:00:00,96.0,56.0,0.0,19.0,149.0
2023-01-17 17:00:00,104.0,56.0,0.0,31.0,159.0
2023-01-17 18:00:00,104.0,56.0,0.0,36.0,155.0
2023-01-17 19:00:00,86.0,56.0,0.0,50.0,156.0
2023-01-17 20:00:00,78.0,56.0,0.0,62.0,159.0
2023-01-17 21:00:00,10.0,56.0,0.0,72.0,170.0
2023-01-17 22:00:00,4.0,56.0,0.0,94.0,168.0
2023-01-17 23:00:00,4.0,56.0,0.0,116.0,165.0
2023-01-18 00:00:00,4.0,56.0,0.0,125.0,171.0
2023-01-18 01:00:00,4.0,56.0,0.0,135.0,166.0
2023-01-18 02:00:00,4.0,56.0,0.0,139.0,162.0
2023-01-18 03:00:00,4.0,56.0,0.0,109.0,163.0
2023-01-18 04:00:00,5.0,60.0,0.0,120.0,155.0
2023-01-18 05:00:00,85.0,60.0,0.0,111.0,157.0
2023-01-18 06:00:00,96.0,60.0,0.0,105.0,159.0
2023-01-18 07:00:00,98.0,59.0,4.0,86.0,149.0
2023-01-18 08:00:00,105.0,60.0,65.0,41.0,150.0
2023-01-18 09:00:00,108.0,60.0,162.0,30.0,152.0
2023-01-18 10:00:00,108.0,63.0,213.0,19.0,153.0
2023-01-18 11:00:00,107.0,62.0,253.0,17.0,157.0
2023-01-18 12:00:00,96.0,63.0,315.0,38.0,155.0
2023-01-18 13:00:00,92.0,64.0,261.0,60.0,151.0
