,Wind Onshore
2019-01-04 01:00:00+02:00,598.0
2019-01-04 02:00:00+02:00,624.0
2019-01-04 03:00:00+02:00,587.0
2019-01-04 04:00:00+02:00,558.0
2019-01-04 05:00:00+02:00,532.0
2019-01-04 06:00:00+02:00,508.0
2019-01-04 07:00:00+02:00,484.0
2019-01-04 08:00:00+02:00,452.0
2019-01-04 09:00:00+02:00,416.0
2019-01-04 10:00:00+02:00,375.0
2019-01-04 11:00:00+02:00,332.0
2019-01-04 12:00:00+02:00,298.0
2019-01-04 13:00:00+02:00,278.0
2019-01-04 14:00:00+02:00,270.0
2019-01-04 15:00:00+02:00,273.0
2019-01-04 16:00:00+02:00,276.0
2019-01-04 17:00:00+02:00,278.0
2019-01-04 18:00:00+02:00,283.0
2019-01-04 19:00:00+02:00,299.0
2019-01-04 20:00:00+02:00,306.0
2019-01-04 21:00:00+02:00,297.0
2019-01-04 22:00:00+02:00,290.0
2019-01-04 23:00:00+02:00,297.0
2019-01-05 00:00:00+02:00,278.0
2019-01-05 01:00:00+02:00,273.0
2019-01-05 02:00:00+02:00,205.0
2019-01-05 03:00:00+02:00,186.0
2019-01-05 04:00:00+02:00,188.0
2019-01-05 05:00:00+02:00,188.0
2019-01-05 06:00:00+02:00,181.0
2019-01-05 07:00:00+02:00,173.0
2019-01-05 08:00:00+02:00,167.0
2019-01-05 09:00:00+02:00,159.0
2019-01-05 10:00:00+02:00,150.0
2019-01-05 11:00:00+02:00,145.0
2019-01-05 12:00:00+02:00,147.0
2019-01-05 13:00:00+02:00,148.0
2019-01-05 14:00:00+02:00,154.0
2019-01-05 15:00:00+02:00,161.0
2019-01-05 16:00:00+02:00,165.0
2019-01-05 17:00:00+02:00,167.0
2019-01-05 18:00:00+02:00,163.0
2019-01-05 19:00:00+02:00,163.0
2019-01-05 20:00:00+02:00,173.0
2019-01-05 21:00:00+02:00,193.0
2019-01-05 22:00:00+02:00,227.0
2019-01-05 23:00:00+02:00,271.0
2019-01-06 00:00:00+02:00,300.0
2019-01-06 01:00:00+02:00,359.0
2019-01-06 02:00:00+02:00,533.0
2019-01-06 03:00:00+02:00,597.0
2019-01-06 04:00:00+02:00,581.0
2019-01-06 05:00:00+02:00,586.0
2019-01-06 06:00:00+02:00,589.0
2019-01-06 07:00:00+02:00,596.0
2019-01-06 08:00:00+02:00,605.0
2019-01-06 09:00:00+02:00,605.0
2019-01-06 10:00:00+02:00,602.0
2019-01-06 11:00:00+02:00,608.0
2019-01-06 12:00:00+02:00,623.0
2019-01-06 13:00:00+02:00,653.0
2019-01-06 14:00:00+02:00,680.0
2019-01-06 15:00:00+02:00,707.0
2019-01-06 16:00:00+02:00,727.0
2019-01-06 17:00:00+02:00,725.0
2019-01-06 18:00:00+02:00,706.0
2019-01-06 19:00:00+02:00,690.0
2019-01-06 20:00:00+02:00,673.0
2019-01-06 21:00:00+02:00,664.0
2019-01-06 22:00:00+02:00,668.0
2019-01-06 23:00:00+02:00,685.0
2019-01-07 00:00:00+02:00,703.0
2019-01-07 01:00:00+02:00,759.0
2019-01-07 02:00:00+02:00,933.0
2019-01-07 03:00:00+02:00,1017.0
2019-01-07 04:00:00+02:00,1154.0
2019-01-07 05:00:00+02:00,1188.0
2019-01-07 06:00:00+02:00,1165.0
2019-01-07 07:00:00+02:00,1107.0
2019-01-07 08:00:00+02:00,1019.0
2019-01-07 09:00:00+02:00,924.0
2019-01-07 10:00:00+02:00,846.0
2019-01-07 11:00:00+02:00,802.0
2019-01-07 12:00:00+02:00,779.0
2019-01-07 13:00:00+02:00,764.0
2019-01-07 14:00:00+02:00,742.0
2019-01-07 15:00:00+02:00,718.0
2019-01-07 16:00:00+02:00,698.0
2019-01-07 17:00:00+02:00,676.0
2019-01-07 18:00:00+02:00,657.0
2019-01-07 19:00:00+02:00,642.0
2019-01-07 20:00:00+02:00,622.0
2019-01-07 21:00:00+02:00,607.0
2019-01-07 22:00:00+02:00,600.0
2019-01-07 23:00:00+02:00,582.0
2019-01-08 00:00:00+02:00,452.0
2019-01-08 01:00:00+02:00,442.0
2019-01-08 02:00:00+02:00,312.0
2019-01-08 03:00:00+02:00,276.0
2019-01-08 04:00:00+02:00,239.0
2019-01-08 05:00:00+02:00,225.0
2019-01-08 06:00:00+02:00,222.0
2019-01-08 07:00:00+02:00,227.0
2019-01-08 08:00:00+02:00,233.0
2019-01-08 09:00:00+02:00,242.0
2019-01-08 10:00:00+02:00,254.0
2019-01-08 11:00:00+02:00,269.0
2019-01-08 12:00:00+02:00,291.0
2019-01-08 13:00:00+02:00,299.0
2019-01-08 14:00:00+02:00,310.0
2019-01-08 15:00:00+02:00,325.0
2019-01-08 16:00:00+02:00,339.0
2019-01-08 17:00:00+02:00,343.0
2019-01-08 18:00:00+02:00,336.0
2019-01-08 19:00:00+02:00,333.0
2019-01-08 20:00:00+02:00,330.0
2019-01-08 21:00:00+02:00,325.0
2019-01-08 22:00:00+02:00,321.0
2019-01-08 23:00:00+02:00,316.0
2019-01-09 00:00:00+02:00,351.0
2019-01-09 01:00:00+02:00,355.0
