,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,avg_hydro_production_forecast
12446,06/02/2020 14:00:00,2020-06-02 07:00:00,272.27,17,6280,2272,89,0,3110,429,0,2060.8857
12447,06/02/2020 15:00:00,2020-06-02 08:00:00,229.11,16,6434,2275,69,0,6299,291,0,2411.4856
12448,06/02/2020 16:00:00,2020-06-02 09:00:00,246.81,17,6646,2268,52,0,5350,147,0,2398.1807
12449,06/02/2020 17:00:00,2020-06-02 10:00:00,243.59,19,6850,2273,58,0,5833,162,0,1744.4427
12450,06/02/2020 18:00:00,2020-06-02 11:00:00,249.49,19,8274,2273,54,0,7056,167,0,1461.9626
12451,06/02/2020 19:00:00,2020-06-02 12:00:00,251.67,18,8757,2269,56,0,7456,145,0,1309.247
12452,06/02/2020 20:00:00,2020-06-02 13:00:00,254.6,18,9366,2265,66,0,7791,240,0,1404.6699
12453,06/02/2020 21:00:00,2020-06-02 14:00:00,264.86,19,10494,2265,74,0,7999,277,0,1234.9044
12454,06/02/2020 22:00:00,2020-06-02 15:00:00,280.68,18,11646,2266,57,0,7507,335,0,724.5571
12455,06/02/2020 23:00:00,2020-06-02 16:00:00,299.22,19,12339,2268,57,0,6254,495,0,614.3761
12456,06/03/2020 00:00:00,2020-06-02 17:00:00,317.67,19,13442,2267,56,0,5259,710,0,427.04825
12457,06/03/2020 01:00:00,2020-06-02 18:00:00,362.37,18,15231,2270,56,0,2806,804,0,1171.5981
12458,06/03/2020 02:00:00,2020-06-02 19:00:00,397.81,18,16228,2270,56,0,1016,733,0,1257.5273
12459,06/03/2020 03:00:00,2020-06-02 20:00:00,410.43,17,16231,2262,56,0,11,1018,0,1560.6393
12460,06/03/2020 04:00:00,2020-06-02 21:00:00,406.35,17,15459,2265,56,0,0,1064,0,1571.2715
12461,06/03/2020 05:00:00,2020-06-02 22:00:00,396.39,19,13427,2264,56,0,0,1061,0,1573.2611
12462,06/03/2020 06:00:00,2020-06-02 23:00:00,381.38,18,10963,2266,56,0,0,1017,0,1448.7916
12463,06/03/2020 07:00:00,2020-06-03 00:00:00,367.92,19,9035,2269,56,0,0,896,0,1303.5438
12464,06/03/2020 08:00:00,2020-06-03 01:00:00,359.78,18,8574,2270,57,0,0,1009,0,1246.2988
12465,06/03/2020 09:00:00,2020-06-03 02:00:00,348.3,19,7366,2263,83,0,0,939,0,1311.501
12466,06/03/2020 10:00:00,2020-06-03 03:00:00,348.46,18,7197,2259,88,0,0,870,0,728.18286
12467,06/03/2020 11:00:00,2020-06-03 04:00:00,354.07,19,7182,2260,88,0,0,694,0,934.45844
12468,06/03/2020 12:00:00,2020-06-03 05:00:00,365.93,19,7575,2263,88,0,0,486,0,968.3283
12469,06/03/2020 13:00:00,2020-06-03 06:00:00,371.59,18,8615,2266,88,0,226,455,0,1446.2639
12470,06/03/2020 14:00:00,2020-06-03 07:00:00,287.1,19,7932,2261,88,0,3876,330,0,2052.6423
12471,06/03/2020 15:00:00,2020-06-03 08:00:00,243.99,17,7466,2261,88,0,6565,220,0,2406.6382
12472,06/03/2020 16:00:00,2020-06-03 09:00:00,216.16,15,7209,2261,88,0,8874,199,0,2393.1172
12473,06/03/2020 17:00:00,2020-06-03 10:00:00,212.74,16,7621,2263,87,0,10046,106,0,1743.1636
12474,06/03/2020 18:00:00,2020-06-03 11:00:00,221.31,16,8584,2266,87,0,10620,31,0,1464.4479
12475,06/03/2020 19:00:00,2020-06-03 12:00:00,230.62,17,9687,2268,88,0,10853,224,0,1315.0034
12476,06/03/2020 20:00:00,2020-06-03 13:00:00,247.6,16,11232,2266,87,0,10691,283,0,1407.9708
12477,06/03/2020 21:00:00,2020-06-03 14:00:00,268.82,17,13148,2259,88,0,10045,475,0,1239.6743
12478,06/03/2020 22:00:00,2020-06-03 15:00:00,282.2,17,14655,2263,88,0,9324,972,0,730.99634
12479,06/03/2020 23:00:00,2020-06-03 16:00:00,283.15,16,15539,2266,88,0,8726,2067,0,616.3548
12480,06/04/2020 00:00:00,2020-06-03 17:00:00,285.13,16,15863,2265,88,0,7971,2764,0,427.1187
12481,06/04/2020 01:00:00,2020-06-03 18:00:00,311.15,15,17638,2267,87,0,5700,3320,0,1166.6912
12482,06/04/2020 02:00:00,2020-06-03 19:00:00,363.69,18,19236,2271,88,0,1824,3071,0,1254.4825
12483,06/04/2020 03:00:00,2020-06-03 20:00:00,374.74,15,18104,2270,88,0,25,3535,0,1556.8708
12484,06/04/2020 04:00:00,2020-06-03 21:00:00,369.79,16,16656,2268,87,0,0,3407,0,1569.8141
12485,06/04/2020 05:00:00,2020-06-03 22:00:00,351.77,16,13934,2270,87,0,0,3487,0,1568.8497
12486,06/04/2020 06:00:00,2020-06-03 23:00:00,333.58,16,11026,2271,87,0,0,3192,0,1443.5898
12487,06/04/2020 07:00:00,2020-06-04 00:00:00,328.03,17,10133,2271,87,0,0,3028,0,1302.3854
12488,06/04/2020 08:00:00,2020-06-04 01:00:00,299,17,7855,2271,87,0,0,3083,0,1244.6548
12489,06/04/2020 09:00:00,2020-06-04 02:00:00,282.3,17,6719,2270,88,0,0,3035,0,1311.6307
12490,06/04/2020 10:00:00,2020-06-04 03:00:00,278.44,16,6309,2269,88,0,0,2885,0,727.81024
12491,06/04/2020 11:00:00,2020-06-04 04:00:00,276.91,17,5807,2269,87,0,0,2550,0,932.5101
12492,06/04/2020 12:00:00,2020-06-04 05:00:00,301.42,17,6683,2266,87,0,0,2216,0,959.80615
12493,06/04/2020 13:00:00,2020-06-04 06:00:00,311.34,14,7389,2266,88,0,460,1852,0,1437.9651
12494,06/04/2020 14:00:00,2020-06-04 07:00:00,236.5,13,6483,2266,88,0,4399,1491,0,2044.0112
12495,06/04/2020 15:00:00,2020-06-04 08:00:00,185.38,14,5481,2268,85,0,8243,961,0,2401.3965
12496,06/04/2020 16:00:00,2020-06-04 09:00:00,186.66,14,6117,2266,88,0,9790,698,0,2387.767
12497,06/04/2020 17:00:00,2020-06-04 10:00:00,185.8,14,6330,2266,88,0,10540,558,0,1741.6149
12498,06/04/2020 18:00:00,2020-06-04 11:00:00,189.04,14,6724,2264,88,0,10928,551,0,1466.7375
12499,06/04/2020 19:00:00,2020-06-04 12:00:00,199.97,13,7623,2260,88,0,11100,601,0,1320.532
12500,06/04/2020 20:00:00,2020-06-04 13:00:00,210.96,14,8489,2258,88,0,11040,672,0,1411.0555
12501,06/04/2020 21:00:00,2020-06-04 14:00:00,220.41,15,9411,2256,88,0,10987,891,0,1244.2919
12502,06/04/2020 22:00:00,2020-06-04 15:00:00,231.73,13,10536,2258,88,0,10680,1247,0,737.31885
12503,06/04/2020 23:00:00,2020-06-04 16:00:00,245.83,12,11700,2260,88,0,9647,1846,0,618.1497
12504,06/05/2020 00:00:00,2020-06-04 17:00:00,251.42,14,12049,2259,88,0,8851,2287,0,427.18356
12505,06/05/2020 01:00:00,2020-06-04 18:00:00,292.54,15,14246,2264,88,0,6494,2166,0,1161.5933
12506,06/05/2020 02:00:00,2020-06-04 19:00:00,362.92,15,16576,2268,88,0,2159,1865,0,1251.2181
12507,06/05/2020 03:00:00,2020-06-04 20:00:00,395.81,15,16245,2268,88,0,15,1775,0,1552.8597
12508,06/05/2020 04:00:00,2020-06-04 21:00:00,394.02,16,15992,2271,88,0,0,1819,0,1568.1244
12509,06/05/2020 05:00:00,2020-06-04 22:00:00,375.9,18,13662,2269,88,0,0,2097,0,1564.2467
12510,06/05/2020 06:00:00,2020-06-04 23:00:00,347.53,15,11199,2269,88,0,0,2579,0,1438.1649
12511,06/05/2020 07:00:00,2020-06-05 00:00:00,316.15,15,8891,2270,88,0,0,2924,0,1301.0627
12512,06/05/2020 08:00:00,2020-06-05 01:00:00,279.04,15,6911,2269,89,0,0,3332,0,1242.8417
12513,06/05/2020 09:00:00,2020-06-05 02:00:00,263.28,16,5810,2267,89,0,0,3135,0,1311.5732
12514,06/05/2020 10:00:00,2020-06-05 03:00:00,271.21,16,6051,2264,89,0,0,2996,0,727.2348
12515,06/05/2020 11:00:00,2020-06-05 04:00:00,277.23,15,6024,2262,89,0,0,2716,0,930.3608
12516,06/05/2020 12:00:00,2020-06-05 05:00:00,284.22,15,6133,2261,89,0,0,2515,0,951.1061
12517,06/05/2020 13:00:00,2020-06-05 06:00:00,282.11,17,6379,2259,89,0,182,2636,0,1429.3848
12518,06/05/2020 14:00:00,2020-06-05 07:00:00,233.48,16,5807,2260,89,0,2457,2573,0,2034.9952
12519,06/05/2020 15:00:00,2020-06-05 08:00:00,194.77,17,4939,2261,89,0,4308,2453,0,2395.7622
12520,06/05/2020 16:00:00,2020-06-05 09:00:00,182.8,15,5028,2263,88,0,5583,2558,0,2382.1328
12521,06/05/2020 17:00:00,2020-06-05 10:00:00,154.51,16,4352,2264,88,0,6736,3164,0,1739.7966
12522,06/05/2020 18:00:00,2020-06-05 11:00:00,144.73,16,4423,2265,89,0,8788,3035,0,1468.8312
12523,06/05/2020 19:00:00,2020-06-05 12:00:00,136.95,14,4148,2264,89,0,9429,2936,0,1325.8313
12524,06/05/2020 20:00:00,2020-06-05 13:00:00,124.21,16,3675,2266,89,0,9649,3388,0,1413.9237
12525,06/05/2020 21:00:00,2020-06-05 14:00:00,127.96,16,3755,2264,89,0,9688,2999,0,1248.7563
12526,06/05/2020 22:00:00,2020-06-05 15:00:00,133.45,17,3996,2262,89,0,8855,3467,0,743.52356
12527,06/05/2020 23:00:00,2020-06-05 16:00:00,144.75,16,4525,2260,89,0,8371,3611,0,619.7617
12528,06/06/2020 00:00:00,2020-06-05 17:00:00,169.29,18,5347,2262,89,0,6385,3917,0,427.24213
12529,06/06/2020 01:00:00,2020-06-05 18:00:00,190.88,17,5980,2262,89,0,4734,4142,0,1156.3064
12530,06/06/2020 02:00:00,2020-06-05 19:00:00,241.14,18,6893,2262,90,0,1432,4186,0,1247.7356
12531,06/06/2020 03:00:00,2020-06-05 20:00:00,267.89,17,7259,2262,89,0,74,4128,0,1548.6085
12532,06/06/2020 04:00:00,2020-06-05 21:00:00,275.66,18,7371,2264,90,0,37,3846,0,1566.204
12533,06/06/2020 05:00:00,2020-06-05 22:00:00,261.11,18,6550,2265,89,0,36,3886,0,1559.4532
12534,06/06/2020 06:00:00,2020-06-05 23:00:00,261.51,18,6351,2265,89,0,37,3683,0,1432.5192
12535,06/06/2020 07:00:00,2020-06-06 00:00:00,251.86,19,5646,2266,89,0,37,3486,0,1299.5769
12536,06/06/2020 08:00:00,2020-06-06 01:00:00,214.09,18,4524,2266,89,0,37,4105,0,1240.8602
12537,06/06/2020 09:00:00,2020-06-06 02:00:00,199.97,19,3965,2267,89,0,0,4105,0,1311.329
12538,06/06/2020 10:00:00,2020-06-06 03:00:00,189.45,19,3451,2267,89,0,0,3855,0,726.4567
12539,06/06/2020 11:00:00,2020-06-06 04:00:00,187.47,18,3320,2266,89,0,0,3736,0,928.01184
12540,06/06/2020 12:00:00,2020-06-06 05:00:00,192.8,18,3351,2266,90,0,0,3513,0,942.2305
12541,06/06/2020 13:00:00,2020-06-06 06:00:00,193.76,18,3445,2266,89,0,358,3323,0,1420.5258
12542,06/06/2020 14:00:00,2020-06-06 07:00:00,135.72,17,2720,2266,90,0,3550,3361,0,2025.5985
12543,06/06/2020 15:00:00,2020-06-06 08:00:00,123.1,17,2606,2266,89,0,4632,3580,0,2389.7375
12544,06/06/2020 16:00:00,2020-06-06 09:00:00,112.26,17,2530,2268,53,0,5328,4053,0,2376.2156
12545,06/06/2020 17:00:00,2020-06-06 10:00:00,109.19,16,2616,2268,56,0,6140,4311,0,1737.7104
12546,06/06/2020 18:00:00,2020-06-06 11:00:00,110.13,17,2642,2269,56,0,6358,4128,0,1470.7286
12547,06/06/2020 19:00:00,2020-06-06 12:00:00,115.94,16,2804,2268,56,0,5889,4160,0,1330.8998
12548,06/06/2020 20:00:00,2020-06-06 13:00:00,111.55,15,2673,2267,60,0,5995,4276,0,1416.5748
12549,06/06/2020 21:00:00,2020-06-06 14:00:00,107.73,15,2590,2268,87,0,6485,4383,0,1253.0662
12550,06/06/2020 22:00:00,2020-06-06 15:00:00,109.11,14,2695,2267,88,0,6730,4408,0,749.6085
12551,06/06/2020 23:00:00,2020-06-06 16:00:00,111.54,15,2895,2269,88,0,6968,4617,0,621.19037
12552,06/07/2020 00:00:00,2020-06-06 17:00:00,129.14,17,3553,2270,89,0,6345,4575,0,233.01256
12553,06/07/2020 01:00:00,2020-06-06 18:00:00,128.13,17,3481,2268,89,0,6248,4568,0,1004.9372
12554,06/07/2020 02:00:00,2020-06-06 19:00:00,168.97,16,3930,2271,89,0,2184,4353,0,1056.62
12555,06/07/2020 03:00:00,2020-06-06 20:00:00,221.53,17,4705,2271,89,0,19,3953,0,1500.9067
12556,06/07/2020 04:00:00,2020-06-06 21:00:00,242.01,15,5202,2269,89,0,0,3520,0,1550.6221
12557,06/07/2020 05:00:00,2020-06-06 22:00:00,244.82,16,5038,2269,90,0,0,3219,0,1588.5243
12558,06/07/2020 06:00:00,2020-06-06 23:00:00,225.27,15,4435,2271,89,0,0,3437,0,1388.2148
12559,06/07/2020 07:00:00,2020-06-07 00:00:00,205.19,16,3810,2273,89,0,0,3581,0,1338.7657
12560,06/07/2020 08:00:00,2020-06-07 01:00:00,189.82,14,3321,2272,89,0,0,3594,0,1334.4205
12561,06/07/2020 09:00:00,2020-06-07 02:00:00,172.98,17,2805,2269,89,0,0,3565,0,1298.5396
12562,06/07/2020 10:00:00,2020-06-07 03:00:00,168.18,16,2679,2270,90,0,0,3572,0,470.96414
12563,06/07/2020 11:00:00,2020-06-07 04:00:00,159.02,19,2508,2270,46,0,0,3591,0,740.02966
12564,06/07/2020 12:00:00,2020-06-07 05:00:00,158.01,19,2517,2270,46,0,0,3669,0,698.2432
12565,06/07/2020 13:00:00,2020-06-07 06:00:00,149.9,21,2430,2268,46,0,515,3576,0,1016.9613
12566,06/07/2020 14:00:00,2020-06-07 07:00:00,122.46,21,2246,2271,46,0,2893,3494,0,1805.282
12567,06/07/2020 15:00:00,2020-06-07 08:00:00,128.82,20,2470,2271,46,0,3486,3161,0,2238.8176
12568,06/07/2020 16:00:00,2020-06-07 09:00:00,113.07,20,2185,2273,46,0,4489,3205,0,2303.2593
12569,06/07/2020 17:00:00,2020-06-07 10:00:00,120.32,21,2364,2272,46,0,4422,3054,0,1752.3966
12570,06/07/2020 18:00:00,2020-06-07 11:00:00,113.97,20,2220,2271,46,0,4708,3081,0,1559.2018
12571,06/07/2020 19:00:00,2020-06-07 12:00:00,114.13,23,2260,2272,46,0,5083,2976,0,1337.6857
12572,06/07/2020 20:00:00,2020-06-07 13:00:00,101.96,20,2033,2275,46,0,5860,3189,0,1564.7148
12573,06/07/2020 21:00:00,2020-06-07 14:00:00,104.43,19,2079,2274,46,0,5315,3363,0,1388.3761
12574,06/07/2020 22:00:00,2020-06-07 15:00:00,103.91,21,2199,2274,46,0,5546,3804,0,677.4017
12575,06/07/2020 23:00:00,2020-06-07 16:00:00,100.15,19,2221,2272,46,0,6101,4128,0,416.10663
12576,06/08/2020 00:00:00,2020-06-07 17:00:00,116.24,19,2910,2272,46,0,6128,4297,0,233.85081
12577,06/08/2020 01:00:00,2020-06-07 18:00:00,126.52,18,3183,2273,45,0,5020,4532,0,1003.3112
12578,06/08/2020 02:00:00,2020-06-07 19:00:00,152.45,18,3377,2273,46,0,2374,4245,0,1054.2039
12579,06/08/2020 03:00:00,2020-06-07 20:00:00,200.55,17,3988,2272,46,0,48,3955,0,1497.6978
12580,06/08/2020 04:00:00,2020-06-07 21:00:00,223.72,18,4678,2271,46,0,0,3738,0,1549.2755
12581,06/08/2020 05:00:00,2020-06-07 22:00:00,230.92,18,4614,2273,46,0,0,3309,0,1582.8427
12582,06/08/2020 06:00:00,2020-06-07 23:00:00,217.1,18,3852,2275,46,0,0,2986,0,1382.6215
12583,06/08/2020 07:00:00,2020-06-08 00:00:00,232.28,18,3874,2276,46,0,0,2381,0,1336.3589
12584,06/08/2020 08:00:00,2020-06-08 01:00:00,202.03,18,3110,2275,46,0,0,2591,0,1329.8623
12585,06/08/2020 09:00:00,2020-06-08 02:00:00,185.06,18,2921,2275,46,0,0,3044,0,1296.3102
12586,06/08/2020 10:00:00,2020-06-08 03:00:00,186.67,18,2891,2277,46,0,0,2914,0,469.43527
12587,06/08/2020 11:00:00,2020-06-08 04:00:00,202.37,19,2917,2276,46,0,0,2289,0,736.7283
12588,06/08/2020 12:00:00,2020-06-08 05:00:00,240.28,20,3525,2273,46,0,0,1709,0,690.489
12589,06/08/2020 13:00:00,2020-06-08 06:00:00,246.87,21,4176,2275,46,0,577,1675,0,1010.4311
12590,06/08/2020 14:00:00,2020-06-08 07:00:00,145.43,20,2720,2277,46,0,5058,1206,0,1796.5461
12591,06/08/2020 15:00:00,2020-06-08 08:00:00,125.73,19,2669,2278,46,0,7025,1598,0,2234.3162
12592,06/08/2020 16:00:00,2020-06-08 09:00:00,117.33,18,2686,2277,46,0,7454,2437,0,2297.174
12593,06/08/2020 17:00:00,2020-06-08 10:00:00,124.41,19,3177,2278,46,0,7850,2817,0,1748.2677
12594,06/08/2020 18:00:00,2020-06-08 11:00:00,121.42,18,3137,2277,46,0,8754,2491,0,1557.5547
12595,06/08/2020 19:00:00,2020-06-08 12:00:00,125.76,18,3140,2277,46,0,8464,2071,0,1340.0741
12596,06/08/2020 20:00:00,2020-06-08 13:00:00,133.2,17,3416,2272,47,0,8792,1669,0,1565.6633
12597,06/08/2020 21:00:00,2020-06-08 14:00:00,133.15,17,3454,2274,46,0,9600,1197,0,1388.9172
12598,06/08/2020 22:00:00,2020-06-08 15:00:00,146.21,16,3928,2276,47,0,9389,955,0,681.1052
12599,06/08/2020 23:00:00,2020-06-08 16:00:00,173.61,17,5042,2276,46,0,8494,1033,0,417.8883
12600,06/09/2020 00:00:00,2020-06-08 17:00:00,194.39,17,6289,2277,46,0,8358,1237,0,427.38034
12601,06/09/2020 01:00:00,2020-06-08 18:00:00,216.11,17,7152,2277,46,0,7324,1322,0,1139.3229
12602,06/09/2020 02:00:00,2020-06-08 19:00:00,298.71,17,9626,2277,47,0,2765,1781,0,1235.985
12603,06/09/2020 03:00:00,2020-06-08 20:00:00,351.34,17,10810,2278,46,0,72,2132,0,1534.4218
12604,06/09/2020 04:00:00,2020-06-08 21:00:00,354.56,18,11282,2279,46,0,6,2234,0,1559.0614
12605,06/09/2020 05:00:00,2020-06-08 22:00:00,345.03,17,9627,2277,46,0,0,1974,0,1543.9441
12606,06/09/2020 06:00:00,2020-06-08 23:00:00,344.5,18,8688,2275,46,0,0,1590,0,1414.2694
12607,06/09/2020 07:00:00,2020-06-09 00:00:00,350.66,18,8195,2276,46,0,0,1158,0,1294.143
12608,06/09/2020 08:00:00,2020-06-09 01:00:00,338.99,18,6792,2275,46,0,0,929,0,1233.912
12609,06/09/2020 09:00:00,2020-06-09 02:00:00,323.95,17,5948,2273,46,0,0,965,0,1309.4766
12610,06/09/2020 10:00:00,2020-06-09 03:00:00,319.72,18,5744,2274,46,0,0,980,0,722.9119
12611,06/09/2020 11:00:00,2020-06-09 04:00:00,307.14,18,5171,2272,46,0,0,1013,0,919.77466
12612,06/09/2020 12:00:00,2020-06-09 05:00:00,323.9,17,5843,2273,46,0,0,911,0,914.5809
12613,06/09/2020 13:00:00,2020-06-09 06:00:00,314.51,17,5958,2273,46,0,620,708,0,1392.3022
12614,06/09/2020 14:00:00,2020-06-09 07:00:00,222.91,15,5277,2273,46,0,4763,525,0,1995.1445
12615,06/09/2020 15:00:00,2020-06-09 08:00:00,179.11,15,4712,2273,46,0,7757,452,0,2369.3384
12616,06/09/2020 16:00:00,2020-06-09 09:00:00,174.83,16,4906,2272,46,0,8695,486,0,2356.7847
12617,06/09/2020 17:00:00,2020-06-09 10:00:00,172.87,15,5061,2272,46,0,9094,669,0,1729.848
12618,06/09/2020 18:00:00,2020-06-09 11:00:00,166.71,15,5057,2274,46,0,9823,768,0,1475.235
12619,06/09/2020 19:00:00,2020-06-09 12:00:00,164.02,16,4942,2274,46,0,10060,659,0,1344.7032
12620,06/09/2020 20:00:00,2020-06-09 13:00:00,171.21,15,5569,2273,46,0,10886,445,0,1423.2166
12621,06/09/2020 21:00:00,2020-06-09 14:00:00,179.76,10,6101,2270,47,0,11056,300,0,1265.0548
12622,06/09/2020 22:00:00,2020-06-09 15:00:00,206.78,11,7781,2271,47,0,10852,170,0,767.126
12623,06/09/2020 23:00:00,2020-06-09 16:00:00,236.72,10,9883,2271,46,0,10430,80,0,624.36957
12624,06/10/2020 00:00:00,2020-06-09 17:00:00,262.38,13,11688,2272,46,0,9450,248,0,427.41403
12625,06/10/2020 01:00:00,2020-06-09 18:00:00,296.41,11,13731,2273,46,0,7380,625,0,1133.2941
12626,06/10/2020 02:00:00,2020-06-09 19:00:00,355.76,12,15820,2274,46,0,2890,1343,0,1231.6384
12627,06/10/2020 03:00:00,2020-06-09 20:00:00,393.1,13,16134,2275,47,0,160,1723,0,1529.2203
12628,06/10/2020 04:00:00,2020-06-09 21:00:00,387.37,14,15266,2276,46,0,91,1858,0,1556.2229
12629,06/10/2020 05:00:00,2020-06-09 22:00:00,368.45,14,12778,2275,46,0,92,2047,0,1538.4031
12630,06/10/2020 06:00:00,2020-06-09 23:00:00,348.07,14,10517,2274,46,0,92,2139,0,1407.7552
12631,06/10/2020 07:00:00,2020-06-10 00:00:00,324.86,14,8511,2274,46,0,92,2199,0,1292.0082
12632,06/10/2020 08:00:00,2020-06-10 01:00:00,298.78,15,6578,2276,46,0,92,2105,0,1231.2631
12633,06/10/2020 09:00:00,2020-06-10 02:00:00,283.85,18,5960,2274,46,0,92,2254,0,1308.4863
12634,06/10/2020 10:00:00,2020-06-10 03:00:00,276.55,16,5411,2276,46,0,92,2099,0,721.3271
12635,06/10/2020 11:00:00,2020-06-10 04:00:00,292.59,14,5766,2275,46,0,91,1780,0,916.63446
12636,06/10/2020 12:00:00,2020-06-10 05:00:00,310.27,15,5947,2277,46,0,89,1301,0,905.032
12637,06/10/2020 13:00:00,2020-06-10 06:00:00,309.76,16,6238,2275,46,0,731,928,0,1382.355
12638,06/10/2020 14:00:00,2020-06-10 07:00:00,230.28,15,5895,2274,49,0,5044,591,0,1984.249
12639,06/10/2020 15:00:00,2020-06-10 08:00:00,187.14,15,5432,2273,69,0,8725,274,0,2361.7698
12640,06/10/2020 16:00:00,2020-06-10 09:00:00,185.07,13,5823,2275,89,0,10068,122,0,2349.754
12641,06/10/2020 17:00:00,2020-06-10 10:00:00,183.61,13,6069,2274,87,0,10790,130,0,1726.6954
12642,06/10/2020 18:00:00,2020-06-10 11:00:00,188.26,14,6577,2271,88,0,11134,218,0,1476.3406
12643,06/10/2020 19:00:00,2020-06-10 12:00:00,195.67,15,7168,2270,89,0,11216,286,0,1348.8328
12644,06/10/2020 20:00:00,2020-06-10 13:00:00,223.15,15,9257,2273,89,0,11197,200,0,1424.991
12645,06/10/2020 21:00:00,2020-06-10 14:00:00,253.03,15,11846,2275,89,0,10886,157,0,1268.7334
12646,06/10/2020 22:00:00,2020-06-10 15:00:00,267.81,15,13583,2275,89,0,10888,204,0,772.71356
12647,06/10/2020 23:00:00,2020-06-10 16:00:00,288.4,15,15510,2272,89,0,10155,242,0,625.0595
12648,06/11/2020 00:00:00,2020-06-10 17:00:00,299.11,15,16164,2275,89,0,9322,356,0,427.44122
12649,06/11/2020 01:00:00,2020-06-10 18:00:00,324.99,15,17562,2276,89,0,7188,667,0,1127.0835
12650,06/11/2020 02:00:00,2020-06-10 19:00:00,378.62,15,19779,2276,89,0,2787,1277,0,1227.0786
12651,06/11/2020 03:00:00,2020-06-10 20:00:00,398.1,14,19171,2275,89,0,312,2071,0,1523.7848
12652,06/11/2020 04:00:00,2020-06-10 21:00:00,391.49,16,17497,2275,88,0,0,2339,0,1553.1566
12653,06/11/2020 05:00:00,2020-06-10 22:00:00,369.15,16,14186,2274,89,0,0,2609,0,1532.6799
12654,06/11/2020 06:00:00,2020-06-10 23:00:00,351.56,15,11842,2278,89,0,0,2641,0,1401.0284
12655,06/11/2020 07:00:00,2020-06-11 00:00:00,324.25,17,8955,2281,89,0,0,2584,0,1289.7125
12656,06/11/2020 08:00:00,2020-06-11 01:00:00,317.38,16,8116,2276,89,0,0,2427,0,1228.4496
12657,06/11/2020 09:00:00,2020-06-11 02:00:00,301.89,17,7072,2278,89,0,0,2440,0,1307.3099
12658,06/11/2020 10:00:00,2020-06-11 03:00:00,303.51,14,7057,2275,89,0,0,2362,0,719.54205
12659,06/11/2020 11:00:00,2020-06-11 04:00:00,320.6,15,7429,2273,89,0,0,1918,0,913.299
12660,06/11/2020 12:00:00,2020-06-11 05:00:00,330.7,15,7432,2272,89,0,0,1550,0,895.3214
12661,06/11/2020 13:00:00,2020-06-11 06:00:00,324.05,16,7793,2271,89,0,503,1537,0,1372.1428
12662,06/11/2020 14:00:00,2020-06-11 07:00:00,241.06,13,6649,2271,89,0,4427,1352,0,1972.9873
12663,06/11/2020 15:00:00,2020-06-11 08:00:00,199.17,15,6288,2273,88,0,8095,1086,0,2353.8213
12664,06/11/2020 16:00:00,2020-06-11 09:00:00,190.71,16,6400,2273,89,0,9625,878,0,2342.4502
12665,06/11/2020 17:00:00,2020-06-11 10:00:00,187.59,15,6553,2273,88,0,10420,832,0,1723.2784
12666,06/11/2020 18:00:00,2020-06-11 11:00:00,189.58,16,6838,2273,88,0,10859,735,0,1477.247
12667,06/11/2020 19:00:00,2020-06-11 12:00:00,197.57,16,7415,2271,89,0,11038,606,0,1352.7246
12668,06/11/2020 20:00:00,2020-06-11 13:00:00,199.48,19,7720,2269,89,0,10954,940,0,1426.5448
12669,06/11/2020 21:00:00,2020-06-11 14:00:00,219.57,18,9400,2272,89,0,10888,1049,0,1272.2517
12670,06/11/2020 22:00:00,2020-06-11 15:00:00,233.77,17,10894,2271,89,0,10634,1470,0,778.1727
12671,06/11/2020 23:00:00,2020-06-11 16:00:00,243.01,19,12032,2274,89,0,9999,2214,0,625.5644
12672,06/12/2020 00:00:00,2020-06-11 17:00:00,259.46,16,13135,2272,89,0,9012,2322,0,427.4624
12673,06/12/2020 01:00:00,2020-06-11 18:00:00,287.73,18,14189,2274,89,0,6700,2380,0,1120.6937
12674,06/12/2020 02:00:00,2020-06-11 19:00:00,353.81,18,16327,2276,88,0,2385,2169,0,1222.3074
12675,06/12/2020 03:00:00,2020-06-11 20:00:00,397.96,18,16310,2275,89,0,14,1675,0,1518.1174
12676,06/12/2020 04:00:00,2020-06-11 21:00:00,404.76,18,16102,2272,89,0,0,1294,0,1549.8636
12677,06/12/2020 05:00:00,2020-06-11 22:00:00,395.41,19,14220,2275,89,0,0,1310,0,1526.7749
12678,06/12/2020 06:00:00,2020-06-11 23:00:00,376.17,19,11253,2274,89,0,0,1330,0,1394.0923
12679,06/12/2020 07:00:00,2020-06-12 00:00:00,348.18,20,8834,2275,90,0,0,1556,0,1287.2568
12680,06/12/2020 08:00:00,2020-06-12 01:00:00,338.64,19,7881,2274,90,0,0,1487,0,1225.4718
12681,06/12/2020 09:00:00,2020-06-12 02:00:00,318.34,19,6767,2273,89,0,0,1641,0,1305.9481
12682,06/12/2020 10:00:00,2020-06-12 03:00:00,299.16,19,5888,2271,89,0,0,1779,0,717.5561
12683,06/12/2020 11:00:00,2020-06-12 04:00:00,285.26,19,5517,2270,88,0,0,2011,0,909.7683
12684,06/12/2020 12:00:00,2020-06-12 05:00:00,290.63,18,5701,2271,88,0,0,1949,0,885.45233
12685,06/12/2020 13:00:00,2020-06-12 06:00:00,291.74,15,6219,2268,89,0,480,1852,0,1361.6688
