,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,avg_nuclear_production_forecast
36,01/02/2019 12:00:00,2019-01-02 04:00:00,335.55,12,7919,2272,0
37,01/02/2019 13:00:00,2019-01-02 05:00:00,318.69,11,8323,2272,0
38,01/02/2019 14:00:00,2019-01-02 06:00:00,310.66,12,8709,2271,0
39,01/02/2019 15:00:00,2019-01-02 07:00:00,305.94,11,9225,2272,0
40,01/02/2019 16:00:00,2019-01-02 08:00:00,254.97,12,8064,2271,0
41,01/02/2019 17:00:00,2019-01-02 09:00:00,208.33,11,6842,2274,0
42,01/02/2019 18:00:00,2019-01-02 10:00:00,195.85,11,6229,2274,0
43,01/02/2019 19:00:00,2019-01-02 11:00:00,199.06,12,6282,2273,0
44,01/02/2019 20:00:00,2019-01-02 12:00:00,197.65,11,6185,2271,0
45,01/02/2019 21:00:00,2019-01-02 13:00:00,198.3,14,6160,2271,0
46,01/02/2019 22:00:00,2019-01-02 14:00:00,193.6,14,5914,2272,0
47,01/02/2019 23:00:00,2019-01-02 15:00:00,218.15,15,6826,2269,0
48,01/03/2019 00:00:00,2019-01-02 16:00:00,288.6,15,8597,2270,0
49,01/03/2019 01:00:00,2019-01-02 17:00:00,331.45,14,11162,2272,0
50,01/03/2019 02:00:00,2019-01-02 18:00:00,331.25,15,11622,2271,0
51,01/03/2019 03:00:00,2019-01-02 19:00:00,324.58,16,11565,2271,0
52,01/03/2019 04:00:00,2019-01-02 20:00:00,320.78,17,11156,2272,0
53,01/03/2019 05:00:00,2019-01-02 21:00:00,325.65,20,10532,2270,0
54,01/03/2019 06:00:00,2019-01-02 22:00:00,325.38,18,9852,2270,0
55,01/03/2019 07:00:00,2019-01-02 23:00:00,330.8,18,9232,2273,0
56,01/03/2019 08:00:00,2019-01-03 00:00:00,326.96,17,8560,2273,0
57,01/03/2019 09:00:00,2019-01-03 01:00:00,332.67,17,8369,2269,0
58,01/03/2019 10:00:00,2019-01-03 02:00:00,330.18,16,8062,2269,0
59,01/03/2019 11:00:00,2019-01-03 03:00:00,331.12,16,7870,2269,0
60,01/03/2019 12:00:00,2019-01-03 04:00:00,326.99,17,7819,2268,0
61,01/03/2019 13:00:00,2019-01-03 05:00:00,324.36,16,8179,2271,0
62,01/03/2019 14:00:00,2019-01-03 06:00:00,315.24,16,8660,2270,0
63,01/03/2019 15:00:00,2019-01-03 07:00:00,315.88,16,9050,2270,0
64,01/03/2019 16:00:00,2019-01-03 08:00:00,266.65,16,8409,2271,0
65,01/03/2019 17:00:00,2019-01-03 09:00:00,204.56,14,6418,2272,0
66,01/03/2019 18:00:00,2019-01-03 10:00:00,187.21,13,5625,2270,0
67,01/03/2019 19:00:00,2019-01-03 11:00:00,180.81,13,5098,2270,0
68,01/03/2019 20:00:00,2019-01-03 12:00:00,176.96,13,4875,2271,0
69,01/03/2019 21:00:00,2019-01-03 13:00:00,175.62,13,4870,2270,0
70,01/03/2019 22:00:00,2019-01-03 14:00:00,174.57,12,4794,2270,0
71,01/03/2019 23:00:00,2019-01-03 15:00:00,201.69,13,5851,2270,0
72,01/04/2019 00:00:00,2019-01-03 16:00:00,270.21,12,7926,2269,0
73,01/04/2019 01:00:00,2019-01-03 17:00:00,316.45,11,10668,2268,0
74,01/04/2019 02:00:00,2019-01-03 18:00:00,317.17,12,11228,2269,0
75,01/04/2019 03:00:00,2019-01-03 19:00:00,317.28,12,10943,2269,0
76,01/04/2019 04:00:00,2019-01-03 20:00:00,322.2,13,10580,2270,0
77,01/04/2019 05:00:00,2019-01-03 21:00:00,331.69,12,10184,2271,0
78,01/04/2019 06:00:00,2019-01-03 22:00:00,336.12,13,9539,2268,0
79,01/04/2019 07:00:00,2019-01-03 23:00:00,332,15,8794,2270,0
80,01/04/2019 08:00:00,2019-01-04 00:00:00,325.75,13,8183,2269,0
81,01/04/2019 09:00:00,2019-01-04 01:00:00,329.72,13,7910,2267,0
82,01/04/2019 10:00:00,2019-01-04 02:00:00,332.57,14,7846,2269,0
83,01/04/2019 11:00:00,2019-01-04 03:00:00,329.36,16,7685,2269,0
84,01/04/2019 12:00:00,2019-01-04 04:00:00,325.88,16,7704,2270,0
85,01/04/2019 13:00:00,2019-01-04 05:00:00,315.74,16,7804,2271,0
86,01/04/2019 14:00:00,2019-01-04 06:00:00,316.86,13,8746,2273,0
87,01/04/2019 15:00:00,2019-01-04 07:00:00,317.48,13,9443,2274,0
88,01/04/2019 16:00:00,2019-01-04 08:00:00,267.59,17,8593,2272,0
89,01/04/2019 17:00:00,2019-01-04 09:00:00,211.99,14,6756,2273,0
90,01/04/2019 18:00:00,2019-01-04 10:00:00,199.44,13,6241,2273,0
91,01/04/2019 19:00:00,2019-01-04 11:00:00,192.71,14,5654,2273,0
92,01/04/2019 20:00:00,2019-01-04 12:00:00,184.77,14,5267,2273,0
93,01/04/2019 21:00:00,2019-01-04 13:00:00,183.13,13,5236,2272,0
94,01/04/2019 22:00:00,2019-01-04 14:00:00,190.39,13,5533,2272,0
95,01/04/2019 23:00:00,2019-01-04 15:00:00,199.65,12,5852,2272,0
96,01/05/2019 00:00:00,2019-01-04 16:00:00,271.89,13,7989,2272,0
97,01/05/2019 01:00:00,2019-01-04 17:00:00,321.93,13,10666,2270,0
98,01/05/2019 02:00:00,2019-01-04 18:00:00,319.37,14,10892,2271,0
99,01/05/2019 03:00:00,2019-01-04 19:00:00,320.52,15,10512,2270,0
100,01/05/2019 04:00:00,2019-01-04 20:00:00,322.88,15,10580,2271,0
101,01/05/2019 05:00:00,2019-01-04 21:00:00,325.23,14,9838,2270,0
102,01/05/2019 06:00:00,2019-01-04 22:00:00,323.83,13,9178,2271,0
103,01/05/2019 07:00:00,2019-01-04 23:00:00,317.84,13,8559,2270,0
104,01/05/2019 08:00:00,2019-01-05 00:00:00,326.81,15,8679,2270,0
105,01/05/2019 09:00:00,2019-01-05 01:00:00,330.37,16,8389,2270,0
106,01/05/2019 10:00:00,2019-01-05 02:00:00,342.24,15,8421,2271,0
107,01/05/2019 11:00:00,2019-01-05 03:00:00,343.19,16,8222,2272,0
108,01/05/2019 12:00:00,2019-01-05 04:00:00,337.46,14,8111,2269,0
109,01/05/2019 13:00:00,2019-01-05 05:00:00,333.76,14,7974,2271,0
110,01/05/2019 14:00:00,2019-01-05 06:00:00,322.86,12,7845,2272,0
111,01/05/2019 15:00:00,2019-01-05 07:00:00,325.85,12,8374,2272,0
112,01/05/2019 16:00:00,2019-01-05 08:00:00,319.27,12,8760,2272,0
113,01/05/2019 17:00:00,2019-01-05 09:00:00,303.62,12,8850,2271,0
114,01/05/2019 18:00:00,2019-01-05 10:00:00,287.54,13,8471,2273,0
115,01/05/2019 19:00:00,2019-01-05 11:00:00,279.78,13,8581,2271,0
116,01/05/2019 20:00:00,2019-01-05 12:00:00,276.92,13,8603,2271,0
117,01/05/2019 21:00:00,2019-01-05 13:00:00,291.57,13,8787,2271,0
118,01/05/2019 22:00:00,2019-01-05 14:00:00,301.05,11,9029,2274,0
119,01/05/2019 23:00:00,2019-01-05 15:00:00,299.73,10,9086,2271,0
120,01/06/2019 00:00:00,2019-01-05 16:00:00,298.38,11,8795,2269,0
121,01/06/2019 01:00:00,2019-01-05 17:00:00,283.37,9,8890,2270,0
122,01/06/2019 02:00:00,2019-01-05 18:00:00,291.64,10,8876,2271,0
123,01/06/2019 03:00:00,2019-01-05 19:00:00,309.37,13,9055,2270,0
124,01/06/2019 04:00:00,2019-01-05 20:00:00,318.17,12,9333,2272,0
125,01/06/2019 05:00:00,2019-01-05 21:00:00,324.19,11,9311,2273,0
126,01/06/2019 06:00:00,2019-01-05 22:00:00,330.26,10,9153,2272,0
127,01/06/2019 07:00:00,2019-01-05 23:00:00,323.92,14,8611,2273,0
128,01/06/2019 08:00:00,2019-01-06 00:00:00,322.43,11,7787,2271,0
129,01/06/2019 09:00:00,2019-01-06 01:00:00,308.84,10,6768,2269,0
130,01/06/2019 10:00:00,2019-01-06 02:00:00,293.3,11,6207,2271,0
131,01/06/2019 11:00:00,2019-01-06 03:00:00,286.06,13,5847,2271,0
132,01/06/2019 12:00:00,2019-01-06 04:00:00,280.11,13,5599,2270,0
133,01/06/2019 13:00:00,2019-01-06 05:00:00,265.66,14,5404,2272,0
134,01/06/2019 14:00:00,2019-01-06 06:00:00,250.73,14,5239,2272,0
135,01/06/2019 15:00:00,2019-01-06 07:00:00,253.74,13,5375,2270,0
136,01/06/2019 16:00:00,2019-01-06 08:00:00,202.8,14,4553,2272,0
137,01/06/2019 17:00:00,2019-01-06 09:00:00,179.84,16,4321,2269,0
138,01/06/2019 18:00:00,2019-01-06 10:00:00,163.19,13,4197,2270,0
139,01/06/2019 19:00:00,2019-01-06 11:00:00,156.26,13,4045,2269,0
140,01/06/2019 20:00:00,2019-01-06 12:00:00,172.04,14,4465,2266,0
141,01/06/2019 21:00:00,2019-01-06 13:00:00,168.65,15,4306,2267,0
142,01/06/2019 22:00:00,2019-01-06 14:00:00,170.4,11,4610,2268,0
143,01/06/2019 23:00:00,2019-01-06 15:00:00,176.36,10,4682,2265,0
144,01/07/2019 00:00:00,2019-01-06 16:00:00,234.68,11,6430,2263,0
145,01/07/2019 01:00:00,2019-01-06 17:00:00,269.46,10,8521,2265,0
146,01/07/2019 02:00:00,2019-01-06 18:00:00,267.7,11,8569,2266,0
147,01/07/2019 03:00:00,2019-01-06 19:00:00,263.94,11,8218,2265,0
148,01/07/2019 04:00:00,2019-01-06 20:00:00,272.84,10,8181,2267,0
149,01/07/2019 05:00:00,2019-01-06 21:00:00,268.26,11,7780,2267,0
150,01/07/2019 06:00:00,2019-01-06 22:00:00,254.13,10,7027,2267,0
151,01/07/2019 07:00:00,2019-01-06 23:00:00,255.65,11,6858,2268,0
152,01/07/2019 08:00:00,2019-01-07 00:00:00,253.46,11,6082,2267,0
153,01/07/2019 09:00:00,2019-01-07 01:00:00,232.77,11,5215,2266,0
154,01/07/2019 10:00:00,2019-01-07 02:00:00,266.75,10,5873,2268,0
155,01/07/2019 11:00:00,2019-01-07 03:00:00,274.29,10,6213,2268,0
156,01/07/2019 12:00:00,2019-01-07 04:00:00,292.53,11,6515,2267,0
157,01/07/2019 13:00:00,2019-01-07 05:00:00,289.98,13,6787,2268,0
158,01/07/2019 14:00:00,2019-01-07 06:00:00,306.57,12,8238,2267,0
159,01/07/2019 15:00:00,2019-01-07 07:00:00,307.56,10,9138,2267,0
160,01/07/2019 16:00:00,2019-01-07 08:00:00,283.29,13,8367,2269,0
161,01/07/2019 17:00:00,2019-01-07 09:00:00,246.47,11,7638,2267,0
162,01/07/2019 18:00:00,2019-01-07 10:00:00,214.18,13,6300,2269,0
163,01/07/2019 19:00:00,2019-01-07 11:00:00,204.42,12,6209,2268,0
164,01/07/2019 20:00:00,2019-01-07 12:00:00,205.37,14,6265,2269,0
165,01/07/2019 21:00:00,2019-01-07 13:00:00,203.37,14,6291,2265,0
166,01/07/2019 22:00:00,2019-01-07 14:00:00,208,13,6619,2265,0
167,01/07/2019 23:00:00,2019-01-07 15:00:00,218.04,14,6991,2264,0
168,01/08/2019 00:00:00,2019-01-07 16:00:00,281.73,13,8682,2263,0
169,01/08/2019 01:00:00,2019-01-07 17:00:00,308.3,13,11090,2263,0
170,01/08/2019 02:00:00,2019-01-07 18:00:00,312.31,12,11658,2264,0
171,01/08/2019 03:00:00,2019-01-07 19:00:00,323.85,12,11417,2263,0
172,01/08/2019 04:00:00,2019-01-07 20:00:00,330.46,9,11133,2264,0
173,01/08/2019 05:00:00,2019-01-07 21:00:00,329.12,12,10391,2265,0
174,01/08/2019 06:00:00,2019-01-07 22:00:00,326.15,12,9492,2265,0
175,01/08/2019 07:00:00,2019-01-07 23:00:00,325.31,11,8540,2266,0
176,01/08/2019 08:00:00,2019-01-08 00:00:00,324.81,13,8091,2264,0
177,01/08/2019 09:00:00,2019-01-08 01:00:00,350.02,11,8699,2264,0
178,01/08/2019 10:00:00,2019-01-08 02:00:00,355.79,10,8700,2265,0
179,01/08/2019 11:00:00,2019-01-08 03:00:00,346.67,11,8420,2263,0
180,01/08/2019 12:00:00,2019-01-08 04:00:00,337.62,12,8245,2264,0
181,01/08/2019 13:00:00,2019-01-08 05:00:00,335.57,12,8742,2266,0
182,01/08/2019 14:00:00,2019-01-08 06:00:00,341.12,13,9783,2266,0
183,01/08/2019 15:00:00,2019-01-08 07:00:00,346.22,12,11074,2263,0
184,01/08/2019 16:00:00,2019-01-08 08:00:00,313.94,12,10658,2264,0
185,01/08/2019 17:00:00,2019-01-08 09:00:00,280.45,12,9403,2265,0
186,01/08/2019 18:00:00,2019-01-08 10:00:00,255.73,14,8596,2265,0
187,01/08/2019 19:00:00,2019-01-08 11:00:00,253.2,13,8672,2264,0
188,01/08/2019 20:00:00,2019-01-08 12:00:00,260.59,13,8909,2265,0
189,01/08/2019 21:00:00,2019-01-08 13:00:00,261.69,12,8807,2263,0
190,01/08/2019 22:00:00,2019-01-08 14:00:00,254.8,14,8282,2262,0
191,01/08/2019 23:00:00,2019-01-08 15:00:00,282.25,12,9055,2262,0
192,01/09/2019 00:00:00,2019-01-08 16:00:00,338.13,12,10761,2260,0
193,01/09/2019 01:00:00,2019-01-08 17:00:00,347.32,13,11944,2261,0
194,01/09/2019 02:00:00,2019-01-08 18:00:00,340.49,13,12178,2263,0
195,01/09/2019 03:00:00,2019-01-08 19:00:00,343.52,11,11728,2262,0
196,01/09/2019 04:00:00,2019-01-08 20:00:00,344.06,11,11341,2262,0
197,01/09/2019 05:00:00,2019-01-08 21:00:00,347.72,13,10945,2263,0
198,01/09/2019 06:00:00,2019-01-08 22:00:00,341.7,13,9717,2262,0
199,01/09/2019 07:00:00,2019-01-08 23:00:00,330.09,12,8594,2269,0
200,01/09/2019 08:00:00,2019-01-09 00:00:00,346.04,12,8750,2267,0
201,01/09/2019 09:00:00,2019-01-09 01:00:00,343.7,12,8587,2263,0
202,01/09/2019 10:00:00,2019-01-09 02:00:00,337.23,13,8235,2264,0
203,01/09/2019 11:00:00,2019-01-09 03:00:00,337.53,13,8113,2263,0
204,01/09/2019 12:00:00,2019-01-09 04:00:00,345.15,12,8446,2261,0
205,01/09/2019 13:00:00,2019-01-09 05:00:00,326.07,13,7882,2262,0
206,01/09/2019 14:00:00,2019-01-09 06:00:00,312.78,13,8454,2261,0
207,01/09/2019 15:00:00,2019-01-09 07:00:00,325.25,9,9644,2261,0
208,01/09/2019 16:00:00,2019-01-09 08:00:00,282.48,11,8904,2262,0
209,01/09/2019 17:00:00,2019-01-09 09:00:00,246.61,13,7805,2262,0
210,01/09/2019 18:00:00,2019-01-09 10:00:00,233.59,12,7482,2262,0
211,01/09/2019 19:00:00,2019-01-09 11:00:00,232.72,13,7341,2262,0
212,01/09/2019 20:00:00,2019-01-09 12:00:00,240.98,14,7594,2262,0
213,01/09/2019 21:00:00,2019-01-09 13:00:00,239.25,13,7629,2262,0
214,01/09/2019 22:00:00,2019-01-09 14:00:00,233.2,12,7372,2261,0
215,01/09/2019 23:00:00,2019-01-09 15:00:00,251.29,12,7657,2261,0
216,01/10/2019 00:00:00,2019-01-09 16:00:00,253.96,12,7747,2261,0
217,01/10/2019 01:00:00,2019-01-09 17:00:00,266.08,14,8664,2261,0
218,01/10/2019 02:00:00,2019-01-09 18:00:00,298.32,13,10087,2260,0
219,01/10/2019 03:00:00,2019-01-09 19:00:00,313.81,11,10523,2259,0
220,01/10/2019 04:00:00,2019-01-09 20:00:00,317.73,13,10227,2259,0
221,01/10/2019 05:00:00,2019-01-09 21:00:00,317.74,13,9543,2260,0
222,01/10/2019 06:00:00,2019-01-09 22:00:00,324.94,14,9013,2259,0
223,01/10/2019 07:00:00,2019-01-09 23:00:00,325.83,13,8505,2264,0
224,01/10/2019 08:00:00,2019-01-10 00:00:00,304.75,13,7598,2263,0
225,01/10/2019 09:00:00,2019-01-10 01:00:00,302.26,11,7498,2260,0
226,01/10/2019 10:00:00,2019-01-10 02:00:00,303.59,13,7245,2262,0
227,01/10/2019 11:00:00,2019-01-10 03:00:00,318.71,12,7453,2261,0
228,01/10/2019 12:00:00,2019-01-10 04:00:00,302.76,11,7160,2261,0
229,01/10/2019 13:00:00,2019-01-10 05:00:00,297.99,11,7465,2261,0
230,01/10/2019 14:00:00,2019-01-10 06:00:00,302.61,12,8301,2261,0
231,01/10/2019 15:00:00,2019-01-10 07:00:00,308.61,12,9337,2262,0
232,01/10/2019 16:00:00,2019-01-10 08:00:00,264.03,13,8179,2264,0
233,01/10/2019 17:00:00,2019-01-10 09:00:00,223.04,13,6905,2262,0
234,01/10/2019 18:00:00,2019-01-10 10:00:00,197.91,13,5787,2263,0
235,01/10/2019 19:00:00,2019-01-10 11:00:00,197.52,13,5811,2263,0
236,01/10/2019 20:00:00,2019-01-10 12:00:00,195.05,12,5838,2263,0
237,01/10/2019 21:00:00,2019-01-10 13:00:00,198.47,12,6218,2263,0
238,01/10/2019 22:00:00,2019-01-10 14:00:00,200.76,12,6315,2262,0
239,01/10/2019 23:00:00,2019-01-10 15:00:00,217.97,14,6799,2263,0
240,01/11/2019 00:00:00,2019-01-10 16:00:00,279.36,14,8062,2260,0
241,01/11/2019 01:00:00,2019-01-10 17:00:00,314.7,13,9717,2259,0
242,01/11/2019 02:00:00,2019-01-10 18:00:00,312.28,12,10034,2260,0
243,01/11/2019 03:00:00,2019-01-10 19:00:00,323.11,13,10126,2260,0
244,01/11/2019 04:00:00,2019-01-10 20:00:00,333.14,13,10170,2260,0
245,01/11/2019 05:00:00,2019-01-10 21:00:00,334.56,15,9543,2260,0
246,01/11/2019 06:00:00,2019-01-10 22:00:00,344.65,15,9555,2261,0
247,01/11/2019 07:00:00,2019-01-10 23:00:00,342.07,14,8701,2261,0
248,01/11/2019 08:00:00,2019-01-11 00:00:00,334.15,14,7839,2262,0
249,01/11/2019 09:00:00,2019-01-11 01:00:00,342.77,14,7856,2261,0
250,01/11/2019 10:00:00,2019-01-11 02:00:00,343.33,14,7592,2261,0
251,01/11/2019 11:00:00,2019-01-11 03:00:00,339.52,13,7519,2262,0
252,01/11/2019 12:00:00,2019-01-11 04:00:00,338.56,13,7814,2261,0
253,01/11/2019 13:00:00,2019-01-11 05:00:00,334.64,14,8355,2261,0
254,01/11/2019 14:00:00,2019-01-11 06:00:00,355.19,17,10276,2263,0
255,01/11/2019 15:00:00,2019-01-11 07:00:00,345.6,13,10626,2261,0
256,01/11/2019 16:00:00,2019-01-11 08:00:00,305.65,17,9360,2263,0
257,01/11/2019 17:00:00,2019-01-11 09:00:00,257.46,14,8064,2263,0
258,01/11/2019 18:00:00,2019-01-11 10:00:00,238.33,14,7724,2263,0
259,01/11/2019 19:00:00,2019-01-11 11:00:00,221.53,14,6950,2263,0
260,01/11/2019 20:00:00,2019-01-11 12:00:00,218.87,15,6694,2263,0
261,01/11/2019 21:00:00,2019-01-11 13:00:00,212.29,12,6244,2262,0
262,01/11/2019 22:00:00,2019-01-11 14:00:00,231.74,16,6840,2262,0
263,01/11/2019 23:00:00,2019-01-11 15:00:00,244.34,14,7053,2263,0
264,01/12/2019 00:00:00,2019-01-11 16:00:00,279.06,11,8153,2261,0
265,01/12/2019 01:00:00,2019-01-11 17:00:00,312.5,12,9779,2262,0
266,01/12/2019 02:00:00,2019-01-11 18:00:00,315.89,11,10472,2262,0
267,01/12/2019 03:00:00,2019-01-11 19:00:00,310.75,13,10058,2261,0
268,01/12/2019 04:00:00,2019-01-11 20:00:00,307.92,11,9645,2263,0
269,01/12/2019 05:00:00,2019-01-11 21:00:00,320.45,11,9506,2261,0
270,01/12/2019 06:00:00,2019-01-11 22:00:00,312.62,10,8657,2262,0
271,01/12/2019 07:00:00,2019-01-11 23:00:00,305.64,12,7948,2263,0
272,01/12/2019 08:00:00,2019-01-12 00:00:00,303.27,12,7590,2263,0
273,01/12/2019 09:00:00,2019-01-12 01:00:00,300.99,12,7131,2263,0
274,01/12/2019 10:00:00,2019-01-12 02:00:00,314.42,11,7158,2265,0
275,01/12/2019 11:00:00,2019-01-12 03:00:00,322.53,12,7228,2263,0
276,01/12/2019 12:00:00,2019-01-12 04:00:00,321.59,12,7187,2264,0
277,01/12/2019 13:00:00,2019-01-12 05:00:00,322.23,12,7235,2263,0
278,01/12/2019 14:00:00,2019-01-12 06:00:00,328.5,10,7373,2265,0
279,01/12/2019 15:00:00,2019-01-12 07:00:00,313.45,12,7453,2262,0
280,01/12/2019 16:00:00,2019-01-12 08:00:00,317.56,13,8027,2262,0
281,01/12/2019 17:00:00,2019-01-12 09:00:00,286.11,12,7480,2264,0
282,01/12/2019 18:00:00,2019-01-12 10:00:00,238.48,13,6365,2263,0
283,01/12/2019 19:00:00,2019-01-12 11:00:00,236.44,13,6032,2263,0
284,01/12/2019 20:00:00,2019-01-12 12:00:00,225.52,12,5757,2264,0
285,01/12/2019 21:00:00,2019-01-12 13:00:00,233.27,11,5717,2264,0
286,01/12/2019 22:00:00,2019-01-12 14:00:00,231.07,11,5716,2263,0
287,01/12/2019 23:00:00,2019-01-12 15:00:00,232.38,11,5781,2263,0
288,01/13/2019 00:00:00,2019-01-12 16:00:00,272.04,11,6789,2261,0
289,01/13/2019 01:00:00,2019-01-12 17:00:00,300.07,11,8601,2262,0
290,01/13/2019 02:00:00,2019-01-12 18:00:00,297.02,13,8843,2262,0
291,01/13/2019 03:00:00,2019-01-12 19:00:00,313.05,12,8970,2260,0
292,01/13/2019 04:00:00,2019-01-12 20:00:00,319.05,12,9024,2261,0
293,01/13/2019 05:00:00,2019-01-12 21:00:00,336.72,14,9035,2260,0
294,01/13/2019 06:00:00,2019-01-12 22:00:00,338.14,14,8535,2259,0
295,01/13/2019 07:00:00,2019-01-12 23:00:00,340.28,13,8491,2261,0
296,01/13/2019 08:00:00,2019-01-13 00:00:00,348.64,14,8479,2258,0
297,01/13/2019 09:00:00,2019-01-13 01:00:00,343.55,13,7955,2260,0
298,01/13/2019 10:00:00,2019-01-13 02:00:00,345.29,11,7873,2263,0
299,01/13/2019 11:00:00,2019-01-13 03:00:00,345.95,11,7830,2262,0
300,01/13/2019 12:00:00,2019-01-13 04:00:00,341.06,12,7842,2262,0
301,01/13/2019 13:00:00,2019-01-13 05:00:00,337.2,12,7863,2264,0
302,01/13/2019 14:00:00,2019-01-13 06:00:00,329.22,11,7592,2264,0
303,01/13/2019 15:00:00,2019-01-13 07:00:00,331.86,10,8065,2263,0
304,01/13/2019 16:00:00,2019-01-13 08:00:00,262.41,14,6780,2263,0
305,01/13/2019 17:00:00,2019-01-13 09:00:00,196.21,13,5223,2262,0
306,01/13/2019 18:00:00,2019-01-13 10:00:00,185.24,12,4880,2263,0
307,01/13/2019 19:00:00,2019-01-13 11:00:00,183.78,13,4839,2264,0
308,01/13/2019 20:00:00,2019-01-13 12:00:00,188.42,12,4841,2264,0
309,01/13/2019 21:00:00,2019-01-13 13:00:00,192.86,14,4951,2263,0
310,01/13/2019 22:00:00,2019-01-13 14:00:00,217.55,15,5804,2264,0
311,01/13/2019 23:00:00,2019-01-13 15:00:00,255.83,11,6820,2265,0
312,01/14/2019 00:00:00,2019-01-13 16:00:00,290.5,14,7732,2263,0
313,01/14/2019 01:00:00,2019-01-13 17:00:00,309.43,14,9564,2263,0
314,01/14/2019 02:00:00,2019-01-13 18:00:00,319.85,13,10293,2264,0
315,01/14/2019 03:00:00,2019-01-13 19:00:00,320.25,12,9993,2263,0
316,01/14/2019 04:00:00,2019-01-13 20:00:00,318.47,13,9531,2262,0
317,01/14/2019 05:00:00,2019-01-13 21:00:00,323.47,13,9252,2264,0
318,01/14/2019 06:00:00,2019-01-13 22:00:00,318.72,13,8565,2263,0
319,01/14/2019 07:00:00,2019-01-13 23:00:00,335.61,14,8929,2262,0
320,01/14/2019 08:00:00,2019-01-14 00:00:00,333.89,13,8172,2262,0
321,01/14/2019 09:00:00,2019-01-14 01:00:00,318.03,12,7572,2262,0
322,01/14/2019 10:00:00,2019-01-14 02:00:00,316.1,12,7556,2264,0
323,01/14/2019 11:00:00,2019-01-14 03:00:00,318.72,13,7552,2263,0
324,01/14/2019 12:00:00,2019-01-14 04:00:00,306.51,15,7565,2262,0
325,01/14/2019 13:00:00,2019-01-14 05:00:00,310.22,13,8062,2265,0
326,01/14/2019 14:00:00,2019-01-14 06:00:00,302.86,12,8626,2265,0
327,01/14/2019 15:00:00,2019-01-14 07:00:00,309.35,14,9802,2262,0
328,01/14/2019 16:00:00,2019-01-14 08:00:00,305.45,15,9977,2264,0
329,01/14/2019 17:00:00,2019-01-14 09:00:00,281.79,13,9542,2264,0
330,01/14/2019 18:00:00,2019-01-14 10:00:00,279.11,16,9615,2263,0
