UTC time,nat_gas,nuclear,oil,hydro,wind,other
03/09/2020 21:00:00,4580,4052,836,3114,832,711
03/09/2020 22:00:00,5266,4060,909,3135,685,703
03/09/2020 23:00:00,5684,4071,967,3019,627,667
03/10/2020 00:00:00,5764,4068,974,3495,594,588
03/10/2020 01:00:00,5571,4081,992,3477,781,569
03/10/2020 02:00:00,4925,4071,952,3687,849,353
03/10/2020 03:00:00,3950,4055,897,3726,989,330
03/10/2020 04:00:00,3119,4040,777,3642,955,327
03/10/2020 05:00:00,2861,4036,777,3232,794,329
03/10/2020 06:00:00,2694,4039,705,2772,966,329
03/10/2020 07:00:00,2720,4033,665,2859,939,327
03/10/2020 08:00:00,2725,4033,661,2898,928,329
03/10/2020 09:00:00,2818,4036,662,2657,1206,329
03/10/2020 10:00:00,3252,4034,709,2931,1213,329
03/10/2020 11:00:00,4248,4032,919,3201,1185,523
03/10/2020 12:00:00,5200,4052,965,3122,1365,693
03/10/2020 13:00:00,5200,4054,951,3357,1348,697
03/10/2020 14:00:00,5301,4054,935,3778,1355,597
03/10/2020 15:00:00,5047,4055,896,3932,1378,602
03/10/2020 16:00:00,5123,4053,873,3993,1330,563
03/10/2020 17:00:00,4927,4055,847,3940,1317,513
03/10/2020 18:00:00,4836,4048,838,3865,1270,505
03/10/2020 19:00:00,4720,4035,835,3664,1325,588
03/10/2020 20:00:00,4795,4049,840,3780,1258,669
03/10/2020 21:00:00,5186,4046,867,3645,1164,694
03/10/2020 22:00:00,5439,4042,872,3732,1041,694
03/10/2020 23:00:00,5914,4054,913,3684,1002,693
03/11/2020 00:00:00,6123,4079,925,3711,1030,699
03/11/2020 01:00:00,5885,4091,931,3735,1065,680
03/11/2020 02:00:00,5430,4074,930,3795,1074,405
03/11/2020 03:00:00,4839,4066,862,3896,925,329
03/11/2020 04:00:00,4082,4047,838,3827,800,329
03/11/2020 05:00:00,3343,4030,849,3380,776,327
03/11/2020 06:00:00,3236,4035,832,3272,676,328
03/11/2020 07:00:00,3277,4042,832,3275,570,331
03/11/2020 08:00:00,3244,4042,745,3353,459,334
03/11/2020 09:00:00,3409,4044,849,3369,424,336
03/11/2020 10:00:00,3755,4065,875,3471,281,408
03/11/2020 11:00:00,4751,4050,957,3784,188,674
03/11/2020 12:00:00,5628,4064,1008,3938,112,702
03/11/2020 13:00:00,5993,4072,976,3807,109,711
03/11/2020 14:00:00,6094,4074,966,3795,95,665
03/11/2020 15:00:00,5709,4071,961,3783,91,690
03/11/2020 16:00:00,5528,4064,876,3711,103,706
03/11/2020 17:00:00,5408,4066,842,3796,80,698
03/11/2020 18:00:00,5675,4061,836,3807,133,699
03/11/2020 19:00:00,5761,4061,976,3837,73,707
03/11/2020 20:00:00,5601,4064,920,3831,43,658
03/11/2020 21:00:00,5521,4057,934,3780,56,697
03/11/2020 22:00:00,5841,4066,960,3955,31,673
03/11/2020 23:00:00,6152,4068,1015,3934,25,691
03/12/2020 00:00:00,6556,4086,1019,4029,35,711
03/12/2020 01:00:00,6040,4095,979,3950,68,698
03/12/2020 02:00:00,5261,4076,959,3926,100,434
03/12/2020 03:00:00,4446,4074,889,3818,99,336
03/12/2020 04:00:00,3799,4069,866,3702,117,338
03/12/2020 05:00:00,3295,4068,869,3311,144,341
03/12/2020 06:00:00,2997,4044,885,3264,142,340
03/12/2020 07:00:00,2899,4051,867,3158,172,341
03/12/2020 08:00:00,2933,4054,866,3151,234,340
03/12/2020 09:00:00,3072,4072,872,3207,304,346
03/12/2020 10:00:00,3836,4077,873,3360,285,418
03/12/2020 11:00:00,4726,4059,883,3740,288,607
03/12/2020 12:00:00,5594,4016,1016,3889,319,607
03/12/2020 13:00:00,5682,3914,1173,3645,203,681
03/12/2020 14:00:00,5996,3920,1223,3631,130,691
03/12/2020 15:00:00,6000,3919,1251,3751,57,684
03/12/2020 16:00:00,6142,3910,1245,3726,36,685
03/12/2020 17:00:00,5767,3902,1183,3730,49,685
03/12/2020 18:00:00,5617,3897,1147,3800,67,682
03/12/2020 19:00:00,5105,3884,1165,3753,108,678
03/12/2020 20:00:00,5087,3889,1147,3646,147,680
03/12/2020 21:00:00,5106,3915,1100,3717,177,683
03/12/2020 22:00:00,5348,3920,1161,3750,216,683
03/12/2020 23:00:00,5521,3929,1158,3838,356,682
03/13/2020 00:00:00,5451,3954,1194,3672,609,686
03/13/2020 01:00:00,5089,3969,1180,4068,856,687
03/13/2020 02:00:00,5050,3939,1167,3827,985,463
03/13/2020 03:00:00,4612,3962,1048,3476,1150,332
03/13/2020 04:00:00,3639,4072,387,2953,1338,336
03/13/2020 05:00:00,3084,4051,0,2525,1226,582
03/13/2020 06:00:00,2895,4057,0,2763,1350,582
03/13/2020 07:00:00,2859,4060,0,2611,1520,580
03/13/2020 08:00:00,2984,4042,0,2425,1460,580
03/13/2020 09:00:00,3121,4041,0,2239,1449,585
03/13/2020 10:00:00,3447,4052,0,2398,1423,712
03/13/2020 11:00:00,4148,4045,0,2940,1419,1081
03/13/2020 12:00:00,4754,4056,731,3202,1365,677
03/13/2020 13:00:00,4895,4057,861,3182,1457,701
03/13/2020 14:00:00,5064,4059,947,3426,1463,640
03/13/2020 15:00:00,5186,4069,984,3279,1313,635
03/13/2020 16:00:00,4952,4066,992,3560,1189,596
03/13/2020 17:00:00,4799,4056,924,3600,1171,536
03/13/2020 18:00:00,4681,4052,877,3409,1199,537
03/13/2020 19:00:00,4405,4049,849,3450,1185,532
03/13/2020 20:00:00,4008,4041,831,3674,1168,483
03/13/2020 21:00:00,3990,4049,831,3889,1379,419
03/13/2020 22:00:00,4241,4050,906,3748,1547,445
03/13/2020 23:00:00,4714,4051,916,3627,1526,439
03/14/2020 00:00:00,4940,4054,959,3735,1594,436
03/14/2020 01:00:00,4561,4049,956,3799,1550,373
03/14/2020 02:00:00,4182,4039,942,3782,1530,327
03/14/2020 03:00:00,3621,4041,847,3578,1453,319
03/14/2020 04:00:00,3074,4026,422,3435,1522,259
03/14/2020 05:00:00,2510,4011,0,3405,1546,438
03/14/2020 06:00:00,2176,3997,0,3188,1500,433
03/14/2020 07:00:00,2167,4000,0,3123,1512,433
03/14/2020 08:00:00,2155,3999,0,3047,1489,456
03/14/2020 09:00:00,2196,4008,0,2822,1458,595
03/14/2020 10:00:00,2345,4017,0,3106,1404,654
03/14/2020 11:00:00,2862,4014,0,3651,1345,734
03/14/2020 12:00:00,3282,4027,0,3893,1192,786
03/14/2020 13:00:00,3532,4032,0,3991,1100,778
03/14/2020 14:00:00,3584,4032,0,4051,1079,817
03/14/2020 15:00:00,3626,4022,0,4103,906,817
03/14/2020 16:00:00,3512,4027,0,4128,866,793
03/14/2020 17:00:00,3562,4035,0,4049,770,801
03/14/2020 18:00:00,3431,4029,0,4021,718,784
03/14/2020 19:00:00,3465,4022,0,4054,749,781
03/14/2020 20:00:00,3545,4023,0,4002,840,778
03/14/2020 21:00:00,3844,4023,0,3952,900,768
03/14/2020 22:00:00,4338,4025,0,3980,857,783
03/14/2020 23:00:00,4764,4033,0,3980,727,834
03/15/2020 00:00:00,5038,4036,0,4066,588,854
03/15/2020 01:00:00,4788,4039,0,4121,502,845
03/15/2020 02:00:00,4618,4029,0,3955,365,801
03/15/2020 03:00:00,4185,4022,0,3884,229,761
03/15/2020 04:00:00,3382,4012,0,3747,175,746
03/15/2020 05:00:00,2937,4004,0,3286,154,541
03/15/2020 06:00:00,2790,4022,0,3236,166,500
03/15/2020 07:00:00,2780,4027,0,3243,207,500
03/15/2020 08:00:00,2706,4022,0,3170,217,588
03/15/2020 09:00:00,2690,4034,0,3131,237,719
03/15/2020 10:00:00,2733,4027,0,3223,217,725
03/15/2020 11:00:00,2861,4029,0,3620,193,810
03/15/2020 12:00:00,3099,4022,0,3753,214,824
03/15/2020 13:00:00,3306,4010,662,3780,219,192
03/15/2020 14:00:00,3453,4008,781,3815,133,197
03/15/2020 15:00:00,3367,4012,785,3942,69,207
03/15/2020 16:00:00,3233,4011,781,3970,63,219
03/15/2020 17:00:00,3379,4019,794,3836,123,220
03/15/2020 18:00:00,3343,4010,775,3656,197,221
03/15/2020 19:00:00,3443,4005,798,3735,235,218
03/15/2020 20:00:00,3472,4009,703,3426,259,213
03/15/2020 21:00:00,3912,4015,779,3666,275,209
03/15/2020 22:00:00,4475,4013,805,3801,290,202
03/15/2020 23:00:00,4882,4017,808,3870,261,193
03/16/2020 00:00:00,5040,4049,863,3974,225,194
03/16/2020 01:00:00,5218,4058,897,4055,203,194
03/16/2020 02:00:00,5044,4048,857,4017,184,194
03/16/2020 03:00:00,4711,4034,837,3984,200,184
03/16/2020 04:00:00,3633,4032,692,3916,210,170
03/16/2020 05:00:00,3123,4047,668,3441,211,171
03/16/2020 06:00:00,2907,4028,701,3230,287,174
03/16/2020 07:00:00,2843,4022,693,3168,323,171
03/16/2020 08:00:00,2920,4022,0,3195,297,813
03/16/2020 09:00:00,3255,4030,0,3149,315,816
03/16/2020 10:00:00,3788,4028,0,3504,364,815
03/16/2020 11:00:00,5460,4039,0,3905,428,844
03/16/2020 12:00:00,6224,4070,0,4356,485,887
03/16/2020 13:00:00,5980,4091,0,4387,398,906
03/16/2020 14:00:00,5651,3944,0,3923,246,916
03/16/2020 15:00:00,5363,3914,0,3892,206,910
03/16/2020 16:00:00,4926,3880,657,3841,205,188
03/16/2020 17:00:00,4928,3898,784,3743,209,188
03/16/2020 18:00:00,5205,3835,795,3614,187,186
03/16/2020 19:00:00,5380,3809,821,3641,274,184
03/16/2020 20:00:00,5602,3811,819,3523,329,179
03/16/2020 21:00:00,5868,3804,817,3678,342,181
03/16/2020 22:00:00,6328,3748,835,3771,377,174
03/16/2020 23:00:00,6559,3718,940,3693,505,172
03/17/2020 00:00:00,6731,3730,957,3910,736,169
03/17/2020 01:00:00,6344,3730,945,3944,786,171
03/17/2020 02:00:00,5919,3789,939,3843,970,170
03/17/2020 03:00:00,4774,3879,846,3850,1044,169
03/17/2020 04:00:00,4225,3887,691,3771,1088,169
03/17/2020 05:00:00,3246,3918,0,3375,1181,801
03/17/2020 06:00:00,2906,3966,0,3215,1171,794
03/17/2020 07:00:00,2951,4018,0,3232,1089,789
03/17/2020 08:00:00,2877,4014,0,3131,1060,777
03/17/2020 09:00:00,3132,4011,0,3231,989,776
03/17/2020 10:00:00,3612,4036,0,3169,1019,774
03/17/2020 11:00:00,4359,4036,0,3638,1008,749
03/17/2020 12:00:00,5914,4047,664,3831,1050,157
03/17/2020 13:00:00,6119,4059,713,3860,1057,156
03/17/2020 14:00:00,6408,4065,706,3739,1097,160
03/17/2020 15:00:00,6707,4050,762,3753,1098,162
03/17/2020 16:00:00,6519,4049,747,3748,1087,165
03/17/2020 17:00:00,6306,4048,692,3801,1066,165
03/17/2020 18:00:00,5900,4048,0,3924,1311,789
03/17/2020 19:00:00,5347,4032,0,3880,1428,790
03/17/2020 20:00:00,5230,4028,0,3781,1437,784
03/17/2020 21:00:00,5485,4030,0,3882,1402,806
03/17/2020 22:00:00,5823,4036,671,3851,1310,164
03/17/2020 23:00:00,5860,4046,682,3919,1171,165
03/18/2020 00:00:00,5884,4064,0,3883,1134,837
03/18/2020 01:00:00,5745,4059,0,3906,1093,833
03/18/2020 02:00:00,5445,4052,769,3857,1039,163
03/18/2020 03:00:00,4681,4044,868,3833,918,167
03/18/2020 04:00:00,3752,4028,761,3738,872,169
03/18/2020 05:00:00,3475,3960,0,3000,792,776
03/18/2020 06:00:00,3312,3956,0,2922,686,776
03/18/2020 07:00:00,3362,3961,0,2946,540,778
03/18/2020 08:00:00,3304,3964,729,2902,415,162
03/18/2020 09:00:00,3450,3977,785,2902,252,163
03/18/2020 10:00:00,4021,4094,831,2906,185,166
03/18/2020 11:00:00,4770,4095,834,3472,71,168
03/18/2020 12:00:00,5362,4106,889,3868,32,176
03/18/2020 13:00:00,5917,4110,906,3831,21,185
03/18/2020 14:00:00,5151,4079,859,3855,5,192
03/18/2020 15:00:00,4768,4082,791,3875,0,193
03/18/2020 16:00:00,4729,4074,784,3816,1,198
03/18/2020 17:00:00,4881,4071,852,3903,14,198
03/18/2020 18:00:00,5024,4068,886,3896,70,196
03/18/2020 19:00:00,4850,4052,864,3882,139,190
03/18/2020 20:00:00,4910,4052,857,3883,135,193
03/18/2020 21:00:00,5407,4060,862,3913,141,175
03/18/2020 22:00:00,5754,4066,863,3877,188,166
03/18/2020 23:00:00,6011,4065,898,3867,165,159
03/19/2020 00:00:00,6523,4080,939,3833,263,156
03/19/2020 01:00:00,6174,4068,939,3870,326,156
03/19/2020 02:00:00,5344,4055,891,3801,412,160
03/19/2020 03:00:00,4342,4063,890,3788,575,163
03/19/2020 04:00:00,3512,4016,876,3680,596,164
03/19/2020 05:00:00,3242,3935,861,2933,547,159
03/19/2020 06:00:00,3067,3926,853,2825,594,162
03/19/2020 07:00:00,3053,3933,854,2882,485,163
03/19/2020 08:00:00,2946,3935,846,2824,266,165
03/19/2020 09:00:00,3009,3940,853,2881,247,166
03/19/2020 10:00:00,3383,3965,841,2869,255,171
03/19/2020 11:00:00,4384,4052,840,3339,205,171
03/19/2020 12:00:00,5222,4050,940,3804,270,173
03/19/2020 13:00:00,5852,4058,1026,3836,261,178
03/19/2020 14:00:00,6298,4076,1141,3733,173,182
03/19/2020 15:00:00,6094,4084,1359,3723,149,189
03/19/2020 16:00:00,6099,4078,1440,3716,144,184
03/19/2020 17:00:00,6116,4074,1485,3741,110,186
03/19/2020 18:00:00,6007,4075,1585,3754,96,189
03/19/2020 19:00:00,5491,4066,1671,3714,90,188
03/19/2020 20:00:00,5181,4061,1689,3701,103,183
03/19/2020 21:00:00,5544,4031,1688,3695,81,184
03/19/2020 22:00:00,5797,4052,1683,3751,102,179
03/19/2020 23:00:00,5678,4082,1692,3690,134,177
03/20/2020 00:00:00,5764,4082,1687,3677,192,178
03/20/2020 01:00:00,5215,4053,1606,3521,358,173
03/20/2020 02:00:00,4616,4029,1408,3631,513,177
03/20/2020 03:00:00,3998,4040,1174,3635,662,176
03/20/2020 04:00:00,2908,4020,1025,3432,765,175
03/20/2020 05:00:00,2528,3915,923,2868,925,174
03/20/2020 06:00:00,2454,3903,807,2790,1051,179
03/20/2020 07:00:00,2474,3893,742,2433,1123,172
03/20/2020 08:00:00,2442,3887,782,2388,1085,169
03/20/2020 09:00:00,2619,3922,829,2332,1091,171
03/20/2020 10:00:00,2973,3937,808,2441,1413,175
03/20/2020 11:00:00,3638,4039,720,2825,1638,181
03/20/2020 12:00:00,4114,4031,658,3291,1696,178
03/20/2020 13:00:00,4304,4022,778,3551,1663,179
03/20/2020 14:00:00,4445,4008,923,3802,1622,180
03/20/2020 15:00:00,4676,4012,933,3624,1568,184
03/20/2020 16:00:00,5049,4019,859,3728,1641,179
03/20/2020 17:00:00,4751,4015,830,3773,1646,182
03/20/2020 18:00:00,4495,4009,828,3817,1577,186
03/20/2020 19:00:00,4163,3996,875,3760,1461,175
03/20/2020 20:00:00,4000,3984,847,3667,1412,177
03/20/2020 21:00:00,4015,3989,691,3276,1555,184
03/20/2020 22:00:00,4149,3982,730,3455,1566,179
03/20/2020 23:00:00,4300,3985,811,3511,1661,173
03/21/2020 00:00:00,4625,3997,893,3620,1657,172
03/21/2020 01:00:00,4648,3992,859,3615,1612,171
03/21/2020 02:00:00,3740,3990,812,3586,1592,167
03/21/2020 03:00:00,3412,3978,689,3392,1519,172
03/21/2020 04:00:00,3192,3978,574,3322,1455,175
03/21/2020 05:00:00,2824,3993,338,3080,1257,174
03/21/2020 06:00:00,2767,3988,0,3057,1140,458
03/21/2020 07:00:00,2802,3985,0,3030,991,469
03/21/2020 08:00:00,2725,3985,0,3010,908,423
03/21/2020 09:00:00,2759,3896,0,2962,687,463
03/21/2020 10:00:00,3072,4022,0,3082,536,482
03/21/2020 11:00:00,3225,4004,0,3320,434,478
03/21/2020 12:00:00,3645,4019,0,3477,415,484
03/21/2020 13:00:00,3917,4032,0,3511,402,493
03/21/2020 14:00:00,4129,4028,0,3562,327,500
03/21/2020 15:00:00,4205,4027,0,3609,214,515
03/21/2020 16:00:00,4258,4017,0,3630,152,518
03/21/2020 17:00:00,4076,4014,0,3550,136,495
03/21/2020 18:00:00,3834,4004,0,3438,162,584
03/21/2020 19:00:00,3870,4002,0,3476,206,589
03/21/2020 20:00:00,3911,4009,0,3102,233,585
03/21/2020 21:00:00,4147,4015,0,3247,259,674
03/21/2020 22:00:00,4571,4016,0,3549,239,715
03/21/2020 23:00:00,5164,4025,0,3664,217,807
03/22/2020 00:00:00,5344,4035,0,3710,230,833
03/22/2020 01:00:00,5687,4047,0,3667,237,792
03/22/2020 02:00:00,5431,4035,0,3712,236,789
03/22/2020 03:00:00,5201,4028,0,3738,192,768
03/22/2020 04:00:00,4779,4015,0,3579,171,552
03/22/2020 05:00:00,3594,4023,0,3154,170,488
03/22/2020 06:00:00,3443,4013,0,3048,147,486
03/22/2020 07:00:00,3428,4015,0,3026,160,470
03/22/2020 08:00:00,3265,4009,0,3050,190,535
03/22/2020 09:00:00,3176,4017,0,3053,214,610
03/22/2020 10:00:00,3325,4017,0,3064,224,529
03/22/2020 11:00:00,3707,4004,0,3402,222,529
03/22/2020 12:00:00,3793,3997,0,3619,232,665
03/22/2020 13:00:00,3940,3994,0,3629,234,808
03/22/2020 14:00:00,3820,3992,0,3643,282,814
03/22/2020 15:00:00,3925,3998,0,3599,183,822
03/22/2020 16:00:00,3581,3980,0,3633,77,823
03/22/2020 17:00:00,3394,3979,635,3603,82,179
03/22/2020 18:00:00,3062,3976,622,3558,75,178
03/22/2020 19:00:00,3146,3979,621,3570,98,177
03/22/2020 20:00:00,3133,3981,663,3568,131,180
03/22/2020 21:00:00,3706,3978,706,3559,176,181
03/22/2020 22:00:00,4351,3981,884,3641,195,178
03/22/2020 23:00:00,5138,3987,951,3656,219,175
03/23/2020 00:00:00,5593,4022,1045,3651,337,178
03/23/2020 01:00:00,5831,4034,1055,3622,471,180
03/23/2020 02:00:00,5280,4024,993,3631,635,179
03/23/2020 03:00:00,4972,4010,941,3631,710,178
03/23/2020 04:00:00,4228,3999,892,3253,859,164
03/23/2020 05:00:00,3263,3996,894,3303,918,160
03/23/2020 06:00:00,3137,3982,887,3228,949,159
03/23/2020 07:00:00,3185,3990,889,3250,870,156
03/23/2020 08:00:00,3132,3985,888,3190,994,157
03/23/2020 09:00:00,3127,4003,892,3174,1219,157
03/23/2020 10:00:00,3588,4010,900,3207,1354,158
03/23/2020 11:00:00,4406,4020,892,3616,1354,161
03/23/2020 12:00:00,5278,4018,887,3965,1412,161
03/23/2020 13:00:00,5622,4018,898,3975,1395,162
03/23/2020 14:00:00,5729,4021,1009,4025,1259,164
03/23/2020 15:00:00,5780,4013,1035,4031,1058,164
03/23/2020 16:00:00,6140,4012,1033,4026,894,166
03/23/2020 17:00:00,6294,4015,1054,4019,816,163
03/23/2020 18:00:00,5694,4023,1015,3993,737,160
03/23/2020 19:00:00,5523,4025,991,3972,613,164
03/23/2020 20:00:00,5410,4025,978,4137,550,162
03/23/2020 21:00:00,5568,4026,971,4128,480,165
03/23/2020 22:00:00,5879,4040,965,4089,447,167
03/23/2020 23:00:00,5910,4032,1021,4042,370,165
03/24/2020 00:00:00,5871,4033,1004,4136,317,163
03/24/2020 01:00:00,5752,4034,974,3980,263,161
03/24/2020 02:00:00,5599,4023,955,4040,228,159
03/24/2020 03:00:00,5013,4014,898,3916,190,151
03/24/2020 04:00:00,4260,3995,898,3941,141,138
03/24/2020 05:00:00,3147,3999,902,3483,102,137
03/24/2020 06:00:00,3072,4009,903,3213,108,137
03/24/2020 07:00:00,2870,4009,900,3126,74,137
03/24/2020 08:00:00,2781,3996,902,3063,106,137
03/24/2020 09:00:00,2874,4001,872,3076,114,138
03/24/2020 10:00:00,3291,4013,884,3244,88,138
03/24/2020 11:00:00,4050,4008,882,3574,52,138
03/24/2020 12:00:00,4988,4009,910,3852,25,140
03/24/2020 13:00:00,5281,4012,936,3872,15,147
03/24/2020 14:00:00,5497,4027,979,3949,13,155
03/24/2020 15:00:00,5278,4018,975,4026,13,163
03/24/2020 16:00:00,5130,4022,965,3910,29,168
03/24/2020 17:00:00,4810,4025,965,3776,46,173
03/24/2020 18:00:00,4723,4011,952,3892,41,172
03/24/2020 19:00:00,4682,4010,908,3930,22,170
03/24/2020 20:00:00,4698,4016,904,3868,21,169
03/24/2020 21:00:00,4876,4016,906,3864,10,157
03/24/2020 22:00:00,5187,4012,946,3878,9,148
03/24/2020 23:00:00,5389,4021,1011,3801,15,140
03/25/2020 00:00:00,5707,4032,1024,3832,26,137
03/25/2020 01:00:00,5722,4018,1027,3862,80,135
03/25/2020 02:00:00,5230,4033,933,3842,148,136
03/25/2020 03:00:00,4197,3993,912,3824,242,133
03/25/2020 04:00:00,3524,3989,927,3475,289,133
03/25/2020 05:00:00,2990,3987,886,2752,340,136
03/25/2020 06:00:00,2963,4001,879,2748,318,135
03/25/2020 07:00:00,2935,3998,868,2748,352,136
03/25/2020 08:00:00,2961,3989,865,2745,412,134
03/25/2020 09:00:00,2875,3988,868,2684,475,138
03/25/2020 10:00:00,3136,4009,872,2698,580,136
03/25/2020 11:00:00,3838,4009,906,3135,669,132
03/25/2020 12:00:00,4681,3993,915,3709,742,136
03/25/2020 13:00:00,5155,3997,957,3843,800,139
03/25/2020 14:00:00,5402,4006,977,3765,678,139
03/25/2020 15:00:00,5497,4010,986,3774,571,142
03/25/2020 16:00:00,5519,4000,946,3791,463,145
03/25/2020 17:00:00,5484,3999,919,3824,392,145
03/25/2020 18:00:00,5437,3995,915,3754,314,145
03/25/2020 19:00:00,5323,3996,914,3754,263,150
03/25/2020 20:00:00,5321,3994,909,3750,212,140
03/25/2020 21:00:00,5355,4010,914,3766,151,141
03/25/2020 22:00:00,5436,4015,963,3775,186,138
03/25/2020 23:00:00,5692,4003,963,3782,184,141
03/26/2020 00:00:00,5895,4018,953,3757,142,147
03/26/2020 01:00:00,5730,4016,1002,3892,174,151
03/26/2020 02:00:00,5050,4016,930,3848,332,150
03/26/2020 03:00:00,4221,4003,883,3773,458,156
03/26/2020 04:00:00,3632,3998,872,3514,556,154
03/26/2020 05:00:00,3193,4003,869,2704,602,150
03/26/2020 06:00:00,3037,4012,868,2584,653,149
03/26/2020 07:00:00,3007,4004,866,2589,697,147
03/26/2020 08:00:00,2967,3995,864,2559,729,150
03/26/2020 09:00:00,2842,3973,860,2539,708,155
03/26/2020 10:00:00,3066,3994,866,2513,691,158
03/26/2020 11:00:00,3856,3974,864,3126,665,156
03/26/2020 12:00:00,4341,3980,886,3477,677,158
03/26/2020 13:00:00,4531,3974,885,3670,567,167
03/26/2020 14:00:00,4234,3970,894,3763,492,172
03/26/2020 15:00:00,3815,3966,918,3808,424,183
03/26/2020 16:00:00,3591,3949,826,3781,439,189
03/26/2020 17:00:00,3320,3944,757,3704,669,185
03/26/2020 18:00:00,3217,3932,704,3631,806,187
03/26/2020 19:00:00,3302,3925,826,3803,756,188
03/26/2020 20:00:00,3306,3930,836,3828,779,184
03/26/2020 21:00:00,3487,3825,847,3747,721,171
03/26/2020 22:00:00,3797,3834,921,3741,838,163
03/26/2020 23:00:00,4348,3871,990,3809,645,155
03/27/2020 00:00:00,4347,3886,1014,3775,553,147
03/27/2020 01:00:00,4248,3911,945,3844,654,151
03/27/2020 02:00:00,3842,3900,877,3835,637,147
03/27/2020 03:00:00,3333,3894,861,3823,501,148
03/27/2020 04:00:00,2829,3868,842,3645,592,148
03/27/2020 05:00:00,2394,3859,852,2857,645,149
03/27/2020 06:00:00,2402,3910,849,2588,546,147
03/27/2020 07:00:00,2334,3944,855,2628,519,150
03/27/2020 08:00:00,2267,3927,844,2545,441,152
03/27/2020 09:00:00,2303,3939,847,2658,354,155
03/27/2020 10:00:00,2377,3942,846,2770,348,157
03/27/2020 11:00:00,2823,3932,840,3300,250,154
03/27/2020 12:00:00,3728,3924,867,3773,208,158
03/27/2020 13:00:00,4085,3935,987,3865,257,161
03/27/2020 14:00:00,3956,3945,957,3866,204,166
03/27/2020 15:00:00,3740,3922,888,3849,130,179
03/27/2020 16:00:00,3438,3935,874,3815,144,187
03/27/2020 17:00:00,3511,3901,772,3748,115,183
03/27/2020 18:00:00,3289,3841,755,3687,142,183
03/27/2020 19:00:00,3193,3861,729,3655,194,185
03/27/2020 20:00:00,3215,3868,738,3713,234,179
03/27/2020 21:00:00,3566,3907,772,3745,272,175
03/27/2020 22:00:00,3997,3904,806,3802,234,166
03/27/2020 23:00:00,4417,3891,878,3826,171,156
03/28/2020 00:00:00,4575,3909,906,3851,152,155
03/28/2020 01:00:00,4564,3926,961,3891,206,158
03/28/2020 02:00:00,4273,3902,902,3839,201,155
03/28/2020 03:00:00,3517,3884,863,3843,185,153
03/28/2020 04:00:00,2728,3837,840,3580,189,150
03/28/2020 05:00:00,2137,3809,651,3138,255,150
03/28/2020 06:00:00,2075,3813,0,2871,300,753
03/28/2020 07:00:00,2088,3819,0,2738,308,760
03/28/2020 08:00:00,1996,3829,0,2678,328,736
03/28/2020 09:00:00,2073,3838,0,2700,391,766
03/28/2020 10:00:00,2000,3857,0,2778,485,771
03/28/2020 11:00:00,2060,3799,0,3192,567,758
03/28/2020 12:00:00,2335,3786,0,3205,720,727
03/28/2020 13:00:00,2535,3787,0,3368,752,758
03/28/2020 14:00:00,2892,3791,0,3583,546,764
03/28/2020 15:00:00,3102,3808,0,3668,479,764
03/28/2020 16:00:00,3456,3802,0,3724,524,814
03/28/2020 17:00:00,3448,3801,0,3478,474,811
03/28/2020 18:00:00,3376,3837,0,3691,441,820
03/28/2020 19:00:00,3409,3841,0,3691,376,829
03/28/2020 20:00:00,3566,3836,0,3699,412,826
03/28/2020 21:00:00,3812,3839,0,3653,420,826
03/28/2020 22:00:00,4096,3875,0,3576,432,832
03/28/2020 23:00:00,4135,3910,0,3917,418,838
03/29/2020 00:00:00,4251,3933,0,3791,422,831
03/29/2020 01:00:00,3822,3955,0,3948,397,814
03/29/2020 02:00:00,3457,3906,0,3758,415,806
03/29/2020 03:00:00,3270,3885,0,3647,436,804
03/29/2020 04:00:00,2827,3866,0,3474,537,774
03/29/2020 05:00:00,2232,3872,0,2878,608,777
03/29/2020 06:00:00,1975,3839,0,2719,662,768
03/29/2020 07:00:00,1819,3822,0,2444,688,760
03/29/2020 08:00:00,2282,4857,0,2800,1408,981
03/29/2020 09:00:00,2312,4577,0,3269,1225,913
03/29/2020 10:00:00,1844,3430,0,2871,1067,688
03/29/2020 11:00:00,2071,3610,0,2723,1306,711
03/29/2020 12:00:00,2261,3775,0,2951,1485,704
03/29/2020 13:00:00,2490,3673,0,2685,1524,720
03/29/2020 14:00:00,2761,3604,0,2813,1491,712
03/29/2020 15:00:00,3173,3467,0,2877,1412,712
03/29/2020 16:00:00,3289,3538,0,3089,1474,760
03/29/2020 17:00:00,3706,3808,0,2992,1551,817
03/29/2020 18:00:00,3500,3911,0,3412,1473,805
03/29/2020 19:00:00,3547,3904,0,3152,1519,808
03/29/2020 20:00:00,3745,3640,0,3313,1279,777
03/29/2020 21:00:00,3995,3645,0,3202,978,800
03/29/2020 22:00:00,4089,3845,0,3640,979,840
03/29/2020 23:00:00,3744,3931,0,3404,1321,861
03/30/2020 00:00:00,3455,4140,0,3555,1333,847
03/30/2020 01:00:00,3030,3958,0,3722,1321,802
03/30/2020 02:00:00,3030,3958,0,3722,1321,802
03/30/2020 03:00:00,3030,3958,0,3722,1321,802
03/30/2020 04:00:00,3030,3958,0,3722,1321,802
03/30/2020 05:00:00,2289,3768,0,2725,942,760
03/30/2020 06:00:00,2038,3728,0,2739,832,706
03/30/2020 07:00:00,1859,3698,0,3043,824,575
03/30/2020 08:00:00,1977,3722,0,3247,736,704
