UTC time,avg_biomass_production_forecast,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_solar_production_forecast,avg_unknown_production_forecast,avg_wind_production_forecast
2021-07-03 09:00:00,1649.10341,2746.63247,22373.55313,0,403.82011,9900.94726,1148.14835
2021-07-03 10:00:00,1642.16838,2648.9878,22390.38973,0,455.60065,10314.455,770.34158
2021-07-03 11:00:00,1646.97528,2612.81471,22253.64109,0,447.55143,10507.56413,453.57174
2021-07-03 12:00:00,1651.73337,2668.07356,22350.77692,0,407.44402,10552.02643,487.74767
2021-07-03 13:00:00,1641.5052,2620.44116,22616.77945,0,297.53364,10281.77928,574.95257
2021-07-03 14:00:00,1630.29283,2595.89375,22986.8328,0,200.17593,9984.35664,637.16992
2021-07-03 15:00:00,1657.75476,2701.70536,23108.38867,0,107.23224,9322.2386,796.93446
2021-07-03 16:00:00,1620.2479,2909.48041,23052.43035,1.57423,51.00183,8655.51651,995.94542
2021-07-03 17:00:00,1630.62995,3034.79827,23110.42401,3.93652,7.37742,7739.33678,1188.68102
2021-07-03 18:00:00,1627.53075,3127.92439,23262.5837,1.20689,0,6468.9951,1355.29752
2021-07-03 19:00:00,1645.00643,3083.95097,23346.44205,2.97297,0,5152.0425,1525.72157
2021-07-03 20:00:00,1648.73971,3003.32162,23079.73561,6.43997,0,4284.89588,1831.75811
2021-07-03 21:00:00,1695.5603,2959.82469,22682.67166,9.4851,2.52899,3470.37006,2056.31064
2021-07-03 22:00:00,1704.20048,3009.10728,22354.2883,12.56712,30.59147,2813.16184,2142.31599
2021-07-03 23:00:00,1646.72506,2827.08369,22010.28653,21.11797,42.42981,2567.84972,2284.25803
2021-07-04 00:00:00,1565.11629,2413.39296,22720.21094,0,28.45495,1723.54256,2747.78933
2021-07-04 01:00:00,1565.44892,2069.16616,21744.09848,0,5.98158,2044.44781,2501.51639
2021-07-04 02:00:00,1599.05965,1862.10866,20817.46043,0,0,2599.31271,2076.76211
2021-07-04 03:00:00,1585.67668,2040.92682,20495.70966,0.13837,30.13297,3397.13301,1709.97221
2021-07-04 04:00:00,1563.08668,2117.81954,20526.20708,0,48.91046,4119.77767,1553.49256
2021-07-04 05:00:00,1570.45585,2576.17102,20891.67545,0,98.07557,5172.49495,1145.64791
2021-07-04 06:00:00,1577.8957,2851.56686,21486.33418,0,159.22821,6197.36916,594.20483
2021-07-04 07:00:00,1582.61972,3195.26258,21943.49397,0,223.69135,7348.26372,491.14622
2021-07-04 08:00:00,1591.32724,3475.6857,22617.82986,0,289.30027,8595.60994,288.5631
2021-07-04 09:00:00,1598.27861,3589.316,23377.57244,0,345.74303,9727.80634,0
2021-07-04 10:00:00,1609.17342,3523.57647,23532.35953,0,393.02015,10804.17785,0
2021-07-04 11:00:00,1611.97855,3343.5579,23357.28448,0,387.24887,11476.95768,0
2021-07-04 12:00:00,1610.35684,3239.2753,23442.2178,0,354.51039,11714.48677,0
2021-07-04 13:00:00,1593.07751,3258.58907,23664.83149,0,262.14134,11389.81635,0
2021-07-04 14:00:00,1586.75353,3146.35624,24046.00011,0,181.52238,11056.00689,0
2021-07-04 15:00:00,1613.34084,3290.24267,24282.65658,0,103.97799,10388.85755,108.95553
2021-07-04 16:00:00,1590.98724,3540.87274,24425.17704,1.57423,56.17969,9637.12649,547.16706
2021-07-04 17:00:00,1585.5304,4034.62621,24765.52964,3.93652,16.79529,8686.89093,947.90486
2021-07-04 18:00:00,1588.76277,4075.14183,25140.03019,1.20689,0,7422.41031,1321.42062
2021-07-04 19:00:00,1600.18415,4224.86686,25438.10985,2.97297,0,6114.66709,1751.30489
2021-07-04 20:00:00,1598.30531,4156.34862,25220.61453,6.43997,0,5120.90515,2352.42128
2021-07-04 21:00:00,1638.11146,4075.18795,24676.8203,9.4851,3.7117,4114.40444,2742.8122
2021-07-04 22:00:00,1664.36361,3749.38382,24104.94869,12.56712,26.93556,3275.6278,2964.17852
2021-07-04 23:00:00,1608.37212,3312.24479,23285.79371,21.11797,35.89414,2785.41093,3264.94513
2021-07-02 00:00:00,1558.21706,5181.9819,28686.55143,1905.77291,27.37787,3167.3469,1549.66703
2021-07-02 01:00:00,1560.93207,4908.40308,27832.13808,1903.23572,0,3708.05547,1555.4089
2021-07-02 02:00:00,1577.09508,5000.17173,27063.16005,1905.58247,0,4523.18504,1493.56193
2021-07-02 03:00:00,1566.22122,5444.01011,26748.08009,1909.08859,23.59894,5585.23773,1447.73547
2021-07-02 04:00:00,1554.32944,5585.95598,26707.18223,1911.41911,39.82384,6507.10332,1466.73043
2021-07-02 05:00:00,1554.77659,5771.19312,26906.50678,1912.29999,88.23238,7713.87746,1299.36786
2021-07-02 06:00:00,1556.8847,6018.14492,27303.2024,1908.71576,156.51379,8810.15206,1046.64411
2021-07-02 07:00:00,1557.34221,6282.10027,27441.15015,1909.39264,241.21571,9740.37773,1090.40541
2021-07-02 08:00:00,1566.32849,6470.05329,27619.64381,1889.69524,333.4694,10436.74829,988.28053
2021-07-02 09:00:00,1592.07548,6400.06534,27982.93359,1887.7769,424.91574,10868.64352,865.11547
2021-07-02 10:00:00,1587.73898,6213.28413,27686.17445,1888.37836,506.64547,11177.22423,586.46536
2021-07-02 11:00:00,1593.3161,6070.33869,27268.49515,1887.25344,527.17365,11283.05657,393.51857
2021-07-02 12:00:00,1593.91403,5912.72109,27336.44726,1886.59021,514.99425,11294.09219,487.71124
2021-07-02 13:00:00,1584.05797,5709.70153,27501.17916,1887.52655,429.62735,11071.83087,601.26372
2021-07-02 14:00:00,1571.86176,5789.46591,27879.25929,1887.12722,346.17496,10835.71706,683.00595
2021-07-02 15:00:00,1597.27543,6177.18093,27969.35463,1892.38914,253.0256,10265.34438,841.32839
2021-07-02 16:00:00,1565.03423,6555.16895,27783.18069,1894.22808,184.10481,9703.82221,1036.12143
2021-07-02 17:00:00,1578.00688,6774.18684,27749.00001,1894.78586,113.61687,8846.53367,1209.21963
2021-07-02 18:00:00,1572.70944,6917.13369,27733.7513,1892.12198,55.35237,7631.10505,1349.05513
2021-07-02 19:00:00,1588.98065,6807.93229,27717.8969,1891.57715,17.18777,6368.37968,1494.22902
2021-07-02 20:00:00,1596.84243,6446.45604,27350.68648,1891.18797,0,5534.45001,1747.54253
2021-07-02 21:00:00,1636.20845,6053.9921,26843.84493,1889.06062,0.42715,4706.09547,1938.50704
2021-07-02 22:00:00,1644.54513,5774.52832,26372.98204,1887.40582,20.16661,3998.58084,2004.63384
2021-07-02 23:00:00,1591.57792,5433.63602,25825.43906,1887.78752,27.48743,3712.62532,2107.06339
2021-07-03 00:00:00,1582.6371,4417.78998,24942.25533,1905.77291,48.54413,2557.68683,1824.2553
2021-07-03 01:00:00,1587.27399,4215.05891,24348.8571,1903.23572,13.5278,3136.11088,1761.71552
2021-07-03 02:00:00,1602.99895,4304.62276,23822.86258,1905.58247,0,3966.03505,1601.53922
2021-07-03 03:00:00,1592.66167,4647.98388,23653.32607,1909.08859,40.3294,5048.37378,1468.94452
2021-07-03 04:00:00,1578.15766,4716.06728,23663.61192,1911.41911,76.74329,5983.87303,1437.10258
2021-07-03 05:00:00,1583.07596,4766.26426,23893.56759,1912.29999,156.47775,7188.22043,1199.90089
2021-07-03 06:00:00,1584.56992,4930.57344,24248.90425,1908.71576,261.6511,8268.84885,860.52843
2021-07-03 07:00:00,1585.70316,5112.58127,24318.32148,1909.39264,363.45362,9211.35087,862.12234
2021-07-03 08:00:00,1592.14764,5266.55448,24453.99107,1889.69524,467.30391,9946.89517,729.67254
2021-07-03 09:00:00,1618.7704,5159.52258,24761.84092,1887.7769,550.28675,10418.06901,540.34391
2021-07-03 10:00:00,1612.71471,4983.211,24579.4812,1888.37836,610.10171,10765.21449,182.34537
2021-07-03 11:00:00,1617.59596,4907.57433,24302.49982,1887.25344,593.34521,10904.58095,0
2021-07-03 12:00:00,1622.40745,4851.8397,24376.52795,1886.59021,532.17982,10929.48666,58.65857
2021-07-03 13:00:00,1612.29725,4676.74794,24605.81244,1887.52655,376.26618,10687.913,208.63277
2021-07-03 14:00:00,1601.37781,4752.06412,24991.77203,1887.12722,236.31663,10426.09953,328.42049
2021-07-03 15:00:00,1628.65087,5097.07001,25097.79271,1892.38914,105.61094,9816.90677,548.83486
2021-07-03 16:00:00,1592.1374,5452.89331,24969.5906,1894.22808,29.90486,9211.60097,806.2079
2021-07-03 17:00:00,1602.35729,5603.76286,24957.83963,1894.78586,0,8331.60681,1038.71328
2021-07-03 18:00:00,1599.20686,5780.51399,25006.85158,1892.12198,0,7095.72868,1241.35772
2021-07-03 19:00:00,1615.85109,5687.79942,25019.59294,1891.57715,0,5812.80519,1464.93133
2021-07-03 20:00:00,1619.83643,5428.92993,24702.58404,1891.18797,0,4968.55502,1813.64604
2021-07-03 21:00:00,1665.70908,5154.03576,24285.20213,1889.06062,0,4151.26737,2060.94171
2021-07-03 22:00:00,1674.24902,5051.96501,23931.31967,1887.40582,39.29325,3469.86433,2170.61356
2021-07-03 23:00:00,1617.72786,4807.67969,23574.23141,1887.78752,58.13936,3204.99497,2327.09321
2021-07-04 00:00:00,1537.37042,3962.91771,24261.85024,1905.77291,34.39056,2380.28933,2815.77737
2021-07-04 01:00:00,1537.47424,3561.85952,23253.22275,1903.23572,7.29973,2653.04903,2627.62973
2021-07-04 02:00:00,1570.87181,3502.41273,22326.82207,1905.58247,0,3183.28779,2283.59358
2021-07-04 03:00:00,1557.17233,3759.29672,22002.64308,1909.08859,34.16915,3950.55789,1989.58464
2021-07-04 04:00:00,1535.36682,3871.15141,22039.95317,1911.41911,59.81752,4652.83379,1868.69742
2021-07-04 05:00:00,1542.35295,4084.68389,22395.2189,1912.29999,120.23168,5702.50038,1515.27347
2021-07-04 06:00:00,1549.8942,4464.93083,22956.07346,1908.71576,198.09891,6739.35493,1035.28072
2021-07-04 07:00:00,1554.93025,4877.94671,23325.60842,1909.39264,277.74611,7874.22425,948.16343
2021-07-04 08:00:00,1563.67908,5239.3839,23862.71548,1889.69524,359.29138,9080.11784,739.16466
2021-07-04 09:00:00,1569.39098,5257.32961,24471.22328,1887.7769,428.299,10172.58363,423.48441
2021-07-04 10:00:00,1581.07282,5114.06792,24457.03863,1888.37836,483.04759,11210.56297,0
2021-07-04 11:00:00,1583.87335,5018.26851,24158.25506,1887.25344,475.61819,11850.5746,0
2021-07-04 12:00:00,1582.3451,4931.47042,24184.43623,1886.59021,434.63395,12076.69031,0
2021-07-04 13:00:00,1565.22886,4711.45625,24381.72545,1887.52655,320.28619,11775.31949,0
2021-07-04 14:00:00,1559.2146,4751.0429,24790.52126,1887.12722,218.51664,11471.36301,57.45878
2021-07-04 15:00:00,1585.52579,5129.61824,25056.81573,1892.38914,120.92322,10850.00592,373.42538
2021-07-04 16:00:00,1564.15869,5578.07517,25223.86398,1894.22808,61.40792,10149.11925,727.33233
2021-07-04 17:00:00,1558.5505,5845.98316,25606.32311,1894.78586,14.73789,9229.26097,1056.64183
2021-07-04 18:00:00,1561.73579,6127.28796,25992.95932,1892.12198,0,7994.79941,1359.59568
2021-07-04 19:00:00,1572.36646,6105.45126,26324.88953,1891.57715,0,6716.7952,1699.4471
2021-07-04 20:00:00,1570.70999,5831.26064,26110.04616,1891.18797,0,5739.17834,2201.316
2021-07-04 21:00:00,1609.57211,5493.30164,25581.27692,1889.06062,1.58871,4724.63863,2536.02246
2021-07-04 22:00:00,1635.62848,5248.40123,24992.10216,1887.40582,29.86751,3859.52993,2711.07043
2021-07-04 23:00:00,1580.7128,4814.55104,24147.54904,1887.78752,41.83839,3345.20356,2959.92463
2021-07-05 00:00:00,1498.17049,3956.3386,24831.05898,1905.77291,32.09187,2306.31468,4129.24168
2021-07-05 01:00:00,1498.04975,3505.62087,23785.90171,1903.23572,6.78924,2538.99973,4060.70724
2021-07-05 02:00:00,1531.33246,3412.78864,22830.68973,1905.58247,0,3035.58078,3891.19479
2021-07-05 03:00:00,1517.04368,3655.28354,22490.80094,1909.08859,32.60606,3765.477,3742.14718
2021-07-05 04:00:00,1496.29476,3787.71253,22525.83832,1911.41911,55.59354,4436.21566,3848.40411
2021-07-05 05:00:00,1502.82062,4042.13241,22879.87493,1912.29999,111.65126,5473.99374,3809.37578
2021-07-05 06:00:00,1510.53117,4482.50053,23442.6025,1908.71576,183.04542,6523.26663,3712.72406
2021-07-05 07:00:00,1515.99561,4959.38974,23808.52241,1909.39264,256.81231,7722.91034,3810.01118
2021-07-05 08:00:00,1524.73535,5367.69436,24333.45287,1889.69524,332.18586,9049.3615,3802.49269
2021-07-05 09:00:00,1528.67568,5412.84171,24925.0886,1887.7769,396.32751,10292.47493,3754.27807
2021-07-05 10:00:00,1541.33941,5268.95082,24873.97036,1888.37836,448.18261,11496.31562,3620.3064
2021-07-05 11:00:00,1544.24675,5146.27401,24539.60374,1887.25344,441.39536,12251.38589,3507.58022
2021-07-05 12:00:00,1542.9701,5023.99722,24552.19777,1886.59021,403.60444,12512.79294,3731.10287
2021-07-05 13:00:00,1526.01718,4773.33515,24738.17528,1887.52655,297.76835,12182.4002,4020.02241
2021-07-05 14:00:00,1520.36376,4794.66454,25151.23822,1887.12722,204.18985,11855.37598,4276.94864
2021-07-05 15:00:00,1546.5404,5172.39231,25424.8692,1892.38914,114.36083,11209.08322,4659.36274
2021-07-05 16:00:00,1526.19938,5639.29756,25598.72467,1894.22808,59.38318,10462.78205,5061.83014
2021-07-05 17:00:00,1520.38355,5939.73401,25997.25101,1894.78586,15.53466,9501.71407,5393.51292
2021-07-05 18:00:00,1523.52062,6255.39465,26390.22516,1892.12198,0,8226.46941,5619.14558
2021-07-05 19:00:00,1533.08837,6262.13658,26735.41239,1891.57715,0,6908.65188,5787.85709
2021-07-05 20:00:00,1531.72517,5992.72782,26520.20343,1891.18797,0,5870.51688,6088.70555
2021-07-05 21:00:00,1569.60322,5646.38305,25985.42091,1889.06062,2.41088,4785.5456,6237.88066
2021-07-05 22:00:00,1595.46266,5366.82655,25378.53921,1887.40582,28.73205,3864.72893,6283.65052
2021-07-05 23:00:00,1541.63245,4887.57206,24502.55012,1887.78752,39.53636,3293.39656,6429.5163
2021-07-03 00:00:00,1507.70659,4756.55419,23102.16531,1905.77291,40.49495,2392.51098,1446.33153
2021-07-03 01:00:00,1512.29664,4586.17275,22438.32672,1903.23572,8.34158,2890.67761,1485.55755
2021-07-03 02:00:00,1529.10465,4710.33009,21835.98361,1905.58247,0,3640.15191,1470.90213
2021-07-03 03:00:00,1516.13511,5095.03134,21653.46156,1909.08859,38.06745,4638.03202,1467.53459
2021-07-03 04:00:00,1503.55275,5145.78975,21689.72397,1911.41911,70.72521,5509.53388,1504.07539
2021-07-03 05:00:00,1508.01999,5169.46183,21976.6065,1912.29999,142.76424,6672.50745,1362.48379
2021-07-03 06:00:00,1510.04443,5280.13718,22406.22504,1908.71576,238.26392,7744.12513,1143.22067
2021-07-03 07:00:00,1512.11939,5409.91829,22590.02259,1909.39264,334.52827,8755.78609,1197.37474
2021-07-03 08:00:00,1518.20224,5512.70765,22894.02548,1889.69524,433.74942,9649.64578,1094.58945
2021-07-03 09:00:00,1540.82482,5375.89894,23345.63992,1887.7769,517.30284,10325.13762,992.92774
2021-07-03 10:00:00,1536.33824,5186.25785,23315.8355,1888.37836,581.29484,10898.11094,739.76271
2021-07-03 11:00:00,1542.3472,5109.37737,23124.11756,1887.25344,573.29228,11200.37013,555.90793
2021-07-03 12:00:00,1548.65933,5048.30462,23217.97529,1886.59021,524.65809,11287.25485,615.89608
2021-07-03 13:00:00,1538.36325,4880.15763,23475.31806,1887.52655,387.83778,11018.79682,695.34042
2021-07-03 14:00:00,1527.80429,4972.4656,23879.53572,1887.12722,264.02569,10735.23124,743.16403
2021-07-03 15:00:00,1556.79585,5332.55967,24056.0677,1892.38914,144.97511,10108.75493,854.43382
2021-07-03 16:00:00,1519.91707,5677.77922,24052.85916,1894.22808,72.39713,9458.70222,1003.03462
2021-07-03 17:00:00,1529.78855,5814.11685,24172.31694,1894.78586,16.82219,8552.10571,1136.57562
2021-07-03 18:00:00,1526.63122,5964.024,24342.40184,1892.12198,0,7300.03756,1239.02039
2021-07-03 19:00:00,1541.25816,5853.35006,24443.38873,1891.57715,0,6002.11985,1339.57718
2021-07-03 20:00:00,1545.66106,5580.81976,24165.97081,1891.18797,0,5104.56794,1541.60605
2021-07-03 21:00:00,1592.08204,5299.08341,23711.79173,1889.06062,0,4218.89119,1705.6088
2021-07-03 22:00:00,1600.80026,5205.13489,23302.15286,1887.40582,32.61123,3479.55698,1749.34959
2021-07-03 23:00:00,1543.15034,4996.74946,22826.34621,1887.78752,47.63256,3139.74122,1823.70082
2021-07-04 00:00:00,1467.04124,4133.27139,23539.37683,1905.77291,38.88101,2264.54454,2344.46036
2021-07-04 01:00:00,1466.56601,3729.90722,22539.19083,1903.23572,11.28898,2533.25624,2207.28035
2021-07-04 02:00:00,1499.29993,3675.28981,21604.66651,1905.58247,0,3058.53161,1938.33735
2021-07-04 03:00:00,1484.87718,3948.29685,21277.51908,1909.08859,33.80118,3820.47896,1710.07826
2021-07-04 04:00:00,1465.08748,4054.64024,21310.30967,1911.41911,59.13448,4517.05012,1625.30129
2021-07-04 05:00:00,1471.10093,4269.21982,21671.05937,1912.29999,120.70944,5564.88526,1318.0389
2021-07-04 06:00:00,1478.86891,4640.75486,22251.73534,1908.71576,198.96441,6605.38318,893.26007
2021-07-04 07:00:00,1484.69257,5047.81942,22670.30136,1909.39264,276.42692,7764.0471,844.48348
2021-07-04 08:00:00,1493.53613,5400.17199,23282.38874,1889.69524,354.77389,9014.22126,670.62468
2021-07-04 09:00:00,1496.17679,5412.99183,23972.57494,1887.7769,417.78239,10159.87547,407.72257
2021-07-04 10:00:00,1509.82666,5264.00143,24044.63321,1888.37836,465.84439,11255.58083,0
2021-07-04 11:00:00,1512.55952,5162.76413,23806.62075,1887.25344,452.00879,11936.17625,0
2021-07-04 12:00:00,1511.28056,5066.14774,23862.58452,1886.59021,404.36224,12174.24462,0
2021-07-04 13:00:00,1494.62114,4842.85673,24071.19636,1887.52655,284.02907,11859.61334,0
2021-07-04 14:00:00,1489.41279,4887.81395,24465.401,1887.12722,178.24098,11543.47755,124.36646
2021-07-04 15:00:00,1514.93718,5278.52864,24716.80689,1892.38914,79.79941,10906.61561,405.43828
2021-07-04 16:00:00,1496.12845,5730.47937,24871.73585,1894.22808,22.83341,10183.02527,723.95477
2021-07-04 17:00:00,1490.15286,6002.83696,25234.6082,1894.78586,0,9244.06567,1016.5223
2021-07-04 18:00:00,1493.21063,6280.96281,25616.07148,1892.12198,0,7990.12113,1281.38271
2021-07-04 19:00:00,1501.83689,6257.76934,25932.34646,1891.57715,0,6692.98693,1578.36507
2021-07-04 20:00:00,1500.74393,5975.23483,25715.88791,1891.18797,0,5692.31209,2021.50278
2021-07-04 21:00:00,1537.14863,5627.554,25176.871,1889.06062,2.73218,4655.23773,2322.9041
2021-07-04 22:00:00,1562.62641,5372.79575,24592.67001,1887.40582,34.4443,3775.45297,2473.51969
2021-07-04 23:00:00,1510.5886,4940.61199,23753.90371,1887.78752,48.38764,3246.59805,2685.98144
2021-07-05 00:00:00,1430.961,4065.98238,24450.94351,1905.77291,35.95657,2215.7244,4431.91334
2021-07-05 01:00:00,1430.28688,3608.07845,23410.91552,1903.23572,7.6475,2454.03065,4545.43331
2021-07-05 02:00:00,1463.06615,3514.54784,22452.24127,1905.58247,0,2954.04421,4626.40458
2021-07-05 03:00:00,1448.00162,3765.82288,22111.20658,1909.08859,35.23404,3687.86354,4705.03577
2021-07-05 04:00:00,1429.15018,3897.11865,22144.00126,1911.41911,62.69519,4360.68277,4907.22694
2021-07-05 05:00:00,1434.74848,4156.90676,22500.85216,1912.29999,126.07722,5399.7703,5021.13931
2021-07-05 06:00:00,1442.70741,4598.59775,23073.60502,1908.71576,208.35435,6449.97975,5129.89287
2021-07-05 07:00:00,1448.92792,5079.02077,23464.51382,1909.39264,292.0076,7657.4573,5254.63928
2021-07-05 08:00:00,1457.76883,5486.8223,24027.8157,1889.69524,377.75744,8998.09378,5192.91116
2021-07-05 09:00:00,1458.69939,5531.76541,24661.32604,1887.7769,450.08009,10256.84426,5243.08223
2021-07-05 10:00:00,1473.27199,5384.05835,24654.86805,1888.37836,506.79993,11477.11139,5240.16946
2021-07-05 11:00:00,1476.17381,5254.66502,24352.19386,1887.25344,498.93306,12243.99624,5116.18156
2021-07-05 12:00:00,1475.12298,5121.82637,24380.22759,1886.59021,455.77328,12508.40579,5071.68526
2021-07-05 13:00:00,1458.56093,4865.42146,24572.21836,1887.52655,335.62677,12172.01978,5122.88782
2021-07-05 14:00:00,1453.65459,4888.06149,24977.7729,1887.12722,228.27701,11838.70531,5148.18662
2021-07-05 15:00:00,1479.17253,5273.46019,25243.66903,1892.38914,125.39396,11183.34385,5226.71082
2021-07-05 16:00:00,1461.21344,5744.7068,25411.21384,1894.22808,62.7873,10425.87353,5331.17338
2021-07-05 17:00:00,1455.03045,6051.7633,25799.41886,1894.78586,14.19507,9455.8886,5416.30609
2021-07-05 18:00:00,1458.0537,6369.36708,26189.62102,1892.12198,0,8171.14474,5406.15448
2021-07-05 19:00:00,1465.70693,6378.58018,26526.54955,1891.57715,0,6843.93937,5278.39339
2021-07-05 20:00:00,1464.88249,6104.39333,26310.53027,1891.18797,0,5797.56477,5257.73327
2021-07-05 21:00:00,1500.48174,5750.86425,25770.67849,1889.06062,1.02859,4707.10368,5233.14734
2021-07-05 22:00:00,1525.87504,5460.98307,25166.72975,1887.40582,30.64105,3784.9398,5130.94695
2021-07-05 23:00:00,1474.63405,4977.60229,24294.40756,1887.78752,43.4067,3212.89133,5110.53122
2021-07-06 00:00:00,1467.16094,3849.60625,23556.36349,1905.77291,29.05858,1847.4641,5295.75386
