UTC time,oil,wind,hydro,nat_gas,solar,coal
2023-01-04 07:00:00,0.0,425.0,193.0,1613.0,1318.0,649.0
2023-01-04 08:00:00,0.0,376.0,127.0,1304.0,2214.0,638.0
2023-01-04 09:00:00,0.0,353.0,141.0,1148.0,2712.0,630.0
2023-01-04 10:00:00,0.0,341.0,134.0,1011.0,2913.0,630.0
2023-01-04 11:00:00,0.0,358.0,121.0,1231.0,2850.0,642.0
2023-01-04 12:00:00,0.0,417.0,127.0,1266.0,2437.0,631.0
2023-01-04 13:00:00,0.0,498.0,151.0,1507.0,1608.0,683.0
2023-01-04 14:00:00,0.0,610.0,296.0,2114.0,484.0,792.0
2023-01-04 15:00:00,0.0,649.0,621.0,2389.0,10.0,854.0
2023-01-04 16:00:00,0.0,583.0,577.0,2421.0,0.0,890.0
2023-01-04 17:00:00,0.0,556.0,601.0,2618.0,0.0,895.0
2023-01-04 18:00:00,0.0,529.0,541.0,2645.0,0.0,890.0
2023-01-04 19:00:00,0.0,574.0,261.0,2487.0,0.0,893.0
2023-01-04 20:00:00,0.0,547.0,227.0,2306.0,0.0,876.0
2023-01-04 21:00:00,0.0,520.0,232.0,2076.0,0.0,860.0
2023-01-04 22:00:00,0.0,500.0,128.0,1898.0,0.0,858.0
2023-01-04 23:00:00,0.0,578.0,41.0,1276.0,0.0,864.0
2023-01-05 00:00:00,0.0,567.0,44.0,836.0,0.0,874.0
2023-01-05 01:00:00,0.0,537.0,21.0,727.0,0.0,893.0
2023-01-05 02:00:00,0.0,447.0,21.0,739.0,0.0,899.0
2023-01-05 03:00:00,0.0,363.0,32.0,783.0,0.0,910.0
2023-01-05 04:00:00,0.0,290.0,88.0,928.0,0.0,918.0
2023-01-05 05:00:00,0.0,264.0,150.0,1290.0,1.0,924.0
2023-01-05 06:00:00,0.0,267.0,267.0,1486.0,188.0,936.0
2023-01-05 07:00:00,0.0,252.0,322.0,1111.0,926.0,947.0
2023-01-05 08:00:00,0.0,212.0,168.0,768.0,1669.0,939.0
2023-01-05 09:00:00,0.0,197.0,123.0,792.0,2129.0,861.0
2023-01-05 10:00:00,0.0,255.0,233.0,870.0,2226.0,817.0
2023-01-05 11:00:00,0.0,385.0,151.0,923.0,2125.0,833.0
2023-01-05 12:00:00,0.0,450.0,93.0,843.0,1864.0,858.0
2023-01-05 13:00:00,0.0,526.0,92.0,1037.0,1253.0,824.0
2023-01-05 14:00:00,0.0,548.0,224.0,1591.0,396.0,833.0
2023-01-05 15:00:00,0.0,579.0,538.0,1872.0,8.0,867.0
2023-01-05 16:00:00,0.0,629.0,440.0,2296.0,0.0,889.0
2023-01-05 17:00:00,0.0,654.0,595.0,1952.0,0.0,890.0
2023-01-05 18:00:00,0.0,705.0,409.0,1944.0,0.0,879.0
2023-01-05 19:00:00,0.0,800.0,228.0,1967.0,0.0,874.0
2023-01-05 20:00:00,0.0,791.0,89.0,1743.0,0.0,862.0
2023-01-05 21:00:00,0.0,802.0,88.0,1327.0,0.0,859.0
2023-01-05 22:00:00,0.0,746.0,63.0,1082.0,0.0,868.0
2023-01-05 23:00:00,0.0,684.0,13.0,1010.0,0.0,879.0
2023-01-06 00:00:00,0.0,674.0,26.0,698.0,0.0,862.0
2023-01-06 01:00:00,0.0,779.0,26.0,618.0,0.0,809.0
2023-01-06 02:00:00,0.0,760.0,55.0,581.0,0.0,795.0
2023-01-06 03:00:00,0.0,671.0,98.0,520.0,0.0,834.0
2023-01-06 04:00:00,0.0,565.0,169.0,496.0,0.0,811.0
2023-01-06 05:00:00,0.0,533.0,218.0,602.0,3.0,782.0
2023-01-06 06:00:00,0.0,577.0,216.0,621.0,281.0,766.0
2023-01-06 07:00:00,0.0,628.0,79.0,613.0,1221.0,684.0
2023-01-06 08:00:00,0.0,485.0,43.0,563.0,2037.0,598.0
2023-01-06 09:00:00,0.0,398.0,74.0,513.0,2475.0,518.0
2023-01-06 10:00:00,0.0,449.0,91.0,508.0,2672.0,437.0
2023-01-06 11:00:00,0.0,386.0,90.0,508.0,2587.0,446.0
2023-01-06 12:00:00,0.0,305.0,44.0,557.0,2210.0,442.0
2023-01-06 13:00:00,0.0,261.0,47.0,652.0,1471.0,457.0
2023-01-06 14:00:00,0.0,245.0,12.0,1090.0,471.0,590.0
2023-01-06 15:00:00,0.0,284.0,330.0,1444.0,10.0,661.0
2023-01-06 16:00:00,0.0,330.0,367.0,1791.0,0.0,655.0
2023-01-06 17:00:00,0.0,401.0,368.0,1805.0,0.0,631.0
2023-01-06 18:00:00,0.0,444.0,301.0,1895.0,0.0,625.0
2023-01-06 19:00:00,0.0,550.0,155.0,1823.0,0.0,628.0
2023-01-06 20:00:00,0.0,589.0,53.0,1495.0,0.0,652.0
2023-01-06 21:00:00,0.0,535.0,57.0,1337.0,0.0,672.0
2023-01-06 22:00:00,0.0,517.0,13.0,943.0,0.0,670.0
2023-01-06 23:00:00,0.0,426.0,0.0,876.0,0.0,636.0
2023-01-07 00:00:00,0.0,334.0,14.0,812.0,0.0,645.0
2023-01-07 01:00:00,0.0,320.0,25.0,700.0,0.0,654.0
2023-01-07 02:00:00,0.0,345.0,25.0,787.0,0.0,622.0
2023-01-07 03:00:00,0.0,367.0,25.0,866.0,0.0,625.0
2023-01-07 04:00:00,0.0,416.0,54.0,789.0,0.0,635.0
2023-01-07 05:00:00,0.0,413.0,156.0,935.0,1.0,643.0
2023-01-07 06:00:00,0.0,397.0,158.0,948.0,280.0,677.0
2023-01-07 07:00:00,0.0,306.0,56.0,616.0,1240.0,680.0
2023-01-07 08:00:00,0.0,258.0,73.0,556.0,2054.0,657.0
2023-01-07 09:00:00,0.0,215.0,85.0,584.0,2473.0,648.0
2023-01-07 10:00:00,0.0,205.0,80.0,541.0,2601.0,622.0
2023-01-07 11:00:00,0.0,197.0,110.0,625.0,2497.0,607.0
2023-01-07 12:00:00,0.0,192.0,88.0,609.0,2144.0,618.0
2023-01-07 13:00:00,0.0,180.0,117.0,815.0,1445.0,627.0
2023-01-07 14:00:00,0.0,138.0,249.0,1464.0,466.0,644.0
2023-01-07 15:00:00,0.0,135.0,638.0,2154.0,10.0,686.0
2023-01-07 16:00:00,0.0,122.0,593.0,2286.0,0.0,696.0
2023-01-07 17:00:00,0.0,99.0,522.0,2308.0,0.0,710.0
2023-01-07 18:00:00,0.0,72.0,348.0,2363.0,0.0,720.0
2023-01-07 19:00:00,0.0,56.0,186.0,2364.0,0.0,722.0
2023-01-07 20:00:00,0.0,58.0,77.0,2195.0,0.0,722.0
2023-01-07 21:00:00,0.0,38.0,122.0,1900.0,0.0,732.0
2023-01-07 22:00:00,0.0,26.0,135.0,1506.0,0.0,742.0
2023-01-07 23:00:00,0.0,31.0,42.0,1281.0,0.0,747.0
2023-01-08 00:00:00,0.0,60.0,50.0,1159.0,0.0,732.0
2023-01-08 01:00:00,0.0,73.0,75.0,1052.0,0.0,721.0
2023-01-08 02:00:00,0.0,86.0,89.0,816.0,0.0,715.0
2023-01-08 03:00:00,0.0,105.0,47.0,804.0,0.0,711.0
2023-01-08 04:00:00,0.0,119.0,157.0,810.0,0.0,734.0
2023-01-08 05:00:00,0.0,133.0,177.0,830.0,3.0,721.0
2023-01-08 06:00:00,0.0,133.0,153.0,833.0,373.0,725.0
2023-01-08 07:00:00,0.0,116.0,64.0,631.0,1527.0,701.0
2023-01-08 08:00:00,0.0,106.0,35.0,439.0,2482.0,636.0
2023-01-08 09:00:00,0.0,112.0,46.0,437.0,2951.0,612.0
2023-01-08 10:00:00,0.0,144.0,53.0,444.0,3100.0,612.0
2023-01-08 11:00:00,0.0,179.0,41.0,436.0,2977.0,617.0
2023-01-08 12:00:00,0.0,209.0,38.0,459.0,2569.0,656.0
2023-01-08 13:00:00,0.0,193.0,69.0,748.0,1737.0,648.0
2023-01-08 14:00:00,0.0,174.0,137.0,1315.0,572.0,676.0
2023-01-08 15:00:00,0.0,189.0,550.0,1759.0,15.0,697.0
2023-01-08 16:00:00,0.0,184.0,526.0,2140.0,0.0,698.0
2023-01-08 17:00:00,0.0,166.0,459.0,2308.0,0.0,705.0
2023-01-08 18:00:00,0.0,147.0,422.0,2343.0,0.0,710.0
2023-01-08 19:00:00,0.0,146.0,273.0,2326.0,0.0,711.0
2023-01-08 20:00:00,0.0,171.0,101.0,2176.0,0.0,705.0
2023-01-08 21:00:00,0.0,188.0,44.0,1815.0,0.0,706.0
2023-01-08 22:00:00,0.0,232.0,40.0,1368.0,0.0,697.0
2023-01-08 23:00:00,0.0,304.0,26.0,1163.0,0.0,664.0
2023-01-09 00:00:00,0.0,340.0,26.0,920.0,0.0,650.0
2023-01-09 01:00:00,0.0,382.0,12.0,859.0,0.0,617.0
2023-01-09 02:00:00,0.0,427.0,0.0,753.0,0.0,612.0
2023-01-09 03:00:00,0.0,492.0,1.0,803.0,0.0,613.0
2023-01-09 04:00:00,0.0,514.0,201.0,1027.0,0.0,623.0
2023-01-09 05:00:00,0.0,554.0,554.0,1205.0,2.0,686.0
2023-01-09 06:00:00,0.0,592.0,633.0,1334.0,266.0,716.0
2023-01-09 07:00:00,0.0,593.0,468.0,1141.0,1089.0,713.0
2023-01-09 08:00:00,0.0,638.0,345.0,847.0,1831.0,637.0
2023-01-09 09:00:00,0.0,768.0,279.0,848.0,2301.0,612.0
2023-01-09 10:00:00,0.0,967.0,81.0,1173.0,2502.0,611.0
2023-01-09 11:00:00,0.0,1162.0,77.0,1265.0,2312.0,651.0
2023-01-09 12:00:00,0.0,1318.0,83.0,1367.0,1747.0,703.0
2023-01-09 13:00:00,0.0,1497.0,148.0,1291.0,988.0,675.0
2023-01-09 14:00:00,0.0,1638.0,189.0,1374.0,297.0,645.0
2023-01-09 15:00:00,0.0,1873.0,394.0,1266.0,8.0,642.0
2023-01-09 16:00:00,0.0,2012.0,361.0,1293.0,0.0,639.0
2023-01-09 17:00:00,0.0,2138.0,353.0,1319.0,0.0,628.0
2023-01-09 18:00:00,0.0,2178.0,323.0,1351.0,0.0,634.0
2023-01-09 19:00:00,0.0,2238.0,230.0,1191.0,0.0,631.0
2023-01-09 20:00:00,0.0,2285.0,249.0,878.0,0.0,644.0
2023-01-09 21:00:00,0.0,2352.0,171.0,644.0,0.0,623.0
2023-01-09 22:00:00,0.0,2437.0,164.0,443.0,0.0,615.0
2023-01-09 23:00:00,0.0,2564.0,139.0,368.0,0.0,614.0
2023-01-10 00:00:00,0.0,2605.0,110.0,373.0,0.0,617.0
2023-01-10 01:00:00,0.0,2758.0,107.0,360.0,0.0,618.0
2023-01-10 02:00:00,0.0,2730.0,97.0,408.0,0.0,612.0
2023-01-10 03:00:00,0.0,2689.0,118.0,400.0,0.0,613.0
2023-01-10 04:00:00,0.0,2694.0,168.0,495.0,0.0,612.0
2023-01-10 05:00:00,0.0,2600.0,454.0,722.0,0.0,611.0
2023-01-10 06:00:00,0.0,2465.0,776.0,804.0,27.0,641.0
2023-01-10 07:00:00,0.0,2336.0,867.0,1203.0,150.0,659.0
2023-01-10 08:00:00,0.0,2172.0,891.0,1576.0,430.0,671.0
2023-01-10 09:00:00,0.0,2153.0,596.0,1557.0,907.0,676.0
2023-01-10 10:00:00,0.0,2207.0,534.0,1696.0,1046.0,677.0
2023-01-10 11:00:00,0.0,2167.0,396.0,1798.0,1041.0,677.0
2023-01-10 12:00:00,0.0,1873.0,619.0,1933.0,774.0,680.0
2023-01-10 13:00:00,0.0,1635.0,506.0,1974.0,540.0,678.0
2023-01-10 14:00:00,0.0,1425.0,539.0,1988.0,169.0,696.0
2023-01-10 15:00:00,0.0,1332.0,673.0,1950.0,4.0,685.0
2023-01-10 16:00:00,0.0,1201.0,658.0,1948.0,0.0,661.0
2023-01-10 17:00:00,0.0,1212.0,640.0,1996.0,0.0,672.0
2023-01-10 18:00:00,0.0,1257.0,601.0,1841.0,0.0,660.0
2023-01-10 19:00:00,0.0,1245.0,511.0,1546.0,0.0,654.0
2023-01-10 20:00:00,0.0,1169.0,431.0,1459.0,0.0,648.0
2023-01-10 21:00:00,0.0,960.0,217.0,1371.0,0.0,638.0
2023-01-10 22:00:00,0.0,687.0,191.0,1225.0,0.0,672.0
2023-01-10 23:00:00,0.0,591.0,129.0,843.0,0.0,661.0
2023-01-11 00:00:00,0.0,520.0,195.0,606.0,0.0,659.0
2023-01-11 01:00:00,0.0,438.0,159.0,606.0,0.0,660.0
2023-01-11 02:00:00,0.0,532.0,122.0,578.0,0.0,645.0
2023-01-11 03:00:00,0.0,544.0,122.0,735.0,0.0,624.0
2023-01-11 04:00:00,0.0,507.0,160.0,1132.0,0.0,632.0
2023-01-11 05:00:00,0.0,462.0,422.0,1739.0,2.0,639.0
2023-01-11 06:00:00,0.0,460.0,530.0,1866.0,269.0,652.0
2023-01-11 07:00:00,0.0,446.0,296.0,1727.0,1153.0,647.0
2023-01-11 08:00:00,0.0,452.0,96.0,1579.0,1896.0,660.0
2023-01-11 09:00:00,0.0,432.0,125.0,1420.0,2210.0,660.0
2023-01-11 10:00:00,0.0,382.0,44.0,1551.0,2305.0,668.0
2023-01-11 11:00:00,0.0,404.0,19.0,1436.0,2307.0,671.0
2023-01-11 12:00:00,0.0,388.0,15.0,1518.0,1860.0,667.0
2023-01-11 13:00:00,0.0,387.0,104.0,1759.0,1153.0,678.0
2023-01-11 14:00:00,0.0,412.0,120.0,2350.0,320.0,702.0
2023-01-11 15:00:00,0.0,442.0,359.0,2675.0,7.0,707.0
2023-01-11 16:00:00,0.0,545.0,440.0,2774.0,0.0,710.0
2023-01-11 17:00:00,0.0,595.0,326.0,2867.0,0.0,695.0
2023-01-11 18:00:00,0.0,568.0,300.0,2831.0,0.0,704.0
2023-01-11 19:00:00,0.0,538.0,159.0,2689.0,0.0,712.0
2023-01-11 20:00:00,0.0,554.0,110.0,2354.0,0.0,707.0
2023-01-11 21:00:00,0.0,664.0,26.0,1718.0,0.0,709.0
2023-01-11 22:00:00,0.0,677.0,62.0,1339.0,0.0,680.0
2023-01-11 23:00:00,0.0,597.0,134.0,1256.0,0.0,653.0
2023-01-12 00:00:00,0.0,647.0,131.0,1072.0,0.0,632.0
2023-01-12 01:00:00,0.0,686.0,135.0,1035.0,0.0,635.0
2023-01-12 02:00:00,0.0,760.0,133.0,986.0,0.0,635.0
2023-01-12 03:00:00,0.0,799.0,131.0,953.0,0.0,625.0
2023-01-12 04:00:00,0.0,835.0,326.0,796.0,0.0,620.0
2023-01-12 05:00:00,0.0,831.0,577.0,1199.0,2.0,640.0
2023-01-12 06:00:00,0.0,723.0,442.0,1601.0,337.0,646.0
2023-01-12 07:00:00,0.0,572.0,346.0,1409.0,1379.0,641.0
2023-01-12 08:00:00,0.0,517.0,428.0,1282.0,2210.0,624.0
2023-01-12 09:00:00,0.0,490.0,525.0,1227.0,2481.0,632.0
2023-01-12 10:00:00,0.0,476.0,784.0,1408.0,2344.0,631.0
2023-01-12 11:00:00,0.0,500.0,938.0,1565.0,1963.0,638.0
2023-01-12 12:00:00,0.0,431.0,943.0,1607.0,1577.0,670.0
2023-01-12 13:00:00,0.0,492.0,655.0,1993.0,1013.0,666.0
2023-01-12 14:00:00,0.0,562.0,370.0,2811.0,346.0,664.0
2023-01-12 15:00:00,0.0,602.0,358.0,3217.0,13.0,678.0
2023-01-12 16:00:00,0.0,597.0,469.0,3258.0,0.0,681.0
2023-01-12 17:00:00,0.0,645.0,510.0,3128.0,0.0,691.0
2023-01-12 18:00:00,0.0,763.0,366.0,3106.0,0.0,690.0
2023-01-12 19:00:00,0.0,875.0,285.0,2827.0,0.0,679.0
2023-01-12 20:00:00,0.0,961.0,127.0,2380.0,0.0,658.0
2023-01-12 21:00:00,0.0,1076.0,84.0,1676.0,0.0,653.0
2023-01-12 22:00:00,0.0,1178.0,61.0,1052.0,0.0,647.0
2023-01-12 23:00:00,0.0,1237.0,19.0,807.0,0.0,655.0
2023-01-13 00:00:00,0.0,1286.0,15.0,626.0,0.0,628.0
2023-01-13 01:00:00,0.0,1295.0,18.0,619.0,0.0,633.0
2023-01-13 02:00:00,0.0,1348.0,15.0,614.0,0.0,630.0
2023-01-13 03:00:00,0.0,1316.0,15.0,747.0,0.0,627.0
2023-01-13 04:00:00,0.0,1371.0,63.0,974.0,0.0,637.0
2023-01-13 05:00:00,0.0,1403.0,139.0,1444.0,2.0,654.0
2023-01-13 06:00:00,0.0,1333.0,190.0,2019.0,235.0,677.0
2023-01-13 07:00:00,0.0,1309.0,254.0,2204.0,1115.0,668.0
2023-01-13 08:00:00,0.0,1135.0,213.0,2078.0,1951.0,662.0
2023-01-13 09:00:00,0.0,968.0,171.0,1583.0,2397.0,647.0
2023-01-13 10:00:00,0.0,911.0,103.0,1652.0,2546.0,662.0
2023-01-13 11:00:00,0.0,858.0,99.0,1807.0,2453.0,664.0
2023-01-13 12:00:00,0.0,835.0,79.0,1739.0,2142.0,658.0
2023-01-13 13:00:00,0.0,797.0,89.0,1892.0,1490.0,642.0
2023-01-13 14:00:00,0.0,797.0,202.0,2473.0,539.0,656.0
2023-01-13 15:00:00,0.0,789.0,343.0,3194.0,23.0,685.0
2023-01-13 16:00:00,0.0,785.0,415.0,3585.0,0.0,679.0
2023-01-13 17:00:00,0.0,706.0,513.0,3515.0,0.0,675.0
2023-01-13 18:00:00,0.0,688.0,364.0,3426.0,0.0,657.0
2023-01-13 19:00:00,0.0,631.0,213.0,3056.0,0.0,666.0
2023-01-13 20:00:00,0.0,552.0,116.0,2864.0,0.0,659.0
2023-01-13 21:00:00,0.0,459.0,66.0,2218.0,0.0,663.0
2023-01-13 22:00:00,0.0,392.0,67.0,1727.0,0.0,669.0
2023-01-13 23:00:00,0.0,366.0,0.0,1604.0,0.0,656.0
2023-01-14 00:00:00,0.0,307.0,0.0,1396.0,0.0,671.0
2023-01-14 01:00:00,0.0,311.0,0.0,1156.0,0.0,671.0
2023-01-14 02:00:00,0.0,312.0,0.0,1121.0,0.0,676.0
2023-01-14 03:00:00,0.0,297.0,0.0,1091.0,0.0,670.0
2023-01-14 04:00:00,0.0,293.0,68.0,1198.0,0.0,684.0
2023-01-14 05:00:00,0.0,284.0,283.0,1345.0,2.0,684.0
2023-01-14 06:00:00,0.0,236.0,315.0,1563.0,211.0,685.0
2023-01-14 07:00:00,0.0,186.0,230.0,1546.0,751.0,702.0
2023-01-14 08:00:00,0.0,166.0,186.0,1170.0,1397.0,706.0
2023-01-14 09:00:00,0.0,131.0,348.0,919.0,1664.0,695.0
2023-01-14 10:00:00,0.0,88.0,315.0,1010.0,1793.0,696.0
2023-01-14 11:00:00,0.0,95.0,482.0,1158.0,1537.0,688.0
2023-01-14 12:00:00,0.0,85.0,698.0,1297.0,1235.0,695.0
2023-01-14 13:00:00,0.0,111.0,529.0,1670.0,746.0,677.0
2023-01-14 14:00:00,0.0,148.0,355.0,2135.0,318.0,687.0
2023-01-14 15:00:00,0.0,156.0,647.0,2351.0,19.0,703.0
2023-01-14 16:00:00,0.0,190.0,875.0,2346.0,0.0,702.0
2023-01-14 17:00:00,0.0,265.0,750.0,2391.0,0.0,690.0
2023-01-14 18:00:00,0.0,357.0,573.0,2356.0,0.0,694.0
2023-01-14 19:00:00,0.0,498.0,314.0,2317.0,0.0,692.0
2023-01-14 20:00:00,0.0,564.0,150.0,2084.0,0.0,688.0
2023-01-14 21:00:00,0.0,615.0,143.0,1588.0,0.0,693.0
2023-01-14 22:00:00,0.0,732.0,63.0,1217.0,0.0,691.0
2023-01-14 23:00:00,0.0,926.0,37.0,803.0,0.0,665.0
2023-01-15 00:00:00,0.0,913.0,56.0,506.0,0.0,669.0
2023-01-15 01:00:00,0.0,1074.0,37.0,447.0,0.0,674.0
2023-01-15 02:00:00,0.0,1132.0,37.0,452.0,0.0,633.0
2023-01-15 03:00:00,0.0,1295.0,53.0,454.0,0.0,619.0
2023-01-15 04:00:00,0.0,1431.0,106.0,442.0,0.0,621.0
2023-01-15 05:00:00,0.0,1372.0,158.0,438.0,1.0,602.0
2023-01-15 06:00:00,0.0,1299.0,118.0,435.0,201.0,576.0
2023-01-15 07:00:00,0.0,1275.0,102.0,430.0,862.0,567.0
2023-01-15 08:00:00,0.0,1208.0,72.0,432.0,1537.0,570.0
2023-01-15 09:00:00,0.0,1036.0,73.0,441.0,2038.0,577.0
2023-01-15 10:00:00,0.0,914.0,63.0,438.0,2165.0,583.0
2023-01-15 11:00:00,0.0,845.0,66.0,534.0,2141.0,591.0
2023-01-15 12:00:00,0.0,747.0,29.0,568.0,1834.0,584.0
2023-01-15 13:00:00,0.0,772.0,9.0,914.0,1281.0,588.0
2023-01-15 14:00:00,0.0,751.0,56.0,1416.0,494.0,601.0
2023-01-15 15:00:00,0.0,689.0,177.0,1865.0,27.0,646.0
2023-01-15 16:00:00,0.0,544.0,363.0,2357.0,0.0,672.0
2023-01-15 17:00:00,0.0,457.0,495.0,2303.0,0.0,690.0
2023-01-15 18:00:00,0.0,356.0,455.0,2414.0,0.0,674.0
2023-01-15 19:00:00,0.0,297.0,280.0,2368.0,0.0,676.0
2023-01-15 20:00:00,0.0,235.0,216.0,2264.0,0.0,675.0
2023-01-15 21:00:00,0.0,205.0,153.0,1987.0,0.0,687.0
2023-01-15 22:00:00,0.0,176.0,99.0,1489.0,0.0,690.0
2023-01-15 23:00:00,0.0,196.0,0.0,1255.0,0.0,686.0
2023-01-16 00:00:00,0.0,242.0,0.0,1009.0,0.0,691.0
2023-01-16 01:00:00,0.0,299.0,0.0,897.0,0.0,647.0
2023-01-16 02:00:00,0.0,321.0,0.0,837.0,0.0,622.0
2023-01-16 03:00:00,0.0,394.0,1.0,928.0,0.0,620.0
2023-01-16 04:00:00,0.0,506.0,334.0,1068.0,0.0,617.0
2023-01-16 05:00:00,0.0,619.0,756.0,1224.0,4.0,680.0
