UTC time,avg_nat_gas_production_forecast,avg_coal_production_forecast,avg_nuclear_production_forecast,avg_wind_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_other_production_forecast,avg_solar_production_forecast
2021-07-03 01:00:00,14995.23395,15.7618,2250.00803,2569.19843,83.97287,3502.41731,37.17736,5179.54164
2021-07-03 02:00:00,15168.46782,15.9223,2253.0782,2668.87231,84.92303,3832.5728,38.84375,2981.03078
2021-07-03 03:00:00,14391.99526,15.63698,2247.95911,2704.51567,83.90651,3872.23582,41.34705,1331.9439
2021-07-03 04:00:00,12988.29373,16.03637,2249.13705,2744.58241,83.87507,3567.77624,40.04438,0
2021-07-03 05:00:00,11178.0093,16.62552,2252.24722,2823.7823,83.44312,2937.43689,39.41283,0
2021-07-03 06:00:00,9547.6611,16.18921,2252.92123,2762.7823,85.69893,2449.07048,39.43619,127.56544
2021-07-03 07:00:00,7930.26293,16.3085,2247.88867,2839.83611,83.38478,2137.63254,39.17418,447.97183
2021-07-03 08:00:00,7009.83918,16.28682,2208.30305,2654.28429,84.84441,1966.20407,40.6825,886.32249
2021-07-03 09:00:00,6710.8037,16.6658,2247.12253,2434.76453,83.60872,1906.20204,39.34319,760.85748
2021-07-03 10:00:00,6857.30276,16.3723,2259.93228,2246.70954,82.81075,1932.72647,42.30162,409.49091
2021-07-03 11:00:00,6774.68989,16.62627,2261.15595,1975.22114,84.23271,2070.96877,41.29891,80.49078
2021-07-03 12:00:00,6749.19604,16.3107,2253.94521,1789.93276,84.54366,2168.72192,39.51476,0
2021-07-03 13:00:00,6693.49419,16.35741,2259.52375,1585.16664,82.23472,2126.15519,38.85028,585.73293
2021-07-03 14:00:00,6049.38009,16.25274,2267.3954,1490.25654,84.30656,1901.22193,40.25746,3955.16358
2021-07-03 15:00:00,5716.88394,16.3553,2266.69491,1368.16226,82.5514,1525.27207,41.59268,6824.43582
2021-07-03 16:00:00,5189.01807,16.14629,2264.53174,1242.36896,80.19125,1132.4467,45.88313,8472.61947
2021-07-03 17:00:00,5197.62717,16.10977,2259.05066,1084.47391,81.92277,956.55982,47.65855,9090.66067
2021-07-03 18:00:00,5647.07445,15.85569,2266.56496,1000.67008,81.3384,1143.62942,41.89314,10132.97873
2021-07-03 19:00:00,6201.80472,15.98853,2259.57835,1011.28762,83.07967,1519.30693,40.72436,10580.76783
2021-07-03 20:00:00,7103.31801,15.71054,2259.68795,1041.25286,83.92668,1850.42436,35.19912,10230.20497
2021-07-03 21:00:00,8493.0919,15.66014,2264.28277,1051.94871,84.04899,2067.48699,32.8688,10443.43826
2021-07-03 22:00:00,9867.8764,15.89261,2265.63502,1116.91855,82.51185,2285.66036,32.25335,10406.19855
2021-07-03 23:00:00,11455.01313,15.82145,2271.73415,1281.28244,84.157,2469.37771,29.04686,9639.40335
2021-07-04 00:00:00,14407.01268,16.23884,2243.83205,2096.44478,84.44817,2918.33196,33.98871,8481.99225
2021-07-04 01:00:00,15039.07973,15.67597,2244.28058,2239.68531,84.13327,3475.06636,35.80801,5549.58547
2021-07-04 02:00:00,15221.97156,16.00613,2245.27767,2277.4423,85.03549,3827.9143,37.47993,3300.34267
2021-07-04 03:00:00,14444.28493,15.82111,2241.85821,2288.7635,84.00409,3905.61088,39.9893,1532.60893
2021-07-04 04:00:00,13169.16667,15.99286,2243.54924,2309.40182,83.29893,3649.37615,38.65785,0
2021-07-04 05:00:00,11664.0604,16.64839,2244.57076,2402.76228,83.05015,3047.43755,37.98797,0
2021-07-04 06:00:00,10243.86442,16.10052,2245.37199,2391.97037,84.96914,2571.80576,37.97256,99.14056
2021-07-04 07:00:00,8725.37313,16.06685,2242.37456,2543.20584,83.00514,2260.81636,37.68789,459.37412
2021-07-04 08:00:00,7862.40564,16.15441,2201.62136,2446.63526,84.03076,2086.93192,39.19401,902.03596
2021-07-04 09:00:00,7243.40837,16.50966,2242.03633,2328.84599,82.81252,1992.84464,37.90979,770.50303
2021-07-04 10:00:00,7378.4909,16.28959,2252.66189,2237.55466,81.12556,2007.85854,40.69994,423.37954
2021-07-04 11:00:00,7327.03106,16.39898,2254.86396,2048.65489,82.61045,2176.24037,39.77392,122.05228
2021-07-04 12:00:00,7273.86078,16.01732,2248.28424,1961.01559,83.21749,2370.35569,38.00675,0
2021-07-04 13:00:00,7356.01933,16.13305,2254.1344,1851.1827,80.4603,2422.70895,37.38527,375.5581
2021-07-04 14:00:00,7147.05314,15.81029,2260.83778,1836.55404,82.07616,2229.39817,38.80768,3572.00499
2021-07-04 15:00:00,6676.34078,16.11963,2259.99711,1772.47388,79.94197,1801.19269,40.05171,6356.62995
2021-07-04 16:00:00,6217.35036,15.92834,2257.85278,1707.93012,77.42205,1314.93575,44.23557,8091.74254
2021-07-04 17:00:00,6045.03196,15.75092,2253.68587,1584.5551,78.92016,1050.96132,46.03387,8957.16201
2021-07-04 18:00:00,6538.79981,15.54803,2259.53112,1503.16834,78.47971,1223.82155,40.47016,10317.87758
2021-07-04 19:00:00,7495.31395,15.80103,2254.04294,1475.60619,79.97656,1667.53334,39.34276,10890.3081
2021-07-04 20:00:00,8706.51344,15.53978,2254.12279,1458.59869,80.64257,2076.49197,33.92414,10439.91053
2021-07-04 21:00:00,10130.28721,15.46016,2259.23793,1396.84548,81.06636,2325.38634,31.69102,10566.413
2021-07-04 22:00:00,11618.41399,15.67965,2259.49782,1380.25274,78.98712,2484.99806,31.15205,10531.19717
2021-07-04 23:00:00,13137.66161,15.47733,2265.92822,1475.65213,80.31148,2571.45316,27.94475,9847.01073
2021-07-02 00:00:00,14225.95181,17.51692,2244.19581,2097.57999,85.54353,2877.93197,50.76691,8975.87004
2021-07-02 01:00:00,15381.94014,17.57967,2234.40478,2320.99995,85.81791,3515.70921,52.59904,5210.57011
2021-07-02 02:00:00,15947.1836,17.51595,2253.61995,2444.35008,86.67409,3802.00131,55.96733,1209.13004
2021-07-02 03:00:00,16109.27869,17.51037,2246.26589,2543.29001,85.57126,3743.98853,56.13845,16.8
2021-07-02 04:00:00,15085.97355,17.61799,2242.13706,2623.44005,85.56036,3297.34054,54.32684,0
2021-07-02 05:00:00,13955.55788,17.75835,2252.33062,2566.52997,85.07929,2541.92647,57.42035,0.09
2021-07-02 06:00:00,12787.69717,17.68927,2235.63814,2413.47998,87.4338,1923.11524,55.83593,1.25
2021-07-02 07:00:00,10994.12772,17.6516,2239.10415,2125.55995,84.94752,1586.87678,57.22317,0
2021-07-02 08:00:00,9320.19369,17.47994,2249.81366,2002.61993,86.39933,1484.89317,60.76366,0
2021-07-02 09:00:00,8221.30581,17.61258,2236.24445,1830.63996,85.05853,1463.93462,57.29674,0
2021-07-02 10:00:00,7657.01875,17.41053,2244.26679,1576.47005,84.28525,1388.27806,59.05651,0
2021-07-02 11:00:00,7651.85026,17.37019,2244.50729,1307.45004,85.6928,1496.88282,61.82224,0
2021-07-02 12:00:00,7995.85654,17.36508,2255.50835,1098.03998,85.95248,1613.42489,56.9229,21.65
2021-07-02 13:00:00,8303.30369,17.50177,2267.00297,954.68001,83.56574,1613.30406,55.48594,1816.43006
2021-07-02 14:00:00,8337.28387,17.37569,2259.36665,811.94002,85.61727,1396.91025,56.06627,6703.4497
2021-07-02 15:00:00,7591.97458,17.22376,2261.36042,627.44999,83.83445,1062.3715,58.38807,9515.5101
2021-07-02 16:00:00,7135.51422,17.32389,2266.97677,484.17999,81.43129,737.77829,64.10483,10637.48026
2021-07-02 17:00:00,7034.76578,16.9254,2257.09496,455.93,83.10296,467.8541,70.43519,11251.46993
2021-07-02 18:00:00,7263.67613,17.09711,2264.05182,512.83999,82.50628,542.2367,58.62681,11487.72018
2021-07-02 19:00:00,7905.50798,17.04597,2259.82663,617.42001,84.22419,869.84826,58.86522,11439.51004
2021-07-02 20:00:00,8872.43867,16.93466,2262.51094,778.56997,85.08097,1245.6619,53.8021,11295.35989
2021-07-02 21:00:00,10064.84365,16.92222,2255.80304,999.9,85.11157,1600.65439,45.79848,11048.56995
2021-07-02 22:00:00,11184.56995,16.59228,2260.40824,1274.86999,83.5882,1916.40113,43.40872,10574.20013
2021-07-02 23:00:00,12083.76234,16.9719,2249.87385,1574.91992,85.30992,2270.10778,41.31623,9811.53976
2021-07-03 00:00:00,14811.45544,17.37432,2246.68588,2436.94996,84.56729,2849.20222,37.74542,7827.01976
2021-07-03 01:00:00,15720.20196,17.04902,2245.13872,2616.02982,84.77506,3437.52731,39.83833,4605.30147
2021-07-03 02:00:00,15956.87186,17.17154,2249.29307,2694.60516,85.59823,3725.78148,41.49397,2349.91366
2021-07-03 03:00:00,15263.71205,16.92079,2244.13507,2710.97671,84.62457,3702.19275,43.98547,884.01756
2021-07-03 04:00:00,13994.66411,17.30747,2244.23935,2727.7749,84.48746,3349.50372,42.73871,0
2021-07-03 05:00:00,12224.18918,17.86862,2247.86916,2785.56317,84.06076,2673.83404,42.18166,7.20921
2021-07-03 06:00:00,10630.98894,17.38613,2249.56701,2702.61922,86.27711,2166.66172,42.28036,205.18164
2021-07-03 07:00:00,9086.5976,17.47058,2243.27133,2761.25596,83.99082,1874.09945,42.06236,415.32582
2021-07-03 08:00:00,8220.48355,17.3864,2204.22431,2565.89515,85.28866,1734.07478,43.575,735.74909
2021-07-03 09:00:00,7864.12443,17.7726,2242.22387,2340.10052,84.05461,1680.30674,42.1286,593.7065
2021-07-03 10:00:00,7972.26184,17.42964,2256.06757,2148.13938,83.17033,1686.34044,45.41405,305.54258
2021-07-03 11:00:00,7813.64752,17.62982,2256.21539,1880.33337,84.595,1789.45609,44.26233,32.98702
2021-07-03 12:00:00,7632.82233,17.27262,2250.43225,1706.59461,84.92098,1883.30671,42.44515,0
2021-07-03 13:00:00,7466.8251,17.27638,2254.57527,1516.8189,82.59244,1849.18788,41.69713,771.17691
2021-07-03 14:00:00,6849.72395,17.19129,2262.22361,1441.62235,84.44418,1666.08398,43.07471,4292.66984
2021-07-03 15:00:00,6328.00192,17.26814,2261.63723,1341.15462,82.63922,1327.7948,44.58714,7270.78185
2021-07-03 16:00:00,5783.57263,17.01061,2260.29194,1239.50983,80.46424,942.79539,49.08471,8933.90567
2021-07-03 17:00:00,5823.73756,17.02072,2254.06342,1104.23003,81.9834,737.52614,50.81567,9434.22284
2021-07-03 18:00:00,6366.04565,16.71513,2262.95168,1042.6083,81.58597,841.26483,44.65833,10204.45797
2021-07-03 19:00:00,7171.36324,16.93547,2254.88293,1073.34555,83.18614,1144.09915,43.40912,10500.39758
2021-07-03 20:00:00,8330.22229,16.71674,2255.3178,1118.57019,84.03996,1457.38081,37.67671,10181.70366
2021-07-03 21:00:00,9935.10771,16.60747,2259.73259,1140.45239,84.16215,1718.3481,35.1575,10442.9625
2021-07-03 22:00:00,11474.0547,16.98474,2261.68296,1211.4934,82.67947,2020.30612,34.39343,10419.42925
2021-07-03 23:00:00,13054.14804,16.89143,2267.73854,1373.77194,84.17675,2302.6901,31.18852,9563.07338
2021-07-04 00:00:00,14883.56726,17.6465,2257.25685,2362.02296,83.71286,2732.23579,31.81451,7816.09285
2021-07-04 01:00:00,15727.83496,17.38579,2257.38747,2532.53425,83.73162,3264.65608,33.47546,4530.85056
2021-07-04 02:00:00,15257.41588,17.35664,2257.5701,2597.48762,84.6558,3581.15648,35.15679,2202.80177
2021-07-04 03:00:00,14252.1171,17.10227,2253.90249,2620.50638,83.63991,3661.55789,37.67651,767.45819
2021-07-04 04:00:00,13073.94821,17.39712,2255.67651,2649.30783,83.03259,3393.83623,36.29605,0
2021-07-04 05:00:00,11281.59131,17.97978,2256.5969,2738.45549,82.89638,2833.28404,35.56087,25.78972
2021-07-04 06:00:00,9669.26614,17.47851,2258.20057,2700.12778,84.98087,2393.44991,35.47941,245.92564
2021-07-04 07:00:00,8561.19472,17.66609,2255.70381,2821.4878,82.98252,2111.01536,35.15616,387.06416
2021-07-04 08:00:00,7546.75635,17.53012,2213.77812,2676.77473,84.18428,1935.86346,36.65849,554.80497
2021-07-04 09:00:00,7221.07321,17.75633,2252.95372,2504.65757,83.00494,1864.12003,35.46816,386.53924
2021-07-04 10:00:00,7290.81752,17.49573,2265.33637,2362.87978,81.52907,1812.98066,37.97164,200.92205
2021-07-04 11:00:00,6839.40895,17.59334,2268.305,2125.41538,83.3083,1815.28493,37.17624,72.76336
2021-07-04 12:00:00,6429.01257,17.35916,2258.03664,1987.5296,83.81666,1724.08377,35.43802,0
2021-07-04 13:00:00,5988.01259,17.37388,2266.88682,1827.57312,81.0482,1566.90745,34.88978,545.17804
2021-07-04 14:00:00,4878.1826,17.30496,2274.71438,1776.35866,82.85749,1339.46484,36.33813,3713.0634
2021-07-04 15:00:00,4584.91279,17.28573,2273.52701,1680.13441,80.83226,1051.59515,37.42682,6470.89753
2021-07-04 16:00:00,4216.91358,17.06036,2271.7695,1582.52179,78.46724,741.05224,41.42913,8182.53015
2021-07-04 17:00:00,4862.48994,17.09144,2264.89318,1434.53451,80.01613,566.04375,43.2664,8961.33211
2021-07-04 18:00:00,5632.19192,16.8513,2270.85158,1345.55496,79.75833,693.07484,38.04625,10028.51092
2021-07-04 19:00:00,6089.88681,16.97146,2266.49071,1331.16379,81.45337,1006.34727,36.98935,10488.20322
2021-07-04 20:00:00,7092.15725,16.75568,2266.5221,1333.81298,82.19513,1330.16723,31.75233,10146.62591
2021-07-04 21:00:00,8788.64622,16.61249,2270.86782,1301.12755,82.73196,1610.1333,29.68479,10346.15124
2021-07-04 22:00:00,10194.60915,17.06963,2271.78902,1323.91877,80.71075,1931.50118,29.27609,10338.03918
2021-07-04 23:00:00,11844.91212,17.08919,2278.15486,1454.07988,82.15925,2212.40121,26.06741,9556.99196
2021-07-05 00:00:00,14719.62454,17.43098,2250.23966,2218.96089,83.28398,2689.17694,31.27544,8449.10498
2021-07-05 01:00:00,15347.82962,16.83156,2249.84833,2390.83308,82.90791,3210.87105,32.89714,5238.85916
2021-07-05 02:00:00,15177.44372,17.15367,2251.72704,2463.46301,83.7786,3523.03576,34.5808,2844.88088
2021-07-05 03:00:00,14088.21834,16.93173,2247.93945,2495.28873,82.66487,3589.95419,37.10308,1172.76653
2021-07-05 04:00:00,12587.68718,17.05232,2248.68253,2536.43285,81.85316,3365.60778,35.71048,0
2021-07-05 05:00:00,10834.23341,17.77995,2250.11108,2637.91001,81.59515,2836.53456,34.9591,0
2021-07-05 06:00:00,9359.06877,17.18635,2251.83091,2619.45551,83.52435,2371.78826,34.86126,176.87983
2021-07-05 07:00:00,8182.41708,17.19065,2247.39675,2755.46058,81.57575,2065.51513,34.52845,437.05656
2021-07-05 08:00:00,7588.02167,17.26744,2206.80515,2628.60895,82.54619,1909.39419,36.02985,728.44223
2021-07-05 09:00:00,7296.77341,17.55265,2246.23313,2473.59985,81.33533,1801.25805,34.86278,559.38593
2021-07-05 10:00:00,7468.18543,17.34215,2258.26254,2346.17154,79.61133,1772.0194,37.29519,296.0715
2021-07-05 11:00:00,7153.85933,17.41739,2259.47925,2120.17966,81.19979,1861.60648,36.53218,106.17158
2021-07-05 12:00:00,6690.44879,17.04278,2253.53573,1987.31435,81.78098,1964.38613,34.80114,0
2021-07-05 13:00:00,6330.7688,17.15681,2258.26254,1830.81762,79.04782,1940.37784,34.27106,395.04162
2021-07-05 14:00:00,5735.95506,16.76922,2265.04974,1774.90877,80.66543,1717.53617,35.72583,3595.86467
2021-07-05 15:00:00,5260.49557,17.09289,2264.13836,1674.4457,78.57718,1353.47442,36.77601,6421.34638
2021-07-05 16:00:00,4935.69532,16.87425,2262.56785,1571.06438,75.95626,980.33694,40.73331,8259.2481
2021-07-05 17:00:00,5228.25465,16.64975,2257.35949,1418.19429,77.56798,743.67732,42.58024,9230.78931
2021-07-05 18:00:00,5991.12165,16.45844,2264.80691,1320.4167,77.14204,882.0291,37.44527,10581.76064
2021-07-05 19:00:00,7017.46915,16.72962,2257.96826,1293.61869,78.77009,1280.99822,36.40585,11099.2835
2021-07-05 20:00:00,8372.79034,16.42644,2258.26704,1284.44838,79.41343,1670.45135,31.21386,10602.25918
2021-07-05 21:00:00,9976.8679,16.32209,2263.25197,1241.49286,79.94464,1965.39075,29.18737,10724.21784
2021-07-05 22:00:00,11548.39306,16.58662,2263.96883,1252.49014,77.77685,2164.93152,28.81097,10730.23022
2021-07-05 23:00:00,13056.30865,16.42911,2270.56426,1376.00363,79.12623,2327.71839,25.60195,10025.21356
2021-07-03 00:00:00,14937.05887,16.47052,2245.74694,1846.85007,85.85759,2731.86881,59.06086,8360.75999
2021-07-03 01:00:00,15964.01075,16.55611,2235.9802,2021.21,86.1219,3319.6812,61.65063,4823.28982
2021-07-03 02:00:00,16369.77367,16.50955,2255.13504,2130.32003,86.94315,3612.40757,64.75828,1109.20003
2021-07-03 03:00:00,16416.78117,16.51704,2247.75982,2355.28996,85.83907,3626.13602,65.17684,14.46
2021-07-03 04:00:00,15346.99447,16.6392,2243.63304,2541.16,85.82194,3201.30439,63.66122,0
2021-07-03 05:00:00,14088.00766,16.76101,2253.72505,2499.41992,85.35209,2492.77335,66.58979,0.07
2021-07-03 06:00:00,12871.36003,16.74714,2237.01169,2324.82,87.70009,1895.43408,65.52136,1.01
2021-07-03 07:00:00,11112.83781,16.71958,2240.65337,2224.59997,85.19721,1541.85766,66.88125,0
2021-07-03 08:00:00,9421.59918,16.58507,2251.18461,1966.52005,86.64523,1394.25329,70.18141,0
2021-07-03 09:00:00,8286.48867,16.74735,2237.63042,1665.30993,85.29085,1394.67715,66.54164,0
2021-07-03 10:00:00,7735.62983,16.58706,2245.59352,1460.16006,84.51678,1277.24719,69.80685,0.03
2021-07-03 11:00:00,7709.79572,16.56852,2245.87047,1340.01001,85.92194,1388.98914,71.47729,0
2021-07-03 12:00:00,8202.95994,16.53891,2256.83494,1272.33003,86.17504,1432.79976,66.83702,18.17
2021-07-03 13:00:00,8652.47694,16.73798,2268.42238,1201.64996,83.76059,1397.57697,65.15247,1628.11998
2021-07-03 14:00:00,8816.67732,16.5974,2260.6501,1056.13999,85.80204,1159.83693,65.71539,5878.50014
2021-07-03 15:00:00,8197.44512,16.37765,2262.69357,862.49002,84.01496,871.53668,68.64512,8324.39977
2021-07-03 16:00:00,7815.06014,16.45713,2268.19293,688.74997,81.65106,625.79723,75.03771,9502.5398
2021-07-03 17:00:00,7723.2156,16.10828,2258.36737,575.3,83.27207,385.03991,80.6055,10231.01017
2021-07-03 18:00:00,8047.20042,16.29222,2265.30471,532.61001,82.69752,485.55509,67.943,10633.92025
2021-07-03 19:00:00,8734.36266,16.28031,2260.87436,568.24999,84.39494,809.09532,67.66987,10706.1199
2021-07-03 20:00:00,9777.69078,16.1182,2263.81596,723.86002,85.25328,1172.19107,61.69079,10634.05983
2021-07-03 21:00:00,10927.073,16.08429,2257.17195,1040.31998,85.27575,1501.60109,53.62626,10586.63989
2021-07-03 22:00:00,12020.16792,15.74594,2261.60939,1423.14006,83.7671,1800.15189,50.84696,10260.13031
2021-07-03 23:00:00,12890.47436,16.11349,2251.08415,1775.16997,85.48688,2135.84318,48.61946,9546.10033
2021-07-04 00:00:00,14841.32962,16.66418,2249.11358,2645.34948,84.78499,2680.53835,40.62732,7579.70977
2021-07-04 01:00:00,15177.72715,16.38715,2246.94959,2810.95628,84.90882,3232.39078,42.93011,4142.12008
2021-07-04 02:00:00,15076.25194,16.48883,2251.85466,2855.59597,85.64309,3510.33792,44.57328,1778.42848
2021-07-04 03:00:00,14240.77067,16.27625,2246.43951,2863.73307,84.75996,3515.59727,47.05107,469.37233
2021-07-04 04:00:00,13083.53947,16.66088,2245.8777,2872.34051,84.52643,3200.82787,45.86927,0
2021-07-04 05:00:00,11515.84824,17.156,2249.90238,2948.91498,84.10927,2565.50701,45.39878,57.07744
2021-07-04 06:00:00,10195.78532,16.71165,2252.16041,2886.52357,86.23298,2093.71579,45.58502,298.95199
2021-07-04 07:00:00,8874.74631,16.77602,2244.84184,3002.42748,84.03743,1806.24496,45.41817,356.27208
2021-07-04 08:00:00,8151.49102,16.64591,2206.0689,2839.22442,85.18543,1641.62525,46.9358,427.80873
2021-07-04 09:00:00,7823.32367,17.02873,2243.44182,2651.12959,84.01139,1583.18012,45.36498,247.16065
2021-07-04 10:00:00,7862.76789,16.6964,2258.15212,2497.87735,83.03677,1585.34007,49.03041,117.85047
2021-07-04 11:00:00,7720.04479,16.82466,2257.56601,2246.53509,84.45363,1662.69604,47.70555,47.67514
2021-07-04 12:00:00,7485.62113,16.46756,2252.45906,2110.55765,84.82688,1701.97298,45.84999,0
2021-07-04 13:00:00,7305.35144,16.46465,2255.68115,1953.18964,82.51859,1626.49062,45.00489,638.39313
2021-07-04 14:00:00,6936.8494,16.42271,2263.34273,1919.94038,84.1694,1447.98616,46.34809,3844.39109
2021-07-04 15:00:00,6450.54896,16.46887,2262.76359,1832.49336,82.32103,1144.54679,48.06643,6627.08371
2021-07-04 16:00:00,6064.89579,16.18199,2261.80812,1746.71629,80.38069,794.30429,52.80464,8335.15183
2021-07-04 17:00:00,6128.68308,16.23279,2255.01561,1602.00612,81.7036,626.47459,54.48395,9057.20383
2021-07-04 18:00:00,6681.36983,15.93209,2264.97248,1519.21798,81.50522,722.87648,47.87122,9979.44154
2021-07-04 19:00:00,7694.8662,16.19207,2255.95633,1512.16982,82.94386,988.37618,46.52856,10373.01637
2021-07-04 20:00:00,9053.88757,16.03089,2256.55554,1522.41958,83.81331,1268.58961,40.55542,10071.41332
2021-07-04 21:00:00,10798.63903,15.91069,2260.89061,1489.48983,83.95569,1510.37071,37.81675,10307.77689
2021-07-04 22:00:00,12376.61646,16.33467,2263.19068,1518.56901,82.54008,1833.18935,36.88002,10312.40174
2021-07-04 23:00:00,13703.95695,16.23445,2269.30537,1650.90857,83.85435,2128.98415,33.67692,9481.77261
2021-07-05 00:00:00,14443.94087,16.75906,2249.83918,2682.04691,83.0203,2561.50473,34.44527,7918.35218
2021-07-05 01:00:00,14720.24597,16.58463,2255.15947,2888.15305,83.17624,3061.79463,36.29783,4358.10893
