UTC time,wind,solar,hydro,nuclear
2023-01-13 18:00:00,49.0,0.0,1184.0,3011.0
2023-01-13 19:00:00,39.0,0.0,963.0,3011.0
2023-01-13 20:00:00,36.0,0.0,846.0,3013.0
2023-01-13 21:00:00,38.0,0.0,826.0,3013.0
2023-01-13 22:00:00,34.0,0.0,578.0,3015.0
2023-01-13 23:00:00,30.0,0.0,569.0,3014.0
2023-01-14 00:00:00,31.0,0.0,501.0,3014.0
2023-01-14 01:00:00,29.0,0.0,491.0,3015.0
2023-01-14 02:00:00,29.0,0.0,480.0,3015.0
2023-01-14 03:00:00,26.0,0.0,483.0,3015.0
2023-01-14 04:00:00,33.0,0.0,520.0,3015.0
2023-01-14 05:00:00,38.0,0.0,583.0,3015.0
2023-01-14 06:00:00,42.0,0.0,620.0,3016.0
2023-01-14 07:00:00,40.0,0.0,694.0,3015.0
2023-01-14 08:00:00,43.0,50.0,707.0,3016.0
2023-01-14 09:00:00,46.0,243.0,749.0,3016.0
2023-01-14 10:00:00,49.0,361.0,618.0,3015.0
2023-01-14 11:00:00,48.0,568.0,505.0,3014.0
2023-01-14 12:00:00,47.0,642.0,482.0,3013.0
2023-01-14 13:00:00,50.0,328.0,505.0,3013.0
2023-01-14 14:00:00,50.0,116.0,732.0,3012.0
2023-01-14 15:00:00,48.0,6.0,636.0,3011.0
2023-01-14 16:00:00,54.0,0.0,552.0,3011.0
2023-01-14 17:00:00,55.0,0.0,694.0,3011.0
2023-01-14 18:00:00,55.0,0.0,722.0,3011.0
2023-01-14 19:00:00,54.0,0.0,810.0,3008.0
2023-01-14 20:00:00,57.0,0.0,760.0,3008.0
2023-01-14 21:00:00,54.0,0.0,756.0,3008.0
2023-01-14 22:00:00,58.0,0.0,662.0,3010.0
2023-01-14 23:00:00,57.0,0.0,708.0,3011.0
2023-01-15 00:00:00,54.0,0.0,602.0,3006.0
2023-01-15 01:00:00,53.0,0.0,527.0,3006.0
2023-01-15 02:00:00,54.0,0.0,589.0,3005.0
2023-01-15 03:00:00,53.0,0.0,343.0,3003.0
2023-01-15 04:00:00,54.0,0.0,279.0,3009.0
2023-01-15 05:00:00,54.0,0.0,301.0,3002.0
2023-01-15 06:00:00,53.0,0.0,321.0,3001.0
2023-01-15 07:00:00,57.0,0.0,356.0,2998.0
2023-01-15 08:00:00,55.0,0.0,458.0,3007.0
2023-01-15 09:00:00,51.0,1.0,475.0,3012.0
2023-01-15 10:00:00,51.0,6.0,411.0,3013.0
2023-01-15 11:00:00,49.0,8.0,518.0,3017.0
2023-01-15 12:00:00,40.0,11.0,407.0,3018.0
2023-01-15 13:00:00,37.0,58.0,350.0,3018.0
2023-01-15 14:00:00,42.0,329.0,594.0,3018.0
2023-01-15 15:00:00,39.0,106.0,718.0,3018.0
2023-01-15 16:00:00,38.0,3.0,1375.0,3018.0
2023-01-15 17:00:00,35.0,0.0,1424.0,3018.0
2023-01-15 18:00:00,31.0,0.0,1349.0,3019.0
2023-01-15 19:00:00,32.0,0.0,1210.0,3021.0
2023-01-15 20:00:00,35.0,0.0,1029.0,3021.0
2023-01-15 21:00:00,37.0,0.0,510.0,3023.0
2023-01-15 22:00:00,35.0,0.0,395.0,3022.0
2023-01-15 23:00:00,33.0,0.0,314.0,3025.0
2023-01-16 00:00:00,36.0,0.0,277.0,3023.0
2023-01-16 01:00:00,37.0,0.0,286.0,3023.0
2023-01-16 02:00:00,38.0,0.0,283.0,3024.0
2023-01-16 03:00:00,41.0,0.0,272.0,3022.0
2023-01-16 04:00:00,42.0,0.0,399.0,3021.0
2023-01-16 05:00:00,44.0,0.0,922.0,3019.0
2023-01-16 06:00:00,47.0,0.0,1361.0,3020.0
2023-01-16 07:00:00,47.0,0.0,1841.0,3020.0
2023-01-16 08:00:00,52.0,13.0,1714.0,3021.0
2023-01-16 09:00:00,51.0,16.0,1584.0,3021.0
2023-01-16 10:00:00,52.0,17.0,1514.0,3021.0
2023-01-16 11:00:00,51.0,42.0,1240.0,3018.0
2023-01-16 12:00:00,49.0,45.0,926.0,3018.0
2023-01-16 13:00:00,47.0,61.0,1165.0,3015.0
2023-01-16 14:00:00,48.0,36.0,1175.0,3014.0
2023-01-16 15:00:00,44.0,8.0,1423.0,3014.0
2023-01-16 16:00:00,43.0,0.0,1533.0,3012.0
2023-01-16 17:00:00,41.0,0.0,1702.0,3013.0
2023-01-16 18:00:00,43.0,0.0,1472.0,3016.0
2023-01-16 19:00:00,43.0,0.0,896.0,3015.0
2023-01-16 20:00:00,37.0,0.0,698.0,3018.0
2023-01-16 21:00:00,26.0,0.0,1089.0,3018.0
2023-01-16 22:00:00,27.0,0.0,420.0,3021.0
2023-01-16 23:00:00,26.0,0.0,471.0,3022.0
2023-01-17 00:00:00,17.0,0.0,445.0,3021.0
2023-01-17 01:00:00,16.0,0.0,348.0,3021.0
2023-01-17 02:00:00,15.0,0.0,297.0,3020.0
2023-01-17 03:00:00,12.0,0.0,312.0,3021.0
2023-01-17 04:00:00,6.0,0.0,663.0,3018.0
2023-01-17 05:00:00,5.0,0.0,1557.0,3018.0
2023-01-17 06:00:00,11.0,0.0,2561.0,3019.0
2023-01-17 07:00:00,10.0,0.0,3393.0,3019.0
2023-01-17 08:00:00,13.0,19.0,3502.0,3023.0
2023-01-17 09:00:00,16.0,85.0,3351.0,3019.0
2023-01-17 10:00:00,17.0,59.0,3021.0,3019.0
2023-01-17 11:00:00,15.0,90.0,2425.0,3020.0
2023-01-17 12:00:00,13.0,6.0,2551.0,3024.0
2023-01-17 13:00:00,13.0,0.0,2584.0,3019.0
2023-01-17 14:00:00,15.0,0.0,2611.0,3020.0
2023-01-17 15:00:00,23.0,0.0,2529.0,3021.0
2023-01-17 16:00:00,31.0,0.0,3305.0,3020.0
2023-01-17 17:00:00,27.0,0.0,3342.0,3021.0
2023-01-17 18:00:00,21.0,0.0,2749.0,3021.0
2023-01-17 19:00:00,19.0,0.0,2516.0,3022.0
2023-01-17 20:00:00,22.0,0.0,2033.0,3022.0
2023-01-17 21:00:00,23.0,0.0,2077.0,3023.0
2023-01-17 22:00:00,21.0,0.0,1722.0,3022.0
2023-01-17 23:00:00,23.0,0.0,582.0,3023.0
2023-01-18 00:00:00,19.0,0.0,248.0,3024.0
2023-01-18 01:00:00,19.0,0.0,213.0,3021.0
2023-01-18 02:00:00,22.0,0.0,219.0,3019.0
2023-01-18 03:00:00,17.0,0.0,249.0,3020.0
2023-01-18 04:00:00,13.0,0.0,462.0,3021.0
2023-01-18 05:00:00,12.0,0.0,1526.0,3020.0
2023-01-18 06:00:00,8.0,0.0,2615.0,3019.0
2023-01-18 07:00:00,3.0,0.0,3496.0,3018.0
2023-01-18 08:00:00,3.0,0.0,3476.0,3019.0
2023-01-18 09:00:00,2.0,0.0,3141.0,3020.0
2023-01-18 10:00:00,1.0,0.0,2497.0,3020.0
2023-01-18 11:00:00,1.0,6.0,1776.0,3018.0
2023-01-18 12:00:00,3.0,1.0,1699.0,3014.0
2023-01-18 13:00:00,9.0,0.0,1389.0,3019.0
2023-01-18 14:00:00,11.0,0.0,1809.0,3020.0
2023-01-18 15:00:00,11.0,0.0,2574.0,3020.0
2023-01-18 16:00:00,10.0,0.0,2882.0,3021.0
2023-01-18 17:00:00,11.0,0.0,3271.0,3021.0
2023-01-18 18:00:00,13.0,0.0,3045.0,3021.0
2023-01-18 19:00:00,13.0,0.0,2651.0,3022.0
2023-01-18 20:00:00,13.0,0.0,1452.0,3023.0
2023-01-18 21:00:00,13.0,0.0,1366.0,3023.0
2023-01-18 22:00:00,11.0,0.0,890.0,3025.0
2023-01-18 23:00:00,12.0,0.0,1582.0,3025.0
2023-01-19 00:00:00,15.0,0.0,1847.0,3025.0
2023-01-19 01:00:00,14.0,0.0,1405.0,3024.0
2023-01-19 02:00:00,11.0,0.0,1530.0,3025.0
2023-01-19 03:00:00,11.0,0.0,1521.0,3025.0
2023-01-19 04:00:00,11.0,0.0,1910.0,3023.0
2023-01-19 05:00:00,12.0,0.0,2506.0,3021.0
2023-01-19 06:00:00,12.0,0.0,3106.0,3025.0
2023-01-19 07:00:00,10.0,0.0,3263.0,3026.0
2023-01-19 08:00:00,8.0,0.0,3433.0,3023.0
2023-01-19 09:00:00,10.0,2.0,3304.0,3031.0
2023-01-19 10:00:00,7.0,9.0,3094.0,3030.0
2023-01-19 11:00:00,5.0,13.0,2684.0,3024.0
2023-01-19 12:00:00,6.0,16.0,2260.0,3021.0
2023-01-19 13:00:00,7.0,2.0,2322.0,3021.0
2023-01-19 14:00:00,7.0,0.0,2569.0,3019.0
2023-01-19 15:00:00,6.0,0.0,2809.0,3019.0
2023-01-19 16:00:00,3.0,0.0,3209.0,3018.0
2023-01-19 17:00:00,3.0,0.0,3267.0,3020.0
2023-01-19 18:00:00,3.0,0.0,3298.0,3020.0
2023-01-19 19:00:00,6.0,0.0,2985.0,3020.0
2023-01-19 20:00:00,6.0,0.0,2240.0,3022.0
2023-01-19 21:00:00,6.0,0.0,1358.0,3024.0
2023-01-19 22:00:00,6.0,0.0,1005.0,3024.0
2023-01-19 23:00:00,9.0,0.0,723.0,3024.0
2023-01-20 00:00:00,7.0,0.0,497.0,3027.0
2023-01-20 01:00:00,9.0,0.0,512.0,3026.0
2023-01-20 02:00:00,9.0,0.0,357.0,3025.0
2023-01-20 03:00:00,10.0,0.0,388.0,3025.0
2023-01-20 04:00:00,11.0,0.0,1032.0,3024.0
