UTC time,avg_hydro_production_forecast,avg_nuclear_production_forecast,avg_unknown_production_forecast,avg_wind_production_forecast
2021-07-02 21:00:00,7343.42864,5521.98958,978.36232,1307.49072
2021-07-02 22:00:00,6945.4377,5540.99308,968.17949,1331.24115
2021-07-02 23:00:00,6681.70293,5555.53879,962.1242,1375.0595
2021-07-03 00:00:00,6230.49291,5497.15451,963.30445,877.45804
2021-07-03 01:00:00,6141.55434,5478.34315,945.70951,876.65708
2021-07-03 02:00:00,5983.44415,5491.0524,933.83395,812.66079
2021-07-03 03:00:00,6100.61172,5483.79236,928.45139,793.30436
2021-07-03 04:00:00,6392.75895,5499.34188,930.26803,674.69432
2021-07-03 05:00:00,6704.97744,5509.04898,938.04798,810.85082
2021-07-03 06:00:00,7039.11999,5503.81211,935.55922,837.15819
2021-07-03 07:00:00,7459.16931,5522.67587,937.13627,877.13216
2021-07-03 08:00:00,7842.8421,5545.70592,939.3113,918.83058
2021-07-03 09:00:00,8066.07652,5554.57611,945.98461,960.53644
2021-07-03 10:00:00,8210.62895,5562.44171,955.31258,1006.92895
2021-07-03 11:00:00,8297.65977,5554.28343,963.65637,1067.09055
2021-07-03 12:00:00,8174.44971,5552.78895,977.36,1111.71972
2021-07-03 13:00:00,8003.61316,5549.41804,989.2963,1130.71754
2021-07-03 14:00:00,7924.82707,5553.08358,987.04034,1130.89034
2021-07-03 15:00:00,7800.351,5569.67807,986.74436,1133.61961
2021-07-03 16:00:00,7809.46279,5571.00524,987.08431,1133.69202
2021-07-03 17:00:00,7810.65454,5570.05809,999.74729,1170.76328
2021-07-03 18:00:00,7741.37445,5586.90024,982.30415,1213.25216
2021-07-03 19:00:00,7506.85076,5588.5954,981.25779,1239.81122
2021-07-03 20:00:00,7235.69901,5580.60171,973.09872,1264.56459
2021-07-03 21:00:00,6950.92982,5595.69008,968.48278,1308.77954
2021-07-03 22:00:00,6581.4416,5614.5915,959.34319,1356.92973
2021-07-03 23:00:00,6354.08773,5629.28743,954.10672,1421.29999
2021-07-04 00:00:00,6145.79901,5525.78166,970.7123,1349.22172
2021-07-04 01:00:00,5871.88737,5514.06847,946.11919,1350.16663
2021-07-04 02:00:00,5497.9237,5518.65127,931.01507,1282.3852
2021-07-04 03:00:00,5408.44968,5516.88973,922.75061,1254.02418
2021-07-04 04:00:00,5546.80819,5526.63759,924.44204,1112.58001
2021-07-04 05:00:00,5829.73043,5538.711,933.93964,1233.70335
2021-07-04 06:00:00,6211.5497,5538.20715,934.02286,1232.30171
2021-07-04 07:00:00,6745.94481,5550.53637,942.64967,1242.5526
2021-07-04 08:00:00,7240.17774,5572.41082,952.69442,1252.21073
2021-07-04 09:00:00,7552.13233,5579.28502,971.63308,1259.68622
2021-07-04 10:00:00,7729.4631,5591.02771,989.25035,1266.64499
2021-07-04 11:00:00,7801.49616,5586.54157,1004.6509,1289.85204
2021-07-04 12:00:00,7642.1793,5580.48332,1026.26099,1296.32587
2021-07-04 13:00:00,7390.92919,5580.58191,1043.48504,1278.09572
2021-07-04 14:00:00,7224.28089,5583.36591,1043.62937,1243.541
2021-07-04 15:00:00,7039.53205,5596.3034,1043.3276,1212.16152
2021-07-04 16:00:00,7063.03625,5601.26234,1042.7832,1180.87055
2021-07-04 17:00:00,7165.76008,5600.08578,1051.34874,1184.59669
2021-07-04 18:00:00,7252.91429,5617.19305,1032.16935,1193.36665
2021-07-04 19:00:00,7257.1029,5614.25029,1026.58729,1180.773
2021-07-04 20:00:00,7208.75132,5607.2414,1011.75469,1199.51759
2021-07-04 21:00:00,7107.20141,5621.34264,1000.45798,1229.74072
2021-07-04 22:00:00,6838.66067,5645.25696,982.57498,1265.47862
2021-07-04 23:00:00,6594.46426,5654.4703,969.9437,1319.56266
2021-07-02 00:00:00,7146.78993,5370.18161,923.53452,2258.99993
2021-07-02 01:00:00,6859.80939,5386.89197,915.47193,2097.00006
2021-07-02 02:00:00,6883.29722,5386.93758,900.64154,1974.99994
2021-07-02 03:00:00,7178.35103,5398.35459,907.93325,1814.00003
2021-07-02 04:00:00,7734.292,5411.56206,919.90475,1555.00001
2021-07-02 05:00:00,8251.00299,5414.55897,940.08485,1287.00001
2021-07-02 06:00:00,8760.46882,5411.35303,975.5317,1148.99999
2021-07-02 07:00:00,9103.60595,5403.14837,986.78002,1133.99996
2021-07-02 08:00:00,9174.29073,5404.62343,994.63877,1148.00004
2021-07-02 09:00:00,9102.01743,5418.01703,999.26858,1176.00002
2021-07-02 10:00:00,8953.13479,5400.45948,1001.66826,1195.00002
2021-07-02 11:00:00,8809.54187,5394.42141,1006.12485,1197.99996
2021-07-02 12:00:00,8673.02741,5407.9497,1012.05349,1145.99997
2021-07-02 13:00:00,8657.81416,5404.65875,1019.04792,1067.99998
2021-07-02 14:00:00,8640.08345,5391.51378,1019.04175,963.00003
2021-07-02 15:00:00,8752.62014,5404.01108,1003.93961,853
2021-07-02 16:00:00,8769.34692,5416.67394,1006.72748,771.99999
2021-07-02 17:00:00,8871.08866,5410.05497,997.88219,732
2021-07-02 18:00:00,8786.46464,5420.41052,995.27104,757.99999
2021-07-02 19:00:00,8631.76374,5422.46998,980.0091,837.99997
2021-07-02 20:00:00,8283.6492,5408.40503,982.54244,922.00001
2021-07-02 21:00:00,7825.79644,5392.03006,965.76723,943
2021-07-02 22:00:00,7342.81566,5416.56098,950.40562,1133.99996
2021-07-02 23:00:00,6823.02408,5388.36762,946.22427,1074.99997
2021-07-03 00:00:00,6775.50607,5403.7809,975.53757,695.46549
2021-07-03 01:00:00,6939.53899,5384.14466,959.85094,690.81731
2021-07-03 02:00:00,7055.62073,5398.62787,948.9335,626.44916
2021-07-03 03:00:00,7341.00437,5390.47153,944.54343,607.2509
2021-07-03 04:00:00,7690.56474,5406.75859,946.48497,491.48715
2021-07-03 05:00:00,7908.27647,5416.15456,953.7052,628.58683
2021-07-03 06:00:00,8060.94404,5410.39366,950.29093,657.65357
2021-07-03 07:00:00,8231.93711,5430.51744,949.6611,701.51549
2021-07-03 08:00:00,8395.01816,5453.84308,949.36916,746.37534
2021-07-03 09:00:00,8465.87257,5463.21616,952.29435,791.50376
2021-07-03 10:00:00,8571.17501,5470.46785,958.98259,844.82232
2021-07-03 11:00:00,8675.59292,5461.6947,965.21178,910.74027
2021-07-03 12:00:00,8629.94662,5460.95484,976.6798,961.89469
2021-07-03 13:00:00,8582.06751,5457.09366,987.02914,988.38149
2021-07-03 14:00:00,8604.55723,5461.1202,984.14098,996.4271
2021-07-03 15:00:00,8537.91509,5478.43088,983.82451,1005.47865
2021-07-03 16:00:00,8492.65464,5479.00732,984.52787,1011.79358
2021-07-03 17:00:00,8365.82345,5478.30395,998.70192,1053.60346
2021-07-03 18:00:00,8115.47353,5494.68805,982.13635,1101.19354
2021-07-03 19:00:00,7646.97871,5497.2896,982.1711,1136.0183
2021-07-03 20:00:00,7187.87924,5489.31881,975.88537,1164.1809
2021-07-03 21:00:00,6787.51097,5504.94208,973.23177,1212.51618
2021-07-03 22:00:00,6436.02865,5522.81212,966.41733,1265.05882
2021-07-03 23:00:00,6332.94228,5538.59106,963.28616,1333.33643
2021-07-04 00:00:00,6012.20678,5418.64762,918.90045,921.0184
2021-07-04 01:00:00,6000.91788,5398.5745,902.69803,926.78026
2021-07-04 02:00:00,5911.19669,5413.40434,891.23108,866.12968
2021-07-04 03:00:00,5929.5939,5404.95746,885.79945,852.62975
2021-07-04 04:00:00,6041.03639,5421.58941,887.36766,743.93789
2021-07-04 05:00:00,6165.61038,5430.84661,895.08089,888.50174
2021-07-04 06:00:00,6313.6882,5424.78991,892.7554,928.246
2021-07-04 07:00:00,6555.03299,5445.22307,893.78656,980.76165
2021-07-04 08:00:00,6775.60872,5468.58986,895.36235,1038.0565
2021-07-04 09:00:00,6909.55257,5478.03572,900.81029,1096.33376
2021-07-04 10:00:00,7022.8453,5485.07916,909.63139,1155.7993
2021-07-04 11:00:00,7085.5489,5476.11464,917.14371,1229.69303
2021-07-04 12:00:00,7029.42725,5475.61428,929.51384,1287.32726
2021-07-04 13:00:00,6926.98699,5471.55552,940.83478,1316.75007
2021-07-04 14:00:00,6853.49827,5475.58866,938.03411,1324.85865
2021-07-04 15:00:00,6710.58968,5493.07091,937.8055,1338.22676
2021-07-04 16:00:00,6655.88911,5493.48431,937.95326,1347.21664
2021-07-04 17:00:00,6658.84884,5492.75532,950.24597,1397.59765
2021-07-04 18:00:00,6620.16742,5509.20153,931.93089,1452.92121
2021-07-04 19:00:00,6485.69394,5512.02085,932.25629,1489.65825
2021-07-04 20:00:00,6333.05658,5503.96388,925.26376,1511.65593
2021-07-04 21:00:00,6221.2337,5519.57047,921.55412,1557.1551
2021-07-04 22:00:00,6101.88392,5537.21459,914.33225,1604.95807
2021-07-04 23:00:00,6065.86812,5553.24855,910.29989,1668.50117
2021-07-05 00:00:00,6098.60423,5443.40039,941.23867,1678.29089
2021-07-05 01:00:00,5963.62223,5431.86208,919.54941,1692.74414
2021-07-05 02:00:00,5737.348,5437.01064,905.64116,1629.417
2021-07-05 03:00:00,5687.516,5435.14662,898.18973,1607.61508
2021-07-05 04:00:00,5788.46567,5444.81024,899.76499,1473.3336
2021-07-05 05:00:00,5967.9306,5456.9085,908.71903,1602.77728
2021-07-05 06:00:00,6209.38205,5456.54536,908.1502,1612.75758
2021-07-05 07:00:00,6575.49994,5469.17562,914.37866,1631.62381
2021-07-05 08:00:00,6914.21367,5491.17001,921.7524,1654.55646
2021-07-05 09:00:00,7127.19551,5498.24567,936.349,1676.03929
2021-07-05 10:00:00,7270.32832,5509.93324,951.22923,1687.58159
2021-07-05 11:00:00,7335.82311,5505.36364,964.05385,1717.92757
2021-07-05 12:00:00,7235.6648,5499.39972,982.53063,1729.5195
2021-07-05 13:00:00,7065.71278,5499.50297,997.82922,1711.93642
2021-07-05 14:00:00,6945.42824,5502.50473,996.93626,1674.55036
2021-07-05 15:00:00,6778.89751,5515.6204,996.67762,1645.85173
2021-07-05 16:00:00,6755.68014,5520.36506,996.27381,1615.36447
2021-07-05 17:00:00,6808.46095,5519.38337,1005.81043,1627.29618
2021-07-05 18:00:00,6835.9481,5536.10285,986.60292,1643.16547
2021-07-05 19:00:00,6783.08758,5533.38563,983.19148,1629.7432
2021-07-05 20:00:00,6698.35181,5526.52734,971.02877,1640.07104
2021-07-05 21:00:00,6613.29136,5540.9927,962.24391,1665.48062
2021-07-05 22:00:00,6449.182,5564.6151,948.09837,1694.09406
2021-07-05 23:00:00,6331.42037,5574.1056,938.37117,1741.2388
2021-07-03 00:00:00,8323.162,5343.22944,925.36724,986.00001
2021-07-03 01:00:00,8068.11495,5359.86139,917.16527,898
2021-07-03 02:00:00,8033.08888,5359.91845,902.18304,825.99997
2021-07-03 03:00:00,8245.35945,5371.22367,908.91853,736.00001
2021-07-03 04:00:00,8627.2406,5384.41192,919.54583,602.00001
2021-07-03 05:00:00,8950.52923,5387.40864,938.48585,497.99998
2021-07-03 06:00:00,9227.95899,5384.16795,972.60156,500.00001
2021-07-03 07:00:00,9397.24997,5376.10109,983.16656,596.00001
2021-07-03 08:00:00,9426.13745,5377.71997,990.57211,729.00002
2021-07-03 09:00:00,9388.26121,5390.8601,995.32209,860
2021-07-03 10:00:00,9282.22712,5373.33495,998.33911,967.99996
2021-07-03 11:00:00,9159.76109,5367.45798,1003.23563,1069.99996
2021-07-03 12:00:00,9005.6768,5380.90864,1009.26844,1135
2021-07-03 13:00:00,8931.89579,5377.71338,1016.38015,1167.99999
2021-07-03 14:00:00,8864.4623,5364.667,1016.20945,1180
2021-07-03 15:00:00,8904.74461,5377.01563,1001.31131,1174.99999
2021-07-03 16:00:00,8853.16721,5389.68062,1004.07944,1164.00002
2021-07-03 17:00:00,8878.63449,5383.0405,995.14484,1185
2021-07-03 18:00:00,8813.11058,5393.37644,992.93301,1299.00001
2021-07-03 19:00:00,8718.87755,5395.47395,978.15878,1592.00006
2021-07-03 20:00:00,8461.89763,5381.6025,981.07063,1922.99995
2021-07-03 21:00:00,8103.2939,5365.32302,965.02195,2074.99996
2021-07-03 22:00:00,7743.38304,5389.70294,950.15917,2073.00005
2021-07-03 23:00:00,7367.55129,5361.86224,946.51461,2047.99993
2021-07-04 00:00:00,7481.20548,5377.02165,989.2319,1460.41358
2021-07-04 01:00:00,7884.4472,5356.16111,976.70578,1480.30467
2021-07-04 02:00:00,8244.81344,5372.2467,967.33925,1422.33009
2021-07-04 03:00:00,8597.08638,5363.07995,964.49774,1411.21025
2021-07-04 04:00:00,8878.16857,5380.38266,966.60434,1299.20514
2021-07-04 05:00:00,8901.07471,5389.36213,972.93968,1445.14611
2021-07-04 06:00:00,8792.13221,5382.79129,968.09589,1483.52534
2021-07-04 07:00:00,8656.15065,5404.16306,963.94213,1531.0291
2021-07-04 08:00:00,8554.04928,5427.72704,959.7124,1586.8574
2021-07-04 09:00:00,8455.51588,5437.51022,956.61613,1643.39565
2021-07-04 10:00:00,8523.85356,5444.05369,959.10726,1689.45315
2021-07-04 11:00:00,8638.01225,5434.60162,961.92218,1753.58869
2021-07-04 12:00:00,8689.44115,5434.70333,969.72438,1798.92363
2021-07-04 13:00:00,8770.51319,5430.22223,977.51233,1812.05525
2021-07-04 14:00:00,8873.39645,5434.46382,973.56684,1801.57594
2021-07-04 15:00:00,8840.99195,5452.47593,973.22659,1802.07899
2021-07-04 16:00:00,8716.11839,5452.34589,974.47551,1797.59925
2021-07-04 17:00:00,8481.35008,5451.73529,990.97066,1840.91665
2021-07-04 18:00:00,8093.30122,5467.96956,975.6723,1887.91446
2021-07-04 19:00:00,7486.32085,5471.46042,977.56918,1906.02822
2021-07-04 20:00:00,6947.29449,5463.3526,974.36143,1916.98439
2021-07-04 21:00:00,6551.44645,5479.24838,974.89295,1951.36849
2021-07-04 22:00:00,6349.19695,5496.14487,971.95641,1986.49359
2021-07-04 23:00:00,6448.47983,5512.9777,972.27098,2038.50845
2021-07-05 00:00:00,6224.55416,5392.53798,930.97361,1696.86519
2021-07-05 01:00:00,6443.69825,5371.65474,917.12439,1708.18668
2021-07-05 02:00:00,6610.10267,5387.62271,906.82241,1642.86319
2021-07-05 03:00:00,6802.31144,5378.48255,902.571,1617.36308
2021-07-05 04:00:00,6994.15912,5395.79322,904.27409,1476.16971
2021-07-05 05:00:00,7060.84821,5404.77113,911.31642,1600.12416
2021-07-05 06:00:00,7069.4442,5398.1805,907.89701,1601.01629
2021-07-05 07:00:00,7104.86595,5419.48686,906.26692,1611.06997
2021-07-05 08:00:00,7136.08452,5443.02658,904.86849,1623.46448
2021-07-05 09:00:00,7136.44088,5452.769,905.77982,1633.73429
2021-07-05 10:00:00,7207.19483,5459.32839,911.42593,1635.36758
2021-07-05 11:00:00,7280.73269,5449.89689,916.37103,1655.68703
2021-07-05 12:00:00,7291.54875,5449.97453,926.00119,1657.51333
2021-07-05 13:00:00,7301.73326,5445.4977,935.39584,1631.53378
2021-07-05 14:00:00,7323.68717,5449.69718,931.81087,1587.20979
2021-07-05 15:00:00,7237.04765,5467.67027,931.56168,1550.2744
2021-07-05 16:00:00,7138.73157,5467.58565,932.13177,1512.64619
2021-07-05 17:00:00,7028.96678,5466.93779,946.20454,1515.07139
2021-07-05 18:00:00,6828.7892,5483.2458,928.88629,1521.63962
2021-07-05 19:00:00,6475.49159,5486.68775,930.57765,1499.77983
2021-07-05 20:00:00,6135.58428,5478.55354,925.88391,1510.97135
2021-07-05 21:00:00,5900.91827,5494.37906,924.56428,1534.54203
2021-07-05 22:00:00,5778.47298,5511.33727,920.22214,1562.26737
2021-07-05 23:00:00,5841.81359,5528.11032,918.76705,1608.94576
2021-07-06 00:00:00,5951.41494,5412.63809,961.22681,1730.20505
2021-07-06 01:00:00,6371.43477,5401.1646,942.92218,1755.98076
2021-07-06 02:00:00,6738.14781,5406.52471,930.70385,1698.6619
2021-07-06 03:00:00,7080.91802,5404.62246,924.98797,1687.49705
2021-07-06 04:00:00,7334.78824,5414.25484,926.7739,1571.6132
2021-07-06 05:00:00,7356.22453,5426.36241,934.74619,1716.43346
2021-07-06 06:00:00,7277.64629,5426.05168,932.5627,1751.17529
2021-07-06 07:00:00,7184.33856,5438.7943,934.9111,1793.34823
2021-07-06 08:00:00,7096.87275,5460.83373,937.94793,1845.01572
2021-07-06 09:00:00,7026.671,5467.98469,945.94514,1897.03931
2021-07-06 10:00:00,7058.33257,5479.65091,956.18901,1933.30257
2021-07-06 11:00:00,7101.6445,5475.05065,965.28608,1989.39048
2021-07-06 12:00:00,7115.69366,5469.12205,979.80731,2025.52038
2021-07-06 13:00:00,7159.145,5469.22686,992.30866,2027.94283
2021-07-06 14:00:00,7157.58779,5472.30936,990.29168,2006.10809
2021-07-06 15:00:00,6989.75938,5485.49256,989.99944,1997.62934
2021-07-06 16:00:00,6765.03327,5490.15688,990.22546,1984.23019
2021-07-06 17:00:00,6507.56703,5489.24777,1002.39487,2020.98713
2021-07-06 18:00:00,6169.03348,5505.82285,984.69537,2060.87437
2021-07-06 19:00:00,5673.90875,5503.18947,983.22005,2067.12545
2021-07-06 20:00:00,5242.55269,5496.38748,974.37354,2072.96562
2021-07-06 21:00:00,5029.70662,5510.98869,969.05226,2101.31444
2021-07-06 22:00:00,5033.23966,5534.50202,959.03768,2129.95067
2021-07-06 23:00:00,5277.33815,5544.09616,953.03376,2176.17677
2021-07-04 00:00:00,7508.91213,5371.88803,922.48008,1908.99996
2021-07-04 01:00:00,7270.35016,5382.91492,911.91573,1718.99994
2021-07-04 02:00:00,7161.16742,5382.96209,897.95662,1499.99999
2021-07-04 03:00:00,7250.91627,5391.80375,901.78567,1228.00002
2021-07-04 04:00:00,7396.50794,5403.05093,911.25134,922.00001
2021-07-04 05:00:00,7512.53689,5407.85945,926.21593,691.00001
2021-07-04 06:00:00,7624.98549,5401.75928,956.32252,661
2021-07-04 07:00:00,7788.60527,5397.78204,967.22091,802.99999
2021-07-04 08:00:00,7956.1068,5401.32472,975.6851,986.99996
2021-07-04 09:00:00,8049.09566,5406.37604,984.38796,1164.00002
2021-07-04 10:00:00,8048.4419,5389.96244,987.48583,1340.99999
2021-07-04 11:00:00,8008.21638,5388.80199,995.38291,1489.00002
2021-07-04 12:00:00,7945.47492,5401.81634,996.74354,1527.00003
2021-07-04 13:00:00,7980.45513,5400.95071,1005.76981,1479.00001
2021-07-04 14:00:00,7959.57868,5384.38223,1006.67436,1442.00004
2021-07-04 15:00:00,8026.67801,5393.93697,992.56227,1410
2021-07-04 16:00:00,7943.22318,5408.10109,998.82202,1368.99997
2021-07-04 17:00:00,7916.13098,5400.47306,990.76156,1347.00003
2021-07-04 18:00:00,7850.67986,5409.36402,987.45352,1434.99996
2021-07-04 19:00:00,7797.08951,5410.05653,974.28842,1693.00003
2021-07-04 20:00:00,7613.98379,5401.38605,972.97153,1986.00008
2021-07-04 21:00:00,7398.40331,5385.36897,958.47842,2150.00001
2021-07-04 22:00:00,7135.23093,5399.55309,942.43394,2050.99995
2021-07-04 23:00:00,6895.71854,5385.83342,941.50721,1977.00001
2021-07-05 00:00:00,7166.01379,5396.75725,996.68905,1626.19116
2021-07-05 01:00:00,7610.26256,5374.58779,987.81877,1645.23618
2021-07-05 02:00:00,7993.58408,5391.94175,980.20045,1585.08865
2021-07-05 03:00:00,8361.92423,5381.83211,979.02865,1569.27949
2021-07-05 04:00:00,8631.51476,5400.18698,981.2728,1446.50807
2021-07-05 05:00:00,8632.26242,5408.74042,986.63828,1584.93282
2021-07-05 06:00:00,8514.47605,5401.28939,980.27269,1609.92745
2021-07-05 07:00:00,8375.02988,5423.72728,972.21025,1643.50072
2021-07-05 08:00:00,8271.31014,5447.45954,963.61438,1683.83896
2021-07-05 09:00:00,8185.36624,5457.53502,953.79016,1723.84906
2021-07-05 10:00:00,8244.93429,5463.40927,951.64965,1752.23813
2021-07-05 11:00:00,8325.79012,5453.33224,950.62707,1799.47824
2021-07-05 12:00:00,8344.36314,5454.2134,954.23573,1827.63664
2021-07-05 13:00:00,8390.3072,5449.11666,959.14612,1824.52492
2021-07-05 14:00:00,8414.43712,5453.44889,953.96452,1799.30172
2021-07-05 15:00:00,8274.99678,5472.05432,953.60986,1784.6747
2021-07-05 16:00:00,8060.72127,5471.34629,955.41782,1766.48011
2021-07-05 17:00:00,7764.06911,5470.71745,974.3663,1794.34269
2021-07-05 18:00:00,7353.63609,5487.02197,960.29613,1825.85496
2021-07-05 19:00:00,6762.12486,5491.26551,964.43861,1827.06505
2021-07-05 20:00:00,6267.05145,5482.93837,964.7595,1836.41169
2021-07-05 21:00:00,5978.88608,5498.89858,968.89276,1865.29169
2021-07-05 22:00:00,5908.05423,5514.99621,970.47667,1895.87286
2021-07-05 23:00:00,6119.94333,5532.71563,974.72477,1944.24516
2021-07-06 00:00:00,5531.12392,5409.68,934.38468,1570.85653
2021-07-06 01:00:00,5979.72511,5389.47606,923.26354,1604.90214
2021-07-06 02:00:00,6383.83972,5404.53337,914.25453,1553.97597
2021-07-06 03:00:00,6767.74219,5395.96091,911.21789,1555.10815
2021-07-06 04:00:00,7058.07631,5412.70582,913.00988,1463.58091
2021-07-06 05:00:00,7102.31645,5421.91606,919.34228,1627.03528
2021-07-06 06:00:00,7037.42227,5415.77435,914.82114,1693.27305
2021-07-06 07:00:00,6945.98371,5436.375,910.31715,1766.64078
2021-07-06 08:00:00,6849.76502,5459.77828,905.70903,1854.80915
2021-07-06 09:00:00,6771.94864,5469.28663,901.66066,1945.70257
2021-07-06 10:00:00,6787.94487,5476.24312,903.9077,2018.41693
2021-07-06 11:00:00,6820.59871,5467.19321,906.01781,2110.71361
2021-07-06 12:00:00,6835.21791,5466.79804,912.53063,2182.60534
2021-07-06 13:00:00,6889.18646,5462.66708,919.79989,2216.7869
2021-07-06 14:00:00,6892.59246,5466.74059,915.28908,2222.10252
2021-07-06 15:00:00,6722.6885,5484.31756,915.03235,2244.22677
2021-07-06 16:00:00,6489.88219,5484.63314,916.00117,2257.77043
2021-07-06 17:00:00,6221.38003,5483.9286,931.84524,2328.4713
2021-07-06 18:00:00,5872.35002,5500.33017,915.38243,2401.81931
2021-07-06 19:00:00,5356.1752,5503.26944,918.77311,2440.38347
2021-07-06 20:00:00,4896.01029,5495.20704,916.70458,2445.20752
2021-07-06 21:00:00,4667.33253,5510.87146,918.05149,2481.84758
2021-07-06 22:00:00,4669.18532,5528.38127,917.09162,2515.78198
2021-07-06 23:00:00,4923.83779,5544.55809,918.55848,2565.6521
2021-07-07 00:00:00,5206.47209,5425.07619,972.59592,2854.78844
2021-07-07 01:00:00,5649.73295,5413.57669,958.27663,2910.30121
2021-07-07 02:00:00,6052.04173,5418.85122,947.98185,2858.72295
2021-07-07 03:00:00,6449.60679,5416.9643,944.13314,2852.81149
2021-07-07 04:00:00,6761.80344,5426.60929,946.08962,2730.54368
2021-07-07 05:00:00,6832.87444,5438.71298,952.98384,2878.66188
2021-07-07 06:00:00,6797.15275,5438.38129,949.09055,2911.25428
2021-07-07 07:00:00,6733.40264,5451.0785,947.1132,2943.64398
2021-07-07 08:00:00,6655.10795,5473.09968,945.31729,2993.06262
2021-07-07 09:00:00,6588.48947,5480.21998,945.88844,3042.31993
2021-07-07 10:00:00,6598.39479,5491.89513,950.99689,3051.35669
2021-07-07 11:00:00,6622.28994,5487.30689,955.86735,3087.84642
2021-07-07 12:00:00,6627.99536,5481.36432,965.79893,3099.05378
2021-07-07 13:00:00,6675.24911,5481.46835,975.13033,3068.1144
2021-07-07 14:00:00,6670.63425,5484.51824,971.77093,3008.01116
2021-07-07 15:00:00,6491.96794,5497.67428,971.45788,2973.31087
2021-07-07 16:00:00,6258.15588,5502.3712,972.3212,2932.34382
2021-07-07 17:00:00,5992.74668,5501.43298,987.25455,2955.08735
2021-07-07 18:00:00,5652.33741,5518.06629,970.98579,2978.31096
2021-07-07 19:00:00,5142.22802,5515.39875,971.92303,2946.33541
2021-07-07 20:00:00,4679.17417,5508.57385,966.93552,2929.05914
2021-07-07 21:00:00,4449.73091,5523.12033,965.57253,2934.34664
2021-07-07 22:00:00,4446.67545,5546.6783,960.47254,2936.58579
2021-07-07 23:00:00,4695.39954,5556.22974,958.77684,2958.78164
2021-07-05 00:00:00,7852.66588,4587.64651,962.96016,1849.99997
2021-07-05 01:00:00,7718.7162,4597.7183,951.47004,1701.99993
2021-07-05 02:00:00,7672.66076,4598.96531,931.51184,1545.99995
