,UTC time,carbon_intensity,biomass,coal,nat_gas,geothermal,hydro,avg_hydro_production_forecast
1639,2020-03-09 07:00:00+00:00,368.87,22253,63075,41085,104,6738,6531.814
1640,2020-03-09 08:00:00+00:00,370.1,22300,65266,44442,104,7105,6575.459
1641,2020-03-09 09:00:00+00:00,355.37,22270,66048,44979,104,6818,6599.491
1642,2020-03-09 10:00:00+00:00,330.93,22367,63347,42204,104,6604,6654.626
1643,2020-03-09 11:00:00+00:00,312.18,22368,59812,42597,104,6628,6692.1255
1644,2020-03-09 12:00:00+00:00,306.42,22333,59679,43114,104,6662,6697.154
1645,2020-03-09 13:00:00+00:00,303.79,22380,59304,42752,104,6485,6709.1924
1646,2020-03-09 14:00:00+00:00,316.69,22387,63986,42691,104,6856,6742.921
1647,2020-03-09 15:00:00+00:00,331.32,22332,64510,42926,104,6798,6728.8027
1648,2020-03-09 16:00:00+00:00,357.92,22362,64405,44051,104,7195,6790.47
1649,2020-03-09 17:00:00+00:00,389.86,22405,69011,44731,104,7281,6802.415
1650,2020-03-09 18:00:00+00:00,388,22343,70586,46399,105,7940,6816.6924
1651,2020-03-09 19:00:00+00:00,370.48,22357,70348,45642,105,7695,6787.4062
1652,2020-03-09 20:00:00+00:00,347.37,22306,66661,42091,108,7202,6783.2837
1653,2020-03-09 21:00:00+00:00,315.09,22396,59157,37620,108,7089,6816.5234
1654,2020-03-09 22:00:00+00:00,283.76,22395,53514,28520,108,7248,6826.431
1655,2020-03-09 23:00:00+00:00,233.75,22290,41226,20650,108,7324,6845.9106
1656,2020-03-10 00:00:00+00:00,207.07,22086,34659,19082,111,7122,7040.9004
1657,2020-03-10 01:00:00+00:00,195.13,22110,32805,17282,112,7057,7107.305
1658,2020-03-10 02:00:00+00:00,186.27,22078,31977,16712,112,7327,7103.849
1659,2020-03-10 03:00:00+00:00,181.85,21943,32390,16555,110,6961,7023.3755
1660,2020-03-10 04:00:00+00:00,179.47,21889,32959,17436,108,6922,6955.2197
1661,2020-03-10 05:00:00+00:00,179.64,21866,33995,20161,108,6971,6932.709
1662,2020-03-10 06:00:00+00:00,189.46,21887,38746,23961,108,7085,6913.918
1663,2020-03-10 07:00:00+00:00,197.72,21974,42994,25711,105,7245,6889.734
1664,2020-03-10 08:00:00+00:00,200.7,22012,44938,26378,104,7289,6874.6357
1665,2020-03-10 09:00:00+00:00,198.73,22060,45110,26495,104,7160,6913.877
1666,2020-03-10 10:00:00+00:00,197.51,22047,45654,25970,104,7206,6967.425
1667,2020-03-10 11:00:00+00:00,198.17,21951,46223,26205,105,7215,7012.8926
1668,2020-03-10 12:00:00+00:00,197.73,22029,45151,26270,105,7225,7015.008
1669,2020-03-10 13:00:00+00:00,200.99,22041,46167,25590,104,7249,7036.478
1670,2020-03-10 14:00:00+00:00,201.38,21926,45074,25751,104,7357,7039.4834
1671,2020-03-10 15:00:00+00:00,198.9,22103,43222,25326,104,7174,7023.736
1672,2020-03-10 16:00:00+00:00,189.9,22172,39561,25114,101,6899,7021.2705
1673,2020-03-10 17:00:00+00:00,191.86,22203,41761,25088,100,7151,6995.692
1674,2020-03-10 18:00:00+00:00,196.73,22221,45773,25526,102,7034,6971.2217
1675,2020-03-10 19:00:00+00:00,188.21,22264,42707,25296,104,7203,6956.972
1676,2020-03-10 20:00:00+00:00,161.27,22238,32295,21820,101,7386,6988.963
1677,2020-03-10 21:00:00+00:00,147.69,22207,29400,15998,100,7464,7030.863
1678,2020-03-10 22:00:00+00:00,145.77,22115,28738,15798,100,7422,7050.7397
1679,2020-03-10 23:00:00+00:00,143.93,22161,27929,15156,100,7476,7142.3057
1680,2020-03-11 00:00:00+00:00,144.47,21979,27656,14672,100,7278,7248.068
1681,2020-03-11 01:00:00+00:00,145.72,21996,27558,14395,100,7606,7316.575
1682,2020-03-11 02:00:00+00:00,149.92,21944,27926,14155,100,7387,7304.7075
1683,2020-03-11 03:00:00+00:00,155.89,21722,28367,14433,100,7287,7243.451
1684,2020-03-11 04:00:00+00:00,163.21,21714,29668,15271,96,7420,7210.0615
1685,2020-03-11 05:00:00+00:00,185.21,21734,33493,19173,96,7622,7206.697
1686,2020-03-11 06:00:00+00:00,210.63,21736,37415,25989,93,7845,7215.017
1687,2020-03-11 07:00:00+00:00,224.92,21821,39921,27769,89,7990,7202.7207
1688,2020-03-11 08:00:00+00:00,214.87,21733,37777,27648,85,7709,7184.788
1689,2020-03-11 09:00:00+00:00,205.2,21678,37793,27112,81,7648,7214.1416
1690,2020-03-11 10:00:00+00:00,193.93,21879,37391,25840,76,7679,7271.291
1691,2020-03-11 11:00:00+00:00,184.76,21932,35880,25681,85,7872,7318.37
1692,2020-03-11 12:00:00+00:00,180.95,21959,35448,25358,85,7748,7285.291
1693,2020-03-11 13:00:00+00:00,183.83,21930,35595,25032,86,7607,7322.271
1694,2020-03-11 14:00:00+00:00,190.49,21785,36496,24441,92,7376,7336.9624
1695,2020-03-11 15:00:00+00:00,206.66,21848,37895,25191,86,7465,7328.801
1696,2020-03-11 16:00:00+00:00,227.22,21955,39027,25358,84,7937,7319.505
1697,2020-03-11 17:00:00+00:00,244.38,21959,39706,26343,84,8041,7336.9746
1698,2020-03-11 18:00:00+00:00,247.4,21893,41456,26073,84,8099,7352.6143
1699,2020-03-11 19:00:00+00:00,232.33,21904,40510,26225,84,7637,7313.8203
1700,2020-03-11 20:00:00+00:00,205.51,21936,35389,25065,87,7496,7316.945
1701,2020-03-11 21:00:00+00:00,180.72,21970,29650,21313,88,7745,7363.401
1702,2020-03-11 22:00:00+00:00,166.35,21905,27666,17433,91,7657,7361.0034
1703,2020-03-11 23:00:00+00:00,151.52,21870,25529,14074,94,7597,7435.5845
1704,2020-03-12 00:00:00+00:00,145.79,21958,24946,13348,96,7693,7461.556
1705,2020-03-12 01:00:00+00:00,143.97,21873,24891,13782,100,7681,7549.9097
1706,2020-03-12 02:00:00+00:00,141.34,21965,24872,12988,100,7609,7569.0884
1707,2020-03-12 03:00:00+00:00,138.99,21890,24978,13025,100,7540,7458.495
1708,2020-03-12 04:00:00+00:00,138.91,21881,25785,13159,96,7682,7342.947
1709,2020-03-12 05:00:00+00:00,142.42,21819,27251,14959,96,7890,7341.1772
1710,2020-03-12 06:00:00+00:00,149.5,21685,29032,18163,94,7986,7308.1606
1711,2020-03-12 07:00:00+00:00,151.08,21692,30001,19595,89,7941,7291.57
1712,2020-03-12 08:00:00+00:00,145.46,21601,29335,19414,97,7787,7257.9673
1713,2020-03-12 09:00:00+00:00,141.31,21529,30412,17549,96,7606,7327.758
1714,2020-03-12 10:00:00+00:00,135.08,21598,30021,16306,93,7559,7357.199
1715,2020-03-12 11:00:00+00:00,134.88,21645,30296,15901,92,7779,7390.1797
1716,2020-03-12 12:00:00+00:00,134.43,21734,30153,15817,89,7690,7431.6367
1717,2020-03-12 13:00:00+00:00,137.02,21808,30900,15505,91,7629,7426.9033
1718,2020-03-12 14:00:00+00:00,140.8,21753,30976,15594,92,7566,7403.4917
1719,2020-03-12 15:00:00+00:00,149.65,21914,30215,16975,92,7451,7409.2065
1720,2020-03-12 16:00:00+00:00,174.26,21824,34168,19276,93,7501,7425.4316
1721,2020-03-12 17:00:00+00:00,205.23,21854,40192,21047,96,7568,7354.0864
1722,2020-03-12 18:00:00+00:00,223.23,21778,43236,22179,96,7716,7286.42
1723,2020-03-12 19:00:00+00:00,221.82,21846,42470,22097,96,7320,7321.2646
1724,2020-03-12 20:00:00+00:00,207.8,21985,38695,21569,98,7265,7386.1973
1725,2020-03-12 21:00:00+00:00,178.85,21988,30239,20888,103,7621,7427.852
1726,2020-03-12 22:00:00+00:00,166.4,21897,28361,18203,108,7648,7455.9995
1727,2020-03-12 23:00:00+00:00,159.59,21976,27792,15213,108,7529,7578.2153
1728,2020-03-13 00:00:00+00:00,159.13,21830,28719,13873,109,7624,7337.3716
1729,2020-03-13 01:00:00+00:00,154.41,21835,27495,13197,112,7547,7408.313
1730,2020-03-13 02:00:00+00:00,153.47,20569,28022,12517,115,7653,7404.91
1731,2020-03-13 03:00:00+00:00,152.17,20552,27756,12816,114,7533,7324.883
1732,2020-03-13 04:00:00+00:00,156.26,20495,29043,14165,112,7537,7262.9165
1733,2020-03-13 05:00:00+00:00,162.92,20532,30439,15041,112,7632,7250.034
1734,2020-03-13 06:00:00+00:00,172.28,20415,34338,17618,108,7614,7239.928
1735,2020-03-13 07:00:00+00:00,172.56,20509,37079,18582,108,7705,7217.703
1736,2020-03-13 08:00:00+00:00,146.07,20421,29491,18274,110,7617,7197.664
1737,2020-03-13 09:00:00+00:00,135.01,20466,27662,17488,111,7690,7231.327
1738,2020-03-13 10:00:00+00:00,132,20393,27747,17585,108,7740,7286.0493
1739,2020-03-13 11:00:00+00:00,131.88,20433,28942,17228,110,7811,7329.3823
1740,2020-03-13 12:00:00+00:00,132.3,20448,29276,17135,108,7539,7318.261
1741,2020-03-13 13:00:00+00:00,133.52,20449,28903,17472,108,7617,7341.981
1742,2020-03-13 14:00:00+00:00,136.53,20536,28563,17633,104,7922,7345.5557
1743,2020-03-13 15:00:00+00:00,146.37,20609,29193,19075,104,7984,7333.572
1744,2020-03-13 16:00:00+00:00,178.99,20761,34732,22798,106,7573,7327.3213
1745,2020-03-13 17:00:00+00:00,221.04,20752,41936,29206,108,7448,7315.169
1746,2020-03-13 18:00:00+00:00,242.22,20648,44232,30810,108,7788,7302.6904
1747,2020-03-13 19:00:00+00:00,255.98,20628,44061,31212,112,8022,7280.318
1748,2020-03-13 20:00:00+00:00,273.46,20708,42994,31531,114,7744,7303.9873
1749,2020-03-13 21:00:00+00:00,287.41,20876,41926,28276,117,7575,7348.4546
1750,2020-03-13 22:00:00+00:00,306.09,20889,40835,28160,120,7740,7361.937
1751,2020-03-13 23:00:00+00:00,325.47,20666,40457,25950,120,7559,7452.8184
1752,2020-03-14 00:00:00+00:00,343.48,19951,40338,23981,120,7508,7543.3525
1753,2020-03-14 01:00:00+00:00,356.16,19953,39752,23890,120,7466,7617.127
1754,2020-03-14 02:00:00+00:00,367.74,19938,39245,24300,120,7498,7649.5044
1755,2020-03-14 03:00:00+00:00,377.06,19844,39262,24317,120,7457,7614.5757
1756,2020-03-14 04:00:00+00:00,384.89,19812,40156,24526,120,7521,7600.1875
1757,2020-03-14 05:00:00+00:00,388.78,19755,41019,24814,120,7433,7622.746
1758,2020-03-14 06:00:00+00:00,379.76,19687,40870,24790,120,7314,7631.076
1759,2020-03-14 07:00:00+00:00,339.94,19011,40483,24256,120,7340,7623.7305
1760,2020-03-14 08:00:00+00:00,291.42,18355,38763,22847,114,7554,7588.3096
1761,2020-03-14 09:00:00+00:00,257.53,18344,38464,21820,112,7464,7577.131
1762,2020-03-14 10:00:00+00:00,230.31,18297,35371,20809,108,7521,7587.1377
1763,2020-03-14 11:00:00+00:00,211.63,18396,32051,18878,108,7234,7601.2104
1764,2020-03-14 12:00:00+00:00,202.29,18460,29149,18654,108,7226,7548.4136
1765,2020-03-14 13:00:00+00:00,200.01,18468,27585,18174,108,7251,7538.495
1766,2020-03-14 14:00:00+00:00,209.98,18526,28765,18976,108,7445,7534.5957
1767,2020-03-14 15:00:00+00:00,224.74,18571,30823,20175,108,7366,7517.968
1768,2020-03-14 16:00:00+00:00,250.03,18642,35447,19800,108,7569,7502.557
1769,2020-03-14 17:00:00+00:00,282.27,18845,40936,21817,108,8198,7508.037
1770,2020-03-14 18:00:00+00:00,274.08,19374,42283,22152,109,8164,7533.1646
1771,2020-03-14 19:00:00+00:00,252.76,19787,42475,21427,112,8040,7482.9854
1772,2020-03-14 20:00:00+00:00,234.3,19852,40387,20481,114,7967,7459.298
1773,2020-03-14 21:00:00+00:00,218.63,19943,37831,19881,116,7900,7482.291
1774,2020-03-14 22:00:00+00:00,210.2,19938,36901,18312,120,7600,7486.772
1775,2020-03-14 23:00:00+00:00,188.4,20166,31240,15493,124,7620,7548.637
1776,2020-03-15 00:00:00+00:00,175,20758,27327,14686,124,7679,7491.3276
1777,2020-03-15 01:00:00+00:00,169.17,21143,25761,14075,124,7365,7575.047
1778,2020-03-15 02:00:00+00:00,165.66,21962,25227,13552,124,7390,7582.3267
1779,2020-03-15 03:00:00+00:00,164.29,21887,25195,12907,123,7295,7490.1523
1780,2020-03-15 04:00:00+00:00,163.09,21785,25307,12856,120,7188,7408.3325
1781,2020-03-15 05:00:00+00:00,160.93,21758,25385,12389,120,7158,7410.584
1782,2020-03-15 06:00:00+00:00,158.02,21719,25188,11871,120,7132,7398.6235
1783,2020-03-15 07:00:00+00:00,152.08,21718,25099,11850,116,7094,7384.5884
1784,2020-03-15 08:00:00+00:00,146.96,21742,25357,11664,114,6945,7354.6235
1785,2020-03-15 09:00:00+00:00,142.71,21762,24425,11676,111,6736,7408.9707
1786,2020-03-15 10:00:00+00:00,137.03,21755,23904,11493,108,6662,7449.2676
1787,2020-03-15 11:00:00+00:00,134.59,21508,23859,11476,105,6494,7485.3027
1788,2020-03-15 12:00:00+00:00,137.16,20328,23837,11414,104,5823,7493.3677
1789,2020-03-15 13:00:00+00:00,142.29,20336,23594,11352,100,5684,7505.127
1790,2020-03-15 14:00:00+00:00,147.88,20567,23921,11346,100,5669,7497.1494
1791,2020-03-15 15:00:00+00:00,153.4,21136,24524,11535,100,6408,7500.6763
1792,2020-03-15 16:00:00+00:00,163.98,21123,25120,12500,100,6889,7507.1445
1793,2020-03-15 17:00:00+00:00,195.24,21214,28399,15816,102,6893,7474.947
1794,2020-03-15 18:00:00+00:00,229.63,21237,37478,19339,105,6943,7442.718
1795,2020-03-15 19:00:00+00:00,233.23,21154,38518,20944,108,6805,7447.9785
1796,2020-03-15 20:00:00+00:00,228.23,21180,37305,21283,111,6905,7486.509
1797,2020-03-15 21:00:00+00:00,228.89,21269,38079,20744,112,7051,7529.831
1798,2020-03-15 22:00:00+00:00,229.76,21629,37140,20718,116,7075,7542.397
1799,2020-03-15 23:00:00+00:00,220.96,22064,33293,18439,116,7016,7646.6416
1800,2020-03-16 00:00:00+00:00,212.34,22028,30105,16041,115,6726,6694.059
1801,2020-03-16 01:00:00+00:00,217.25,22033,30474,15983,112,6652,6767.1274
1802,2020-03-16 02:00:00+00:00,223.01,21960,31294,15881,115,6633,6748.3916
1803,2020-03-16 03:00:00+00:00,235.63,21909,33132,16281,113,6565,6707.6636
1804,2020-03-16 04:00:00+00:00,256.41,21808,37268,18962,112,6453,6698.4653
1805,2020-03-16 05:00:00+00:00,296.66,21250,48290,21791,108,6533,6713.6577
1806,2020-03-16 06:00:00+00:00,339.17,20877,62025,25643,108,6879,6741.4204
1807,2020-03-16 07:00:00+00:00,341.33,21634,68242,27934,105,6821,6751.7764
1808,2020-03-16 08:00:00+00:00,324.77,21664,69605,28804,99,6811,6742.127
1809,2020-03-16 09:00:00+00:00,308.04,21602,68625,30287,91,6844,6797.5005
1810,2020-03-16 10:00:00+00:00,291.91,21587,65572,30566,88,6838,6841.2573
1811,2020-03-16 11:00:00+00:00,283.16,21743,63404,30292,86,6695,6892.27
1812,2020-03-16 12:00:00+00:00,282.16,21829,62626,29496,84,6638,6864.107
1813,2020-03-16 13:00:00+00:00,292.48,21762,65289,27806,84,6556,6908.496
1814,2020-03-16 14:00:00+00:00,312.88,21736,68288,27308,84,6594,6932.3228
1815,2020-03-16 15:00:00+00:00,351.89,21726,72304,30147,84,6545,6940.497
1816,2020-03-16 16:00:00+00:00,414.23,21726,78993,34181,84,6614,6952.587
1817,2020-03-16 17:00:00+00:00,469.06,21809,82904,39745,85,6586,6979.7715
1818,2020-03-16 18:00:00+00:00,486.2,21837,84701,42365,89,6741,7005.3794
1819,2020-03-16 19:00:00+00:00,486.6,21818,84882,42462,95,6578,6980.794
1820,2020-03-16 20:00:00+00:00,483.26,21818,82916,39887,97,6422,6974.9175
1821,2020-03-16 21:00:00+00:00,477.58,21944,79257,38182,100,6538,7020.6685
1822,2020-03-16 22:00:00+00:00,467.53,21977,73273,35904,100,6632,7000.456
1823,2020-03-16 23:00:00+00:00,446.74,21958,66023,32957,104,6722,7056.0435
1824,2020-03-17 00:00:00+00:00,425.57,21929,61292,29651,104,6789,6492.136
1825,2020-03-17 01:00:00+00:00,400.06,21907,55250,28724,104,6619,6556.483
1826,2020-03-17 02:00:00+00:00,376.82,21872,51516,28199,104,6660,6570.609
1827,2020-03-17 03:00:00+00:00,364.77,21769,51354,27663,104,6799,6555.2793
1828,2020-03-17 04:00:00+00:00,360.73,21702,53237,27378,100,6837,6557.4185
1829,2020-03-17 05:00:00+00:00,371.4,21669,62468,28575,97,6876,6575.4297
1830,2020-03-17 06:00:00+00:00,381.9,21559,72498,30264,94,6819,6591.2285
1831,2020-03-17 07:00:00+00:00,369.1,21490,73232,31690,92,7113,6601.328
1832,2020-03-17 08:00:00+00:00,355.46,21493,75499,32194,90,6918,6580.499
1833,2020-03-17 09:00:00+00:00,333.65,21524,73937,31860,88,6760,6602.1543
1834,2020-03-17 10:00:00+00:00,311.29,21532,71211,31390,88,6732,6608.285
1835,2020-03-17 11:00:00+00:00,290.09,21541,67570,30460,88,6965,6635.3193
1836,2020-03-17 12:00:00+00:00,275.06,21663,64072,29751,88,6867,6598.2207
1837,2020-03-17 13:00:00+00:00,267.13,21643,59843,28745,88,6701,6609.312
1838,2020-03-17 14:00:00+00:00,276.42,21693,60723,28366,88,6797,6621.546
1839,2020-03-17 15:00:00+00:00,300.52,21705,64492,28923,90,6732,6617.933
1840,2020-03-17 16:00:00+00:00,334.7,21732,68181,30025,92,6912,6625.214
1841,2020-03-17 17:00:00+00:00,374.18,21750,73771,32041,92,6801,6636.805
1842,2020-03-17 18:00:00+00:00,385,21716,75760,33163,92,7342,6662.102
1843,2020-03-17 19:00:00+00:00,377.86,21634,75605,33006,92,7151,6633.5093
1844,2020-03-17 20:00:00+00:00,364,21689,72373,31351,92,6886,6614.7764
1845,2020-03-17 21:00:00+00:00,355.98,21723,69886,31594,96,7037,6640.1694
1846,2020-03-17 22:00:00+00:00,337.09,21752,64818,28831,96,6740,6630.506
1847,2020-03-17 23:00:00+00:00,315.1,21798,60146,22189,97,6842,6675.9033
1848,2020-03-18 00:00:00+00:00,298.48,21812,55873,18577,100,6802,6743.185
1849,2020-03-18 01:00:00+00:00,286.14,21809,54104,17566,100,6640,6808.4287
1850,2020-03-18 02:00:00+00:00,266.77,21749,49343,15116,101,6778,6813.432
1851,2020-03-18 03:00:00+00:00,260.24,21687,48274,14570,102,6877,6781.4507
1852,2020-03-18 04:00:00+00:00,262.22,21629,50214,15918,100,6772,6770.134
1853,2020-03-18 05:00:00+00:00,279.56,21601,58200,17177,100,6641,6779.1426
1854,2020-03-18 06:00:00+00:00,296.35,21625,67961,18729,100,6590,6791.065
1855,2020-03-18 07:00:00+00:00,288.04,21597,68875,19414,97,6812,6792.393
1856,2020-03-18 08:00:00+00:00,270.92,21625,66908,19412,92,6977,6773.0767
1857,2020-03-18 09:00:00+00:00,247.12,21558,61873,17738,88,6895,6797.126
1858,2020-03-18 10:00:00+00:00,220.21,21607,54991,16622,87,6733,6821.5674
1859,2020-03-18 11:00:00+00:00,207.39,21580,50932,15609,84,6890,6855.8345
1860,2020-03-18 12:00:00+00:00,209.94,21534,50868,15335,84,6750,6821.125
1861,2020-03-18 13:00:00+00:00,220.96,21587,52416,15179,84,6787,6841.005
1862,2020-03-18 14:00:00+00:00,248.71,21602,58452,15776,84,6917,6853.956
1863,2020-03-18 15:00:00+00:00,281.35,21595,62239,17203,84,6841,6847.796
1864,2020-03-18 16:00:00+00:00,325.39,21583,65828,18849,84,6839,6849.0913
1865,2020-03-18 17:00:00+00:00,389.05,21640,73358,22068,85,6995,6861.414
1866,2020-03-18 18:00:00+00:00,415.64,21604,76632,24961,90,7588,6882.1084
1867,2020-03-18 19:00:00+00:00,422,21622,76437,25147,93,7305,6850.0757
1868,2020-03-18 20:00:00+00:00,424.68,21622,73811,25018,96,6802,6839.8745
1869,2020-03-18 21:00:00+00:00,424.73,21639,71924,25062,100,6863,6872.501
1870,2020-03-18 22:00:00+00:00,424.33,21666,69740,24647,101,7016,6866.5127
1871,2020-03-18 23:00:00+00:00,421.75,21543,66950,23864,104,6843,6922.516
1872,2020-03-19 00:00:00+00:00,419.26,20917,64540,23047,104,6896,6864.695
1873,2020-03-19 01:00:00+00:00,423.48,20895,64599,23025,104,6873,6938.6865
1874,2020-03-19 02:00:00+00:00,426.66,20907,64448,22736,104,7048,6964.268
1875,2020-03-19 03:00:00+00:00,427.31,20906,63240,22939,104,7176,6959.559
1876,2020-03-19 04:00:00+00:00,436.18,20849,64689,24715,104,7272,6977.3477
1877,2020-03-19 05:00:00+00:00,452.07,20835,68577,29448,101,7116,7021.303
1878,2020-03-19 06:00:00+00:00,468.74,20836,76105,31241,100,6799,7052.869
1879,2020-03-19 07:00:00+00:00,447.48,20716,78354,31480,99,7464,7073.417
1880,2020-03-19 08:00:00+00:00,414.42,20763,78169,33245,93,6928,7040.367
1881,2020-03-19 09:00:00+00:00,377.94,20588,75531,31522,89,6825,7052.387
1882,2020-03-19 10:00:00+00:00,349.77,20633,72301,32462,85,6677,7042.308
1883,2020-03-19 11:00:00+00:00,331.37,20646,69353,30769,84,6959,7057.266
1884,2020-03-19 12:00:00+00:00,322.25,20741,66455,29173,84,6968,6999.8125
1885,2020-03-19 13:00:00+00:00,326.9,20793,64592,30407,81,7003,7002.8584
1886,2020-03-19 14:00:00+00:00,343.51,20840,64657,32743,80,6953,7011.743
1887,2020-03-19 15:00:00+00:00,379.32,20833,69081,34437,80,6959,7018.116
1888,2020-03-19 16:00:00+00:00,423.33,20964,74173,35405,80,7111,7025.2124
1889,2020-03-19 17:00:00+00:00,459.3,21024,76371,36946,84,7134,7052.7666
1890,2020-03-19 18:00:00+00:00,469.11,20964,77995,38512,88,7451,7096.766
1891,2020-03-19 19:00:00+00:00,462.61,20891,76819,37087,92,7355,7062.037
1892,2020-03-19 20:00:00+00:00,454.44,20921,73507,35143,95,7039,7025.6665
1893,2020-03-19 21:00:00+00:00,452.79,20915,72235,34347,97,6859,7048.606
1894,2020-03-19 22:00:00+00:00,448.74,20908,69101,33744,100,6938,7026.9336
1895,2020-03-19 23:00:00+00:00,437.06,21104,62929,31528,100,6845,7066.378
1896,2020-03-20 00:00:00+00:00,428.59,21744,60835,25930,104,7252,6945.6475
1897,2020-03-20 01:00:00+00:00,423.46,21709,59394,24241,104,7115,7012.3994
1898,2020-03-20 02:00:00+00:00,420.22,21813,58952,23446,104,7097,7030.0957
1899,2020-03-20 03:00:00+00:00,419.63,21786,59062,23465,104,7021,7000.1685
1900,2020-03-20 04:00:00+00:00,418.76,21840,59975,24180,104,7234,6989.1694
1901,2020-03-20 05:00:00+00:00,420.41,21815,62758,25585,103,7050,7001.7847
1902,2020-03-20 06:00:00+00:00,417.01,21702,64738,26233,100,7558,7010.1123
1903,2020-03-20 07:00:00+00:00,393.24,21592,64860,26016,97,7854,7007.0635
1904,2020-03-20 08:00:00+00:00,370.41,21755,65019,25362,92,7455,6982.155
1905,2020-03-20 09:00:00+00:00,345.15,21709,64395,25158,88,7383,6989.529
1906,2020-03-20 10:00:00+00:00,320.82,21628,61238,24011,85,7715,7003.0337
1907,2020-03-20 11:00:00+00:00,307.49,21689,60313,23089,83,8318,7026.947
1908,2020-03-20 12:00:00+00:00,305.35,21723,60206,22589,80,7427,6985.3223
1909,2020-03-20 13:00:00+00:00,302.15,21656,58113,22605,80,7275,6991.416
1910,2020-03-20 14:00:00+00:00,301.81,21722,57520,22840,80,7303,6998.1626
1911,2020-03-20 15:00:00+00:00,309.06,21688,58619,22939,80,7289,6987.1616
1912,2020-03-20 16:00:00+00:00,320.99,21705,60231,23151,80,7231,6985.3477
1913,2020-03-20 17:00:00+00:00,336.69,21803,62645,23660,83,7272,6993.6265
1914,2020-03-20 18:00:00+00:00,339.69,21775,64014,23946,87,7374,7014.911
1915,2020-03-20 19:00:00+00:00,333.13,21710,64224,23509,92,7350,6978.1255
1916,2020-03-20 20:00:00+00:00,313.79,21722,58561,21876,95,7164,6962.902
1917,2020-03-20 21:00:00+00:00,292.57,21870,54190,17147,92,7074,6990.6084
1918,2020-03-20 22:00:00+00:00,283.91,22078,50925,16805,103,7250,6990.328
1919,2020-03-20 23:00:00+00:00,260.44,22130,43887,15058,108,7115,7046.3154
1920,2020-03-21 00:00:00+00:00,213.29,21577,31152,13235,109,7191,7157.2456
1921,2020-03-21 01:00:00+00:00,187.6,21500,25248,12788,112,7194,7223.5825
1922,2020-03-21 02:00:00+00:00,176.97,21461,22685,12535,112,7221,7213.571
1923,2020-03-21 03:00:00+00:00,172.89,21302,22358,12539,112,7181,7153.298
1924,2020-03-21 04:00:00+00:00,169.65,21151,22357,12576,112,7162,7118.6514
1925,2020-03-21 05:00:00+00:00,169.34,21091,22685,12689,112,7573,7111.469
1926,2020-03-21 06:00:00+00:00,169.88,21081,22830,12844,112,7411,7115.828
1927,2020-03-21 07:00:00+00:00,166.56,21030,22887,12940,115,7297,7101.64
1928,2020-03-21 08:00:00+00:00,154.51,21119,23122,11691,113,7379,7085.1245
1929,2020-03-21 09:00:00+00:00,141.08,21169,22836,11628,115,7811,7112.584
1930,2020-03-21 10:00:00+00:00,130.33,21171,22270,11483,116,7762,7167.8013
1931,2020-03-21 11:00:00+00:00,127.85,21346,22470,11332,115,7811,7214.1255
1932,2020-03-21 12:00:00+00:00,127.91,21458,22371,11198,112,7418,7184.04
1933,2020-03-21 13:00:00+00:00,129.2,21520,22220,11125,115,7306,7218.1196
1934,2020-03-21 14:00:00+00:00,133.84,21579,22446,11083,114,7340,7232.0244
1935,2020-03-21 15:00:00+00:00,139.55,21642,22674,11165,116,7256,7220.74
1936,2020-03-21 16:00:00+00:00,149.77,21598,22992,11860,116,7315,7211.802
1937,2020-03-21 17:00:00+00:00,170.68,21470,24706,13935,114,7362,7224.213
1938,2020-03-21 18:00:00+00:00,189.85,21460,27957,15139,116,7551,7236.25
1939,2020-03-21 19:00:00+00:00,198.1,21524,31054,14862,115,7592,7198.458
1940,2020-03-21 20:00:00+00:00,186.26,21597,28343,14173,116,7210,7203.1265
1941,2020-03-21 21:00:00+00:00,171.87,21664,25025,13313,116,7167,7247.649
1942,2020-03-21 22:00:00+00:00,167.79,21919,23729,13058,120,7240,7248.8315
1943,2020-03-21 23:00:00+00:00,166.14,22055,23259,12706,120,7195,7322.901
1944,2020-03-22 00:00:00+00:00,167.54,22253,23113,12442,120,7054,7128.0586
1945,2020-03-22 01:00:00+00:00,165.88,22273,21992,12736,120,6975,7207.177
1946,2020-03-22 02:00:00+00:00,166.02,22231,21211,12589,120,6881,7209.5054
1947,2020-03-22 03:00:00+00:00,167.59,22080,21277,12373,108,6865,7154.431
1948,2020-03-22 04:00:00+00:00,167.78,22086,21320,11454,104,6871,7104.402
1949,2020-03-22 05:00:00+00:00,169.61,22097,21622,11089,108,7097,7140.746
1950,2020-03-22 06:00:00+00:00,169.6,22038,22014,11199,116,6921,7137.0835
1951,2020-03-22 07:00:00+00:00,164.66,21988,23219,10983,116,6769,7169.1387
1952,2020-03-22 08:00:00+00:00,150.15,21983,23738,10283,102,6572,7138.9927
1953,2020-03-22 09:00:00+00:00,141.67,21889,23422,10074,100,5820,7207.6406
1954,2020-03-22 10:00:00+00:00,134.48,21370,22808,9596,101,5562,7227.2207
1955,2020-03-22 11:00:00+00:00,130.76,20678,22773,9262,100,5373,7290.5454
1956,2020-03-22 12:00:00+00:00,133.12,20808,22703,9246,106,5177,7295.8306
1957,2020-03-22 13:00:00+00:00,138.37,20835,22705,9158,112,5246,7327.6143
1958,2020-03-22 14:00:00+00:00,142.29,20904,22712,9393,114,5570,7316.709
