UTC Time,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2019-01-03 17:00:00+00:00,367.0,4747.0,0.0,0.0,30.0,3480.0,804.0,0.0,272.0,321.0,148.0
2019-01-03 18:00:00+00:00,367.0,4760.0,0.0,0.0,30.0,3479.0,799.0,0.0,274.0,299.0,170.0
2019-01-03 19:00:00+00:00,367.0,4701.0,0.0,0.0,30.0,3479.0,786.0,0.0,272.0,322.0,121.0
2019-01-03 20:00:00+00:00,368.0,4600.0,0.0,0.0,31.0,3482.0,775.0,0.0,246.0,388.0,134.0
2019-01-03 21:00:00+00:00,370.0,4050.0,0.0,0.0,32.0,3479.0,662.0,0.0,241.0,407.0,161.0
2019-01-03 22:00:00+00:00,373.0,4036.0,0.0,0.0,33.0,3481.0,692.0,0.0,241.0,274.0,129.0
2019-01-03 23:00:00+00:00,370.0,3918.0,0.0,0.0,31.0,3456.0,717.0,0.0,242.0,156.0,113.0
2019-01-04 00:00:00+00:00,372.0,3883.0,0.0,0.0,25.0,3477.0,792.0,0.0,254.0,116.0,71.0
2019-01-04 01:00:00+00:00,374.0,3738.0,0.0,0.0,23.0,3509.0,778.0,0.0,255.0,79.0,47.0
2019-01-04 02:00:00+00:00,372.0,3609.0,0.0,0.0,22.0,3533.0,769.0,0.0,255.0,138.0,57.0
2019-01-04 03:00:00+00:00,371.0,3647.0,0.0,0.0,26.0,3564.0,768.0,0.0,257.0,220.0,83.0
2019-01-04 04:00:00+00:00,369.0,3712.0,0.0,0.0,32.0,3594.0,775.0,0.0,256.0,231.0,99.0
2019-01-04 05:00:00+00:00,377.0,4127.0,0.0,0.0,31.0,3613.0,784.0,0.0,261.0,157.0,116.0
2019-01-04 06:00:00+00:00,373.0,4714.0,0.0,0.0,25.0,3616.0,825.0,0.0,274.0,223.0,117.0
2019-01-04 07:00:00+00:00,371.0,4810.0,0.0,0.0,21.0,3611.0,845.0,0.0,272.0,197.0,139.0
2019-01-04 08:00:00+00:00,369.0,4776.0,0.0,0.0,25.0,3608.0,841.0,56.0,275.0,186.0,122.0
2019-01-04 09:00:00+00:00,368.0,4738.0,0.0,0.0,30.0,3608.0,841.0,163.0,277.0,229.0,138.0
2019-01-04 10:00:00+00:00,363.0,4803.0,0.0,0.0,33.0,3608.0,862.0,224.0,278.0,306.0,143.0
2019-01-04 11:00:00+00:00,363.0,4785.0,0.0,0.0,35.0,3610.0,871.0,169.0,276.0,290.0,208.0
2019-01-04 12:00:00+00:00,367.0,4841.0,0.0,0.0,35.0,3605.0,878.0,115.0,274.0,357.0,310.0
2019-01-04 13:00:00+00:00,371.0,5170.0,0.0,0.0,31.0,3609.0,877.0,74.0,278.0,217.0,393.0
2019-01-04 14:00:00+00:00,368.0,5301.0,0.0,0.0,22.0,3610.0,873.0,28.0,278.0,229.0,401.0
2019-01-04 15:00:00+00:00,367.0,5331.0,0.0,0.0,14.0,3612.0,876.0,4.0,282.0,323.0,390.0
2019-01-04 16:00:00+00:00,367.0,5291.0,0.0,0.0,16.0,3631.0,875.0,0.0,279.0,339.0,402.0
2019-01-04 17:00:00+00:00,367.0,5278.0,0.0,0.0,24.0,3642.0,867.0,0.0,289.0,420.0,359.0
2019-01-04 18:00:00+00:00,369.0,5131.0,0.0,0.0,33.0,3643.0,855.0,0.0,288.0,427.0,243.0
2019-01-04 19:00:00+00:00,369.0,4969.0,0.0,0.0,38.0,3662.0,802.0,0.0,273.0,331.0,249.0
2019-01-04 20:00:00+00:00,373.0,4536.0,0.0,0.0,34.0,3669.0,803.0,0.0,260.0,323.0,255.0
2019-01-04 21:00:00+00:00,370.0,4327.0,0.0,0.0,32.0,3667.0,781.0,0.0,261.0,412.0,243.0
2019-01-04 22:00:00+00:00,369.0,4129.0,0.0,0.0,30.0,3668.0,784.0,0.0,256.0,508.0,225.0
2019-01-04 23:00:00+00:00,370.0,3281.0,0.0,0.0,27.0,3689.0,783.0,0.0,258.0,545.0,217.0
2019-01-05 00:00:00+00:00,371.0,2908.0,0.0,0.0,24.0,3701.0,799.0,0.0,261.0,412.0,279.0
2019-01-05 01:00:00+00:00,368.0,2866.0,0.0,0.0,19.0,3700.0,810.0,0.0,264.0,348.0,324.0
2019-01-05 02:00:00+00:00,368.0,2961.0,0.0,0.0,12.0,3704.0,768.0,0.0,259.0,292.0,325.0
2019-01-05 03:00:00+00:00,368.0,2834.0,0.0,0.0,13.0,3703.0,810.0,0.0,257.0,402.0,303.0
2019-01-05 04:00:00+00:00,368.0,2874.0,0.0,0.0,15.0,3714.0,806.0,0.0,259.0,433.0,324.0
2019-01-05 05:00:00+00:00,368.0,2851.0,0.0,0.0,19.0,3731.0,793.0,0.0,265.0,491.0,357.0
2019-01-05 06:00:00+00:00,367.0,2853.0,0.0,0.0,28.0,3733.0,778.0,0.0,280.0,515.0,396.0
2019-01-05 07:00:00+00:00,369.0,2844.0,0.0,0.0,30.0,3732.0,761.0,0.0,283.0,591.0,412.0
2019-01-05 08:00:00+00:00,370.0,2976.0,0.0,0.0,32.0,3729.0,788.0,15.0,279.0,569.0,449.0
2019-01-05 09:00:00+00:00,365.0,3166.0,0.0,0.0,32.0,3730.0,832.0,44.0,281.0,604.0,514.0
2019-01-05 10:00:00+00:00,366.0,3266.0,0.0,0.0,31.0,3732.0,857.0,59.0,279.0,532.0,518.0
2019-01-05 11:00:00+00:00,366.0,3218.0,0.0,0.0,30.0,3737.0,865.0,80.0,284.0,465.0,558.0
2019-01-05 12:00:00+00:00,363.0,3161.0,0.0,0.0,25.0,3737.0,869.0,79.0,291.0,452.0,563.0
2019-01-05 13:00:00+00:00,366.0,3185.0,0.0,0.0,23.0,3738.0,864.0,60.0,291.0,408.0,538.0
2019-01-05 14:00:00+00:00,361.0,3213.0,0.0,0.0,28.0,3741.0,866.0,26.0,281.0,428.0,514.0
2019-01-05 15:00:00+00:00,360.0,3158.0,0.0,0.0,30.0,3764.0,859.0,2.0,286.0,420.0,460.0
2019-01-05 16:00:00+00:00,359.0,3180.0,0.0,0.0,30.0,3772.0,817.0,0.0,282.0,377.0,468.0
2019-01-05 17:00:00+00:00,356.0,3151.0,0.0,0.0,29.0,3771.0,758.0,0.0,283.0,365.0,487.0
2019-01-05 18:00:00+00:00,357.0,3215.0,0.0,0.0,29.0,3782.0,713.0,0.0,287.0,319.0,531.0
2019-01-05 19:00:00+00:00,342.0,3026.0,0.0,0.0,29.0,3807.0,721.0,0.0,277.0,233.0,504.0
2019-01-05 20:00:00+00:00,342.0,2935.0,0.0,0.0,28.0,3808.0,719.0,0.0,260.0,204.0,522.0
2019-01-05 21:00:00+00:00,335.0,2891.0,0.0,0.0,28.0,3808.0,678.0,0.0,262.0,244.0,476.0
2019-01-05 22:00:00+00:00,352.0,2615.0,0.0,0.0,28.0,3809.0,749.0,0.0,259.0,335.0,438.0
2019-01-05 23:00:00+00:00,363.0,2041.0,0.0,0.0,29.0,3808.0,721.0,0.0,258.0,299.0,439.0
2019-01-06 00:00:00+00:00,365.0,1919.0,0.0,0.0,29.0,3808.0,705.0,0.0,250.0,322.0,447.0
2019-01-06 01:00:00+00:00,365.0,2038.0,0.0,0.0,29.0,3810.0,686.0,0.0,244.0,261.0,419.0
2019-01-06 02:00:00+00:00,365.0,2094.0,0.0,0.0,30.0,3813.0,677.0,0.0,245.0,177.0,357.0
2019-01-06 03:00:00+00:00,366.0,1990.0,0.0,0.0,29.0,3827.0,690.0,0.0,246.0,207.0,244.0
2019-01-06 04:00:00+00:00,363.0,1991.0,0.0,0.0,28.0,3845.0,703.0,0.0,248.0,202.0,208.0
2019-01-06 05:00:00+00:00,362.0,2102.0,0.0,0.0,27.0,3851.0,738.0,0.0,246.0,138.0,157.0
2019-01-06 06:00:00+00:00,362.0,2087.0,0.0,0.0,27.0,3851.0,766.0,0.0,245.0,125.0,144.0
2019-01-06 07:00:00+00:00,360.0,2339.0,0.0,0.0,26.0,3853.0,796.0,0.0,245.0,66.0,149.0
2019-01-06 08:00:00+00:00,354.0,2405.0,0.0,0.0,25.0,3875.0,799.0,24.0,246.0,80.0,130.0
2019-01-06 09:00:00+00:00,363.0,2717.0,0.0,0.0,26.0,3883.0,823.0,69.0,246.0,83.0,132.0
2019-01-06 10:00:00+00:00,370.0,2891.0,0.0,0.0,28.0,3882.0,833.0,108.0,247.0,56.0,136.0
2019-01-06 11:00:00+00:00,371.0,2867.0,0.0,0.0,29.0,3883.0,837.0,121.0,242.0,13.0,105.0
2019-01-06 12:00:00+00:00,370.0,2904.0,0.0,0.0,29.0,3882.0,855.0,117.0,242.0,4.0,87.0
2019-01-06 13:00:00+00:00,366.0,2974.0,0.0,0.0,28.0,3882.0,864.0,83.0,243.0,6.0,62.0
2019-01-06 14:00:00+00:00,368.0,2948.0,0.0,0.0,28.0,3883.0,860.0,40.0,244.0,14.0,45.0
2019-01-06 15:00:00+00:00,370.0,2917.0,0.0,0.0,28.0,3883.0,860.0,5.0,240.0,56.0,43.0
2019-01-06 16:00:00+00:00,369.0,2876.0,0.0,0.0,28.0,3882.0,834.0,0.0,242.0,86.0,66.0
2019-01-06 17:00:00+00:00,368.0,2911.0,0.0,0.0,28.0,3896.0,794.0,0.0,252.0,166.0,70.0
2019-01-06 18:00:00+00:00,369.0,2892.0,0.0,0.0,28.0,3908.0,749.0,0.0,253.0,184.0,69.0
2019-01-06 19:00:00+00:00,373.0,2923.0,0.0,0.0,27.0,3909.0,764.0,0.0,255.0,131.0,68.0
2019-01-06 20:00:00+00:00,372.0,2909.0,0.0,0.0,28.0,3908.0,742.0,0.0,253.0,130.0,55.0
2019-01-06 21:00:00+00:00,369.0,2793.0,0.0,0.0,28.0,3906.0,742.0,0.0,253.0,132.0,38.0
2019-01-06 22:00:00+00:00,367.0,2852.0,0.0,0.0,28.0,3905.0,753.0,0.0,252.0,139.0,35.0
2019-01-06 23:00:00+00:00,367.0,2510.0,0.0,0.0,29.0,3906.0,672.0,0.0,254.0,113.0,39.0
2019-01-07 00:00:00+00:00,366.0,2465.0,0.0,0.0,30.0,3907.0,658.0,0.0,252.0,45.0,61.0
2019-01-07 01:00:00+00:00,367.0,2408.0,0.0,0.0,31.0,3935.0,650.0,0.0,254.0,14.0,72.0
2019-01-07 02:00:00+00:00,364.0,2426.0,0.0,0.0,31.0,3950.0,659.0,0.0,254.0,18.0,67.0
2019-01-07 03:00:00+00:00,353.0,2397.0,0.0,0.0,30.0,3949.0,678.0,0.0,251.0,41.0,68.0
2019-01-07 04:00:00+00:00,354.0,2631.0,0.0,0.0,30.0,3963.0,693.0,0.0,258.0,116.0,76.0
2019-01-07 05:00:00+00:00,355.0,3244.0,0.0,0.0,29.0,3986.0,719.0,0.0,262.0,113.0,85.0
2019-01-07 06:00:00+00:00,355.0,3890.0,0.0,0.0,28.0,3987.0,802.0,0.0,262.0,151.0,97.0
2019-01-07 07:00:00+00:00,361.0,4185.0,0.0,0.0,28.0,3987.0,828.0,0.0,265.0,180.0,110.0
2019-01-07 08:00:00+00:00,364.0,4173.0,0.0,0.0,28.0,3992.0,832.0,29.0,260.0,332.0,109.0
2019-01-07 09:00:00+00:00,361.0,4027.0,0.0,0.0,28.0,4010.0,803.0,83.0,262.0,337.0,121.0
2019-01-07 10:00:00+00:00,359.0,4083.0,0.0,0.0,28.0,4011.0,815.0,125.0,262.0,579.0,166.0
2019-01-07 11:00:00+00:00,330.0,4077.0,0.0,0.0,27.0,4011.0,842.0,152.0,259.0,842.0,214.0
2019-01-07 12:00:00+00:00,291.0,3905.0,0.0,0.0,24.0,4009.0,842.0,177.0,269.0,1052.0,246.0
2019-01-07 13:00:00+00:00,288.0,3799.0,0.0,0.0,24.0,4007.0,848.0,114.0,271.0,1017.0,298.0
2019-01-07 14:00:00+00:00,293.0,3810.0,0.0,0.0,25.0,4007.0,849.0,45.0,259.0,1006.0,397.0
2019-01-07 15:00:00+00:00,292.0,3780.0,0.0,0.0,27.0,4011.0,844.0,4.0,263.0,1058.0,490.0
2019-01-07 16:00:00+00:00,291.0,3841.0,0.0,0.0,25.0,4012.0,843.0,0.0,267.0,1130.0,662.0
2019-01-07 17:00:00+00:00,288.0,3782.0,0.0,0.0,23.0,4020.0,810.0,0.0,271.0,1111.0,776.0
2019-01-07 18:00:00+00:00,290.0,3638.0,0.0,0.0,22.0,4043.0,763.0,0.0,273.0,1141.0,932.0
2019-01-07 19:00:00+00:00,294.0,3285.0,0.0,0.0,23.0,4049.0,692.0,0.0,248.0,1142.0,1010.0
2019-01-07 20:00:00+00:00,292.0,2960.0,0.0,0.0,24.0,4051.0,723.0,0.0,240.0,1140.0,1033.0
2019-01-07 21:00:00+00:00,292.0,2930.0,0.0,0.0,25.0,4055.0,734.0,0.0,243.0,1139.0,1116.0
2019-01-07 22:00:00+00:00,290.0,2697.0,0.0,0.0,24.0,4055.0,711.0,0.0,241.0,1117.0,1122.0
2019-01-07 23:00:00+00:00,289.0,2319.0,0.0,0.0,24.0,4052.0,697.0,0.0,243.0,1085.0,1116.0
2019-01-08 00:00:00+00:00,290.0,2240.0,0.0,0.0,22.0,4055.0,684.0,0.0,243.0,1125.0,1010.0
2019-01-08 01:00:00+00:00,288.0,2288.0,0.0,0.0,24.0,4063.0,682.0,0.0,238.0,1136.0,1082.0
2019-01-08 02:00:00+00:00,290.0,2268.0,0.0,0.0,32.0,4071.0,682.0,0.0,240.0,1139.0,1008.0
2019-01-08 03:00:00+00:00,290.0,2323.0,0.0,0.0,38.0,4072.0,673.0,0.0,241.0,1135.0,992.0
2019-01-08 04:00:00+00:00,290.0,2543.0,0.0,0.0,32.0,4072.0,688.0,0.0,241.0,1129.0,995.0
2019-01-08 05:00:00+00:00,287.0,3239.0,0.0,0.0,20.0,4073.0,731.0,0.0,244.0,1136.0,967.0
2019-01-08 06:00:00+00:00,284.0,3599.0,0.0,0.0,11.0,4074.0,785.0,0.0,248.0,1138.0,1007.0
2019-01-08 07:00:00+00:00,286.0,3749.0,0.0,0.0,12.0,4071.0,811.0,0.0,252.0,1138.0,1039.0
2019-01-08 08:00:00+00:00,286.0,3783.0,0.0,0.0,15.0,4071.0,790.0,64.0,260.0,1138.0,1038.0
2019-01-08 09:00:00+00:00,288.0,3775.0,0.0,0.0,22.0,4072.0,800.0,213.0,264.0,1139.0,1022.0
2019-01-08 10:00:00+00:00,285.0,3693.0,0.0,0.0,28.0,4073.0,803.0,377.0,257.0,1141.0,1036.0
2019-01-08 11:00:00+00:00,289.0,3428.0,0.0,0.0,30.0,4075.0,775.0,411.0,257.0,1141.0,1158.0
2019-01-08 12:00:00+00:00,289.0,3591.0,0.0,0.0,30.0,4082.0,758.0,357.0,262.0,1145.0,1194.0
2019-01-08 13:00:00+00:00,289.0,3649.0,0.0,0.0,31.0,4082.0,774.0,278.0,258.0,1150.0,1204.0
2019-01-08 14:00:00+00:00,288.0,3612.0,0.0,0.0,32.0,4080.0,782.0,145.0,261.0,1151.0,1155.0
2019-01-08 15:00:00+00:00,286.0,3684.0,0.0,0.0,31.0,4082.0,796.0,30.0,263.0,1150.0,1074.0
2019-01-08 16:00:00+00:00,283.0,3540.0,0.0,0.0,29.0,4082.0,802.0,0.0,265.0,1146.0,1105.0
2019-01-08 17:00:00+00:00,279.0,3430.0,0.0,0.0,28.0,4081.0,770.0,0.0,269.0,1144.0,1108.0
2019-01-08 18:00:00+00:00,280.0,3428.0,0.0,0.0,26.0,4081.0,780.0,0.0,268.0,1146.0,1069.0
2019-01-08 19:00:00+00:00,281.0,3129.0,0.0,0.0,28.0,4079.0,775.0,0.0,250.0,1147.0,976.0
2019-01-08 20:00:00+00:00,280.0,3015.0,0.0,0.0,28.0,4081.0,776.0,0.0,240.0,1141.0,881.0
2019-01-08 21:00:00+00:00,286.0,2956.0,0.0,0.0,29.0,4083.0,728.0,0.0,243.0,1144.0,845.0
2019-01-08 22:00:00+00:00,285.0,2906.0,0.0,0.0,30.0,4082.0,747.0,0.0,243.0,1139.0,864.0
2019-01-08 23:00:00+00:00,284.0,2613.0,0.0,0.0,31.0,4081.0,752.0,0.0,242.0,1140.0,829.0
2019-01-09 00:00:00+00:00,286.0,2467.0,0.0,0.0,35.0,4082.0,751.0,0.0,241.0,1137.0,843.0
2019-01-09 01:00:00+00:00,282.0,2346.0,0.0,0.0,36.0,4086.0,719.0,0.0,239.0,1127.0,867.0
2019-01-09 02:00:00+00:00,284.0,2357.0,0.0,0.0,32.0,4085.0,717.0,0.0,241.0,1125.0,755.0
2019-01-09 03:00:00+00:00,287.0,2357.0,0.0,0.0,24.0,4086.0,725.0,0.0,242.0,1128.0,684.0
2019-01-09 04:00:00+00:00,291.0,2696.0,0.0,0.0,15.0,4086.0,731.0,0.0,245.0,1124.0,753.0
2019-01-09 05:00:00+00:00,301.0,3063.0,0.0,0.0,17.0,4086.0,775.0,0.0,250.0,1129.0,721.0
2019-01-09 06:00:00+00:00,301.0,3783.0,0.0,0.0,23.0,4086.0,847.0,0.0,255.0,1096.0,626.0
2019-01-09 07:00:00+00:00,303.0,4112.0,0.0,0.0,34.0,4083.0,882.0,0.0,262.0,1124.0,583.0
2019-01-09 08:00:00+00:00,328.0,4301.0,0.0,0.0,38.0,4082.0,884.0,73.0,265.0,1116.0,622.0
2019-01-09 09:00:00+00:00,344.0,4328.0,0.0,0.0,34.0,4076.0,886.0,265.0,262.0,1110.0,597.0
2019-01-09 10:00:00+00:00,353.0,4242.0,0.0,0.0,25.0,4084.0,882.0,602.0,260.0,1087.0,580.0
2019-01-09 11:00:00+00:00,360.0,3951.0,0.0,0.0,16.0,4088.0,874.0,767.0,252.0,1063.0,540.0
2019-01-09 12:00:00+00:00,357.0,3991.0,0.0,0.0,19.0,4084.0,817.0,727.0,254.0,1015.0,559.0
2019-01-09 13:00:00+00:00,356.0,3998.0,0.0,0.0,27.0,4080.0,813.0,516.0,260.0,1046.0,536.0
2019-01-09 14:00:00+00:00,359.0,3970.0,0.0,0.0,34.0,4084.0,815.0,256.0,262.0,1108.0,609.0
2019-01-09 15:00:00+00:00,358.0,3860.0,0.0,0.0,37.0,4087.0,814.0,55.0,261.0,1094.0,632.0
2019-01-09 16:00:00+00:00,358.0,4210.0,0.0,0.0,36.0,4090.0,813.0,0.0,263.0,1022.0,671.0
2019-01-09 17:00:00+00:00,364.0,4314.0,0.0,0.0,33.0,4093.0,832.0,0.0,258.0,965.0,705.0
2019-01-09 18:00:00+00:00,366.0,3849.0,0.0,0.0,27.0,4092.0,825.0,0.0,267.0,980.0,653.0
2019-01-09 19:00:00+00:00,370.0,3702.0,0.0,0.0,27.0,4091.0,811.0,0.0,272.0,972.0,593.0
2019-01-09 20:00:00+00:00,369.0,3727.0,0.0,0.0,27.0,4090.0,772.0,0.0,247.0,900.0,559.0
2019-01-09 21:00:00+00:00,368.0,3611.0,0.0,0.0,29.0,4090.0,768.0,0.0,244.0,865.0,566.0
2019-01-09 22:00:00+00:00,368.0,3148.0,0.0,0.0,30.0,4090.0,713.0,0.0,244.0,771.0,531.0
2019-01-09 23:00:00+00:00,369.0,3175.0,0.0,0.0,30.0,4091.0,743.0,0.0,243.0,644.0,578.0
2019-01-10 00:00:00+00:00,370.0,2980.0,0.0,0.0,31.0,4092.0,745.0,0.0,240.0,427.0,535.0
2019-01-10 01:00:00+00:00,370.0,2991.0,0.0,0.0,34.0,4091.0,769.0,0.0,239.0,303.0,461.0
