,UTC time,carbon_intensity,solar,unknown,nat_gas,coal,wind,hydro,nuclear,biomass,oil
13256,2021-07-06 08:00:00,148.33,6636,159,6838,518,5428,4453,6978,707,212
13257,2021-07-06 09:00:00,145.18,7451,162,6906,518,6326,3820,6972,701,211
13258,2021-07-06 10:00:00,135.74,8171,156,6362,519,6858,3721,6969,709,216
13259,2021-07-06 11:00:00,132.33,8554,159,6286,496,7302,3592,6962,711,214
13260,2021-07-06 12:00:00,135.55,8676,166,6518,512,7848,2761,6955,709,212
13261,2021-07-06 13:00:00,132.57,8169,169,6311,480,8277,2596,6965,704,180
13262,2021-07-06 14:00:00,129.17,7266,162,6124,466,9234,2566,6965,709,179
13263,2021-07-06 15:00:00,132.92,6391,160,6403,463,9244,2995,6966,711,180
13264,2021-07-06 16:00:00,139.28,5397,160,6870,450,9203,3414,6968,718,194
13265,2021-07-06 17:00:00,149.77,3832,161,7653,449,9462,3827,6972,705,213
13266,2021-07-06 18:00:00,161.17,2025,162,8255,450,8658,4919,6977,703,213
13267,2021-07-06 19:00:00,170.22,663,163,8443,464,7714,5590,6981,721,213
13268,2021-07-06 20:00:00,167.32,392,161,7540,477,6675,5596,6986,733,212
13269,2021-07-06 21:00:00,174.64,401,162,7542,469,5534,5392,6991,721,212
13270,2021-07-06 22:00:00,194.38,427,155,8231,439,4667,4166,6996,723,205
13271,2021-07-06 23:00:00,196.67,407,152,7723,384,4084,3386,6998,712,203
13272,2021-07-07 00:00:00,193.16,403,151,7064,329,3782,2830,7000,714,196
13273,2021-07-07 01:00:00,201.31,371,156,7254,318,2929,3023,7001,717,195
13274,2021-07-07 02:00:00,203.24,365,154,7227,318,2692,3015,6999,735,200
13275,2021-07-07 03:00:00,206.01,338,154,7520,331,2709,3202,6998,739,204
13276,2021-07-07 04:00:00,215.54,253,155,8639,359,2556,4026,6999,714,203
13277,2021-07-07 05:00:00,221.35,676,153,9698,393,2215,4855,6997,736,205
13278,2021-07-07 06:00:00,205.52,2790,168,9986,420,1877,6207,6997,753,210
13279,2021-07-07 07:00:00,187.88,5920,172,9242,444,1710,5567,6995,761,212
13280,2021-07-07 08:00:00,175.49,8582,173,8641,444,1573,4672,6996,623,214
13281,2021-07-07 09:00:00,166.42,9435,174,8161,444,1750,4704,6996,647,213
13282,2021-07-07 10:00:00,165.4,9908,170,7982,493,2093,4006,6996,741,213
13283,2021-07-07 11:00:00,160.44,10242,169,7398,506,2538,3074,6992,758,211
13284,2021-07-07 12:00:00,160.78,10195,175,7649,510,3202,2959,6987,760,210
13285,2021-07-07 13:00:00,153.85,10096,171,7437,463,4182,2900,6983,754,210
13286,2021-07-07 14:00:00,148.83,9725,172,7178,458,5132,2769,6981,753,211
13287,2021-07-07 15:00:00,151.43,9211,172,7558,414,5618,2765,6976,758,210
13288,2021-07-07 16:00:00,150.22,8118,173,7398,405,5946,3164,6977,759,210
13289,2021-07-07 17:00:00,154.01,6572,173,7760,393,6002,4304,6980,747,212
13290,2021-07-07 18:00:00,167.76,3803,171,8247,457,5904,4980,6984,753,213
13291,2021-07-07 19:00:00,175.67,1492,173,8345,460,5854,5611,6983,768,213
13292,2021-07-07 20:00:00,175.6,1010,173,8311,460,6149,5649,6984,775,212
13293,2021-07-07 21:00:00,176.08,928,176,7773,460,5979,4700,6987,766,211
13294,2021-07-07 22:00:00,185.12,819,167,7592,413,5865,2764,6989,771,202
13295,2021-07-07 23:00:00,184,775,167,7294,360,5875,2093,6990,758,170
13296,2021-07-08 00:00:00,177.73,741,163,6686,315,5832,1717,6997,759,168
13297,2021-07-08 01:00:00,174.38,665,162,6376,282,5541,1813,7006,748,169
13298,2021-07-08 02:00:00,176.71,633,161,6462,272,5255,1927,7014,750,169
13299,2021-07-08 03:00:00,188.67,627,162,7187,299,5122,1857,7018,752,168
13300,2021-07-08 04:00:00,197.69,552,162,8168,302,5126,2390,7020,753,174
13301,2021-07-08 05:00:00,194.77,898,162,8611,304,4883,3604,7021,742,198
13302,2021-07-08 06:00:00,178.84,3317,171,8506,304,4166,4850,7021,735,206
13303,2021-07-08 07:00:00,166.21,6823,182,8168,376,4379,3848,7016,739,209
13304,2021-07-08 08:00:00,167.79,8784,178,8527,499,4205,4320,6138,737,211
13305,2021-07-08 09:00:00,169.98,9688,182,8636,508,3746,3967,6017,737,211
13306,2021-07-08 10:00:00,171.75,10252,176,9016,508,3287,4371,6016,726,211
13307,2021-07-08 11:00:00,176.4,10519,180,9140,508,2939,3736,6011,707,212
13308,2021-07-08 12:00:00,174.6,10699,189,8978,508,3047,3570,6007,720,212
13309,2021-07-08 13:00:00,170.45,10650,183,8577,465,3291,3233,6001,733,212
13310,2021-07-08 14:00:00,169.84,10314,177,8611,458,3755,3180,5994,740,210
13311,2021-07-08 15:00:00,174.43,9571,179,9082,458,4277,3233,5995,751,211
13312,2021-07-08 16:00:00,179.43,8547,182,9375,458,4698,3171,6000,757,212
13313,2021-07-08 17:00:00,176.14,6765,187,8918,458,5320,3826,6004,759,212
13314,2021-07-08 18:00:00,181.99,3706,192,8929,458,5613,4995,6008,766,212
13315,2021-07-08 19:00:00,190.54,1325,191,9072,458,5930,5399,6012,768,212
13316,2021-07-08 20:00:00,187.21,838,188,8949,458,6637,5418,6015,767,212
13317,2021-07-08 21:00:00,179.13,800,191,7822,458,6950,4392,6014,753,211
13318,2021-07-08 22:00:00,185.57,768,178,7757,427,6886,3073,6016,745,202
13319,2021-07-08 23:00:00,189.78,804,175,7715,341,6312,2592,6012,746,202
13320,2021-07-09 00:00:00,190.79,804,176,7409,287,5709,2281,6013,751,180
13321,2021-07-09 01:00:00,191.48,804,177,7302,259,5442,2177,6012,752,179
13322,2021-07-09 02:00:00,197.38,801,177,7565,259,5096,2206,6012,750,178
13323,2021-07-09 03:00:00,204.05,793,176,7890,308,4886,2273,6015,752,182
13324,2021-07-09 04:00:00,211.96,650,174,8722,350,4871,2831,6013,754,195
13325,2021-07-09 05:00:00,205.61,910,165,8897,421,4669,4170,6013,733,198
13326,2021-07-09 06:00:00,200.57,2993,174,9501,469,4017,4974,6009,757,198
13327,2021-07-09 07:00:00,194.22,6228,175,9920,489,3461,4654,6004,758,206
13328,2021-07-09 08:00:00,184.69,8412,180,9427,508,3217,4071,5999,750,207
13329,2021-07-09 09:00:00,180.04,9473,184,9369,508,3244,4006,5991,748,207
13330,2021-07-09 10:00:00,173.44,10221,175,8475,508,3113,3078,5987,743,209
13331,2021-07-09 11:00:00,170.86,10482,175,8229,508,3197,2793,5995,745,209
13332,2021-07-09 12:00:00,169.57,10584,171,8076,507,3255,2536,6031,744,210
13333,2021-07-09 13:00:00,169.43,10519,172,8183,468,3411,2419,6055,736,189
13334,2021-07-09 14:00:00,171.07,10148,172,8406,458,3667,2501,6083,742,186
13335,2021-07-09 15:00:00,169.02,9428,175,8072,413,3744,2551,6109,737,192
13336,2021-07-09 16:00:00,172.86,8203,174,8241,407,3934,2945,6136,739,210
13337,2021-07-09 17:00:00,174.85,6223,175,8399,407,4353,4082,6166,726,210
13338,2021-07-09 18:00:00,184.91,3254,175,8575,407,4723,4647,6196,738,210
13339,2021-07-09 19:00:00,195.21,1160,176,8958,413,4947,5154,6228,753,209
13340,2021-07-09 20:00:00,193.5,818,179,8851,410,5414,5003,6263,752,208
13341,2021-07-09 21:00:00,191.72,749,176,8096,402,5434,3901,6296,739,202
13342,2021-07-09 22:00:00,183.22,666,163,7487,356,5124,4225,6329,744,189
13343,2021-07-09 23:00:00,178.24,503,161,6937,356,4966,4297,6261,741,186
13344,2021-07-10 00:00:00,180.54,499,161,6629,333,4967,3425,6095,746,188
13345,2021-07-10 01:00:00,179.7,471,161,6269,328,4974,2959,5957,748,182
13346,2021-07-10 02:00:00,183.49,464,161,6367,321,4892,2656,5951,749,168
13347,2021-07-10 03:00:00,184.4,453,162,6322,308,4665,2613,5980,748,165
13348,2021-07-10 04:00:00,188.25,351,161,6565,309,4495,2794,6013,741,165
13349,2021-07-10 05:00:00,188.57,626,161,6545,308,4119,2819,6066,734,165
13350,2021-07-10 06:00:00,172.91,2629,157,6193,331,3634,3112,6114,734,145
13351,2021-07-10 07:00:00,159.57,5595,159,6102,359,3030,3414,6154,742,144
13352,2021-07-10 08:00:00,149.45,8052,161,5933,350,2715,3231,6208,748,143
13353,2021-07-10 09:00:00,145.9,9469,162,5978,369,2549,3220,6254,745,141
13354,2021-07-10 10:00:00,144.59,10062,168,6017,396,2678,3136,6304,739,142
13355,2021-07-10 11:00:00,143.34,10136,165,5991,416,3034,2968,6349,742,142
13356,2021-07-10 12:00:00,142.57,10175,165,6001,418,3375,2730,6401,734,142
13357,2021-07-10 13:00:00,140.06,9894,164,5928,395,3792,2678,6446,728,129
13358,2021-07-10 14:00:00,136.06,9489,162,5746,358,4298,2642,6499,731,127
13359,2021-07-10 15:00:00,142.44,8615,160,6321,377,4769,2938,6558,728,127
13360,2021-07-10 16:00:00,151.55,6947,159,6932,395,5137,3410,6614,732,131
13361,2021-07-10 17:00:00,161.35,4858,159,7650,392,5202,4605,6667,739,137
13362,2021-07-10 18:00:00,174.3,2299,162,8188,375,4847,5580,6720,738,136
13363,2021-07-10 19:00:00,183.2,703,164,8439,403,4689,6055,6772,743,134
13364,2021-07-10 20:00:00,183.14,418,163,8456,403,4987,5982,6808,750,134
13365,2021-07-10 21:00:00,188.63,370,167,8361,402,5058,4820,6828,747,133
13366,2021-07-10 22:00:00,185.08,283,168,7547,400,4809,4186,6860,754,135
13367,2021-07-10 23:00:00,186.33,239,169,7365,343,4521,3742,6895,760,134
13368,2021-07-11 00:00:00,175.21,184,170,6369,311,4510,3347,6921,759,135
13369,2021-07-11 01:00:00,170.37,52,165,5905,311,4609,3045,6945,754,135
13370,2021-07-11 02:00:00,169.1,29,167,5593,311,4206,2988,6966,757,134
13371,2021-07-11 03:00:00,174.06,28,167,5662,311,3672,2998,6984,762,134
13372,2021-07-11 04:00:00,179.02,31,168,5808,311,3368,2956,6986,762,134
13373,2021-07-11 05:00:00,180.11,358,168,5773,311,3036,2812,6989,758,133
13374,2021-07-11 06:00:00,172.91,1852,166,5778,331,2822,2830,6987,741,133
13375,2021-07-11 07:00:00,159.49,3728,168,5663,342,2299,3744,6982,733,133
13376,2021-07-11 08:00:00,151.78,5261,166,5569,361,2204,3849,6979,734,133
13377,2021-07-11 09:00:00,142.95,6634,163,5431,361,2677,3653,6974,727,133
13378,2021-07-11 10:00:00,132.81,7341,161,5155,361,3571,3602,6970,717,122
13379,2021-07-11 11:00:00,127.71,7649,164,5033,361,4845,2887,6966,726,119
13380,2021-07-11 12:00:00,126.31,7649,161,5296,361,5657,3285,6958,719,119
13381,2021-07-11 13:00:00,120.35,7262,159,5143,361,6623,3777,6952,726,119
13382,2021-07-11 14:00:00,119.34,6707,158,5117,361,7687,3219,6948,718,119
13383,2021-07-11 15:00:00,111.14,5813,159,4450,359,8424,3101,6949,739,121
13384,2021-07-11 16:00:00,112.55,4292,160,4434,354,8858,3211,6955,738,127
13385,2021-07-11 17:00:00,126.02,2626,157,5243,348,8911,3520,6954,741,139
13386,2021-07-11 18:00:00,133.7,1026,161,5463,358,8139,4480,6957,754,139
13387,2021-07-11 19:00:00,137.28,186,159,5724,360,8331,4901,6958,755,140
13388,2021-07-11 20:00:00,145.82,49,155,6101,358,7662,4865,6956,758,140
13389,2021-07-11 21:00:00,152.99,30,156,6339,369,7415,4329,6962,756,141
13390,2021-07-11 22:00:00,153.53,29,156,6298,359,7725,3719,6964,756,141
13391,2021-07-11 23:00:00,145.92,29,155,5602,312,8385,2335,6960,753,127
13392,2021-07-12 00:00:00,137.02,29,152,4881,318,8601,1814,6953,754,127
13393,2021-07-12 01:00:00,136.49,29,150,4855,319,8425,2048,6948,755,128
13394,2021-07-12 02:00:00,143.55,29,151,5213,310,7946,2167,6946,757,126
13395,2021-07-12 03:00:00,148.09,29,156,5412,290,7837,1903,6949,759,131
13396,2021-07-12 04:00:00,159.56,32,155,6463,321,8066,2449,6952,757,153
13397,2021-07-12 05:00:00,155.15,341,153,6727,364,8506,3535,6952,761,177
13398,2021-07-12 06:00:00,146.96,2086,154,6726,408,8600,4066,6958,769,179
13399,2021-07-12 07:00:00,133.98,4815,158,6431,442,9436,3764,6959,765,186
13400,2021-07-12 08:00:00,124.24,7255,161,6133,464,10282,3150,6971,755,188
13401,2021-07-12 09:00:00,107.64,8988,161,5458,230,11197,2721,6981,754,188
13402,2021-07-12 10:00:00,100.3,9953,163,5407,0,11382,2905,6978,744,188
13403,2021-07-12 11:00:00,97.06,10348,174,5269,0,11862,2903,6979,739,166
13404,2021-07-12 12:00:00,96.86,10477,173,5319,0,12461,2466,6978,734,166
13405,2021-07-12 13:00:00,95.91,10286,171,5323,8,12981,2431,6976,717,150
13406,2021-07-12 14:00:00,100.19,9842,171,5504,150,13213,2570,6974,716,152
13407,2021-07-12 15:00:00,100.35,9249,167,5225,315,13855,2305,6967,717,156
13408,2021-07-12 16:00:00,100.15,8307,167,4964,403,14155,2259,6965,729,156
13409,2021-07-12 17:00:00,103.17,6586,166,5165,388,13985,3096,6972,721,158
13410,2021-07-12 18:00:00,112.8,3687,166,5617,392,13460,3934,6976,733,174
13411,2021-07-12 19:00:00,125.68,1400,166,6053,390,12226,4356,6981,731,198
13412,2021-07-12 20:00:00,132.17,867,165,6289,367,10771,5066,6984,704,198
13413,2021-07-12 21:00:00,133.87,845,167,5841,343,9962,3875,6989,703,192
13414,2021-07-12 22:00:00,130.72,811,156,5219,326,9442,2928,7004,721,161
13415,2021-07-12 23:00:00,132.35,789,156,4995,324,9033,2255,7014,740,161
13416,2021-07-13 00:00:00,135.48,781,154,4912,327,8375,2030,7019,748,162
13417,2021-07-13 01:00:00,138.74,758,155,4909,326,7646,2152,7021,747,162
13418,2021-07-13 02:00:00,145.07,717,156,5120,328,7071,2195,7023,758,162
13419,2021-07-13 03:00:00,149.76,649,151,5323,327,6520,2511,7025,753,165
13420,2021-07-13 04:00:00,154.77,567,154,5983,363,6405,3736,7026,749,176
13421,2021-07-13 05:00:00,169.85,841,156,7112,392,6030,3929,7025,748,178
13422,2021-07-13 06:00:00,160.07,3110,163,7270,427,5778,4797,7022,759,184
13423,2021-07-13 07:00:00,149.1,6642,165,7100,452,6201,3664,7025,762,186
13424,2021-07-13 08:00:00,143.44,8761,167,7093,510,6861,3049,7026,763,191
13425,2021-07-13 09:00:00,136.5,9893,165,6726,516,6771,3203,7026,738,190
13426,2021-07-13 10:00:00,135.62,10572,163,6596,518,6546,2779,7022,729,193
13427,2021-07-13 11:00:00,135.7,10907,165,6736,507,6539,2888,7014,736,192
13428,2021-07-13 12:00:00,133.71,11010,166,6576,512,6763,2724,7009,743,191
13429,2021-07-13 13:00:00,133.05,10976,163,6486,516,6920,2524,7008,741,195
13430,2021-07-13 14:00:00,133.31,10598,165,6480,477,6820,2621,7009,745,198
13431,2021-07-13 15:00:00,132.53,9804,165,6244,479,7107,2415,7012,741,197
13432,2021-07-13 16:00:00,129.73,8739,164,6029,461,7366,3039,7009,746,198
13433,2021-07-13 17:00:00,136.04,6895,166,6359,425,7400,3435,7009,744,199
13434,2021-07-13 18:00:00,141.19,3747,165,6097,382,7250,3711,7011,749,197
13435,2021-07-13 19:00:00,151.05,1385,162,6556,369,6612,5242,7014,742,196
13436,2021-07-13 20:00:00,150.37,903,163,6480,363,6615,5562,7017,734,198
13437,2021-07-13 21:00:00,150.58,866,157,6248,345,6623,4790,7019,724,199
13438,2021-07-13 22:00:00,150.41,863,151,5876,320,6696,3563,7021,742,190
13439,2021-07-13 23:00:00,147.75,875,152,5545,323,6776,3120,7023,750,190
13440,2021-07-14 00:00:00,145.72,840,152,5337,350,6833,2956,7024,740,167
13441,2021-07-14 01:00:00,141.61,790,151,4936,367,7041,2520,7029,747,166
13442,2021-07-14 02:00:00,145.73,788,151,5044,391,6953,2257,7030,754,166
13443,2021-07-14 03:00:00,146.97,776,150,5150,378,6883,2325,7031,758,165
13444,2021-07-14 04:00:00,148.37,674,151,5864,226,6948,3219,7032,757,166
13445,2021-07-14 05:00:00,152.34,888,149,6444,184,6777,3765,7032,763,168
13446,2021-07-14 06:00:00,135.02,3119,156,5699,198,6544,4053,7033,766,171
13447,2021-07-14 07:00:00,120.8,6602,156,5189,202,6960,3030,7030,769,173
13448,2021-07-14 08:00:00,113.07,8922,154,4845,215,7099,2339,7027,752,175
13449,2021-07-14 09:00:00,114.24,9917,153,5155,213,6910,2649,7014,733,176
13450,2021-07-14 10:00:00,115.57,10546,151,5363,215,6564,2927,7013,737,174
13451,2021-07-14 11:00:00,117.02,10820,155,5389,217,6294,2675,7009,755,175
13452,2021-07-14 12:00:00,112.16,10822,156,4996,217,6319,2851,7005,765,178
13453,2021-07-14 13:00:00,109.36,10568,155,4778,217,6685,2707,7009,758,176
