UTC time,avg_biomass_production_forecast,avg_coal_production_forecast,avg_hydro_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_solar_production_forecast,avg_unknown_production_forecast,avg_wind_production_forecast
2021-07-01 14:00:00,733.79054,636.69767,3829.6351,7589.35867,6966.43701,137.8769,10379.00012,167.76446,2432.00005
2021-07-01 15:00:00,734.30443,651.88829,4252.72801,7783.23734,6952.53609,141.10208,9661.00026,166.95048,2846.00005
2021-07-01 16:00:00,731.37305,660.42958,4740.5582,7964.6369,6937.3532,145.23462,8502.00001,167.6477,3299.99994
2021-07-01 17:00:00,732.8414,655.51568,5455.44848,8170.2229,6934.08574,147.27287,6368.99999,170.08798,3760.00001
2021-07-01 18:00:00,730.85979,646.97654,5693.34158,8328.30397,6922.97037,149.88912,3490.99999,169.93214,3960.99998
2021-07-01 19:00:00,733.84432,628.63062,5664.95079,8172.1078,6920.90535,153.02218,1254.00003,166.45514,4254.00008
2021-07-01 20:00:00,729.66059,581.60931,5271.90173,7845.6185,6906.0606,150.70887,649.00002,169.03834,4429.00008
2021-07-01 21:00:00,730.67448,567.72708,4619.4639,7416.23205,6906.86917,145.67097,584.99999,166.88697,4089.99992
2021-07-01 22:00:00,730.36501,559.60464,4052.43301,7105.6979,6891.09378,143.6525,623.99999,166.87788,3354.99998
2021-07-01 23:00:00,728.33301,552.54406,3398.0813,6881.47388,6910.06048,138.66816,628.99999,166.42904,2992.99992
2021-07-02 00:00:00,738.39004,548.5194,2391.49568,6465.51407,6927.36794,115.20788,899.91376,171.07021,2549.24051
2021-07-02 01:00:00,747.59082,564.22737,2570.03804,6467.67565,6930.41805,115.06551,282.89047,170.60517,2397.01024
2021-07-02 02:00:00,747.10487,600.57207,2796.10419,6664.11541,6931.28404,114.3392,0,171.89944,2256.242
2021-07-02 03:00:00,739.39045,620.81173,3184.24318,7034.75217,6932.59451,115.85012,133.2128,173.40925,2212.91778
2021-07-02 04:00:00,738.14464,610.55556,3523.02231,7268.99355,6928.15567,119.35914,524.06214,171.91228,2080.61219
2021-07-02 05:00:00,742.75301,599.798,3689.99366,7521.18448,6925.28846,123.97013,1327.38139,167.94773,2164.87833
2021-07-02 06:00:00,744.00844,578.79813,3772.80408,7570.52089,6923.37656,123.9191,2673.85913,169.42123,2197.3715
2021-07-02 07:00:00,744.29593,551.5612,3836.06921,7643.26284,6931.08115,124.1355,5063.40776,168.47673,2088.14787
2021-07-02 08:00:00,747.13625,525.45049,3802.28803,7642.54766,6941.8771,121.23406,7847.104,167.72112,2124.63381
2021-07-02 09:00:00,740.5591,534.63191,3778.13312,7630.95572,6939.07752,120.26245,9607.37629,168.38471,2140.53083
2021-07-02 10:00:00,742.24409,530.25802,3414.11048,7466.31782,6935.98616,119.59874,10918.52725,168.18921,2249.04561
2021-07-02 11:00:00,741.255,539.87899,3070.34694,7507.322,6907.76451,119.13355,11692.54803,169.25464,2436.76232
2021-07-02 12:00:00,742.7172,562.84362,3081.27532,7593.05689,6889.18146,117.07434,11329.1595,168.47217,2710.58567
2021-07-02 13:00:00,749.68709,598.46128,3172.20061,7714.05207,6886.03352,117.95865,10532.88333,169.74728,3061.09114
2021-07-02 14:00:00,749.95281,636.69767,3462.08513,7778.51254,6882.05405,121.86768,9454.17392,169.18666,3433.76128
2021-07-02 15:00:00,750.3925,651.88829,3913.40896,7979.06715,6868.66184,125.15108,8126.44169,168.33983,3814.00242
2021-07-02 16:00:00,747.25248,660.42958,4379.87883,8164.72736,6853.90258,129.24288,6887.89223,169.10316,4020.29503
2021-07-02 17:00:00,748.53427,655.51568,4984.11411,8375.67803,6850.96519,131.10053,5156.78414,171.6704,4397.1664
2021-07-02 18:00:00,746.47627,646.97654,5119.36717,8533.90278,6840.26878,133.70346,3189.54656,171.51285,4813.28351
2021-07-02 19:00:00,749.56763,628.63062,5004.76027,8365.02132,6838.4815,136.62746,1716.66734,167.91688,5140.69645
2021-07-02 20:00:00,745.12863,581.60931,4565.34508,8017.51825,6824.17141,134.18673,762.50118,170.66284,5414.63386
2021-07-02 21:00:00,746.09991,567.72708,3935.85157,7567.52128,6825.18201,129.9652,615.1295,168.351,5576.6744
2021-07-02 22:00:00,745.80428,559.60464,3421.1413,7240.17045,6809.84344,127.19561,570.21222,168.33028,5583.09551
2021-07-02 23:00:00,743.65819,552.54406,2850.0102,7005.99317,6828.33462,122.858,594.65419,167.81876,5514.32252
2021-07-03 00:00:00,753.29673,548.5194,1996.17617,6578.5744,6845.43494,104.88076,826.93719,172.39072,3866.43431
2021-07-03 01:00:00,762.83053,564.22737,2153.99489,6578.78164,6848.54587,104.98656,274.96977,171.86028,3825.57141
2021-07-03 02:00:00,762.00931,600.57207,2375.31609,6772.08507,6849.45737,104.45315,0,173.19238,3835.82607
2021-07-03 03:00:00,753.97352,620.81173,2758.09396,7142.00879,6850.91968,106.03598,148.65547,174.78147,3871.47102
2021-07-03 04:00:00,752.55279,610.55556,3098.81627,7373.7537,6846.72372,109.46403,456.37327,173.21092,3790.80857
2021-07-03 05:00:00,757.29233,599.798,3291.16399,7627.05986,6844.02707,113.4758,1122.38324,169.04715,4002.05742
2021-07-03 06:00:00,758.695,578.79813,3403.83595,7676.73864,6842.19556,113.01873,2301.30553,170.55317,4189.68308
2021-07-03 07:00:00,758.9568,551.5612,3489.48234,7748.67889,6849.47141,112.80029,4481.92725,169.53484,4083.0855
2021-07-03 08:00:00,761.70177,525.45049,3465.00909,7750.7048,6859.50259,110.22319,7097.571,168.71346,4202.10464
2021-07-03 09:00:00,754.85447,534.63191,3423.66909,7742.29619,6857.01394,108.50762,8822.92231,169.4147,4330.0563
2021-07-03 10:00:00,756.81468,530.25802,3071.34333,7578.67632,6854.12376,107.78158,10145.62368,169.19763,4477.30456
2021-07-03 11:00:00,755.6737,539.87899,2725.78212,7623.07375,6826.89187,107.42179,10932.77371,170.31187,4724.29476
2021-07-03 12:00:00,757.2161,562.84362,2699.92174,7711.18226,6808.93067,105.57941,10610.98892,169.54992,4903.20706
2021-07-03 13:00:00,764.35464,598.46128,2766.29805,7833.96299,6805.96946,106.47274,9830.72925,170.79632,5178.37021
2021-07-03 14:00:00,764.49834,636.69767,3019.04304,7898.43361,6802.17756,110.47872,8746.53692,170.22754,5427.49981
2021-07-03 15:00:00,764.87125,651.88829,3432.523,8098.73398,6789.26726,113.74429,7430.18302,169.35666,5732.39748
2021-07-03 16:00:00,761.54341,660.42958,3877.75946,8284.03313,6774.90952,117.73944,6219.02838,170.16837,5928.10974
2021-07-03 17:00:00,762.65739,655.51568,4448.95892,8498.12867,6772.28391,119.43795,4581.34654,172.82854,6109.66372
2021-07-03 18:00:00,760.53062,646.97654,4604.42585,8659.13724,6761.98348,122.00495,2765.64148,172.66972,6416.14843
2021-07-03 19:00:00,763.71806,628.63062,4524.56884,8487.73742,6760.45992,124.78402,1433.60209,168.98668,6766.38582
2021-07-03 20:00:00,759.04942,581.60931,4116.5869,8135.15169,6746.65555,122.31283,590.98382,171.85177,6952.36452
2021-07-03 21:00:00,759.98232,567.72708,3525.20126,7680.65906,6747.85798,118.73519,504.22093,169.42249,7040.95724
2021-07-03 22:00:00,759.69917,559.60464,3030.48154,7349.76917,6732.93242,115.49465,503.56288,169.39326,6940.5483
2021-07-03 23:00:00,757.45033,552.54406,2479.7128,7112.77602,6750.97401,111.67901,555.2862,168.83586,6990.94326
2021-07-04 00:00:00,756.56008,548.5194,1504.84915,7191.31689,6805.02691,138.1247,792.22228,169.23817,6204.88135
2021-07-04 01:00:00,766.16688,564.22737,1541.19178,7227.87187,6808.16761,135.44714,311.19809,168.86385,6166.40857
2021-07-04 02:00:00,765.2722,600.57207,1706.26377,7468.21073,6809.10165,132.16866,40.86813,170.10562,6298.14949
2021-07-04 03:00:00,757.16597,620.81173,2102.27711,7918.02396,6810.63925,130.81519,198.527,171.50546,6316.57499
2021-07-04 04:00:00,755.70702,610.55556,2478.50833,8209.62045,6806.56238,130.61799,259.52237,170.11056,6266.57201
2021-07-04 05:00:00,760.47533,599.798,2816.62221,8537.59887,6803.94995,134.35994,557.66492,166.42243,6431.148
2021-07-04 06:00:00,761.91011,578.79813,3140.27547,8605.33134,6802.15842,135.29094,1390.99084,167.85079,6716.32958
2021-07-04 07:00:00,762.16632,551.5612,3461.656,8663.5843,6809.22288,137.38631,3361.94292,167.00872,6470.30689
2021-07-04 08:00:00,764.89041,525.45049,3604.74099,8647.45396,6818.87679,138.62238,6095.1104,166.34437,6609.22393
2021-07-04 09:00:00,757.98406,534.63191,3676.3685,8619.64034,6816.54168,143.20652,8262.65716,166.95573,6771.99227
2021-07-04 10:00:00,760.00446,530.25802,3299.86014,8416.86594,6813.75061,146.6807,10096.63722,166.79013,6853.41813
2021-07-04 11:00:00,758.83023,539.87899,2866.73847,8444.82324,6787.00701,148.82256,11195.41609,167.78787,7006.18253
2021-07-04 12:00:00,760.39017,562.84362,2732.58418,8538.84603,6769.35247,147.66988,10939.83002,166.97693,6941.52333
2021-07-04 13:00:00,767.56568,598.46128,2674.78166,8691.08867,6766.48271,149.14895,9935.58776,168.29188,7016.00236
2021-07-04 14:00:00,767.68264,636.69767,2862.19687,8785.22576,6762.78397,150.57971,8409.11804,167.74257,7006.04704
2021-07-04 15:00:00,768.04093,651.88829,3290.80007,9026.82461,6750.11142,150.84186,6654.73568,166.9291,7138.34843
2021-07-04 16:00:00,764.672,660.42958,3811.40875,9238.92683,6735.9519,151.20042,5137.70077,167.6253,7091.35915
2021-07-04 17:00:00,765.74922,655.51568,4517.03807,9478.74439,6733.47983,151.71603,3389.93563,170.06362,7082.98102
2021-07-04 18:00:00,763.60741,646.97654,4780.48951,9634.4214,6723.37506,152.82937,1685.46744,169.9078,7274.38668
2021-07-04 19:00:00,766.81589,628.63062,4763.97721,9391.23676,6721.98122,156.52647,604.93173,166.43264,7560.9237
2021-07-04 20:00:00,762.09698,581.60931,4293.41416,8921.77229,6708.4261,157.5923,46.93947,169.01334,7689.17036
2021-07-04 21:00:00,763.02147,567.72708,3572.108,8351.54127,6709.72338,155.67726,227.2859,166.86443,7684.55226
2021-07-04 22:00:00,762.74103,559.60464,2935.73249,7925.93424,6695.00156,157.82246,421.83097,166.85552,7510.78234
2021-07-04 23:00:00,760.46974,552.54406,2198.88238,7634.49157,6712.8207,156.18323,572.85923,166.40764,7704.03617
2021-07-02 00:00:00,736.07066,548.5194,2236.36444,7442.90426,7017.35006,151.7463,610.99998,171.49485,2462.00004
2021-07-02 01:00:00,745.21959,564.22737,2397.29749,7439.6141,7020.33381,150.34542,574,171.00877,2033.00005
2021-07-02 02:00:00,744.7858,600.57207,2657.81324,7624.55325,7021.15003,148.54287,567.99999,172.31521,1655.00007
2021-07-02 03:00:00,737.12146,620.81173,3140.13278,8009.44827,7022.29334,149.35156,509.00001,173.85052,1463.00006
2021-07-02 04:00:00,735.90279,610.55556,3592.85969,8240.00211,7017.58825,152.56047,398.00002,172.32988,1404.99994
2021-07-02 05:00:00,740.49075,599.798,3892.78524,8518.56987,7014.53346,158.97979,855.99998,168.30128,1410.00004
2021-07-02 06:00:00,741.72326,578.79813,4103.4957,8574.81402,7012.53352,160.44093,3172.00003,169.78522,1233.00003
2021-07-02 07:00:00,742.01482,551.5612,4295.4725,8638.34726,7020.70896,162.38351,6655.99971,168.81698,1044.99997
2021-07-02 08:00:00,744.86997,525.45049,4321.04416,8653.27798,7032.34452,159.12656,9078.00032,168.04022,985.99999
2021-07-02 09:00:00,738.3348,534.63191,4285.90302,8660.2669,7029.2034,161.3455,10200.99995,168.71592,1513
2021-07-02 10:00:00,739.97697,530.25802,3805.11522,8493.53847,7025.89043,161.45617,10775.99983,168.51349,2174.99997
2021-07-02 11:00:00,739.01159,539.87899,3315.76731,8555.38444,6996.58247,161.0033,11008.00023,169.59461,2851
2021-07-02 12:00:00,740.46125,562.84362,3240.16826,8659.94643,6977.31632,158.32197,11017.00005,168.81875,3363.00001
2021-07-02 13:00:00,747.40489,598.46128,3267.15142,8801.20228,6973.9638,159.09767,10860.00013,170.08462,3895.00012
2021-07-02 14:00:00,747.68956,636.69767,3578.60347,8872.96947,6969.77762,162.18152,10480.00029,169.52138,4458.00014
2021-07-02 15:00:00,748.13964,651.88829,4124.28806,9081.73399,6955.85628,164.99168,9832.99987,168.66682,5060.00013
2021-07-02 16:00:00,745.0288,660.42958,4715.09733,9271.28365,6940.6568,168.81311,8694.00011,169.4457,5668.99993
2021-07-02 17:00:00,746.33675,655.51568,5481.13864,9511.53385,6937.37659,170.95643,6668.9999,172.04282,6288.00021
2021-07-02 18:00:00,744.28945,646.97654,5699.8118,9688.85008,6926.24462,173.44714,3578.99998,171.88487,6335.99985
2021-07-02 19:00:00,747.36588,628.63062,5602.33917,9484.02147,6924.16854,176.91848,1260,168.2609,6344.99981
2021-07-02 20:00:00,742.9626,581.60931,5070.98232,9070.79314,6909.30253,175.13042,705.00002,171.04516,6280.00017
2021-07-02 21:00:00,743.93983,567.72708,4280.71317,8559.65738,6910.10259,169.20116,655.99998,168.69555,5823.99984
2021-07-02 22:00:00,743.64232,559.60464,3599.32956,8183.29114,6894.31062,168.6724,598.00001,168.67211,5503.00019
2021-07-02 23:00:00,741.51216,552.54406,2838.63902,7915.21343,6913.29604,163.04738,597,168.14583,5050.00023
2021-07-03 00:00:00,751.20703,548.5194,1944.13111,7337.68797,6930.41294,132.1015,912.10463,172.7085,4037.51824
2021-07-03 01:00:00,760.69415,564.22737,2119.93743,7310.14194,6933.46092,131.49941,310.84694,172.16232,3973.65402
2021-07-03 02:00:00,759.91993,600.57207,2381.4862,7462.42891,6934.32521,130.40191,0,173.50353,3975.60293
2021-07-03 03:00:00,751.92915,620.81173,2831.88903,7801.46356,6935.62972,131.73191,150.27712,175.11169,3994.26987
2021-07-03 04:00:00,750.53296,610.55556,3236.27947,7993.57911,6931.18238,135.29053,484.71963,173.52343,3899.34406
2021-07-03 05:00:00,755.25412,599.798,3482.97636,8232.98701,6928.30879,140.83771,1217.24756,169.31173,4086.53258
2021-07-03 06:00:00,756.63611,578.79813,3635.08459,8279.91402,6926.39392,141.46156,2497.73896,170.82557,4265.62147
2021-07-03 07:00:00,756.90151,551.5612,3758.82728,8349.38237,6934.11467,142.41581,4854.52387,169.78947,4123.89715
2021-07-03 08:00:00,759.65985,525.45049,3739.39172,8380.10052,6944.93869,139.09571,7656.49973,168.95227,4236.01317
2021-07-03 09:00:00,752.85046,534.63191,3680.22539,8404.48938,6942.12762,139.42,9478.13518,169.66256,4352.1489
2021-07-03 10:00:00,754.77208,530.25802,3261.38589,8261.62905,6939.02818,138.9365,10893.09095,169.44032,4486.60706
2021-07-03 11:00:00,753.65236,539.87899,2852.70628,8339.66464,6910.77037,138.3533,11795.3203,170.56629,4719.77538
2021-07-03 12:00:00,755.18352,562.84362,2805.22982,8445.87866,6892.16436,135.9599,11547.07188,169.80928,4884.74624
2021-07-03 13:00:00,762.29847,598.46128,2867.13009,8574.48287,6889.00919,136.81858,10829.23386,171.04876,5157.82731
2021-07-03 14:00:00,762.45929,636.69767,3162.67566,8629.79177,6885.02249,140.50092,9784.21349,170.47803,5402.54609
2021-07-03 15:00:00,762.84149,651.88829,3649.24966,8815.08665,6871.61284,143.73772,8453.13237,169.60136,5711.97559
2021-07-03 16:00:00,759.54002,660.42958,4165.92256,8988.99629,6856.83912,147.9011,7167.62053,170.42472,5887.61104
2021-07-03 17:00:00,760.6775,655.51568,4812.28002,9221.49751,6853.88982,149.9799,5357.89469,173.10724,6082.45017
2021-07-03 18:00:00,758.56039,646.97654,4980.89776,9407.56793,6843.17809,152.60778,3308.7304,172.94814,6404.61245
2021-07-03 19:00:00,761.73435,628.63062,4875.94518,9237.37575,6841.38146,155.77375,1767.06192,169.24413,6756.32744
2021-07-03 20:00:00,757.09788,581.60931,4392.67483,8878.49919,6827.05223,153.45983,769.64695,172.13789,6952.65402
2021-07-03 21:00:00,758.03616,567.72708,3702.38893,8422.30646,6828.05602,148.26557,606.00054,169.68034,7040.05631
2021-07-03 22:00:00,757.75129,559.60464,3120.14679,8091.19331,6812.70172,146.34759,553.73296,169.64907,6940.40239
2021-07-03 23:00:00,755.51685,552.54406,2476.08151,7847.50446,6831.20991,141.23515,581.07457,169.08063,6992.40697
2021-07-04 00:00:00,754.67736,548.5194,1980.03427,7838.9917,6885.27855,164.26593,880.21143,169.47598,5492.70094
2021-07-04 01:00:00,764.24207,564.22737,2045.80317,7860.94819,6888.3597,160.14091,331.92877,169.08989,5459.45479
2021-07-04 02:00:00,763.38974,600.57207,2169.36144,8078.68001,6889.24908,155.58571,4.1568,170.33847,5593.64024
2021-07-04 03:00:00,755.32419,620.81173,2464.72506,8518.34181,6890.63739,153.39822,178.21728,171.75258,5645.72646
2021-07-04 04:00:00,753.88727,610.55556,2689.68088,8790.32071,6886.3236,152.8411,387.45555,170.34444,5628.49428
2021-07-04 05:00:00,758.63897,599.798,2848.88935,9119.71827,6883.54402,157.91271,935.23533,166.62043,5860.11667
2021-07-04 06:00:00,760.05521,578.79813,3011.86006,9188.23697,6881.67338,160.2992,2026.31324,168.05464,6191.23897
2021-07-04 07:00:00,760.31466,551.5612,3190.82524,9242.57378,6889.15806,163.95427,4227.37917,167.19927,5992.76314
2021-07-04 08:00:00,763.05077,525.45049,3281.09702,9244.5372,6899.561,165.46094,6997.19567,166.52308,6185.37602
2021-07-04 09:00:00,756.17851,534.63191,3432.2278,9237.61504,6896.92134,172.29125,8943.76182,167.14122,6376.88416
2021-07-04 10:00:00,758.16419,530.25802,3199.43865,9043.90995,6893.93291,176.17672,10543.48452,166.97174,6504.06951
2021-07-04 11:00:00,757.00912,539.87899,2965.96759,9093.82854,6866.21954,178.17833,11597.59894,167.97826,6697.98803
2021-07-04 12:00:00,758.55893,562.84362,2987.52424,9201.95523,6847.95635,176.25518,11447.57065,167.17102,6685.96453
2021-07-04 13:00:00,765.71314,598.46128,3036.48757,9362.99371,6844.90412,176.68863,10727.6785,168.4808,6830.3369
2021-07-04 14:00:00,765.84555,636.69767,3250.59109,9455.04134,6841.02077,176.62242,9594.53931,167.93001,6878.21089
2021-07-04 15:00:00,766.2122,651.88829,3626.20123,9692.09431,6827.87653,175.99739,8162.4628,167.11221,7053.56611
2021-07-04 16:00:00,762.86703,660.42958,4032.62793,9900.04217,6813.32357,175.91951,6789.33748,167.81714,7014.94047
2021-07-04 17:00:00,763.96544,655.51568,4586.25174,10157.24311,6810.5461,176.45047,4948.16863,170.27219,7026.64437
2021-07-04 18:00:00,761.83231,646.97654,4706.41345,10330.35264,6800.053,177.41079,2942.5031,170.11615,7229.33878
2021-07-04 19:00:00,765.02867,628.63062,4600.98056,10076.95248,6798.40098,181.31969,1480.54381,166.6253,7484.39039
2021-07-04 20:00:00,760.33879,581.60931,4154.92511,9584.83823,6784.35119,183.13155,572.86951,169.22745,7584.01131
2021-07-04 21:00:00,761.26809,567.72708,3539.79861,8995.48047,6785.46048,180.17259,488.73477,167.0574,7555.71676
2021-07-04 22:00:00,760.98613,559.60464,3057.59652,8555.06984,6770.33373,184.00884,497.12903,167.04695,7359.57257
2021-07-04 23:00:00,758.72779,552.54406,2495.45554,8250.33354,6788.59395,181.45859,561.08014,166.59082,7511.18012
2021-07-05 00:00:00,757.78632,548.5194,1403.64574,8256.45879,6842.48266,186.2524,859.7808,167.02763,6463.03118
2021-07-05 01:00:00,767.42042,564.22737,1373.53756,8276.55014,6845.59572,181.14276,339.23625,166.76277,6292.22285
2021-07-05 02:00:00,766.49822,600.57207,1481.60981,8490.00101,6846.50892,175.71553,43.93183,167.94119,6359.77067
2021-07-05 03:00:00,758.36558,620.81173,1833.92786,8936.57802,6847.97676,172.89494,203.61656,169.20834,6303.75594
2021-07-05 04:00:00,756.89222,610.55556,2171.29217,9207.70661,6843.78973,171.93416,254.82963,167.9366,6155.67971
2021-07-05 05:00:00,761.67128,599.798,2526.35204,9549.04597,6841.09904,177.996,556.11936,164.58198,6251.43233
2021-07-05 06:00:00,763.11823,578.79813,2911.76322,9620.67536,6839.27008,181.38594,1432.09589,165.95589,6508.9829
2021-07-05 07:00:00,763.3723,551.5612,3312.78305,9670.98707,6846.53061,186.20189,3541.12142,165.23742,6076.45578
2021-07-05 08:00:00,766.08856,525.45049,3532.7124,9679.30648,6856.53458,187.85581,6489.26246,164.68316,6215.2935
2021-07-05 09:00:00,759.15991,534.63191,3689.01585,9679.95917,6854.05698,196.78639,8850.87848,165.2315,6330.85022
2021-07-05 10:00:00,761.20303,530.25802,3355.71195,9484.92199,6851.17404,201.29737,10865.96108,165.10199,6389.18211
2021-07-05 11:00:00,760.01626,539.87899,2941.11464,9543.39928,6823.97788,203.40824,12088.56164,166.01805,6540.21529
2021-07-05 12:00:00,761.58283,562.84362,2790.75237,9659.49714,6806.03922,201.09992,11846.12735,165.17276,6486.90333
2021-07-05 13:00:00,768.77223,598.46128,2689.71243,9829.38487,6803.08439,201.26567,10778.49852,166.53577,6665.82345
2021-07-05 14:00:00,768.87917,636.69767,2829.50218,9924.84657,6799.2993,200.37587,9128.17638,166.00011,6747.36279
2021-07-05 15:00:00,769.23192,651.88829,3224.85184,10165.82638,6786.40685,199.18624,7222.76734,165.22689,7011.02644
2021-07-05 16:00:00,765.84754,660.42958,3733.01826,10375.71949,6772.06358,198.69616,5566.79872,165.8421,6955.70535
2021-07-05 17:00:00,766.91097,655.51568,4451.41133,10645.52026,6769.44902,199.27155,3664.63888,168.12486,7084.13439
2021-07-05 18:00:00,764.76348,646.97654,4739.74307,10826.58386,6759.16306,200.07088,1815.09319,167.97115,7428.99577
2021-07-05 19:00:00,767.97989,628.63062,4750.95193,10557.25525,6757.64843,204.2879,648.7278,164.64175,7772.64704
2021-07-05 20:00:00,763.24208,581.60931,4285.92511,10036.18865,6743.86235,206.72601,53.14395,167.02304,7963.92995
2021-07-05 21:00:00,764.16344,567.72708,3558.70477,9419.81524,6745.07201,202.96306,250.77396,165.07073,7959.17636
2021-07-05 22:00:00,763.88399,559.60464,2914.45684,8957.72372,6730.16133,208.35619,459.36135,165.07607,7771.83759
2021-07-05 23:00:00,761.60424,552.54406,2152.31747,8638.1208,6748.18634,205.22051,614.65955,164.70498,7938.64099
2021-07-03 00:00:00,720.33544,548.5194,2196.52568,5960.97733,7000.12639,138.72885,560.99998,166.47021,4596.00004
2021-07-03 01:00:00,729.13282,564.22737,2341.11209,6000.13667,7003.12333,138.22744,493.99998,166.23295,4226.99989
2021-07-03 02:00:00,729.05298,600.57207,2579.99791,6249.14426,7003.94848,137.27518,482.99998,167.3954,3870.00007
2021-07-03 03:00:00,721.72793,620.81173,3029.99912,6673.41119,7005.12412,138.86496,438.99999,168.62908,3756.99992
2021-07-03 04:00:00,720.69389,610.55556,3459.23865,6962.99246,7000.47006,142.87638,368,167.38841,3707.00013
2021-07-03 05:00:00,725.14328,599.798,3746.27565,7251.54181,6997.45101,149.02112,792,164.11789,3598
2021-07-03 06:00:00,726.2205,578.79813,3952.04273,7309.10896,6995.46808,149.8539,3066.00007,165.47806,3144.0001
2021-07-03 07:00:00,726.5391,551.5612,4137.58401,7379.80205,7003.55334,150.95898,6286.00013,164.79076,2692.00008
2021-07-03 08:00:00,729.49492,525.45049,4166.95962,7346.97093,7015.02856,146.88958,8630.00031,164.26427,2396.99997
2021-07-03 09:00:00,723.24489,534.63191,4133.76288,7299.09266,7011.95251,147.30983,9736.00006,164.79672,2582.99994
2021-07-03 10:00:00,724.59655,530.25802,3679.79942,7103.00274,7008.68165,146.4879,10340.00025,164.6763,2967.99988
2021-07-03 11:00:00,723.79152,539.87899,3207.79927,7107.88457,6979.58168,145.57383,10637.99996,165.57177,3533.00006
2021-07-03 12:00:00,725.15649,562.84362,3126.20436,7178.83831,6960.44654,142.94222,10693.99971,164.71781,4203.00007
2021-07-03 13:00:00,731.92207,598.46128,3142.23985,7303.78168,6957.13315,143.84743,10571.00022,166.09295,4822.00006
2021-07-03 14:00:00,732.33555,636.69767,3421.06277,7386.03466,6952.9861,147.79703,10153.00027,165.56072,5444.00013
2021-07-03 15:00:00,732.85612,651.88829,3923.97273,7613.42759,6939.16684,151.41172,9541.00002,164.79766,6072.99974
2021-07-03 16:00:00,729.94354,660.42958,4481.09196,7818.02547,6924.05115,156.05549,8337.00003,165.39245,6598.00002
2021-07-03 17:00:00,731.42865,655.51568,5215.11523,8020.17281,6920.83644,158.42597,6256.99982,167.63599,6895.00014
2021-07-03 18:00:00,729.45398,646.97654,5443.12438,8153.669,6909.78784,161.24043,3294.99986,167.48279,6888.99997
2021-07-03 19:00:00,732.42891,628.63062,5373.93069,7961.00971,6907.76706,164.47581,1175.00003,164.19015,6839.99982
2021-07-03 20:00:00,728.26811,581.60931,4889.65904,7582.3847,6893.00738,161.80912,617.99999,166.52116,6814.99978
2021-07-03 21:00:00,729.28586,567.72708,4152.35385,7097.40412,6893.84827,155.81185,569,164.61842,6847.99986
2021-07-03 22:00:00,728.97518,559.60464,3510.17303,6740.34943,6878.14264,153.80358,574,164.62735,6104.99988
2021-07-03 23:00:00,726.95342,552.54406,2789.91585,6495.13621,6897.03363,147.97402,560.99998,164.27563,6138.99989
2021-07-04 00:00:00,726.86314,548.5194,2246.11886,6661.41225,6951.1146,169.5599,888.76745,164.80749,5260.87706
2021-07-04 01:00:00,735.8064,564.22737,2277.82522,6711.45743,6954.14727,165.1488,334.12874,164.65258,5255.7836
2021-07-04 02:00:00,735.57969,600.57207,2370.39848,6972.40147,6955.00007,160.34118,0,165.76737,5374.65857
2021-07-04 03:00:00,728.11387,620.81173,2652.03141,7433.27893,6956.26631,157.98686,175.47849,166.90124,5427.26821
2021-07-04 04:00:00,727.00328,610.55556,2883.55842,7743.34146,6951.75772,157.3538,405.66473,165.75321,5425.55437
