UTC time,wind,biomass,unknown,hydro,nat_gas
2023-01-02 17:00,884.0,26.0,70.0,20564.0,215.0
2023-01-02 18:00,857.0,24.0,68.0,19962.0,216.0
2023-01-02 19:00,807.0,23.0,66.0,18962.0,215.0
2023-01-02 20:00,694.0,22.0,66.0,17579.0,205.0
2023-01-02 21:00,523.0,22.0,70.0,16566.0,209.0
2023-01-02 22:00,530.0,24.0,70.0,15528.0,208.0
2023-01-02 23:00,384.0,26.0,67.0,15052.0,207.0
2023-01-03 00:00,436.0,31.0,69.0,13748.0,206.0
2023-01-03 01:00,503.0,34.0,69.0,13283.0,211.0
2023-01-03 02:00,443.0,35.0,70.0,12803.0,205.0
2023-01-03 03:00,409.0,35.0,71.0,12908.0,207.0
2023-01-03 04:00,463.0,33.0,67.0,14035.0,209.0
2023-01-03 05:00,563.0,26.0,69.0,16656.0,214.0
2023-01-03 06:00,607.0,21.0,62.0,19378.0,211.0
2023-01-03 07:00,567.0,18.0,64.0,19788.0,210.0
2023-01-03 08:00,736.0,17.0,67.0,19770.0,200.0
2023-01-03 09:00,741.0,18.0,67.0,19969.0,211.0
2023-01-03 10:00,831.0,17.0,64.0,19765.0,212.0
2023-01-03 11:00,835.0,16.0,61.0,19460.0,210.0
2023-01-03 12:00,805.0,17.0,62.0,19791.0,212.0
2023-01-03 13:00,833.0,18.0,62.0,20638.0,211.0
2023-01-03 14:00,932.0,18.0,64.0,20859.0,213.0
2023-01-03 15:00,1166.0,21.0,63.0,21187.0,212.0
2023-01-03 16:00,1412.0,20.0,61.0,21765.0,212.0
2023-01-03 17:00,1610.0,21.0,65.0,21084.0,202.0
2023-01-03 18:00,1817.0,21.0,63.0,20014.0,212.0
2023-01-03 19:00,2036.0,21.0,65.0,18554.0,211.0
2023-01-03 20:00,2308.0,25.0,66.0,16566.0,202.0
2023-01-03 21:00,2547.0,27.0,64.0,14607.0,204.0
2023-01-03 22:00,2801.0,28.0,67.0,12794.0,205.0
2023-01-03 23:00,2955.0,28.0,68.0,11839.0,202.0
2023-01-04 00:00,3121.0,28.0,69.0,10959.0,202.0
2023-01-04 01:00,3285.0,28.0,72.0,10157.0,203.0
2023-01-04 02:00,3396.0,28.0,71.0,9916.0,203.0
2023-01-04 03:00,3483.0,28.0,70.0,9927.0,203.0
2023-01-04 04:00,3546.0,28.0,71.0,9978.0,203.0
2023-01-04 05:00,3589.0,25.0,70.0,11337.0,204.0
2023-01-04 06:00,3746.0,27.0,68.0,13473.0,204.0
2023-01-04 07:00,3826.0,23.0,60.0,13985.0,204.0
2023-01-04 08:00,3893.0,27.0,64.0,14791.0,204.0
2023-01-04 09:00,3944.0,24.0,61.0,15158.0,203.0
2023-01-04 10:00,3943.0,23.0,68.0,14817.0,209.0
2023-01-04 11:00,3912.0,26.0,68.0,14856.0,204.0
2023-01-04 12:00,3902.0,26.0,69.0,15302.0,204.0
2023-01-04 13:00,3889.0,21.0,68.0,14934.0,204.0
2023-01-04 14:00,3786.0,23.0,70.0,14823.0,206.0
2023-01-04 15:00,3799.0,24.0,68.0,14873.0,204.0
2023-01-04 16:00,3753.0,25.0,69.0,15046.0,206.0
2023-01-04 17:00,3715.0,28.0,69.0,14833.0,203.0
2023-01-04 18:00,3638.0,28.0,68.0,14456.0,204.0
2023-01-04 19:00,3579.0,27.0,68.0,14054.0,206.0
2023-01-04 20:00,3499.0,30.0,69.0,13474.0,203.0
2023-01-04 21:00,3303.0,30.0,69.0,12780.0,203.0
2023-01-04 22:00,3138.0,29.0,70.0,11300.0,203.0
2023-01-04 23:00,2773.0,28.0,70.0,10681.0,202.0
2023-01-05 00:00,2706.0,28.0,71.0,10521.0,202.0
2023-01-05 01:00,2575.0,28.0,70.0,10347.0,202.0
2023-01-05 02:00,2514.0,28.0,69.0,10148.0,202.0
2023-01-05 03:00,2488.0,28.0,71.0,10318.0,203.0
2023-01-05 04:00,2476.0,28.0,68.0,11273.0,205.0
2023-01-05 05:00,2504.0,26.0,68.0,13250.0,208.0
2023-01-05 06:00,2624.0,24.0,62.0,15720.0,205.0
2023-01-05 07:00,2667.0,29.0,62.0,16875.0,204.0
2023-01-05 08:00,2747.0,28.0,67.0,18186.0,204.0
2023-01-05 09:00,2826.0,29.0,63.0,18816.0,206.0
2023-01-05 10:00,3022.0,24.0,65.0,19330.0,209.0
2023-01-05 11:00,3024.0,19.0,60.0,19191.0,209.0
2023-01-05 12:00,3177.0,18.0,63.0,18896.0,213.0
2023-01-05 13:00,3296.0,17.0,65.0,19416.0,211.0
2023-01-05 14:00,3306.0,19.0,59.0,20484.0,211.0
2023-01-05 15:00,3411.0,22.0,69.0,20628.0,211.0
2023-01-05 16:00,3520.0,23.0,67.0,20296.0,214.0
2023-01-05 17:00,3641.0,22.0,69.0,20142.0,203.0
2023-01-05 18:00,3751.0,22.0,66.0,20039.0,213.0
2023-01-05 19:00,3821.0,20.0,66.0,19738.0,214.0
2023-01-05 20:00,3888.0,20.0,68.0,18863.0,203.0
2023-01-05 21:00,3902.0,22.0,66.0,17768.0,214.0
2023-01-05 22:00,3899.0,20.0,68.0,14968.0,214.0
2023-01-05 23:00,3950.0,25.0,71.0,13219.0,210.0
2023-01-06 00:00,3939.0,25.0,69.0,11958.0,210.0
2023-01-06 01:00,3890.0,25.0,69.0,11050.0,214.0
2023-01-06 02:00,3895.0,25.0,64.0,10287.0,212.0
2023-01-06 03:00,3937.0,25.0,67.0,10127.0,212.0
2023-01-06 04:00,3850.0,27.0,63.0,10333.0,209.0
2023-01-06 05:00,3867.0,25.0,68.0,11767.0,213.0
2023-01-06 06:00,3750.0,26.0,63.0,13982.0,209.0
2023-01-06 07:00,3558.0,22.0,64.0,16304.0,208.0
2023-01-06 08:00,3159.0,20.0,63.0,16466.0,205.0
2023-01-06 09:00,2966.0,23.0,59.0,16389.0,214.0
2023-01-06 10:00,2937.0,23.0,68.0,16590.0,215.0
2023-01-06 11:00,3015.0,23.0,66.0,16672.0,210.0
2023-01-06 12:00,3154.0,21.0,67.0,15857.0,214.0
2023-01-06 13:00,3240.0,24.0,68.0,16975.0,214.0
2023-01-06 14:00,3320.0,22.0,69.0,18218.0,214.0
2023-01-06 15:00,3412.0,20.0,69.0,18887.0,214.0
2023-01-06 16:00,3486.0,20.0,75.0,19354.0,217.0
2023-01-06 17:00,3425.0,20.0,70.0,19163.0,207.0
2023-01-06 18:00,3576.0,20.0,63.0,18370.0,220.0
2023-01-06 19:00,3440.0,20.0,64.0,17150.0,221.0
2023-01-06 20:00,3462.0,20.0,68.0,16772.0,213.0
2023-01-06 21:00,3366.0,26.0,64.0,16341.0,221.0
2023-01-06 22:00,3302.0,24.0,66.0,14849.0,221.0
2023-01-06 23:00,3208.0,24.0,66.0,12716.0,220.0
2023-01-07 00:00,2919.0,30.0,68.0,11396.0,223.0
2023-01-07 01:00,2712.0,33.0,69.0,10930.0,221.0
2023-01-07 02:00,2810.0,34.0,65.0,10081.0,217.0
2023-01-07 03:00,3009.0,31.0,69.0,9796.0,221.0
2023-01-07 04:00,3049.0,31.0,71.0,9865.0,217.0
2023-01-07 05:00,3268.0,32.0,66.0,10116.0,217.0
2023-01-07 06:00,3327.0,38.0,56.0,11738.0,214.0
2023-01-07 07:00,3246.0,39.0,61.0,12566.0,216.0
2023-01-07 08:00,3063.0,38.0,64.0,13347.0,211.0
2023-01-07 09:00,2956.0,39.0,68.0,13288.0,211.0
2023-01-07 10:00,2799.0,38.0,68.0,13019.0,208.0
2023-01-07 11:00,2797.0,42.0,71.0,12917.0,205.0
2023-01-07 12:00,2898.0,41.0,66.0,12592.0,203.0
2023-01-07 13:00,3058.0,41.0,68.0,12795.0,205.0
2023-01-07 14:00,3465.0,40.0,66.0,12883.0,205.0
2023-01-07 15:00,3761.0,42.0,65.0,13260.0,204.0
2023-01-07 16:00,3922.0,42.0,68.0,13408.0,206.0
2023-01-07 17:00,3913.0,42.0,67.0,13896.0,209.0
2023-01-07 18:00,3884.0,42.0,66.0,12832.0,209.0
2023-01-07 19:00,3910.0,42.0,66.0,11158.0,204.0
2023-01-07 20:00,3904.0,42.0,66.0,9780.0,204.0
2023-01-07 21:00,3929.0,42.0,66.0,8555.0,204.0
2023-01-07 22:00,3875.0,40.0,70.0,7723.0,205.0
2023-01-07 23:00,3898.0,40.0,64.0,6654.0,208.0
2023-01-08 00:00,3897.0,40.0,66.0,6343.0,209.0
2023-01-08 01:00,3919.0,40.0,61.0,6256.0,211.0
2023-01-08 02:00,3856.0,40.0,62.0,6096.0,210.0
2023-01-08 03:00,3874.0,41.0,64.0,6220.0,209.0
2023-01-08 04:00,3846.0,39.0,63.0,6383.0,212.0
2023-01-08 05:00,3773.0,40.0,60.0,6530.0,214.0
2023-01-08 06:00,3753.0,40.0,58.0,6534.0,211.0
2023-01-08 07:00,3695.0,40.0,56.0,7816.0,211.0
2023-01-08 08:00,3637.0,41.0,56.0,9932.0,212.0
2023-01-08 09:00,3667.0,40.0,55.0,11972.0,210.0
2023-01-08 10:00,3632.0,40.0,55.0,12883.0,211.0
2023-01-08 11:00,3720.0,36.0,57.0,12826.0,211.0
2023-01-08 12:00,3661.0,36.0,60.0,12939.0,213.0
2023-01-08 13:00,3597.0,38.0,58.0,13399.0,208.0
2023-01-08 14:00,3290.0,39.0,60.0,13833.0,207.0
2023-01-08 15:00,2946.0,34.0,58.0,15590.0,208.0
2023-01-08 16:00,2984.0,33.0,56.0,16527.0,206.0
2023-01-08 17:00,3248.0,29.0,54.0,15871.0,212.0
2023-01-08 18:00,3238.0,33.0,56.0,15072.0,212.0
2023-01-08 19:00,3190.0,36.0,62.0,14285.0,209.0
2023-01-08 20:00,3157.0,38.0,58.0,13929.0,207.0
2023-01-08 21:00,3249.0,39.0,56.0,13755.0,208.0
2023-01-08 22:00,3414.0,37.0,57.0,11559.0,210.0
2023-01-08 23:00,3524.0,38.0,63.0,9675.0,207.0
2023-01-09 00:00,3583.0,40.0,63.0,8446.0,203.0
2023-01-09 01:00,3564.0,39.0,65.0,7607.0,203.0
2023-01-09 02:00,3579.0,41.0,69.0,6968.0,203.0
2023-01-09 03:00,3604.0,40.0,64.0,7591.0,206.0
2023-01-09 04:00,3549.0,36.0,65.0,10166.0,206.0
2023-01-09 05:00,3524.0,34.0,79.0,13772.0,204.0
2023-01-09 06:00,3257.0,26.0,67.0,17790.0,204.0
2023-01-09 07:00,3058.0,23.0,68.0,19264.0,209.0
2023-01-09 08:00,3057.0,23.0,66.0,19610.0,210.0
2023-01-09 09:00,2924.0,22.0,65.0,19788.0,212.0
2023-01-09 10:00,2749.0,25.0,66.0,19988.0,192.0
2023-01-09 11:00,2742.0,21.0,70.0,19325.0,181.0
2023-01-09 12:00,2688.0,23.0,70.0,19205.0,192.0
2023-01-09 13:00,2680.0,26.0,72.0,20035.0,192.0
2023-01-09 14:00,2660.0,24.0,73.0,20233.0,192.0
2023-01-09 15:00,2853.0,24.0,70.0,20619.0,196.0
2023-01-09 16:00,2649.0,26.0,68.0,21169.0,213.0
2023-01-09 17:00,2582.0,24.0,65.0,21042.0,213.0
2023-01-09 18:00,2434.0,24.0,64.0,20464.0,213.0
2023-01-09 19:00,2400.0,25.0,67.0,19984.0,213.0
2023-01-09 20:00,2347.0,25.0,68.0,18995.0,206.0
2023-01-09 21:00,2296.0,22.0,69.0,17557.0,214.0
2023-01-09 22:00,2330.0,22.0,71.0,15043.0,214.0
2023-01-09 23:00,2354.0,23.0,70.0,13516.0,213.0
2023-01-10 00:00,2370.0,32.0,68.0,11809.0,212.0
2023-01-10 01:00,2306.0,32.0,63.0,11705.0,214.0
2023-01-10 02:00,2245.0,35.0,63.0,11465.0,210.0
2023-01-10 03:00,2200.0,37.0,60.0,11702.0,207.0
2023-01-10 04:00,2153.0,31.0,62.0,13896.0,210.0
2023-01-10 05:00,2206.0,31.0,63.0,17598.0,214.0
2023-01-10 06:00,2125.0,25.0,63.0,20064.0,208.0
2023-01-10 07:00,2042.0,22.0,64.0,20564.0,203.0
2023-01-10 08:00,1970.0,19.0,71.0,20363.0,192.0
2023-01-10 09:00,1963.0,14.0,70.0,20506.0,202.0
2023-01-10 10:00,1962.0,23.0,62.0,19703.0,205.0
2023-01-10 11:00,1886.0,19.0,59.0,19024.0,205.0
2023-01-10 12:00,1909.0,18.0,59.0,18988.0,207.0
2023-01-10 13:00,1942.0,23.0,59.0,19339.0,204.0
2023-01-10 14:00,2057.0,25.0,63.0,19891.0,208.0
2023-01-10 15:00,2233.0,23.0,63.0,19975.0,210.0
2023-01-10 16:00,2419.0,19.0,63.0,19790.0,206.0
2023-01-10 17:00,2584.0,20.0,65.0,18255.0,194.0
2023-01-10 18:00,2665.0,21.0,65.0,16281.0,206.0
2023-01-10 19:00,2696.0,20.0,68.0,13979.0,202.0
2023-01-10 20:00,2687.0,22.0,64.0,12541.0,191.0
2023-01-10 21:00,2729.0,26.0,65.0,10907.0,192.0
2023-01-10 22:00,2787.0,33.0,66.0,9271.0,191.0
2023-01-10 23:00,2927.0,32.0,65.0,8358.0,191.0
2023-01-11 00:00,3161.0,30.0,64.0,7303.0,190.0
2023-01-11 01:00,3220.0,27.0,66.0,6631.0,191.0
2023-01-11 02:00,3070.0,27.0,71.0,6643.0,191.0
2023-01-11 03:00,2680.0,26.0,68.0,6866.0,192.0
2023-01-11 04:00,3523.0,27.0,69.0,7336.0,193.0
2023-01-11 05:00,3804.0,25.0,66.0,9545.0,195.0
2023-01-11 06:00,3856.0,22.0,66.0,12910.0,195.0
2023-01-11 07:00,3724.0,22.0,65.0,15326.0,194.0
2023-01-11 08:00,3549.0,20.0,62.0,16488.0,193.0
2023-01-11 09:00,3556.0,18.0,62.0,16511.0,198.0
2023-01-11 10:00,3321.0,18.0,61.0,15652.0,202.0
2023-01-11 11:00,3133.0,18.0,60.0,14330.0,203.0
2023-01-11 12:00,3063.0,20.0,64.0,13554.0,204.0
2023-01-11 13:00,3046.0,18.0,65.0,13971.0,200.0
2023-01-11 14:00,3302.0,19.0,66.0,14221.0,201.0
2023-01-11 15:00,3469.0,20.0,64.0,14505.0,200.0
2023-01-11 16:00,3561.0,18.0,66.0,15288.0,202.0
2023-01-11 17:00,3687.0,21.0,65.0,14635.0,194.0
2023-01-11 18:00,3642.0,20.0,64.0,13472.0,201.0
2023-01-11 19:00,3606.0,20.0,65.0,12162.0,203.0
2023-01-11 20:00,3504.0,25.0,62.0,10456.0,193.0
2023-01-11 21:00,3176.0,26.0,61.0,9339.0,195.0
2023-01-11 22:00,2695.0,27.0,62.0,8117.0,195.0
2023-01-11 23:00,2848.0,28.0,60.0,6673.0,195.0
2023-01-12 00:00,2846.0,32.0,60.0,6546.0,194.0
2023-01-12 01:00,2769.0,33.0,59.0,7126.0,198.0
2023-01-12 02:00,2342.0,30.0,62.0,6879.0,197.0
2023-01-12 03:00,1978.0,31.0,64.0,7272.0,198.0
2023-01-12 04:00,2194.0,29.0,65.0,7768.0,196.0
2023-01-12 05:00,2620.0,25.0,63.0,10679.0,199.0
2023-01-12 06:00,2499.0,20.0,64.0,13560.0,199.0
2023-01-12 07:00,2391.0,18.0,65.0,14319.0,198.0
2023-01-12 08:00,2080.0,19.0,66.0,14680.0,193.0
2023-01-12 09:00,1905.0,23.0,71.0,14930.0,200.0
2023-01-12 10:00,1942.0,23.0,61.0,14972.0,202.0
2023-01-12 11:00,1967.0,19.0,60.0,13733.0,199.0
2023-01-12 12:00,1892.0,22.0,56.0,13802.0,201.0
2023-01-12 13:00,1813.0,20.0,57.0,14387.0,196.0
2023-01-12 14:00,1782.0,21.0,63.0,13899.0,196.0
2023-01-12 15:00,1573.0,20.0,65.0,14288.0,195.0
2023-01-12 16:00,1494.0,24.0,60.0,15626.0,198.0
2023-01-12 17:00,1357.0,21.0,61.0,15872.0,191.0
2023-01-12 18:00,1343.0,25.0,61.0,14998.0,199.0
2023-01-12 19:00,1323.0,25.0,61.0,13781.0,200.0
2023-01-12 20:00,1323.0,25.0,60.0,12913.0,191.0
2023-01-12 21:00,1606.0,27.0,59.0,11378.0,192.0
2023-01-12 22:00,1517.0,29.0,59.0,10244.0,191.0
2023-01-12 23:00,1311.0,29.0,60.0,9195.0,192.0
2023-01-13 00:00,885.0,30.0,60.0,8409.0,191.0
2023-01-13 01:00,744.0,29.0,60.0,8405.0,192.0
2023-01-13 02:00,629.0,29.0,59.0,8202.0,191.0
2023-01-13 03:00,683.0,29.0,60.0,7795.0,192.0
2023-01-13 04:00,627.0,29.0,62.0,9242.0,192.0
2023-01-13 05:00,643.0,27.0,64.0,11771.0,192.0
2023-01-13 06:00,679.0,27.0,60.0,14120.0,191.0
2023-01-13 07:00,578.0,24.0,51.0,15518.0,192.0
2023-01-13 08:00,537.0,25.0,50.0,15490.0,191.0
2023-01-13 09:00,531.0,23.0,53.0,14803.0,196.0
2023-01-13 10:00,543.0,21.0,56.0,14299.0,197.0
2023-01-13 11:00,523.0,23.0,62.0,13718.0,193.0
2023-01-13 12:00,440.0,30.0,55.0,13280.0,194.0
2023-01-13 13:00,472.0,29.0,59.0,13679.0,192.0
2023-01-13 14:00,511.0,30.0,58.0,14703.0,191.0
2023-01-13 15:00,622.0,30.0,59.0,15044.0,192.0
2023-01-13 16:00,768.0,27.0,57.0,15533.0,194.0
2023-01-13 17:00,938.0,24.0,57.0,15797.0,192.0
2023-01-13 18:00,1090.0,26.0,55.0,15073.0,192.0
2023-01-13 19:00,1138.0,24.0,54.0,13809.0,196.0
2023-01-13 20:00,1083.0,23.0,56.0,13259.0,202.0
2023-01-13 21:00,1165.0,24.0,58.0,12812.0,200.0
2023-01-13 22:00,1219.0,24.0,59.0,11965.0,187.0
2023-01-13 23:00,1320.0,24.0,62.0,11284.0,188.0
2023-01-14 00:00,1393.0,26.0,59.0,10324.0,186.0
2023-01-14 01:00,1316.0,26.0,60.0,9981.0,186.0
2023-01-14 02:00,1234.0,26.0,58.0,9677.0,186.0
2023-01-14 03:00,974.0,26.0,58.0,9538.0,186.0
2023-01-14 04:00,802.0,22.0,59.0,9660.0,186.0
2023-01-14 05:00,593.0,23.0,57.0,9932.0,186.0
2023-01-14 06:00,495.0,21.0,56.0,10761.0,184.0
2023-01-14 07:00,435.0,22.0,57.0,12045.0,186.0
2023-01-14 08:00,460.0,23.0,56.0,13194.0,186.0
2023-01-14 09:00,627.0,24.0,56.0,13508.0,186.0
2023-01-14 10:00,820.0,25.0,59.0,13270.0,187.0
2023-01-14 11:00,1008.0,26.0,53.0,12719.0,187.0
2023-01-14 12:00,1435.0,26.0,60.0,11723.0,187.0
2023-01-14 13:00,1776.0,26.0,59.0,11329.0,187.0
2023-01-14 14:00,2073.0,26.0,55.0,11285.0,187.0
2023-01-14 15:00,2385.0,26.0,59.0,12097.0,187.0
2023-01-14 16:00,2635.0,21.0,61.0,12633.0,187.0
2023-01-14 17:00,2942.0,26.0,62.0,12252.0,188.0
2023-01-14 18:00,2880.0,26.0,60.0,11744.0,188.0
2023-01-14 19:00,2916.0,25.0,57.0,10976.0,188.0
2023-01-14 20:00,2798.0,25.0,61.0,10367.0,189.0
2023-01-14 21:00,2505.0,25.0,64.0,9852.0,190.0
2023-01-14 22:00,2295.0,25.0,58.0,9141.0,189.0
2023-01-14 23:00,2340.0,24.0,57.0,8395.0,189.0
2023-01-15 00:00,2257.0,24.0,56.0,8150.0,187.0
2023-01-15 01:00,2151.0,24.0,54.0,7554.0,188.0
2023-01-15 02:00,2263.0,19.0,53.0,7106.0,189.0
2023-01-15 03:00,2335.0,18.0,53.0,7062.0,190.0
2023-01-15 04:00,2358.0,19.0,54.0,7154.0,189.0
2023-01-15 05:00,2253.0,20.0,52.0,7293.0,188.0
2023-01-15 06:00,2176.0,20.0,52.0,7600.0,188.0
2023-01-15 07:00,2085.0,21.0,48.0,8266.0,186.0
2023-01-15 08:00,1963.0,21.0,47.0,9193.0,188.0
2023-01-15 09:00,1832.0,21.0,47.0,10049.0,187.0
2023-01-15 10:00,1616.0,21.0,49.0,10755.0,188.0
2023-01-15 11:00,1461.0,26.0,47.0,10926.0,190.0
2023-01-15 12:00,1388.0,26.0,47.0,11005.0,191.0
2023-01-15 13:00,1503.0,26.0,46.0,11286.0,191.0
2023-01-15 14:00,1831.0,25.0,48.0,11795.0,191.0
2023-01-15 15:00,1896.0,26.0,50.0,12424.0,191.0
2023-01-15 16:00,1642.0,30.0,52.0,12575.0,191.0
2023-01-15 17:00,1665.0,31.0,55.0,12671.0,191.0
2023-01-15 18:00,1579.0,31.0,53.0,12049.0,190.0
2023-01-15 19:00,1520.0,29.0,50.0,11752.0,190.0
2023-01-15 20:00,1512.0,29.0,50.0,11917.0,190.0
2023-01-15 21:00,1506.0,30.0,49.0,12093.0,189.0
2023-01-15 22:00,1424.0,30.0,52.0,11918.0,188.0
2023-01-15 23:00,1154.0,30.0,51.0,11460.0,184.0
2023-01-16 00:00,869.0,30.0,64.0,10998.0,183.0
2023-01-16 01:00,692.0,30.0,60.0,10900.0,184.0
2023-01-16 02:00,555.0,30.0,53.0,10755.0,183.0
2023-01-16 03:00,537.0,30.0,55.0,12018.0,184.0
2023-01-16 04:00,627.0,28.0,51.0,14406.0,187.0
2023-01-16 05:00,671.0,29.0,52.0,17502.0,189.0
2023-01-16 06:00,737.0,22.0,50.0,20621.0,183.0
2023-01-16 07:00,921.0,19.0,54.0,20781.0,191.0
2023-01-16 08:00,922.0,19.0,52.0,21166.0,193.0
2023-01-16 09:00,894.0,20.0,54.0,20963.0,189.0
2023-01-16 10:00,889.0,19.0,50.0,20333.0,193.0
2023-01-16 11:00,886.0,16.0,53.0,20243.0,183.0
2023-01-16 12:00,905.0,14.0,54.0,19715.0,193.0
2023-01-16 13:00,906.0,15.0,54.0,19821.0,193.0
2023-01-16 14:00,853.0,14.0,57.0,19853.0,193.0
2023-01-16 15:00,846.0,15.0,60.0,20053.0,193.0
2023-01-16 16:00,818.0,15.0,59.0,19651.0,193.0
2023-01-16 17:00,815.0,15.0,57.0,20210.0,193.0
2023-01-16 18:00,757.0,15.0,56.0,19542.0,193.0
2023-01-16 19:00,730.0,15.0,56.0,18415.0,193.0
2023-01-16 20:00,771.0,15.0,54.0,17604.0,183.0
2023-01-16 21:00,891.0,16.0,55.0,16531.0,190.0
2023-01-16 22:00,1116.0,18.0,57.0,14562.0,190.0
2023-01-16 23:00,1346.0,22.0,59.0,13553.0,192.0
2023-01-17 00:00,1466.0,26.0,60.0,12428.0,190.0
2023-01-17 01:00,1436.0,25.0,60.0,12166.0,193.0
2023-01-17 02:00,1538.0,26.0,59.0,12122.0,189.0
2023-01-17 03:00,1597.0,25.0,57.0,12330.0,191.0
2023-01-17 04:00,1590.0,20.0,56.0,13378.0,192.0
2023-01-17 05:00,1602.0,25.0,60.0,15795.0,193.0
2023-01-17 06:00,1803.0,19.0,48.0,18503.0,194.0
2023-01-17 07:00,1880.0,16.0,47.0,19525.0,194.0
2023-01-17 08:00,1987.0,16.0,46.0,18796.0,184.0
2023-01-17 09:00,2022.0,16.0,48.0,18471.0,195.0
2023-01-17 10:00,2023.0,15.0,49.0,18487.0,197.0
2023-01-17 11:00,2089.0,15.0,44.0,17571.0,195.0
2023-01-17 12:00,2168.0,16.0,44.0,17632.0,197.0
2023-01-17 13:00,2292.0,16.0,44.0,18361.0,197.0
2023-01-17 14:00,2383.0,17.0,52.0,19033.0,198.0
2023-01-17 15:00,2485.0,19.0,54.0,19293.0,198.0
2023-01-17 16:00,2440.0,18.0,51.0,19196.0,199.0
2023-01-17 17:00,2383.0,18.0,56.0,18725.0,189.0
2023-01-17 18:00,2371.0,18.0,52.0,18613.0,198.0
2023-01-17 19:00,2327.0,17.0,52.0,18257.0,199.0
2023-01-17 20:00,2235.0,17.0,52.0,17716.0,188.0
2023-01-17 21:00,2152.0,17.0,52.0,17305.0,199.0
2023-01-17 22:00,2130.0,17.0,51.0,16041.0,200.0
2023-01-17 23:00,2060.0,18.0,54.0,15326.0,200.0
2023-01-18 00:00,1906.0,16.0,56.0,15105.0,201.0
2023-01-18 01:00,1828.0,17.0,54.0,15030.0,200.0
2023-01-18 02:00,1843.0,17.0,55.0,14906.0,199.0
2023-01-18 03:00,1703.0,16.0,55.0,14623.0,200.0
2023-01-18 04:00,1727.0,20.0,55.0,15781.0,198.0
2023-01-18 05:00,1641.0,21.0,55.0,17986.0,198.0
2023-01-18 06:00,1728.0,20.0,50.0,20071.0,198.0
2023-01-18 07:00,1676.0,16.0,54.0,20181.0,199.0
2023-01-18 08:00,1540.0,16.0,58.0,20218.0,187.0
2023-01-18 09:00,1430.0,16.0,57.0,19709.0,198.0
2023-01-18 10:00,1344.0,16.0,58.0,19403.0,199.0
2023-01-18 11:00,1236.0,15.0,50.0,18729.0,198.0
2023-01-18 12:00,1108.0,15.0,54.0,19018.0,198.0
2023-01-18 13:00,1054.0,14.0,54.0,19731.0,199.0
2023-01-18 14:00,1090.0,13.0,55.0,20077.0,199.0
2023-01-18 15:00,1164.0,16.0,56.0,20267.0,199.0
2023-01-18 16:00,1103.0,18.0,56.0,20691.0,198.0
