datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-07-20 10:00:00,4.113323510444493,303.3096990003276,286.8345063423773,582.8805318266363,0.5263507439691586,4369.17907,4644.45493,5178.01155,8159.5248,3095.8515,2086.66958,117.05093
2023-07-20 11:00:00,4.113323510444493,303.3096990003276,286.8345063423773,582.8805318266363,0.5263507439691586,4373.17146,4838.57753,5283.95321,7870.72993,2847.80092,2084.685,118.74068
2023-07-20 12:00:00,4.113323510444493,303.3096990003276,286.8345063423773,582.8805318266363,0.5263507439691586,4359.05292,4781.19661,5364.24967,7687.66154,2330.68943,1997.89228,119.33639
2023-07-20 13:00:00,4.709221075585153,301.6967893480316,286.91240111218167,677.1137613752028,0.6388499513464245,4269.81058,4835.9784,5395.50852,7897.06071,1696.62341,1986.25262,119.4838
2023-07-20 14:00:00,4.709221075585153,301.6967893480316,286.91240111218167,677.1137613752028,0.6388499513464245,4328.32091,4899.50627,5334.51994,8233.44137,1099.06083,1919.0959,117.86473
2023-07-20 15:00:00,4.709221075585153,301.6967893480316,286.91240111218167,677.1137613752028,0.6388499513464245,4314.6588,4972.59235,5352.00241,8555.83831,681.55458,1852.61168,118.99939
2023-07-20 16:00:00,3.1710166875139287,295.53437296459623,287.8524228185586,534.2570174557071,0.9412216400308016,4412.55677,4980.49249,5323.46681,8509.44779,302.91405,1813.72685,121.6332
2023-07-20 17:00:00,3.1710166875139287,295.53437296459623,287.8524228185586,534.2570174557071,0.9412216400308016,4403.50663,4904.32226,5403.30877,8190.05405,0.0,1770.5431,124.9368
2023-07-20 18:00:00,3.1710166875139287,295.53437296459623,287.8524228185586,534.2570174557071,0.9412216400308016,4409.87908,5016.87639,5432.36856,7880.73783,0.0,1794.89357,123.86289
2023-07-20 19:00:00,2.447577774447302,292.557117106541,287.3665846870424,345.6862729937304,1.3042923549347574,4396.01722,5056.92153,5460.62097,7450.08612,0.0,1894.70771,122.62087
2023-07-20 20:00:00,2.447577774447302,292.557117106541,287.3665846870424,345.6862729937304,1.3042923549347574,4323.51619,5053.22525,5305.74366,6835.38899,9.58271,1942.04575,122.54547
2023-07-20 21:00:00,2.447577774447302,292.557117106541,287.3665846870424,345.6862729937304,1.3042923549347574,4216.06902,4999.61103,5510.76227,6373.40132,77.31235,1929.89331,125.44219
2023-07-20 22:00:00,2.171890825459842,291.1606725949074,286.9744281350152,0.1276207677533109,1.4725830010952867,4242.20737,4954.00028,5376.94633,6022.46475,77.10514,1869.83018,127.3962
2023-07-20 23:00:00,2.171890825459842,291.1606725949074,286.9744281350152,0.1276207677533109,1.4725830010952867,4311.22005,4881.7876,5391.28077,6012.02634,0.0,1811.10732,126.32907
2023-07-21 00:00:00,2.171890825459842,291.1606725949074,286.9744281350152,0.1276207677533109,1.4725830010952867,4426.14597,4735.87029,5297.94245,6614.89627,50.09178,2156.37729,110.15392
2023-07-21 01:00:00,2.1433973374408373,290.1355102165629,286.54815000744884,0.0637195259637426,1.5489580321367713,4487.39026,4737.06499,5315.98012,6781.91676,0.0,2183.44782,111.57118
2023-07-21 02:00:00,2.1433973374408373,290.1355102165629,286.54815000744884,0.0637195259637426,1.5489580321367713,4568.95142,4777.3034,5315.08676,7036.87999,0.0,2202.52118,110.64527
2023-07-21 03:00:00,2.1433973374408373,290.1355102165629,286.54815000744884,0.0637195259637426,1.5489580321367713,4522.5368,4832.85127,5101.87571,7532.70128,81.3175,2186.87089,110.45225
2023-07-21 04:00:00,2.6718924179509767,295.52733180996404,287.280345062194,0.3093087673477637,1.5633944070648822,4561.82057,4812.85568,5318.89962,7724.90272,346.69624,2113.97576,108.75213
2023-07-21 05:00:00,2.6718924179509767,295.52733180996404,287.280345062194,0.3093087673477637,1.5633944070648822,4485.23425,4808.29241,5264.98349,7956.7556,726.60991,2104.84855,110.44609
2023-07-21 06:00:00,2.6718924179509767,295.52733180996404,287.280345062194,0.3093087673477637,1.5633944070648822,4494.18253,4925.46956,5410.32017,7968.54578,1261.82014,2169.93855,110.97397
2023-07-21 07:00:00,2.7879153512329804,300.53046385544945,286.1087471800816,99.57516961321171,1.5688271370388622,4519.26552,4905.20053,5333.84424,7916.48702,1811.07159,2070.26478,111.3551
2023-07-21 08:00:00,2.7879153512329804,300.53046385544945,286.1087471800816,99.57516961321171,1.5688271370388622,4338.63216,4859.70411,5508.11254,8147.20241,2330.58906,1967.59186,110.58925
2023-07-21 09:00:00,2.7879153512329804,300.53046385544945,286.1087471800816,99.57516961321171,1.5688271370388622,4522.14529,4737.03359,5453.96403,8218.80449,2683.00318,1938.52052,109.52467
2023-07-21 10:00:00,2.5890609622881104,302.95286853973965,285.8300558980891,658.972602870819,1.602493226260794,4545.6186,4636.25482,5302.54512,8177.52776,2751.302,1961.09534,108.43366
2023-07-21 11:00:00,2.5890609622881104,302.95286853973965,285.8300558980891,658.972602870819,1.602493226260794,4550.32911,4830.0866,5410.00693,7890.45888,2535.16415,1960.46398,110.28988
2023-07-21 12:00:00,2.5890609622881104,302.95286853973965,285.8300558980891,658.972602870819,1.602493226260794,4536.70063,4772.76086,5492.44332,7708.05157,2079.41233,1879.75059,110.77725
2023-07-21 13:00:00,2.725707726114412,302.54797373647045,286.4542232146906,745.2443926042238,1.676496946011597,4443.70959,4827.42894,5523.74915,7915.0069,1517.6833,1870.18226,110.9709
2023-07-21 14:00:00,2.725707726114412,302.54797373647045,286.4542232146906,745.2443926042238,1.676496946011597,4503.46372,4890.88456,5461.2679,8249.13823,987.11112,1807.38514,109.43613
2023-07-21 15:00:00,2.725707726114412,302.54797373647045,286.4542232146906,745.2443926042238,1.676496946011597,4489.11812,4963.84383,5479.79365,8570.16762,615.82118,1745.12409,110.60412
2023-07-21 16:00:00,2.6940667555570386,296.55642152416016,287.93283484246945,566.6019550515773,1.8116625271026927,4591.70163,4971.80889,5451.01928,8523.38114,278.0768,1709.76597,113.23731
2023-07-21 17:00:00,2.6940667555570386,296.55642152416016,287.93283484246945,566.6019550515773,1.8116625271026927,4582.76568,4895.82798,5531.99273,8204.56454,7.00516,1670.9146,116.48128
2023-07-21 18:00:00,2.6940667555570386,296.55642152416016,287.93283484246945,566.6019550515773,1.8116625271026927,4587.39063,5008.21749,5561.59301,7898.60403,0.0,1697.41707,115.30339
2023-07-21 19:00:00,2.7178225698499285,293.70017868084483,288.5119288234706,358.3685760772354,2.142853077634996,4572.54098,5048.21202,5590.35491,7471.46307,0.0,1793.75616,114.09451
2023-07-21 20:00:00,2.7178225698499285,293.70017868084483,288.5119288234706,358.3685760772354,2.142853077634996,4495.92104,5044.57244,5432.48363,6860.14979,17.54106,1835.43647,114.08199
2023-07-21 21:00:00,2.7178225698499285,293.70017868084483,288.5119288234706,358.3685760772354,2.142853077634996,4384.64761,4991.00364,5641.33237,6401.32677,76.59604,1820.01839,117.00138
2023-07-21 22:00:00,2.448369875191064,292.24364167961323,288.84824744517607,0.0851206427135881,2.637461956797933,4413.31384,4945.53344,5505.15308,6051.8649,75.62888,1761.18533,118.76345
2023-07-21 23:00:00,2.448369875191064,292.24364167961323,288.84824744517607,0.0851206427135881,2.637461956797933,4484.48918,4873.43598,5519.87588,6040.73283,0.0,1704.76321,117.62441
2023-07-22 00:00:00,2.448369875191064,292.24364167961323,288.84824744517607,0.0851206427135881,2.637461956797933,4689.818,4781.45421,5346.22798,7261.12882,43.64495,2257.13501,102.15882
2023-07-22 01:00:00,2.4763247354090634,291.41699023334365,289.2134309193534,0.0423883455718026,3.6027037914733,4756.75324,4782.33552,5364.45711,7338.58575,0.0,2284.09845,103.45794
2023-07-22 02:00:00,2.4763247354090634,291.41699023334365,289.2134309193534,0.0423883455718026,3.6027037914733,4843.22734,4821.89595,5363.00759,7448.04021,0.0,2303.15591,102.51157
2023-07-22 03:00:00,2.4763247354090634,291.41699023334365,289.2134309193534,0.0423883455718026,3.6027037914733,4794.65971,4877.80018,5148.34766,7827.19697,65.16253,2285.38346,102.16154
2023-07-22 04:00:00,3.015264241738957,295.49398466409195,290.1079679520343,0.2351654246975082,4.54777111929867,4834.48648,4857.76954,5367.80683,7929.67488,299.74631,2208.03771,100.53623
2023-07-22 05:00:00,3.015264241738957,295.49398466409195,290.1079679520343,0.2351654246975082,4.54777111929867,4753.99266,4853.71171,5313.31057,8095.76079,637.11197,2196.37084,102.07061
2023-07-22 06:00:00,3.015264241738957,295.49398466409195,290.1079679520343,0.2351654246975082,4.54777111929867,4759.67197,4971.32845,5459.35012,8105.59688,1114.88537,2256.68323,102.61802
2023-07-22 07:00:00,3.936818386556455,300.62396725274345,289.2552783986282,77.01852008825844,4.808127367452292,4786.34666,4950.89114,5382.33945,8092.30831,1605.68268,2151.54131,102.92286
2023-07-22 08:00:00,3.936818386556455,300.62396725274345,289.2552783986282,77.01852008825844,4.808127367452292,4596.8243,4905.05816,5557.82777,8394.9763,2072.09301,2046.14045,102.36123
2023-07-22 09:00:00,3.936818386556455,300.62396725274345,289.2552783986282,77.01852008825844,4.808127367452292,4790.46889,4781.63407,5503.59137,8532.59368,2389.49641,2016.12881,101.30061
2023-07-22 10:00:00,4.602962599257299,303.4386798394842,287.909287686819,554.5583450510379,4.906010441795436,4814.38133,4680.05416,5351.07165,8521.56727,2453.92304,2038.10409,100.11227
2023-07-22 11:00:00,4.602962599257299,303.4386798394842,287.909287686819,554.5583450510379,4.906010441795436,4820.18615,4875.43975,5459.12574,8279.0469,2265.32884,2036.6428,102.12575
2023-07-22 12:00:00,4.602962599257299,303.4386798394842,287.909287686819,554.5583450510379,4.906010441795436,4807.30408,4817.82043,5542.39572,8117.44877,1862.53629,1952.20132,102.49878
2023-07-22 13:00:00,4.505570345534509,302.7830509796579,287.73043610335907,673.6739576160846,5.011598089377525,4708.60344,4873.09425,5573.72041,8260.55615,1363.24109,1941.36275,102.71668
2023-07-22 14:00:00,4.505570345534509,302.7830509796579,287.73043610335907,673.6739576160846,5.011598089377525,4770.25122,4936.93429,5510.65711,8534.4589,890.48783,1875.89197,101.1496
2023-07-22 15:00:00,4.505570345534509,302.7830509796579,287.73043610335907,673.6739576160846,5.011598089377525,4754.86425,5010.57366,5529.58943,8816.56012,559.08704,1811.04107,102.28109
2023-07-22 16:00:00,3.022096163291378,296.2951017857019,288.9022272869102,586.5153882501102,5.140200610891541,4864.58526,5018.19029,5500.72205,8759.72279,256.63991,1773.52013,104.93191
2023-07-22 17:00:00,3.022096163291378,296.2951017857019,288.9022272869102,586.5153882501102,5.140200610891541,4855.82343,4941.19911,5582.13627,8459.51049,15.07942,1732.01199,108.06235
2023-07-22 18:00:00,3.022096163291378,296.2951017857019,288.9022272869102,586.5153882501102,5.140200610891541,4857.78634,5054.4672,5611.94751,8244.01308,0.0,1757.1947,106.82959
2023-07-22 19:00:00,2.55184188383152,293.0463033039432,288.9791174989364,374.28955336429215,5.384775552127387,4841.43255,5094.73273,5640.9079,7910.96937,0.0,1855.66496,105.63283
2023-07-22 20:00:00,2.55184188383152,293.0463033039432,288.9791174989364,374.28955336429215,5.384775552127387,4758.53904,5090.78983,5481.86964,7394.20066,24.40983,1900.81492,105.65759
2023-07-22 21:00:00,2.55184188383152,293.0463033039432,288.9791174989364,374.28955336429215,5.384775552127387,4641.43614,5036.97959,5692.21105,7020.70176,75.97776,1887.39945,108.58483
2023-07-22 22:00:00,2.2958354503068303,291.3855959418667,289.1589027209743,0.0623447137227216,6.059857051906449,4673.95228,4990.75672,5555.11092,6712.98366,74.35471,1827.81205,110.14595
2023-07-22 23:00:00,2.2958354503068303,291.3855959418667,289.1589027209743,0.0623447137227216,6.059857051906449,4748.42221,4918.04438,5569.98458,6684.04216,0.0,1769.97898,108.91172
2023-07-23 00:00:00,2.2958354503068303,291.3855959418667,289.1589027209743,0.0623447137227216,6.059857051906449,4913.55539,4822.64679,5396.09632,7678.19129,38.18897,2345.66846,95.87227
2023-07-23 01:00:00,2.305345768242728,290.4481020230942,288.8434384635922,0.0310950999345038,7.013499805115743,4985.32,4823.24459,5414.5233,7749.05478,0.0,2372.53794,97.09655
2023-07-23 02:00:00,2.305345768242728,290.4481020230942,288.8434384635922,0.0310950999345038,7.013499805115743,5075.96227,4862.19258,5412.49973,7848.58626,0.0,2391.58146,96.01464
2023-07-23 03:00:00,2.305345768242728,290.4481020230942,288.8434384635922,0.0310950999345038,7.013499805115743,5025.56791,4918.41874,5196.34329,8232.63909,51.49054,2371.94431,95.44275
2023-07-23 04:00:00,3.08676068378775,293.2399990012357,289.02450506791257,0.1345316731979602,8.014418858775091,5065.85543,4898.35578,5418.31763,8333.18662,260.0124,2290.68779,93.83805
2023-07-23 05:00:00,3.08676068378775,293.2399990012357,289.02450506791257,0.1345316731979602,8.014418858775091,4982.04605,4894.75552,5363.22206,8503.94495,561.36951,2276.78938,95.26296
2023-07-23 06:00:00,3.08676068378775,293.2399990012357,289.02450506791257,0.1345316731979602,8.014418858775091,4984.95146,5012.76948,5509.98749,8513.22563,990.53403,2332.90386,95.86791
2023-07-23 07:00:00,3.537138334296535,297.4661359364314,287.6910109479811,67.87225987997508,8.589582121358113,5012.97648,4992.18036,5432.42481,8500.7181,1431.86131,2222.95711,96.07192
2023-07-23 08:00:00,3.537138334296535,297.4661359364314,287.6910109479811,67.87225987997508,8.589582121358113,4815.91211,4946.04284,5609.1728,8819.19157,1853.32713,2115.15925,95.67561
2023-07-23 09:00:00,3.537138334296535,297.4661359364314,287.6910109479811,67.87225987997508,8.589582121358113,5018.15308,4821.93802,5554.84627,8970.38486,2141.10063,2084.32128,94.61968
2023-07-23 10:00:00,3.967509187788312,300.1679433734099,286.3974865558859,536.731379474177,8.746058087325851,5042.43839,4719.6344,5401.18898,8956.63023,2202.25046,2105.76983,93.35042
2023-07-23 11:00:00,3.967509187788312,300.1679433734099,286.3974865558859,536.731379474177,8.746058087325851,5049.17173,4916.42351,5509.85484,8717.31944,2036.96681,2103.57945,95.48863
2023-07-23 12:00:00,3.967509187788312,300.1679433734099,286.3974865558859,536.731379474177,8.746058087325851,5036.92254,4858.53898,5593.98591,8544.60751,1678.99346,2015.86217,95.76025
2023-07-23 13:00:00,3.748820004219386,300.42178345660375,285.8159375811989,649.9613768770399,8.79877710295753,4933.37688,4914.3603,5625.32977,8685.57912,1232.53606,2003.90749,95.98
2023-07-23 14:00:00,3.748820004219386,300.42178345660375,285.8159375811989,649.9613768770399,8.79877710295753,4996.63202,4978.54847,5561.66557,8962.48162,808.71523,1936.08744,94.28717
2023-07-23 15:00:00,3.748820004219386,300.42178345660375,285.8159375811989,649.9613768770399,8.79877710295753,4980.36113,5052.80151,5581.01788,9254.12617,511.07272,1868.96089,95.3289
2023-07-23 16:00:00,2.4035715990047146,294.9392473336072,286.2669394719693,605.176418435728,8.822496288639638,5096.139,5060.10353,5552.0543,9195.98941,238.49777,1829.53949,98.00998
2023-07-23 17:00:00,2.4035715990047146,294.9392473336072,286.2669394719693,605.176418435728,8.822496288639638,5087.52431,4982.19872,5633.92398,8884.49594,21.91269,1785.697,100.99926
2023-07-23 18:00:00,2.4035715990047146,294.9392473336072,286.2669394719693,605.176418435728,8.822496288639638,5087.22868,5096.26124,5663.95289,8662.54876,0.0,1809.71999,99.76176
2023-07-23 19:00:00,2.01117702191263,292.3115146018889,285.6566080775057,390.6594202048494,8.83356895666606,5069.59847,5136.77157,5693.11816,8324.55961,0.0,1910.06282,98.55743
2023-07-23 20:00:00,2.01117702191263,292.3115146018889,285.6566080775057,390.6594202048494,8.83356895666606,4981.38154,5132.55491,5532.87491,7790.14538,30.22289,1958.26131,98.59196
2023-07-23 21:00:00,2.01117702191263,292.3115146018889,285.6566080775057,390.6594202048494,8.83356895666606,4859.33209,5078.5261,5744.75789,7410.53046,75.45453,1946.60575,101.51329
2023-07-23 22:00:00,1.846343494115344,291.01687048316404,285.489297868795,0.0785478291709139,8.835263370743125,4895.11485,5031.62341,5606.70654,7093.33321,73.27639,1886.35551,102.8975
2023-07-23 23:00:00,1.846343494115344,291.01687048316404,285.489297868795,0.0785478291709139,8.835263370743125,4972.38133,4958.35534,5621.73681,7062.76199,0.0,1827.28254,101.56339
